"","date","ATIF"
"1","2019-05-03",4.95
"2","2019-05-06",4.7
"3","2019-05-07",4.4
"4","2019-05-08",4.53
"5","2019-05-09",4.5
"6","2019-05-10",4.46
"7","2019-05-13",4.38
"8","2019-05-14",4.3
"9","2019-05-15",4.27
"10","2019-05-16",4.327
"11","2019-05-17",4.4
"12","2019-05-20",4.3
"13","2019-05-21",4
"14","2019-05-22",4.08
"15","2019-05-23",3.97
"16","2019-05-24",4
"17","2019-05-28",3.982
"18","2019-05-29",3.9
"19","2019-05-30",4.23
"20","2019-05-31",3.99
"21","2019-06-03",3.8
"22","2019-06-04",3.6
"23","2019-06-05",3.65
"24","2019-06-06",3.895
"25","2019-06-07",3.71
"26","2019-06-10",3.703
"27","2019-06-11",3.38
"28","2019-06-12",3.48
"29","2019-06-13",3.46
"30","2019-06-14",3.5
"31","2019-06-17",3.31
"32","2019-06-18",3.483
"33","2019-06-19",3.51
"34","2019-06-20",3.396
"35","2019-06-21",3.37
"36","2019-06-24",3.49
"37","2019-06-25",3.42
"38","2019-06-26",3.45
"39","2019-06-27",3.35
"40","2019-06-28",3.363
"41","2019-07-01",3.25
"42","2019-07-02",3.18
"43","2019-07-03",3.1
"44","2019-07-05",2.93
"45","2019-07-08",3.06
"46","2019-07-09",3.082
"47","2019-07-10",3.1
"48","2019-07-11",3.13
"49","2019-07-12",3.02
"50","2019-07-15",2.98
"51","2019-07-16",3.05
"52","2019-07-17",3
"53","2019-07-18",3.06
"54","2019-07-19",3.13
"55","2019-07-22",3.21
"56","2019-07-23",3.3
"57","2019-07-24",3.12
"58","2019-07-25",3.395
"59","2019-07-26",3.302
"60","2019-07-29",3.3
"61","2019-07-30",3.464
"62","2019-07-31",3.29
"63","2019-08-01",3.02
"64","2019-08-02",3.2
"65","2019-08-05",3.15
"66","2019-08-06",3.16
"67","2019-08-07",3.19
"68","2019-08-08",3.12
"69","2019-08-09",3.15
"70","2019-08-12",3.2
"71","2019-08-13",3.2
"72","2019-08-14",3.16
"73","2019-08-15",3.17
"74","2019-08-16",3.2
"75","2019-08-19",3.15
"76","2019-08-20",3.22
"77","2019-08-21",3.12
"78","2019-08-22",3.2
"79","2019-08-23",3.22
"80","2019-08-26",3.12
"81","2019-08-27",3.1
"82","2019-08-28",3.02
"83","2019-08-29",3
"84","2019-08-30",3
"85","2019-09-03",3
"86","2019-09-04",3
"87","2019-09-05",3.12
"88","2019-09-06",2.94
"89","2019-09-09",2.95
"90","2019-09-10",2.99
"91","2019-09-11",2.96
"92","2019-09-12",2.97
"93","2019-09-13",3.06
"94","2019-09-16",2.86
"95","2019-09-17",2.91
"96","2019-09-18",2.98
"97","2019-09-19",3.01
"98","2019-09-20",2.98
"99","2019-09-23",2.98
"100","2019-09-24",2.9
"101","2019-09-25",2.9
"102","2019-09-26",2.9
"103","2019-09-27",2.77
"104","2019-09-30",2.89
"105","2019-10-01",2.81
"106","2019-10-02",2.84
"107","2019-10-03",2.72
"108","2019-10-04",2.71
"109","2019-10-07",2.75
"110","2019-10-08",2.74
"111","2019-10-09",2.77
"112","2019-10-10",2.71
"113","2019-10-11",2.77
"114","2019-10-14",2.72
"115","2019-10-15",2.84
"116","2019-10-16",2.8
"117","2019-10-17",2.76
"118","2019-10-18",2.79
"119","2019-10-21",2.76
"120","2019-10-22",2.81
"121","2019-10-23",2.74
"122","2019-10-24",2.78
"123","2019-10-25",2.76
"124","2019-10-28",2.74
"125","2019-10-29",2.76
"126","2019-10-30",2.81
"127","2019-10-31",2.76
"128","2019-11-01",2.74
"129","2019-11-04",2.83
"130","2019-11-05",2.79
"131","2019-11-06",2.75
"132","2019-11-07",2.79
"133","2019-11-08",2.73
"134","2019-11-11",2.77
"135","2019-11-12",2.73
"136","2019-11-13",2.8
"137","2019-11-14",2.75
"138","2019-11-15",2.78
"139","2019-11-18",2.73
"140","2019-11-19",2.77
"141","2019-11-20",2.8
"142","2019-11-21",2.765
"143","2019-11-22",2.73
"144","2019-11-25",2.73
"145","2019-11-26",2.76
"146","2019-11-27",2.775
"147","2019-11-29",2.72
"148","2019-12-02",2.75
"149","2019-12-03",2.8
"150","2019-12-04",2.77
"151","2019-12-05",2.73
"152","2019-12-06",2.72
"153","2019-12-09",2.6
"154","2019-12-10",2.54
"155","2019-12-11",2.464
"156","2019-12-12",2.33
"157","2019-12-13",2.35
"158","2019-12-16",2.35
"159","2019-12-17",2.261
"160","2019-12-18",2.18
"161","2019-12-19",2.17
"162","2019-12-20",2.1
"163","2019-12-23",1.93
"164","2019-12-24",2.19
"165","2019-12-26",1.99
"166","2019-12-27",2.05
"167","2019-12-30",2.12
"168","2019-12-31",1.95
"169","2020-01-02",1.93
"170","2020-01-03",1.899
"171","2020-01-06",1.85
"172","2020-01-07",1.94
"173","2020-01-08",1.85
"174","2020-01-09",1.82
"175","2020-01-10",1.78
"176","2020-01-13",2.02
"177","2020-01-14",1.875
"178","2020-01-15",1.82
"179","2020-01-16",1.85
"180","2020-01-17",1.83
"181","2020-01-21",1.83
"182","2020-01-22",1.92
"183","2020-01-23",1.85
"184","2020-01-24",1.89
"185","2020-01-27",1.89
"186","2020-01-28",1.9
"187","2020-01-29",2.31
"188","2020-01-30",2.16
"189","2020-01-31",1.86
"190","2020-02-03",1.82
"191","2020-02-04",1.78
"192","2020-02-05",1.76
"193","2020-02-06",1.77
"194","2020-02-07",1.72
"195","2020-02-10",1.73
"196","2020-02-11",1.75
"197","2020-02-12",1.52
"198","2020-02-13",1.6
"199","2020-02-14",1.78
"200","2020-02-18",1.92
"201","2020-02-19",1.82
"202","2020-02-20",1.88
"203","2020-02-21",1.87
"204","2020-02-24",1.82
"205","2020-02-25",1.88
"206","2020-02-26",1.83
"207","2020-02-27",1.89
"208","2020-02-28",2.3
"209","2020-03-02",1.97
"210","2020-03-03",2.1
"211","2020-03-04",2.17
"212","2020-03-05",2.16
"213","2020-03-06",2.05
"214","2020-03-09",1.84
"215","2020-03-10",1.95
"216","2020-03-11",1.91
"217","2020-03-12",1.88
"218","2020-03-13",1.93
"219","2020-03-16",1.88
"220","2020-03-17",1.87
"221","2020-03-18",1.71
"222","2020-03-19",1.83
"223","2020-03-20",1.82
"224","2020-03-23",1.771
"225","2020-03-24",1.7
"226","2020-03-25",1.67
"227","2020-03-26",1.68
"228","2020-03-27",1.7
"229","2020-03-30",1.69
"230","2020-03-31",1.73
"231","2020-04-01",1.78
"232","2020-04-02",1.69
"233","2020-04-03",1.62
"234","2020-04-06",1.7
"235","2020-04-07",1.72
"236","2020-04-08",1.67
"237","2020-04-09",1.55
"238","2020-04-13",1.52
"239","2020-04-14",1.536
"240","2020-04-15",1.51
"241","2020-04-16",1.91
"242","2020-04-17",2.26
"243","2020-04-20",1.91
"244","2020-04-21",1.74
"245","2020-04-22",2.12
"246","2020-04-23",1.95
"247","2020-04-24",1.88
"248","2020-04-27",1.88
"249","2020-04-28",1.95
"250","2020-04-29",1.88
"251","2020-04-30",1.76
"252","2020-05-01",1.77
"253","2020-05-04",1.72
"254","2020-05-05",1.67
"255","2020-05-06",1.69
"256","2020-05-07",1.71
"257","2020-05-08",1.73
"258","2020-05-11",1.8
"259","2020-05-12",1.75
"260","2020-05-13",1.69
"261","2020-05-14",1.7
"262","2020-05-15",1.72
"263","2020-05-18",1.72
"264","2020-05-19",1.92
"265","2020-05-20",2.05
"266","2020-05-21",1.79
"267","2020-05-22",1.88
"268","2020-05-26",1.74
"269","2020-05-27",1.762
"270","2020-05-28",1.775
"271","2020-05-29",1.76
"272","2020-06-01",1.9
"273","2020-06-02",1.93
"274","2020-06-03",1.87
"275","2020-06-04",1.92
"276","2020-06-05",1.93
"277","2020-06-08",2
"278","2020-06-09",2.03
"279","2020-06-10",2.135
"280","2020-06-11",1.98
"281","2020-06-12",2.17
"282","2020-06-15",1.93
"283","2020-06-16",1.89
"284","2020-06-17",1.99
"285","2020-06-18",2.06
"286","2020-06-19",2.08
"287","2020-06-22",2.05
"288","2020-06-23",2
"289","2020-06-24",1.96
"290","2020-06-25",1.91
"291","2020-06-26",1.9
"292","2020-06-29",1.84
"293","2020-06-30",1.89
"294","2020-07-01",1.89
"295","2020-07-02",1.915
"296","2020-07-06",1.96
"297","2020-07-07",1.9
"298","2020-07-08",1.87
"299","2020-07-09",1.88
"300","2020-07-10",1.89
"301","2020-07-13",1.82
"302","2020-07-14",1.76
"303","2020-07-15",1.87
"304","2020-07-16",1.88
"305","2020-07-17",1.88
"306","2020-07-20",1.87
"307","2020-07-21",1.84
"308","2020-07-22",1.87
"309","2020-07-23",1.79
"310","2020-07-24",1.78
"311","2020-07-27",1.66
"312","2020-07-28",1.686
"313","2020-07-29",1.69
"314","2020-07-30",1.68
"315","2020-07-31",1.65
"316","2020-08-03",1.63
"317","2020-08-04",1.64
"318","2020-08-05",1.63
"319","2020-08-06",1.63
"320","2020-08-07",1.59
"321","2020-08-10",1.58
"322","2020-08-11",1.6
"323","2020-08-12",1.55
"324","2020-08-13",1.56
"325","2020-08-14",1.58
"326","2020-08-17",1.57
"327","2020-08-18",1.51
"328","2020-08-19",1.49
"329","2020-08-20",1.37
"330","2020-08-21",1.3
"331","2020-08-24",1.24
"332","2020-08-25",1.13
"333","2020-08-26",1.19
"334","2020-08-27",1.18
"335","2020-08-28",1.15
"336","2020-08-31",1.11
"337","2020-09-01",1.07
"338","2020-09-02",1.05
"339","2020-09-03",1.13
"340","2020-09-04",1.1
"341","2020-09-08",1.146
"342","2020-09-09",1.11
"343","2020-09-10",1.12
"344","2020-09-11",1.116
"345","2020-09-14",1.11
"346","2020-09-15",1.13
"347","2020-09-16",1.09
"348","2020-09-17",1.06
"349","2020-09-18",1.07
"350","2020-09-21",1.08
"351","2020-09-22",1.04
"352","2020-09-23",1.12
"353","2020-09-24",1.1
"354","2020-09-25",1.11
"355","2020-09-28",1.14
"356","2020-09-29",1.2
"357","2020-09-30",1.17
"358","2020-10-01",1.21
"359","2020-10-02",1.21
"360","2020-10-05",1.21
"361","2020-10-06",1.17
"362","2020-10-07",1.15
"363","2020-10-08",1.18
"364","2020-10-09",1.19
"365","2020-10-12",1.22
"366","2020-10-13",1.27
"367","2020-10-14",1.31
"368","2020-10-15",1.35
"369","2020-10-16",1.41
"370","2020-10-19",1.41
"371","2020-10-20",1.39
"372","2020-10-21",1.27
"373","2020-10-22",1.29
"374","2020-10-23",1.22
"375","2020-10-26",1.19
"376","2020-10-27",1.21
"377","2020-10-28",1.23
"378","2020-10-29",1.34
"379","2020-10-30",1.33
"380","2020-11-02",1.31
"381","2020-11-03",0.763
"382","2020-11-04",0.7
"383","2020-11-05",0.7
"384","2020-11-06",0.67
"385","2020-11-09",0.683
"386","2020-11-10",0.689
"387","2020-11-11",0.685
"388","2020-11-12",0.699
"389","2020-11-13",0.684
"390","2020-11-16",0.705
"391","2020-11-17",0.684
"392","2020-11-18",0.72
"393","2020-11-19",0.707
"394","2020-11-20",0.74
"395","2020-11-23",0.78
"396","2020-11-24",0.783
"397","2020-11-25",0.795
"398","2020-11-27",0.8
