"","date","PEIX"
"1","2007-01-03",1575
"2","2007-01-04",1513.050049
"3","2007-01-05",1493.099976
"4","2007-01-08",1527.75
"5","2007-01-09",1522.5
"6","2007-01-10",1541.400024
"7","2007-01-11",1556.099976
"8","2007-01-12",1608.599976
"9","2007-01-16",1590.75
"10","2007-01-17",1628.550049
"11","2007-01-18",1589.699951
"12","2007-01-19",1641.150024
"13","2007-01-22",1766.099976
"14","2007-01-23",1874.25
"15","2007-01-24",1735.650024
"16","2007-01-25",1669.5
"17","2007-01-26",1706.25
"18","2007-01-29",1691.550049
"19","2007-01-30",1726.199951
"20","2007-01-31",1723.050049
"21","2007-02-01",1770.300049
"22","2007-02-02",1791.300049
"23","2007-02-05",1801.800049
"24","2007-02-06",1777.650024
"25","2007-02-07",1779.75
"26","2007-02-08",1756.650024
"27","2007-02-09",1729.349976
"28","2007-02-12",1684.199951
"29","2007-02-13",1704.150024
"30","2007-02-14",1664.25
"31","2007-02-15",1678.949951
"32","2007-02-16",1724.099976
"33","2007-02-20",1748.25
"34","2007-02-21",1766.099976
"35","2007-02-22",1823.849976
"36","2007-02-23",1810.199951
"37","2007-02-26",1859.550049
"38","2007-02-27",1732.5
"39","2007-02-28",1740.900024
"40","2007-03-01",1677.900024
"41","2007-03-02",1623.300049
"42","2007-03-05",1549.800049
"43","2007-03-06",1600.199951
"44","2007-03-07",1604.400024
"45","2007-03-08",1630.650024
"46","2007-03-09",1629.599976
"47","2007-03-12",1645.349976
"48","2007-03-13",1606.5
"49","2007-03-14",1599.150024
"50","2007-03-15",1621.199951
"51","2007-03-16",1591.800049
"52","2007-03-19",1597.050049
"53","2007-03-20",1625.400024
"54","2007-03-21",1654.800049
"55","2007-03-22",1698.900024
"56","2007-03-23",1711.5
"57","2007-03-26",1707.300049
"58","2007-03-27",1688.400024
"59","2007-03-28",1695.75
"60","2007-03-29",1781.849976
"61","2007-03-30",1788.150024
"62","2007-04-02",1688.400024
"63","2007-04-03",1674.75
"64","2007-04-04",1732.5
"65","2007-04-05",1710.449951
"66","2007-04-09",1730.400024
"67","2007-04-10",1697.849976
"68","2007-04-11",1677.900024
"69","2007-04-12",1698.900024
"70","2007-04-13",1718.849976
"71","2007-04-16",1695.75
"72","2007-04-17",1648.5
"73","2007-04-18",1626.449951
"74","2007-04-19",1589.699951
"75","2007-04-20",1594.949951
"76","2007-04-23",1600.199951
"77","2007-04-24",1588.650024
"78","2007-04-25",1585.5
"79","2007-04-26",1575
"80","2007-04-27",1576.050049
"81","2007-04-30",1554
"82","2007-05-01",1516.199951
"83","2007-05-02",1551.900024
"84","2007-05-03",1544.550049
"85","2007-05-04",1531.949951
"86","2007-05-07",1501.5
"87","2007-05-08",1466.849976
"88","2007-05-09",1452.150024
"89","2007-05-10",1584.449951
"90","2007-05-11",1615.949951
"91","2007-05-14",1607.550049
"92","2007-05-15",1579.199951
"93","2007-05-16",1552.949951
"94","2007-05-17",1539.300049
"95","2007-05-18",1509.900024
"96","2007-05-21",1491
"97","2007-05-22",1514.099976
"98","2007-05-23",1507.800049
"99","2007-05-24",1487.849976
"100","2007-05-25",1481.550049
"101","2007-05-29",1497.300049
"102","2007-05-30",1487.849976
"103","2007-05-31",1413.300049
"104","2007-06-01",1396.5
"105","2007-06-04",1386
"106","2007-06-05",1382.849976
"107","2007-06-06",1361.849976
"108","2007-06-07",1337.699951
"109","2007-06-08",1333.5
"110","2007-06-11",1331.400024
"111","2007-06-12",1313.550049
"112","2007-06-13",1312.5
"113","2007-06-14",1318.800049
"114","2007-06-15",1337.699951
"115","2007-06-18",1339.800049
"116","2007-06-19",1327.199951
"117","2007-06-20",1296.75
"118","2007-06-21",1286.25
"119","2007-06-22",1347.150024
"120","2007-06-25",1334.550049
"121","2007-06-26",1326.150024
"122","2007-06-27",1323
"123","2007-06-28",1353.449951
"124","2007-06-29",1386
"125","2007-07-02",1419.599976
"126","2007-07-03",1430.099976
"127","2007-07-05",1527.75
"128","2007-07-06",1515.150024
"129","2007-07-09",1560.300049
"130","2007-07-10",1533
"131","2007-07-11",1528.800049
"132","2007-07-12",1516.199951
"133","2007-07-13",1485.75
"134","2007-07-16",1470
"135","2007-07-17",1461.599976
"136","2007-07-18",1432.199951
"137","2007-07-19",1410.150024
"138","2007-07-20",1404.900024
"139","2007-07-23",1399.650024
"140","2007-07-24",1375.5
"141","2007-07-25",1353.449951
"142","2007-07-26",1339.800049
"143","2007-07-27",1293.599976
"144","2007-07-30",1313.550049
"145","2007-07-31",1319.849976
"146","2007-08-01",1311.449951
"147","2007-08-02",1311.449951
"148","2007-08-03",1262.099976
"149","2007-08-06",1214.849976
"150","2007-08-07",1262.099976
"151","2007-08-08",1340.849976
"152","2007-08-09",1365
"153","2007-08-10",1346.099976
"154","2007-08-13",1325.099976
"155","2007-08-14",1314.599976
"156","2007-08-15",1289.400024
"157","2007-08-16",1220.099976
"158","2007-08-17",1241.099976
"159","2007-08-20",1247.400024
"160","2007-08-21",1243.199951
"161","2007-08-22",1257.900024
"162","2007-08-23",1229.550049
"163","2007-08-24",1229.550049
"164","2007-08-27",1219.050049
"165","2007-08-28",1199.099976
"166","2007-08-29",1195.949951
"167","2007-08-30",1208.550049
"168","2007-08-31",1213.800049
"169","2007-09-04",1245.300049
"170","2007-09-05",1220.099976
"171","2007-09-06",1250.550049
"172","2007-09-07",1203.300049
"173","2007-09-10",1191.75
"174","2007-09-11",1191.75
"175","2007-09-12",1165.5
"176","2007-09-13",1161.300049
"177","2007-09-14",1130.849976
"178","2007-09-17",1093.050049
"179","2007-09-18",1130.849976
"180","2007-09-19",1172.849976
"181","2007-09-20",1074.150024
"182","2007-09-21",1043.699951
"183","2007-09-24",966
"184","2007-09-25",900.900024
"185","2007-09-26",913.5
"186","2007-09-27",995.400024
"187","2007-09-28",1010.099976
"188","2007-10-01",967.049988
"189","2007-10-02",934.5
"190","2007-10-03",919.799988
"191","2007-10-04",976.5
"192","2007-10-05",956.549988
"193","2007-10-08",942.900024
"194","2007-10-09",993.299988
"195","2007-10-10",979.650024
"196","2007-10-11",988.049988
"197","2007-10-12",948.150024
"198","2007-10-15",943.950012
"199","2007-10-16",940.799988
"200","2007-10-17",932.400024
"201","2007-10-18",927.150024
"202","2007-10-19",866.25
"203","2007-10-22",851.549988
"204","2007-10-23",834.75
"205","2007-10-24",808.5
"206","2007-10-25",790.650024
"207","2007-10-26",798
"208","2007-10-29",823.200012
"209","2007-10-30",813.75
"210","2007-10-31",843.150024
"211","2007-11-01",788.549988
"212","2007-11-02",842.099976
"213","2007-11-05",843.150024
"214","2007-11-06",836.849976
"215","2007-11-07",831.599976
"216","2007-11-08",821.099976
"217","2007-11-09",723.450012
"218","2007-11-12",683.549988
"219","2007-11-13",673.049988
"220","2007-11-14",648.900024
"221","2007-11-15",612.150024
"222","2007-11-16",598.5
"223","2007-11-19",465.149994
"224","2007-11-20",495.600006
"225","2007-11-21",451.5
"226","2007-11-23",443.100006
"227","2007-11-26",489.299988
"228","2007-11-27",487.200012
"229","2007-11-28",492.450012
"230","2007-11-29",695.099976
"231","2007-11-30",641.549988
"232","2007-12-03",600.599976
"233","2007-12-04",603.75
"234","2007-12-05",590.099976
"235","2007-12-06",633.150024
"236","2007-12-07",641.549988
"237","2007-12-10",628.950012
"238","2007-12-11",672
"239","2007-12-12",666.75
"240","2007-12-13",634.200012
"241","2007-12-14",695.099976
"242","2007-12-17",744.450012
"243","2007-12-18",811.650024
"244","2007-12-19",960.75
"245","2007-12-20",959.700012
"246","2007-12-21",936.599976
"247","2007-12-24",927.150024
"248","2007-12-26",913.5
"249","2007-12-27",913.5
"250","2007-12-28",904.049988
"251","2007-12-31",862.049988
"252","2008-01-02",852.599976
"253","2008-01-03",926.099976
"254","2008-01-04",929.25
"255","2008-01-07",861
"256","2008-01-08",814.799988
"257","2008-01-09",792.75
"258","2008-01-10",753.900024
"259","2008-01-11",728.700012
"260","2008-01-14",745.5
"261","2008-01-15",697.200012
"262","2008-01-16",645.75
"263","2008-01-17",579.599976
"264","2008-01-18",573.299988
"265","2008-01-22",525
"266","2008-01-23",557.549988
"267","2008-01-24",563.849976
"268","2008-01-25",562.799988
"269","2008-01-28",592.200012
"270","2008-01-29",584.849976
"271","2008-01-30",652.049988
"272","2008-01-31",637.349976
"273","2008-02-01",605.849976
"274","2008-02-04",639.450012
"275","2008-02-05",662.549988
"276","2008-02-06",659.400024
"277","2008-02-07",634.200012
"278","2008-02-08",617.400024
"279","2008-02-11",626.849976
"280","2008-02-12",605.849976
"281","2008-02-13",647.849976
"282","2008-02-14",617.400024
"283","2008-02-15",611.099976
"284","2008-02-19",634.200012
"285","2008-02-20",625.799988
"286","2008-02-21",615.299988
"287","2008-02-22",578.549988
"288","2008-02-25",609
"289","2008-02-26",590.099976
"290","2008-02-27",583.799988
"291","2008-02-28",560.700012
"292","2008-02-29",518.700012
"293","2008-03-03",510.299988
"294","2008-03-04",481.950012
"295","2008-03-05",500.850006
"296","2008-03-06",446.25
"297","2008-03-07",473.549988
"298","2008-03-10",491.399994
"299","2008-03-11",483
"300","2008-03-12",549.150024
"301","2008-03-13",563.849976
"302","2008-03-14",498.75
"303","2008-03-17",450.450012
"304","2008-03-18",519.75
"305","2008-03-19",454.649994
"306","2008-03-20",474.600006
"307","2008-03-24",518.700012
"308","2008-03-25",480.899994
"309","2008-03-26",475.649994
"310","2008-03-27",470.399994
"311","2008-03-28",509.25
"312","2008-03-31",462
"313","2008-04-01",480.899994
"314","2008-04-02",468.299988
"315","2008-04-03",459.899994
"316","2008-04-04",471.450012
"317","2008-04-07",456.75
"318","2008-04-08",450.450012
"319","2008-04-09",447.299988
"320","2008-04-10",441
"321","2008-04-11",421.049988
"322","2008-04-14",395.850006
"323","2008-04-15",372.75
"324","2008-04-16",378
"325","2008-04-17",379.049988
"326","2008-04-18",381.149994
"327","2008-04-21",380.100006
"328","2008-04-22",349.649994
"329","2008-04-23",334.950012
"330","2008-04-24",338.100006
"331","2008-04-25",413.700012
"332","2008-04-28",390.600006
"333","2008-04-29",364.350006
"334","2008-04-30",360.149994
"335","2008-05-01",346.5
"336","2008-05-02",365.399994
"337","2008-05-05",357
"338","2008-05-06",346.5
"339","2008-05-07",333.899994
"340","2008-05-08",328.649994
"341","2008-05-09",338.100006
"342","2008-05-12",341.25
"343","2008-05-13",331.799988
"344","2008-05-14",334.950012
"345","2008-05-15",338.100006
"346","2008-05-16",336
"347","2008-05-19",539.700012
"348","2008-05-20",593.25
"349","2008-05-21",580.650024
"350","2008-05-22",543.900024
"351","2008-05-23",438.899994
"352","2008-05-27",432.600006
"353","2008-05-28",376.950012
"354","2008-05-29",367.5
"355","2008-05-30",371.700012
"356","2008-06-02",361.200012
"357","2008-06-03",346.5
"358","2008-06-04",331.799988
"359","2008-06-05",340.200012
"360","2008-06-06",329.700012
"361","2008-06-09",323.399994
"362","2008-06-10",309.75
"363","2008-06-11",291.899994
"364","2008-06-12",248.850006
"365","2008-06-13",242.550003
"366","2008-06-16",254.100006
"367","2008-06-17",261.450012
"368","2008-06-18",232.050003
"369","2008-06-19",227.850006
