"","date","PNC"
"1","2007-01-03",75.150002
"2","2007-01-04",74.959999
"3","2007-01-05",74.099998
"4","2007-01-08",74.940002
"5","2007-01-09",75.110001
"6","2007-01-10",74.970001
"7","2007-01-11",74.980003
"8","2007-01-12",74.830002
"9","2007-01-16",74.760002
"10","2007-01-17",74.660004
"11","2007-01-18",74.849998
"12","2007-01-19",74.82
"13","2007-01-22",73.919998
"14","2007-01-23",73.139999
"15","2007-01-24",73.699997
"16","2007-01-25",72.650002
"17","2007-01-26",72.900002
"18","2007-01-29",72.900002
"19","2007-01-30",73.480003
"20","2007-01-31",73.769997
"21","2007-02-01",73.669998
"22","2007-02-02",73.970001
"23","2007-02-05",74.220001
"24","2007-02-06",74.290001
"25","2007-02-07",74.769997
"26","2007-02-08",74.599998
"27","2007-02-09",74.629997
"28","2007-02-12",74.870003
"29","2007-02-13",75.760002
"30","2007-02-14",75.669998
"31","2007-02-15",75.610001
"32","2007-02-16",75.629997
"33","2007-02-20",76.230003
"34","2007-02-21",75.849998
"35","2007-02-22",75.699997
"36","2007-02-23",75.5
"37","2007-02-26",75.660004
"38","2007-02-27",73.349998
"39","2007-02-28",73.290001
"40","2007-03-01",73.089996
"41","2007-03-02",73.25
"42","2007-03-05",71.699997
"43","2007-03-06",72.529999
"44","2007-03-07",71.620003
"45","2007-03-08",72.029999
"46","2007-03-09",71.75
"47","2007-03-12",72.029999
"48","2007-03-13",69.900002
"49","2007-03-14",69.730003
"50","2007-03-15",70.239998
"51","2007-03-16",70.099998
"52","2007-03-19",71.040001
"53","2007-03-20",71.349998
"54","2007-03-21",72.540001
"55","2007-03-22",72.25
"56","2007-03-23",72.220001
"57","2007-03-26",72.18
"58","2007-03-27",72.610001
"59","2007-03-28",71.440002
"60","2007-03-29",72.150002
"61","2007-03-30",71.970001
"62","2007-04-02",70.790001
"63","2007-04-03",71.860001
"64","2007-04-04",72.120003
"65","2007-04-05",72.769997
"66","2007-04-09",72.610001
"67","2007-04-10",72.879997
"68","2007-04-11",72.029999
"69","2007-04-12",71.099998
"70","2007-04-13",72.889999
"71","2007-04-16",73.620003
"72","2007-04-17",73.870003
"73","2007-04-18",75.339996
"74","2007-04-19",75.620003
"75","2007-04-20",75.849998
"76","2007-04-23",74.779999
"77","2007-04-24",74.559998
"78","2007-04-25",74.839996
"79","2007-04-26",74.760002
"80","2007-04-27",74.589996
"81","2007-04-30",74.099998
"82","2007-05-01",74.389999
"83","2007-05-02",74.419998
"84","2007-05-03",74.980003
"85","2007-05-04",74.879997
"86","2007-05-07",75.279999
"87","2007-05-08",75.239998
"88","2007-05-09",75.269997
"89","2007-05-10",74.150002
"90","2007-05-11",74.739998
"91","2007-05-14",74.099998
"92","2007-05-15",74.470001
"93","2007-05-16",74.830002
"94","2007-05-17",74.650002
"95","2007-05-18",74.910004
"96","2007-05-21",74.629997
"97","2007-05-22",74.160004
"98","2007-05-23",74.059998
"99","2007-05-24",73.389999
"100","2007-05-25",73.699997
"101","2007-05-29",73.5
"102","2007-05-30",74.120003
"103","2007-05-31",73.800003
"104","2007-06-01",73.769997
"105","2007-06-04",73.830002
"106","2007-06-05",72.550003
"107","2007-06-06",71.839996
"108","2007-06-07",71.32
"109","2007-06-08",72.419998
"110","2007-06-11",72.959999
"111","2007-06-12",72.489998
"112","2007-06-13",73.959999
"113","2007-06-14",73.900002
"114","2007-06-15",74.239998
"115","2007-06-18",74.550003
"116","2007-06-19",74.709999
"117","2007-06-20",73.400002
"118","2007-06-21",73.099998
"119","2007-06-22",71.970001
"120","2007-06-25",71.419998
"121","2007-06-26",71.279999
"122","2007-06-27",72.010002
"123","2007-06-28",72.169998
"124","2007-06-29",71.580002
"125","2007-07-02",73.150002
"126","2007-07-03",73.559998
"127","2007-07-05",73
"128","2007-07-06",72.989998
"129","2007-07-09",72.410004
"130","2007-07-10",71.480003
"131","2007-07-11",71.199997
"132","2007-07-12",73.489998
"133","2007-07-13",73.43
"134","2007-07-16",73.529999
"135","2007-07-17",73.870003
"136","2007-07-18",73.209999
"137","2007-07-19",71.370003
"138","2007-07-20",71.300003
"139","2007-07-23",70.860001
"140","2007-07-24",68.68
"141","2007-07-25",68.419998
"142","2007-07-26",65.959999
"143","2007-07-27",66.540001
"144","2007-07-30",68.18
"145","2007-07-31",66.650002
"146","2007-08-01",67.470001
"147","2007-08-02",67.550003
"148","2007-08-03",64.089996
"149","2007-08-06",68.300003
"150","2007-08-07",68.57
"151","2007-08-08",71.839996
"152","2007-08-09",70.860001
"153","2007-08-10",70.610001
"154","2007-08-13",68.800003
"155","2007-08-14",67.57
"156","2007-08-15",67.900002
"157","2007-08-16",71.660004
"158","2007-08-17",72.529999
"159","2007-08-20",72.370003
"160","2007-08-21",72.709999
"161","2007-08-22",73
"162","2007-08-23",72.290001
"163","2007-08-24",72.519997
"164","2007-08-27",70.93
"165","2007-08-28",69.010002
"166","2007-08-29",70.720001
"167","2007-08-30",69.610001
"168","2007-08-31",70.370003
"169","2007-09-04",70.389999
"170","2007-09-05",68.870003
"171","2007-09-06",69.519997
"172","2007-09-07",68.349998
"173","2007-09-10",68.059998
"174","2007-09-11",69.080002
"175","2007-09-12",68.440002
"176","2007-09-13",68.959999
"177","2007-09-14",69.220001
"178","2007-09-17",69.150002
"179","2007-09-18",72.080002
"180","2007-09-19",71.970001
"181","2007-09-20",70.580002
"182","2007-09-21",70.260002
"183","2007-09-24",69.650002
"184","2007-09-25",69.550003
"185","2007-09-26",68.550003
"186","2007-09-27",68.809998
"187","2007-09-28",68.099998
"188","2007-10-01",69.199997
"189","2007-10-02",69.43
"190","2007-10-03",69.889999
"191","2007-10-04",70.919998
"192","2007-10-05",71.809998
"193","2007-10-08",71.620003
"194","2007-10-09",71.580002
"195","2007-10-10",70.459999
"196","2007-10-11",69.370003
"197","2007-10-12",70.059998
"198","2007-10-15",68.459999
"199","2007-10-16",66.230003
"200","2007-10-17",67.269997
"201","2007-10-18",70.010002
"202","2007-10-19",68.529999
"203","2007-10-22",68.5
"204","2007-10-23",69.050003
"205","2007-10-24",69.290001
"206","2007-10-25",69.720001
"207","2007-10-26",72.110001
"208","2007-10-29",71.809998
"209","2007-10-30",71.519997
"210","2007-10-31",72.160004
"211","2007-11-01",69.790001
"212","2007-11-02",69.279999
"213","2007-11-05",68.589996
"214","2007-11-06",70.410004
"215","2007-11-07",67.239998
"216","2007-11-08",67.360001
"217","2007-11-09",68.760002
"218","2007-11-12",70.669998
"219","2007-11-13",73.230003
"220","2007-11-14",71.510002
"221","2007-11-15",69.510002
"222","2007-11-16",69.669998
"223","2007-11-19",69
"224","2007-11-20",69.18
"225","2007-11-21",67.849998
"226","2007-11-23",69.839996
"227","2007-11-26",66.870003
"228","2007-11-27",69.209999
"229","2007-11-28",73.580002
"230","2007-11-29",72.339996
"231","2007-11-30",73.209999
"232","2007-12-03",72.860001
"233","2007-12-04",71.980003
"234","2007-12-05",72.959999
"235","2007-12-06",73.889999
"236","2007-12-07",72.199997
"237","2007-12-10",73.870003
"238","2007-12-11",70.760002
"239","2007-12-12",68.25
"240","2007-12-13",66.559998
"241","2007-12-14",64.809998
"242","2007-12-17",64.68
"243","2007-12-18",64.300003
"244","2007-12-19",64.900002
"245","2007-12-20",64.510002
"246","2007-12-21",65.779999
"247","2007-12-24",66.519997
"248","2007-12-26",66.639999
"249","2007-12-27",65.470001
"250","2007-12-28",65.660004
"251","2007-12-31",65.650002
"252","2008-01-02",64.730003
"253","2008-01-03",64
"254","2008-01-04",62.549999
"255","2008-01-07",63.470001
"256","2008-01-08",61.48
"257","2008-01-09",62.099998
"258","2008-01-10",62.540001
"259","2008-01-11",62.52
"260","2008-01-14",61.799999
"261","2008-01-15",59.540001
"262","2008-01-16",60.990002
"263","2008-01-17",56.630001
"264","2008-01-18",57.369999
"265","2008-01-22",57.209999
"266","2008-01-23",60
"267","2008-01-24",61.98
"268","2008-01-25",60.66
"269","2008-01-28",61.700001
"270","2008-01-29",64.029999
"271","2008-01-30",63.189999
"272","2008-01-31",65.599998
"273","2008-02-01",66.419998
"274","2008-02-04",64.370003
"275","2008-02-05",63.220001
"276","2008-02-06",63.57
"277","2008-02-07",64.480003
"278","2008-02-08",63.290001
"279","2008-02-11",62.369999
"280","2008-02-12",63.73
"281","2008-02-13",63.57
"282","2008-02-14",62.759998
"283","2008-02-15",63.560001
"284","2008-02-19",62.389999
"285","2008-02-20",63.029999
"286","2008-02-21",61.830002
"287","2008-02-22",62.970001
"288","2008-02-25",63.240002
"289","2008-02-26",63.369999
"290","2008-02-27",63.599998
"291","2008-02-28",62.799999
"292","2008-02-29",61.43
"293","2008-03-03",60.07
"294","2008-03-04",60.599998
"295","2008-03-05",60.009998
"296","2008-03-06",58.150002
"297","2008-03-07",59.32
"298","2008-03-10",58.290001
"299","2008-03-11",63.040001
"300","2008-03-12",62.41
