"","date","STRA"
"1","2007-01-03",108.309998
"2","2007-01-04",108.120003
"3","2007-01-05",105.82
"4","2007-01-08",106.410004
"5","2007-01-09",106.360001
"6","2007-01-10",107.839996
"7","2007-01-11",108.379997
"8","2007-01-12",108.010002
"9","2007-01-16",107.029999
"10","2007-01-17",109.279999
"11","2007-01-18",109.099998
"12","2007-01-19",110
"13","2007-01-22",109.75
"14","2007-01-23",109.989998
"15","2007-01-24",110.220001
"16","2007-01-25",110.309998
"17","2007-01-26",110.050003
"18","2007-01-29",112.940002
"19","2007-01-30",113.25
"20","2007-01-31",113.769997
"21","2007-02-01",112.75
"22","2007-02-02",112.919998
"23","2007-02-05",111.169998
"24","2007-02-06",113.239998
"25","2007-02-07",113.599998
"26","2007-02-08",114.93
"27","2007-02-09",113.730003
"28","2007-02-12",113.760002
"29","2007-02-13",113.720001
"30","2007-02-14",114.75
"31","2007-02-15",121.099998
"32","2007-02-16",123.669998
"33","2007-02-20",121.5
"34","2007-02-21",121.660004
"35","2007-02-22",122.720001
"36","2007-02-23",122.849998
"37","2007-02-26",121.730003
"38","2007-02-27",118.669998
"39","2007-02-28",117.889999
"40","2007-03-01",118.68
"41","2007-03-02",117
"42","2007-03-05",115.830002
"43","2007-03-06",117.110001
"44","2007-03-07",117.339996
"45","2007-03-08",117.730003
"46","2007-03-09",117.099998
"47","2007-03-12",117.610001
"48","2007-03-13",116
"49","2007-03-14",118.970001
"50","2007-03-15",119.540001
"51","2007-03-16",118.650002
"52","2007-03-19",119.110001
"53","2007-03-20",121.169998
"54","2007-03-21",123.989998
"55","2007-03-22",125.279999
"56","2007-03-23",125.510002
"57","2007-03-26",124.959999
"58","2007-03-27",124.68
"59","2007-03-28",124.730003
"60","2007-03-29",124.989998
"61","2007-03-30",125
"62","2007-04-02",125.150002
"63","2007-04-03",124.93
"64","2007-04-04",125
"65","2007-04-05",124.849998
"66","2007-04-09",124.610001
"67","2007-04-10",124.769997
"68","2007-04-11",123.199997
"69","2007-04-12",124.790001
"70","2007-04-13",124.029999
"71","2007-04-16",124.809998
"72","2007-04-17",124.449997
"73","2007-04-18",124.080002
"74","2007-04-19",124.279999
"75","2007-04-20",124.919998
"76","2007-04-23",124.300003
"77","2007-04-24",124.410004
"78","2007-04-25",124.040001
"79","2007-04-26",126.360001
"80","2007-04-27",128.529999
"81","2007-04-30",124.339996
"82","2007-05-01",126.989998
"83","2007-05-02",128.669998
"84","2007-05-03",126.32
"85","2007-05-04",129.679993
"86","2007-05-07",128.520004
"87","2007-05-08",126.809998
"88","2007-05-09",127.129997
"89","2007-05-10",124.529999
"90","2007-05-11",125.040001
"91","2007-05-14",125.410004
"92","2007-05-15",124.059998
"93","2007-05-16",124.849998
"94","2007-05-17",122.989998
"95","2007-05-18",122.650002
"96","2007-05-21",122.650002
"97","2007-05-22",122.559998
"98","2007-05-23",121.93
"99","2007-05-24",120.660004
"100","2007-05-25",121.139999
"101","2007-05-29",122.32
"102","2007-05-30",122.269997
"103","2007-05-31",125.160004
"104","2007-06-01",124.82
"105","2007-06-04",124.769997
"106","2007-06-05",124.620003
"107","2007-06-06",124.129997
"108","2007-06-07",123.720001
"109","2007-06-08",125.43
"110","2007-06-11",124.830002
"111","2007-06-12",123.980003
"112","2007-06-13",124.919998
"113","2007-06-14",125.349998
"114","2007-06-15",126.620003
"115","2007-06-18",125.580002
"116","2007-06-19",123.550003
"117","2007-06-20",121.940002
"118","2007-06-21",122.230003
"119","2007-06-22",121.25
"120","2007-06-25",122.620003
"121","2007-06-26",124.900002
"122","2007-06-27",127.559998
"123","2007-06-28",130.690002
"124","2007-06-29",131.710007
"125","2007-07-02",134.160004
"126","2007-07-03",135.050003
"127","2007-07-05",133.899994
"128","2007-07-06",134.229996
"129","2007-07-09",133.490005
"130","2007-07-10",132.089996
"131","2007-07-11",139.100006
"132","2007-07-12",139.889999
"133","2007-07-13",140.270004
"134","2007-07-16",140.490005
"135","2007-07-17",138.460007
"136","2007-07-18",137.830002
"137","2007-07-19",135.529999
"138","2007-07-20",137.800003
"139","2007-07-23",136.600006
"140","2007-07-24",138.490005
"141","2007-07-25",137.309998
"142","2007-07-26",157.679993
"143","2007-07-27",155.869995
"144","2007-07-30",152.080002
"145","2007-07-31",151.529999
"146","2007-08-01",153.220001
"147","2007-08-02",153.929993
"148","2007-08-03",158.509995
"149","2007-08-06",162.770004
"150","2007-08-07",161.660004
"151","2007-08-08",165
"152","2007-08-09",165.369995
"153","2007-08-10",157.619995
"154","2007-08-13",155.740005
"155","2007-08-14",154.580002
"156","2007-08-15",152.580002
"157","2007-08-16",153.639999
"158","2007-08-17",156.960007
"159","2007-08-20",159.600006
"160","2007-08-21",158.919998
"161","2007-08-22",160.509995
"162","2007-08-23",155.559998
"163","2007-08-24",157.990005
"164","2007-08-27",158.130005
"165","2007-08-28",154.880005
"166","2007-08-29",158.309998
"167","2007-08-30",157.470001
"168","2007-08-31",159.580002
"169","2007-09-04",161.679993
"170","2007-09-05",162.330002
"171","2007-09-06",162.960007
"172","2007-09-07",162.050003
"173","2007-09-10",162.940002
"174","2007-09-11",164.589996
"175","2007-09-12",162.820007
"176","2007-09-13",162.169998
"177","2007-09-14",161.75
"178","2007-09-17",159.389999
"179","2007-09-18",161.089996
"180","2007-09-19",164.410004
"181","2007-09-20",164.699997
"182","2007-09-21",167.619995
"183","2007-09-24",164.25
"184","2007-09-25",169.009995
"185","2007-09-26",174.440002
"186","2007-09-27",171.300003
"187","2007-09-28",168.630005
"188","2007-10-01",170.850006
"189","2007-10-02",171.389999
"190","2007-10-03",171.550003
"191","2007-10-04",174.5
"192","2007-10-05",178.5
"193","2007-10-08",178.080002
"194","2007-10-09",175.440002
"195","2007-10-10",174.029999
"196","2007-10-11",173.509995
"197","2007-10-12",174.559998
"198","2007-10-15",176.470001
"199","2007-10-16",177.220001
"200","2007-10-17",175.979996
"201","2007-10-18",177.410004
"202","2007-10-19",170.990005
"203","2007-10-22",172.509995
"204","2007-10-23",174.679993
"205","2007-10-24",175.889999
"206","2007-10-25",178.529999
"207","2007-10-26",182.979996
"208","2007-10-29",180.199997
"209","2007-10-30",175.960007
"210","2007-10-31",186.460007
"211","2007-11-01",179.75
"212","2007-11-02",185
"213","2007-11-05",187.580002
"214","2007-11-06",195.300003
"215","2007-11-07",189.820007
"216","2007-11-08",194.259995
"217","2007-11-09",191.229996
"218","2007-11-12",184.009995
"219","2007-11-13",179.789993
"220","2007-11-14",178.940002
"221","2007-11-15",177.440002
"222","2007-11-16",179.399994
"223","2007-11-19",176.070007
"224","2007-11-20",171.860001
"225","2007-11-21",171.550003
"226","2007-11-23",174.220001
"227","2007-11-26",172.330002
"228","2007-11-27",176.889999
"229","2007-11-28",183.800003
"230","2007-11-29",180.570007
"231","2007-11-30",180.860001
"232","2007-12-03",180.529999
"233","2007-12-04",179.869995
"234","2007-12-05",182.460007
"235","2007-12-06",182.130005
"236","2007-12-07",181.229996
"237","2007-12-10",178.789993
"238","2007-12-11",172.880005
"239","2007-12-12",181.100006
"240","2007-12-13",181.990005
"241","2007-12-14",181.770004
"242","2007-12-17",179.130005
"243","2007-12-18",181.910004
"244","2007-12-19",175.160004
"245","2007-12-20",172.610001
"246","2007-12-21",179.130005
"247","2007-12-24",180.639999
"248","2007-12-26",181.839996
"249","2007-12-27",175.820007
"250","2007-12-28",173.300003
"251","2007-12-31",170.580002
"252","2008-01-02",168.369995
"253","2008-01-03",162.029999
"254","2008-01-04",161.110001
"255","2008-01-07",165.009995
"256","2008-01-08",156.100006
"257","2008-01-09",174.350006
"258","2008-01-10",176.429993
"259","2008-01-11",174.009995
"260","2008-01-14",178.190002
"261","2008-01-15",175.429993
"262","2008-01-16",172.990005
"263","2008-01-17",170.089996
"264","2008-01-18",168.059998
"265","2008-01-22",161.639999
"266","2008-01-23",164.570007
"267","2008-01-24",166.660004
"268","2008-01-25",164.610001
"269","2008-01-28",169.509995
"270","2008-01-29",169.869995
"271","2008-01-30",164.860001
"272","2008-01-31",172.580002
"273","2008-02-01",173.710007
"274","2008-02-04",173.119995
"275","2008-02-05",170.710007
"276","2008-02-06",163.949997
"277","2008-02-07",164
"278","2008-02-08",163.25
"279","2008-02-11",161.429993
"280","2008-02-12",162.100006
"281","2008-02-13",157.979996
"282","2008-02-14",167.5
"283","2008-02-15",167
"284","2008-02-19",168.020004
"285","2008-02-20",172.570007
"286","2008-02-21",157.600006
"287","2008-02-22",158.75
"288","2008-02-25",154.960007
"289","2008-02-26",165.059998
"290","2008-02-27",168.190002
"291","2008-02-28",161.979996
"292","2008-02-29",155.699997
"293","2008-03-03",149.589996
"294","2008-03-04",153.529999
"295","2008-03-05",148.160004
"296","2008-03-06",142.139999
"297","2008-03-07",149
"298","2008-03-10",144.570007
"299","2008-03-11",151.759995
"300","2008-03-12",153.899994
"301","2008-03-13",154.990005
"302","2008-03-14",156
"303","2008-03-17",152.100006
"304","2008-03-18",159.830002
"305","2008-03-19",155.550003
"306","2008-03-20",165.169998
"307","2008-03-24",170.419998
"308","2008-03-25",170.009995
"309","2008-03-26",169.380005
