"","date","BB"
"1","2007-01-03",42.849998
"2","2007-01-04",46.189999
"3","2007-01-05",47.099998
"4","2007-01-08",47.386665
"5","2007-01-09",43.666668
"6","2007-01-10",45.033333
"7","2007-01-11",44.650002
"8","2007-01-12",44.306667
"9","2007-01-16",42.57
"10","2007-01-17",42.706665
"11","2007-01-18",40.580002
"12","2007-01-19",41.450001
"13","2007-01-22",40.400002
"14","2007-01-23",42.25
"15","2007-01-24",42.576668
"16","2007-01-25",42.346668
"17","2007-01-26",41.786667
"18","2007-01-29",41.543335
"19","2007-01-30",41.163334
"20","2007-01-31",42.593334
"21","2007-02-01",42.459999
"22","2007-02-02",44.273335
"23","2007-02-05",45.603333
"24","2007-02-06",45.866665
"25","2007-02-07",45.563332
"26","2007-02-08",46.133335
"27","2007-02-09",44.736668
"28","2007-02-12",44.643333
"29","2007-02-13",44.646667
"30","2007-02-14",45.863335
"31","2007-02-15",45.046665
"32","2007-02-16",46.273335
"33","2007-02-20",47.206665
"34","2007-02-21",47.326668
"35","2007-02-22",46.766666
"36","2007-02-23",46.666668
"37","2007-02-26",48.923332
"38","2007-02-27",46.233334
"39","2007-02-28",46.869999
"40","2007-03-01",46.970001
"41","2007-03-02",45.323334
"42","2007-03-05",44.84
"43","2007-03-06",45.200001
"44","2007-03-07",45.046665
"45","2007-03-08",45.523335
"46","2007-03-09",44.843334
"47","2007-03-12",45.623333
"48","2007-03-13",44.426666
"49","2007-03-14",45.246666
"50","2007-03-15",45.006668
"51","2007-03-16",44.830002
"52","2007-03-19",44.400002
"53","2007-03-20",43.876667
"54","2007-03-21",44.966667
"55","2007-03-22",45.513332
"56","2007-03-23",45.756668
"57","2007-03-26",46.326668
"58","2007-03-27",45.886665
"59","2007-03-28",45.303333
"60","2007-03-29",45.283333
"61","2007-03-30",45.496666
"62","2007-04-02",45.743332
"63","2007-04-03",46.943333
"64","2007-04-04",47.509998
"65","2007-04-05",48.59
"66","2007-04-09",48.753334
"67","2007-04-10",49.436668
"68","2007-04-11",48.673332
"69","2007-04-12",44.700001
"70","2007-04-13",44.246666
"71","2007-04-16",44.183334
"72","2007-04-17",43.756668
"73","2007-04-18",44.790001
"74","2007-04-19",44.163334
"75","2007-04-20",44.196667
"76","2007-04-23",44.330002
"77","2007-04-24",44.009998
"78","2007-04-25",45.176666
"79","2007-04-26",45.086666
"80","2007-04-27",44.916668
"81","2007-04-30",43.860001
"82","2007-05-01",44.226665
"83","2007-05-02",44.276669
"84","2007-05-03",45.166668
"85","2007-05-04",46.006668
"86","2007-05-07",46.610001
"87","2007-05-08",48.919998
"88","2007-05-09",51.610001
"89","2007-05-10",50.543335
"90","2007-05-11",50.796665
"91","2007-05-14",49.52
"92","2007-05-15",49.396667
"93","2007-05-16",50.68
"94","2007-05-17",50.619999
"95","2007-05-18",50.516666
"96","2007-05-21",50.666668
"97","2007-05-22",53.02
"98","2007-05-23",51.866665
"99","2007-05-24",53.296665
"100","2007-05-25",55.446667
"101","2007-05-29",55.110001
"102","2007-05-30",54.886665
"103","2007-05-31",55.360001
"104","2007-06-01",55.023335
"105","2007-06-04",55.939999
"106","2007-06-05",56.09
"107","2007-06-06",54.926666
"108","2007-06-07",54.676666
"109","2007-06-08",55.223331
"110","2007-06-11",55.959999
"111","2007-06-12",55.713333
"112","2007-06-13",56.933334
"113","2007-06-14",57.056667
"114","2007-06-15",57.916668
"115","2007-06-18",58.683334
"116","2007-06-19",57.213333
"117","2007-06-20",56.196667
"118","2007-06-21",56.986668
"119","2007-06-22",56.883335
"120","2007-06-25",55.256668
"121","2007-06-26",54.426666
"122","2007-06-27",54.483334
"123","2007-06-28",55.196667
"124","2007-06-29",66.66333
"125","2007-07-02",71.419998
"126","2007-07-03",69.313332
"127","2007-07-05",72.063332
"128","2007-07-06",71.783333
"129","2007-07-09",71.466667
"130","2007-07-10",69.75
"131","2007-07-11",70.356667
"132","2007-07-12",71.823334
"133","2007-07-13",75.839996
"134","2007-07-16",75.513336
"135","2007-07-17",76.690002
"136","2007-07-18",76.809998
"137","2007-07-19",78.116669
"138","2007-07-20",76.839996
"139","2007-07-23",76.576668
"140","2007-07-24",73.666664
"141","2007-07-25",75.120003
"142","2007-07-26",74.546669
"143","2007-07-27",71.889999
"144","2007-07-30",73.370003
"145","2007-07-31",71.333336
"146","2007-08-01",71.803337
"147","2007-08-02",74.690002
"148","2007-08-03",72.833336
"149","2007-08-06",72.769997
"150","2007-08-07",74.073334
"151","2007-08-08",75.33667
"152","2007-08-09",72
"153","2007-08-10",69
"154","2007-08-13",70.603333
"155","2007-08-14",68.666664
"156","2007-08-15",65.916664
"157","2007-08-16",66.006668
"158","2007-08-17",73.506668
"159","2007-08-20",78.66333
"160","2007-08-21",81.919998
"161","2007-08-22",81.809998
"162","2007-08-23",80.459999
"163","2007-08-24",81.860001
"164","2007-08-27",81.110001
"165","2007-08-28",77.199997
"166","2007-08-29",81.82
"167","2007-08-30",82.870003
"168","2007-08-31",85.410004
"169","2007-09-04",85.339996
"170","2007-09-05",83.260002
"171","2007-09-06",83.699997
"172","2007-09-07",80.480003
"173","2007-09-10",82.269997
"174","2007-09-11",83.019997
"175","2007-09-12",85.449997
"176","2007-09-13",85.739998
"177","2007-09-14",87.260002
"178","2007-09-17",86.269997
"179","2007-09-18",90.349998
"180","2007-09-19",91.800003
"181","2007-09-20",90.230003
"182","2007-09-21",93.18
"183","2007-09-24",94.5
"184","2007-09-25",96.82
"185","2007-09-26",99
"186","2007-09-27",99.860001
"187","2007-09-28",98.550003
"188","2007-10-01",98.660004
"189","2007-10-02",96.260002
"190","2007-10-03",96.279999
"191","2007-10-04",100.540001
"192","2007-10-05",113.370003
"193","2007-10-08",117.650002
"194","2007-10-09",115.519997
"195","2007-10-10",116.879997
"196","2007-10-11",111
"197","2007-10-12",113.910004
"198","2007-10-15",109.709999
"199","2007-10-16",110.089996
"200","2007-10-17",114.230003
"201","2007-10-18",117.110001
"202","2007-10-19",114.970001
"203","2007-10-22",113.379997
"204","2007-10-23",124.529999
"205","2007-10-24",123.900002
"206","2007-10-25",118.940002
"207","2007-10-26",119.809998
"208","2007-10-29",122.059998
"209","2007-10-30",121.199997
"210","2007-10-31",124.510002
"211","2007-11-01",122.080002
"212","2007-11-02",126.949997
"213","2007-11-05",127.970001
"214","2007-11-06",131.039993
"215","2007-11-07",133.029999
"216","2007-11-08",124.480003
"217","2007-11-09",113.220001
"218","2007-11-12",102.599998
"219","2007-11-13",112.550003
"220","2007-11-14",109.949997
"221","2007-11-15",103.010002
"222","2007-11-16",107.57
"223","2007-11-19",108.209999
"224","2007-11-20",110
"225","2007-11-21",111.019997
"226","2007-11-23",113.849998
"227","2007-11-26",111.540001
"228","2007-11-27",115.68
"229","2007-11-28",121.349998
"230","2007-11-29",122.080002
"231","2007-11-30",113.82
"232","2007-12-03",104.75
"233","2007-12-04",101.5
"234","2007-12-05",100.959999
"235","2007-12-06",103.879997
"236","2007-12-07",103.650002
"237","2007-12-10",102.379997
"238","2007-12-11",97.889999
"239","2007-12-12",100.209999
"240","2007-12-13",104.300003
"241","2007-12-14",105.980003
"242","2007-12-17",100.260002
"243","2007-12-18",100.690002
"244","2007-12-19",102.129997
"245","2007-12-20",106.989998
"246","2007-12-21",118.629997
"247","2007-12-24",117.980003
"248","2007-12-26",118.940002
"249","2007-12-27",117.360001
"250","2007-12-28",116.940002
"251","2007-12-31",113.400002
"252","2008-01-02",113.709999
"253","2008-01-03",112.82
"254","2008-01-04",103.349998
"255","2008-01-07",99.830002
"256","2008-01-08",96.440002
"257","2008-01-09",98.550003
"258","2008-01-10",100.660004
"259","2008-01-11",93.699997
"260","2008-01-14",96.349998
"261","2008-01-15",90.93
"262","2008-01-16",89.300003
"263","2008-01-17",87.029999
"264","2008-01-18",88.580002
"265","2008-01-22",90.089996
"266","2008-01-23",88
"267","2008-01-24",95
"268","2008-01-25",91.050003
"269","2008-01-28",92.07
"270","2008-01-29",91.150002
"271","2008-01-30",93.790001
"272","2008-01-31",93.879997
"273","2008-02-01",92.239998
"274","2008-02-04",93.169998
"275","2008-02-05",88.300003
"276","2008-02-06",84.099998
"277","2008-02-07",84.949997
"278","2008-02-08",89.709999
"279","2008-02-11",94.470001
"280","2008-02-12",91.5
"281","2008-02-13",96.760002
"282","2008-02-14",95.540001
"283","2008-02-15",95.190002
"284","2008-02-19",92.889999
"285","2008-02-20",97.910004
"286","2008-02-21",106.690002
"287","2008-02-22",107.949997
"288","2008-02-25",108.709999
"289","2008-02-26",107.75
"290","2008-02-27",111.5
"291","2008-02-28",109.050003
"292","2008-02-29",103.800003
"293","2008-03-03",100.150002
"294","2008-03-04",104.660004
"295","2008-03-05",101.730003
"296","2008-03-06",97.919998
"297","2008-03-07",98.040001
"298","2008-03-10",93.589996
"299","2008-03-11",100.739998
"300","2008-03-12",101.389999
"301","2008-03-13",105.650002
"302","2008-03-14",101.690002
"303","2008-03-17",98.120003
"304","2008-03-18",105
"305","2008-03-19",101.120003
"306","2008-03-20",104.940002
"307","2008-03-24",111.830002
"308","2008-03-25",115.949997
"309","2008-03-26",118.150002
"310","2008-03-27",112.150002
"311","2008-03-28",115.339996
"312","2008-03-31",112.230003
"313","2008-04-01",117.480003
"314","2008-04-02",115.790001
"315","2008-04-03",122.580002
"316","2008-04-04",119.989998
"317","2008-04-07",118.07
"318","2008-04-08",120.980003
"319","2008-04-09",118.160004
"320","2008-04-10",120.68
"321","2008-04-11",115.849998
"322","2008-04-14",115.470001
"323","2008-04-15",115.650002
"324","2008-04-16",120.120003
"325","2008-04-17",118.629997
"326","2008-04-18",123.220001
"327","2008-04-21",126.199997
"328","2008-04-22",121.330002
"329","2008-04-23",120.830002
"330","2008-04-24",123.660004
"331","2008-04-25",120.040001
"332","2008-04-28",122.389999
"333","2008-04-29",126.290001
"334","2008-04-30",121.629997
"335","2008-05-01",128
"336","2008-05-02",131.919998
"337","2008-05-05",133.179993
"338","2008-05-06",132.100006
"339","2008-05-07",129.979996
"340","2008-05-08",131.179993
"341","2008-05-09",132.770004
"342","2008-05-12",141.970001
"343","2008-05-13",140.839996
"344","2008-05-14",138.559998
"345","2008-05-15",140.710007
"346","2008-05-16",140.360001
"347","2008-05-19",137.630005
"348","2008-05-20",138.600006
"349","2008-05-21",132.889999
"350","2008-05-22",130.490005
"351","2008-05-23",131.639999
"352","2008-05-27",135.130005
"353","2008-05-28",137.800003
"354","2008-05-29",138.979996
"355","2008-05-30",138.869995
"356","2008-06-02",137.020004
"357","2008-06-03",133.509995
"358","2008-06-04",134.289993
"359","2008-06-05",135.589996
"360","2008-06-06",131.410004
"361","2008-06-09",134.119995
"362","2008-06-10",134.949997
"363","2008-06-11",131.789993
"364","2008-06-12",129.589996
"365","2008-06-13",132.960007
"366","2008-06-16",140.979996
"367","2008-06-17",142.160004
"368","2008-06-18",144.449997
"369","2008-06-19",147.550003
"370","2008-06-20",144.559998
"371","2008-06-23",143.059998
"372","2008-06-24",140.479996
"373","2008-06-25",142.339996
"374","2008-06-26",123.459999
"375","2008-06-27",120.980003
"376","2008-06-30",116.900002
"377","2008-07-01",123.269997
"378","2008-07-02",116.199997
"379","2008-07-03",115.040001
"380","2008-07-07",115.660004
"381","2008-07-08",122.040001
"382","2008-07-09",117.540001
"383","2008-07-10",117.129997
"384","2008-07-11",109.790001
"385","2008-07-14",107.839996
"386","2008-07-15",105.849998
"387","2008-07-16",111
"388","2008-07-17",110.779999
"389","2008-07-18",112.849998
"390","2008-07-21",115.029999
"391","2008-07-22",113.529999
"392","2008-07-23",117.660004
"393","2008-07-24",114.550003
"394","2008-07-25",117.43
"395","2008-07-28",113.510002
"396","2008-07-29",116.059998
"397","2008-07-30",119.220001
"398","2008-07-31",122.82
"399","2008-08-01",120.150002
"400","2008-08-04",116.43
"401","2008-08-05",121.980003
"402","2008-08-06",127.300003
"403","2008-08-07",127.25
"404","2008-08-08",133.75
"405","2008-08-11",131.419998
"406","2008-08-12",128.289993
"407","2008-08-13",126.900002
"408","2008-08-14",130.729996
"409","2008-08-15",128.800003
"410","2008-08-18",127.010002
"411","2008-08-19",125.949997
"412","2008-08-20",130.279999
"413","2008-08-21",132.300003
"414","2008-08-22",131.449997
"415","2008-08-25",127.029999
"416","2008-08-26",127.18
"417","2008-08-27",128.220001
"418","2008-08-28",126.650002
"419","2008-08-29",121.599998
"420","2008-09-02",118.349998
"421","2008-09-03",114.779999
"422","2008-09-04",107.489998
"423","2008-09-05",106.949997
"424","2008-09-08",102.669998
"425","2008-09-09",99.300003
"426","2008-09-10",104.610001
"427","2008-09-11",109.32
"428","2008-09-12",105.669998
"429","2008-09-15",98.269997
"430","2008-09-16",100.720001
"431","2008-09-17",93
"432","2008-09-18",98.18
"433","2008-09-19",103.440002
"434","2008-09-22",97.839996
"435","2008-09-23",96.970001
"436","2008-09-24",96.709999
"437","2008-09-25",97.529999
"438","2008-09-26",70.760002
"439","2008-09-29",61.73
"440","2008-09-30",68.300003
"441","2008-10-01",66.93
"442","2008-10-02",62
"443","2008-10-03",60.959999
"444","2008-10-06",59.66
"445","2008-10-07",55.049999
"446","2008-10-08",57.599998
"447","2008-10-09",59.029999
"448","2008-10-10",55.279999
"449","2008-10-13",63.869999
"450","2008-10-14",60.119999
"451","2008-10-15",55.75
"452","2008-10-16",59.240002
"453","2008-10-17",59.009998
"454","2008-10-20",53.91
"455","2008-10-21",50.529999
"456","2008-10-22",48.650002
"457","2008-10-23",46.200001
"458","2008-10-24",44.959999
"459","2008-10-27",42.66
"460","2008-10-28",46.990002
"461","2008-10-29",47.82
"462","2008-10-30",47.389999
"463","2008-10-31",50.43
"464","2008-11-03",53.529999
"465","2008-11-04",55.560001
"466","2008-11-05",52.970001
"467","2008-11-06",47.959999
"468","2008-11-07",48.650002
"469","2008-11-10",46.580002
"470","2008-11-11",45.889999
"471","2008-11-12",43.200001
"472","2008-11-13",43.799999
"473","2008-11-14",40
"474","2008-11-17",42.240002
"475","2008-11-18",47.25
"476","2008-11-19",45.330002
"477","2008-11-20",41.52
"478","2008-11-21",44.799999
"479","2008-11-24",45.259998
"480","2008-11-25",41.5
"481","2008-11-26",44.700001
"482","2008-11-28",42.470001
"483","2008-12-01",39.799999
"484","2008-12-02",37.32
"485","2008-12-03",38.959999
"486","2008-12-04",37.200001
"487","2008-12-05",39.490002
"488","2008-12-08",40.849998
"489","2008-12-09",39.209999
"490","2008-12-10",38.43
"491","2008-12-11",37.459999
"492","2008-12-12",38.82
"493","2008-12-15",36.860001
"494","2008-12-16",39.939999
"495","2008-12-17",40.669998
"496","2008-12-18",38.439999
"497","2008-12-19",42.830002
"498","2008-12-22",41.59
"499","2008-12-23",41.810001
"500","2008-12-24",41.02
"501","2008-12-26",40.849998
"502","2008-12-29",38.810001
"503","2008-12-30",38.77
"504","2008-12-31",40.580002
"505","2009-01-02",41.919998
"506","2009-01-05",43.299999
"507","2009-01-06",46.610001
"508","2009-01-07",46.689999
"509","2009-01-08",46.5
"510","2009-01-09",47.459999
"511","2009-01-12",46.450001
"512","2009-01-13",46.27
"513","2009-01-14",45.099998
"514","2009-01-15",49.240002
"515","2009-01-16",51.110001
"516","2009-01-20",49.93
"517","2009-01-21",52.91
"518","2009-01-22",52.330002
"519","2009-01-23",52.639999
"520","2009-01-26",50.709999
"521","2009-01-27",53.91
"522","2009-01-28",56.630001
"523","2009-01-29",54.77
"524","2009-01-30",55.400002
"525","2009-02-02",55.900002
"526","2009-02-03",55.52
"527","2009-02-04",55.959999
