"","date","SLP"
"169","2007-09-04",6.86
"170","2007-09-05",7.045
"171","2007-09-06",6.475
"172","2007-09-07",6.37
"173","2007-09-10",6.225
"174","2007-09-11",6.2
"175","2007-09-12",6.525
"176","2007-09-13",6.835
"177","2007-09-14",6.715
"178","2007-09-17",7.3
"179","2007-09-18",7.775
"180","2007-09-19",8.39
"181","2007-09-20",7
"182","2007-09-21",7.025
"183","2007-09-24",7.165
"184","2007-09-25",6.995
"185","2007-09-26",7.125
"186","2007-09-27",7.04
"187","2007-09-28",7.105
"188","2007-10-01",7.1
"189","2007-10-02",6.7
"190","2007-10-03",6.12
"191","2007-10-04",6.37
"192","2007-10-05",6.36
"193","2007-10-08",6.36
"194","2007-10-09",7
"195","2007-10-10",6.26
"196","2007-10-11",6.1
"197","2007-10-12",6.12
"198","2007-10-15",5.88
"199","2007-10-16",5.76
"200","2007-10-17",5.74
"201","2007-10-18",5.6
"202","2007-10-19",5.75
"203","2007-10-22",5.77
"204","2007-10-23",6.16
"205","2007-10-24",6.11
"206","2007-10-25",6.15
"207","2007-10-26",6.19
"208","2007-10-29",6.41
"209","2007-10-30",6.51
"210","2007-10-31",6.5
"211","2007-11-01",6.3
"212","2007-11-02",6.18
"213","2007-11-05",5.93
"214","2007-11-06",5.98
"215","2007-11-07",6
"216","2007-11-08",6
"217","2007-11-09",5.65
"218","2007-11-12",5.04
"219","2007-11-13",4.7
"220","2007-11-14",4.62
"221","2007-11-15",4.45
"222","2007-11-16",6.15
"223","2007-11-19",6.6
"224","2007-11-20",6.05
"225","2007-11-21",5.95
"226","2007-11-23",6.5
"227","2007-11-26",5.5
"228","2007-11-27",4.88
"229","2007-11-28",5.21
"230","2007-11-29",5.26
"231","2007-11-30",4.93
"232","2007-12-03",4.93
"233","2007-12-04",4.9
"234","2007-12-05",4.97
"235","2007-12-06",4.89
"236","2007-12-07",4.73
"237","2007-12-10",4.72
"238","2007-12-11",4.52
"239","2007-12-12",4.57
"240","2007-12-13",4.83
"241","2007-12-14",4.75
"242","2007-12-17",4.02
"243","2007-12-18",4.15
"244","2007-12-19",4
"245","2007-12-20",4.05
"246","2007-12-21",4.02
"247","2007-12-24",4.2
"248","2007-12-26",4.06
"249","2007-12-27",4.13
"250","2007-12-28",3.95
"251","2007-12-31",3.82
"252","2008-01-02",4
"253","2008-01-03",3.84
"254","2008-01-04",3.63
"255","2008-01-07",3.22
"256","2008-01-08",3.04
"257","2008-01-09",3.02
"258","2008-01-10",2.95
"259","2008-01-11",2.99
"260","2008-01-14",3.41
"261","2008-01-15",3.32
"262","2008-01-16",3.35
"263","2008-01-17",3.05
"264","2008-01-18",3.02
"265","2008-01-22",3.25
"266","2008-01-23",3.31
"267","2008-01-24",3.29
"268","2008-01-25",3.29
"269","2008-01-28",3.24
"270","2008-01-29",3.13
"271","2008-01-30",3.07
"272","2008-01-31",3.01
"273","2008-02-01",3.02
"274","2008-02-04",3.11
"275","2008-02-05",3.11
"276","2008-02-06",3.01
"277","2008-02-07",3.38
"278","2008-02-08",3.3
"279","2008-02-11",3.34
"280","2008-02-12",3.09
"281","2008-02-13",3.07
"282","2008-02-14",3
"283","2008-02-15",3.03
"284","2008-02-19",3
"285","2008-02-20",2.85
"286","2008-02-21",2.88
"287","2008-02-22",2.8
"288","2008-02-25",2.99
"289","2008-02-26",3
"290","2008-02-27",2.94
"291","2008-02-28",2.82
"292","2008-02-29",2.75
"293","2008-03-03",2.29
"294","2008-03-04",1.99
"295","2008-03-05",2.15
"296","2008-03-06",2
"297","2008-03-07",1.94
"298","2008-03-10",1.82
"299","2008-03-11",1.87
"300","2008-03-12",1.9
"301","2008-03-13",1.84
"302","2008-03-14",1.87
"303","2008-03-17",1.78
"304","2008-03-18",1.76
"305","2008-03-19",1.96
"306","2008-03-20",1.9
"307","2008-03-24",1.9
"308","2008-03-25",1.87
"309","2008-03-26",1.88
"310","2008-03-27",1.88
"311","2008-03-28",1.88
"312","2008-03-31",1.86
"313","2008-04-01",1.99
"314","2008-04-02",2.12
"315","2008-04-03",2.3
"316","2008-04-04",2.26
"317","2008-04-07",2.3
"318","2008-04-08",2.28
"319","2008-04-09",2.4
"320","2008-04-10",2.32
"321","2008-04-11",2.28
"322","2008-04-14",2.26
"323","2008-04-15",1.95
"324","2008-04-16",1.81
"325","2008-04-17",1.63
"326","2008-04-18",1.71
"327","2008-04-21",1.65
"328","2008-04-22",1.61
"329","2008-04-23",1.58
"330","2008-04-24",1.61
"331","2008-04-25",1.59
"332","2008-04-28",1.67
"333","2008-04-29",1.68
"334","2008-04-30",1.61
"335","2008-05-01",1.55
"336","2008-05-02",1.58
"337","2008-05-05",1.67
"338","2008-05-06",1.69
"339","2008-05-07",1.67
"340","2008-05-08",1.62
"341","2008-05-09",1.66
"342","2008-05-12",1.66
"343","2008-05-13",1.67
"344","2008-05-14",1.74
"345","2008-05-15",1.72
"346","2008-05-16",1.71
"347","2008-05-19",1.74
"348","2008-05-20",1.71
"349","2008-05-21",1.7
"350","2008-05-22",1.71
"351","2008-05-23",1.71
"352","2008-05-27",1.72
"353","2008-05-28",1.66
"354","2008-05-29",2
"355","2008-05-30",2.02
"356","2008-06-02",1.9
"357","2008-06-03",1.97
"358","2008-06-04",1.92
"359","2008-06-05",2.18
"360","2008-06-06",2.01
"361","2008-06-09",1.88
"362","2008-06-10",1.8
"363","2008-06-11",1.77
"364","2008-06-12",1.73
"365","2008-06-13",1.76
"366","2008-06-16",1.88
"367","2008-06-17",2.03
"368","2008-06-18",2.07
"369","2008-06-19",2.05
"370","2008-06-20",2.04
"371","2008-06-23",2.04
"372","2008-06-24",1.96
"373","2008-06-25",1.94
"374","2008-06-26",1.92
"375","2008-06-27",1.92
"376","2008-06-30",1.7
"377","2008-07-01",1.62
"378","2008-07-02",1.65
"379","2008-07-03",1.6
"380","2008-07-07",1.5
"381","2008-07-08",1.46
"382","2008-07-09",1.55
"383","2008-07-10",1.6
"384","2008-07-11",1.6
"385","2008-07-14",1.58
"386","2008-07-15",1.59
"387","2008-07-16",1.58
"388","2008-07-17",1.5
"389","2008-07-18",1.46
"390","2008-07-21",1.47
"391","2008-07-22",1.41
"392","2008-07-23",1.45
"393","2008-07-24",1.4
"394","2008-07-25",1.45
"395","2008-07-28",1.5
"396","2008-07-29",1.59
"397","2008-07-30",1.53
"398","2008-07-31",1.56
"399","2008-08-01",1.56
"400","2008-08-04",1.5
"401","2008-08-05",1.46
"402","2008-08-06",1.59
"403","2008-08-07",1.61
"404","2008-08-08",1.58
"405","2008-08-11",1.62
"406","2008-08-12",1.66
"407","2008-08-13",1.59
"408","2008-08-14",1.56
"409","2008-08-15",1.6
"410","2008-08-18",1.62
"411","2008-08-19",1.52
"412","2008-08-20",1.51
"413","2008-08-21",1.57
"414","2008-08-22",1.55
"415","2008-08-25",1.59
"416","2008-08-26",1.82
"417","2008-08-27",1.74
"418","2008-08-28",1.81
"419","2008-08-29",1.81
"420","2008-09-02",1.81
"421","2008-09-03",1.9
"422","2008-09-04",1.87
"423","2008-09-05",1.86
"424","2008-09-08",1.83
"425","2008-09-09",1.78
"426","2008-09-10",1.77
"427","2008-09-11",1.75
"428","2008-09-12",1.73
"429","2008-09-15",1.48
"430","2008-09-16",1.55
"431","2008-09-17",1.46
"432","2008-09-18",1.57
"433","2008-09-19",1.64
"434","2008-09-22",1.69
"435","2008-09-23",1.7
"436","2008-09-24",1.69
"437","2008-09-25",1.65
"438","2008-09-26",1.55
"439","2008-09-29",1.51
"440","2008-09-30",1.45
"441","2008-10-01",1.5
"442","2008-10-02",1.43
"443","2008-10-03",1.42
"444","2008-10-06",1.35
"445","2008-10-07",1.33
"446","2008-10-08",1.18
"447","2008-10-09",1.02
"448","2008-10-10",1.06
"449","2008-10-13",1.08
"450","2008-10-14",1.08
"451","2008-10-15",1.05
"452","2008-10-16",1.06
"453","2008-10-17",1.07
"454","2008-10-20",1.07
"455","2008-10-21",1.16
"456","2008-10-22",1.15
"457","2008-10-23",1.18
"458","2008-10-24",1.23
"459","2008-10-27",1.17
"460","2008-10-28",1.11
"461","2008-10-29",1.1
"462","2008-10-30",1.13
"463","2008-10-31",1.2
"464","2008-11-03",1.18
"465","2008-11-04",1.19
"466","2008-11-05",1.21
"467","2008-11-06",1.19
"468","2008-11-07",1.22
"469","2008-11-10",1.19
"470","2008-11-11",1.17
"471","2008-11-12",1.11
"472","2008-11-13",1.12
"473","2008-11-14",1.14
"474","2008-11-17",1.17
"475","2008-11-18",1.31
"476","2008-11-19",1.28
"477","2008-11-20",1.13
"478","2008-11-21",1.18
"479","2008-11-24",1.05
"480","2008-11-25",1.04
"481","2008-11-26",1.05
"482","2008-11-28",1.01
"483","2008-12-01",1
"484","2008-12-02",1.02
"485","2008-12-03",0.99
"486","2008-12-04",0.97
"487","2008-12-05",0.95
"488","2008-12-08",0.96
"489","2008-12-09",0.98
"490","2008-12-10",0.98
"491","2008-12-11",0.97
"492","2008-12-12",0.98
"493","2008-12-15",1
"494","2008-12-16",0.99
"495","2008-12-17",0.99
"496","2008-12-18",0.99
"497","2008-12-19",0.95
"498","2008-12-22",0.93
"499","2008-12-23",0.94
"500","2008-12-24",0.94
"501","2008-12-26",0.91
"502","2008-12-29",0.94
"503","2008-12-30",0.95
"504","2008-12-31",0.92
"505","2009-01-02",1
"506","2009-01-05",0.99
"507","2009-01-06",1.01
"508","2009-01-07",1.01
"509","2009-01-08",1.04
"510","2009-01-09",1.1
"511","2009-01-12",1.08
"512","2009-01-13",1.12
"513","2009-01-14",1.08
"514","2009-01-15",1.05
"515","2009-01-16",1.03
"516","2009-01-20",1.04
"517","2009-01-21",1.03
"518","2009-01-22",0.98
"519","2009-01-23",1.02
"520","2009-01-26",1.02
"521","2009-01-27",1.03
"522","2009-01-28",1.02
"523","2009-01-29",1.03
"524","2009-01-30",1.08
"525","2009-02-02",1.07
"526","2009-02-03",1.04
"527","2009-02-04",1
"528","2009-02-05",1.01
"529","2009-02-06",1.02
"530","2009-02-09",1.05
"531","2009-02-10",1.05
"532","2009-02-11",1.04
"533","2009-02-12",1.04
"534","2009-02-13",1
"535","2009-02-17",1.03
"536","2009-02-18",1.03
"537","2009-02-19",1.05
"538","2009-02-20",0.87
"539","2009-02-23",0.97
"540","2009-02-24",0.96
"541","2009-02-25",0.99
"542","2009-02-26",1
"543","2009-02-27",0.92
"544","2009-03-02",0.94
"545","2009-03-03",0.92
"546","2009-03-04",0.92
"547","2009-03-05",0.92
"548","2009-03-06",0.98
"549","2009-03-09",0.91
"550","2009-03-10",0.95
"551","2009-03-11",0.92
"552","2009-03-12",0.96
"553","2009-03-13",0.93
"554","2009-03-16",1
"555","2009-03-17",0.98
"556","2009-03-18",0.97
"557","2009-03-19",0.97
"558","2009-03-20",0.97
"559","2009-03-23",0.97
"560","2009-03-24",0.98
"561","2009-03-25",0.95
"562","2009-03-26",0.93
"563","2009-03-27",0.95
"564","2009-03-30",0.92
"565","2009-03-31",0.9
"566","2009-04-01",0.92
"567","2009-04-02",0.95
"568","2009-04-03",0.97
"569","2009-04-06",1.03
"570","2009-04-07",1
"571","2009-04-08",1.02
"572","2009-04-09",0.95
"573","2009-04-13",0.98
"574","2009-04-14",1.01
"575","2009-04-15",1.05
"576","2009-04-16",1.14
"577","2009-04-17",1.19
"578","2009-04-20",1.25
"579","2009-04-21",1.19
"580","2009-04-22",1.17
"581","2009-04-23",1.2
"582","2009-04-24",1.16
"583","2009-04-27",1.12
"584","2009-04-28",1.13
"585","2009-04-29",1.14
"586","2009-04-30",1.14
"587","2009-05-01",1.12
"588","2009-05-04",1.13
"589","2009-05-05",1.12
"590","2009-05-06",1.11
"591","2009-05-07",1.1
"592","2009-05-08",1.1
"593","2009-05-11",1.11
"594","2009-05-12",1.12
"595","2009-05-13",1.07
"596","2009-05-14",1.09
"597","2009-05-15",1.14
"598","2009-05-18",1.14
"599","2009-05-19",1.11
"600","2009-05-20",1.09
"601","2009-05-21",1.1
"602","2009-05-22",1.13
"603","2009-05-26",1.09
"604","2009-05-27",1.12
"605","2009-05-28",1.13
"606","2009-05-29",1.11
"607","2009-06-01",1.2
"608","2009-06-02",1.2
"609","2009-06-03",1.23
"610","2009-06-04",1.27
"611","2009-06-05",1.34
"612","2009-06-08",1.35
"613","2009-06-09",1.35
"614","2009-06-10",1.63
"615","2009-06-11",1.59
"616","2009-06-12",1.56
"617","2009-06-15",1.54
"618","2009-06-16",1.45
"619","2009-06-17",1.49
"620","2009-06-18",1.42
"621","2009-06-19",1.37
"622","2009-06-22",1.36
"623","2009-06-23",1.59
"624","2009-06-24",1.53
"625","2009-06-25",1.48
"626","2009-06-26",1.5
"627","2009-06-29",1.53
"628","2009-06-30",1.52
"629","2009-07-01",1.53
"630","2009-07-02",1.55
"631","2009-07-06",1.57
"632","2009-07-07",1.52
"633","2009-07-08",1.52
"634","2009-07-09",1.58
"635","2009-07-10",1.71
"636","2009-07-13",1.86
"637","2009-07-14",1.77
"638","2009-07-15",1.77
"639","2009-07-16",1.53
"640","2009-07-17",1.57
"641","2009-07-20",1.52
"642","2009-07-21",1.52
"643","2009-07-22",1.46
"644","2009-07-23",1.5
"645","2009-07-24",1.5
"646","2009-07-27",1.5
"647","2009-07-28",1.52
"648","2009-07-29",1.55
"649","2009-07-30",1.52
"650","2009-07-31",1.54
"651","2009-08-03",1.6
"652","2009-08-04",1.6
"653","2009-08-05",1.64
"654","2009-08-06",1.6
"655","2009-08-07",1.62
"656","2009-08-10",1.69
"657","2009-08-11",1.79
"658","2009-08-12",1.71
"659","2009-08-13",1.69
"660","2009-08-14",1.72
"661","2009-08-17",1.75
"662","2009-08-18",1.8
"663","2009-08-19",1.6
"664","2009-08-20",1.68
"665","2009-08-21",1.71
"666","2009-08-24",1.8
"667","2009-08-25",1.69
"668","2009-08-26",1.71
"669","2009-08-27",1.73
"670","2009-08-28",1.81
"671","2009-08-31",1.8
"672","2009-09-01",1.79
"673","2009-09-02",1.7
"674","2009-09-03",1.74
"675","2009-09-04",1.72
"676","2009-09-08",1.68
"677","2009-09-09",1.72
"678","2009-09-10",1.69
"679","2009-09-11",1.75
"680","2009-09-14",1.7
"681","2009-09-15",1.73
"682","2009-09-16",1.67
"683","2009-09-17",1.71
"684","2009-09-18",1.66
"685","2009-09-21",1.67
"686","2009-09-22",1.67
"687","2009-09-23",1.66
"688","2009-09-24",1.58
"689","2009-09-25",1.57
"690","2009-09-28",1.56
"691","2009-09-29",1.59
"692","2009-09-30",1.57
"693","2009-10-01",1.55
"694","2009-10-02",1.54
"695","2009-10-05",1.54
"696","2009-10-06",1.58
"697","2009-10-07",1.54
"698","2009-10-08",1.53
"699","2009-10-09",1.56
"700","2009-10-12",1.53
"701","2009-10-13",1.52
"702","2009-10-14",1.51
"703","2009-10-15",1.6
"704","2009-10-16",1.59
"705","2009-10-19",1.65
"706","2009-10-20",1.61
"707","2009-10-21",1.61
"708","2009-10-22",1.56
"709","2009-10-23",1.57
"710","2009-10-26",1.62
"711","2009-10-27",1.59
"712","2009-10-28",1.55
"713","2009-10-29",1.5
"714","2009-10-30",1.45
"715","2009-11-02",1.48
"716","2009-11-03",1.42
"717","2009-11-04",1.45
"718","2009-11-05",1.45
"719","2009-11-06",1.53
"720","2009-11-09",1.5
"721","2009-11-10",1.43
"722","2009-11-11",1.49
"723","2009-11-12",1.43
"724","2009-11-13",1.47
"725","2009-11-16",1.4
"726","2009-11-17",1.42
"727","2009-11-18",1.52
"728","2009-11-19",1.57
"729","2009-11-20",1.52
"730","2009-11-23",1.46
"731","2009-11-24",1.32
"732","2009-11-25",1.44
"733","2009-11-27",1.44
"734","2009-11-30",1.41
"735","2009-12-01",1.39
"736","2009-12-02",1.41
"737","2009-12-03",1.36
"738","2009-12-04",1.5
"739","2009-12-07",1.44
"740","2009-12-08",1.49
"741","2009-12-09",1.43
"742","2009-12-10",1.4
"743","2009-12-11",1.4
"744","2009-12-14",1.45
"745","2009-12-15",1.43
"746","2009-12-16",1.47
"747","2009-12-17",1.44
"748","2009-12-18",1.4
"749","2009-12-21",1.4
"750","2009-12-22",1.45
"751","2009-12-23",1.43
"752","2009-12-24",1.41
"753","2009-12-28",1.41
"754","2009-12-29",1.4
"755","2009-12-30",1.35
"756","2009-12-31",1.38
"757","2010-01-04",1.38
"758","2010-01-05",1.39
"759","2010-01-06",1.42
"760","2010-01-07",1.36
"761","2010-01-08",1.36
"762","2010-01-11",1.35
"763","2010-01-12",1.36
"764","2010-01-13",1.5
"765","2010-01-14",1.6
"766","2010-01-15",1.52
"767","2010-01-19",1.48
"768","2010-01-20",1.4
"769","2010-01-21",1.58
"770","2010-01-22",1.59
"771","2010-01-25",1.64
"772","2010-01-26",1.67
"773","2010-01-27",1.67
"774","2010-01-28",1.69
"775","2010-01-29",1.67
"776","2010-02-01",1.65
"777","2010-02-02",1.66
"778","2010-02-03",1.63
"779","2010-02-04",1.66
"780","2010-02-05",1.62
"781","2010-02-08",1.67
"782","2010-02-09",1.72
"783","2010-02-10",1.69
"784","2010-02-11",1.69
"785","2010-02-12",1.69
"786","2010-02-16",1.69
"787","2010-02-17",1.7
"788","2010-02-18",1.69
"789","2010-02-19",1.7
"790","2010-02-22",1.71
"791","2010-02-23",1.65
"792","2010-02-24",1.66
"793","2010-02-25",1.65
"794","2010-02-26",1.67
"795","2010-03-01",1.67
"796","2010-03-02",1.71
"797","2010-03-03",1.71
"798","2010-03-04",1.77
"799","2010-03-05",1.8
"800","2010-03-08",1.78
"801","2010-03-09",1.76
"802","2010-03-10",1.79
"803","2010-03-11",1.8
"804","2010-03-12",1.79
"805","2010-03-15",1.77
"806","2010-03-16",1.75
"807","2010-03-17",1.79
"808","2010-03-18",1.73
"809","2010-03-19",1.82
"810","2010-03-22",1.79
"811","2010-03-23",1.81
"812","2010-03-24",1.8
"813","2010-03-25",1.8
"814","2010-03-26",1.82
"815","2010-03-29",1.76
"816","2010-03-30",1.8
"817","2010-03-31",1.76
"818","2010-04-01",1.75
"819","2010-04-05",1.76
"820","2010-04-06",1.81
"821","2010-04-07",1.78
"822","2010-04-08",1.84
"823","2010-04-09",1.84
"824","2010-04-12",1.9
"825","2010-04-13",2.26
"826","2010-04-14",2.2
"827","2010-04-15",2.24
"828","2010-04-16",2.35
"829","2010-04-19",2.49
"830","2010-04-20",2.48
"831","2010-04-21",2.43
"832","2010-04-22",2.4
"833","2010-04-23",2.38
"834","2010-04-26",2.3
"835","2010-04-27",2.3
"836","2010-04-28",2.26
"837","2010-04-29",2.32
"838","2010-04-30",2.42
"839","2010-05-03",2.5
"840","2010-05-04",2.33
"841","2010-05-05",2.46
"842","2010-05-06",2.27
"843","2010-05-07",2.25
"844","2010-05-10",2.07
"845","2010-05-11",2.11
"846","2010-05-12",2.17
"847","2010-05-13",2.13
"848","2010-05-14",2.2
"849","2010-05-17",2.38
"850","2010-05-18",2.5
"851","2010-05-19",2.4
"852","2010-05-20",2.22
"853","2010-05-21",2.37
"854","2010-05-24",2.3
"855","2010-05-25",2.36
"856","2010-05-26",2.39
"857","2010-05-27",2.42
"858","2010-05-28",2.41
"859","2010-06-01",2.43
"860","2010-06-02",2.4
"861","2010-06-03",2.46
"862","2010-06-04",2.35
"863","2010-06-07",2.2
"864","2010-06-08",2.27
"865","2010-06-09",2.04
"866","2010-06-10",2.14
"867","2010-06-11",2.13
"868","2010-06-14",2.16
"869","2010-06-15",2.24
"870","2010-06-16",2.26
"871","2010-06-17",2.26
"872","2010-06-18",2.25
"873","2010-06-21",2.26
"874","2010-06-22",2.34
"875","2010-06-23",2.2
"876","2010-06-24",2.35
"877","2010-06-25",2.31
"878","2010-06-28",2.45
"879","2010-06-29",2.43
"880","2010-06-30",2.42
"881","2010-07-01",2.35
"882","2010-07-02",2.3
"883","2010-07-06",2.34
"884","2010-07-07",2.47
"885","2010-07-08",2.32
"886","2010-07-09",2.37
"887","2010-07-12",2.45
"888","2010-07-13",2.52
"889","2010-07-14",2.5
"890","2010-07-15",2.51
"891","2010-07-16",2.52
"892","2010-07-19",2.51
"893","2010-07-20",2.49
"894","2010-07-21",2.51
"895","2010-07-22",2.44
"896","2010-07-23",2.38
"897","2010-07-26",2.46
"898","2010-07-27",2.36
"899","2010-07-28",2.36
"900","2010-07-29",2.3
"901","2010-07-30",2.4
"902","2010-08-02",2.4
"903","2010-08-03",2.35
"904","2010-08-04",2.42
"905","2010-08-05",2.45
"906","2010-08-06",2.43
"907","2010-08-09",2.39
"908","2010-08-10",2.41
"909","2010-08-11",2.37
"910","2010-08-12",2.37
"911","2010-08-13",2.38
"912","2010-08-16",2.33
"913","2010-08-17",2.45
"914","2010-08-18",2.45
"915","2010-08-19",2.41
"916","2010-08-20",2.42
"917","2010-08-23",2.4
"918","2010-08-24",2.37
"919","2010-08-25",2.39
"920","2010-08-26",2.37
"921","2010-08-27",2.37
"922","2010-08-30",2.47
"923","2010-08-31",2.46
"924","2010-09-01",2.43
"925","2010-09-02",2.48
"926","2010-09-03",2.41
"927","2010-09-07",2.46
"928","2010-09-08",2.4
"929","2010-09-09",2.48
"930","2010-09-10",2.49
"931","2010-09-13",2.4
"932","2010-09-14",2.58
"933","2010-09-15",2.58
"934","2010-09-16",2.72
"935","2010-09-17",2.67
"936","2010-09-20",2.68
"937","2010-09-21",2.75
"938","2010-09-22",2.7
"939","2010-09-23",2.65
"940","2010-09-24",2.55
"941","2010-09-27",2.62
"942","2010-09-28",2.67
"943","2010-09-29",2.8
"944","2010-09-30",2.85
"945","2010-10-01",2.85
"946","2010-10-04",2.85
"947","2010-10-05",2.89
"948","2010-10-06",2.85
"949","2010-10-07",2.95
"950","2010-10-08",2.9
"951","2010-10-11",2.99
"952","2010-10-12",3.03
"953","2010-10-13",3.05
"954","2010-10-14",3.09
"955","2010-10-15",3.22
"956","2010-10-18",3.43
"957","2010-10-19",3.37
"958","2010-10-20",3.5
"959","2010-10-21",3.4
"960","2010-10-22",3.39
"961","2010-10-25",3.37
"962","2010-10-26",3.33
"963","2010-10-27",3.3
"964","2010-10-28",3.4
"965","2010-10-29",3.39
"966","2010-11-01",3.2
"967","2010-11-02",3.1
"968","2010-11-03",3.04
"969","2010-11-04",2.95
"970","2010-11-05",3.01
"971","2010-11-08",3.04
"972","2010-11-09",2.99
"973","2010-11-10",2.88
"974","2010-11-11",2.79
"975","2010-11-12",2.72
"976","2010-11-15",2.86
"977","2010-11-16",2.83
"978","2010-11-17",2.95
"979","2010-11-18",2.8
"980","2010-11-19",2.86
"981","2010-11-22",2.77
"982","2010-11-23",2.71
"983","2010-11-24",2.73
"984","2010-11-26",2.88
"985","2010-11-29",2.91
"986","2010-11-30",2.97
"987","2010-12-01",3
"988","2010-12-02",2.93
"989","2010-12-03",2.79
"990","2010-12-06",2.69
"991","2010-12-07",2.7
"992","2010-12-08",2.69
"993","2010-12-09",2.66
"994","2010-12-10",2.72
"995","2010-12-13",2.72
"996","2010-12-14",2.64
"997","2010-12-15",2.61
"998","2010-12-16",2.52
"999","2010-12-17",2.59
"1000","2010-12-20",2.54
"1001","2010-12-21",2.47
