"","date","IPHI"
"84","2011-03-15",21.049999
"85","2011-03-16",20.41
"86","2011-03-17",21.559999
"87","2011-03-18",21.540001
"88","2011-03-21",22.469999
"89","2011-03-22",22.280001
"90","2011-03-23",22.049999
"91","2011-03-24",22.4
"92","2011-03-25",21.51
"93","2011-03-28",20.540001
"94","2011-03-29",21.09
"95","2011-03-30",21.02
"96","2011-03-31",21.01
"97","2011-04-01",21.01
"98","2011-04-04",21.190001
"99","2011-04-05",21.65
"100","2011-04-06",21.969999
"101","2011-04-07",22.07
"102","2011-04-08",20.370001
"103","2011-04-11",19.040001
"104","2011-04-12",19.459999
"105","2011-04-13",20.799999
"106","2011-04-14",20.59
"107","2011-04-15",20.549999
"108","2011-04-18",20.1
"109","2011-04-19",19.34
"110","2011-04-20",20.049999
"111","2011-04-21",19.91
"112","2011-04-25",19.620001
"113","2011-04-26",19.610001
"114","2011-04-27",18.860001
"115","2011-04-28",21.18
"116","2011-04-29",21.58
"117","2011-05-02",21.67
"118","2011-05-03",20.790001
"119","2011-05-04",21.23
"120","2011-05-05",20.719999
"121","2011-05-06",20.84
"122","2011-05-09",20.26
"123","2011-05-10",20.440001
"124","2011-05-11",20.57
"125","2011-05-12",20.790001
"126","2011-05-13",20.73
"127","2011-05-16",19.639999
"128","2011-05-17",20.059999
"129","2011-05-18",20.09
"130","2011-05-19",20.110001
"131","2011-05-20",20.129999
"132","2011-05-23",19.76
"133","2011-05-24",19.889999
"134","2011-05-25",19.5
"135","2011-05-26",19.24
"136","2011-05-27",19.809999
"137","2011-05-31",19.84
"138","2011-06-01",19.620001
"139","2011-06-02",19.26
"140","2011-06-03",18.940001
"141","2011-06-06",18.57
"142","2011-06-07",18.34
"143","2011-06-08",17.469999
"144","2011-06-09",17.950001
"145","2011-06-10",18.17
"146","2011-06-13",18.120001
"147","2011-06-14",18.290001
"148","2011-06-15",17.9
"149","2011-06-16",17.48
"150","2011-06-17",16.41
"151","2011-06-20",16.35
"152","2011-06-21",16.74
"153","2011-06-22",16.58
"154","2011-06-23",16.719999
"155","2011-06-24",16.48
"156","2011-06-27",16.82
"157","2011-06-28",17.08
"158","2011-06-29",17.200001
"159","2011-06-30",17.4
"160","2011-07-01",17.74
"161","2011-07-05",17.549999
"162","2011-07-06",17.43
"163","2011-07-07",17.700001
"164","2011-07-08",17.610001
"165","2011-07-11",16.950001
"166","2011-07-12",16.01
"167","2011-07-13",16.629999
"168","2011-07-14",16.360001
"169","2011-07-15",16.59
"170","2011-07-18",16.280001
"171","2011-07-19",17.209999
"172","2011-07-20",17.190001
"173","2011-07-21",17.209999
"174","2011-07-22",17.370001
"175","2011-07-25",17.75
"176","2011-07-26",17.110001
"177","2011-07-27",13.54
"178","2011-07-28",12.58
"179","2011-07-29",12.69
"180","2011-08-01",12.06
"181","2011-08-02",11.99
"182","2011-08-03",12.03
"183","2011-08-04",11.18
"184","2011-08-05",10.32
"185","2011-08-08",8.7
"186","2011-08-09",9.52
"187","2011-08-10",8.4
"188","2011-08-11",9.71
"189","2011-08-12",9.96
"190","2011-08-15",10.28
"191","2011-08-16",9.91
"192","2011-08-17",10.17
"193","2011-08-18",9.54
"194","2011-08-19",9.12
"195","2011-08-22",9.27
"196","2011-08-23",10.5
"197","2011-08-24",7.2
"198","2011-08-25",7.61
"199","2011-08-26",7.99
"200","2011-08-29",8.33
"201","2011-08-30",8.34
"202","2011-08-31",8.04
"203","2011-09-01",7.9
"204","2011-09-02",8.11
"205","2011-09-06",7.87
"206","2011-09-07",8.34
"207","2011-09-08",7.97
"208","2011-09-09",7.9
"209","2011-09-12",8.69
"210","2011-09-13",9.45
"211","2011-09-14",9.69
"212","2011-09-15",9.3
"213","2011-09-16",9.18
"214","2011-09-19",9.21
"215","2011-09-20",9.1
"216","2011-09-21",8.53
"217","2011-09-22",8.51
"218","2011-09-23",8.73
"219","2011-09-26",8.99
"220","2011-09-27",9.34
"221","2011-09-28",8.62
"222","2011-09-29",8.83
"223","2011-09-30",8.77
"224","2011-10-03",8.01
"225","2011-10-04",8.35
"226","2011-10-05",8.5
"227","2011-10-06",8.62
"228","2011-10-07",8.39
"229","2011-10-10",8.81
"230","2011-10-11",9.82
"231","2011-10-12",10.29
"232","2011-10-13",10.08
"233","2011-10-14",10.09
"234","2011-10-17",9.7
"235","2011-10-18",10.12
"236","2011-10-19",10.39
"237","2011-10-20",9.64
"238","2011-10-21",9.61
"239","2011-10-24",10.04
"240","2011-10-25",10.08
"241","2011-10-26",10.54
"242","2011-10-27",12.13
"243","2011-10-28",11.9
"244","2011-10-31",11.04
"245","2011-11-01",11.2
"246","2011-11-02",10.92
"247","2011-11-03",11.63
"248","2011-11-04",11.95
"249","2011-11-07",11.69
"250","2011-11-08",11.53
"251","2011-11-09",10.9
"252","2011-11-10",10.81
"253","2011-11-11",11.36
"254","2011-11-14",11.3
"255","2011-11-15",11.74
"256","2011-11-16",11.73
"257","2011-11-17",10.91
"258","2011-11-18",10.71
"259","2011-11-21",10.25
"260","2011-11-22",9.98
"261","2011-11-23",9.19
"262","2011-11-25",8.98
"263","2011-11-28",9.68
"264","2011-11-29",9.72
"265","2011-11-30",10.79
"266","2011-12-01",10.48
"267","2011-12-02",10.95
"268","2011-12-05",11.51
"269","2011-12-06",11.85
"270","2011-12-07",11.74
"271","2011-12-08",11.81
"272","2011-12-09",12.58
"273","2011-12-12",12.13
"274","2011-12-13",11.77
"275","2011-12-14",11.4
"276","2011-12-15",11.17
"277","2011-12-16",11.51
"278","2011-12-19",11.01
"279","2011-12-20",11.63
"280","2011-12-21",11.12
"281","2011-12-22",11.83
"282","2011-12-23",12.1
"283","2011-12-27",12.41
"284","2011-12-28",11.93
"285","2011-12-29",12.03
"286","2011-12-30",11.96
"287","2012-01-03",12.28
"288","2012-01-04",12.66
"289","2012-01-05",12.63
"290","2012-01-06",12.78
"291","2012-01-09",12.61
"292","2012-01-10",12.18
"293","2012-01-11",13.03
"294","2012-01-12",12.65
"295","2012-01-13",12.11
"296","2012-01-17",11.61
"297","2012-01-18",12.34
"298","2012-01-19",12.29
"299","2012-01-20",13.48
"300","2012-01-23",13.58
"301","2012-01-24",14.25
"302","2012-01-25",14.58
"303","2012-01-26",15.84
"304","2012-01-27",15.68
"305","2012-01-30",15.13
"306","2012-01-31",14.67
"307","2012-02-01",14.8
"308","2012-02-02",15.8
"309","2012-02-03",15.91
"310","2012-02-06",15.58
"311","2012-02-07",15.37
"312","2012-02-08",15.37
"313","2012-02-09",15.09
"314","2012-02-10",14.76
"315","2012-02-13",15
"316","2012-02-14",15.17
"317","2012-02-15",15.46
"318","2012-02-16",15.97
"319","2012-02-17",15.82
"320","2012-02-21",15.36
"321","2012-02-22",15.04
"322","2012-02-23",14.72
"323","2012-02-24",14.14
"324","2012-02-27",13.96
"325","2012-02-28",13.48
"326","2012-02-29",14.36
"327","2012-03-01",14.67
"328","2012-03-02",14.18
"329","2012-03-05",13.53
"330","2012-03-06",13.43
"331","2012-03-07",13.87
"332","2012-03-08",14.29
"333","2012-03-09",14.53
"334","2012-03-12",14.47
"335","2012-03-13",14.89
"336","2012-03-14",14.57
"337","2012-03-15",14.68
"338","2012-03-16",14.25
"339","2012-03-19",14.58
"340","2012-03-20",14.4
"341","2012-03-21",14.13
"342","2012-03-22",13.58
"343","2012-03-23",14.2
"344","2012-03-26",14.16
"345","2012-03-27",14.08
"346","2012-03-28",14.04
"347","2012-03-29",14.08
"348","2012-03-30",14.18
"349","2012-04-02",14.61
"350","2012-04-03",14.21
"351","2012-04-04",13.19
"352","2012-04-05",13.3
"353","2012-04-09",12.67
"354","2012-04-10",12.63
"355","2012-04-11",13.46
"356","2012-04-12",13.48
"357","2012-04-13",13.26
"358","2012-04-16",13.19
"359","2012-04-17",13.35
"360","2012-04-18",12.98
"361","2012-04-19",14
"362","2012-04-20",14.42
"363","2012-04-23",13.96
"364","2012-04-24",13.69
"365","2012-04-25",9.8
"366","2012-04-26",9.57
"367","2012-04-27",10.45
"368","2012-04-30",10.15
"369","2012-05-01",10.2
"370","2012-05-02",10.27
"371","2012-05-03",10.15
"372","2012-05-04",10.02
"373","2012-05-07",10.05
"374","2012-05-08",9.81
"375","2012-05-09",9.66
"376","2012-05-10",9.39
"377","2012-05-11",9.24
"378","2012-05-14",8.94
"379","2012-05-15",8.99
"380","2012-05-16",8.5
"381","2012-05-17",8.34
"382","2012-05-18",8.29
"383","2012-05-21",8.47
"384","2012-05-22",8.43
"385","2012-05-23",8.25
"386","2012-05-24",8.12
"387","2012-05-25",8.47
"388","2012-05-29",8.69
"389","2012-05-30",8.58
"390","2012-05-31",8.31
"391","2012-06-01",8.1
"392","2012-06-04",8.82
"393","2012-06-05",8.64
"394","2012-06-06",8.73
"395","2012-06-07",8.49
"396","2012-06-08",8.61
"397","2012-06-11",8.12
"398","2012-06-12",8.56
"399","2012-06-13",8.4
"400","2012-06-14",8.29
"401","2012-06-15",8.47
"402","2012-06-18",8.44
"403","2012-06-19",9.08
"404","2012-06-20",9.17
"405","2012-06-21",8.63
"406","2012-06-22",9.1
"407","2012-06-25",8.73
"408","2012-06-26",8.91
"409","2012-06-27",8.7
"410","2012-06-28",8.61
"411","2012-06-29",9.48
"412","2012-07-02",9.2
"413","2012-07-03",9.44
"414","2012-07-05",9.54
"415","2012-07-06",9.15
"416","2012-07-09",9.22
"417","2012-07-10",9.3
"418","2012-07-11",9.43
"419","2012-07-12",9.34
"420","2012-07-13",9.18
"421","2012-07-16",8.93
"422","2012-07-17",8.67
"423","2012-07-18",9.35
"424","2012-07-19",9.69
"425","2012-07-20",9.21
"426","2012-07-23",8.82
"427","2012-07-24",8.93
"428","2012-07-25",8.92
"429","2012-07-26",10.47
"430","2012-07-27",11.23
"431","2012-07-30",11.07
"432","2012-07-31",11
"433","2012-08-01",10.45
"434","2012-08-02",10.25
"435","2012-08-03",10.81
"436","2012-08-06",11.04
"437","2012-08-07",10.76
"438","2012-08-08",10.93
"439","2012-08-09",10.98
"440","2012-08-10",10.84
"441","2012-08-13",10.74
"442","2012-08-14",10.97
"443","2012-08-15",10.83
"444","2012-08-16",11.43
"445","2012-08-17",11.64
"446","2012-08-20",11.43
"447","2012-08-21",11.4
"448","2012-08-22",10.99
"449","2012-08-23",11.19
"450","2012-08-24",11.27
"451","2012-08-27",11.68
"452","2012-08-28",11.9
"453","2012-08-29",11.92
"454","2012-08-30",11.9
"455","2012-08-31",11.88
"456","2012-09-04",11.8
"457","2012-09-05",11.51
"458","2012-09-06",11.97
"459","2012-09-07",11.84
"460","2012-09-10",11.76
"461","2012-09-11",11.77
"462","2012-09-12",11.35
"463","2012-09-13",11.79
"464","2012-09-14",11.97
"465","2012-09-17",11.84
"466","2012-09-18",11.33
"467","2012-09-19",11.03
"468","2012-09-20",10.5
"469","2012-09-21",10.27
"470","2012-09-24",10.12
"471","2012-09-25",9.7
"472","2012-09-26",10.36
"473","2012-09-27",10.41
"474","2012-09-28",10.66
"475","2012-10-01",10.58
"476","2012-10-02",10.66
"477","2012-10-03",10.43
"478","2012-10-04",10.37
"479","2012-10-05",10.38
"480","2012-10-08",10.34
"481","2012-10-09",9.84
"482","2012-10-10",9.23
"483","2012-10-11",9.37
"484","2012-10-12",9.23
"485","2012-10-15",9.5
"486","2012-10-16",9.37
"487","2012-10-17",9.4
"488","2012-10-18",9.14
"489","2012-10-19",8.62
"490","2012-10-22",8.93
"491","2012-10-23",8.7
"492","2012-10-24",8.77
"493","2012-10-25",8.51
"494","2012-10-26",8.78
"495","2012-10-31",8.37
"496","2012-11-01",8.4
"497","2012-11-02",8.37
"498","2012-11-05",8.34
"499","2012-11-06",8.57
"500","2012-11-07",8.51
"501","2012-11-08",8.58
"502","2012-11-09",8.52
"503","2012-11-12",8.34
"504","2012-11-13",8.13
"505","2012-11-14",7.8
"506","2012-11-15",7.95
"507","2012-11-16",7.75
"508","2012-11-19",7.79
"509","2012-11-20",7.66
"510","2012-11-21",7.62
"511","2012-11-23",7.77
"512","2012-11-26",7.71
"513","2012-11-27",7.65
"514","2012-11-28",7.59
"515","2012-11-29",7.8
"516","2012-11-30",7.8
"517","2012-12-03",8.31
"518","2012-12-04",9.29
"519","2012-12-05",9.24
"520","2012-12-06",9.29
"521","2012-12-07",8.95
"522","2012-12-10",8.89
"523","2012-12-11",9.15
"524","2012-12-12",9.08
"525","2012-12-13",8.93
"526","2012-12-14",8.92
"527","2012-12-17",9.09
"528","2012-12-18",9.22
"529","2012-12-19",9.22
"530","2012-12-20",9.23
"531","2012-12-21",9
"532","2012-12-24",8.92
"533","2012-12-26",9.27
"534","2012-12-27",9.27
"535","2012-12-28",9.05
"536","2012-12-31",9.58
"537","2013-01-02",9.78
"538","2013-01-03",9.7
"539","2013-01-04",9.74
"540","2013-01-07",9.51
"541","2013-01-08",9.46
"542","2013-01-09",9.39
"543","2013-01-10",9.44
"544","2013-01-11",9.4
"545","2013-01-14",9.36
"546","2013-01-15",9.22
"547","2013-01-16",8.93
"548","2013-01-17",8.61
"549","2013-01-18",8.75
"550","2013-01-22",8.71
"551","2013-01-23",8.51
"552","2013-01-24",8.18
"553","2013-01-25",8.33
"554","2013-01-28",8.66
"555","2013-01-29",8.15
"556","2013-01-30",8.17
"557","2013-01-31",8.03
"558","2013-02-01",8.47
"559","2013-02-04",8.13
"560","2013-02-05",9.18
"561","2013-02-06",9.18
"562","2013-02-07",9.22
"563","2013-02-08",9.37
"564","2013-02-11",9.3
"565","2013-02-12",9.42
"566","2013-02-13",9.48
"567","2013-02-14",9.43
"568","2013-02-15",9.78
"569","2013-02-19",9.86
"570","2013-02-20",9.91
"571","2013-02-21",9.65
"572","2013-02-22",9.51
"573","2013-02-25",9.19
"574","2013-02-26",9.78
"575","2013-02-27",9.6
"576","2013-02-28",9.66
"577","2013-03-01",9.41
"578","2013-03-04",9.12
"579","2013-03-05",9.28
"580","2013-03-06",9.4
"581","2013-03-07",10.18
"582","2013-03-08",10.68
"583","2013-03-11",10.41
"584","2013-03-12",10.28
"585","2013-03-13",10.59
"586","2013-03-14",10.6
"587","2013-03-15",10.75
"588","2013-03-18",10.33
"589","2013-03-19",10.28
"590","2013-03-20",10.41
"591","2013-03-21",10.24
"592","2013-03-22",10.06
"593","2013-03-25",10.16
"594","2013-03-26",10.21
"595","2013-03-27",9.98
"596","2013-03-28",10.45
"597","2013-04-01",9.89
"598","2013-04-02",9.47
"599","2013-04-03",9.08
"600","2013-04-04",9.2
"601","2013-04-05",9.21
"602","2013-04-08",9
"603","2013-04-09",8.95
"604","2013-04-10",9.06
"605","2013-04-11",9.13
"606","2013-04-12",9
"607","2013-04-15",8.74
"608","2013-04-16",9.22
"609","2013-04-17",8.96
"610","2013-04-18",8.83
"611","2013-04-19",8.93
"612","2013-04-22",9.05
"613","2013-04-23",9.37
"614","2013-04-24",9.26
"615","2013-04-25",9.54
"616","2013-04-26",9.15
"617","2013-04-29",9.1
"618","2013-04-30",9.41
"619","2013-05-01",9.2
"620","2013-05-02",10.44
"621","2013-05-03",10.74
"622","2013-05-06",10.87
"623","2013-05-07",10.78
"624","2013-05-08",10.63
"625","2013-05-09",10.37
"626","2013-05-10",10.38
"627","2013-05-13",10.27
"628","2013-05-14",10.49
"629","2013-05-15",10.71
"630","2013-05-16",10.75
"631","2013-05-17",10.77
"632","2013-05-20",10.63
"633","2013-05-21",10.42
"634","2013-05-22",10.32
"635","2013-05-23",10.28
"636","2013-05-24",10.2
"637","2013-05-28",10.56
"638","2013-05-29",10.3
"639","2013-05-30",10.5
"640","2013-05-31",10.21
"641","2013-06-03",10.6
"642","2013-06-04",10.6
"643","2013-06-05",10.57
"644","2013-06-06",10.61
"645","2013-06-07",10.72
"646","2013-06-10",10.92
"647","2013-06-11",10.63
"648","2013-06-12",10.63
"649","2013-06-13",10.87
"650","2013-06-14",10.84
"651","2013-06-17",11.05
"652","2013-06-18",11.41
"653","2013-06-19",11.24
"654","2013-06-20",10.58
"655","2013-06-21",10.82
"656","2013-06-24",10.54
"657","2013-06-25",10.69
"658","2013-06-26",10.7
"659","2013-06-27",10.81
"660","2013-06-28",11
"661","2013-07-01",11.07
"662","2013-07-02",11.07
"663","2013-07-03",11
"664","2013-07-05",11.5
"665","2013-07-08",11.44
"666","2013-07-09",11.19
"667","2013-07-10",11.2
"668","2013-07-11",11.05
"669","2013-07-12",10.89
"670","2013-07-15",11.16
"671","2013-07-16",11.08
"672","2013-07-17",11.6
"673","2013-07-18",11.41
"674","2013-07-19",11.28
"675","2013-07-22",11.31
"676","2013-07-23",11.56
"677","2013-07-24",11.43
"678","2013-07-25",11.56
"679","2013-07-26",11.46
"680","2013-07-29",11.4
"681","2013-07-30",11.35
"682","2013-07-31",11.66
"683","2013-08-01",11.61
"684","2013-08-02",11.51
"685","2013-08-05",11.82
"686","2013-08-06",11.84
"687","2013-08-07",11.64
"688","2013-08-08",11.76
"689","2013-08-09",11.7
"690","2013-08-12",11.9
"691","2013-08-13",11.89
"692","2013-08-14",11.98
"693","2013-08-15",11.85
"694","2013-08-16",11.75
"695","2013-08-19",11.78
"696","2013-08-20",11.93
"697","2013-08-21",11.9
"698","2013-08-22",12
"699","2013-08-23",12.29
"700","2013-08-26",12.44
"701","2013-08-27",12.35
"702","2013-08-28",12.53
"703","2013-08-29",12.84
"704","2013-08-30",12.72
"705","2013-09-03",12.84
"706","2013-09-04",13.23
"707","2013-09-05",13.26
"708","2013-09-06",12.9
"709","2013-09-09",13.22
"710","2013-09-10",12.98
"711","2013-09-11",13
"712","2013-09-12",12.7
"713","2013-09-13",12.65
"714","2013-09-16",13.25
"715","2013-09-17",13.37
"716","2013-09-18",13.43
"717","2013-09-19",13.56
"718","2013-09-20",13.54
"719","2013-09-23",13.54
"720","2013-09-24",13.53
"721","2013-09-25",13.27
"722","2013-09-26",13.33
"723","2013-09-27",13.36
"724","2013-09-30",13.43
"725","2013-10-01",13.46
"726","2013-10-02",13.67
"727","2013-10-03",13.22
"728","2013-10-04",13.21
"729","2013-10-07",13.13
"730","2013-10-08",12.76
"731","2013-10-09",12.77
"732","2013-10-10",13.13
"733","2013-10-11",13.4
"734","2013-10-14",13.27
"735","2013-10-15",13.04
"736","2013-10-16",13.45
"737","2013-10-17",13.4
"738","2013-10-18",13.52
"739","2013-10-21",13.4
"740","2013-10-22",13.39
"741","2013-10-23",12.95
"742","2013-10-24",12.97
"743","2013-10-25",12.97
"744","2013-10-28",13.01
"745","2013-10-29",13.41
"746","2013-10-30",13.9
"747","2013-10-31",14.74
"748","2013-11-01",14.3
"749","2013-11-04",14.17
"750","2013-11-05",14.22
"751","2013-11-06",14.13
"752","2013-11-07",13.33
"753","2013-11-08",13.71
"754","2013-11-11",13.45
"755","2013-11-12",13.75
"756","2013-11-13",13.62
"757","2013-11-14",13.11
"758","2013-11-15",12.93
"759","2013-11-18",12.8
"760","2013-11-19",12.53
"761","2013-11-20",12.11
"762","2013-11-21",12.43
"763","2013-11-22",12.43
"764","2013-11-25",12.49
"765","2013-11-26",12.27
"766","2013-11-27",12.41
"767","2013-11-29",12.5
"768","2013-12-02",11.78
"769","2013-12-03",11.8
"770","2013-12-04",11.42
"771","2013-12-05",11.65
"772","2013-12-06",12.06
"773","2013-12-09",12.05
"774","2013-12-10",11.88
"775","2013-12-11",11.76
"776","2013-12-12",11.47
"777","2013-12-13",11.15
"778","2013-12-16",11.43
"779","2013-12-17",11.17
"780","2013-12-18",11.54
"781","2013-12-19",12.04
"782","2013-12-20",12.16
"783","2013-12-23",12.32
"784","2013-12-24",12.35
"785","2013-12-26",12.41
"786","2013-12-27",12.4
"787","2013-12-30",12.37
"788","2013-12-31",12.9
"789","2014-01-02",13.02
"790","2014-01-03",12.79
"791","2014-01-06",12.65
"792","2014-01-07",12.79
"793","2014-01-08",12.77
"794","2014-01-09",12.64
"795","2014-01-10",12.55
"796","2014-01-13",12.54
"797","2014-01-14",12.48
"798","2014-01-15",12.99
"799","2014-01-16",13.01
"800","2014-01-17",12.96
"801","2014-01-21",12.93
"802","2014-01-22",12.84
"803","2014-01-23",12.13
"804","2014-01-24",11.91
"805","2014-01-27",11.71
"806","2014-01-28",11.72
"807","2014-01-29",11.34
"808","2014-01-30",11.48
"809","2014-01-31",11.48
"810","2014-02-03",11.47
"811","2014-02-04",12.17
"812","2014-02-05",12.04
"813","2014-02-06",12.15
"814","2014-02-07",12
"815","2014-02-10",12.27
"816","2014-02-11",12.22
"817","2014-02-12",12.21
"818","2014-02-13",12.71
"819","2014-02-14",12.62
"820","2014-02-18",12.95
"821","2014-02-19",12.89
"822","2014-02-20",13.07
"823","2014-02-21",13.04
"824","2014-02-24",13.18
"825","2014-02-25",12.87
"826","2014-02-26",13
"827","2014-02-27",13.34
"828","2014-02-28",13.15
"829","2014-03-03",13.2
"830","2014-03-04",13.59
"831","2014-03-05",14.11
"832","2014-03-06",15.17
"833","2014-03-07",15.48
"834","2014-03-10",15.64
"835","2014-03-11",15.62
"836","2014-03-12",15.92
"837","2014-03-13",15.36
"838","2014-03-14",15.56
"839","2014-03-17",15.6
"840","2014-03-18",15.62
"841","2014-03-19",15.57
"842","2014-03-20",15.98
"843","2014-03-21",15.79
"844","2014-03-24",16.23
"845","2014-03-25",16.379999
"846","2014-03-26",15.84
"847","2014-03-27",15.68
"848","2014-03-28",15.4
"849","2014-03-31",16.09
"850","2014-04-01",16.120001
"851","2014-04-02",15.93
"852","2014-04-03",15.93
"853","2014-04-04",15.4
"854","2014-04-07",15.69
"855","2014-04-08",15.89
"856","2014-04-09",15.9
"857","2014-04-10",15.45
"858","2014-04-11",14.46
"859","2014-04-14",14.73
"860","2014-04-15",14.83
"861","2014-04-16",14.59
"862","2014-04-17",14.9
"863","2014-04-21",14.95
"864","2014-04-22",15.36
"865","2014-04-23",15.42
"866","2014-04-24",15.21
"867","2014-04-25",14.57
"868","2014-04-28",14.43
"869","2014-04-29",14.34
"870","2014-04-30",14.79
"871","2014-05-01",15.09
"872","2014-05-02",15.01
"873","2014-05-05",14.99
"874","2014-05-06",14.68
"875","2014-05-07",14.53
"876","2014-05-08",14.27
"877","2014-05-09",14.32
"878","2014-05-12",15.1
"879","2014-05-13",14.67
"880","2014-05-14",14.42
"881","2014-05-15",14.49
"882","2014-05-16",14.71
"883","2014-05-19",15.03
"884","2014-05-20",14.86
"885","2014-05-21",14.71
"886","2014-05-22",14.79
"887","2014-05-23",15.16
"888","2014-05-27",15.5
"889","2014-05-28",15.22
"890","2014-05-29",15.02
"891","2014-05-30",15.06
"892","2014-06-02",14.93
"893","2014-06-03",14.97
"894","2014-06-04",15.12
"895","2014-06-05",15.2
"896","2014-06-06",15.19
"897","2014-06-09",15.08
"898","2014-06-10",15.1
"899","2014-06-11",15.29
"900","2014-06-12",15.03
"901","2014-06-13",15.1
"902","2014-06-16",15.42
"903","2014-06-17",15.57
"904","2014-06-18",15.42
"905","2014-06-19",15.26
"906","2014-06-20",15.42
"907","2014-06-23",15.21
"908","2014-06-24",14.72
"909","2014-06-25",14.86
"910","2014-06-26",14.67
"911","2014-06-27",14.5
"912","2014-06-30",14.68
"913","2014-07-01",14.72
"914","2014-07-02",14.68
"915","2014-07-03",15
"916","2014-07-07",14.42
"917","2014-07-08",14.18
"918","2014-07-09",14.28
"919","2014-07-10",13.9
"920","2014-07-11",13.81
"921","2014-07-14",14.02
"922","2014-07-15",13.81
"923","2014-07-16",14.28
"924","2014-07-17",13.99
"925","2014-07-18",14.23
"926","2014-07-21",14
"927","2014-07-22",14.3
"928","2014-07-23",13.75
"929","2014-07-24",13.37
"930","2014-07-25",13.1
"931","2014-07-28",12.65
"932","2014-07-29",12.79
"933","2014-07-30",15.87
"934","2014-07-31",15.26
"935","2014-08-01",15.07
"936","2014-08-04",15.02
"937","2014-08-05",15.05
"938","2014-08-06",14.91
"939","2014-08-07",14.57
"940","2014-08-08",14.47
"941","2014-08-11",14.64
"942","2014-08-12",14.41
"943","2014-08-13",14.57
"944","2014-08-14",14.83
"945","2014-08-15",14.85
"946","2014-08-18",15.04
"947","2014-08-19",15.06
"948","2014-08-20",15.03
"949","2014-08-21",15.02
"950","2014-08-22",15
"951","2014-08-25",14.76
"952","2014-08-26",14.8
"953","2014-08-27",14.68
"954","2014-08-28",15.03
"955","2014-08-29",15.05
"956","2014-09-02",15.26
"957","2014-09-03",15.18
"958","2014-09-04",15.12
"959","2014-09-05",14.88
"960","2014-09-08",14.96
"961","2014-09-09",14.74
"962","2014-09-10",14.78
"963","2014-09-11",15.02
"964","2014-09-12",15
"965","2014-09-15",14.76
"966","2014-09-16",14.69
"967","2014-09-17",15.08
"968","2014-09-18",15.05
"969","2014-09-19",14.7
"970","2014-09-22",14.52
"971","2014-09-23",14.39
"972","2014-09-24",14.57
"973","2014-09-25",13.88
"974","2014-09-26",14
"975","2014-09-29",14.02
"976","2014-09-30",14.38
"977","2014-10-01",14.22
"978","2014-10-02",14.42
"979","2014-10-03",14.78
"980","2014-10-06",14.61
"981","2014-10-07",14.4
"982","2014-10-08",14.82
"983","2014-10-09",14.43
"984","2014-10-10",13.19
"985","2014-10-13",12.72
"986","2014-10-14",12.74
"987","2014-10-15",12.92
"988","2014-10-16",13.27
"989","2014-10-17",13.21
"990","2014-10-20",13.24
"991","2014-10-21",13.63
"992","2014-10-22",13.73
"993","2014-10-23",14.17
"994","2014-10-24",14.22
"995","2014-10-27",14.06
