"","date","DCO"
"1","2007-01-03",22.799999
"2","2007-01-04",22.85
"3","2007-01-05",22.540001
"4","2007-01-08",22.549999
"5","2007-01-09",22.75
"6","2007-01-10",22.65
"7","2007-01-11",22.459999
"8","2007-01-12",22.299999
"9","2007-01-16",22.58
"10","2007-01-17",23.139999
"11","2007-01-18",23.01
"12","2007-01-19",22.690001
"13","2007-01-22",22.309999
"14","2007-01-23",22.25
"15","2007-01-24",22.690001
"16","2007-01-25",21.889999
"17","2007-01-26",21.49
"18","2007-01-29",21.299999
"19","2007-01-30",21.629999
"20","2007-01-31",22.51
"21","2007-02-01",23.07
"22","2007-02-02",23.25
"23","2007-02-05",23.620001
"24","2007-02-06",24.190001
"25","2007-02-07",24.07
"26","2007-02-08",24.25
"27","2007-02-09",24.200001
"28","2007-02-12",24.200001
"29","2007-02-13",24.629999
"30","2007-02-14",24.09
"31","2007-02-15",24.370001
"32","2007-02-16",24.639999
"33","2007-02-20",24.530001
"34","2007-02-21",24.549999
"35","2007-02-22",24.559999
"36","2007-02-23",24.700001
"37","2007-02-26",26.25
"38","2007-02-27",25.32
"39","2007-02-28",25.58
"40","2007-03-01",25.49
"41","2007-03-02",25.6
"42","2007-03-05",25.549999
"43","2007-03-06",24.870001
"44","2007-03-07",25.370001
"45","2007-03-08",25.379999
"46","2007-03-09",25.559999
"47","2007-03-12",25.780001
"48","2007-03-13",24.02
"49","2007-03-14",24.51
"50","2007-03-15",23.950001
"51","2007-03-16",24.09
"52","2007-03-19",24.66
"53","2007-03-20",24.620001
"54","2007-03-21",25.809999
"55","2007-03-22",26
"56","2007-03-23",25.809999
"57","2007-03-26",25.92
"58","2007-03-27",25.93
"59","2007-03-28",25.809999
"60","2007-03-29",25.950001
"61","2007-03-30",25.73
"62","2007-04-02",25.040001
"63","2007-04-03",24.9
"64","2007-04-04",25.190001
"65","2007-04-05",25
"66","2007-04-09",25.559999
"67","2007-04-10",25.700001
"68","2007-04-11",25.709999
"69","2007-04-12",25.879999
"70","2007-04-13",26.67
"71","2007-04-16",27.17
"72","2007-04-17",27.719999
"73","2007-04-18",28.809999
"74","2007-04-19",28.84
"75","2007-04-20",29.33
"76","2007-04-23",29.790001
"77","2007-04-24",29.92
"78","2007-04-25",30.6
"79","2007-04-26",30.309999
"80","2007-04-27",31.790001
"81","2007-04-30",28.52
"82","2007-05-01",28.639999
"83","2007-05-02",28.1
"84","2007-05-03",27.959999
"85","2007-05-04",28.370001
"86","2007-05-07",28.299999
"87","2007-05-08",28.09
"88","2007-05-09",28.360001
"89","2007-05-10",28.059999
"90","2007-05-11",27.620001
"91","2007-05-14",27.42
"92","2007-05-15",26.99
"93","2007-05-16",26.67
"94","2007-05-17",26.4
"95","2007-05-18",26.27
"96","2007-05-21",26.66
"97","2007-05-22",26.540001
"98","2007-05-23",26.4
"99","2007-05-24",24.75
"100","2007-05-25",25.76
"101","2007-05-29",24.690001
"102","2007-05-30",25.059999
"103","2007-05-31",24.969999
"104","2007-06-01",24.59
"105","2007-06-04",24.5
"106","2007-06-05",24.200001
"107","2007-06-06",24.620001
"108","2007-06-07",23.73
"109","2007-06-08",24.33
"110","2007-06-11",24.85
"111","2007-06-12",24.030001
"112","2007-06-13",24.299999
"113","2007-06-14",24.59
"114","2007-06-15",25.18
"115","2007-06-18",25.700001
"116","2007-06-19",25.65
"117","2007-06-20",25.860001
"118","2007-06-21",25.83
"119","2007-06-22",25.959999
"120","2007-06-25",25.43
"121","2007-06-26",25.82
"122","2007-06-27",25.9
"123","2007-06-28",25.57
"124","2007-06-29",25.73
"125","2007-07-02",26.15
"126","2007-07-03",26.639999
"127","2007-07-05",26.790001
"128","2007-07-06",26.77
"129","2007-07-09",26.280001
"130","2007-07-10",26.469999
"131","2007-07-11",26.469999
"132","2007-07-12",26.799999
"133","2007-07-13",26.92
"134","2007-07-16",27.049999
"135","2007-07-17",27.15
"136","2007-07-18",27.26
"137","2007-07-19",28.290001
"138","2007-07-20",27.99
"139","2007-07-23",28.799999
"140","2007-07-24",26.98
"141","2007-07-25",27.059999
"142","2007-07-26",26.5
"143","2007-07-27",26.440001
"144","2007-07-30",26.700001
"145","2007-07-31",27.860001
"146","2007-08-01",26.860001
"147","2007-08-02",27.51
"148","2007-08-03",26.6
"149","2007-08-06",25.42
"150","2007-08-07",26.549999
"151","2007-08-08",25.35
"152","2007-08-09",23.73
"153","2007-08-10",24.940001
"154","2007-08-13",27.4
"155","2007-08-14",26.76
"156","2007-08-15",26.809999
"157","2007-08-16",26.469999
"158","2007-08-17",29.41
"159","2007-08-20",27.85
"160","2007-08-21",28.799999
"161","2007-08-22",28.67
"162","2007-08-23",27.91
"163","2007-08-24",28.879999
"164","2007-08-27",29.799999
"165","2007-08-28",28.040001
"166","2007-08-29",29.450001
"167","2007-08-30",28.34
"168","2007-08-31",28.870001
"169","2007-09-04",30.98
"170","2007-09-05",30.15
"171","2007-09-06",30.48
"172","2007-09-07",29.43
"173","2007-09-10",30.17
"174","2007-09-11",30.08
"175","2007-09-12",30
"176","2007-09-13",29.559999
"177","2007-09-14",29.02
"178","2007-09-17",29.190001
"179","2007-09-18",29.98
"180","2007-09-19",29.799999
"181","2007-09-20",30.940001
"182","2007-09-21",31.059999
"183","2007-09-24",31.139999
"184","2007-09-25",31.18
"185","2007-09-26",31.110001
"186","2007-09-27",32.470001
"187","2007-09-28",32.299999
"188","2007-10-01",32.990002
"189","2007-10-02",33.310001
"190","2007-10-03",33.119999
"191","2007-10-04",33.279999
"192","2007-10-05",33.5
"193","2007-10-08",33.990002
"194","2007-10-09",33.939999
"195","2007-10-10",34.09
"196","2007-10-11",31.68
"197","2007-10-12",32.5
"198","2007-10-15",31.92
"199","2007-10-16",31.92
"200","2007-10-17",32.759998
"201","2007-10-18",33.200001
"202","2007-10-19",33.560001
"203","2007-10-22",34.490002
"204","2007-10-23",34.169998
"205","2007-10-24",36.27
"206","2007-10-25",36.290001
"207","2007-10-26",36.950001
"208","2007-10-29",38.700001
"209","2007-10-30",37.93
"210","2007-10-31",39.73
"211","2007-11-01",38.490002
"212","2007-11-02",38.380001
"213","2007-11-05",38.849998
"214","2007-11-06",39.529999
"215","2007-11-07",39.970001
"216","2007-11-08",38.799999
"217","2007-11-09",38.75
"218","2007-11-12",38.889999
"219","2007-11-13",42.490002
"220","2007-11-14",42
"221","2007-11-15",41.18
"222","2007-11-16",38.259998
"223","2007-11-19",35.73
"224","2007-11-20",35.720001
"225","2007-11-21",36.849998
"226","2007-11-23",38.290001
"227","2007-11-26",38
"228","2007-11-27",38.200001
"229","2007-11-28",38.200001
"230","2007-11-29",37.759998
"231","2007-11-30",36.759998
"232","2007-12-03",37.75
"233","2007-12-04",36.5
"234","2007-12-05",37.299999
"235","2007-12-06",37.130001
"236","2007-12-07",37.419998
"237","2007-12-10",38.130001
"238","2007-12-11",35.669998
"239","2007-12-12",36.77
"240","2007-12-13",36.529999
"241","2007-12-14",37.02
