"","date","ONDK"
"1","2014-12-17",27.98
"2","2014-12-18",25.91
"3","2014-12-19",24.15
"4","2014-12-22",23
"5","2014-12-23",22.629999
"6","2014-12-24",23.120001
"7","2014-12-26",23.059999
"8","2014-12-29",22.440001
"9","2014-12-30",22.469999
"10","2014-12-31",22.43
"11","2015-01-02",23.9
"12","2015-01-05",22.5
"13","2015-01-06",22.209999
"14","2015-01-07",22.280001
"15","2015-01-08",22.73
"16","2015-01-09",22.690001
"17","2015-01-12",20.65
"18","2015-01-13",18.530001
"19","2015-01-14",18.280001
"20","2015-01-15",18.5
"21","2015-01-16",18.5
"22","2015-01-20",18.389999
"23","2015-01-21",16.870001
"24","2015-01-22",16.5
"25","2015-01-23",16.99
"26","2015-01-26",16.629999
"27","2015-01-27",16.08
"28","2015-01-28",16.07
"29","2015-01-29",14.75
"30","2015-01-30",15.08
"31","2015-02-02",15.67
"32","2015-02-03",15.68
"33","2015-02-04",15.52
"34","2015-02-05",15.71
"35","2015-02-06",16.950001
"36","2015-02-09",17.32
"37","2015-02-10",17.389999
"38","2015-02-11",17.120001
"39","2015-02-12",17.309999
"40","2015-02-13",17.42
"41","2015-02-17",18.030001
"42","2015-02-18",17.549999
"43","2015-02-19",17.74
"44","2015-02-20",18.370001
"45","2015-02-23",19.370001
"46","2015-02-24",19.889999
"47","2015-02-25",19.1
"48","2015-02-26",19.049999
"49","2015-02-27",19.4
"50","2015-03-02",19.49
"51","2015-03-03",18.360001
"52","2015-03-04",17.32
"53","2015-03-05",16.139999
"54","2015-03-06",16.26
"55","2015-03-09",16.790001
"56","2015-03-10",17.33
"57","2015-03-11",18.5
"58","2015-03-12",19.48
"59","2015-03-13",19.41
"60","2015-03-16",21
"61","2015-03-17",21.25
"62","2015-03-18",20.950001
"63","2015-03-19",21.92
"64","2015-03-20",22.26
"65","2015-03-23",23.139999
"66","2015-03-24",23.469999
"67","2015-03-25",21.91
"68","2015-03-26",20.620001
"69","2015-03-27",20.540001
"70","2015-03-30",21.030001
"71","2015-03-31",21.290001
"72","2015-04-01",20.469999
"73","2015-04-02",19.629999
"74","2015-04-06",20.32
"75","2015-04-07",20.51
"76","2015-04-08",20.530001
"77","2015-04-09",19.799999
"78","2015-04-10",19.530001
"79","2015-04-13",19.860001
"80","2015-04-14",21.09
"81","2015-04-15",21.33
"82","2015-04-16",21.08
"83","2015-04-17",20.940001
"84","2015-04-20",20.950001
"85","2015-04-21",20.52
"86","2015-04-22",20.540001
"87","2015-04-23",21.18
"88","2015-04-24",21.23
"89","2015-04-27",20.51
"90","2015-04-28",20.34
"91","2015-04-29",19.870001
"92","2015-04-30",19.25
"93","2015-05-01",19.290001
"94","2015-05-04",20.02
"95","2015-05-05",16.91
"96","2015-05-06",16.959999
"97","2015-05-07",16.01
"98","2015-05-08",15.68
"99","2015-05-11",15.41
"100","2015-05-12",15.76
"101","2015-05-13",15.4
"102","2015-05-14",15.55
"103","2015-05-15",15.85
"104","2015-05-18",16.73
"105","2015-05-19",16.290001
"106","2015-05-20",16.24
"107","2015-05-21",15.8
"108","2015-05-22",15.52
"109","2015-05-26",15.05
"110","2015-05-27",15.39
"111","2015-05-28",15.53
"112","2015-05-29",15.18
"113","2015-06-01",14.46
"114","2015-06-02",14.74
"115","2015-06-03",15.24
"116","2015-06-04",14.9
"117","2015-06-05",14.92
"118","2015-06-08",14.5
"119","2015-06-09",14.03
"120","2015-06-10",14.07
"121","2015-06-11",13.55
"122","2015-06-12",13.66
"123","2015-06-15",12.48
"124","2015-06-16",12.61
"125","2015-06-17",12.59
"126","2015-06-18",12.32
"127","2015-06-19",12.85
"128","2015-06-22",12.88
"129","2015-06-23",12.87
"130","2015-06-24",12.53
"131","2015-06-25",12.39
"132","2015-06-26",12.52
"133","2015-06-29",11.44
"134","2015-06-30",11.58
"135","2015-07-01",11.39
"136","2015-07-02",11.76
"137","2015-07-06",11.84
"138","2015-07-07",11.87
"139","2015-07-08",11.86
"140","2015-07-09",12.15
"141","2015-07-10",12.49
"142","2015-07-13",12.7
"143","2015-07-14",13.09
"144","2015-07-15",13.1
"145","2015-07-16",13.45
"146","2015-07-17",13.49
"147","2015-07-20",12.88
"148","2015-07-21",13.02
"149","2015-07-22",12.97
"150","2015-07-23",12.99
"151","2015-07-24",12.25
"152","2015-07-27",12.04
"153","2015-07-28",12.31
"154","2015-07-29",12.49
"155","2015-07-30",12.67
"156","2015-07-31",13.37
"157","2015-08-03",13.38
"158","2015-08-04",10.47
"159","2015-08-05",9.47
"160","2015-08-06",9.07
"161","2015-08-07",9.18
"162","2015-08-10",9.56
"163","2015-08-11",9.01
"164","2015-08-12",9.33
"165","2015-08-13",9.07
"166","2015-08-14",9.08
"167","2015-08-17",9.45
"168","2015-08-18",9.46
"169","2015-08-19",9.58
"170","2015-08-20",9.51
"171","2015-08-21",9.59
"172","2015-08-24",9.11
"173","2015-08-25",8.69
"174","2015-08-26",8.67
"175","2015-08-27",9.08
"176","2015-08-28",9.16
"177","2015-08-31",9.23
"178","2015-09-01",9.12
"179","2015-09-02",9.16
"180","2015-09-03",9.38
"181","2015-09-04",9.33
"182","2015-09-08",10.05
"183","2015-09-09",10
"184","2015-09-10",10.01
"185","2015-09-11",10.29
"186","2015-09-14",10.2
"187","2015-09-15",10.59
"188","2015-09-16",10.41
"189","2015-09-17",10.61
"190","2015-09-18",10.56
"191","2015-09-21",10.44
"192","2015-09-22",10.14
"193","2015-09-23",9.4
"194","2015-09-24",9.31
"195","2015-09-25",9.42
"196","2015-09-28",9.16
"197","2015-09-29",9.47
"198","2015-09-30",9.9
"199","2015-10-01",9.38
"200","2015-10-02",9.66
"201","2015-10-05",9.99
"202","2015-10-06",9.89
"203","2015-10-07",9.9
"204","2015-10-08",10.01
"205","2015-10-09",9.92
"206","2015-10-12",9.76
"207","2015-10-13",8.97
"208","2015-10-14",8.96
"209","2015-10-15",9.44
"210","2015-10-16",9
"211","2015-10-19",9.18
"212","2015-10-20",9.15
"213","2015-10-21",9.26
"214","2015-10-22",9.24
"215","2015-10-23",9.31
"216","2015-10-26",9.52
"217","2015-10-27",9.27
"218","2015-10-28",9.85
"219","2015-10-29",9.35
"220","2015-10-30",9.52
"221","2015-11-02",9.46
"222","2015-11-03",10.26
"223","2015-11-04",10.52
"224","2015-11-05",11.1
"225","2015-11-06",11.1
"226","2015-11-09",11.3
"227","2015-11-10",11.37
"228","2015-11-11",11.28
"229","2015-11-12",10.9
"230","2015-11-13",10.04
"231","2015-11-16",10.07
"232","2015-11-17",9.71
"233","2015-11-18",9.79
"234","2015-11-19",9.58
"235","2015-11-20",9.48
"236","2015-11-23",9.43
"237","2015-11-24",9.61
"238","2015-11-25",9.63
"239","2015-11-27",9.77
"240","2015-11-30",9.95
"241","2015-12-01",9.01
"242","2015-12-02",11.5
"243","2015-12-03",11.42
"244","2015-12-04",10.98
"245","2015-12-07",10.9
"246","2015-12-08",10.5
"247","2015-12-09",10.02
"248","2015-12-10",10.35
"249","2015-12-11",9.78
"250","2015-12-14",9.65
"251","2015-12-15",9.76
"252","2015-12-16",9.42
"253","2015-12-17",9.34
"254","2015-12-18",10.81
"255","2015-12-21",10.86
"256","2015-12-22",11.13
"257","2015-12-23",11.32
"258","2015-12-24",11.12
"259","2015-12-28",10.25
"260","2015-12-29",10.32
"261","2015-12-30",10.34
"262","2015-12-31",10.3
"263","2016-01-04",9.75
"264","2016-01-05",9.72
"265","2016-01-06",9.69
"266","2016-01-07",9.22
"267","2016-01-08",9.07
"268","2016-01-11",8.57
"269","2016-01-12",8.51
"270","2016-01-13",7.33
"271","2016-01-14",7.45
"272","2016-01-15",7.69
"273","2016-01-19",7.74
"274","2016-01-20",7.71
"275","2016-01-21",8.07
"276","2016-01-22",8.34
"277","2016-01-25",7.82
"278","2016-01-26",8.05
"279","2016-01-27",7.8
"280","2016-01-28",7.57
"281","2016-01-29",7.92
"282","2016-02-01",7.89
"283","2016-02-02",7.6
"284","2016-02-03",7.71
"285","2016-02-04",7.78
"286","2016-02-05",7.61
"287","2016-02-08",6.97
"288","2016-02-09",6.62
"289","2016-02-10",6.97
"290","2016-02-11",6.87
"291","2016-02-12",6.97
"292","2016-02-16",7.62
"293","2016-02-17",7.45
"294","2016-02-18",8.2
"295","2016-02-19",8.44
"296","2016-02-22",8.8
"297","2016-02-23",7.05
"298","2016-02-24",6.31
"299","2016-02-25",6.35
"300","2016-02-26",6.63
"301","2016-02-29",6.7
"302","2016-03-01",6.79
"303","2016-03-02",7.05
"304","2016-03-03",7.69
"305","2016-03-04",8
"306","2016-03-07",7.95
"307","2016-03-08",7.72
"308","2016-03-09",7.48
"309","2016-03-10",7.17
"310","2016-03-11",7.36
"311","2016-03-14",7.54
"312","2016-03-15",7.09
"313","2016-03-16",7.06
"314","2016-03-17",7.17
"315","2016-03-18",7.39
"316","2016-03-21",7.47
"317","2016-03-22",7.53
"318","2016-03-23",7.38
"319","2016-03-24",7.62
"320","2016-03-28",7.08
"321","2016-03-29",7.55
"322","2016-03-30",7.64
"323","2016-03-31",7.79
"324","2016-04-01",7.36
"325","2016-04-04",7.35
"326","2016-04-05",7.12
"327","2016-04-06",7.52
"328","2016-04-07",7.25
"329","2016-04-08",7.18
"330","2016-04-11",7.26
"331","2016-04-12",7.06
"332","2016-04-13",7.28
"333","2016-04-14",7.59
"334","2016-04-15",7.83
"335","2016-04-18",7.82
"336","2016-04-19",8.16
"337","2016-04-20",8.3
"338","2016-04-21",8.28
"339","2016-04-22",8.46
"340","2016-04-25",8.48
"341","2016-04-26",8.48
"342","2016-04-27",8.79
"343","2016-04-28",8.6
"344","2016-04-29",8.63
"345","2016-05-02",8.3
"346","2016-05-03",5.5
"347","2016-05-04",5.11
"348","2016-05-05",4.97
"349","2016-05-06",5.12
"350","2016-05-09",4.91
"351","2016-05-10",4.84
"352","2016-05-11",4.67
"353","2016-05-12",4.31
"354","2016-05-13",4.64
"355","2016-05-16",4.66
"356","2016-05-17",4.47
"357","2016-05-18",4.8
"358","2016-05-19",4.53
"359","2016-05-20",4.69
"360","2016-05-23",4.89
"361","2016-05-24",4.92
"362","2016-05-25",4.94
"363","2016-05-26",4.93
"364","2016-05-27",4.98
"365","2016-05-31",5.17
"366","2016-06-01",5.01
"367","2016-06-02",5.25
"368","2016-06-03",5.04
"369","2016-06-06",5.19
"370","2016-06-07",5.13
"371","2016-06-08",5.12
"372","2016-06-09",5.05
"373","2016-06-10",5.11
"374","2016-06-13",4.93
"375","2016-06-14",4.92
"376","2016-06-15",4.99
"377","2016-06-16",5.1
"378","2016-06-17",5.1
"379","2016-06-20",5.47
"380","2016-06-21",5.42
"381","2016-06-22",5.31
"382","2016-06-23",5.47
"383","2016-06-24",5.2
"384","2016-06-27",4.71
"385","2016-06-28",4.93
"386","2016-06-29",5.19
"387","2016-06-30",5.15
"388","2016-07-01",5.25
"389","2016-07-05",4.89
"390","2016-07-06",4.94
"391","2016-07-07",5.24
"392","2016-07-08",5.25
"393","2016-07-11",5.32
"394","2016-07-12",5.46
"395","2016-07-13",5.29
"396","2016-07-14",5.32
"397","2016-07-15",5.36
"398","2016-07-18",5.49
"399","2016-07-19",5.29
"400","2016-07-20",5.32
"401","2016-07-21",5.27
"402","2016-07-22",5.22
"403","2016-07-25",5.06
"404","2016-07-26",5.28
"405","2016-07-27",5.31
"406","2016-07-28",5.21
"407","2016-07-29",5.2
"408","2016-08-01",5.17
"409","2016-08-02",5
"410","2016-08-03",5.08
"411","2016-08-04",5.21
"412","2016-08-05",5.25
"413","2016-08-08",5.16
"414","2016-08-09",5.68
"415","2016-08-10",5.48
"416","2016-08-11",5.78
"417","2016-08-12",5.88
"418","2016-08-15",6.04
"419","2016-08-16",6.16
"420","2016-08-17",6.25
"421","2016-08-18",6.27
"422","2016-08-19",6.21
"423","2016-08-22",6.03
"424","2016-08-23",6.12
"425","2016-08-24",6.09
"426","2016-08-25",6.16
"427","2016-08-26",6.17
"428","2016-08-29",6.29
"429","2016-08-30",6.39
"430","2016-08-31",6.33
"431","2016-09-01",6.25
"432","2016-09-02",6.35
"433","2016-09-06",6.35
"434","2016-09-07",6.38
"435","2016-09-08",6.26
"436","2016-09-09",6.07
"437","2016-09-12",6.02
"438","2016-09-13",6.19
"439","2016-09-14",5.99
"440","2016-09-15",6.02
"441","2016-09-16",5.89
"442","2016-09-19",5.95
"443","2016-09-20",6.02
