"","date","PRTS"
"95","2007-06-26",9.36
"96","2007-06-27",9.32
"97","2007-06-28",9.29
"98","2007-06-29",9.46
"99","2007-07-02",9.51
"100","2007-07-03",9.27
"101","2007-07-05",9.32
"102","2007-07-06",9.55
"103","2007-07-09",9.91
"104","2007-07-10",9.81
"105","2007-07-11",9.68
"106","2007-07-12",9.63
"107","2007-07-13",9.54
"108","2007-07-16",9.46
"109","2007-07-17",9.59
"110","2007-07-18",9.59
"111","2007-07-19",9.48
"112","2007-07-20",9.53
"113","2007-07-23",9.5
"114","2007-07-24",9.41
"115","2007-07-25",9.34
"116","2007-07-26",9.15
"117","2007-07-27",8.88
"118","2007-07-30",8.77
"119","2007-07-31",8.85
"120","2007-08-01",8.79
"121","2007-08-02",8.79
"122","2007-08-03",8.85
"123","2007-08-06",9
"124","2007-08-07",8.6
"125","2007-08-08",8.82
"126","2007-08-09",8.9
"127","2007-08-10",8.88
"128","2007-08-13",8.91
"129","2007-08-14",8.7
"130","2007-08-15",8.53
"131","2007-08-16",8.16
"132","2007-08-17",8.3
"133","2007-08-20",8.22
"134","2007-08-21",8.6
"135","2007-08-22",8.37
"136","2007-08-23",8.3
"137","2007-08-24",8.4
"138","2007-08-27",8.32
"139","2007-08-28",8.06
"140","2007-08-29",7.82
"141","2007-08-30",7.95
"142","2007-08-31",8.36
"143","2007-09-04",8.66
"144","2007-09-05",8.52
"145","2007-09-06",8.72
"146","2007-09-07",8.6
"147","2007-09-10",8.5
"148","2007-09-11",8.49
"149","2007-09-12",8.58
"150","2007-09-13",8.31
"151","2007-09-14",8.2
"152","2007-09-17",8.25
"153","2007-09-18",8.38
"154","2007-09-19",8.38
"155","2007-09-20",8.7
"156","2007-09-21",8.84
"157","2007-09-24",8.89
"158","2007-09-25",9.01
"159","2007-09-26",8.72
"160","2007-09-27",8.89
"161","2007-09-28",8.71
"162","2007-10-01",8.74
"163","2007-10-02",8.71
"164","2007-10-03",8.59
"165","2007-10-04",8.64
"166","2007-10-05",8.6
"167","2007-10-08",8.65
"168","2007-10-09",8.57
"169","2007-10-10",8.56
"170","2007-10-11",8.62
"171","2007-10-12",8.61
"172","2007-10-15",8.65
"173","2007-10-16",8.31
"174","2007-10-17",8.1
"175","2007-10-18",8.18
"176","2007-10-19",8.01
"177","2007-10-22",8.05
"178","2007-10-23",8.24
"179","2007-10-24",8.1
"180","2007-10-25",8.05
"181","2007-10-26",8.06
"182","2007-10-29",8.13
"183","2007-10-30",8.29
"184","2007-10-31",8.4
"185","2007-11-01",8.26
"186","2007-11-02",8.58
"187","2007-11-05",8.41
"188","2007-11-06",8.28
"189","2007-11-07",8.42
"190","2007-11-08",8.37
"191","2007-11-09",7.27
"192","2007-11-12",6.85
"193","2007-11-13",7.25
"194","2007-11-14",7.3
"195","2007-11-15",7.4
"196","2007-11-16",9.27
"197","2007-11-19",8.01
"198","2007-11-20",8.33
"199","2007-11-21",7.75
"200","2007-11-23",7.96
"201","2007-11-26",7.73
"202","2007-11-27",8.09
"203","2007-11-28",8.59
"204","2007-11-29",8.52
"205","2007-11-30",8.3
"206","2007-12-03",8.42
"207","2007-12-04",8.44
"208","2007-12-05",8.13
"209","2007-12-06",8.64
"210","2007-12-07",8.59
"211","2007-12-10",8.79
"212","2007-12-11",8.55
"213","2007-12-12",8.71
"214","2007-12-13",8.51
"215","2007-12-14",8.04
"216","2007-12-17",7.71
"217","2007-12-18",8.05
"218","2007-12-19",7.72
"219","2007-12-20",8.22
"220","2007-12-21",7.78
"221","2007-12-24",7.8
"222","2007-12-26",7.75
"223","2007-12-27",7.53
"224","2007-12-28",7.44
"225","2007-12-31",8.11
"226","2008-01-02",7.01
"227","2008-01-03",7.09
"228","2008-01-04",7
"229","2008-01-07",6.67
"230","2008-01-08",6.75
"231","2008-01-09",6.7
"232","2008-01-10",6.79
"233","2008-01-11",6.45
"234","2008-01-14",6.7
"235","2008-01-15",6.59
"236","2008-01-16",6.33
"237","2008-01-17",6.04
"238","2008-01-18",5.56
"239","2008-01-22",5.99
"240","2008-01-23",5.94
"241","2008-01-24",5.69
"242","2008-01-25",5.94
"243","2008-01-28",5.59
"244","2008-01-29",5.35
"245","2008-01-30",5.46
"246","2008-01-31",5.97
"247","2008-02-01",5.9
"248","2008-02-04",5.62
"249","2008-02-05",5.4
"250","2008-02-06",5.4
"251","2008-02-07",5.4
"252","2008-02-08",5.28
"253","2008-02-11",6
"254","2008-02-12",5.85
"255","2008-02-13",5.74
"256","2008-02-14",5.58
"257","2008-02-15",5.4
"258","2008-02-19",5.36
"259","2008-02-20",5.49
"260","2008-02-21",5.49
"261","2008-02-22",4.99
"262","2008-02-25",4.8
"263","2008-02-26",4.75
"264","2008-02-27",4.96
"265","2008-02-28",4.96
"266","2008-02-29",4.91
"267","2008-03-03",4.75
"268","2008-03-04",4.65
"269","2008-03-05",4.64
"270","2008-03-06",4.65
"271","2008-03-07",2.94
"272","2008-03-10",2.77
"273","2008-03-11",2.64
"274","2008-03-12",2.63
"275","2008-03-13",2.82
"276","2008-03-14",2.7
"277","2008-03-17",2.49
"278","2008-03-18",2.48
"279","2008-03-19",2.35
"280","2008-03-20",2.49
"281","2008-03-24",2.92
"282","2008-03-25",3.06
"283","2008-03-26",3.2
"284","2008-03-27",3.18
"285","2008-03-28",3.14
"286","2008-03-31",3.2
"287","2008-04-01",3.85
"288","2008-04-02",3.92
"289","2008-04-03",4.01
"290","2008-04-04",3.73
"291","2008-04-07",3.6
"292","2008-04-08",3.45
"293","2008-04-09",3.83
"294","2008-04-10",3.81
"295","2008-04-11",3.51
"296","2008-04-14",3.39
"297","2008-04-15",4.2
"298","2008-04-16",3.93
"299","2008-04-17",3.47
"300","2008-04-18",4.01
"301","2008-04-21",3.68
"302","2008-04-22",3.45
"303","2008-04-23",3.06
"304","2008-04-24",3.44
"305","2008-04-25",3.29
"306","2008-04-28",3.16
"307","2008-04-29",3.32
"308","2008-04-30",3.49
"309","2008-05-01",3.18
"310","2008-05-02",3.06
"311","2008-05-05",3.05
"312","2008-05-06",3.27
"313","2008-05-07",3.38
"314","2008-05-08",3.2
"315","2008-05-09",3.44
"316","2008-05-12",3.61
"317","2008-05-13",3.58
"318","2008-05-14",3.64
"319","2008-05-15",3.72
"320","2008-05-16",3.82
"321","2008-05-19",3.7
"322","2008-05-20",3.42
"323","2008-05-21",3.29
"324","2008-05-22",3.29
"325","2008-05-23",3.22
"326","2008-05-27",3.17
"327","2008-05-28",3.32
"328","2008-05-29",3.2
"329","2008-05-30",3.71
"330","2008-06-02",3.45
"331","2008-06-03",3.58
"332","2008-06-04",3.61
"333","2008-06-05",3.72
"334","2008-06-06",3.7
"335","2008-06-09",3.65
"336","2008-06-10",3.68
"337","2008-06-11",3.69
"338","2008-06-12",3.64
"339","2008-06-13",3.66
"340","2008-06-16",3.67
"341","2008-06-17",3.79
"342","2008-06-18",3.9
"343","2008-06-19",3.72
"344","2008-06-20",3.62
"345","2008-06-23",3.69
"346","2008-06-24",3.67
"347","2008-06-25",3.75
"348","2008-06-26",3.56
"349","2008-06-27",3.63
"350","2008-06-30",3.62
"351","2008-07-01",3.57
"352","2008-07-02",3.56
"353","2008-07-03",3.54
"354","2008-07-07",3.61
"355","2008-07-08",3.43
"356","2008-07-09",3.26
"357","2008-07-10",3.26
"358","2008-07-11",3.26
"359","2008-07-14",3.3
"360","2008-07-15",3.04
"361","2008-07-16",3.04
"362","2008-07-17",3.03
"363","2008-07-18",3.08
"364","2008-07-21",3.08
"365","2008-07-22",3.17
"366","2008-07-23",3.04
"367","2008-07-24",3.13
"368","2008-07-25",3.24
"369","2008-07-28",3.31
"370","2008-07-29",3.29
"371","2008-07-30",3.21
"372","2008-07-31",3.3
"373","2008-08-01",3.24
"374","2008-08-04",3.32
"375","2008-08-05",3.26
"376","2008-08-06",2.6
"377","2008-08-07",2.8
"378","2008-08-08",2.89
"379","2008-08-11",2.85
"380","2008-08-12",2.99
"381","2008-08-13",2.92
"382","2008-08-14",2.93
"383","2008-08-15",2.8
"384","2008-08-18",2.81
"385","2008-08-19",2.74
"386","2008-08-20",2.86
"387","2008-08-21",2.82
"388","2008-08-22",2.75
"389","2008-08-25",2.71
"390","2008-08-26",2.68
"391","2008-08-27",2.62
"392","2008-08-28",2.66
"393","2008-08-29",2.58
"394","2008-09-02",2.61
"395","2008-09-03",2.66
"396","2008-09-04",2.65
"397","2008-09-05",2.65
"398","2008-09-08",2.65
"399","2008-09-09",2.5
"400","2008-09-10",2.46
"401","2008-09-11",2.52
"402","2008-09-12",2.41
"403","2008-09-15",2.47
"404","2008-09-16",2.42
"405","2008-09-17",2.35
"406","2008-09-18",2.47
"407","2008-09-19",2.37
"408","2008-09-22",2.27
"409","2008-09-23",2.21
"410","2008-09-24",2.2
"411","2008-09-25",2.25
"412","2008-09-26",2.15
"413","2008-09-29",2.08
"414","2008-09-30",2.15
"415","2008-10-01",2.04
"416","2008-10-02",2.04
"417","2008-10-03",2.04
"418","2008-10-06",2.04
"419","2008-10-07",1.82
"420","2008-10-08",1.69
"421","2008-10-09",1.66
"422","2008-10-10",1.7
"423","2008-10-13",1.78
"424","2008-10-14",1.99
"425","2008-10-15",1.9
"426","2008-10-16",1.91
"427","2008-10-17",2
"428","2008-10-20",1.97
"429","2008-10-21",2.18
"430","2008-10-22",1.92
"431","2008-10-23",2.08
"432","2008-10-24",2.02
"433","2008-10-27",2.01
"434","2008-10-28",2.05
"435","2008-10-29",2.05
"436","2008-10-30",2.1
"437","2008-10-31",2.04
"438","2008-11-03",2
"439","2008-11-04",1.85
"440","2008-11-05",1.91
"441","2008-11-06",1.9
"442","2008-11-07",1.87
"443","2008-11-10",1.89
"444","2008-11-11",1.9
"445","2008-11-12",1.9
"446","2008-11-13",1.79
"447","2008-11-14",1.67
"448","2008-11-17",1.49
"449","2008-11-18",1.45
"450","2008-11-19",1.17
"451","2008-11-20",1.2
"452","2008-11-21",1.48
"453","2008-11-24",1.7
"454","2008-11-25",2
"455","2008-11-26",2
"456","2008-11-28",2.08
"457","2008-12-01",1.97
"458","2008-12-02",1.85
"459","2008-12-03",1.73
"460","2008-12-04",1.8
"461","2008-12-05",1.81
"462","2008-12-08",1.62
"463","2008-12-09",1.6
"464","2008-12-10",1.65
"465","2008-12-11",1.79
"466","2008-12-12",1.74
"467","2008-12-15",1.82
"468","2008-12-16",1.67
"469","2008-12-17",1.75
"470","2008-12-18",1.62
"471","2008-12-19",1.59
"472","2008-12-22",1.36
"473","2008-12-23",1.31
"474","2008-12-24",1.4
"475","2008-12-26",1.5
"476","2008-12-29",1.53
"477","2008-12-30",1.37
"478","2008-12-31",1.39
"479","2009-01-02",1.47
"480","2009-01-05",1.59
"481","2009-01-06",1.73
"482","2009-01-07",1.6
"483","2009-01-08",1.41
"484","2009-01-09",1.42
"485","2009-01-12",1.41
"486","2009-01-13",1.44
"487","2009-01-14",1.35
"488","2009-01-15",1.48
"489","2009-01-16",1.59
"490","2009-01-20",1.48
"491","2009-01-21",1.4
"492","2009-01-22",1.45
"493","2009-01-23",1.38
"494","2009-01-26",1.39
"495","2009-01-27",1.39
"496","2009-01-28",1.45
"497","2009-01-29",1.43
"498","2009-01-30",1.36
"499","2009-02-02",1.39
"500","2009-02-03",1.3
"501","2009-02-04",1.3
"502","2009-02-05",1.32
"503","2009-02-06",1.45
"504","2009-02-09",1.45
"505","2009-02-10",1.4
"506","2009-02-11",1.4
"507","2009-02-12",1.18
"508","2009-02-13",1.15
"509","2009-02-17",1.33
"510","2009-02-18",1.31
"511","2009-02-19",1.36
"512","2009-02-20",1.23
"513","2009-02-23",1.17
"514","2009-02-24",1.18
"515","2009-02-25",1.32
"516","2009-02-26",1.31
"517","2009-02-27",1.31
"518","2009-03-02",1.26
"519","2009-03-03",1.31
"520","2009-03-04",1.46
"521","2009-03-05",1.4
"522","2009-03-06",1.26
"523","2009-03-09",1.28
"524","2009-03-10",1.56
"525","2009-03-11",1.6
"526","2009-03-12",1.58
"527","2009-03-13",1.58
"528","2009-03-16",1.53
"529","2009-03-17",1.59
"530","2009-03-18",1.59
"531","2009-03-19",1.6
"532","2009-03-20",1.66
"533","2009-03-23",1.56
"534","2009-03-24",1.5
"535","2009-03-25",1.55
"536","2009-03-26",1.64
"537","2009-03-27",1.61
"538","2009-03-30",1.62
"539","2009-03-31",1.6
"540","2009-04-01",1.65
"541","2009-04-02",1.75
"542","2009-04-03",1.78
"543","2009-04-06",1.8
"544","2009-04-07",1.81
"545","2009-04-08",1.81
"546","2009-04-09",1.9
"547","2009-04-13",2.09
"548","2009-04-14",2
"549","2009-04-15",1.95
"550","2009-04-16",1.8
"551","2009-04-17",2
"552","2009-04-20",1.89
"553","2009-04-21",1.85
"554","2009-04-22",1.82
"555","2009-04-23",1.91
"556","2009-04-24",2.02
"557","2009-04-27",1.99
"558","2009-04-28",1.99
"559","2009-04-29",2.09
"560","2009-04-30",2.12
"561","2009-05-01",2.13
"562","2009-05-04",2.09
"563","2009-05-05",2.14
"564","2009-05-06",2.08
"565","2009-05-07",2.7
"566","2009-05-08",2.65
"567","2009-05-11",2.5
"568","2009-05-12",2.8
"569","2009-05-13",2.8
"570","2009-05-14",2.76
"571","2009-05-15",2.74
"572","2009-05-18",2.75
"573","2009-05-19",3.19
"574","2009-05-20",3
"575","2009-05-21",3.15
"576","2009-05-22",3.08
"577","2009-05-26",3.05
"578","2009-05-27",3.23
"579","2009-05-28",3.45
"580","2009-05-29",3.6
"581","2009-06-01",3.95
"582","2009-06-02",3.88
"583","2009-06-03",3.64
"584","2009-06-04",3.62
"585","2009-06-05",3.65
"586","2009-06-08",3.81
"587","2009-06-09",3.87
"588","2009-06-10",3.95
"589","2009-06-11",3.84
"590","2009-06-12",4.02
"591","2009-06-15",3.61
"592","2009-06-16",3.38
"593","2009-06-17",3.36
"594","2009-06-18",3.33
"595","2009-06-19",3.46
"596","2009-06-22",3.25
"597","2009-06-23",3.27
"598","2009-06-24",3.42
"599","2009-06-25",3.4
"600","2009-06-26",3.98
"601","2009-06-29",3.65
"602","2009-06-30",3.77
"603","2009-07-01",3.98
"604","2009-07-02",3.65
"605","2009-07-06",3.8
"606","2009-07-07",3.54
"607","2009-07-08",3.55
"608","2009-07-09",3.54
"609","2009-07-10",3.59
"610","2009-07-13",3.68
"611","2009-07-14",3.87
"612","2009-07-15",3.95
"613","2009-07-16",3.86
"614","2009-07-17",3.8
"615","2009-07-20",4
"616","2009-07-21",4.09
"617","2009-07-22",4.4
"618","2009-07-23",4.6
"619","2009-07-24",4.55
"620","2009-07-27",4.76
"621","2009-07-28",4.89
"622","2009-07-29",4.8
"623","2009-07-30",4.72
"624","2009-07-31",4.41
"625","2009-08-03",4.37
"626","2009-08-04",4.52
"627","2009-08-05",4.37
"628","2009-08-06",5.49
"629","2009-08-07",5.79
"630","2009-08-10",5.7
"631","2009-08-11",5.57
"632","2009-08-12",5.67
"633","2009-08-13",5.74
"634","2009-08-14",5.55
"635","2009-08-17",5.44
"636","2009-08-18",5.55
"637","2009-08-19",5.7
"638","2009-08-20",5.67
"639","2009-08-21",5.71
"640","2009-08-24",5.5
"641","2009-08-25",5.69
"642","2009-08-26",5.57
"643","2009-08-27",5.34
"644","2009-08-28",5.3
"645","2009-08-31",5.45
"646","2009-09-01",5.23
"647","2009-09-02",5.4
"648","2009-09-03",5.48
"649","2009-09-04",5.44
"650","2009-09-08",5.36
"651","2009-09-09",5.34
"652","2009-09-10",5.43
"653","2009-09-11",5.27
"654","2009-09-14",5.32
"655","2009-09-15",5.25
"656","2009-09-16",5.3
"657","2009-09-17",5.27
"658","2009-09-18",5.39
"659","2009-09-21",5.43
"660","2009-09-22",5.49
"661","2009-09-23",5.36
"662","2009-09-24",5.38
"663","2009-09-25",5.51
"664","2009-09-28",5.38
"665","2009-09-29",5.43
"666","2009-09-30",5.45
"667","2009-10-01",5.3
"668","2009-10-02",5.38
"669","2009-10-05",5.48
"670","2009-10-06",5.98
"671","2009-10-07",6.01
"672","2009-10-08",5.8
"673","2009-10-09",5.74
"674","2009-10-12",5.67
"675","2009-10-13",5.63
"676","2009-10-14",5.65
"677","2009-10-15",5.45
"678","2009-10-16",5.47
"679","2009-10-19",5.58
"680","2009-10-20",5.57
"681","2009-10-21",5.37
"682","2009-10-22",5.4
"683","2009-10-23",5.3
"684","2009-10-26",5.46
"685","2009-10-27",5.36
"686","2009-10-28",5.07
"687","2009-10-29",5.4
"688","2009-10-30",5.35
"689","2009-11-02",5.13
"690","2009-11-03",4.76
"691","2009-11-04",4.3
"692","2009-11-05",4.93
"693","2009-11-06",4.75
"694","2009-11-09",4.99
"695","2009-11-10",5.05
"696","2009-11-11",4.9
"697","2009-11-12",4.83
"698","2009-11-13",5
"699","2009-11-16",5.15
"700","2009-11-17",5.09
"701","2009-11-18",5.1
"702","2009-11-19",4.89
"703","2009-11-20",4.79
"704","2009-11-23",4.99
"705","2009-11-24",4.96
"706","2009-11-25",4.76
"707","2009-11-27",4.67
"708","2009-11-30",4.61
"709","2009-12-01",5.02
"710","2009-12-02",4.96
"711","2009-12-03",4.91
"712","2009-12-04",5.08
"713","2009-12-07",5.14
"714","2009-12-08",5.05
"715","2009-12-09",4.95
"716","2009-12-10",4.92
"717","2009-12-11",5.05
"718","2009-12-14",5.05
"719","2009-12-15",4.97
"720","2009-12-16",5.02
"721","2009-12-17",4.87
"722","2009-12-18",4.95
"723","2009-12-21",5.01
"724","2009-12-22",4.94
"725","2009-12-23",4.97
"726","2009-12-24",4.91
"727","2009-12-28",4.94
"728","2009-12-29",4.93
"729","2009-12-30",5.05
"730","2009-12-31",5.2
"731","2010-01-04",5.26
"732","2010-01-05",5.11
"733","2010-01-06",5.14
"734","2010-01-07",5.26
"735","2010-01-08",5.45
"736","2010-01-11",5.95
"737","2010-01-12",5.96
"738","2010-01-13",5.91
"739","2010-01-14",5.94
"740","2010-01-15",5.97
"741","2010-01-19",6.17
"742","2010-01-20",6.1
"743","2010-01-21",5.96
"744","2010-01-22",5.73
"745","2010-01-25",5.61
"746","2010-01-26",5.56
"747","2010-01-27",6.22
"748","2010-01-28",6.03
"749","2010-01-29",5.9
"750","2010-02-01",6
"751","2010-02-02",5.91
"752","2010-02-03",5.88
"753","2010-02-04",5.7
"754","2010-02-05",5.61
"755","2010-02-08",5.49
"756","2010-02-09",5.7
"757","2010-02-10",5.55
"758","2010-02-11",5.74
"759","2010-02-12",5.83
"760","2010-02-16",5.87
"761","2010-02-17",5.68
"762","2010-02-18",5.9
"763","2010-02-19",5.78
"764","2010-02-22",5.85
"765","2010-02-23",5.78
"766","2010-02-24",5.9
"767","2010-02-25",5.84
"768","2010-02-26",6.23
"769","2010-03-01",6.61
"770","2010-03-02",6.97
"771","2010-03-03",7.09
"772","2010-03-04",7.14
"773","2010-03-05",7.17
"774","2010-03-08",7.33
"775","2010-03-09",7.53
"776","2010-03-10",7.3
"777","2010-03-11",7.25
"778","2010-03-12",7.29
"779","2010-03-15",7.62
"780","2010-03-16",7.65
"781","2010-03-17",7.5
"782","2010-03-18",7.5
"783","2010-03-19",7.56
"784","2010-03-22",7.54
"785","2010-03-23",7.5
"786","2010-03-24",7.2
"787","2010-03-25",7.16
"788","2010-03-26",7.19
"789","2010-03-29",7.35
"790","2010-03-30",7.37
"791","2010-03-31",7.52
"792","2010-04-01",7.37
"793","2010-04-05",7.26
"794","2010-04-06",7.44
"795","2010-04-07",7.55
"796","2010-04-08",7.98
"797","2010-04-09",7.91
"798","2010-04-12",7.56
"799","2010-04-13",7.71
"800","2010-04-14",7.79
"801","2010-04-15",7.93
"802","2010-04-16",7.74
"803","2010-04-19",7.55
"804","2010-04-20",7.78
"805","2010-04-21",7.79
"806","2010-04-22",7.75
"807","2010-04-23",7.92
"808","2010-04-26",8.3
"809","2010-04-27",8.32
"810","2010-04-28",8.69
"811","2010-04-29",9.06
"812","2010-04-30",9.4
"813","2010-05-03",9.11
"814","2010-05-04",8.89
"815","2010-05-05",8.64
"816","2010-05-06",8.46
"817","2010-05-07",8.22
"818","2010-05-10",8.78
"819","2010-05-11",8.79
"820","2010-05-12",8.9
"821","2010-05-13",8.79
"822","2010-05-14",8.76
"823","2010-05-17",8.63
"824","2010-05-18",8.32
"825","2010-05-19",8.26
"826","2010-05-20",7.65
"827","2010-05-21",8.08
"828","2010-05-24",8.04
"829","2010-05-25",7.92
"830","2010-05-26",7.83
"831","2010-05-27",8.35
"832","2010-05-28",8.16
"833","2010-06-01",7.88
"834","2010-06-02",7.94
"835","2010-06-03",7.59
"836","2010-06-04",7.35
"837","2010-06-07",7.27
"838","2010-06-08",7.18
"839","2010-06-09",7.23
"840","2010-06-10",7.48
"841","2010-06-11",7.7
"842","2010-06-14",7.57
"843","2010-06-15",7.52
"844","2010-06-16",7.29
"845","2010-06-17",7.26
"846","2010-06-18",7.24
"847","2010-06-21",7.26
"848","2010-06-22",6.91
"849","2010-06-23",6.57
"850","2010-06-24",6.46
"851","2010-06-25",6.14
"852","2010-06-28",6.34
"853","2010-06-29",6.05
"854","2010-06-30",6
"855","2010-07-01",6.09
"856","2010-07-02",6.08
"857","2010-07-06",5.92
"858","2010-07-07",5.99
"859","2010-07-08",5.97
"860","2010-07-09",6.17
"861","2010-07-12",5.96
"862","2010-07-13",6.09
"863","2010-07-14",6.38
"864","2010-07-15",6.42
"865","2010-07-16",6.12
"866","2010-07-19",6.06
"867","2010-07-20",6.38
"868","2010-07-21",6.02
"869","2010-07-22",6.23
"870","2010-07-23",6.5
"871","2010-07-26",6.71
"872","2010-07-27",6.51
"873","2010-07-28",6.34
"874","2010-07-29",6.43
"875","2010-07-30",6.7
"876","2010-08-02",7.07
"877","2010-08-03",7.87
"878","2010-08-04",8.16
"879","2010-08-05",8.11
"880","2010-08-06",8.34
"881","2010-08-09",8.08
"882","2010-08-10",8.03
"883","2010-08-11",7.95
"884","2010-08-12",7.91
"885","2010-08-13",7.82
"886","2010-08-16",8.13
"887","2010-08-17",8.25
"888","2010-08-18",8.55
"889","2010-08-19",8.47
"890","2010-08-20",8.18
"891","2010-08-23",8.15
"892","2010-08-24",7.8
"893","2010-08-25",7.6
"894","2010-08-26",7.78
"895","2010-08-27",8.14
"896","2010-08-30",8.22
"897","2010-08-31",8.22
"898","2010-09-01",8.5
"899","2010-09-02",8.7
"900","2010-09-03",9.04
"901","2010-09-07",8.32
"902","2010-09-08",8.46
"903","2010-09-09",8.35
"904","2010-09-10",8.33
"905","2010-09-13",8.33
"906","2010-09-14",8.25
"907","2010-09-15",8.29
"908","2010-09-16",8.23
"909","2010-09-17",8.18
"910","2010-09-20",8.24
"911","2010-09-21",8.2
"912","2010-09-22",8.11
"913","2010-09-23",7.86
"914","2010-09-24",8.32
"915","2010-09-27",8.11
"916","2010-09-28",8.25
"917","2010-09-29",8.1
"918","2010-09-30",8.2
"919","2010-10-01",8.25
"920","2010-10-04",8.23
"921","2010-10-05",8.36
"922","2010-10-06",8.34
"923","2010-10-07",8.5
"924","2010-10-08",8.63
"925","2010-10-11",8.84
"926","2010-10-12",8.78
"927","2010-10-13",8.77
"928","2010-10-14",8.75
"929","2010-10-15",8.83
"930","2010-10-18",8.82
"931","2010-10-19",8.74
"932","2010-10-20",8.63
"933","2010-10-21",8.42
"934","2010-10-22",8.53
"935","2010-10-25",8.49
"936","2010-10-26",8.39
"937","2010-10-27",8.19
"938","2010-10-28",8.04
"939","2010-10-29",7.99
"940","2010-11-01",8.02
"941","2010-11-02",8.39
"942","2010-11-03",8.58
"943","2010-11-04",8.9
"944","2010-11-05",8.88
"945","2010-11-08",8.25
"946","2010-11-09",8.63
"947","2010-11-10",8.61
"948","2010-11-11",8.59
"949","2010-11-12",8.42
"950","2010-11-15",8.41
"951","2010-11-16",7.99
"952","2010-11-17",7.73
"953","2010-11-18",8.1
"954","2010-11-19",8.17
"955","2010-11-22",8.29
"956","2010-11-23",7.96
"957","2010-11-24",8.1
"958","2010-11-26",7.99
"959","2010-11-29",8.07
"960","2010-11-30",7.99
"961","2010-12-01",8.21
"962","2010-12-02",8.25
"963","2010-12-03",8.32
"964","2010-12-06",8.28
"965","2010-12-07",8.4
"966","2010-12-08",8.81
"967","2010-12-09",9
"968","2010-12-10",8.92
"969","2010-12-13",9.07
"970","2010-12-14",8.79
"971","2010-12-15",8.83
"972","2010-12-16",8.65
"973","2010-12-17",8.47
"974","2010-12-20",8.69
"975","2010-12-21",8.78
"976","2010-12-22",8.78
"977","2010-12-23",8.76
"978","2010-12-27",8.46
"979","2010-12-28",8.7
"980","2010-12-29",8.36
"981","2010-12-30",8.5
"982","2010-12-31",8.4
"983","2011-01-03",8.59
"984","2011-01-04",8.63
"985","2011-01-05",9.05
"986","2011-01-06",9.01
"987","2011-01-07",9.02
"988","2011-01-10",9.02
"989","2011-01-11",9.13
"990","2011-01-12",9.12
"991","2011-01-13",9.12
"992","2011-01-14",9.19
"993","2011-01-18",9.85
"994","2011-01-19",9.68
"995","2011-01-20",9.75
"996","2011-01-21",9.27
"997","2011-01-24",9.28
"998","2011-01-25",9.21
"999","2011-01-26",9.47
"1000","2011-01-27",9.22
