"","date","GIL"
"1","2007-01-03",11.735
"2","2007-01-04",11.7425
"3","2007-01-05",11.9025
"4","2007-01-08",11.9725
"5","2007-01-09",12.1425
"6","2007-01-10",12.335
"7","2007-01-11",12.7075
"8","2007-01-12",13.015
"9","2007-01-16",13.1525
"10","2007-01-17",12.955
"11","2007-01-18",12.94
"12","2007-01-19",13.05
"13","2007-01-22",12.8425
"14","2007-01-23",13.0775
"15","2007-01-24",12.995
"16","2007-01-25",12.755
"17","2007-01-26",12.7325
"18","2007-01-29",12.5225
"19","2007-01-30",12.3825
"20","2007-01-31",12.46
"21","2007-02-01",12.965
"22","2007-02-02",12.9475
"23","2007-02-05",12.67
"24","2007-02-06",13.06
"25","2007-02-07",13.185
"26","2007-02-08",13.275
"27","2007-02-09",12.9775
"28","2007-02-12",13.035
"29","2007-02-13",13.025
"30","2007-02-14",13.2625
"31","2007-02-15",13.2625
"32","2007-02-16",13.4575
"33","2007-02-20",13.4325
"34","2007-02-21",13.3375
"35","2007-02-22",13.3275
"36","2007-02-23",13.4
"37","2007-02-26",13.3875
"38","2007-02-27",12.9875
"39","2007-02-28",12.9325
"40","2007-03-01",13.0675
"41","2007-03-02",12.7075
"42","2007-03-05",12.61
"43","2007-03-06",12.7725
"44","2007-03-07",12.9475
"45","2007-03-08",13.2725
"46","2007-03-09",13.65
"47","2007-03-12",13.8475
"48","2007-03-13",13.775
"49","2007-03-14",13.825
"50","2007-03-15",13.875
"51","2007-03-16",13.8125
"52","2007-03-19",13.8725
"53","2007-03-20",14.1825
"54","2007-03-21",14.2775
"55","2007-03-22",14.3275
"56","2007-03-23",14.2625
"57","2007-03-26",14.0925
"58","2007-03-27",14.5025
"59","2007-03-28",15.0025
"60","2007-03-29",14.7625
"61","2007-03-30",14.7125
"62","2007-04-02",14.6825
"63","2007-04-03",15.075
"64","2007-04-04",15.5875
"65","2007-04-05",15.785
"66","2007-04-09",15.805
"67","2007-04-10",15.78
"68","2007-04-11",15.6725
"69","2007-04-12",15.82
"70","2007-04-13",15.635
"71","2007-04-16",16.0375
"72","2007-04-17",16.309999
"73","2007-04-18",16.252501
"74","2007-04-19",16.0175
"75","2007-04-20",16.0975
"76","2007-04-23",16.025
"77","2007-04-24",15.8575
"78","2007-04-25",15.8475
"79","2007-04-26",15.835
"80","2007-04-27",15.965
"81","2007-04-30",15.925
"82","2007-05-01",15.9525
"83","2007-05-02",16.2775
"84","2007-05-03",15.9275
"85","2007-05-04",16.174999
"86","2007-05-07",16.52
"87","2007-05-08",17.049999
"88","2007-05-09",17.0175
"89","2007-05-10",16.959999
"90","2007-05-11",17.075001
"91","2007-05-14",17.305
"92","2007-05-15",17.475
"93","2007-05-16",17.6075
"94","2007-05-17",17.4175
"95","2007-05-18",17.5275
"96","2007-05-21",18.285
"97","2007-05-22",17.997499
"98","2007-05-23",17.682501
"99","2007-05-24",17.112499
"100","2007-05-25",17.27
"101","2007-05-29",16.924999
"102","2007-05-30",17.07
"103","2007-05-31",17.475
"104","2007-06-01",17.67
"105","2007-06-04",17.91
"106","2007-06-05",17.639999
"107","2007-06-06",17.594999
"108","2007-06-07",17.219999
"109","2007-06-08",17.285
"110","2007-06-11",17.334999
"111","2007-06-12",17.360001
"112","2007-06-13",17.445
"113","2007-06-14",17.790001
"114","2007-06-15",18.145
"115","2007-06-18",18.280001
"116","2007-06-19",18.1
"117","2007-06-20",17.959999
"118","2007-06-21",17.725
"119","2007-06-22",17.945
"120","2007-06-25",17.764999
"121","2007-06-26",17.219999
"122","2007-06-27",17.57
"123","2007-06-28",17.344999
"124","2007-06-29",17.145
"125","2007-07-02",16.870001
"126","2007-07-03",16.879999
"127","2007-07-05",17.719999
"128","2007-07-06",17.875
"129","2007-07-09",17.725
"130","2007-07-10",17.35
"131","2007-07-11",17.135
"132","2007-07-12",17.285
"133","2007-07-13",17.4
"134","2007-07-16",17.620001
"135","2007-07-17",17.965
"136","2007-07-18",17.764999
"137","2007-07-19",17.715
"138","2007-07-20",17.405001
"139","2007-07-23",17.709999
"140","2007-07-24",17.42
"141","2007-07-25",17.15
"142","2007-07-26",16.535
"143","2007-07-27",16.84
"144","2007-07-30",16.99
"145","2007-07-31",17.115
"146","2007-08-01",16.780001
"147","2007-08-02",16.450001
"148","2007-08-03",16.125
"149","2007-08-06",16.514999
"150","2007-08-07",17.475
"151","2007-08-08",17.754999
"152","2007-08-09",17.785
"153","2007-08-10",17.5
"154","2007-08-13",17.084999
"155","2007-08-14",16.1
"156","2007-08-15",15.535
"157","2007-08-16",15.425
"158","2007-08-17",15.82
"159","2007-08-20",15.73
"160","2007-08-21",15.815
"161","2007-08-22",16.4
"162","2007-08-23",16.059999
"163","2007-08-24",16.290001
"164","2007-08-27",16.110001
"165","2007-08-28",15.555
"166","2007-08-29",15.74
"167","2007-08-30",15.81
"168","2007-08-31",16.205
"169","2007-09-04",16.275
"170","2007-09-05",16.084999
"171","2007-09-06",16.004999
"172","2007-09-07",15.94
"173","2007-09-10",15.945
"174","2007-09-11",16.305
"175","2007-09-12",15.975
"176","2007-09-13",16.25
"177","2007-09-14",15.975
"178","2007-09-17",15.835
"179","2007-09-18",17.959999
"180","2007-09-19",17.93
"181","2007-09-20",18.139999
"182","2007-09-21",19.23
"183","2007-09-24",18.965
"184","2007-09-25",18.98
"185","2007-09-26",19.105
"186","2007-09-27",19.445
"187","2007-09-28",19.695
"188","2007-10-01",19.965
"189","2007-10-02",19.875
"190","2007-10-03",19.625
"191","2007-10-04",19.545
"192","2007-10-05",20.299999
"193","2007-10-08",19.629999
"194","2007-10-09",19.885
"195","2007-10-10",19.9
"196","2007-10-11",20.075001
"197","2007-10-12",20.48
"198","2007-10-15",20.370001
"199","2007-10-16",20.735001
"200","2007-10-17",20.9
"201","2007-10-18",21
"202","2007-10-19",20.719999
"203","2007-10-22",20.495001
"204","2007-10-23",21.455
"205","2007-10-24",21.285
"206","2007-10-25",22.1
"207","2007-10-26",22.5
"208","2007-10-29",22.549999
"209","2007-10-30",22.584999
"210","2007-10-31",22.465
"211","2007-11-01",22.385
"212","2007-11-02",21.969999
"213","2007-11-05",21.125
"214","2007-11-06",21.395
"215","2007-11-07",20.93
"216","2007-11-08",20.700001
"217","2007-11-09",20.084999
"218","2007-11-12",19.77
"219","2007-11-13",20.18
"220","2007-11-14",20.76
"221","2007-11-15",20.48
"222","2007-11-16",20.815001
"223","2007-11-19",19.379999
"224","2007-11-20",19.434999
"225","2007-11-21",18.6
"226","2007-11-23",19.754999
"227","2007-11-26",18.665001
"228","2007-11-27",19.025
"229","2007-11-28",19.555
"230","2007-11-29",18.955
"231","2007-11-30",19.07
"232","2007-12-03",18.844999
"233","2007-12-04",18.860001
"234","2007-12-05",18.700001
"235","2007-12-06",19.674999
"236","2007-12-07",18.889999
"237","2007-12-10",19.764999
"238","2007-12-11",19.795
"239","2007-12-12",19.985001
"240","2007-12-13",20.030001
"241","2007-12-14",20.344999
"242","2007-12-17",20.4
"243","2007-12-18",20.325001
"244","2007-12-19",20.309999
"245","2007-12-20",20.07
"246","2007-12-21",20.389999
"247","2007-12-24",20.665001
"248","2007-12-26",20.315001
"249","2007-12-27",20.870001
"250","2007-12-28",20.805
"251","2007-12-31",20.58
"252","2008-01-02",20.684999
"253","2008-01-03",20.605
"254","2008-01-04",19.924999
"255","2008-01-07",19.915001
"256","2008-01-08",19.75
"257","2008-01-09",19.85
"258","2008-01-10",20.514999
"259","2008-01-11",19.49
"260","2008-01-14",19.15
"261","2008-01-15",18.115
"262","2008-01-16",17.485001
"263","2008-01-17",16.325001
"264","2008-01-18",17
"265","2008-01-22",16.025
"266","2008-01-23",16.709999
"267","2008-01-24",17.225
"268","2008-01-25",17.6
"269","2008-01-28",17.219999
"270","2008-01-29",18.145
"271","2008-01-30",17.834999
"272","2008-01-31",18.459999
"273","2008-02-01",19.145
"274","2008-02-04",19.4
"275","2008-02-05",18.440001
"276","2008-02-06",18.559999
"277","2008-02-07",18.58
"278","2008-02-08",18.834999
"279","2008-02-11",19.135
"280","2008-02-12",19.43
"281","2008-02-13",20.26
"282","2008-02-14",19.545
"283","2008-02-15",19.365
"284","2008-02-19",19.200001
"285","2008-02-20",18.965
"286","2008-02-21",19.325001
"287","2008-02-22",18.995001
"288","2008-02-25",18.98
"289","2008-02-26",19.950001
"290","2008-02-27",19.575001
"291","2008-02-28",19.375
"292","2008-02-29",18.855
"293","2008-03-03",18.535
"294","2008-03-04",18.264999
"295","2008-03-05",18.504999
"296","2008-03-06",17.4
"297","2008-03-07",17.110001
"298","2008-03-10",16.6
"299","2008-03-11",17.58
"300","2008-03-12",17.58
"301","2008-03-13",17.635
"302","2008-03-14",17.639999
"303","2008-03-17",16.905001
"304","2008-03-18",17.959999
"305","2008-03-19",17.325001
"306","2008-03-20",18.325001
"307","2008-03-24",19.115
"308","2008-03-25",18.995001
"309","2008-03-26",19.4
"310","2008-03-27",18.565001
"311","2008-03-28",18.305
"312","2008-03-31",18.68
"313","2008-04-01",18.955
"314","2008-04-02",18.620001
"315","2008-04-03",18.389999
"316","2008-04-04",19.014999
"317","2008-04-07",18.26
"318","2008-04-08",18.299999
"319","2008-04-09",17.725
"320","2008-04-10",17.540001
"321","2008-04-11",17.1
"322","2008-04-14",16.865
"323","2008-04-15",16.815001
"324","2008-04-16",17.764999
"325","2008-04-17",17.33
"326","2008-04-18",17.674999
"327","2008-04-21",17.66
"328","2008-04-22",17.455
"329","2008-04-23",16.985001
"330","2008-04-24",16.775
"331","2008-04-25",17.6
"332","2008-04-28",17.959999
"333","2008-04-29",12.465
"334","2008-04-30",12.865
"335","2008-05-01",12.7
"336","2008-05-02",13.045
"337","2008-05-05",13.105
"338","2008-05-06",14.105
"339","2008-05-07",14.045
"340","2008-05-08",14.09
"341","2008-05-09",14.51
"342","2008-05-12",14.825
"343","2008-05-13",14.62
"344","2008-05-14",14.745
"345","2008-05-15",14.86
"346","2008-05-16",14.68
"347","2008-05-19",14.34
"348","2008-05-20",14.175
"349","2008-05-21",13.81
"350","2008-05-22",13.66
"351","2008-05-23",13.8
"352","2008-05-27",13.89
"353","2008-05-28",14.925
"354","2008-05-29",15.03
"355","2008-05-30",14.705
"356","2008-06-02",14.705
"357","2008-06-03",14.45
"358","2008-06-04",14.505
"359","2008-06-05",14.755
"360","2008-06-06",14.31
"361","2008-06-09",14.165
"362","2008-06-10",13.895
"363","2008-06-11",13.63
"364","2008-06-12",14.03
"365","2008-06-13",14.075
"366","2008-06-16",14.33
"367","2008-06-17",14.08
"368","2008-06-18",13.81
"369","2008-06-19",13.37
"370","2008-06-20",13.145
"371","2008-06-23",12.69
"372","2008-06-24",13.075
"373","2008-06-25",12.835
"374","2008-06-26",13.015
"375","2008-06-27",13.07
"376","2008-06-30",12.94
"377","2008-07-01",13.045
"378","2008-07-02",12.7
"379","2008-07-03",12.775
"380","2008-07-07",12.455
"381","2008-07-08",12.695
"382","2008-07-09",12.12
"383","2008-07-10",11.61
"384","2008-07-11",11.29
"385","2008-07-14",11.52
"386","2008-07-15",11.3
"387","2008-07-16",11.84
"388","2008-07-17",12.46
"389","2008-07-18",12.935
"390","2008-07-21",12.91
"391","2008-07-22",13.25
"392","2008-07-23",13.755
"393","2008-07-24",12.835
"394","2008-07-25",12.69
"395","2008-07-28",12.29
"396","2008-07-29",12.76
"397","2008-07-30",12.71
"398","2008-07-31",12.615
"399","2008-08-01",12.355
"400","2008-08-04",12.095
"401","2008-08-05",12.88
"402","2008-08-06",12.71
"403","2008-08-07",12.58
"404","2008-08-08",13.255
"405","2008-08-11",13.745
"406","2008-08-12",13.865
"407","2008-08-13",12.725
"408","2008-08-14",12.185
"409","2008-08-15",12
"410","2008-08-18",11.815
"411","2008-08-19",11.515
"412","2008-08-20",11.51
"413","2008-08-21",11.26
"414","2008-08-22",11.485
"415","2008-08-25",11.175
"416","2008-08-26",11.16
"417","2008-08-27",11.285
"418","2008-08-28",11.635
"419","2008-08-29",11.685
"420","2008-09-02",12.055
"421","2008-09-03",12.045
"422","2008-09-04",11.64
"423","2008-09-05",11.75
"424","2008-09-08",12.06
"425","2008-09-09",12.565
"426","2008-09-10",12.3
"427","2008-09-11",12.325
"428","2008-09-12",12.215
"429","2008-09-15",12.255
"430","2008-09-16",12.43
"431","2008-09-17",11.945
"432","2008-09-18",12.615
"433","2008-09-19",13.245
"434","2008-09-22",12.435
"435","2008-09-23",12.245
"436","2008-09-24",11.905
"437","2008-09-25",12.045
"438","2008-09-26",11.98
"439","2008-09-29",11.09
"440","2008-09-30",11.39
"441","2008-10-01",11.075
"442","2008-10-02",10.84
"443","2008-10-03",10.865
"444","2008-10-06",10.85
"445","2008-10-07",10.175
"446","2008-10-08",10.525
"447","2008-10-09",9.96
"448","2008-10-10",10.29
"449","2008-10-13",10.425
"450","2008-10-14",9.995
"451","2008-10-15",9.68
"452","2008-10-16",9.82
"453","2008-10-17",10.475
"454","2008-10-20",11.37
"455","2008-10-21",11.16
"456","2008-10-22",10.04
"457","2008-10-23",9.84
"458","2008-10-24",9.41
"459","2008-10-27",8.87
"460","2008-10-28",9.905
"461","2008-10-29",10.3
"462","2008-10-30",10.895
"463","2008-10-31",11.68
"464","2008-11-03",11.81
"465","2008-11-04",12.435
"466","2008-11-05",11.73
"467","2008-11-06",11.56
"468","2008-11-07",11.19
"469","2008-11-10",11.21
"470","2008-11-11",10.595
"471","2008-11-12",10.135
"472","2008-11-13",10.945
"473","2008-11-14",10.5
"474","2008-11-17",9.89
"475","2008-11-18",9.775
"476","2008-11-19",8.945
"477","2008-11-20",8.23
"478","2008-11-21",8.275
"479","2008-11-24",9.295
"480","2008-11-25",8.875
"481","2008-11-26",8.51
