"","date","MRK"
"1","2007-01-03",44.02
"2","2007-01-04",45.110001
"3","2007-01-05",44.299999
"4","2007-01-08",44.290001
"5","2007-01-09",43.880001
"6","2007-01-10",44.119999
"7","2007-01-11",44.259998
"8","2007-01-12",44.790001
"9","2007-01-16",44.950001
"10","2007-01-17",45.009998
"11","2007-01-18",45.740002
"12","2007-01-19",45.599998
"13","2007-01-22",45.299999
"14","2007-01-23",45.73
"15","2007-01-24",46.220001
"16","2007-01-25",46
"17","2007-01-26",45.990002
"18","2007-01-29",45.509998
"19","2007-01-30",44.91
"20","2007-01-31",44.75
"21","2007-02-01",45.130001
"22","2007-02-02",44.73
"23","2007-02-05",44.580002
"24","2007-02-06",44.639999
"25","2007-02-07",44.259998
"26","2007-02-08",43.919998
"27","2007-02-09",43.82
"28","2007-02-12",43.849998
"29","2007-02-13",43.950001
"30","2007-02-14",44.060001
"31","2007-02-15",43.880001
"32","2007-02-16",44.279999
"33","2007-02-20",44.5
"34","2007-02-21",43.950001
"35","2007-02-22",43.200001
"36","2007-02-23",42.939999
"37","2007-02-26",44.48
"38","2007-02-27",43.18
"39","2007-02-28",44.150002
"40","2007-03-01",43.990002
"41","2007-03-02",44.189999
"42","2007-03-05",44.25
"43","2007-03-06",44.669998
"44","2007-03-07",43.860001
"45","2007-03-08",44.360001
"46","2007-03-09",44.610001
"47","2007-03-12",44.290001
"48","2007-03-13",43.369999
"49","2007-03-14",43.27
"50","2007-03-15",43.189999
"51","2007-03-16",43.09
"52","2007-03-19",43.419998
"53","2007-03-20",43.630001
"54","2007-03-21",44.25
"55","2007-03-22",44.169998
"56","2007-03-23",44.450001
"57","2007-03-26",44.07
"58","2007-03-27",43.650002
"59","2007-03-28",43.23
"60","2007-03-29",43.950001
"61","2007-03-30",44.169998
"62","2007-04-02",45.009998
"63","2007-04-03",45.380001
"64","2007-04-04",45.369999
"65","2007-04-05",45.540001
"66","2007-04-09",45.650002
"67","2007-04-10",45.860001
"68","2007-04-11",45.650002
"69","2007-04-12",46.360001
"70","2007-04-13",50.209999
"71","2007-04-16",50.32
"72","2007-04-17",50.009998
"73","2007-04-18",49.689999
"74","2007-04-19",50.150002
"75","2007-04-20",51.490002
"76","2007-04-23",51.669998
"77","2007-04-24",51.599998
"78","2007-04-25",52.389999
"79","2007-04-26",52.43
"80","2007-04-27",51.860001
"81","2007-04-30",51.439999
"82","2007-05-01",50.98
"83","2007-05-02",51.23
"84","2007-05-03",51.549999
"85","2007-05-04",51.919998
"86","2007-05-07",52.029999
"87","2007-05-08",52.240002
"88","2007-05-09",52.049999
"89","2007-05-10",51.080002
"90","2007-05-11",52
"91","2007-05-14",52.080002
"92","2007-05-15",52.619999
"93","2007-05-16",52.689999
"94","2007-05-17",52.459999
"95","2007-05-18",53.25
"96","2007-05-21",53.790001
"97","2007-05-22",54.150002
"98","2007-05-23",54.349998
"99","2007-05-24",53.75
"100","2007-05-25",53.700001
"101","2007-05-29",53.400002
"102","2007-05-30",52.709999
"103","2007-05-31",52.450001
"104","2007-06-01",52.139999
"105","2007-06-04",51.75
"106","2007-06-05",51.439999
"107","2007-06-06",50.759998
"108","2007-06-07",50.34
"109","2007-06-08",50.139999
"110","2007-06-11",51.049999
"111","2007-06-12",50.220001
"112","2007-06-13",50.669998
"113","2007-06-14",50.23
"114","2007-06-15",50.73
"115","2007-06-18",50.630001
"116","2007-06-19",50.32
"117","2007-06-20",49.259998
"118","2007-06-21",49.299999
"119","2007-06-22",48.549999
"120","2007-06-25",48.34
"121","2007-06-26",49.119999
"122","2007-06-27",50.330002
"123","2007-06-28",50.48
"124","2007-06-29",49.799999
"125","2007-07-02",49.57
"126","2007-07-03",49.830002
"127","2007-07-05",49.82
"128","2007-07-06",49.459999
"129","2007-07-09",49.419998
"130","2007-07-10",48.66
"131","2007-07-11",48.900002
"132","2007-07-12",50.77
"133","2007-07-13",50.849998
"134","2007-07-16",50.830002
"135","2007-07-17",50.27
"136","2007-07-18",49.939999
"137","2007-07-19",49.34
"138","2007-07-20",49.02
"139","2007-07-23",52.330002
"140","2007-07-24",51.720001
"141","2007-07-25",53.380001
"142","2007-07-26",51.970001
"143","2007-07-27",50.119999
"144","2007-07-30",50.119999
"145","2007-07-31",49.650002
"146","2007-08-01",51.02
"147","2007-08-02",51.639999
"148","2007-08-03",50.290001
"149","2007-08-06",51.349998
"150","2007-08-07",51.630001
"151","2007-08-08",52.360001
"152","2007-08-09",51.439999
"153","2007-08-10",50.880001
"154","2007-08-13",50.560001
"155","2007-08-14",49.93
"156","2007-08-15",49.779999
"157","2007-08-16",49.459999
"158","2007-08-17",49.619999
"159","2007-08-20",49.98
"160","2007-08-21",49.77
"161","2007-08-22",50.360001
"162","2007-08-23",50.5
"163","2007-08-24",50.82
"164","2007-08-27",50.119999
"165","2007-08-28",49.209999
"166","2007-08-29",49.919998
"167","2007-08-30",49.66
"168","2007-08-31",50.169998
"169","2007-09-04",50.040001
"170","2007-09-05",49.400002
"171","2007-09-06",50.470001
"172","2007-09-07",49.57
"173","2007-09-10",49.810001
"174","2007-09-11",49.950001
"175","2007-09-12",49.669998
"176","2007-09-13",49.860001
"177","2007-09-14",49.540001
"178","2007-09-17",49.41
"179","2007-09-18",50.57
"180","2007-09-19",51.560001
"181","2007-09-20",51.380001
"182","2007-09-21",51.82
"183","2007-09-24",51.68
"184","2007-09-25",52.279999
"185","2007-09-26",52.599998
"186","2007-09-27",52.299999
"187","2007-09-28",51.689999
"188","2007-10-01",52.43
"189","2007-10-02",51.619999
"190","2007-10-03",52.150002
"191","2007-10-04",52.860001
"192","2007-10-05",53.509998
"193","2007-10-08",53.150002
"194","2007-10-09",53.630001
"195","2007-10-10",53.23
"196","2007-10-11",53.040001
"197","2007-10-12",53.509998
"198","2007-10-15",53.290001
"199","2007-10-16",53.029999
"200","2007-10-17",53.419998
"201","2007-10-18",53.389999
"202","2007-10-19",53.110001
"203","2007-10-22",54.639999
"204","2007-10-23",56.360001
"205","2007-10-24",56.200001
"206","2007-10-25",57.060001
"207","2007-10-26",57.580002
"208","2007-10-29",57.77
"209","2007-10-30",57.860001
"210","2007-10-31",58.259998
"211","2007-11-01",57.360001
"212","2007-11-02",56.040001
"213","2007-11-05",55.93
"214","2007-11-06",55.990002
"215","2007-11-07",54.200001
"216","2007-11-08",54.77
"217","2007-11-09",55.900002
"218","2007-11-12",55.990002
"219","2007-11-13",57.490002
"220","2007-11-14",57.299999
"221","2007-11-15",57.919998
"222","2007-11-16",58.380001
"223","2007-11-19",58.25
"224","2007-11-20",57.919998
"225","2007-11-21",56.52
"226","2007-11-23",57.66
"227","2007-11-26",57.59
"228","2007-11-27",58.939999
"229","2007-11-28",59.959999
"230","2007-11-29",59.919998
"231","2007-11-30",59.360001
"232","2007-12-03",58.77
"233","2007-12-04",58.389999
"234","2007-12-05",59.400002
"235","2007-12-06",59.5
"236","2007-12-07",60.669998
"237","2007-12-10",60.77
"238","2007-12-11",60.400002
"239","2007-12-12",59.720001
"240","2007-12-13",59.790001
"241","2007-12-14",59.57
"242","2007-12-17",59.490002
"243","2007-12-18",59.740002
"244","2007-12-19",59.34
"245","2007-12-20",58.540001
"246","2007-12-21",59.150002
"247","2007-12-24",59.740002
"248","2007-12-26",59.419998
"249","2007-12-27",58.57
"250","2007-12-28",58.709999
"251","2007-12-31",58.110001
"252","2008-01-02",57.369999
"253","2008-01-03",57.32
"254","2008-01-04",56.849998
"255","2008-01-07",57.919998
"256","2008-01-08",59.66
"257","2008-01-09",60.5
"258","2008-01-10",60.470001
"259","2008-01-11",60.549999
"260","2008-01-14",59.779999
"261","2008-01-15",58.18
"262","2008-01-16",58.349998
"263","2008-01-17",54.869999
"264","2008-01-18",53.32
"265","2008-01-22",51.349998
"266","2008-01-23",50.310001
"267","2008-01-24",49.560001
"268","2008-01-25",47.790001
"269","2008-01-28",49.25
"270","2008-01-29",48.009998
"271","2008-01-30",46.150002
"272","2008-01-31",46.099998
"273","2008-02-01",45.98
"274","2008-02-04",47.470001
"275","2008-02-05",45.950001
"276","2008-02-06",45.709999
"277","2008-02-07",45.700001
"278","2008-02-08",44.529999
"279","2008-02-11",45.310001
"280","2008-02-12",46.529999
"281","2008-02-13",47.57
"282","2008-02-14",46.900002
"283","2008-02-15",47.529999
"284","2008-02-19",47.07
"285","2008-02-20",47.02
"286","2008-02-21",46.130001
"287","2008-02-22",46.07
"288","2008-02-25",46.790001
"289","2008-02-26",46.389999
"290","2008-02-27",45.439999
"291","2008-02-28",45.200001
"292","2008-02-29",44.299999
"293","2008-03-03",44.060001
"294","2008-03-04",43.759998
"295","2008-03-05",43.25
"296","2008-03-06",42.389999
"297","2008-03-07",41.75
"298","2008-03-10",41.259998
"299","2008-03-11",42.32
"300","2008-03-12",42.450001
"301","2008-03-13",41.93
"302","2008-03-14",40.970001
"303","2008-03-17",41.849998
"304","2008-03-18",43.189999
"305","2008-03-19",42.990002
"306","2008-03-20",43.360001
"307","2008-03-24",44.25
"308","2008-03-25",44.669998
"309","2008-03-26",44.700001
"310","2008-03-27",44.779999
"311","2008-03-28",44.509998
"312","2008-03-31",37.950001
"313","2008-04-01",38.32
"314","2008-04-02",37.099998
"315","2008-04-03",38.360001
"316","2008-04-04",40
"317","2008-04-07",40.779999
"318","2008-04-08",40.900002
"319","2008-04-09",40.939999
"320","2008-04-10",41.709999
"321","2008-04-11",41.139999
"322","2008-04-14",41.400002
"323","2008-04-15",41.220001
"324","2008-04-16",40.310001
"325","2008-04-17",39.220001
"326","2008-04-18",39.759998
"327","2008-04-21",39.630001
"328","2008-04-22",38.509998
"329","2008-04-23",38.619999
"330","2008-04-24",39.970001
"331","2008-04-25",40.720001
"332","2008-04-28",41.439999
"333","2008-04-29",37.139999
"334","2008-04-30",38.040001
"335","2008-05-01",38.950001
"336","2008-05-02",39.369999
"337","2008-05-05",38.98
"338","2008-05-06",38.84
"339","2008-05-07",39.009998
"340","2008-05-08",39.09
"341","2008-05-09",38.990002
"342","2008-05-12",39.619999
"343","2008-05-13",39.169998
"344","2008-05-14",39.830002
"345","2008-05-15",40
"346","2008-05-16",40
"347","2008-05-19",40.02
"348","2008-05-20",39.740002
"349","2008-05-21",39.130001
"350","2008-05-22",39.029999
"351","2008-05-23",38.740002
"352","2008-05-27",38.619999
"353","2008-05-28",38.66
"354","2008-05-29",38.919998
"355","2008-05-30",38.959999
"356","2008-06-02",38.169998
"357","2008-06-03",38.349998
"358","2008-06-04",38.169998
"359","2008-06-05",38.889999
"360","2008-06-06",37.490002
"361","2008-06-09",36.990002
"362","2008-06-10",36.389999
"363","2008-06-11",35.73
"364","2008-06-12",35.400002
"365","2008-06-13",35.529999
"366","2008-06-16",35.009998
"367","2008-06-17",34.68
"368","2008-06-18",34.860001
"369","2008-06-19",35.599998
"370","2008-06-20",35.130001
"371","2008-06-23",35.830002
"372","2008-06-24",37.029999
"373","2008-06-25",36.98
"374","2008-06-26",36.200001
"375","2008-06-27",36.98
"376","2008-06-30",37.689999
"377","2008-07-01",38.360001
"378","2008-07-02",38.040001
"379","2008-07-03",38.450001
"380","2008-07-07",36.599998
"381","2008-07-08",36.970001
"382","2008-07-09",37.060001
"383","2008-07-10",37
"384","2008-07-11",36.75
"385","2008-07-14",36.869999
"386","2008-07-15",36.580002
"387","2008-07-16",36.630001
"388","2008-07-17",36.959999
"389","2008-07-18",37.68
"390","2008-07-21",35.330002
"391","2008-07-22",31.33
"392","2008-07-23",31.77
"393","2008-07-24",32.220001
"394","2008-07-25",32.68
"395","2008-07-28",32.060001
"396","2008-07-29",32.41
"397","2008-07-30",32.970001
"398","2008-07-31",32.900002
"399","2008-08-01",33.259998
"400","2008-08-04",33.400002
"401","2008-08-05",34.700001
"402","2008-08-06",35.299999
"403","2008-08-07",34.880001
"404","2008-08-08",35.950001
"405","2008-08-11",35.91
"406","2008-08-12",36.169998
"407","2008-08-13",35.740002
"408","2008-08-14",35.939999
"409","2008-08-15",36.16
"410","2008-08-18",35.709999
"411","2008-08-19",35.25
"412","2008-08-20",34.939999
"413","2008-08-21",34.82
"414","2008-08-22",35.27
"415","2008-08-25",35
"416","2008-08-26",35.419998
"417","2008-08-27",35.73
"418","2008-08-28",36.400002
"419","2008-08-29",35.669998
"420","2008-09-02",34.830002
"421","2008-09-03",34.669998
"422","2008-09-04",34.169998
"423","2008-09-05",34.299999
"424","2008-09-08",35.48
"425","2008-09-09",34.34
"426","2008-09-10",33.52
"427","2008-09-11",33.990002
"428","2008-09-12",33.82
"429","2008-09-15",32.720001
"430","2008-09-16",32.279999
"431","2008-09-17",31.129999
"432","2008-09-18",31.93
"433","2008-09-19",31.84
"434","2008-09-22",31.450001
"435","2008-09-23",30.75
"436","2008-09-24",31.469999
"437","2008-09-25",32.369999
"438","2008-09-26",32.119999
"439","2008-09-29",30.34
"440","2008-09-30",31.559999
"441","2008-10-01",32.09
"442","2008-10-02",31.1
"443","2008-10-03",31.780001
"444","2008-10-06",30.040001
"445","2008-10-07",28.92
"446","2008-10-08",28.52
"447","2008-10-09",26.209999
"448","2008-10-10",26.23
"449","2008-10-13",29.42
"450","2008-10-14",29.129999
"451","2008-10-15",26.559999
"452","2008-10-16",28.190001
"453","2008-10-17",28.5
"454","2008-10-20",31
"455","2008-10-21",29.969999
"456","2008-10-22",28.01
"457","2008-10-23",28.85
"458","2008-10-24",27.35
"459","2008-10-27",26.82
"460","2008-10-28",29.690001
"461","2008-10-29",28.68
"462","2008-10-30",30.190001
"463","2008-10-31",30.950001
"464","2008-11-03",29.969999
"465","2008-11-04",31.129999
"466","2008-11-05",28.719999
"467","2008-11-06",27.860001
"468","2008-11-07",28.92
"469","2008-11-10",27.91
"470","2008-11-11",27.549999
"471","2008-11-12",26.719999
"472","2008-11-13",28.530001
"473","2008-11-14",27.33
