"","date","AGTC"
"1","2014-03-27",14.76
"2","2014-03-28",14.55
"3","2014-03-31",15
"4","2014-04-01",15.61
"5","2014-04-02",16.35
"6","2014-04-03",16.299999
"7","2014-04-04",16.08
"8","2014-04-07",14.09
"9","2014-04-08",14.84
"10","2014-04-09",14.72
"11","2014-04-10",14.42
"12","2014-04-11",13.35
"13","2014-04-14",13.5
"14","2014-04-15",12.75
"15","2014-04-16",13.65
"16","2014-04-17",14.08
"17","2014-04-21",13.32
"18","2014-04-22",13.55
"19","2014-04-23",12.98
"20","2014-04-24",12.72
"21","2014-04-25",12.84
"22","2014-04-28",12.74
"23","2014-04-29",12.9
"24","2014-04-30",12.53
"25","2014-05-01",12.58
"26","2014-05-02",12.3
"27","2014-05-05",12.42
"28","2014-05-06",11.98
"29","2014-05-07",12.31
"30","2014-05-08",11.32
"31","2014-05-09",12.1
"32","2014-05-12",11.91
"33","2014-05-13",12.2
"34","2014-05-14",12.7
"35","2014-05-15",12.69
"36","2014-05-16",13.1
"37","2014-05-19",13.26
"38","2014-05-20",13.04
"39","2014-05-21",12.5
"40","2014-05-22",12.87
"41","2014-05-23",13.2
"42","2014-05-27",13.39
"43","2014-05-28",13.35
"44","2014-05-29",13.5
"45","2014-05-30",13.7
"46","2014-06-02",19.74
"47","2014-06-03",20.030001
"48","2014-06-04",20.110001
"49","2014-06-05",22.16
"50","2014-06-06",21.42
"51","2014-06-09",23.870001
"52","2014-06-10",25.290001
"53","2014-06-11",24.049999
"54","2014-06-12",25.870001
"55","2014-06-13",27.49
"56","2014-06-16",27.440001
"57","2014-06-17",29.870001
"58","2014-06-18",31.690001
"59","2014-06-19",30.950001
"60","2014-06-20",30.459999
"61","2014-06-23",31.27
"62","2014-06-24",31.120001
"63","2014-06-25",30.65
"64","2014-06-26",28.209999
"65","2014-06-27",25.18
"66","2014-06-30",23.1
"67","2014-07-01",22.49
"68","2014-07-02",24.16
"69","2014-07-03",23.77
"70","2014-07-07",23.129999
"71","2014-07-08",22.219999
"72","2014-07-09",21.370001
"73","2014-07-10",19.709999
"74","2014-07-11",19.07
"75","2014-07-14",18.790001
"76","2014-07-15",17.299999
"77","2014-07-16",17.92
"78","2014-07-17",17.9
"79","2014-07-18",18.52
"80","2014-07-21",17.040001
"81","2014-07-22",18.059999
"82","2014-07-23",16.700001
"83","2014-07-24",15.61
"84","2014-07-25",17.99
"85","2014-07-28",16.58
"86","2014-07-29",16.290001
"87","2014-07-30",16.870001
"88","2014-07-31",16
"89","2014-08-01",14.93
"90","2014-08-04",15.69
"91","2014-08-05",16.9
"92","2014-08-06",16.950001
"93","2014-08-07",16.65
"94","2014-08-08",17.639999
"95","2014-08-11",20.98
"96","2014-08-12",19.280001
"97","2014-08-13",19.209999
"98","2014-08-14",21.07
"99","2014-08-15",19.620001
"100","2014-08-18",19.5
"101","2014-08-19",19.059999
"102","2014-08-20",18.209999
"103","2014-08-21",18.43
"104","2014-08-22",18.08
"105","2014-08-25",18.01
"106","2014-08-26",18.040001
"107","2014-08-27",18.969999
"108","2014-08-28",18.379999
"109","2014-08-29",17.1
"110","2014-09-02",16.34
"111","2014-09-03",15.88
"112","2014-09-04",15.67
"113","2014-09-05",16.15
"114","2014-09-08",16.540001
"115","2014-09-09",17.719999
"116","2014-09-10",17.85
"117","2014-09-11",17.950001
"118","2014-09-12",17.219999
"119","2014-09-15",16.59
"120","2014-09-16",16.469999
"121","2014-09-17",16.530001
"122","2014-09-18",16.5
"123","2014-09-19",16.639999
"124","2014-09-22",16.200001
"125","2014-09-23",16.57
"126","2014-09-24",17.68
"127","2014-09-25",19.02
"128","2014-09-26",18.77
"129","2014-09-29",17.99
"130","2014-09-30",18.610001
"131","2014-10-01",18.459999
"132","2014-10-02",18.35
"133","2014-10-03",19.17
"134","2014-10-06",18.959999
"135","2014-10-07",17.25
"136","2014-10-08",18.620001
"137","2014-10-09",17.690001
"138","2014-10-10",17.51
"139","2014-10-13",17.75
"140","2014-10-14",18.76
"141","2014-10-15",18.559999
"142","2014-10-16",18.799999
"143","2014-10-17",17.709999
"144","2014-10-20",17.82
"145","2014-10-21",17.92
"146","2014-10-22",17.93
"147","2014-10-23",18.889999
"148","2014-10-24",18.809999
"149","2014-10-27",19.700001
"150","2014-10-28",20.040001
"151","2014-10-29",19.379999
"152","2014-10-30",20.09
"153","2014-10-31",20.1
"154","2014-11-03",19.790001
"155","2014-11-04",21.370001
"156","2014-11-05",21.41
"157","2014-11-06",21.68
"158","2014-11-07",26.200001
"159","2014-11-10",25.91
"160","2014-11-11",24.27
"161","2014-11-12",24.209999
"162","2014-11-13",23.299999
"163","2014-11-14",23.049999
"164","2014-11-17",22.41
"165","2014-11-18",20.450001
"166","2014-11-19",20.02
"167","2014-11-20",19.41
"168","2014-11-21",19.85
"169","2014-11-24",20.76
"170","2014-11-25",20.73
"171","2014-11-26",21.040001
"172","2014-11-28",20.190001
"173","2014-12-01",20
"174","2014-12-02",21.139999
"175","2014-12-03",21.24
"176","2014-12-04",20.98
"177","2014-12-05",21.1
"178","2014-12-08",20.469999
"179","2014-12-09",21.200001
"180","2014-12-10",21.26
"181","2014-12-11",21.27
"182","2014-12-12",20.18
"183","2014-12-15",19.85
"184","2014-12-16",19.91
"185","2014-12-17",20.91
"186","2014-12-18",21.059999
"187","2014-12-19",20.83
"188","2014-12-22",20.98
"189","2014-12-23",20.74
"190","2014-12-24",20.959999
"191","2014-12-26",21.190001
"192","2014-12-29",21
"193","2014-12-30",21.549999
"194","2014-12-31",21.02
"195","2015-01-02",21.309999
"196","2015-01-05",21.219999
"197","2015-01-06",20.379999
"198","2015-01-07",21.299999
"199","2015-01-08",21.49
"200","2015-01-09",21.26
"201","2015-01-12",21.049999
"202","2015-01-13",21.290001
"203","2015-01-14",22.879999
"204","2015-01-15",22.67
"205","2015-01-16",22.969999
"206","2015-01-20",24.48
"207","2015-01-21",24.549999
"208","2015-01-22",24.49
"209","2015-01-23",24.02
"210","2015-01-26",24.299999
"211","2015-01-27",24.42
"212","2015-01-28",24.43
"213","2015-01-29",24.620001
"214","2015-01-30",24.98
"215","2015-02-02",23.18
"216","2015-02-03",22.469999
"217","2015-02-04",21.559999
"218","2015-02-05",23.65
"219","2015-02-06",23.799999
"220","2015-02-09",23.799999
"221","2015-02-10",23.959999
"222","2015-02-11",23.42
"223","2015-02-12",24.68
"224","2015-02-13",24.49
"225","2015-02-17",24.58
"226","2015-02-18",24.620001
"227","2015-02-19",22.969999
"228","2015-02-20",22.73
"229","2015-02-23",22.34
"230","2015-02-24",21.360001
"231","2015-02-25",21.35
"232","2015-02-26",21.690001
"233","2015-02-27",20.290001
"234","2015-03-02",20.24
"235","2015-03-03",20.59
"236","2015-03-04",20.4
"237","2015-03-05",20.950001
"238","2015-03-06",20.34
"239","2015-03-09",20.76
"240","2015-03-10",21.77
"241","2015-03-11",22.139999
"242","2015-03-12",22.15
"243","2015-03-13",22.59
"244","2015-03-16",22.73
"245","2015-03-17",22.639999
"246","2015-03-18",22.639999
"247","2015-03-19",22.639999
"248","2015-03-20",22.43
"249","2015-03-23",21.23
"250","2015-03-24",21.450001
"251","2015-03-25",20.120001
"252","2015-03-26",20.200001
"253","2015-03-27",20.01
"254","2015-03-30",20.82
"255","2015-03-31",19.99
"256","2015-04-01",20.690001
"257","2015-04-02",20.290001
"258","2015-04-06",20.82
"259","2015-04-07",21.1
"260","2015-04-08",22.120001
"261","2015-04-09",22.25
"262","2015-04-10",22.440001
"263","2015-04-13",22.639999
"264","2015-04-14",22.719999
"265","2015-04-15",22.16
"266","2015-04-16",21.870001
"267","2015-04-17",21.68
"268","2015-04-20",20.91
"269","2015-04-21",21.43
"270","2015-04-22",20.02
"271","2015-04-23",21.219999
"272","2015-04-24",21.74
"273","2015-04-27",20.530001
"274","2015-04-28",20.285
"275","2015-04-29",20.110001
"276","2015-04-30",19.139999
"277","2015-05-01",19.870001
"278","2015-05-04",16.77
"279","2015-05-05",15.82
"280","2015-05-06",16.73
"281","2015-05-07",18.18
"282","2015-05-08",18.450001
"283","2015-05-11",18.07
"284","2015-05-12",17.9
"285","2015-05-13",17.040001
"286","2015-05-14",16.91
"287","2015-05-15",17.309999
"288","2015-05-18",18.360001
"289","2015-05-19",18.1
"290","2015-05-20",19.059999
"291","2015-05-21",19.17
"292","2015-05-22",19.09
"293","2015-05-26",19.639999
"294","2015-05-27",20
"295","2015-05-28",19.92
"296","2015-05-29",20.049999
"297","2015-06-01",19.5
"298","2015-06-02",19.200001
"299","2015-06-03",19.27
"300","2015-06-04",18.84
"301","2015-06-05",19.01
"302","2015-06-08",18.77
"303","2015-06-09",18.68
"304","2015-06-10",19.540001
"305","2015-06-11",19
"306","2015-06-12",18.799999
"307","2015-06-15",19.77
"308","2015-06-16",18.389999
"309","2015-06-17",18.16
"310","2015-06-18",18.790001
"311","2015-06-19",17.799999
"312","2015-06-22",17.59
"313","2015-06-23",16.84
"314","2015-06-24",16.450001
"315","2015-06-25",15.57
"316","2015-06-26",15.53
"317","2015-06-29",14.52
"318","2015-06-30",15.34
"319","2015-07-01",16.26
"320","2015-07-02",19.030001
"321","2015-07-06",19.42
"322","2015-07-07",18.68
"323","2015-07-08",18.02
"324","2015-07-09",18.219999
"325","2015-07-10",17.82
"326","2015-07-13",19.5
"327","2015-07-14",18.9
"328","2015-07-15",18.370001
"329","2015-07-16",19.08
"330","2015-07-17",19.15
"331","2015-07-20",18.52
"332","2015-07-21",18.48
"333","2015-07-22",18.709999
"334","2015-07-23",18.389999
"335","2015-07-24",17.799999
"336","2015-07-27",17.41
"337","2015-07-28",18.18
"338","2015-07-29",18.25
"339","2015-07-30",18.16
"340","2015-07-31",18.459999
"341","2015-08-03",18.610001
"342","2015-08-04",18.379999
"343","2015-08-05",17.91
"344","2015-08-06",17.610001
"345","2015-08-07",16.889999
"346","2015-08-10",17.809999
"347","2015-08-11",17.65
"348","2015-08-12",17.6
"349","2015-08-13",16.200001
"350","2015-08-14",15.64
"351","2015-08-17",15.87
"352","2015-08-18",15.8
"353","2015-08-19",15.51
"354","2015-08-20",14.98
"355","2015-08-21",15.74
"356","2015-08-24",15.12
"357","2015-08-25",14.96
"358","2015-08-26",15.48
"359","2015-08-27",15.9
"360","2015-08-28",16.690001
