"","date","LVGO"
"201","2020-05-11",53.59
"202","2020-05-12",57.849998
"203","2020-05-13",57.349998
"204","2020-05-14",61.16
"205","2020-05-15",59.32
"206","2020-05-18",59.029999
"207","2020-05-19",60.91
"208","2020-05-20",60.959999
"209","2020-05-21",57.950001
"210","2020-05-22",58.459999
"211","2020-05-26",55
"212","2020-05-27",53.400002
"213","2020-05-28",57.849998
"214","2020-05-29",59.93
"215","2020-06-01",59.27
"216","2020-06-02",58.330002
"217","2020-06-03",61.799999
"218","2020-06-04",57.34
"219","2020-06-05",57.209999
"220","2020-06-08",59.029999
"221","2020-06-09",59.75
"222","2020-06-10",63.869999
"223","2020-06-11",58.935001
"224","2020-06-12",60
"225","2020-06-15",61.549999
"226","2020-06-16",66.519997
"227","2020-06-17",67.040001
"228","2020-06-18",70.120003
"229","2020-06-19",70.43
"230","2020-06-22",74.919998
"231","2020-06-23",76.690002
"232","2020-06-24",73.900002
"233","2020-06-25",71.550003
"234","2020-06-26",74.989998
"235","2020-06-29",71.559998
"236","2020-06-30",75.190002
"237","2020-07-01",74.410004
"238","2020-07-02",72.809998
"239","2020-07-06",77.629997
"240","2020-07-07",93.760002
"241","2020-07-08",96.82
"242","2020-07-09",107.559998
"243","2020-07-10",105.68
"244","2020-07-13",97.379997
"245","2020-07-14",101.18
"246","2020-07-15",108.309998
"247","2020-07-16",103.559998
"248","2020-07-17",104.110001
"249","2020-07-20",113.169998
"250","2020-07-21",113.18
"251","2020-07-22",110.559998
"252","2020-07-23",111.349998
"253","2020-07-24",109.129997
"254","2020-07-27",108.559998
"255","2020-07-28",111.269997
"256","2020-07-29",121.004997
"257","2020-07-30",123.440002
"258","2020-07-31",127.25
"259","2020-08-03",136.630005
"260","2020-08-04",144.529999
"261","2020-08-05",128.059998
"262","2020-08-06",134.350006
"263","2020-08-07",120.879997
"264","2020-08-10",121.410004
"265","2020-08-11",115.489998
"266","2020-08-12",114.970001
"267","2020-08-13",120.059998
"268","2020-08-14",118.339996
"269","2020-08-17",129.479996
"270","2020-08-18",136.009995
"271","2020-08-19",135.740005
"272","2020-08-20",137.630005
"273","2020-08-21",140.350006
"274","2020-08-24",133.360001
"275","2020-08-25",134.149994
"276","2020-08-26",135.190002
"277","2020-08-27",136.679993
"278","2020-08-28",132.960007
"279","2020-08-31",137.300003
"280","2020-09-01",142.330002
"281","2020-09-02",141.490005
"282","2020-09-03",129
"283","2020-09-04",126.489998
"284","2020-09-08",123.099998
"285","2020-09-09",128.029999
"286","2020-09-10",126.580002
"287","2020-09-11",121.720001
"288","2020-09-14",123.5
"289","2020-09-15",124.43
"290","2020-09-16",124.099998
"291","2020-09-17",127.980003
"292","2020-09-18",132.369995
"293","2020-09-21",130.509995
"294","2020-09-22",138.149994
"295","2020-09-23",134.350006
"296","2020-09-24",131.240005
"297","2020-09-25",140.270004
"298","2020-09-28",137.419998
"299","2020-09-29",138.449997
"300","2020-09-30",140.050003
"301","2020-10-01",140.910004
"302","2020-10-02",141.190002
"303","2020-10-05",144.110001
"304","2020-10-06",139.639999
"305","2020-10-07",142.809998
"306","2020-10-08",141.720001
"307","2020-10-09",140.050003
"308","2020-10-12",139.940002
"309","2020-10-13",148.080002
"310","2020-10-14",147.440002
"311","2020-10-15",143.929993
"312","2020-10-16",141.919998
"313","2020-10-19",143.309998
"314","2020-10-20",142.75
"315","2020-10-21",139.149994
"316","2020-10-22",137.970001
"317","2020-10-23",138.910004
"318","2020-10-26",136.669998
"319","2020-10-27",142.889999
"320","2020-10-28",145.399994
"321","2020-10-29",139.770004
"322","2020-10-30",139.770004
"323","2020-11-02",139.770004
"324","2020-11-03",NA
"325","2020-11-04",NA
"326","2020-11-05",NA
"327","2020-11-06",NA
"328","2020-11-09",NA
"329","2020-11-10",NA
"330","2020-11-11",NA
"331","2020-11-12",NA
"332","2020-11-13",NA
"333","2020-11-16",NA
"334","2020-11-17",NA
"335","2020-11-18",NA
"336","2020-11-19",NA
"337","2020-11-20",NA
"338","2020-11-23",NA
"339","2020-11-24",NA
"340","2020-11-25",NA
