"","date","LVGO"
"1","2019-07-25",38.099998
"2","2019-07-26",38.119999
"3","2019-07-29",41.630001
"4","2019-07-30",41
"5","2019-07-31",44.25
"6","2019-08-01",41.009998
"7","2019-08-02",37.490002
"8","2019-08-05",33.529999
"9","2019-08-06",33.150002
"10","2019-08-07",33.209999
"11","2019-08-08",33.209999
"12","2019-08-09",37.57
"13","2019-08-12",36.939999
"14","2019-08-13",36.25
"15","2019-08-14",33.919998
"16","2019-08-15",34.029999
"17","2019-08-16",36.790001
"18","2019-08-19",36.5
"19","2019-08-20",34.990002
"20","2019-08-21",34.950001
"21","2019-08-22",35.419998
"22","2019-08-23",34.639999
"23","2019-08-26",31.34
"24","2019-08-27",29.690001
"25","2019-08-28",30.040001
"26","2019-08-29",30.84
"27","2019-08-30",30.639999
"28","2019-09-03",30.23
"29","2019-09-04",30.889999
"30","2019-09-05",25.549999
"31","2019-09-06",26.059999
"32","2019-09-09",23.469999
"33","2019-09-10",23.35
"34","2019-09-11",23.93
"35","2019-09-12",25.280001
"36","2019-09-13",24.639999
"37","2019-09-16",23.48
"38","2019-09-17",22.57
"39","2019-09-18",22.59
"40","2019-09-19",23.059999
"41","2019-09-20",23.860001
"42","2019-09-23",22.49
"43","2019-09-24",19.389999
"44","2019-09-25",19
"45","2019-09-26",17.889999
"46","2019-09-27",17.049999
"47","2019-09-30",17.440001
"48","2019-10-01",15.92
"49","2019-10-02",16.870001
"50","2019-10-03",17.66
"51","2019-10-04",17.32
"52","2019-10-07",20.5
"53","2019-10-08",19.1
"54","2019-10-09",19.120001
"55","2019-10-10",18.860001
"56","2019-10-11",17.639999
"57","2019-10-14",18.450001
"58","2019-10-15",19.459999
"59","2019-10-16",20.33
"60","2019-10-17",21.219999
"61","2019-10-18",20.620001
"62","2019-10-21",20
"63","2019-10-22",20.959999
"64","2019-10-23",21.32
"65","2019-10-24",20.969999
"66","2019-10-25",21.17
"67","2019-10-28",22.67
"68","2019-10-29",21.84
"69","2019-10-30",21.450001
"70","2019-10-31",21.59
"71","2019-11-01",22.52
"72","2019-11-04",23.52
"73","2019-11-05",22.690001
"74","2019-11-06",21.200001
"75","2019-11-07",24.43
"76","2019-11-08",25.25
"77","2019-11-11",25.879999
"78","2019-11-12",25.6
"79","2019-11-13",26.709999
"80","2019-11-14",25.360001
"81","2019-11-15",25.549999
"82","2019-11-18",25.549999
"83","2019-11-19",28.440001
"84","2019-11-20",27.959999
"85","2019-11-21",28.26
"86","2019-11-22",28.4
"87","2019-11-25",28.549999
"88","2019-11-26",28.879999
"89","2019-11-27",29.200001
"90","2019-11-29",28.559999
"91","2019-12-02",27.68
"92","2019-12-03",26.76
"93","2019-12-04",26.799999
"94","2019-12-05",26.85
"95","2019-12-06",28.01
"96","2019-12-09",27.43
"97","2019-12-10",26.1
"98","2019-12-11",27.540001
"99","2019-12-12",27.040001
"100","2019-12-13",25.9
"101","2019-12-16",26.559999
"102","2019-12-17",26.34
"103","2019-12-18",25.93
"104","2019-12-19",26.59
"105","2019-12-20",26.26
"106","2019-12-23",26.57
"107","2019-12-24",26.190001
"108","2019-12-26",24.860001
"109","2019-12-27",24.24
"110","2019-12-30",24.08
"111","2019-12-31",25.059999
"112","2020-01-02",25.219999
"113","2020-01-03",25.16
"114","2020-01-06",25.040001
"115","2020-01-07",25.65
"116","2020-01-08",26.08
"117","2020-01-09",26.299999
"118","2020-01-10",27
"119","2020-01-13",28.549999
"120","2020-01-14",30.82
"121","2020-01-15",30.9
"122","2020-01-16",29.715
"123","2020-01-17",29.450001
"124","2020-01-21",28.9
"125","2020-01-22",28.200001
"126","2020-01-23",28
"127","2020-01-24",27.209999
"128","2020-01-27",25.719999
"129","2020-01-28",25.870001
"130","2020-01-29",24.91
"131","2020-01-30",24.549999
"132","2020-01-31",24.16
"133","2020-02-03",23.959999
"134","2020-02-04",24.57
"135","2020-02-05",25.465
"136","2020-02-06",25.559999
"137","2020-02-07",25.4
"138","2020-02-10",24.719999
"139","2020-02-11",26.24
"140","2020-02-12",27.200001
"141","2020-02-13",27.09
"142","2020-02-14",27.17
"143","2020-02-18",26.93
"144","2020-02-19",27.6
"145","2020-02-20",28.35
"146","2020-02-21",27.82
"147","2020-02-24",27.129999
"148","2020-02-25",25.27
"149","2020-02-26",25.450001
"150","2020-02-27",25.459999
"151","2020-02-28",25.01
"152","2020-03-02",26.700001
"153","2020-03-03",24.290001
"154","2020-03-04",27.639999
"155","2020-03-05",28.42
"156","2020-03-06",27.84
"157","2020-03-09",24.540001
"158","2020-03-10",27.24
"159","2020-03-11",25.16
"160","2020-03-12",24.209999
"161","2020-03-13",25.27
"162","2020-03-16",20.17
"163","2020-03-17",22.48
"164","2020-03-18",23
"165","2020-03-19",21.620001
"166","2020-03-20",22.549999
"167","2020-03-23",21.16
"168","2020-03-24",22.9
"169","2020-03-25",23.09
"170","2020-03-26",23.52
"171","2020-03-27",24.23
"172","2020-03-30",27.1
"173","2020-03-31",28.530001
"174","2020-04-01",27.799999
"175","2020-04-02",26.129999
"176","2020-04-03",29.049999
"177","2020-04-06",30.09
"178","2020-04-07",33.16
"179","2020-04-08",32.040001
"180","2020-04-09",33.34
"181","2020-04-13",35.27
"182","2020-04-14",37.450001
"183","2020-04-15",38.5
"184","2020-04-16",37.360001
"185","2020-04-17",37.299999
"186","2020-04-20",37.860001
"187","2020-04-21",38.509998
"188","2020-04-22",37.77
"189","2020-04-23",41.09
"190","2020-04-24",40.98
"191","2020-04-27",43.709999
"192","2020-04-28",42.009998
"193","2020-04-29",41.130001
"194","2020-04-30",40.009998
"195","2020-05-01",37.959999
"196","2020-05-04",38.900002
"197","2020-05-05",43.91
"198","2020-05-06",46.959999
"199","2020-05-07",52.43
"200","2020-05-08",53.959999
