"","date","HTZ"
"1","2007-01-03",17.280001
"2","2007-01-04",17.25
"3","2007-01-05",17.440001
"4","2007-01-08",17.32
"5","2007-01-09",17.01
"6","2007-01-10",17.08
"7","2007-01-11",16.690001
"8","2007-01-12",17.110001
"9","2007-01-16",17.26
"10","2007-01-17",17.360001
"11","2007-01-18",17.379999
"12","2007-01-19",17.32
"13","2007-01-22",18.190001
"14","2007-01-23",18.77
"15","2007-01-24",19.33
"16","2007-01-25",19.09
"17","2007-01-26",18.889999
"18","2007-01-29",18.92
"19","2007-01-30",18.77
"20","2007-01-31",18.620001
"21","2007-02-01",18.950001
"22","2007-02-02",18.9
"23","2007-02-05",19.43
"24","2007-02-06",19.709999
"25","2007-02-07",19.959999
"26","2007-02-08",20.379999
"27","2007-02-09",20.700001
"28","2007-02-12",20.299999
"29","2007-02-13",20.360001
"30","2007-02-14",21.219999
"31","2007-02-15",21.620001
"32","2007-02-16",21.9
"33","2007-02-20",22.25
"34","2007-02-21",21.74
"35","2007-02-22",21.700001
"36","2007-02-23",21.559999
"37","2007-02-26",21.360001
"38","2007-02-27",21.26
"39","2007-02-28",21.26
"40","2007-03-01",20.48
"41","2007-03-02",21.110001
"42","2007-03-05",21
"43","2007-03-06",21.23
"44","2007-03-07",20.91
"45","2007-03-08",21
"46","2007-03-09",20.9
"47","2007-03-12",21.120001
"48","2007-03-13",21.309999
"49","2007-03-14",22.110001
"50","2007-03-15",21.889999
"51","2007-03-16",22.030001
"52","2007-03-19",21.780001
"53","2007-03-20",21.76
"54","2007-03-21",22.469999
"55","2007-03-22",22.860001
"56","2007-03-23",22.780001
"57","2007-03-26",22.780001
"58","2007-03-27",23.35
"59","2007-03-28",23.41
"60","2007-03-29",23.27
"61","2007-03-30",23.700001
"62","2007-04-02",23.42
"63","2007-04-03",24.15
"64","2007-04-04",23.719999
"65","2007-04-05",23.98
"66","2007-04-09",24.17
"67","2007-04-10",24.190001
"68","2007-04-11",23.84
"69","2007-04-12",23.73
"70","2007-04-13",23.74
"71","2007-04-16",23.700001
"72","2007-04-17",23.389999
"73","2007-04-18",23.059999
"74","2007-04-19",22.700001
"75","2007-04-20",23.219999
"76","2007-04-23",23.459999
"77","2007-04-24",23.08
"78","2007-04-25",23.26
"79","2007-04-26",22.129999
"80","2007-04-27",21.1
"81","2007-04-30",19.9
"82","2007-05-01",20.33
"83","2007-05-02",21.48
"84","2007-05-03",21.690001
"85","2007-05-04",21.799999
"86","2007-05-07",21.379999
"87","2007-05-08",21.49
"88","2007-05-09",21.389999
"89","2007-05-10",20.67
"90","2007-05-11",20.51
"91","2007-05-14",20.75
"92","2007-05-15",21.129999
"93","2007-05-16",21.799999
"94","2007-05-17",21.969999
"95","2007-05-18",21.25
"96","2007-05-21",20.98
"97","2007-05-22",20.969999
"98","2007-05-23",20.75
"99","2007-05-24",20.690001
"100","2007-05-25",21.26
"101","2007-05-29",21.85
"102","2007-05-30",21.950001
"103","2007-05-31",21.18
"104","2007-06-01",22.49
"105","2007-06-04",23.049999
"106","2007-06-05",23.860001
"107","2007-06-06",23.33
"108","2007-06-07",22.799999
"109","2007-06-08",23.02
"110","2007-06-11",22.58
"111","2007-06-12",22.450001
"112","2007-06-13",24.370001
"113","2007-06-14",24.32
"114","2007-06-15",24.15
"115","2007-06-18",25.030001
"116","2007-06-19",25.129999
"117","2007-06-20",25.52
"118","2007-06-21",25.620001
"119","2007-06-22",25.540001
"120","2007-06-25",25.01
"121","2007-06-26",25.440001
"122","2007-06-27",25.82
"123","2007-06-28",26.780001
"124","2007-06-29",26.57
"125","2007-07-02",26.379999
"126","2007-07-03",26.59
"127","2007-07-05",26.629999
"128","2007-07-06",26.719999
"129","2007-07-09",26.67
"130","2007-07-10",26.26
"131","2007-07-11",25.6
"132","2007-07-12",25.559999
"133","2007-07-13",25.290001
"134","2007-07-16",25.459999
"135","2007-07-17",25.280001
"136","2007-07-18",25.01
"137","2007-07-19",24.940001
"138","2007-07-20",24.450001
"139","2007-07-23",24.370001
"140","2007-07-24",24.309999
"141","2007-07-25",23.809999
"142","2007-07-26",23.190001
"143","2007-07-27",22.879999
"144","2007-07-30",22.120001
"145","2007-07-31",22.389999
"146","2007-08-01",21.85
"147","2007-08-02",21.889999
"148","2007-08-03",21.5
"149","2007-08-06",22.190001
"150","2007-08-07",22
"151","2007-08-08",23.6
"152","2007-08-09",22.389999
"153","2007-08-10",22.190001
"154","2007-08-13",23.1
"155","2007-08-14",22.860001
"156","2007-08-15",21.940001
"157","2007-08-16",21.43
"158","2007-08-17",21.200001
"159","2007-08-20",21.690001
"160","2007-08-21",21.790001
"161","2007-08-22",22.26
"162","2007-08-23",22.299999
"163","2007-08-24",22.360001
"164","2007-08-27",22.440001
"165","2007-08-28",22.139999
"166","2007-08-29",22
"167","2007-08-30",22
"168","2007-08-31",22.110001
"169","2007-09-04",22.459999
"170","2007-09-05",22
"171","2007-09-06",21.91
"172","2007-09-07",21.6
"173","2007-09-10",21.030001
"174","2007-09-11",21.040001
"175","2007-09-12",20.33
"176","2007-09-13",20.049999
"177","2007-09-14",19.9
"178","2007-09-17",19.780001
"179","2007-09-18",20.389999
"180","2007-09-19",21.34
"181","2007-09-20",21.51
"182","2007-09-21",21.51
"183","2007-09-24",21.469999
"184","2007-09-25",20.790001
"185","2007-09-26",20.709999
"186","2007-09-27",21.75
"187","2007-09-28",22.719999
"188","2007-10-01",23.35
"189","2007-10-02",23.91
"190","2007-10-03",23.73
"191","2007-10-04",23.84
"192","2007-10-05",24.969999
"193","2007-10-08",24.83
"194","2007-10-09",24.98
"195","2007-10-10",24.07
"196","2007-10-11",24.469999
"197","2007-10-12",24.450001
"198","2007-10-15",23.73
"199","2007-10-16",22.6
"200","2007-10-17",23.219999
"201","2007-10-18",23.360001
"202","2007-10-19",22
"203","2007-10-22",22.549999
"204","2007-10-23",22.48
"205","2007-10-24",22.08
"206","2007-10-25",21.709999
"207","2007-10-26",23.360001
"208","2007-10-29",22.98
"209","2007-10-30",21.4
"210","2007-10-31",21.68
"211","2007-11-01",21.629999
"212","2007-11-02",21
"213","2007-11-05",19.74
"214","2007-11-06",19.799999
"215","2007-11-07",18.309999
"216","2007-11-08",19.879999
"217","2007-11-09",18.450001
"218","2007-11-12",18.66
"219","2007-11-13",18.73
"220","2007-11-14",18.01
"221","2007-11-15",18.120001
"222","2007-11-16",17.57
"223","2007-11-19",17.309999
"224","2007-11-20",17.799999
"225","2007-11-21",17.5
"226","2007-11-23",17.59
"227","2007-11-26",17.200001
"228","2007-11-27",17.25
"229","2007-11-28",18.809999
"230","2007-11-29",18.700001
"231","2007-11-30",19.1
"232","2007-12-03",18.450001
"233","2007-12-04",18.01
"234","2007-12-05",17.969999
"235","2007-12-06",17.709999
"236","2007-12-07",17.51
"237","2007-12-10",17
"238","2007-12-11",16.459999
"239","2007-12-12",15.88
"240","2007-12-13",16.110001
"241","2007-12-14",15.52
"242","2007-12-17",15.23
"243","2007-12-18",14.95
"244","2007-12-19",15.15
"245","2007-12-20",15.72
"246","2007-12-21",16.469999
"247","2007-12-24",16.389999
"248","2007-12-26",15.82
"249","2007-12-27",15.65
"250","2007-12-28",15.6
"251","2007-12-31",15.89
"252","2008-01-02",15.26
"253","2008-01-03",14.9
"254","2008-01-04",14.03
"255","2008-01-07",14.29
"256","2008-01-08",13.43
"257","2008-01-09",13.66
"258","2008-01-10",13.89
"259","2008-01-11",13.95
"260","2008-01-14",13.39
"261","2008-01-15",13.26
"262","2008-01-16",13.43
"263","2008-01-17",13.09
"264","2008-01-18",12.89
"265","2008-01-22",12.15
"266","2008-01-23",12.91
"267","2008-01-24",13.28
"268","2008-01-25",12.85
"269","2008-01-28",13.87
"270","2008-01-29",14.77
"271","2008-01-30",14.38
"272","2008-01-31",14.88
"273","2008-02-01",15
"274","2008-02-04",14.5
"275","2008-02-05",14.33
"276","2008-02-06",14.33
"277","2008-02-07",14.45
"278","2008-02-08",14.12
"279","2008-02-11",13.6
"280","2008-02-12",13.71
"281","2008-02-13",13.42
"282","2008-02-14",14.15
"283","2008-02-15",13.92
"284","2008-02-19",14.04
"285","2008-02-20",14.38
"286","2008-02-21",13.07
"287","2008-02-22",12.93
"288","2008-02-25",12.87
"289","2008-02-26",13.35
"290","2008-02-27",13.14
"291","2008-02-28",12.83
"292","2008-02-29",11.93
"293","2008-03-03",11.7
"294","2008-03-04",11.04
"295","2008-03-05",10.93
