"","date","ASMB"
"1","2010-12-17",31.5
"2","2010-12-20",31.5
"3","2010-12-21",31.25
"4","2010-12-22",30.25
"5","2010-12-23",31.5
"6","2010-12-27",31.450001
"7","2010-12-28",31.65
"8","2010-12-29",31.75
"9","2010-12-30",31.6
"10","2010-12-31",33.099998
"11","2011-01-03",34
"12","2011-01-04",32.650002
"13","2011-01-05",33
"14","2011-01-06",35
"15","2011-01-07",34.400002
"16","2011-01-10",32.25
"17","2011-01-11",32.5
"18","2011-01-12",32.400002
"19","2011-01-13",34
"20","2011-01-14",32
"21","2011-01-18",32.25
"22","2011-01-19",32.5
"23","2011-01-20",31.200001
"24","2011-01-21",30
"25","2011-01-24",32.099998
"26","2011-01-25",32.150002
"27","2011-01-26",32.049999
"28","2011-01-27",32.200001
"29","2011-01-28",31.549999
"30","2011-01-31",30.6
"31","2011-02-01",30.700001
"32","2011-02-02",30
"33","2011-02-03",31
"34","2011-02-04",31.549999
"35","2011-02-07",32.099998
"36","2011-02-08",31.049999
"37","2011-02-09",30.85
"38","2011-02-10",31.6
"39","2011-02-11",32.25
"40","2011-02-14",31.700001
"41","2011-02-15",32.75
"42","2011-02-16",32.75
"43","2011-02-17",33.799999
"44","2011-02-18",35.75
"45","2011-02-22",35.25
"46","2011-02-23",36.200001
"47","2011-02-24",37.25
"48","2011-02-25",38.25
"49","2011-02-28",39.5
"50","2011-03-01",47.5
"51","2011-03-02",47
"52","2011-03-03",46
"53","2011-03-04",47.25
"54","2011-03-07",44.450001
"55","2011-03-08",46.400002
"56","2011-03-09",48.5
"57","2011-03-10",53.5
"58","2011-03-11",52.5
"59","2011-03-14",54
"60","2011-03-15",54.950001
"61","2011-03-16",53.549999
"62","2011-03-17",53.5
"63","2011-03-18",52.25
"64","2011-03-21",48.700001
"65","2011-03-22",50.049999
"66","2011-03-23",52.5
"67","2011-03-24",54.150002
"68","2011-03-25",52.75
"69","2011-03-28",51.799999
"70","2011-03-29",52.099998
"71","2011-03-30",51.650002
"72","2011-03-31",59.25
"73","2011-04-01",61.549999
"74","2011-04-04",70
"75","2011-04-05",70.099998
"76","2011-04-06",66.199997
"77","2011-04-07",68.300003
"78","2011-04-08",66.199997
"79","2011-04-11",62.849998
"80","2011-04-12",57.049999
"81","2011-04-13",62.650002
"82","2011-04-14",64.5
"83","2011-04-15",72.5
"84","2011-04-18",73.599998
"85","2011-04-19",75
"86","2011-04-20",75.099998
"87","2011-04-21",77.25
"88","2011-04-25",78.849998
"89","2011-04-26",85
"90","2011-04-27",84.5
"91","2011-04-28",84.25
"92","2011-04-29",85.75
"93","2011-05-02",85
"94","2011-05-03",95.5
"95","2011-05-04",96.900002
"96","2011-05-05",99.900002
"97","2011-05-06",100.800003
"98","2011-05-09",101.25
"99","2011-05-10",98.5
"100","2011-05-11",93
"101","2011-05-12",94.800003
"102","2011-05-13",95.849998
"103","2011-05-16",87.300003
"104","2011-05-17",85.349998
"105","2011-05-18",88.75
"106","2011-05-19",87.849998
"107","2011-05-20",87.349998
"108","2011-05-23",87.050003
"109","2011-05-24",84.949997
"110","2011-05-25",86.550003
"111","2011-05-26",84.199997
"112","2011-05-27",86.900002
"113","2011-05-31",85
"114","2011-06-01",83.050003
"115","2011-06-02",82.5
"116","2011-06-03",82.849998
"117","2011-06-06",83.099998
"118","2011-06-07",76.800003
"119","2011-06-08",78.349998
"120","2011-06-09",84.400002
"121","2011-06-10",79.550003
"122","2011-06-13",73.050003
"123","2011-06-14",71.5
"124","2011-06-15",70.949997
"125","2011-06-16",69.75
"126","2011-06-17",71.5
"127","2011-06-20",72
"128","2011-06-21",79.949997
"129","2011-06-22",79.25
"130","2011-06-23",78.5
"131","2011-06-24",76.25
"132","2011-06-27",73.800003
"133","2011-06-28",73.550003
"134","2011-06-29",74.699997
"135","2011-06-30",73.800003
"136","2011-07-01",73.650002
"137","2011-07-05",71.349998
"138","2011-07-06",70.75
"139","2011-07-07",70.449997
"140","2011-07-08",67.349998
"141","2011-07-11",70
"142","2011-07-12",67.449997
"143","2011-07-13",59.549999
"144","2011-07-14",63.549999
"145","2011-07-15",64.800003
"146","2011-07-18",63.650002
"147","2011-07-19",63.25
"148","2011-07-20",62.5
"149","2011-07-21",59.650002
"150","2011-07-22",59.450001
"151","2011-07-25",59.75
"152","2011-07-26",60.25
"153","2011-07-27",59.950001
"154","2011-07-28",59.950001
"155","2011-07-29",60.450001
"156","2011-08-01",58.700001
"157","2011-08-02",57.299999
"158","2011-08-03",54.5
"159","2011-08-04",49.799999
"160","2011-08-05",49.75
"161","2011-08-08",44.25
"162","2011-08-09",45.099998
"163","2011-08-10",47.049999
"164","2011-08-11",50.950001
"165","2011-08-12",53.099998
"166","2011-08-15",56.200001
"167","2011-08-16",54.349998
"168","2011-08-17",50.349998
"169","2011-08-18",47
"170","2011-08-19",47.700001
"171","2011-08-22",48.200001
"172","2011-08-23",50.349998
"173","2011-08-24",49.25
"174","2011-08-25",47.5
"175","2011-08-26",47.799999
"176","2011-08-29",49.75
"177","2011-08-30",49
"178","2011-08-31",49.75
"179","2011-09-01",47.400002
"180","2011-09-02",47.150002
"181","2011-09-06",47
"182","2011-09-07",48.25
"183","2011-09-08",49.25
"184","2011-09-09",48.75
"185","2011-09-12",47.849998
"186","2011-09-13",47.299999
"187","2011-09-14",46.400002
"188","2011-09-15",47.799999
"189","2011-09-16",47.849998
"190","2011-09-19",46.900002
"191","2011-09-20",47.200001
"192","2011-09-21",46.900002
"193","2011-09-22",45.700001
"194","2011-09-23",45.150002
"195","2011-09-26",45.25
"196","2011-09-27",45.049999
"197","2011-09-28",45.650002
"198","2011-09-29",46.349998
"199","2011-09-30",45.150002
"200","2011-10-03",44
"201","2011-10-04",43.700001
"202","2011-10-05",44.5
"203","2011-10-06",44.400002
"204","2011-10-07",42.450001
"205","2011-10-10",42.799999
"206","2011-10-11",42.549999
"207","2011-10-12",43.049999
"208","2011-10-13",43.25
"209","2011-10-14",42.650002
"210","2011-10-17",44.099998
"211","2011-10-18",42.75
"212","2011-10-19",43.599998
"213","2011-10-20",41.599998
"214","2011-10-21",40.400002
"215","2011-10-24",41.549999
"216","2011-10-25",40.25
"217","2011-10-26",41.25
"218","2011-10-27",41.200001
"219","2011-10-28",40.049999
"220","2011-10-31",40.150002
"221","2011-11-01",39.75
"222","2011-11-02",40.200001
"223","2011-11-03",39.650002
"224","2011-11-04",38.75
"225","2011-11-07",39.049999
"226","2011-11-08",39.099998
"227","2011-11-09",40.549999
"228","2011-11-10",40.599998
"229","2011-11-11",41.099998
"230","2011-11-14",40.950001
"231","2011-11-15",40.599998
"232","2011-11-16",41.900002
"233","2011-11-17",42
"234","2011-11-18",40.400002
"235","2011-11-21",39.700001
"236","2011-11-22",37.5
"237","2011-11-23",36.849998
"238","2011-11-25",36
"239","2011-11-28",37.400002
"240","2011-11-29",38.549999
"241","2011-11-30",38.700001
"242","2011-12-01",37.5
"243","2011-12-02",40
"244","2011-12-05",40.150002
"245","2011-12-06",39.25
"246","2011-12-07",39.950001
"247","2011-12-08",40.200001
"248","2011-12-09",40.049999
"249","2011-12-12",38.700001
"250","2011-12-13",40
"251","2011-12-14",39.450001
"252","2011-12-15",37.599998
"253","2011-12-16",37.299999
"254","2011-12-19",38
"255","2011-12-20",38
"256","2011-12-21",38
"257","2011-12-22",37.799999
"258","2011-12-23",37.299999
"259","2011-12-27",37.650002
"260","2011-12-28",37.549999
"261","2011-12-29",37.599998
"262","2011-12-30",40.049999
"263","2012-01-03",39.950001
"264","2012-01-04",40.5
"265","2012-01-05",40.599998
"266","2012-01-06",40.25
"267","2012-01-09",40
"268","2012-01-10",40
"269","2012-01-11",39.950001
"270","2012-01-12",40.25
"271","2012-01-13",40.5
"272","2012-01-17",43.150002
"273","2012-01-18",43.900002
"274","2012-01-19",44.75
"275","2012-01-20",44.650002
"276","2012-01-23",43
"277","2012-01-24",44.450001
"278","2012-01-25",42.650002
"279","2012-01-26",42.349998
"280","2012-01-27",43.599998
"281","2012-01-30",43.75
"282","2012-01-31",44.5
"283","2012-02-01",42.299999
"284","2012-02-02",44.450001
"285","2012-02-03",44.349998
"286","2012-02-06",45
"287","2012-02-07",45.450001
"288","2012-02-08",46.25
"289","2012-02-09",46.150002
"290","2012-02-10",47
"291","2012-02-13",46.75
"292","2012-02-14",46.150002
"293","2012-02-15",47
"294","2012-02-16",46.799999
"295","2012-02-17",47.200001
"296","2012-02-21",47.150002
"297","2012-02-22",47.349998
"298","2012-02-23",47.349998
"299","2012-02-24",47.75
"300","2012-02-27",50.349998
"301","2012-02-28",51.549999
"302","2012-02-29",53.400002
"303","2012-03-01",53.099998
"304","2012-03-02",54.200001
"305","2012-03-05",53.900002
"306","2012-03-06",51
"307","2012-03-07",52.599998
"308","2012-03-08",53.950001
"309","2012-03-09",57.150002
"310","2012-03-12",57.400002
"311","2012-03-13",59.150002
"312","2012-03-14",58.849998
"313","2012-03-15",57.400002
"314","2012-03-16",57.599998
"315","2012-03-19",58.700001
"316","2012-03-20",57.75
"317","2012-03-21",55.450001
"318","2012-03-22",55.349998
"319","2012-03-23",52.650002
"320","2012-03-26",53.849998
"321","2012-03-27",51.650002
"322","2012-03-28",48.700001
"323","2012-03-29",49.900002
"324","2012-03-30",49.849998
"325","2012-04-02",51.950001
"326","2012-04-03",50.200001
"327","2012-04-04",50.900002
"328","2012-04-05",49.950001
"329","2012-04-09",52.549999
"330","2012-04-10",51.25
"331","2012-04-11",51.549999
"332","2012-04-12",50.549999
"333","2012-04-13",50.099998
"334","2012-04-16",50.049999
"335","2012-04-17",46.049999
"336","2012-04-18",47.700001
"337","2012-04-19",45.349998
"338","2012-04-20",46
"339","2012-04-23",45.549999
"340","2012-04-24",45.200001
"341","2012-04-25",46.349998
"342","2012-04-26",44.849998
"343","2012-04-27",44.549999
"344","2012-04-30",45.549999
"345","2012-05-01",45.400002
"346","2012-05-02",45.549999
"347","2012-05-03",47.200001
"348","2012-05-04",47.799999
"349","2012-05-07",48.75
"350","2012-05-08",50.299999
"351","2012-05-09",52.5
"352","2012-05-10",53.549999
"353","2012-05-11",54.799999
"354","2012-05-14",62.900002
"355","2012-05-15",57.400002
"356","2012-05-16",57.400002
"357","2012-05-17",56.299999
"358","2012-05-18",52.5
"359","2012-05-21",55.299999
"360","2012-05-22",52.400002
"361","2012-05-23",53.099998
"362","2012-05-24",51.150002
"363","2012-05-25",51.200001
"364","2012-05-29",50.700001
"365","2012-05-30",53.049999
"366","2012-05-31",50.549999
"367","2012-06-01",50.150002
"368","2012-06-04",48.75
"369","2012-06-05",49.849998
"370","2012-06-06",50.599998
"371","2012-06-07",49.549999
"372","2012-06-08",55
"373","2012-06-11",57.200001
"374","2012-06-12",52.25
"375","2012-06-13",50.200001
"376","2012-06-14",54.25
"377","2012-06-15",55.099998
"378","2012-06-18",59.950001
"379","2012-06-19",56.549999
"380","2012-06-20",59.450001
"381","2012-06-21",60.650002
"382","2012-06-22",61.299999
"383","2012-06-25",25.1
"384","2012-06-26",23.799999
"385","2012-06-27",22.75
"386","2012-06-28",21.65
"387","2012-06-29",21.35
"388","2012-07-02",21.25
"389","2012-07-03",21.6
"390","2012-07-05",21.200001
"391","2012-07-06",20.4
"392","2012-07-09",19.6
"393","2012-07-10",18.6
"394","2012-07-11",18.35
"395","2012-07-12",18.200001
"396","2012-07-13",18
"397","2012-07-16",17.799999
"398","2012-07-17",18.6
"399","2012-07-18",19.700001
"400","2012-07-19",19.799999
"401","2012-07-20",18.65
"402","2012-07-23",19.15
"403","2012-07-24",18.799999
"404","2012-07-25",18.549999
"405","2012-07-26",19.200001
"406","2012-07-27",19.5
"407","2012-07-30",19.15
"408","2012-07-31",18.299999
"409","2012-08-01",18.049999
"410","2012-08-02",17.85
"411","2012-08-03",18.25
"412","2012-08-06",18.35
"413","2012-08-07",18.1
"414","2012-08-08",18.049999
"415","2012-08-09",18.4
"416","2012-08-10",19.200001
"417","2012-08-13",20
"418","2012-08-14",19.5
"419","2012-08-15",19.700001
"420","2012-08-16",19.35
"421","2012-08-17",18.75
"422","2012-08-20",18.549999
"423","2012-08-21",18.5
"424","2012-08-22",18.299999
"425","2012-08-23",18.5
"426","2012-08-24",18.5
"427","2012-08-27",18.4
"428","2012-08-28",18.65
"429","2012-08-29",18.4
"430","2012-08-30",18.4
"431","2012-08-31",18.9
"432","2012-09-04",19.049999
"433","2012-09-05",20.25
"434","2012-09-06",19.9
"435","2012-09-07",19.9
"436","2012-09-10",19.799999
"437","2012-09-11",19.5
"438","2012-09-12",20
"439","2012-09-13",19.700001
"440","2012-09-14",19.549999
"441","2012-09-17",19.35
"442","2012-09-18",19.200001
"443","2012-09-19",19.25
"444","2012-09-20",18.799999
"445","2012-09-21",18.15
"446","2012-09-24",18.35
"447","2012-09-25",17.950001
"448","2012-09-26",18
"449","2012-09-27",18.200001
"450","2012-09-28",17.9
"451","2012-10-01",18.35
"452","2012-10-02",18.450001
"453","2012-10-03",18.15
"454","2012-10-04",17.950001
"455","2012-10-05",17.549999
"456","2012-10-08",17.450001
"457","2012-10-09",17.200001
"458","2012-10-10",16.6
"459","2012-10-11",16.200001
"460","2012-10-12",16.1
"461","2012-10-15",16.15
"462","2012-10-16",16.35
"463","2012-10-17",16.75
"464","2012-10-18",16.799999
"465","2012-10-19",16.75
"466","2012-10-22",16.5
"467","2012-10-23",15.65
"468","2012-10-24",15
"469","2012-10-25",15.4
"470","2012-10-26",15.45
"471","2012-10-31",15.7
"472","2012-11-01",15.65
"473","2012-11-02",15.35
"474","2012-11-05",14.2
"475","2012-11-06",13.85
"476","2012-11-07",13.2
"477","2012-11-08",12.5
"478","2012-11-09",12
"479","2012-11-12",11.1
"480","2012-11-13",10.3
"481","2012-11-14",10.8
"482","2012-11-15",10.85
"483","2012-11-16",11.75
"484","2012-11-19",12.5
"485","2012-11-20",12.05
"486","2012-11-21",12.35
"487","2012-11-23",12.25
"488","2012-11-26",12.4
"489","2012-11-27",13
"490","2012-11-28",12.8
"491","2012-11-29",12.45
"492","2012-11-30",12.4
"493","2012-12-03",12.35
"494","2012-12-04",12.4
"495","2012-12-05",12.3
"496","2012-12-06",11.55
"497","2012-12-07",11.8
"498","2012-12-10",11.35
"499","2012-12-11",11.1
"500","2012-12-12",10.95
"501","2012-12-13",11
"502","2012-12-14",11.55
"503","2012-12-17",11.45
"504","2012-12-18",11.85
"505","2012-12-19",11.4
"506","2012-12-20",11.05
"507","2012-12-21",11.2
"508","2012-12-24",11.3
"509","2012-12-26",10.8
"510","2012-12-27",11.1
"511","2012-12-28",10.75
"512","2012-12-31",10.8
"513","2013-01-02",11.95
"514","2013-01-03",12.05
"515","2013-01-04",11.9
"516","2013-01-07",11.9
"517","2013-01-08",12.45
"518","2013-01-09",12.1
"519","2013-01-10",11.8
"520","2013-01-11",11.7
"521","2013-01-14",11.45
"522","2013-01-15",11.35
"523","2013-01-16",11.25
"524","2013-01-17",11.5
"525","2013-01-18",11.25
"526","2013-01-22",11.15
"527","2013-01-23",11.1
"528","2013-01-24",10.85
"529","2013-01-25",11.05
"530","2013-01-28",13.65
"531","2013-01-29",16.4
"532","2013-01-30",12.65
"533","2013-01-31",12.8
"534","2013-02-01",12.45
"535","2013-02-04",12.6
"536","2013-02-05",12.95
"537","2013-02-06",12.8
"538","2013-02-07",12.9
"539","2013-02-08",12.85
"540","2013-02-11",12.85
"541","2013-02-12",13.3
"542","2013-02-13",13.75
"543","2013-02-14",13.15
"544","2013-02-15",13.05
"545","2013-02-19",14.4
"546","2013-02-20",14.2
"547","2013-02-21",13.45
"548","2013-02-22",14.65
"549","2013-02-25",14.4
"550","2013-02-26",14.1
"551","2013-02-27",15.05
"552","2013-02-28",15.3
"553","2013-03-01",15.15
"554","2013-03-04",16
"555","2013-03-05",16.549999
"556","2013-03-06",16.700001
"557","2013-03-07",16.65
"558","2013-03-08",16.799999
"559","2013-03-11",16.700001
"560","2013-03-12",16.6
"561","2013-03-13",16.700001
"562","2013-03-14",16.299999
"563","2013-03-15",16.5
"564","2013-03-18",16.049999
"565","2013-03-19",14.7
"566","2013-03-20",15.6
"567","2013-03-21",15.35
"568","2013-03-22",15.5
"569","2013-03-25",15.5
"570","2013-03-26",15.55
"571","2013-03-27",15.2
"572","2013-03-28",14.95
"573","2013-04-01",15.25
"574","2013-04-02",14.85
"575","2013-04-03",14.25
"576","2013-04-04",14.4
"577","2013-04-05",14.75
"578","2013-04-08",14.5
"579","2013-04-09",14.1
"580","2013-04-10",14.1
"581","2013-04-11",14.1
"582","2013-04-12",14
"583","2013-04-15",14.15
"584","2013-04-16",15
"585","2013-04-17",14.45
"586","2013-04-18",13.75
"587","2013-04-19",13.75
"588","2013-04-22",13.5
"589","2013-04-23",14.2
"590","2013-04-24",14.35
"591","2013-04-25",13.9
"592","2013-04-26",13.55
"593","2013-04-29",13.7
"594","2013-04-30",13.4
"595","2013-05-01",13.2
"596","2013-05-02",13.45
"597","2013-05-03",13.8
"598","2013-05-06",13.75
"599","2013-05-07",13.65
"600","2013-05-08",13.1
"601","2013-05-09",12.9
"602","2013-05-10",13.5
"603","2013-05-13",13.4
"604","2013-05-14",13.5
"605","2013-05-15",13.25
"606","2013-05-16",13.2
"607","2013-05-17",13.3
"608","2013-05-20",13.1
"609","2013-05-21",13.3
"610","2013-05-22",13.35
"611","2013-05-23",13.8
"612","2013-05-24",13.3
"613","2013-05-28",13.25
"614","2013-05-29",12.95
"615","2013-05-30",13.05
"616","2013-05-31",12.9
"617","2013-06-03",12.45
"618","2013-06-04",12.35
"619","2013-06-05",12.15
"620","2013-06-06",12.55
"621","2013-06-07",12.85
"622","2013-06-10",12.8
"623","2013-06-11",12.4
"624","2013-06-12",11.8
"625","2013-06-13",11.55
"626","2013-06-14",11.2
"627","2013-06-17",11.5
"628","2013-06-18",10.95
"629","2013-06-19",11.05
"630","2013-06-20",10.7
"631","2013-06-21",11.15
"632","2013-06-24",10.25
"633","2013-06-25",10.35
"634","2013-06-26",10.4
"635","2013-06-27",10.45
"636","2013-06-28",12
"637","2013-07-01",11.25
"638","2013-07-02",11.5
"639","2013-07-03",11.5
"640","2013-07-05",11.4
"641","2013-07-08",11.3
"642","2013-07-09",10.7
"643","2013-07-10",10.95
"644","2013-07-11",11.2
"645","2013-07-12",10.85
"646","2013-07-15",11
"647","2013-07-16",12.15
"648","2013-07-17",12.05
"649","2013-07-18",12.1
"650","2013-07-19",12.05
"651","2013-07-22",12
"652","2013-07-23",11.9
"653","2013-07-24",11.9
"654","2013-07-25",12
"655","2013-07-26",11.9
"656","2013-07-29",11.85
"657","2013-07-30",11.8
"658","2013-07-31",11.95
"659","2013-08-01",12.7
"660","2013-08-02",12.6
"661","2013-08-05",13
"662","2013-08-06",13.55
"663","2013-08-07",13.45
"664","2013-08-08",13.25
"665","2013-08-09",12.75
"666","2013-08-12",12.55
"667","2013-08-13",12.75
"668","2013-08-14",12.8
"669","2013-08-15",12.3
"670","2013-08-16",12.65
"671","2013-08-19",12.85
"672","2013-08-20",12.55
"673","2013-08-21",12.45
"674","2013-08-22",12.5
"675","2013-08-23",12.7
"676","2013-08-26",12.8
"677","2013-08-27",12.45
"678","2013-08-28",12
"679","2013-08-29",12.2
"680","2013-08-30",12.6
"681","2013-09-03",12.8
"682","2013-09-04",12.65
"683","2013-09-05",12.3
"684","2013-09-06",13.15
"685","2013-09-09",12.8
"686","2013-09-10",12.9
"687","2013-09-11",14.85
"688","2013-09-12",15.75
"689","2013-09-13",16
"690","2013-09-16",15
"691","2013-09-17",15.25
"692","2013-09-18",14.6
"693","2013-09-19",14.1
"694","2013-09-20",14.2
"695","2013-09-23",13.5
"696","2013-09-24",14.15
"697","2013-09-25",14.05
"698","2013-09-26",14.1
"699","2013-09-27",15.6
"700","2013-09-30",14.45
"701","2013-10-01",15.05
"702","2013-10-02",15.3
"703","2013-10-03",16.25
"704","2013-10-04",16.65
"705","2013-10-07",16.15
"706","2013-10-08",14.95
"707","2013-10-09",14.9
"708","2013-10-10",15.35
"709","2013-10-11",15
"710","2013-10-14",15
"711","2013-10-15",14.55
"712","2013-10-16",15.1
"713","2013-10-17",16.25
"714","2013-10-18",15.6
"715","2013-10-21",15.55
"716","2013-10-22",15.25
"717","2013-10-23",14.9
"718","2013-10-24",15.6
"719","2013-10-25",15.15
"720","2013-10-28",14.65
"721","2013-10-29",15.05
"722","2013-10-30",14.45
"723","2013-10-31",14.2
"724","2013-11-01",14.2
"725","2013-11-04",13.85
"726","2013-11-05",13.5
"727","2013-11-06",13.35
"728","2013-11-07",13.25
"729","2013-11-08",14.05
"730","2013-11-11",14.25
"731","2013-11-12",14.75
"732","2013-11-13",14.55
"733","2013-11-14",14.75
"734","2013-11-15",14.6
"735","2013-11-18",14.45
"736","2013-11-19",13.95
"737","2013-11-20",13.85
"738","2013-11-21",14.2
"739","2013-11-22",14.25
"740","2013-11-25",14.15
"741","2013-11-26",14.7
"742","2013-11-27",14.95
"743","2013-11-29",15.1
"744","2013-12-02",15.45
"745","2013-12-03",15.5
"746","2013-12-04",15.2
"747","2013-12-05",15.1
"748","2013-12-06",15.3
"749","2013-12-09",15
"750","2013-12-10",15
"751","2013-12-11",15.2
"752","2013-12-12",15.3
"753","2013-12-13",15.45
"754","2013-12-16",15.7
"755","2013-12-17",16.15
"756","2013-12-18",16.15
"757","2013-12-19",15.7
"758","2013-12-20",15.9
"759","2013-12-23",16
"760","2013-12-24",16.1
"761","2013-12-26",17.200001
"762","2013-12-27",17.200001
"763","2013-12-30",17.549999
"764","2013-12-31",19.1
"765","2014-01-02",18.799999
"766","2014-01-03",18.15
"767","2014-01-06",18.6
"768","2014-01-07",19.1
"769","2014-01-08",19.85
"770","2014-01-09",19.9
"771","2014-01-10",19.700001
"772","2014-01-13",19.4
"773","2014-01-14",19.049999
"774","2014-01-15",19.6
"775","2014-01-16",19.35
"776","2014-01-17",18.950001
"777","2014-01-21",18.35
"778","2014-01-22",20.35
"779","2014-01-23",20.049999
