"","date","INFN"
"1","2007-06-07",19.709999
"2","2007-06-08",25.16
"3","2007-06-11",24.959999
"4","2007-06-12",24.059999
"5","2007-06-13",23.940001
"6","2007-06-14",24.049999
"7","2007-06-15",27.049999
"8","2007-06-18",26.6
"9","2007-06-19",24.610001
"10","2007-06-20",23.969999
"11","2007-06-21",24.040001
"12","2007-06-22",24.41
"13","2007-06-25",23.75
"14","2007-06-26",23.74
"15","2007-06-27",23.9
"16","2007-06-28",26.74
"17","2007-06-29",24.92
"18","2007-07-02",23.860001
"19","2007-07-03",23.33
"20","2007-07-05",22.34
"21","2007-07-06",23.049999
"22","2007-07-09",24.290001
"23","2007-07-10",25
"24","2007-07-11",24.99
"25","2007-07-12",24.9
"26","2007-07-13",25.719999
"27","2007-07-16",23.799999
"28","2007-07-17",23.309999
"29","2007-07-18",23.290001
"30","2007-07-19",22.35
"31","2007-07-20",23.200001
"32","2007-07-23",23.299999
"33","2007-07-24",23.299999
"34","2007-07-25",23.77
"35","2007-07-26",23.450001
"36","2007-07-27",22.16
"37","2007-07-30",23.059999
"38","2007-07-31",22.799999
"39","2007-08-01",20.129999
"40","2007-08-02",20.27
"41","2007-08-03",20.059999
"42","2007-08-06",20.299999
"43","2007-08-07",20.120001
"44","2007-08-08",20.9
"45","2007-08-09",21.18
"46","2007-08-10",19.83
"47","2007-08-13",19.389999
"48","2007-08-14",18.940001
"49","2007-08-15",17.98
"50","2007-08-16",17.219999
"51","2007-08-17",17.99
"52","2007-08-20",18
"53","2007-08-21",17.860001
"54","2007-08-22",17.9
"55","2007-08-23",17.610001
"56","2007-08-24",18.24
"57","2007-08-27",17.549999
"58","2007-08-28",17.16
"59","2007-08-29",18.040001
"60","2007-08-30",18.18
"61","2007-08-31",19.26
"62","2007-09-04",19.139999
"63","2007-09-05",19.110001
"64","2007-09-06",18.5
"65","2007-09-07",18.049999
"66","2007-09-10",17.75
"67","2007-09-11",18.1
"68","2007-09-12",17.6
"69","2007-09-13",17.059999
"70","2007-09-14",16.690001
"71","2007-09-17",17.01
"72","2007-09-18",17.049999
"73","2007-09-19",17.1
"74","2007-09-20",17.51
"75","2007-09-21",18.799999
"76","2007-09-24",18.299999
"77","2007-09-25",18.91
"78","2007-09-26",19.860001
"79","2007-09-27",21.040001
"80","2007-09-28",20.15
"81","2007-10-01",20.85
"82","2007-10-02",22.469999
"83","2007-10-03",23.469999
"84","2007-10-04",23.200001
"85","2007-10-05",24.459999
"86","2007-10-08",25.91
"87","2007-10-09",25.08
"88","2007-10-10",25
"89","2007-10-11",23.969999
"90","2007-10-12",24.379999
"91","2007-10-15",24.700001
"92","2007-10-16",24.469999
"93","2007-10-17",24.280001
"94","2007-10-18",24.940001
"95","2007-10-19",24.950001
"96","2007-10-22",25.620001
"97","2007-10-23",26.66
"98","2007-10-24",24
"99","2007-10-25",23.290001
"100","2007-10-26",23.200001
"101","2007-10-29",23.139999
"102","2007-10-30",22.65
"103","2007-10-31",22.07
"104","2007-11-01",22.09
"105","2007-11-02",21.76
"106","2007-11-05",21.780001
"107","2007-11-06",22.549999
"108","2007-11-07",21.700001
"109","2007-11-08",20.450001
"110","2007-11-09",20.790001
"111","2007-11-12",20.540001
"112","2007-11-13",21.120001
"113","2007-11-14",20.4
"114","2007-11-15",20.360001
"115","2007-11-16",21.6
"116","2007-11-19",21.43
"117","2007-11-20",20.799999
"118","2007-11-21",19.99
"119","2007-11-23",20.690001
"120","2007-11-26",19.85
"121","2007-11-27",19.01
"122","2007-11-28",20.299999
"123","2007-11-29",21.469999
"124","2007-11-30",21.809999
"125","2007-12-03",22.360001
"126","2007-12-04",19.719999
"127","2007-12-05",19.799999
"128","2007-12-06",19.4
"129","2007-12-07",19.33
"130","2007-12-10",18.84
"131","2007-12-11",18.950001
"132","2007-12-12",18.25
"133","2007-12-13",17.49
"134","2007-12-14",16.950001
"135","2007-12-17",16.75
"136","2007-12-18",16.790001
"137","2007-12-19",16.370001
"138","2007-12-20",15.6
"139","2007-12-21",14.98
"140","2007-12-24",14.57
"141","2007-12-26",14.75
"142","2007-12-27",14.11
"143","2007-12-28",14.05
"144","2007-12-31",14.84
"145","2008-01-02",14.13
"146","2008-01-03",12.68
"147","2008-01-04",11.16
"148","2008-01-07",11.2
"149","2008-01-08",11.51
"150","2008-01-09",11.18
"151","2008-01-10",11.34
"152","2008-01-11",11.01
"153","2008-01-14",10.78
"154","2008-01-15",9.7
"155","2008-01-16",9.33
"156","2008-01-17",8.81
"157","2008-01-18",9.24
"158","2008-01-22",9.08
"159","2008-01-23",10
"160","2008-01-24",10.27
"161","2008-01-25",9.96
"162","2008-01-28",10.44
"163","2008-01-29",10.36
"164","2008-01-30",10.02
"165","2008-01-31",10.19
"166","2008-02-01",14.69
"167","2008-02-04",13.54
"168","2008-02-05",12.78
"169","2008-02-06",12.75
"170","2008-02-07",12.3
"171","2008-02-08",12
"172","2008-02-11",12.78
"173","2008-02-12",12.95
"174","2008-02-13",13.44
"175","2008-02-14",13.44
"176","2008-02-15",13.2
"177","2008-02-19",12.76
"178","2008-02-20",13.46
"179","2008-02-21",13.08
"180","2008-02-22",12.96
"181","2008-02-25",13.57
"182","2008-02-26",13.87
"183","2008-02-27",13.67
"184","2008-02-28",13
"185","2008-02-29",11.68
"186","2008-03-03",10.89
"187","2008-03-04",11.39
"188","2008-03-05",11.58
"189","2008-03-06",11.1
"190","2008-03-07",11.02
"191","2008-03-10",9.95
"192","2008-03-11",10.6
"193","2008-03-12",10.48
"194","2008-03-13",11.05
"195","2008-03-14",10.52
"196","2008-03-17",9.94
"197","2008-03-18",10.54
"198","2008-03-19",11.03
"199","2008-03-20",11.22
"200","2008-03-24",12.83
"201","2008-03-25",13.07
"202","2008-03-26",12.6
"203","2008-03-27",12.47
"204","2008-03-28",12.2
"205","2008-03-31",12
"206","2008-04-01",12.2
"207","2008-04-02",12.1
"208","2008-04-03",12.62
"209","2008-04-04",12.11
"210","2008-04-07",12.24
"211","2008-04-08",12.66
"212","2008-04-09",12.76
"213","2008-04-10",12.97
"214","2008-04-11",12.31
"215","2008-04-14",12.23
"216","2008-04-15",12.48
"217","2008-04-16",13.66
"218","2008-04-17",14.24
"219","2008-04-18",15.31
"220","2008-04-21",15.3
"221","2008-04-22",16.040001
"222","2008-04-23",12.55
"223","2008-04-24",12.27
"224","2008-04-25",13.23
"225","2008-04-28",13.23
"226","2008-04-29",12.39
"227","2008-04-30",12.66
"228","2008-05-01",12.4
"229","2008-05-02",12.36
"230","2008-05-05",12.48
"231","2008-05-06",13.02
"232","2008-05-07",12.46
"233","2008-05-08",12.81
"234","2008-05-09",13.05
"235","2008-05-12",13.02
"236","2008-05-13",13.16
"237","2008-05-14",13.16
"238","2008-05-15",13.57
"239","2008-05-16",13.66
"240","2008-05-19",14.05
"241","2008-05-20",14
"242","2008-05-21",13.36
"243","2008-05-22",13.16
"244","2008-05-23",13.31
"245","2008-05-27",13.49
"246","2008-05-28",13.43
"247","2008-05-29",13.93
"248","2008-05-30",14.28
"249","2008-06-02",14.06
"250","2008-06-03",14.24
"251","2008-06-04",14.06
"252","2008-06-05",14.01
"253","2008-06-06",13.29
"254","2008-06-09",12.85
"255","2008-06-10",13.1
"256","2008-06-11",12.23
"257","2008-06-12",12.41
"258","2008-06-13",13.01
"259","2008-06-16",13.81
"260","2008-06-17",10.28
"261","2008-06-18",9.99
"262","2008-06-19",10
"263","2008-06-20",9.96
"264","2008-06-23",9.24
"265","2008-06-24",8.91
"266","2008-06-25",9.41
"267","2008-06-26",8.98
"268","2008-06-27",8.91
"269","2008-06-30",8.82
"270","2008-07-01",8.37
"271","2008-07-02",8.13
"272","2008-07-03",8.14
"273","2008-07-07",8.13
"274","2008-07-08",9.29
"275","2008-07-09",8.43
"276","2008-07-10",8.47
"277","2008-07-11",8.75
