"","date","TURN"
"76","2007-04-23",13.87
"77","2007-04-24",13.6
"78","2007-04-25",14.13
"79","2007-04-26",13.84
"80","2007-04-27",13.75
"81","2007-04-30",13.38
"82","2007-05-01",13.75
"83","2007-05-02",13.65
"84","2007-05-03",13.5
"85","2007-05-04",14.19
"86","2007-05-07",13.97
"87","2007-05-08",13.64
"88","2007-05-09",13.85
"89","2007-05-10",13.41
"90","2007-05-11",13.66
"91","2007-05-14",12.05
"92","2007-05-15",11.9
"93","2007-05-16",11.8
"94","2007-05-17",11.9
"95","2007-05-18",11.86
"96","2007-05-21",11.59
"97","2007-05-22",11.73
"98","2007-05-23",11.77
"99","2007-05-24",11.51
"100","2007-05-25",11.52
"101","2007-05-29",11.4
"102","2007-05-30",11.67
"103","2007-05-31",11.73
"104","2007-06-01",11.57
"105","2007-06-04",11.4
"106","2007-06-05",11.41
"107","2007-06-06",11.55
"108","2007-06-07",11.06
"109","2007-06-08",11.52
"110","2007-06-11",11.26
"111","2007-06-12",11.08
"112","2007-06-13",11.14
"113","2007-06-14",11.09
"114","2007-06-15",11.95
"115","2007-06-18",11.29
"116","2007-06-19",11.47
"117","2007-06-20",11.27
"118","2007-06-21",11.44
"119","2007-06-22",11.49
"120","2007-06-25",11.28
"121","2007-06-26",11.11
"122","2007-06-27",11.15
"123","2007-06-28",11.08
"124","2007-06-29",11.2
"125","2007-07-02",11.2
"126","2007-07-03",11.23
"127","2007-07-05",11.1
"128","2007-07-06",11.38
"129","2007-07-09",11.12
"130","2007-07-10",10.87
"131","2007-07-11",10.88
"132","2007-07-12",10.95
"133","2007-07-13",11
"134","2007-07-16",11.13
"135","2007-07-17",11.01
"136","2007-07-18",10.9
"137","2007-07-19",10.77
"138","2007-07-20",10.36
"139","2007-07-23",11
"140","2007-07-24",10.8
"141","2007-07-25",10.65
"142","2007-07-26",10.43
"143","2007-07-27",10.3
"144","2007-07-30",10.07
"145","2007-07-31",9.99
"146","2007-08-01",10.01
"147","2007-08-02",10.1
"148","2007-08-03",9.83
"149","2007-08-06",9.67
"150","2007-08-07",10.61
"151","2007-08-08",11.3
"152","2007-08-09",11.4
"153","2007-08-10",11.35
"154","2007-08-13",11.17
"155","2007-08-14",10.65
"156","2007-08-15",10.76
"157","2007-08-16",10.79
"158","2007-08-17",10.99
"159","2007-08-20",10.74
"160","2007-08-21",10.8
"161","2007-08-22",10.85
"162","2007-08-23",10.88
"163","2007-08-24",10.83
"164","2007-08-27",11.02
"165","2007-08-28",10.5
"166","2007-08-29",10.37
"167","2007-08-30",10.3
"168","2007-08-31",10.3
"169","2007-09-04",10.48
"170","2007-09-05",10.32
"171","2007-09-06",10.26
"172","2007-09-07",10.18
"173","2007-09-10",10.02
"174","2007-09-11",10.12
"175","2007-09-12",10.05
"176","2007-09-13",9.99
"177","2007-09-14",10.1
"178","2007-09-17",10.02
"179","2007-09-18",10.03
"180","2007-09-19",10.24
"181","2007-09-20",10.43
"182","2007-09-21",10.37
"183","2007-09-24",10.3
"184","2007-09-25",10.63
"185","2007-09-26",10.54
"186","2007-09-27",10.68
"187","2007-09-28",10.64
"188","2007-10-01",10.41
"189","2007-10-02",10.39
"190","2007-10-03",10.24
"191","2007-10-04",10.5
"192","2007-10-05",10.41
"193","2007-10-08",10.47
"194","2007-10-09",10.96
"195","2007-10-10",10.75
"196","2007-10-11",10.7
"197","2007-10-12",10.6
"198","2007-10-15",10.6
"199","2007-10-16",10.17
"200","2007-10-17",10.16
"201","2007-10-18",10.21
"202","2007-10-19",10.01
"203","2007-10-22",10.37
"204","2007-10-23",10.39
"205","2007-10-24",10.48
"206","2007-10-25",10.19
"207","2007-10-26",10.67
"208","2007-10-29",10.68
"209","2007-10-30",10.68
"210","2007-10-31",10.61
"211","2007-11-01",10.36
"212","2007-11-02",10.21
"213","2007-11-05",10.21
"214","2007-11-06",10.35
"215","2007-11-07",10.05
"216","2007-11-08",10.06
"217","2007-11-09",10.16
"218","2007-11-12",10.01
"219","2007-11-13",10.13
"220","2007-11-14",10.17
"221","2007-11-15",10.01
"222","2007-11-16",9.9
"223","2007-11-19",9.66
"224","2007-11-20",9.82
"225","2007-11-21",9.58
"226","2007-11-23",9.76
"227","2007-11-26",9.26
"228","2007-11-27",9.26
"229","2007-11-28",9.58
"230","2007-11-29",9.42
"231","2007-11-30",9.61
"232","2007-12-03",9.13
"233","2007-12-04",9.07
"234","2007-12-05",8.94
"235","2007-12-06",8.96
"236","2007-12-07",8.82
"237","2007-12-10",8.78
"238","2007-12-11",8.72
"239","2007-12-12",8.5
"240","2007-12-13",8.49
"241","2007-12-14",8.4
"242","2007-12-17",8.02
"243","2007-12-18",8.28
"244","2007-12-19",8.33
"245","2007-12-20",8.3
"246","2007-12-21",8.89
"247","2007-12-24",9.15
"248","2007-12-26",9.28
"249","2007-12-27",8.87
"250","2007-12-28",9.15
"251","2007-12-31",8.79
"252","2008-01-02",8.56
"253","2008-01-03",8.66
"254","2008-01-04",8.18
"255","2008-01-07",8.26
"256","2008-01-08",7.91
"257","2008-01-09",8.35
"258","2008-01-10",8.52
"259","2008-01-11",8.1
"260","2008-01-14",8.26
"261","2008-01-15",7.99
"262","2008-01-16",7.99
"263","2008-01-17",7.84
"264","2008-01-18",7.49
"265","2008-01-22",7.01
"266","2008-01-23",6.68
"267","2008-01-24",6.99
"268","2008-01-25",6.92
"269","2008-01-28",7.09
"270","2008-01-29",7.01
"271","2008-01-30",6.88
"272","2008-01-31",7.07
"273","2008-02-01",7.23
"274","2008-02-04",7.05
"275","2008-02-05",6.89
"276","2008-02-06",6.86
"277","2008-02-07",6.88
"278","2008-02-08",6.84
"279","2008-02-11",6.96
"280","2008-02-12",7.04
"281","2008-02-13",7.18
"282","2008-02-14",7
"283","2008-02-15",6.86
"284","2008-02-19",6.92
"285","2008-02-20",6.74
"286","2008-02-21",6.51
"287","2008-02-22",6.51
"288","2008-02-25",6.81
"289","2008-02-26",7.08
"290","2008-02-27",7.01
"291","2008-02-28",6.98
"292","2008-02-29",6.7
"293","2008-03-03",6.59
"294","2008-03-04",6.46
"295","2008-03-05",6.4
"296","2008-03-06",6.42
"297","2008-03-07",6.23
"298","2008-03-10",5.8
"299","2008-03-11",5.9
"300","2008-03-12",6.15
"301","2008-03-13",6.13
"302","2008-03-14",6.05
"303","2008-03-17",5.86
"304","2008-03-18",6.22
"305","2008-03-19",6.2
"306","2008-03-20",6.25
"307","2008-03-24",6.76
"308","2008-03-25",7
"309","2008-03-26",6.98
"310","2008-03-27",7.26
"311","2008-03-28",7.04
"312","2008-03-31",7.13
"313","2008-04-01",7.34
"314","2008-04-02",7.96
"315","2008-04-03",8.16
"316","2008-04-04",8.18
"317","2008-04-07",8.02
"318","2008-04-08",7.91
"319","2008-04-09",7.66
"320","2008-04-10",7.7
"321","2008-04-11",7.35
"322","2008-04-14",7.56
"323","2008-04-15",7.63
"324","2008-04-16",7.78
"325","2008-04-17",7.97
"326","2008-04-18",8.05
"327","2008-04-21",7.94
"328","2008-04-22",7.96
"329","2008-04-23",7.99
"330","2008-04-24",7.91
"331","2008-04-25",7.78
"332","2008-04-28",8
"333","2008-04-29",8.01
"334","2008-04-30",7.92
"335","2008-05-01",7.78
"336","2008-05-02",7.73
"337","2008-05-05",7.79
"338","2008-05-06",7.99
"339","2008-05-07",8
"340","2008-05-08",7.92
"341","2008-05-09",7.96
"342","2008-05-12",8.63
"343","2008-05-13",8.55
"344","2008-05-14",8.45
"345","2008-05-15",7.98
"346","2008-05-16",8.04
"347","2008-05-19",8.27
"348","2008-05-20",8.05
"349","2008-05-21",7.98
"350","2008-05-22",7.99
"351","2008-05-23",8
"352","2008-05-27",8.03
"353","2008-05-28",7.98
"354","2008-05-29",8
"355","2008-05-30",8
"356","2008-06-02",7.78
"357","2008-06-03",7.63
"358","2008-06-04",7.69
"359","2008-06-05",7.81
"360","2008-06-06",7.61
"361","2008-06-09",7.25
"362","2008-06-10",7.35
"363","2008-06-11",7.64
"364","2008-06-12",7.69
"365","2008-06-13",7.7
"366","2008-06-16",7.58
"367","2008-06-17",6.73
"368","2008-06-18",6.5
"369","2008-06-19",6.3
"370","2008-06-20",6.2
"371","2008-06-23",6.15
"372","2008-06-24",6.15
"373","2008-06-25",6.14
"374","2008-06-26",6.08
"375","2008-06-27",6.1
"376","2008-06-30",6
"377","2008-07-01",6.01
"378","2008-07-02",5.73
"379","2008-07-03",5.68
"380","2008-07-07",5.58
"381","2008-07-08",5.71
"382","2008-07-09",5.71
"383","2008-07-10",5.66
"384","2008-07-11",5.66
"385","2008-07-14",5.31
"386","2008-07-15",5.22
"387","2008-07-16",5.67
"388","2008-07-17",5.63
"389","2008-07-18",5.67
"390","2008-07-21",5.72
"391","2008-07-22",6.03
"392","2008-07-23",6.37
"393","2008-07-24",6.08
"394","2008-07-25",6.05
"395","2008-07-28",5.97
"396","2008-07-29",6.42
"397","2008-07-30",6.56
"398","2008-07-31",6.77
"399","2008-08-01",6.7
"400","2008-08-04",6.94
"401","2008-08-05",6.73
"402","2008-08-06",6.6
"403","2008-08-07",6.22
"404","2008-08-08",6.55
"405","2008-08-11",7.01
"406","2008-08-12",7.07
"407","2008-08-13",7.14
"408","2008-08-14",7.2
"409","2008-08-15",6.99
"410","2008-08-18",7.5
"411","2008-08-19",7.54
"412","2008-08-20",7.49
"413","2008-08-21",7.32
"414","2008-08-22",7.69
"415","2008-08-25",7.72
"416","2008-08-26",7.73
"417","2008-08-27",7.67
"418","2008-08-28",7.69
"419","2008-08-29",7.32
"420","2008-09-02",7.71
"421","2008-09-03",8.02
"422","2008-09-04",7.7
"423","2008-09-05",7.61
"424","2008-09-08",7.74
"425","2008-09-09",7.64
"426","2008-09-10",7.39
"427","2008-09-11",7.46
"428","2008-09-12",7.63
"429","2008-09-15",7.08
"430","2008-09-16",7.04
"431","2008-09-17",6.74
"432","2008-09-18",8
"433","2008-09-19",8.4
"434","2008-09-22",7.52
"435","2008-09-23",7.7
"436","2008-09-24",7.71
"437","2008-09-25",7.63
"438","2008-09-26",7.58
"439","2008-09-29",5.45
"440","2008-09-30",6.38
"441","2008-10-01",6.12
"442","2008-10-02",5.79
"443","2008-10-03",5.76
"444","2008-10-06",5.29
"445","2008-10-07",4.94
"446","2008-10-08",4.76
"447","2008-10-09",4.15
"448","2008-10-10",4.39
"449","2008-10-13",5.36
"450","2008-10-14",4.98
"451","2008-10-15",4.3
"452","2008-10-16",5.04
"453","2008-10-17",4.74
"454","2008-10-20",5.13
"455","2008-10-21",4.94
"456","2008-10-22",4.6
"457","2008-10-23",4.5
"458","2008-10-24",4.25
"459","2008-10-27",3.94
"460","2008-10-28",4.2
"461","2008-10-29",4.21
"462","2008-10-30",5.36
"463","2008-10-31",5
"464","2008-11-03",5.08
"465","2008-11-04",5.36
"466","2008-11-05",4.99
"467","2008-11-06",4.58
"468","2008-11-07",5.05
"469","2008-11-10",4.55
"470","2008-11-11",4.2
"471","2008-11-12",3.87
"472","2008-11-13",4.72
"473","2008-11-14",4.14
"474","2008-11-17",3.9
"475","2008-11-18",4.12
"476","2008-11-19",3.55
"477","2008-11-20",3.1
"478","2008-11-21",3.8
"479","2008-11-24",3.97
"480","2008-11-25",3.43
"481","2008-11-26",3.96
"482","2008-11-28",4.03
"483","2008-12-01",3.46
"484","2008-12-02",3.83
"485","2008-12-03",4.06
"486","2008-12-04",3.99
"487","2008-12-05",4.3
"488","2008-12-08",4.61
"489","2008-12-09",4.34
"490","2008-12-10",4.2
"491","2008-12-11",3.84
"492","2008-12-12",3.97
"493","2008-12-15",3.88
"494","2008-12-16",4.33
"495","2008-12-17",4.5
"496","2008-12-18",4.45
"497","2008-12-19",4.14
"498","2008-12-22",4.04
"499","2008-12-23",3.91
"500","2008-12-24",3.86
"501","2008-12-26",3.81
"502","2008-12-29",3.63
"503","2008-12-30",3.57
"504","2008-12-31",3.95
"505","2009-01-02",4.23
"506","2009-01-05",4.32
"507","2009-01-06",4.17
"508","2009-01-07",4.01
"509","2009-01-08",4.01
"510","2009-01-09",3.91
"511","2009-01-12",3.61
"512","2009-01-13",3.61
"513","2009-01-14",3.46
"514","2009-01-15",3.4
"515","2009-01-16",3.54
"516","2009-01-20",3.26
"517","2009-01-21",3.6
"518","2009-01-22",3.52
"519","2009-01-23",3.53
"520","2009-01-26",3.54
"521","2009-01-27",3.5
"522","2009-01-28",3.75
"523","2009-01-29",3.58
"524","2009-01-30",3.51
"525","2009-02-02",3.69
"526","2009-02-03",3.71
"527","2009-02-04",3.34
"528","2009-02-05",3.49
"529","2009-02-06",3.72
"530","2009-02-09",3.67
"531","2009-02-10",3.4
"532","2009-02-11",3.36
"533","2009-02-12",3.41
"534","2009-02-13",3.44
"535","2009-02-17",3.23
"536","2009-02-18",3.21
"537","2009-02-19",3.19
"538","2009-02-20",3.23
"539","2009-02-23",3.1
"540","2009-02-24",3.36
"541","2009-02-25",3.24
"542","2009-02-26",3.16
"543","2009-02-27",3.14
"544","2009-03-02",2.99
"545","2009-03-03",2.81
"546","2009-03-04",3.01
"547","2009-03-05",2.65
"548","2009-03-06",3.1
"549","2009-03-09",3.04
"550","2009-03-10",3.32
"551","2009-03-11",3.13
"552","2009-03-12",3.48
"553","2009-03-13",3.38
"554","2009-03-16",3.47
"555","2009-03-17",3.55
"556","2009-03-18",3.75
"557","2009-03-19",3.74
"558","2009-03-20",3.69
"559","2009-03-23",3.98
"560","2009-03-24",3.81
"561","2009-03-25",3.92
"562","2009-03-26",4.05
"563","2009-03-27",3.75
"564","2009-03-30",3.4
"565","2009-03-31",3.7
"566","2009-04-01",3.95
"567","2009-04-02",4.32
"568","2009-04-03",4.49
"569","2009-04-06",4.3
"570","2009-04-07",4.13
"571","2009-04-08",4.38
"572","2009-04-09",4.47
"573","2009-04-13",4.59
"574","2009-04-14",4.48
"575","2009-04-15",4.68
"576","2009-04-16",4.78
"577","2009-04-17",5.01
"578","2009-04-20",4.68
"579","2009-04-21",4.8
"580","2009-04-22",4.74
"581","2009-04-23",4.71
"582","2009-04-24",4.75
"583","2009-04-27",4.17
"584","2009-04-28",4.67
"585","2009-04-29",4.87
"586","2009-04-30",4.84
"587","2009-05-01",4.93
"588","2009-05-04",4.9
"589","2009-05-05",4.73
"590","2009-05-06",4.75
"591","2009-05-07",4.4
"592","2009-05-08",4.58
"593","2009-05-11",4.55
"594","2009-05-12",4.72
"595","2009-05-13",4.46
"596","2009-05-14",4.42
"597","2009-05-15",4.22
"598","2009-05-18",4.47
"599","2009-05-19",4.41
"600","2009-05-20",4.38
"601","2009-05-21",4.31
"602","2009-05-22",4.09
"603","2009-05-26",4.32
"604","2009-05-27",4.07
"605","2009-05-28",4.25
"606","2009-05-29",4.42
"607","2009-06-01",4.7
"608","2009-06-02",4.79
"609","2009-06-03",4.78
"610","2009-06-04",5.09
"611","2009-06-05",5.03
"612","2009-06-08",5.12
"613","2009-06-09",5.32
"614","2009-06-10",5.36
"615","2009-06-11",5.36
"616","2009-06-12",5.46
"617","2009-06-15",5.36
"618","2009-06-16",5.29
"619","2009-06-17",5.12
"620","2009-06-18",5.03
"621","2009-06-19",5.34
"622","2009-06-22",4.93
"623","2009-06-23",4.99
"624","2009-06-24",5.07
"625","2009-06-25",5.07
"626","2009-06-26",5.75
"627","2009-06-29",5.73
"628","2009-06-30",5.83
"629","2009-07-01",6.05
"630","2009-07-02",5.72
"631","2009-07-06",5.64
"632","2009-07-07",5.54
"633","2009-07-08",5.24
"634","2009-07-09",5.1
"635","2009-07-10",5.17
"636","2009-07-13",5.36
"637","2009-07-14",5.46
"638","2009-07-15",5.65
"639","2009-07-16",5.71
"640","2009-07-17",5.6
"641","2009-07-20",5.61
"642","2009-07-21",5.55
"643","2009-07-22",5.81
"644","2009-07-23",5.9
"645","2009-07-24",6.09
"646","2009-07-27",6.14
"647","2009-07-28",6
"648","2009-07-29",6.07
"649","2009-07-30",6.32
"650","2009-07-31",6.48
"651","2009-08-03",6.45
"652","2009-08-04",6.79
"653","2009-08-05",6.71
"654","2009-08-06",6.59
"655","2009-08-07",6.7
"656","2009-08-10",6.63
"657","2009-08-11",6.43
"658","2009-08-12",6.38
"659","2009-08-13",6.53
"660","2009-08-14",6.19
"661","2009-08-17",5.99
"662","2009-08-18",6
"663","2009-08-19",5.94
"664","2009-08-20",6.01
"665","2009-08-21",6.19
"666","2009-08-24",6.25
"667","2009-08-25",6.32
"668","2009-08-26",6.35
"669","2009-08-27",6.22
"670","2009-08-28",6.09
"671","2009-08-31",5.89
"672","2009-09-01",5.61
"673","2009-09-02",5.71
"674","2009-09-03",5.8
"675","2009-09-04",5.89
"676","2009-09-08",5.8
"677","2009-09-09",5.83
"678","2009-09-10",6.09
"679","2009-09-11",6.04
"680","2009-09-14",6.1
"681","2009-09-15",6.49
"682","2009-09-16",6.47
"683","2009-09-17",6.36
"684","2009-09-18",6.41
"685","2009-09-21",6.59
"686","2009-09-22",6.74
"687","2009-09-23",6.56
"688","2009-09-24",6.34
"689","2009-09-25",6.48
"690","2009-09-28",6.43
"691","2009-09-29",6.2
"692","2009-09-30",6.25
"693","2009-10-01",5.95
"694","2009-10-02",5.81
"695","2009-10-05",5.55
"696","2009-10-06",4.97
"697","2009-10-07",5.11
"698","2009-10-08",5.14
"699","2009-10-09",5.07
"700","2009-10-12",4.97
"701","2009-10-13",4.92
"702","2009-10-14",5.11
"703","2009-10-15",5.11
"704","2009-10-16",5.05
"705","2009-10-19",5.08
"706","2009-10-20",4.97
"707","2009-10-21",4.85
"708","2009-10-22",4.82
"709","2009-10-23",4.82
"710","2009-10-26",4.75
"711","2009-10-27",4.81
"712","2009-10-28",4.69
"713","2009-10-29",4.59
"714","2009-10-30",4.29
"715","2009-11-02",4.24
"716","2009-11-03",4.38
"717","2009-11-04",4.36
"718","2009-11-05",4.65
"719","2009-11-06",4.68
"720","2009-11-09",4.61
"721","2009-11-10",4.51
"722","2009-11-11",4.49
"723","2009-11-12",4.37
"724","2009-11-13",4.55
"725","2009-11-16",4.61
"726","2009-11-17",4.67
"727","2009-11-18",4.78
"728","2009-11-19",4.5
"729","2009-11-20",4.44
"730","2009-11-23",4.4
"731","2009-11-24",4.32
"732","2009-11-25",4.31
"733","2009-11-27",4.21
"734","2009-11-30",4.05
"735","2009-12-01",4.1
"736","2009-12-02",4.27
"737","2009-12-03",4.15
"738","2009-12-04",4.32
"739","2009-12-07",4.31
"740","2009-12-08",4.3
"741","2009-12-09",4.28
"742","2009-12-10",4.17
"743","2009-12-11",4.29
"744","2009-12-14",4.29
"745","2009-12-15",4.22
"746","2009-12-16",4.29
"747","2009-12-17",4.14
"748","2009-12-18",4.15
"749","2009-12-21",4.3
"750","2009-12-22",4.4
"751","2009-12-23",4.45
"752","2009-12-24",4.34
"753","2009-12-28",4.58
"754","2009-12-29",4.72
"755","2009-12-30",4.67
"756","2009-12-31",4.57
"757","2010-01-04",4.58
"758","2010-01-05",4.48
"759","2010-01-06",4.35
"760","2010-01-07",4.57
"761","2010-01-08",4.58
"762","2010-01-11",4.63
"763","2010-01-12",4.68
"764","2010-01-13",4.58
"765","2010-01-14",4.59
"766","2010-01-15",4.62
"767","2010-01-19",4.65
"768","2010-01-20",4.58
"769","2010-01-21",4.32
"770","2010-01-22",4.17
"771","2010-01-25",4.16
"772","2010-01-26",4.17
"773","2010-01-27",4.19
"774","2010-01-28",4.22
"775","2010-01-29",4.04
"776","2010-02-01",4.07
"777","2010-02-02",4.08
"778","2010-02-03",4.13
"779","2010-02-04",4.01
"780","2010-02-05",4.05
"781","2010-02-08",4.06
"782","2010-02-09",4.13
"783","2010-02-10",4.18
"784","2010-02-11",4.24
"785","2010-02-12",4.3
"786","2010-02-16",4.55
"787","2010-02-17",4.53
"788","2010-02-18",4.6
"789","2010-02-19",4.59
"790","2010-02-22",4.8
"791","2010-02-23",4.62
"792","2010-02-24",4.83
"793","2010-02-25",4.81
"794","2010-02-26",4.54
"795","2010-03-01",4.72
"796","2010-03-02",4.75
"797","2010-03-03",4.86
"798","2010-03-04",4.93
"799","2010-03-05",5.16
"800","2010-03-08",5.15
"801","2010-03-09",5.17
"802","2010-03-10",5.24
"803","2010-03-11",5.3
"804","2010-03-12",5.12
"805","2010-03-15",5.17
"806","2010-03-16",5.08
"807","2010-03-17",5.11
"808","2010-03-18",4.75
"809","2010-03-19",4.77
"810","2010-03-22",4.9
"811","2010-03-23",4.95
"812","2010-03-24",4.88
"813","2010-03-25",4.84
"814","2010-03-26",4.73
"815","2010-03-29",4.64
"816","2010-03-30",4.71
"817","2010-03-31",4.61
"818","2010-04-01",4.7
"819","2010-04-05",4.9
"820","2010-04-06",4.86
"821","2010-04-07",4.9
"822","2010-04-08",4.79
"823","2010-04-09",4.84
"824","2010-04-12",4.73
"825","2010-04-13",4.73
"826","2010-04-14",4.88
"827","2010-04-15",5.05
"828","2010-04-16",4.98
"829","2010-04-19",5.07
"830","2010-04-20",5.25
"831","2010-04-21",5.33
"832","2010-04-22",5.26
"833","2010-04-23",5.28
"834","2010-04-26",5.19
"835","2010-04-27",5.05
"836","2010-04-28",4.96
"837","2010-04-29",5.08
"838","2010-04-30",4.85
"839","2010-05-03",4.81
"840","2010-05-04",4.73
"841","2010-05-05",4.59
"842","2010-05-06",4.36
"843","2010-05-07",4.36
"844","2010-05-10",4.66
"845","2010-05-11",4.62
"846","2010-05-12",4.84
"847","2010-05-13",4.86
"848","2010-05-14",4.78
"849","2010-05-17",4.88
"850","2010-05-18",4.59
"851","2010-05-19",4.7
"852","2010-05-20",4.45
"853","2010-05-21",4.38
"854","2010-05-24",4.22
"855","2010-05-25",4.34
"856","2010-05-26",4.21
"857","2010-05-27",4.29
"858","2010-05-28",4.22
"859","2010-06-01",4.1
"860","2010-06-02",4.33
"861","2010-06-03",4.38
"862","2010-06-04",4.2
"863","2010-06-07",4.1
"864","2010-06-08",4.12
"865","2010-06-09",4.19
"866","2010-06-10",4.26
"867","2010-06-11",4.42
"868","2010-06-14",4.21
"869","2010-06-15",4.45
"870","2010-06-16",4.43
"871","2010-06-17",4.38
"872","2010-06-18",4.42
"873","2010-06-21",4.33
"874","2010-06-22",4.26
"875","2010-06-23",4.27
"876","2010-06-24",4.25
"877","2010-06-25",4.37
"878","2010-06-28",4.38
"879","2010-06-29",4.17
"880","2010-06-30",4.09
"881","2010-07-01",4.1
"882","2010-07-02",4.05
"883","2010-07-06",4
"884","2010-07-07",4.12
"885","2010-07-08",4.09
"886","2010-07-09",4.21
"887","2010-07-12",4.03
"888","2010-07-13",4.18
"889","2010-07-14",4.21
"890","2010-07-15",4.18
"891","2010-07-16",3.96
"892","2010-07-19",3.91
"893","2010-07-20",4
"894","2010-07-21",3.92
"895","2010-07-22",4.11
"896","2010-07-23",4.25
"897","2010-07-26",4.28
"898","2010-07-27",4.24
"899","2010-07-28",4.18
"900","2010-07-29",4.05
"901","2010-07-30",4.07
"902","2010-08-02",4.27
"903","2010-08-03",4.25
"904","2010-08-04",4.24
"905","2010-08-05",4.18
"906","2010-08-06",4.2
"907","2010-08-09",4.39
"908","2010-08-10",4.25
"909","2010-08-11",4.01
"910","2010-08-12",4
"911","2010-08-13",3.88
"912","2010-08-16",3.95
"913","2010-08-17",3.96
"914","2010-08-18",4
"915","2010-08-19",3.88
"916","2010-08-20",3.87
"917","2010-08-23",3.73
"918","2010-08-24",3.78
"919","2010-08-25",3.77
"920","2010-08-26",3.7
"921","2010-08-27",3.88
"922","2010-08-30",3.72
"923","2010-08-31",3.78
"924","2010-09-01",3.99
"925","2010-09-02",3.98
"926","2010-09-03",4.07
"927","2010-09-07",4
"928","2010-09-08",4.09
"929","2010-09-09",4.14
"930","2010-09-10",4.18
"931","2010-09-13",4.25
"932","2010-09-14",4.25
"933","2010-09-15",4.31
"934","2010-09-16",4.24
"935","2010-09-17",4.28
"936","2010-09-20",4.33
"937","2010-09-21",4.26
"938","2010-09-22",4.14
"939","2010-09-23",3.96
"940","2010-09-24",4.15
"941","2010-09-27",4.19
"942","2010-09-28",4.28
"943","2010-09-29",4.33
"944","2010-09-30",4.27
"945","2010-10-01",4.37
"946","2010-10-04",4.31
"947","2010-10-05",4.49
"948","2010-10-06",4.47
"949","2010-10-07",4.33
"950","2010-10-08",4.35
"951","2010-10-11",4.38
"952","2010-10-12",4.34
"953","2010-10-13",4.36
"954","2010-10-14",4.34
"955","2010-10-15",4.24
"956","2010-10-18",4.3
"957","2010-10-19",4.21
"958","2010-10-20",4.26
"959","2010-10-21",4.27
"960","2010-10-22",4.18
"961","2010-10-25",4.23
"962","2010-10-26",4.27
"963","2010-10-27",4.26
"964","2010-10-28",4.15
"965","2010-10-29",4.17
"966","2010-11-01",4.15
"967","2010-11-02",4.31
"968","2010-11-03",4.3
"969","2010-11-04",4.5
"970","2010-11-05",4.61
"971","2010-11-08",4.66
"972","2010-11-09",4.48
"973","2010-11-10",4.68
"974","2010-11-11",4.56
"975","2010-11-12",4.4
"976","2010-11-15",4.44
"977","2010-11-16",4.28
"978","2010-11-17",4.31
"979","2010-11-18",4.42
"980","2010-11-19",4.4
"981","2010-11-22",4.44
"982","2010-11-23",4.37
"983","2010-11-24",4.49
"984","2010-11-26",4.38
"985","2010-11-29",4.43
"986","2010-11-30",4.38
"987","2010-12-01",4.49
"988","2010-12-02",4.45
"989","2010-12-03",4.37
"990","2010-12-06",4.45
"991","2010-12-07",4.6
"992","2010-12-08",4.57
"993","2010-12-09",4.59
"994","2010-12-10",4.7
"995","2010-12-13",4.71
"996","2010-12-14",4.69
"997","2010-12-15",4.54
"998","2010-12-16",4.63
"999","2010-12-17",4.66
"1000","2010-12-20",4.58
"1001","2010-12-21",4.61
