"","date","FMCIU"
"123","2019-01-30",10.24
"124","2019-01-31",10.24
"125","2019-02-01",10.25
"126","2019-02-04",10.25
"127","2019-02-05",10.25
"128","2019-02-06",10.27
"129","2019-02-07",10.27
"130","2019-02-08",10.27
"131","2019-02-11",10.27
"132","2019-02-12",10.28
"133","2019-02-13",10.28
"134","2019-02-14",10.28
"135","2019-02-15",10.28
"136","2019-02-19",10.28
"137","2019-02-20",10.28
"138","2019-02-21",10.29
"139","2019-02-22",10.29
"140","2019-02-25",10.3
"141","2019-02-26",10.3
"142","2019-02-27",10.3
"143","2019-02-28",10.3
"144","2019-03-01",10.3
"145","2019-03-04",10.3
"146","2019-03-05",10.3
"147","2019-03-06",10.3
"148","2019-03-07",10.3
"149","2019-03-08",10.3
"150","2019-03-11",10.3
"151","2019-03-12",10.3
"152","2019-03-13",10.3
"153","2019-03-14",10.3
"154","2019-03-15",10.3
"155","2019-03-18",10.3
"156","2019-03-19",10.3
"157","2019-03-20",10.3
"158","2019-03-21",10.35
"159","2019-03-22",10.35
"160","2019-03-25",10.35
"161","2019-03-26",10.35
"162","2019-03-27",10.35
"163","2019-03-28",10.35
"164","2019-03-29",10.35
"165","2019-04-01",10.35
"166","2019-04-02",10.35
"167","2019-04-03",10.35
"168","2019-04-04",10.35
"169","2019-04-05",10.35
"170","2019-04-08",10.35
"171","2019-04-09",10.35
"172","2019-04-10",10.35
"173","2019-04-11",10.35
"174","2019-04-12",10.35
"175","2019-04-15",10.4
"176","2019-04-16",10.4
"177","2019-04-17",10.4
"178","2019-04-18",10.4
"179","2019-04-22",10.4
"180","2019-04-23",10.4
"181","2019-04-24",10.4
"182","2019-04-25",10.4
"183","2019-04-26",10.36
"184","2019-04-29",10.36
"185","2019-04-30",10.38
"186","2019-05-01",10.38
"187","2019-05-02",10.38
"188","2019-05-03",10.42
"189","2019-05-06",10.41
"190","2019-05-07",10.4
"191","2019-05-08",10.4
"192","2019-05-09",10.4
"193","2019-05-10",10.41
"194","2019-05-13",10.45
"195","2019-05-14",10.45
"196","2019-05-15",10.45
"197","2019-05-16",10.46
"198","2019-05-17",10.45
"199","2019-05-20",10.45
"200","2019-05-21",10.45
"201","2019-05-22",10.48
"202","2019-05-23",10.47
"203","2019-05-24",10.5
"204","2019-05-28",10.55
"205","2019-05-29",10.56
"206","2019-05-30",10.56
"207","2019-05-31",10.55
"208","2019-06-03",10.57
"209","2019-06-04",10.57
"210","2019-06-05",10.57
"211","2019-06-06",10.57
"212","2019-06-07",10.57
"213","2019-06-10",10.8
"214","2019-06-11",10.8
"215","2019-06-12",10.72
"216","2019-06-13",10.72
"217","2019-06-14",10.72
"218","2019-06-17",10.72
"219","2019-06-18",10.72
"220","2019-06-19",10.68
"221","2019-06-20",10.61
"222","2019-06-21",10.61
"223","2019-06-24",10.61
"224","2019-06-25",10.61
"225","2019-06-26",10.61
"226","2019-06-27",10.61
"227","2019-06-28",10.61
"228","2019-07-01",10.61
"229","2019-07-02",10.61
"230","2019-07-03",10.61
"231","2019-07-05",10.61
"232","2019-07-08",10.61
"233","2019-07-09",10.61
"234","2019-07-10",10.61
"235","2019-07-11",10.61
"236","2019-07-12",10.62
"237","2019-07-15",10.62
"238","2019-07-16",10.63
"239","2019-07-17",10.65
"240","2019-07-18",10.65
"241","2019-07-19",10.64
"242","2019-07-22",10.64
"243","2019-07-23",10.7
"244","2019-07-24",10.7
"245","2019-07-25",10.7
"246","2019-07-26",10.7
"247","2019-07-29",10.7
"248","2019-07-30",10.7
"249","2019-07-31",10.7
"250","2019-08-01",10.7
"251","2019-08-02",10.65
"252","2019-08-05",10.65
"253","2019-08-06",10.65
"254","2019-08-07",10.65
"255","2019-08-08",10.65
"256","2019-08-09",10.69
"257","2019-08-12",10.69
"258","2019-08-13",10.69
"259","2019-08-14",10.69
"260","2019-08-15",10.69
"261","2019-08-16",10.69
"262","2019-08-19",10.69
"263","2019-08-20",10.69
"264","2019-08-21",10.69
"265","2019-08-22",10.69
"266","2019-08-23",10.69
"267","2019-08-26",10.66
"268","2019-08-27",10.66
"269","2019-08-28",10.66
"270","2019-08-29",10.67
"271","2019-08-30",10.67
"272","2019-09-03",10.67
"273","2019-09-04",10.67
"274","2019-09-05",10.67
"275","2019-09-06",10.67
"276","2019-09-09",10.68
"277","2019-09-10",10.68
"278","2019-09-11",10.68
"279","2019-09-12",10.68
"280","2019-09-13",10.68
"281","2019-09-16",10.68
"282","2019-09-17",10.68
"283","2019-09-18",10.68
"284","2019-09-19",10.68
"285","2019-09-20",10.68
"286","2019-09-23",10.68
"287","2019-09-24",10.7
"288","2019-09-25",10.7
"289","2019-09-26",10.7
"290","2019-09-27",10.7
"291","2019-09-30",10.7
"292","2019-10-01",10.7
"293","2019-10-02",10.7
"294","2019-10-03",10.7
"295","2019-10-04",10.7
"296","2019-10-07",10.7
"297","2019-10-08",10.7
"298","2019-10-09",10.7
"299","2019-10-10",10.7
"300","2019-10-11",10.69
"301","2019-10-14",10.69
"302","2019-10-15",10.69
"303","2019-10-16",10.69
"304","2019-10-17",10.7
"305","2019-10-18",10.7
"306","2019-10-21",10.7
"307","2019-10-22",10.7
"308","2019-10-23",10.7
"309","2019-10-24",10.7
"310","2019-10-25",10.7
"311","2019-10-28",10.7
"312","2019-10-29",10.7
"313","2019-10-30",10.7
"314","2019-10-31",10.7
"315","2019-11-01",10.7
"316","2019-11-04",10.73
"317","2019-11-05",10.73
"318","2019-11-06",10.73
"319","2019-11-07",10.73
"320","2019-11-08",10.73
"321","2019-11-11",10.73
"322","2019-11-12",10.73
"323","2019-11-13",10.73
"324","2019-11-14",10.73
"325","2019-11-15",10.73
"326","2019-11-18",10.73
"327","2019-11-19",10.73
"328","2019-11-20",10.73
"329","2019-11-21",10.73
"330","2019-11-22",10.73
"331","2019-11-25",10.73
"332","2019-11-26",10.73
"333","2019-11-27",10.73
"334","2019-11-29",10.71
"335","2019-12-02",10.71
"336","2019-12-03",10.71
"337","2019-12-04",10.71
"338","2019-12-05",10.71
"339","2019-12-06",10.73
"340","2019-12-09",10.73
"341","2019-12-10",10.73
"342","2019-12-11",10.73
"343","2019-12-12",10.76
"344","2019-12-13",10.76
"345","2019-12-16",10.73
"346","2019-12-17",10.73
"347","2019-12-18",10.73
"348","2019-12-19",10.73
"349","2019-12-20",10.73
"350","2019-12-23",10.73
"351","2019-12-24",10.73
"352","2019-12-26",10.73
"353","2019-12-27",10.73
"354","2019-12-30",10.73
"355","2019-12-31",10.73
"356","2020-01-02",10.73
"357","2020-01-03",10.73
"358","2020-01-06",10.73
"359","2020-01-07",10.73
"360","2020-01-08",10.73
"361","2020-01-09",10.73
"362","2020-01-10",10.73
"363","2020-01-13",10.73
"364","2020-01-14",10.73
"365","2020-01-15",10.73
"366","2020-01-16",10.98
"367","2020-01-17",10.98
"368","2020-01-21",10.95
"369","2020-01-22",10.85
"370","2020-01-23",11.23
"371","2020-01-24",10.85
"372","2020-01-27",10.85
"373","2020-01-28",10.98
"374","2020-01-29",10.95
"375","2020-01-30",10.95
"376","2020-01-31",10.95
"377","2020-02-03",10.97
"378","2020-02-04",11.12
"379","2020-02-05",11
"380","2020-02-06",11.19
"381","2020-02-07",11.06
"382","2020-02-10",11.12
"383","2020-02-11",11
"384","2020-02-12",11.05
"385","2020-02-13",11.05
"386","2020-02-14",11.05
"387","2020-02-18",11.05
"388","2020-02-19",11.05
"389","2020-02-20",11.05
"390","2020-02-21",11.05
"391","2020-02-24",11.05
"392","2020-02-25",11.05
"393","2020-02-26",10.8
"394","2020-02-27",11.2
"395","2020-02-28",11.2
"396","2020-03-02",11.2
"397","2020-03-03",11.2
"398","2020-03-04",10.9
"399","2020-03-05",10.9
"400","2020-03-06",10.9
"401","2020-03-09",11
"402","2020-03-10",11
"403","2020-03-11",11
"404","2020-03-12",11
"405","2020-03-13",11
"406","2020-03-16",10.4
"407","2020-03-17",10.4
"408","2020-03-18",10.4
"409","2020-03-19",10.4
"410","2020-03-20",10.4
"411","2020-03-23",10.4
"412","2020-03-24",10.4
"413","2020-03-25",10.35
"414","2020-03-26",10.35
"415","2020-03-27",10.35
"416","2020-03-30",10.35
"417","2020-03-31",10.35
"418","2020-04-01",10.35
"419","2020-04-02",10.35
"420","2020-04-03",10.35
"421","2020-04-06",10.35
"422","2020-04-07",10.35
"423","2020-04-08",10.35
"424","2020-04-09",10.45
"425","2020-04-13",10.45
"426","2020-04-14",10.45
"427","2020-04-15",10.45
"428","2020-04-16",10.45
"429","2020-04-17",10.45
"430","2020-04-20",10.45
"431","2020-04-21",10.45
"432","2020-04-22",10.55
"433","2020-04-23",10.55
"434","2020-04-24",10.55
"435","2020-04-27",10.55
"436","2020-04-28",10.86
"437","2020-04-29",10.86
"438","2020-04-30",10.86
"439","2020-05-01",10.86
"440","2020-05-04",10.86
"441","2020-05-05",10.86
"442","2020-05-06",10.86
"443","2020-05-07",10.86
"444","2020-05-08",10.86
"445","2020-05-11",10.86
"446","2020-05-12",10.86
"447","2020-05-13",10.86
"448","2020-05-14",12.16
"449","2020-05-15",12.35
"450","2020-05-18",12.19
"451","2020-05-19",12.24
"452","2020-05-20",12.24
"453","2020-05-21",12.25
"454","2020-05-22",11.82
"455","2020-05-26",11.82
"456","2020-05-27",12.86
"457","2020-05-28",13.83
"458","2020-05-29",15.46
"459","2020-06-01",15.82
"460","2020-06-02",14.9
"461","2020-06-03",14.5
"462","2020-06-04",15.51
"463","2020-06-05",16.040001
"464","2020-06-08",17.75
"465","2020-06-09",20
"466","2020-06-10",19.99
"467","2020-06-11",17.27
"468","2020-06-12",16.459999
"469","2020-06-15",19.08
"470","2020-06-16",22.42
"471","2020-06-17",24.049999
"472","2020-06-18",23.16
"473","2020-06-19",22
"474","2020-06-22",21.719999
"475","2020-06-23",20.299999
"476","2020-06-24",19
"477","2020-06-25",22.190001
"478","2020-06-26",22.5
"479","2020-06-29",22.01
"480","2020-06-30",21.440001
"481","2020-07-01",21.5
"482","2020-07-02",20.610001
"483","2020-07-06",20.67
"484","2020-07-07",20
"485","2020-07-08",19.700001
"486","2020-07-09",19.700001
"487","2020-07-10",19.57
"488","2020-07-13",20
"489","2020-07-14",18.459999
"490","2020-07-15",18.5
"491","2020-07-16",18.5
"492","2020-07-17",18
"493","2020-07-20",18.049999
"494","2020-07-21",18.139999
"495","2020-07-22",17
"496","2020-07-23",17
"497","2020-07-24",15.8
"498","2020-07-27",17.200001
"499","2020-07-28",20.4
"500","2020-07-29",20.4
"501","2020-07-30",18.52
"502","2020-07-31",18.52
"503","2020-08-03",18.219999
"504","2020-08-04",17.5
"505","2020-08-05",17.5
"506","2020-08-06",17.5
"507","2020-08-07",19
"508","2020-08-10",20
"509","2020-08-11",19.5
"510","2020-08-12",17.620001
"511","2020-08-13",17.620001
"512","2020-08-14",19.67
"513","2020-08-17",21
"514","2020-08-18",21
"515","2020-08-19",21
"516","2020-08-20",20.4
"517","2020-08-21",20
"518","2020-08-24",22.77
"519","2020-08-25",22.77
"520","2020-08-26",23.5
"521","2020-08-27",22.48
"522","2020-08-28",22.48
"523","2020-08-31",23
"524","2020-09-01",25.25
"525","2020-09-02",31.639999
"526","2020-09-03",29.540001
"527","2020-09-04",26.110001
"528","2020-09-08",30.51
"529","2020-09-09",32.419998
"530","2020-09-10",31.719999
"531","2020-09-11",32
"532","2020-09-14",32.5
"533","2020-09-15",33.299999
"534","2020-09-16",33.25
"535","2020-09-17",37.400002
"536","2020-09-18",39.130001
"537","2020-09-21",36.5
"538","2020-09-22",35.400002
"539","2020-09-23",34.169998
"540","2020-09-24",27.5
"541","2020-09-25",30.280001
"542","2020-09-28",35
"543","2020-09-29",36
"544","2020-09-30",33.509998
"545","2020-10-01",33.509998
"546","2020-10-02",33.509998
"547","2020-10-05",33.509998
"548","2020-10-06",33.509998
"549","2020-10-07",27.5
"550","2020-10-08",27.5
"551","2020-10-09",27.5
"552","2020-10-12",32.759998
"553","2020-10-13",34.02
"554","2020-10-14",34.02
"555","2020-10-15",34.02
"556","2020-10-16",NA
"557","2020-10-19",NA
"558","2020-10-20",NA
"559","2020-10-21",NA
"560","2020-10-22",NA
"561","2020-10-23",NA
"562","2020-10-26",NA
"563","2020-10-27",NA
"564","2020-10-28",NA
"565","2020-10-29",NA
"566","2020-10-30",NA
"567","2020-11-02",NA
"568","2020-11-03",NA
"569","2020-11-04",NA
"570","2020-11-05",NA
"571","2020-11-06",NA
"572","2020-11-09",NA
"573","2020-11-10",NA
"574","2020-11-11",NA
"575","2020-11-12",NA
"576","2020-11-13",NA
"577","2020-11-16",NA
"578","2020-11-17",NA
"579","2020-11-18",NA
"580","2020-11-19",NA
"581","2020-11-20",NA
"582","2020-11-23",NA
"583","2020-11-24",NA
"584","2020-11-25",NA
