"","date","CF"
"74","2007-04-19",8.702
"75","2007-04-20",8.8
"76","2007-04-23",8.836
"77","2007-04-24",8.83
"78","2007-04-25",8.88
"79","2007-04-26",9.142
"80","2007-04-27",8.616
"81","2007-04-30",7.938
"82","2007-05-01",7.7
"83","2007-05-02",8.004
"84","2007-05-03",8.212
"85","2007-05-04",8.046
"86","2007-05-07",8.23
"87","2007-05-08",8.118
"88","2007-05-09",8.05
"89","2007-05-10",7.988
"90","2007-05-11",8.046
"91","2007-05-14",8.164
"92","2007-05-15",8.208
"93","2007-05-16",8.378
"94","2007-05-17",8.45
"95","2007-05-18",8.424
"96","2007-05-21",8.588
"97","2007-05-22",8.59
"98","2007-05-23",8.308
"99","2007-05-24",8.178
"100","2007-05-25",8.476
"101","2007-05-29",8.484
"102","2007-05-30",8.882
"103","2007-05-31",8.946
"104","2007-06-01",9.262
"105","2007-06-04",9.698
"106","2007-06-05",9.77
"107","2007-06-06",9.498
"108","2007-06-07",9.256
"109","2007-06-08",9.574
"110","2007-06-11",9.75
"111","2007-06-12",9.916
"112","2007-06-13",10.43
"113","2007-06-14",10.568
"114","2007-06-15",10.992
"115","2007-06-18",11.154
"116","2007-06-19",11.468
"117","2007-06-20",11.322
"118","2007-06-21",12.114
"119","2007-06-22",12.012
"120","2007-06-25",11.766
"121","2007-06-26",11.698
"122","2007-06-27",11.408
"123","2007-06-28",12.018
"124","2007-06-29",11.978
"125","2007-07-02",12.394
"126","2007-07-03",12.554
"127","2007-07-05",12.498
"128","2007-07-06",12.596
"129","2007-07-09",12.586
"130","2007-07-10",12.146
"131","2007-07-11",12.302
"132","2007-07-12",12.148
"133","2007-07-13",13.416
"134","2007-07-16",13.164
"135","2007-07-17",13.214
"136","2007-07-18",13.148
"137","2007-07-19",13.088
"138","2007-07-20",12.736
"139","2007-07-23",12.524
"140","2007-07-24",11.62
"141","2007-07-25",11.558
"142","2007-07-26",10.926
"143","2007-07-27",10.742
"144","2007-07-30",11.544
"145","2007-07-31",11.496
"146","2007-08-01",11.68
"147","2007-08-02",11.634
"148","2007-08-03",11.052
"149","2007-08-06",10.994
"150","2007-08-07",11.444
"151","2007-08-08",11.26
"152","2007-08-09",9.78
"153","2007-08-10",10.39
"154","2007-08-13",11.156
"155","2007-08-14",11.48
"156","2007-08-15",10.568
"157","2007-08-16",10.606
"158","2007-08-17",10.912
"159","2007-08-20",11.348
"160","2007-08-21",11.52
"161","2007-08-22",12.242
"162","2007-08-23",12.106
"163","2007-08-24",12.634
"164","2007-08-27",12.416
"165","2007-08-28",11.59
"166","2007-08-29",12.126
"167","2007-08-30",12.09
"168","2007-08-31",12.666
"169","2007-09-04",13.036
"170","2007-09-05",13.22
"171","2007-09-06",13.094
"172","2007-09-07",12.6
"173","2007-09-10",12.424
"174","2007-09-11",12.718
"175","2007-09-12",12.244
"176","2007-09-13",12.618
"177","2007-09-14",12.808
"178","2007-09-17",13.142
"179","2007-09-18",13.732
"180","2007-09-19",13.958
"181","2007-09-20",13.9
"182","2007-09-21",14.7
"183","2007-09-24",14.042
"184","2007-09-25",14.716
"185","2007-09-26",14.686
"186","2007-09-27",15.184
"187","2007-09-28",15.182
"188","2007-10-01",15.198
"189","2007-10-02",14.762
"190","2007-10-03",13.828
"191","2007-10-04",14.562
"192","2007-10-05",14.596
"193","2007-10-08",14.32
"194","2007-10-09",14.666
"195","2007-10-10",14.76
"196","2007-10-11",14.214
"197","2007-10-12",15.16
"198","2007-10-15",14.974
"199","2007-10-16",14.992
"200","2007-10-17",15.062
"201","2007-10-18",15.562
"202","2007-10-19",15.79
"203","2007-10-22",15.32
"204","2007-10-23",16.299999
"205","2007-10-24",16.624001
"206","2007-10-25",16.940001
"207","2007-10-26",17.086
"208","2007-10-29",17.601999
"209","2007-10-30",17.351999
"210","2007-10-31",17.58
"211","2007-11-01",16.652
"212","2007-11-02",17.908001
"213","2007-11-05",17.566
"214","2007-11-06",18.636
"215","2007-11-07",19.204
"216","2007-11-08",19.292
"217","2007-11-09",18.648001
"218","2007-11-12",15.998
"219","2007-11-13",17.382
"220","2007-11-14",17.864
"221","2007-11-15",16.778
"222","2007-11-16",16.978001
"223","2007-11-19",15.64
"224","2007-11-20",16.643999
"225","2007-11-21",15.98
"226","2007-11-23",16.450001
"227","2007-11-26",16.398001
"228","2007-11-27",17.030001
"229","2007-11-28",17.860001
"230","2007-11-29",17.636
"231","2007-11-30",18.195999
"232","2007-12-03",19.032
"233","2007-12-04",18.586
"234","2007-12-05",19.122
"235","2007-12-06",19.458
"236","2007-12-07",18.944
"237","2007-12-10",19.152
"238","2007-12-11",18.153999
"239","2007-12-12",18.486
"240","2007-12-13",19.677999
"241","2007-12-14",19.398001
"242","2007-12-17",19.308001
"243","2007-12-18",19.246
"244","2007-12-19",19.549999
"245","2007-12-20",21.552
"246","2007-12-21",22.195999
"247","2007-12-24",22.860001
"248","2007-12-26",23.312
"249","2007-12-27",22.774
"250","2007-12-28",22.398001
"251","2007-12-31",22.011999
"252","2008-01-02",22.122
"253","2008-01-03",23.167999
"254","2008-01-04",22.252001
"255","2008-01-07",21.959999
"256","2008-01-08",21.757999
"257","2008-01-09",22.504
"258","2008-01-10",22.136
"259","2008-01-11",22.52
"260","2008-01-14",23.969999
"261","2008-01-15",23
"262","2008-01-16",20.865999
"263","2008-01-17",18.049999
"264","2008-01-18",18.666
"265","2008-01-22",18.615999
"266","2008-01-23",18.562
"267","2008-01-24",20.014
"268","2008-01-25",20.826
"269","2008-01-28",21.282
"270","2008-01-29",21.146
"271","2008-01-30",20.288
"272","2008-01-31",21.386
"273","2008-02-01",21.705999
"274","2008-02-04",22.224001
"275","2008-02-05",20.743999
"276","2008-02-06",21.530001
"277","2008-02-07",21.322001
"278","2008-02-08",21.65
"279","2008-02-11",22.299999
"280","2008-02-12",22.612
"281","2008-02-13",23.204
"282","2008-02-14",23.120001
"283","2008-02-15",23.634001
"284","2008-02-19",25.336
"285","2008-02-20",25.4
"286","2008-02-21",24.591999
"287","2008-02-22",25.172001
"288","2008-02-25",26.198
"289","2008-02-26",25.672001
"290","2008-02-27",24.976
"291","2008-02-28",25.243999
"292","2008-02-29",24.416
"293","2008-03-03",24.096001
"294","2008-03-04",23.924
"295","2008-03-05",24.695999
"296","2008-03-06",24.299999
"297","2008-03-07",22.92
"298","2008-03-10",21.052
"299","2008-03-11",23.540001
"300","2008-03-12",23.327999
"301","2008-03-13",24.042
"302","2008-03-14",23.209999
"303","2008-03-17",21.959999
"304","2008-03-18",23.950001
"305","2008-03-19",21.268
"306","2008-03-20",20.997999
"307","2008-03-24",21.275999
"308","2008-03-25",22.674
"309","2008-03-26",22.73
"310","2008-03-27",21.864
"311","2008-03-28",21.712
"312","2008-03-31",20.724001
"313","2008-04-01",21.312
"314","2008-04-02",21.177999
"315","2008-04-03",22.91
"316","2008-04-04",25.128
"317","2008-04-07",25.393999
"318","2008-04-08",26.204
"319","2008-04-09",26.75
"320","2008-04-10",27.42
"321","2008-04-11",27.686001
"322","2008-04-14",28.884001
"323","2008-04-15",28.573999
"324","2008-04-16",30.284
"325","2008-04-17",30.1
"326","2008-04-18",30.788
"327","2008-04-21",31.219999
"328","2008-04-22",30.492001
"329","2008-04-23",29.618
"330","2008-04-24",27.521999
"331","2008-04-25",28.826
"332","2008-04-28",27.950001
"333","2008-04-29",26.233999
"334","2008-04-30",26.74
"335","2008-05-01",26.408001
"336","2008-05-02",26.952
"337","2008-05-05",26.950001
"338","2008-05-06",27.761999
"339","2008-05-07",27.138
"340","2008-05-08",27.493999
"341","2008-05-09",27.365999
"342","2008-05-12",27.889999
"343","2008-05-13",27.408001
"344","2008-05-14",27.254
"345","2008-05-15",27.746
"346","2008-05-16",27.958
"347","2008-05-19",26.524
"348","2008-05-20",27.09
"349","2008-05-21",25.874001
"350","2008-05-22",26.374001
"351","2008-05-23",25.459999
"352","2008-05-27",24.813999
"353","2008-05-28",27.309999
"354","2008-05-29",26.639999
"355","2008-05-30",27.379999
"356","2008-06-02",27.9
"357","2008-06-03",28.841999
"358","2008-06-04",28.459999
"359","2008-06-05",30.427999
"360","2008-06-06",29.334
"361","2008-06-09",30.224001
"362","2008-06-10",30.146
"363","2008-06-11",30.218
"364","2008-06-12",29.858
"365","2008-06-13",31.016001
"366","2008-06-16",32.125999
"367","2008-06-17",33.924
"368","2008-06-18",33.84
"369","2008-06-19",32.431999
"370","2008-06-20",33.349998
"371","2008-06-23",33.669998
"372","2008-06-24",32.043999
"373","2008-06-25",31.704
"374","2008-06-26",30.757999
"375","2008-06-27",31.370001
"376","2008-06-30",30.559999
"377","2008-07-01",30.940001
"378","2008-07-02",28.722
"379","2008-07-03",28.48
"380","2008-07-07",29.431999
"381","2008-07-08",28.893999
"382","2008-07-09",30.445999
"383","2008-07-10",31.370001
"384","2008-07-11",31.809999
"385","2008-07-14",33.018002
"386","2008-07-15",31.808001
"387","2008-07-16",31.761999
"388","2008-07-17",30.558001
"389","2008-07-18",29.944
"390","2008-07-21",31.346001
"391","2008-07-22",31.214001
"392","2008-07-23",27.916
"393","2008-07-24",27.898001
"394","2008-07-25",28.743999
"395","2008-07-28",29.136
"396","2008-07-29",30.535999
"397","2008-07-30",33.321999
"398","2008-07-31",32.692001
"399","2008-08-01",32.507999
"400","2008-08-04",29.792
"401","2008-08-05",27.922001
"402","2008-08-06",28.158001
"403","2008-08-07",28.072001
"404","2008-08-08",26.93
"405","2008-08-11",25.066
"406","2008-08-12",25.306
"407","2008-08-13",27.77
"408","2008-08-14",27.406
"409","2008-08-15",25.790001
"410","2008-08-18",25.962
"411","2008-08-19",26.983999
"412","2008-08-20",27.98
"413","2008-08-21",29.108
"414","2008-08-22",28.893999
"415","2008-08-25",29.370001
"416","2008-08-26",29.848
"417","2008-08-27",30.032
"418","2008-08-28",30.120001
"419","2008-08-29",30.48
"420","2008-09-02",27.604
"421","2008-09-03",26.868
"422","2008-09-04",24.686001
"423","2008-09-05",26.24
"424","2008-09-08",23.896
"425","2008-09-09",21.016001
"426","2008-09-10",21.922001
"427","2008-09-11",23.25
"428","2008-09-12",24.552
"429","2008-09-15",22.044001
"430","2008-09-16",23.902
"431","2008-09-17",21.940001
"432","2008-09-18",22.068001
"433","2008-09-19",23.886
"434","2008-09-22",24.358
"435","2008-09-23",22.722
"436","2008-09-24",22.993999
"437","2008-09-25",22.040001
"438","2008-09-26",18.356001
"439","2008-09-29",16.785999
"440","2008-09-30",18.292
"441","2008-10-01",17.728001
"442","2008-10-02",11.6
"443","2008-10-03",11.296
"444","2008-10-06",10.816
"445","2008-10-07",10.278
"446","2008-10-08",11.462
"447","2008-10-09",11.166
"448","2008-10-10",11.534
"449","2008-10-13",12.93
"450","2008-10-14",12.834
"451","2008-10-15",11.192
"452","2008-10-16",11.61
"453","2008-10-17",11.07
"454","2008-10-20",12.194
"455","2008-10-21",11.186
"456","2008-10-22",9.976
"457","2008-10-23",8.91
"458","2008-10-24",8.878
"459","2008-10-27",9.05
"460","2008-10-28",10.832
"461","2008-10-29",10.756
"462","2008-10-30",12.026
"463","2008-10-31",12.838
"464","2008-11-03",12.534
"465","2008-11-04",12.978
"466","2008-11-05",11.896
"467","2008-11-06",11.044
"468","2008-11-07",12.168
"469","2008-11-10",12.458
"470","2008-11-11",11.782
"471","2008-11-12",10.446
"472","2008-11-13",12.09
"473","2008-11-14",10.994
"474","2008-11-17",10.088
"475","2008-11-18",10.078
"476","2008-11-19",8.898
"477","2008-11-20",7.876
"478","2008-11-21",9.328
"479","2008-11-24",9.232
"480","2008-11-25",9.74
"481","2008-11-26",10.626
"482","2008-11-28",10.526
"483","2008-12-01",8.844
"484","2008-12-02",9.19
"485","2008-12-03",9.264
"486","2008-12-04",8.92
"487","2008-12-05",9.41
"488","2008-12-08",10.146
"489","2008-12-09",10.132
"490","2008-12-10",10.46
"491","2008-12-11",9.728
"492","2008-12-12",9.826
"493","2008-12-15",9.566
"494","2008-12-16",10.754
"495","2008-12-17",11.1
"496","2008-12-18",10.12
"497","2008-12-19",9.584
"498","2008-12-22",9.102
"499","2008-12-23",9.3
"500","2008-12-24",9.222
"501","2008-12-26",9.36
"502","2008-12-29",9.34
"503","2008-12-30",9.526
"504","2008-12-31",9.832
"505","2009-01-02",10.726
"506","2009-01-05",11.32
"507","2009-01-06",11.054
"508","2009-01-07",10.656
"509","2009-01-08",10.934
"510","2009-01-09",10.782
"511","2009-01-12",9.386
"512","2009-01-13",9.536
"513","2009-01-14",8.85
"514","2009-01-15",9.446
"515","2009-01-16",9.704
"516","2009-01-20",9.148
"517","2009-01-21",9.128
"518","2009-01-22",8.91
"519","2009-01-23",9.356
"520","2009-01-26",9.442
"521","2009-01-27",9.262
"522","2009-01-28",9.828
"523","2009-01-29",9.656
"524","2009-01-30",9.4
"525","2009-02-02",9.516
"526","2009-02-03",9.758
"527","2009-02-04",10.178
"528","2009-02-05",10.488
"529","2009-02-06",10.926
"530","2009-02-09",10.688
"531","2009-02-10",10.72
"532","2009-02-11",10.442
"533","2009-02-12",11.01
"534","2009-02-13",10.936
"535","2009-02-17",10.164
"536","2009-02-18",10.536
"537","2009-02-19",10.908
"538","2009-02-20",11.144
"539","2009-02-23",10
"540","2009-02-24",11.116
"541","2009-02-25",12.354
"542","2009-02-26",12.55
"543","2009-02-27",12.866
"544","2009-03-02",11.738
"545","2009-03-03",12.256
"546","2009-03-04",12.548
"547","2009-03-05",12.178
"548","2009-03-06",12.118
"549","2009-03-09",12.312
"550","2009-03-10",12.85
"551","2009-03-11",13.632
"552","2009-03-12",13.476
"553","2009-03-13",13.722
"554","2009-03-16",13.74
"555","2009-03-17",13.804
"556","2009-03-18",13.834
"557","2009-03-19",13.884
"558","2009-03-20",13.536
"559","2009-03-23",14.238
"560","2009-03-24",14.46
"561","2009-03-25",14.644
"562","2009-03-26",14.8
"563","2009-03-27",14.66
"564","2009-03-30",14.078
"565","2009-03-31",14.226
"566","2009-04-01",14.496
"567","2009-04-02",14.534
"568","2009-04-03",14.908
"569","2009-04-06",14.542
"570","2009-04-07",14.06
"571","2009-04-08",14.26
"572","2009-04-09",14.606
"573","2009-04-13",14.594
"574","2009-04-14",14.742
"575","2009-04-15",14.898
"576","2009-04-16",14.664
"577","2009-04-17",13.99
"578","2009-04-20",13.478
"579","2009-04-21",13.424
"580","2009-04-22",13.24
"581","2009-04-23",13.382
"582","2009-04-24",14.218
"583","2009-04-27",13.966
"584","2009-04-28",13.936
"585","2009-04-29",14.472
"586","2009-04-30",14.41
"587","2009-05-01",14.972
"588","2009-05-04",15.07
"589","2009-05-05",15.044
"590","2009-05-06",14.782
"591","2009-05-07",14.444
"592","2009-05-08",14.762
"593","2009-05-11",15.184
"594","2009-05-12",15.46
"595","2009-05-13",15.426
"596","2009-05-14",15.536
"597","2009-05-15",15.95
"598","2009-05-18",16.468
"599","2009-05-19",16.312
"600","2009-05-20",16.280001
"601","2009-05-21",15.984
"602","2009-05-22",16.152
"603","2009-05-26",16.612
"604","2009-05-27",15.844
"605","2009-05-28",15.678
"606","2009-05-29",15.528
"607","2009-06-01",16.062
"608","2009-06-02",15.982
"609","2009-06-03",15.572
"610","2009-06-04",15.892
"611","2009-06-05",15.67
"612","2009-06-08",15.698
"613","2009-06-09",16.034
"614","2009-06-10",16.066
"615","2009-06-11",16.568001
"616","2009-06-12",16.5
"617","2009-06-15",16.002001
"618","2009-06-16",15.74
"619","2009-06-17",14.896
"620","2009-06-18",14.866
"621","2009-06-19",14.998
"622","2009-06-22",13.864
"623","2009-06-23",14.576
"624","2009-06-24",14.792
"625","2009-06-25",15.2
"626","2009-06-26",15.238
"627","2009-06-29",15.13
"628","2009-06-30",14.828
"629","2009-07-01",14.802
"630","2009-07-02",14.858
"631","2009-07-06",14.682
"632","2009-07-07",14.34
"633","2009-07-08",14.146
"634","2009-07-09",14.386
"635","2009-07-10",13.924
"636","2009-07-13",14.138
"637","2009-07-14",13.946
"638","2009-07-15",14.244
"639","2009-07-16",14.654
"640","2009-07-17",14.596
"641","2009-07-20",14.732
"642","2009-07-21",14.78
"643","2009-07-22",14.746
"644","2009-07-23",15.358
"645","2009-07-24",15.614
"646","2009-07-27",15.762
"647","2009-07-28",15.87
"648","2009-07-29",15.58
"649","2009-07-30",15.814
"650","2009-07-31",15.788
"651","2009-08-03",16.309999
"652","2009-08-04",16.002001
"653","2009-08-05",16.548
"654","2009-08-06",16.628
"655","2009-08-07",16.672001
"656","2009-08-10",16.406
"657","2009-08-11",16.309999
"658","2009-08-12",16.486
"659","2009-08-13",16.629999
"660","2009-08-14",16.573999
"661","2009-08-17",15.884
"662","2009-08-18",16.296
"663","2009-08-19",16.42
"664","2009-08-20",16.374001
"665","2009-08-21",16.358
"666","2009-08-24",16.624001
"667","2009-08-25",16.438
"668","2009-08-26",16.542
"669","2009-08-27",16.436001
"670","2009-08-28",16.424
"671","2009-08-31",16.332001
"672","2009-09-01",16
"673","2009-09-02",16.332001
"674","2009-09-03",16.67
"675","2009-09-04",17.186001
"676","2009-09-08",17.386
"677","2009-09-09",17.615999
"678","2009-09-10",17.486
"679","2009-09-11",17.488001
"680","2009-09-14",17.450001
"681","2009-09-15",17.576
"682","2009-09-16",17.84
"683","2009-09-17",18.011999
"684","2009-09-18",18.038
"685","2009-09-21",17.804001
"686","2009-09-22",17.778
"687","2009-09-23",17.518
"688","2009-09-24",17.326
"689","2009-09-25",16.858
"690","2009-09-28",17.212
"691","2009-09-29",17.167999
"692","2009-09-30",17.246
"693","2009-10-01",16.84
"694","2009-10-02",16.59
"695","2009-10-05",16.841999
"696","2009-10-06",17.386
"697","2009-10-07",17.493999
"698","2009-10-08",17.912001
"699","2009-10-09",17.757999
"700","2009-10-12",17.691999
"701","2009-10-13",17.794001
"702","2009-10-14",18.101999
"703","2009-10-15",18.247999
"704","2009-10-16",18.125999
"705","2009-10-19",18.99
"706","2009-10-20",18.559999
"707","2009-10-21",18.521999
"708","2009-10-22",18.764
"709","2009-10-23",17.896
"710","2009-10-26",17.082001
"711","2009-10-27",17.226
"712","2009-10-28",16.652
"713","2009-10-29",17.200001
"714","2009-10-30",16.65
"715","2009-11-02",16.818001
"716","2009-11-03",17.086
"717","2009-11-04",17.278
"718","2009-11-05",15.98
"719","2009-11-06",15.81
"720","2009-11-09",16.082001
"721","2009-11-10",15.696
"722","2009-11-11",15.944
"723","2009-11-12",16.186001
"724","2009-11-13",16.072001
"725","2009-11-16",16.257999
"726","2009-11-17",16.778
"727","2009-11-18",17.257999
"728","2009-11-19",16.573999
"729","2009-11-20",16.546
"730","2009-11-23",16.608
"731","2009-11-24",16.549999
"732","2009-11-25",16.992001
"733","2009-11-27",16.788
"734","2009-11-30",17.072001
"735","2009-12-01",17.18
"736","2009-12-02",18.054001
"737","2009-12-03",17.955999
"738","2009-12-04",17.709999
"739","2009-12-07",17.912001
"740","2009-12-08",17.15
"741","2009-12-09",17.323999
"742","2009-12-10",17.662001
"743","2009-12-11",17.997999
"744","2009-12-14",17.950001
"745","2009-12-15",17.658001
"746","2009-12-16",18.518
"747","2009-12-17",17.66
"748","2009-12-18",17.288
"749","2009-12-21",17.106001
"750","2009-12-22",17.292
"751","2009-12-23",17.75
"752","2009-12-24",17.84
"753","2009-12-28",18.582001
"754","2009-12-29",18.662001
"755","2009-12-30",18.441999
"756","2009-12-31",18.156
"757","2010-01-04",18.368
"758","2010-01-05",18.666
"759","2010-01-06",19.444
"760","2010-01-07",19.247999
"761","2010-01-08",19.662001
"762","2010-01-11",19.639999
"763","2010-01-12",18.938
"764","2010-01-13",18.983999
"765","2010-01-14",18.638
"766","2010-01-15",19.084
"767","2010-01-19",20.120001
"768","2010-01-20",19.798
"769","2010-01-21",19.646
"770","2010-01-22",19.226
"771","2010-01-25",19.228001
"772","2010-01-26",19.23
"773","2010-01-27",19.280001
"774","2010-01-28",19.059999
"775","2010-01-29",18.572001
"776","2010-02-01",19.056
"777","2010-02-02",19.256001
"778","2010-02-03",19.422001
"779","2010-02-04",18.714001
"780","2010-02-05",18.844
"781","2010-02-08",18.464001
"782","2010-02-09",19.16
"783","2010-02-10",19.458
"784","2010-02-11",20.024
"785","2010-02-12",20.1
"786","2010-02-16",20.714001
"787","2010-02-17",20.93
"788","2010-02-18",20.402
"789","2010-02-19",20.827999
"790","2010-02-22",20.73
"791","2010-02-23",20.386
"792","2010-02-24",20.158001
"793","2010-02-25",21.077999
"794","2010-02-26",21.247999
"795","2010-03-01",21.507999
"796","2010-03-02",21.284
"797","2010-03-03",21.356001
"798","2010-03-04",21.646
"799","2010-03-05",20.948
"800","2010-03-08",20.596001
"801","2010-03-09",20.125999
"802","2010-03-10",20.709999
"803","2010-03-11",20.122
"804","2010-03-12",19.346001
"805","2010-03-15",19.275999
"806","2010-03-16",19.124001
"807","2010-03-17",18.9
"808","2010-03-18",18.624001
"809","2010-03-19",18.280001
"810","2010-03-22",18.51
"811","2010-03-23",18.34
"812","2010-03-24",18.482
"813","2010-03-25",18.006001
"814","2010-03-26",18.634001
"815","2010-03-29",18.586
"816","2010-03-30",18.483999
"817","2010-03-31",18.236
"818","2010-04-01",18.482
"819","2010-04-05",18.389999
"820","2010-04-06",18.486
"821","2010-04-07",18.246
"822","2010-04-08",18.299999
"823","2010-04-09",18.58
"824","2010-04-12",18.406
"825","2010-04-13",17.782
"826","2010-04-14",17.766001
"827","2010-04-15",18
"828","2010-04-16",18
"829","2010-04-19",17.378
"830","2010-04-20",17.455999
"831","2010-04-21",17.528
"832","2010-04-22",17.534
"833","2010-04-23",17.02
"834","2010-04-26",16.978001
"835","2010-04-27",16.208
"836","2010-04-28",16.775999
"837","2010-04-29",16.976
"838","2010-04-30",16.733999
"839","2010-05-03",16.073999
"840","2010-05-04",15.594
"841","2010-05-05",15.652
"842","2010-05-06",14.832
"843","2010-05-07",14.66
"844","2010-05-10",15.224
"845","2010-05-11",14.374
"846","2010-05-12",14.882
"847","2010-05-13",14.448
"848","2010-05-14",14.49
"849","2010-05-17",14.228
"850","2010-05-18",14.274
"851","2010-05-19",14.072
"852","2010-05-20",13.308
"853","2010-05-21",13.63
"854","2010-05-24",13.492
"855","2010-05-25",13.408
"856","2010-05-26",13.286
"857","2010-05-27",14.052
"858","2010-05-28",13.718
"859","2010-06-01",13.188
"860","2010-06-02",13.534
"861","2010-06-03",13.066
"862","2010-06-04",12.186
"863","2010-06-07",11.826
"864","2010-06-08",11.712
"865","2010-06-09",11.794
"866","2010-06-10",12.856
"867","2010-06-11",13.07
"868","2010-06-14",12.416
"869","2010-06-15",12.95
"870","2010-06-16",13.042
"871","2010-06-17",13.01
"872","2010-06-18",12.85
"873","2010-06-21",12.798
"874","2010-06-22",12.892
"875","2010-06-23",13.196
"876","2010-06-24",12.946
"877","2010-06-25",13.52
"878","2010-06-28",12.916
"879","2010-06-29",12.392
"880","2010-06-30",12.69
"881","2010-07-01",13.098
"882","2010-07-02",13.684
"883","2010-07-06",13.468
"884","2010-07-07",13.988
"885","2010-07-08",14.704
"886","2010-07-09",14.848
"887","2010-07-12",14.69
"888","2010-07-13",15.15
"889","2010-07-14",15.062
"890","2010-07-15",15.592
"891","2010-07-16",15.392
"892","2010-07-19",15.05
"893","2010-07-20",15.682
"894","2010-07-21",15.338
"895","2010-07-22",15.782
"896","2010-07-23",16.025999
"897","2010-07-26",15.58
"898","2010-07-27",15.286
"899","2010-07-28",15.538
"900","2010-07-29",16.200001
"901","2010-07-30",16.238001
"902","2010-08-02",16.496
"903","2010-08-03",16.216
"904","2010-08-04",16.577999
"905","2010-08-05",17.16
"906","2010-08-06",16.862
"907","2010-08-09",16.709999
"908","2010-08-10",16.26
"909","2010-08-11",16.386
"910","2010-08-12",16.878
"911","2010-08-13",16.93
"912","2010-08-16",16.917999
"913","2010-08-17",17.705999
"914","2010-08-18",17.962
"915","2010-08-19",17.77
"916","2010-08-20",18.002001
"917","2010-08-23",17.768
"918","2010-08-24",17.416
"919","2010-08-25",17.348
"920","2010-08-26",17.799999
"921","2010-08-27",18.632
"922","2010-08-30",18.264
"923","2010-08-31",18.5
"924","2010-09-01",18.542
"925","2010-09-02",18.639999
"926","2010-09-03",18.99
"927","2010-09-07",19.025999
"928","2010-09-08",19.242001
"929","2010-09-09",18.812
"930","2010-09-10",19.059999
"931","2010-09-13",19.615999
"932","2010-09-14",19.672001
"933","2010-09-15",19.459999
"934","2010-09-16",19.948
"935","2010-09-17",19.972
"936","2010-09-20",20.218
"937","2010-09-21",19.704
"938","2010-09-22",20.285999
"939","2010-09-23",19.736
"940","2010-09-24",20.072001
"941","2010-09-27",20.337999
"942","2010-09-28",20.278
"943","2010-09-29",19.870001
"944","2010-09-30",19.1
"945","2010-10-01",18.93
"946","2010-10-04",18.822001
"947","2010-10-05",19.606001
"948","2010-10-06",19.784
"949","2010-10-07",19.728001
"950","2010-10-08",21.98
"951","2010-10-11",22.690001
"952","2010-10-12",23.274
"953","2010-10-13",23.677999
"954","2010-10-14",23.362
"955","2010-10-15",23.972
"956","2010-10-18",23.77
"957","2010-10-19",22.945999
"958","2010-10-20",23.738001
"959","2010-10-21",23.667999
"960","2010-10-22",23.530001
"961","2010-10-25",23.629999
"962","2010-10-26",24.308001
"963","2010-10-27",24.264
"964","2010-10-28",23.827999
"965","2010-10-29",24.506001
"966","2010-11-01",24.278
"967","2010-11-02",24.450001
"968","2010-11-03",24.011999
"969","2010-11-04",24.238001
"970","2010-11-05",24.493999
"971","2010-11-08",24.954
"972","2010-11-09",25.035999
"973","2010-11-10",24.812
"974","2010-11-11",25.549999
"975","2010-11-12",23.93
"976","2010-11-15",23.436001
"977","2010-11-16",22.903999
"978","2010-11-17",23.332001
"979","2010-11-18",24.049999
"980","2010-11-19",23.542
