"","date","WTER"
"336","2015-03-10",5.05
"337","2015-03-11",5
"338","2015-03-12",4.6
"339","2015-03-13",4.75
"340","2015-03-16",4.7
"341","2015-03-17",5.4
"342","2015-03-18",5.1
"343","2015-03-19",5
"344","2015-03-20",5.4
"345","2015-03-23",5.5
"346","2015-03-24",5.05
"347","2015-03-25",5
"348","2015-03-26",4.5
"349","2015-03-27",4.75
"350","2015-03-30",4.75
"351","2015-03-31",4.9
"352","2015-04-01",4.15
"353","2015-04-02",3.9
"354","2015-04-06",3.5
"355","2015-04-07",3.5
"356","2015-04-08",4.2
"357","2015-04-09",4.3
"358","2015-04-10",4.85
"359","2015-04-13",3.95
"360","2015-04-14",3.75
"361","2015-04-15",3.75
"362","2015-04-16",3.75
"363","2015-04-17",3.8
"364","2015-04-20",3.9
"365","2015-04-21",4.2
"366","2015-04-22",4
"367","2015-04-23",4
"368","2015-04-24",4
"369","2015-04-27",4
"370","2015-04-28",3.85
"371","2015-04-29",3.9
"372","2015-04-30",4
"373","2015-05-01",4
"374","2015-05-04",3.9
"375","2015-05-05",4.2
"376","2015-05-06",3.9
"377","2015-05-07",3.9
"378","2015-05-08",3.75
"379","2015-05-11",3.8
"380","2015-05-12",4.05
"381","2015-05-13",3.75
"382","2015-05-14",3.8
"383","2015-05-15",4
"384","2015-05-18",3.9
"385","2015-05-19",3.95
"386","2015-05-20",3.95
"387","2015-05-21",4
"388","2015-05-22",3.95
"389","2015-05-26",4.25
"390","2015-05-27",4.4
"391","2015-05-28",4.2
"392","2015-05-29",4.7
"393","2015-06-01",4.1
"394","2015-06-02",4.3
"395","2015-06-03",4.25
"396","2015-06-04",5
"397","2015-06-05",4.9
"398","2015-06-08",4.35
"399","2015-06-09",4.5
"400","2015-06-10",4.65
"401","2015-06-11",4.75
"402","2015-06-12",4.6
"403","2015-06-15",4.7
"404","2015-06-16",4.5
"405","2015-06-17",4.65
"406","2015-06-18",5.2
"407","2015-06-19",5
"408","2015-06-22",5.5
"409","2015-06-23",5.35
"410","2015-06-24",6
"411","2015-06-25",6.8
"412","2015-06-26",7.1
"413","2015-06-29",7
"414","2015-06-30",6.4
"415","2015-07-01",6.35
"416","2015-07-02",6.55
"417","2015-07-06",6.85
"418","2015-07-07",6.75
"419","2015-07-08",6.8
"420","2015-07-09",6.8
"421","2015-07-10",7.4
"422","2015-07-13",8.5
"423","2015-07-14",8.15
"424","2015-07-15",7.3
"425","2015-07-16",6.9
"426","2015-07-17",6.7
"427","2015-07-20",6.7
"428","2015-07-21",6.5
"429","2015-07-22",6.65
"430","2015-07-23",6
"431","2015-07-24",5.5
"432","2015-07-27",5.7
"433","2015-07-28",6.5
"434","2015-07-29",6.3
"435","2015-07-30",6.9
"436","2015-07-31",6.75
"437","2015-08-03",7
"438","2015-08-04",6.9
"439","2015-08-05",6.95
"440","2015-08-06",6.6
"441","2015-08-07",5.95
"442","2015-08-10",5.7
"443","2015-08-11",6
"444","2015-08-12",6
"445","2015-08-13",6
"446","2015-08-14",5.95
"447","2015-08-17",5.95
"448","2015-08-18",5.25
"449","2015-08-19",5.75
"450","2015-08-20",5.05
"451","2015-08-21",5.1
"452","2015-08-24",5.35
"453","2015-08-25",5.45
"454","2015-08-26",5.1
"455","2015-08-27",5.05
"456","2015-08-28",5
"457","2015-08-31",5.25
"458","2015-09-01",5.2
"459","2015-09-02",5.2
"460","2015-09-03",5.1
"461","2015-09-04",5
"462","2015-09-08",5.1
"463","2015-09-09",5
"464","2015-09-10",5
"465","2015-09-11",5
"466","2015-09-14",4.95
"467","2015-09-15",4.9
"468","2015-09-16",4.8
"469","2015-09-17",4.8
"470","2015-09-18",4.5
"471","2015-09-21",4.95
"472","2015-09-22",4.75
"473","2015-09-23",4.75
"474","2015-09-24",5
"475","2015-09-25",4.75
"476","2015-09-28",4.8
"477","2015-09-29",4.85
"478","2015-09-30",4.9
"479","2015-10-01",5
"480","2015-10-02",5
"481","2015-10-05",4.95
"482","2015-10-06",5
"483","2015-10-07",5
"484","2015-10-08",5
"485","2015-10-09",5
"486","2015-10-12",4.95
"487","2015-10-13",4.95
"488","2015-10-14",4.9
"489","2015-10-15",4.9
"490","2015-10-16",4.8
"491","2015-10-19",4.85
"492","2015-10-20",4.75
"493","2015-10-21",4.65
"494","2015-10-22",4.6
"495","2015-10-23",4.9
"496","2015-10-26",4.15
"497","2015-10-27",4.3
"498","2015-10-28",4.25
"499","2015-10-29",4.2
"500","2015-10-30",4.5
"501","2015-11-02",4.6
"502","2015-11-03",4.4
"503","2015-11-04",4.4
"504","2015-11-05",4.55
"505","2015-11-06",4.75
"506","2015-11-09",4.7
"507","2015-11-10",4.5
"508","2015-11-11",4.5
"509","2015-11-12",4.5
"510","2015-11-13",4.2
"511","2015-11-16",4.15
"512","2015-11-17",4.4
"513","2015-11-18",4.05
"514","2015-11-19",4.05
"515","2015-11-20",3.9
"516","2015-11-23",3.75
"517","2015-11-24",4
"518","2015-11-25",3.5
"519","2015-11-27",2.85
"520","2015-11-30",3.1
"521","2015-12-01",2.55
"522","2015-12-02",2.5
"523","2015-12-03",2.75
"524","2015-12-04",2.65
"525","2015-12-07",2.5
"526","2015-12-08",2.55
"527","2015-12-09",2.35
"528","2015-12-10",2.2
"529","2015-12-11",2.15
"530","2015-12-14",2.35
"531","2015-12-15",2.35
"532","2015-12-16",2.2
"533","2015-12-17",2.3
"534","2015-12-18",2.3
"535","2015-12-21",2.2
"536","2015-12-22",2.05
"537","2015-12-23",2
"538","2015-12-24",2
"539","2015-12-28",1.95
"540","2015-12-29",2.05
"541","2015-12-30",2.25
"542","2015-12-31",1.41
"543","2016-01-04",1.23
"544","2016-01-05",1.3
"545","2016-01-06",1.25
"546","2016-01-07",1.1
"547","2016-01-08",1.22
"548","2016-01-11",1.1
"549","2016-01-12",1.11
"550","2016-01-13",1.09
"551","2016-01-14",1.05
"552","2016-01-15",0.922
"553","2016-01-19",0.9
"554","2016-01-20",0.76
"555","2016-01-21",0.8
"556","2016-01-22",0.849
"557","2016-01-25",0.7
"558","2016-01-26",0.65
"559","2016-01-27",0.66
"560","2016-01-28",0.56
"561","2016-01-29",0.52
"562","2016-02-01",0.665
"563","2016-02-02",0.84
"564","2016-02-03",0.82
"565","2016-02-04",0.78
"566","2016-02-05",0.85
"567","2016-02-08",0.953
"568","2016-02-09",0.95
"569","2016-02-10",0.95
"570","2016-02-11",0.9
"571","2016-02-12",0.9
"572","2016-02-16",0.9
"573","2016-02-17",0.95
"574","2016-02-18",1.02
"575","2016-02-19",1.4
"576","2016-02-22",2.07
"577","2016-02-23",1.34
"578","2016-02-24",1.19
"579","2016-02-25",1.07
"580","2016-02-26",1.05
"581","2016-02-29",1.02
"582","2016-03-01",0.99
"583","2016-03-02",0.91
"584","2016-03-03",1.2
"585","2016-03-04",1.35
"586","2016-03-07",1.4
"587","2016-03-08",1.23
"588","2016-03-09",1.3
"589","2016-03-10",1.46
"590","2016-03-11",1.39
"591","2016-03-14",1.3
"592","2016-03-15",1.35
"593","2016-03-16",1.3
"594","2016-03-17",1.3
"595","2016-03-18",1.37
"596","2016-03-21",1.34
"597","2016-03-22",1.42
"598","2016-03-23",1.63
"599","2016-03-24",1.75
"600","2016-03-28",1.84
"601","2016-03-29",1.9
"602","2016-03-30",1.89
"603","2016-03-31",1.95
"604","2016-04-01",1.65
"605","2016-04-04",1.6
"606","2016-04-05",1.48
"607","2016-04-06",1.48
"608","2016-04-07",1.38
"609","2016-04-08",1.61
"610","2016-04-11",1.54
"611","2016-04-12",1.5
"612","2016-04-13",1.5
"613","2016-04-14",1.46
"614","2016-04-15",1.51
"615","2016-04-18",1.57
"616","2016-04-19",1.55
"617","2016-04-20",1.512
"618","2016-04-21",1.53
"619","2016-04-22",1.512
"620","2016-04-25",1.52
"621","2016-04-26",1.65
"622","2016-04-27",1.85
"623","2016-04-28",1.99
"624","2016-04-29",2
"625","2016-05-02",1.95
"626","2016-05-03",1.97
"627","2016-05-04",2
"628","2016-05-05",1.93
"629","2016-05-06",1.75
"630","2016-05-09",1.68
"631","2016-05-10",1.72
"632","2016-05-11",1.67
"633","2016-05-12",1.59
"634","2016-05-13",1.556
"635","2016-05-16",1.57
"636","2016-05-17",1.57
"637","2016-05-18",1.55
"638","2016-05-19",1.56
"639","2016-05-20",1.57
"640","2016-05-23",1.57
"641","2016-05-24",1.79
"642","2016-05-25",1.814
"643","2016-05-26",1.94
"644","2016-05-27",1.87
"645","2016-05-31",1.83
"646","2016-06-01",1.75
"647","2016-06-02",1.86
"648","2016-06-03",1.9
"649","2016-06-06",1.95
"650","2016-06-07",1.96
"651","2016-06-08",1.95
"652","2016-06-09",1.96
"653","2016-06-10",1.962
"654","2016-06-13",1.97
"655","2016-06-14",1.98
"656","2016-06-15",1.89
"657","2016-06-16",1.84
"658","2016-06-17",1.85
"659","2016-06-20",1.77
"660","2016-06-21",1.75
"661","2016-06-22",1.78
"662","2016-06-23",1.81
"663","2016-06-24",1.81
"664","2016-06-27",1.77
"665","2016-06-28",1.78
"666","2016-06-29",1.81
"667","2016-06-30",1.79
"668","2016-07-01",1.8
"669","2016-07-05",1.8
"670","2016-07-06",1.78
"671","2016-07-07",1.76
"672","2016-07-08",1.769
"673","2016-07-11",1.73
"674","2016-07-12",1.56
"675","2016-07-13",1.65
"676","2016-07-14",1.65
"677","2016-07-15",1.75
"678","2016-07-18",1.72
"679","2016-07-19",1.61
"680","2016-07-20",1.78
"681","2016-07-21",1.82
"682","2016-07-22",1.83
"683","2016-07-25",1.66
"684","2016-07-26",1.72
"685","2016-07-27",1.65
"686","2016-07-28",1.58
"687","2016-07-29",1.63
"688","2016-08-01",1.76
"689","2016-08-02",1.69
"690","2016-08-03",1.72
"691","2016-08-04",1.63
"692","2016-08-05",1.59
"693","2016-08-08",1.53
"694","2016-08-09",1.52
"695","2016-08-10",1.54
"696","2016-08-11",1.572
"697","2016-08-12",1.55
"698","2016-08-15",1.63
"699","2016-08-16",1.55
"700","2016-08-17",1.55
"701","2016-08-18",1.53
"702","2016-08-19",1.56
"703","2016-08-22",1.5
"704","2016-08-23",1.45
"705","2016-08-24",1.5
"706","2016-08-25",1.4
"707","2016-08-26",1.43
"708","2016-08-29",1.42
"709","2016-08-30",1.51
"710","2016-08-31",1.42
"711","2016-09-01",1.444
"712","2016-09-02",1.4
"713","2016-09-06",1.33
"714","2016-09-07",1.3
"715","2016-09-08",1.48
"716","2016-09-09",1.45
"717","2016-09-12",1.4
"718","2016-09-13",1.35
"719","2016-09-14",1.411
"720","2016-09-15",1.3
"721","2016-09-16",1.4
"722","2016-09-19",1.4
"723","2016-09-20",1.4
"724","2016-09-21",1.4
"725","2016-09-22",1.35
"726","2016-09-23",1.285
"727","2016-09-26",1.24
"728","2016-09-27",1.25
"729","2016-09-28",1.23
"730","2016-09-29",1.265
"731","2016-09-30",1.28
"732","2016-10-03",1.29
"733","2016-10-04",1.35
"734","2016-10-05",1.28
"735","2016-10-06",1.3
"736","2016-10-07",1.29
"737","2016-10-10",1.28
"738","2016-10-11",1.25
"739","2016-10-12",1.25
"740","2016-10-13",1.32
"741","2016-10-14",1.35
"742","2016-10-17",1.29
"743","2016-10-18",1.29
"744","2016-10-19",1.29
"745","2016-10-20",1.29
"746","2016-10-21",1.26
"747","2016-10-24",1.25
"748","2016-10-25",1.26
"749","2016-10-26",1.27
"750","2016-10-27",1.28
"751","2016-10-28",1.28
"752","2016-10-31",1.27
"753","2016-11-01",1.35
"754","2016-11-02",1.27
"755","2016-11-03",1.25
"756","2016-11-04",1.28
"757","2016-11-07",1.36
"758","2016-11-08",1.283
"759","2016-11-09",1.35
"760","2016-11-10",1.35
"761","2016-11-11",1.26
"762","2016-11-14",1.22
"763","2016-11-15",1.225
"764","2016-11-16",1.2
"765","2016-11-17",1.18
"766","2016-11-18",1.26
"767","2016-11-21",1.29
"768","2016-11-22",1.218
"769","2016-11-23",1.28
"770","2016-11-25",1.27
"771","2016-11-28",1.21
"772","2016-11-29",1.21
"773","2016-11-30",1.2
"774","2016-12-01",1.192
"775","2016-12-02",1.144
"776","2016-12-05",1.15
"777","2016-12-06",1.14
"778","2016-12-07",1.04
"779","2016-12-08",0.95
"780","2016-12-09",1.07
"781","2016-12-12",1.01
"782","2016-12-13",1.01
"783","2016-12-14",1.012
"784","2016-12-15",1.02
"785","2016-12-16",1.059
"786","2016-12-19",1.098
"787","2016-12-20",1.08
"788","2016-12-21",1.05
"789","2016-12-22",1.18
"790","2016-12-23",1.13
"791","2016-12-27",1.1
"792","2016-12-28",1.04
"793","2016-12-29",1.02
"794","2016-12-30",1
"795","2017-01-03",0.99
"796","2017-01-04",1
"797","2017-01-05",1
"798","2017-01-06",0.97
"799","2017-01-09",0.95
"800","2017-01-10",0.951
"801","2017-01-11",0.88
"802","2017-01-12",0.888
"803","2017-01-13",0.915
"804","2017-01-17",0.92
"805","2017-01-18",1
"806","2017-01-19",1.012
"807","2017-01-20",0.9
"808","2017-01-23",1.02
"809","2017-01-24",1.1
"810","2017-01-25",1.02
"811","2017-01-26",1.02
"812","2017-01-27",1.088
"813","2017-01-30",1.01
"814","2017-01-31",1.011
"815","2017-02-01",1.04
"816","2017-02-02",1
"817","2017-02-03",1.02
"818","2017-02-06",1
"819","2017-02-07",1.05
"820","2017-02-08",1.05
"821","2017-02-09",1.04
"822","2017-02-10",1.06
"823","2017-02-13",1.1
"824","2017-02-14",1.15
"825","2017-02-15",1.14
"826","2017-02-16",1.05
"827","2017-02-17",1.08
"828","2017-02-21",1.13
"829","2017-02-22",1.1
"830","2017-02-23",1.08
"831","2017-02-24",1.03
"832","2017-02-27",1.032
"833","2017-02-28",1.06
"834","2017-03-01",1.01
"835","2017-03-02",1.03
"836","2017-03-03",1.03
"837","2017-03-06",1
"838","2017-03-07",1.01
"839","2017-03-08",1.04
"840","2017-03-09",1.01
"841","2017-03-10",1.05
"842","2017-03-13",1.08
"843","2017-03-14",1.01
"844","2017-03-15",1.027
"845","2017-03-16",1.07
"846","2017-03-17",0.981
"847","2017-03-20",1.03
"848","2017-03-21",1
"849","2017-03-22",1.06
"850","2017-03-23",1.02
"851","2017-03-24",1.05
"852","2017-03-27",1.03
"853","2017-03-28",1.04
"854","2017-03-29",1.03
"855","2017-03-30",1.03
"856","2017-03-31",1.08
"857","2017-04-03",1.08
"858","2017-04-04",1.12
"859","2017-04-05",1.118
"860","2017-04-06",1.15
"861","2017-04-07",1.25
"862","2017-04-10",1.274
"863","2017-04-11",1.55
"864","2017-04-12",1.68
"865","2017-04-13",1.46
"866","2017-04-17",1.35
"867","2017-04-18",1.31
"868","2017-04-19",1.37
"869","2017-04-20",1.29
"870","2017-04-21",1.35
"871","2017-04-24",1.35
"872","2017-04-25",1.35
"873","2017-04-26",1.32
"874","2017-04-27",1.34
"875","2017-04-28",1.29
"876","2017-05-01",1.24
"877","2017-05-02",1.229
"878","2017-05-03",1.24
"879","2017-05-04",1.16
"880","2017-05-05",1.25
"881","2017-05-08",1.2
"882","2017-05-09",1.16
"883","2017-05-10",1.2
"884","2017-05-11",1.14
"885","2017-05-12",1.2
"886","2017-05-15",1.19
"887","2017-05-16",1.23
"888","2017-05-17",1.35
"889","2017-05-18",1.38
"890","2017-05-19",1.394
"891","2017-05-22",1.4
"892","2017-05-23",1.4
"893","2017-05-24",1.41
"894","2017-05-25",1.413
"895","2017-05-26",1.4
"896","2017-05-30",1.38
"897","2017-05-31",1.489
"898","2017-06-01",1.45
"899","2017-06-02",1.41
"900","2017-06-05",1.436
"901","2017-06-06",1.41
"902","2017-06-07",1.42
"903","2017-06-08",1.47
"904","2017-06-09",1.6
"905","2017-06-12",1.64
"906","2017-06-13",1.67
"907","2017-06-14",1.65
"908","2017-06-15",1.65
"909","2017-06-16",1.59
"910","2017-06-19",1.6
"911","2017-06-20",1.55
"912","2017-06-21",1.5
"913","2017-06-22",1.55
"914","2017-06-23",1.54
"915","2017-06-26",1.52
"916","2017-06-27",1.55
"917","2017-06-28",1.45
"918","2017-06-29",1.5
"919","2017-06-30",1.49
"920","2017-07-03",1.52
"921","2017-07-05",1.52
"922","2017-07-06",1.549
"923","2017-07-07",1.55
"924","2017-07-10",1.48
"925","2017-07-11",1.48
"926","2017-07-12",1.44
"927","2017-07-13",1.29
"928","2017-07-14",1.3
"929","2017-07-17",1.25
"930","2017-07-18",1.3
"931","2017-07-19",1.3
"932","2017-07-20",1.31
"933","2017-07-21",1.29
"934","2017-07-24",1.25
"935","2017-07-25",1.27
"936","2017-07-26",1.26
"937","2017-07-27",1.27
"938","2017-07-28",1.28
"939","2017-07-31",1.271
"940","2017-08-01",1.25
"941","2017-08-02",1.24
"942","2017-08-03",1.25
"943","2017-08-04",1.35
"944","2017-08-07",1.36
"945","2017-08-08",1.42
"946","2017-08-09",1.42
"947","2017-08-10",1.43
"948","2017-08-11",1.35
"949","2017-08-14",1.4
"950","2017-08-15",1.35
"951","2017-08-16",1.35
"952","2017-08-17",1.41
"953","2017-08-18",1.46
"954","2017-08-21",1.4
"955","2017-08-22",1.36
"956","2017-08-23",1.38
"957","2017-08-24",1.42
"958","2017-08-25",1.49
"959","2017-08-28",1.36
"960","2017-08-29",1.36
"961","2017-08-30",1.351
"962","2017-08-31",1.34
"963","2017-09-01",1.45
"964","2017-09-05",1.37
"965","2017-09-06",1.36
"966","2017-09-07",1.44
"967","2017-09-08",1.44
"968","2017-09-11",1.35
"969","2017-09-12",1.31
"970","2017-09-13",1.45
"971","2017-09-14",1.36
"972","2017-09-15",1.38
"973","2017-09-18",1.45
"974","2017-09-19",1.41
"975","2017-09-20",1.44
"976","2017-09-21",1.37
"977","2017-09-22",1.43
"978","2017-09-25",1.41
"979","2017-09-26",1.415
"980","2017-09-27",1.42
"981","2017-09-28",1.4
"982","2017-09-29",1.36
"983","2017-10-02",1.4
"984","2017-10-03",1.41
"985","2017-10-04",1.389
"986","2017-10-05",1.38
"987","2017-10-06",1.4
"988","2017-10-09",1.37
"989","2017-10-10",1.37
"990","2017-10-11",1.32
"991","2017-10-12",1.41
"992","2017-10-13",1.36
"993","2017-10-16",1.367
"994","2017-10-17",1.41
"995","2017-10-18",1.36
"996","2017-10-19",1.3
"997","2017-10-20",1.37
"998","2017-10-23",1.31
"999","2017-10-24",1.3
"1000","2017-10-25",1.3
"1001","2017-10-26",1.3
"1002","2017-10-27",1.3
"1003","2017-10-30",1.1
"1004","2017-10-31",1.21
"1005","2017-11-01",1.22
"1006","2017-11-02",1.16
"1007","2017-11-03",1.16
"1008","2017-11-06",1.21
"1009","2017-11-07",1.22
