"","date","GRC"
"1","2007-01-03",19.64032
"2","2007-01-04",19.66592
"3","2007-01-05",19.891199
"4","2007-01-08",20.787201
"5","2007-01-09",21.017599
"6","2007-01-10",20.351999
"7","2007-01-11",20.454399
"8","2007-01-12",20.469761
"9","2007-01-16",21.18656
"10","2007-01-17",21.002239
"11","2007-01-18",20.25984
"12","2007-01-19",20.730881
"13","2007-01-22",20.351999
"14","2007-01-23",20.4032
"15","2007-01-24",20.628481
"16","2007-01-25",20.15744
"17","2007-01-26",20.469761
"18","2007-01-29",20.2752
"19","2007-01-30",20.556801
"20","2007-01-31",20.684799
"21","2007-02-01",20.87936
"22","2007-02-02",21.0432
"23","2007-02-05",21.28384
"24","2007-02-06",21.34016
"25","2007-02-07",21.0432
"26","2007-02-08",20.582399
"27","2007-02-09",20.096001
"28","2007-02-12",20.008961
"29","2007-02-13",20.3008
"30","2007-02-14",20.23424
"31","2007-02-15",18.416639
"32","2007-02-16",16.5888
"33","2007-02-20",16.066561
"34","2007-02-21",16.11776
"35","2007-02-22",15.872
"36","2007-02-23",15.7952
"37","2007-02-26",15.67232
"38","2007-02-27",14.73024
"39","2007-02-28",14.75584
"40","2007-03-01",14.47424
"41","2007-03-02",14.47424
"42","2007-03-05",13.93152
"43","2007-03-06",13.8752
"44","2007-03-07",14.2848
"45","2007-03-08",13.9008
"46","2007-03-09",14.5152
"47","2007-03-12",14.592
"48","2007-03-13",13.94176
"49","2007-03-14",14.12608
"50","2007-03-15",14.6432
"51","2007-03-16",14.4128
"52","2007-03-19",14.49472
"53","2007-03-20",14.54592
"54","2007-03-21",15.19104
"55","2007-03-22",15.13472
"56","2007-03-23",14.8736
"57","2007-03-26",14.86848
"58","2007-03-27",14.47424
"59","2007-03-28",15.34976
"60","2007-03-29",16.5888
"61","2007-03-30",16.399361
"62","2007-04-02",16.45056
"63","2007-04-03",16.814079
"64","2007-04-04",16.573441
"65","2007-04-05",16.41984
"66","2007-04-09",16.051201
"67","2007-04-10",16.296961
"68","2007-04-11",16.128
"69","2007-04-12",16.655359
"70","2007-04-13",17.018881
"71","2007-04-16",17.2544
"72","2007-04-17",17.1008
"73","2007-04-18",16.62464
"74","2007-04-19",16.153601
