"","date","COLL"
"1","2015-05-07",12.29
"2","2015-05-08",12.95
"3","2015-05-11",12.7
"4","2015-05-12",12.99
"5","2015-05-13",13.25
"6","2015-05-14",14.9
"7","2015-05-15",15.62
"8","2015-05-18",15.6
"9","2015-05-19",15.98
"10","2015-05-20",16.68
"11","2015-05-21",16.65
"12","2015-05-22",17.82
"13","2015-05-26",17.389999
"14","2015-05-27",16.91
"15","2015-05-28",16.700001
"16","2015-05-29",17
"17","2015-06-01",16.799999
"18","2015-06-02",17.540001
"19","2015-06-03",18.33
"20","2015-06-04",18.99
"21","2015-06-05",19.08
"22","2015-06-08",18.82
"23","2015-06-09",19.209999
"24","2015-06-10",19.49
"25","2015-06-11",19.5
"26","2015-06-12",19.190001
"27","2015-06-15",19.389999
"28","2015-06-16",18.870001
"29","2015-06-17",19.41
"30","2015-06-18",19.370001
"31","2015-06-19",18.790001
"32","2015-06-22",19.139999
"33","2015-06-23",17.809999
"34","2015-06-24",18.799999
"35","2015-06-25",19.18
"36","2015-06-26",18.530001
"37","2015-06-29",17.610001
"38","2015-06-30",17.84
"39","2015-07-01",16.91
"40","2015-07-02",16.98
"41","2015-07-06",16.639999
"42","2015-07-07",17.77
"43","2015-07-08",18.120001
"44","2015-07-09",17.190001
"45","2015-07-10",18.67
"46","2015-07-13",18.889999
"47","2015-07-14",19.469999
"48","2015-07-15",19.299999
"49","2015-07-16",19.5
"50","2015-07-17",19.360001
"51","2015-07-20",19.35
"52","2015-07-21",18.73
"53","2015-07-22",19.200001
"54","2015-07-23",19.17
"55","2015-07-24",18.82
"56","2015-07-27",19.190001
"57","2015-07-28",19.120001
"58","2015-07-29",19
"59","2015-07-30",19.34
"60","2015-07-31",20.030001
"61","2015-08-03",19.35
"62","2015-08-04",19.18
"63","2015-08-05",19.58
"64","2015-08-06",18.969999
"65","2015-08-07",17.01
"66","2015-08-10",18.120001
"67","2015-08-11",17.219999
"68","2015-08-12",17.51
"69","2015-08-13",16.85
"70","2015-08-14",16.76
"71","2015-08-17",16.49
"72","2015-08-18",15.67
"73","2015-08-19",14.97
"74","2015-08-20",15.29
"75","2015-08-21",15.25
"76","2015-08-24",14.51
"77","2015-08-25",14.51
"78","2015-08-26",15.09
"79","2015-08-27",15.27
"80","2015-08-28",15.34
"81","2015-08-31",15.12
"82","2015-09-01",13.01
"83","2015-09-02",15.14
"84","2015-09-03",15.55
"85","2015-09-04",16.110001
"86","2015-09-08",14.82
"87","2015-09-09",13.53
"88","2015-09-10",13.45
"89","2015-09-11",13.45
"90","2015-09-14",18.76
"91","2015-09-15",19.030001
"92","2015-09-16",22.120001
"93","2015-09-17",23.75
"94","2015-09-18",23.98
"95","2015-09-21",23.02
"96","2015-09-22",21.41
"97","2015-09-23",21.639999
"98","2015-09-24",21.690001
"99","2015-09-25",21.280001
"100","2015-09-28",20.559999
"101","2015-09-29",19.32
"102","2015-09-30",22.110001
"103","2015-10-01",21.280001
"104","2015-10-02",21.91
"105","2015-10-05",21.75
"106","2015-10-06",20.059999
"107","2015-10-07",20.01
"108","2015-10-08",20.860001
"109","2015-10-09",20.67
"110","2015-10-12",20.09
"111","2015-10-13",19.040001
"112","2015-10-14",19.15
"113","2015-10-15",19.51
"114","2015-10-16",19.27
"115","2015-10-19",19.09
"116","2015-10-20",18.120001
"117","2015-10-21",17.450001
"118","2015-10-22",16.92
"119","2015-10-23",16.99
"120","2015-10-26",16.83
"121","2015-10-27",16
"122","2015-10-28",16.84
"123","2015-10-29",18.07
"124","2015-10-30",18.370001
"125","2015-11-02",20.450001
"126","2015-11-03",21.299999
"127","2015-11-04",22.190001
"128","2015-11-05",21.700001
"129","2015-11-06",22.09
"130","2015-11-09",21.629999
"131","2015-11-10",21.16
"132","2015-11-11",20.9
"133","2015-11-12",19.68
"134","2015-11-13",18.73
"135","2015-11-16",18.450001
"136","2015-11-17",18.040001
"137","2015-11-18",17.950001
"138","2015-11-19",17.43
"139","2015-11-20",18.120001
"140","2015-11-23",18.91
"141","2015-11-24",19.08
"142","2015-11-25",19.24
"143","2015-11-27",19
"144","2015-11-30",18.99
"145","2015-12-01",20.74
"146","2015-12-02",21.700001
"147","2015-12-03",22.59
"148","2015-12-04",22.85
"149","2015-12-07",22.08
"150","2015-12-08",22.950001
"151","2015-12-09",21.629999
"152","2015-12-10",21.889999
"153","2015-12-11",23.43
"154","2015-12-14",24.76
"155","2015-12-15",25.91
"156","2015-12-16",26.85
"157","2015-12-17",27.02
"158","2015-12-18",25.51
"159","2015-12-21",24.190001
"160","2015-12-22",23.559999
"161","2015-12-23",24.450001
"162","2015-12-24",25.01
"163","2015-12-28",26.209999
"164","2015-12-29",25.41
"165","2015-12-30",28.74
"166","2015-12-31",27.5
"167","2016-01-04",26.23
"168","2016-01-05",23.959999
"169","2016-01-06",23.73
"170","2016-01-07",21.129999
"171","2016-01-08",19.719999
"172","2016-01-11",18.5
"173","2016-01-12",17.93
"174","2016-01-13",15.11
"175","2016-01-14",16.26
"176","2016-01-15",15.57
"177","2016-01-19",14.9
"178","2016-01-20",16.15
"179","2016-01-21",16.4
"180","2016-01-22",17.059999
"181","2016-01-25",17.200001
"182","2016-01-26",17.01
"183","2016-01-27",16.35
"184","2016-01-28",16.18
"185","2016-01-29",17.030001
"186","2016-02-01",18.75
"187","2016-02-02",18.780001
"188","2016-02-03",19.52
"189","2016-02-04",19.27
"190","2016-02-05",18.75
"191","2016-02-08",16.290001
"192","2016-02-09",15.41
"193","2016-02-10",17.629999
"194","2016-02-11",18.950001
"195","2016-02-12",19.040001
"196","2016-02-16",19.25
"197","2016-02-17",21.16
"198","2016-02-18",20.67
"199","2016-02-19",21.17
"200","2016-02-22",20.889999
"201","2016-02-23",19.59
"202","2016-02-24",19.219999
"203","2016-02-25",19.219999
"204","2016-02-26",18.809999
"205","2016-02-29",17.440001
"206","2016-03-01",18.01
"207","2016-03-02",18.879999
"208","2016-03-03",18.200001
"209","2016-03-04",18.43
"210","2016-03-07",18.629999
"211","2016-03-08",17.65
"212","2016-03-09",17.74
"213","2016-03-10",17.709999
"214","2016-03-11",17.66
"215","2016-03-14",17.83
"216","2016-03-15",17.190001
"217","2016-03-16",16.83
"218","2016-03-17",15.39
"219","2016-03-18",15.83
"220","2016-03-21",16.290001
"221","2016-03-22",17.040001
"222","2016-03-23",16.92
"223","2016-03-24",17.129999
"224","2016-03-28",16.469999
"225","2016-03-29",17.610001
"226","2016-03-30",17.01
"227","2016-03-31",18.15
"228","2016-04-01",19.17
"229","2016-04-04",19.25
"230","2016-04-05",18.17
"231","2016-04-06",19.33
"232","2016-04-07",18.959999
"233","2016-04-08",18.74
"234","2016-04-11",18.74
"235","2016-04-12",18.549999
"236","2016-04-13",18.870001
"237","2016-04-14",18.799999
"238","2016-04-15",18.540001
"239","2016-04-18",18.959999
"240","2016-04-19",17.969999
"241","2016-04-20",17.92
"242","2016-04-21",18.43
"243","2016-04-22",18.83
"244","2016-04-25",18.84
"245","2016-04-26",18.43
"246","2016-04-27",18.09
"247","2016-04-28",18.700001
"248","2016-04-29",19.059999
"249","2016-05-02",19.1
"250","2016-05-03",18.65
"251","2016-05-04",17.049999
"252","2016-05-05",15.95
"253","2016-05-06",15.1
"254","2016-05-09",15.54
"255","2016-05-10",15.35
"256","2016-05-11",15.07
"257","2016-05-12",15.01
"258","2016-05-13",15.11
"259","2016-05-16",16.08
"260","2016-05-17",15.59
"261","2016-05-18",16.209999
"262","2016-05-19",15.53
"263","2016-05-20",16.99
"264","2016-05-23",16.459999
"265","2016-05-24",16.889999
"266","2016-05-25",16.67
"267","2016-05-26",16.65
"268","2016-05-27",16.6
"269","2016-05-31",16.719999
"270","2016-06-01",16.389999
"271","2016-06-02",16.469999
"272","2016-06-03",16.129999
"273","2016-06-06",17.299999
"274","2016-06-07",16.719999
"275","2016-06-08",16.6
"276","2016-06-09",16.49
"277","2016-06-10",16.17
"278","2016-06-13",15.33
"279","2016-06-14",15.36
"280","2016-06-15",14.91
"281","2016-06-16",15.27
"282","2016-06-17",14.27
"283","2016-06-20",14.2
"284","2016-06-21",13.2
"285","2016-06-22",13.29
"286","2016-06-23",13.7
"287","2016-06-24",12.93
"288","2016-06-27",11.67
"289","2016-06-28",12.22
"290","2016-06-29",12.02
"291","2016-06-30",11.85
"292","2016-07-01",12.6
"293","2016-07-05",12.45
"294","2016-07-06",12.49
"295","2016-07-07",12.5
"296","2016-07-08",12.74
"297","2016-07-11",12.63
"298","2016-07-12",12.88
"299","2016-07-13",12.51
"300","2016-07-14",12.61
"301","2016-07-15",12.75
"302","2016-07-18",12.8
"303","2016-07-19",12.12
"304","2016-07-20",12.13
"305","2016-07-21",12.2
"306","2016-07-22",12.23
"307","2016-07-25",11.92
"308","2016-07-26",11.93
"309","2016-07-27",12.7
"310","2016-07-28",12.19
"311","2016-07-29",12.13
"312","2016-08-01",11.86
"313","2016-08-02",11.53
"314","2016-08-03",12.4
"315","2016-08-04",11.99
"316","2016-08-05",12.04
"317","2016-08-08",12.04
"318","2016-08-09",12.25
"319","2016-08-10",11.74
"320","2016-08-11",10.65
"321","2016-08-12",10.57
"322","2016-08-15",11.06
"323","2016-08-16",11.06
"324","2016-08-17",10.76
"325","2016-08-18",11.31
"326","2016-08-19",11.28
"327","2016-08-22",11.33
"328","2016-08-23",11.41
"329","2016-08-24",10.53
"330","2016-08-25",10.22
"331","2016-08-26",9.89
"332","2016-08-29",9.61
"333","2016-08-30",8.99
"334","2016-08-31",8.33
"335","2016-09-01",8.83
"336","2016-09-02",8.98
"337","2016-09-06",9.43
"338","2016-09-07",9.78
"339","2016-09-08",10.15
"340","2016-09-09",9.33
"341","2016-09-12",8.94
"342","2016-09-13",9.31
"343","2016-09-14",9.95
"344","2016-09-15",11
"345","2016-09-16",10.86
"346","2016-09-19",10.53
"347","2016-09-20",11.82
"348","2016-09-21",12.82
"349","2016-09-22",15.3
"350","2016-09-23",15.48
"351","2016-09-26",15.82
"352","2016-09-27",16.389999
"353","2016-09-28",17.49
"354","2016-09-29",17.34
"355","2016-09-30",19.26
"356","2016-10-03",19.98
"357","2016-10-04",20.120001
"358","2016-10-05",19.049999
"359","2016-10-06",17.66
"360","2016-10-07",18.17
"361","2016-10-10",18.1
"362","2016-10-11",17.66
"363","2016-10-12",18.190001
"364","2016-10-13",18.17
"365","2016-10-14",17.73
"366","2016-10-17",17.450001
"367","2016-10-18",17.75
"368","2016-10-19",17.4
"369","2016-10-20",17.879999
"370","2016-10-21",18.299999
"371","2016-10-24",17.110001
"372","2016-10-25",16.870001
"373","2016-10-26",15.62
"374","2016-10-27",14.96
"375","2016-10-28",15.23
"376","2016-10-31",14.97
"377","2016-11-01",15.03
"378","2016-11-02",14.16
"379","2016-11-03",14.01
"380","2016-11-04",14.32
"381","2016-11-07",14.62
"382","2016-11-08",14.91
"383","2016-11-09",16.219999
"384","2016-11-10",16.84
"385","2016-11-11",17.5
"386","2016-11-14",16.65
"387","2016-11-15",16.52
"388","2016-11-16",16.190001
"389","2016-11-17",16.42
"390","2016-11-18",16.790001
"391","2016-11-21",16.98
"392","2016-11-22",16.6
"393","2016-11-23",17.040001
"394","2016-11-25",17.16
"395","2016-11-28",16.360001
"396","2016-11-29",16.309999
"397","2016-11-30",16.559999
"398","2016-12-01",16.610001
"399","2016-12-02",16.780001
"400","2016-12-05",16.35
"401","2016-12-06",16.690001
"402","2016-12-07",16.389999
"403","2016-12-08",15.89
"404","2016-12-09",16.209999
"405","2016-12-12",15.9
"406","2016-12-13",15.86
"407","2016-12-14",15.63
"408","2016-12-15",16.75
"409","2016-12-16",17.23
"410","2016-12-19",17.450001
"411","2016-12-20",17.1
"412","2016-12-21",16.01
"413","2016-12-22",15.56
"414","2016-12-23",16.35
"415","2016-12-27",15.74
"416","2016-12-28",15.44
"417","2016-12-29",15.95
"418","2016-12-30",15.57
"419","2017-01-03",15.68
"420","2017-01-04",16.639999
