"","date","RIOT"
"237","2017-03-08",3.12
"238","2017-03-09",3.25
"239","2017-03-10",3.44
"240","2017-03-13",3.53
"241","2017-03-14",3.45
"242","2017-03-15",3.56
"243","2017-03-16",3.56
"244","2017-03-17",3.34
"245","2017-03-20",3.31
"246","2017-03-21",3.2
"247","2017-03-22",3.49
"248","2017-03-23",3.33
"249","2017-03-24",3.37
"250","2017-03-27",3.48
"251","2017-03-28",3.51
"252","2017-03-29",4.013
"253","2017-03-30",3.95
"254","2017-03-31",4
"255","2017-04-03",3.87
"256","2017-04-04",3.91
"257","2017-04-05",3.81
"258","2017-04-06",4.14
"259","2017-04-07",4.02
"260","2017-04-10",4.18
"261","2017-04-11",4.13
"262","2017-04-12",4.13
"263","2017-04-13",4.02
"264","2017-04-17",4.15
"265","2017-04-18",3.93
"266","2017-04-19",3.99
"267","2017-04-20",3.86
"268","2017-04-21",3.81
"269","2017-04-24",3.85
"270","2017-04-25",3.76
"271","2017-04-26",3.76
"272","2017-04-27",3.72
"273","2017-04-28",3.65
"274","2017-05-01",3.66
"275","2017-05-02",3.76
"276","2017-05-03",3.75
"277","2017-05-04",3.71
"278","2017-05-05",3.76
"279","2017-05-08",3.74
"280","2017-05-09",3.79
"281","2017-05-10",3.65
"282","2017-05-11",3.54
"283","2017-05-12",3.62
"284","2017-05-15",3.7
"285","2017-05-16",3.5
"286","2017-05-17",3.42
"287","2017-05-18",3.63
"288","2017-05-19",3.63
"289","2017-05-22",3.65
"290","2017-05-23",3.59
"291","2017-05-24",3.52
"292","2017-05-25",3.63
"293","2017-05-26",3.62
"294","2017-05-30",3.705
"295","2017-05-31",3.89
"296","2017-06-01",3.8
"297","2017-06-02",3.91
"298","2017-06-05",3.95
"299","2017-06-06",3.93
"300","2017-06-07",3.95
"301","2017-06-08",4.01
"302","2017-06-09",4
"303","2017-06-12",3.98
"304","2017-06-13",4.02
"305","2017-06-14",3.93
"306","2017-06-15",4.03
"307","2017-06-16",3.59
"308","2017-06-19",4
"309","2017-06-20",4.01
"310","2017-06-21",3.901
"311","2017-06-22",3.94
"312","2017-06-23",3.94
"313","2017-06-26",4.009
"314","2017-06-27",4
"315","2017-06-28",3.99
"316","2017-06-29",3.99
"317","2017-06-30",4.08
"318","2017-07-03",3.87
"319","2017-07-05",3.92
"320","2017-07-06",3.9
"321","2017-07-07",3.96
"322","2017-07-10",3.84
"323","2017-07-11",3.75
"324","2017-07-12",3.65
"325","2017-07-13",3.83
"326","2017-07-14",3.91
"327","2017-07-17",4
"328","2017-07-18",4.02
"329","2017-07-19",4.02
"330","2017-07-20",3.95
"331","2017-07-21",3.86
"332","2017-07-24",3.91
"333","2017-07-25",3.81
"334","2017-07-26",3.7
"335","2017-07-27",3.62
"336","2017-07-28",3.77
"337","2017-07-31",3.74
"338","2017-08-01",3.71
"339","2017-08-02",3.69
"340","2017-08-03",3.74
"341","2017-08-04",3.83
"342","2017-08-07",3.979
"343","2017-08-08",3.86
"344","2017-08-09",3.72
"345","2017-08-10",3.77
"346","2017-08-11",3.68
"347","2017-08-14",3.72
"348","2017-08-15",3.68
"349","2017-08-16",3.65
"350","2017-08-17",3.7
"351","2017-08-18",3.62
"352","2017-08-21",3.51
"353","2017-08-22",3.55
"354","2017-08-23",3.51
"355","2017-08-24",3.6
"356","2017-08-25",3.48
"357","2017-08-28",3.55
"358","2017-08-29",3.62
"359","2017-08-30",3.61
"360","2017-08-31",3.96
"361","2017-09-01",3.85
"362","2017-09-05",3.92
"363","2017-09-06",3.96
"364","2017-09-07",3.9
"365","2017-09-08",3.97
"366","2017-09-11",3.8
"367","2017-09-12",3.97
"368","2017-09-13",4.13
"369","2017-09-14",4.08
"370","2017-09-15",4.25
"371","2017-09-18",4.3
"372","2017-09-19",4.6
"373","2017-09-20",4.4
"374","2017-09-21",4.29
"375","2017-09-22",4.27
"376","2017-09-25",4.11
"377","2017-09-26",4.3
"378","2017-09-27",4.5
"379","2017-09-28",4.98
"380","2017-09-29",5.16
"381","2017-10-02",6.445
"382","2017-10-03",8.09
"383","2017-10-04",8.18
"384","2017-10-05",7.3
"385","2017-10-06",7.4
"386","2017-10-09",8.74
"387","2017-10-10",8.75
"388","2017-10-11",9.24
"389","2017-10-12",8.2
"390","2017-10-13",7.9
"391","2017-10-16",7.55
"392","2017-10-17",8.13
"393","2017-10-18",7.67
"394","2017-10-19",7.789
"395","2017-10-20",8.49
"396","2017-10-23",8.75
"397","2017-10-24",7.9
"398","2017-10-25",7.2
"399","2017-10-26",7.26
"400","2017-10-27",6.91
"401","2017-10-30",7.05
"402","2017-10-31",6.8
"403","2017-11-01",6.95
"404","2017-11-02",6.96
"405","2017-11-03",6.75
"406","2017-11-06",7.64
"407","2017-11-07",8.3
"408","2017-11-08",7.78
"409","2017-11-09",7.5
"410","2017-11-10",7.16
"411","2017-11-13",7.25
"412","2017-11-14",7.02
"413","2017-11-15",7.93
"414","2017-11-16",8.12
"415","2017-11-17",8.13
"416","2017-11-20",10.35
"417","2017-11-21",11.26
"418","2017-11-22",15.99
"419","2017-11-24",23.6
"420","2017-11-27",15.6
"421","2017-11-28",15.25
"422","2017-11-29",13.18
"423","2017-11-30",13.5
"424","2017-12-01",15
"425","2017-12-04",15.07
"426","2017-12-05",14.14
"427","2017-12-06",13.702
"428","2017-12-07",14.6
"429","2017-12-08",15.86
"430","2017-12-11",23.08
"431","2017-12-12",28.200001
"432","2017-12-13",23.030001
"433","2017-12-14",24.98
"434","2017-12-15",28.5
"435","2017-12-18",36.470001
"436","2017-12-19",38.599998
"437","2017-12-20",36.119999
"438","2017-12-21",27.6
"439","2017-12-22",24.52
"440","2017-12-26",31.219999
"441","2017-12-27",29.799999
"442","2017-12-28",27.23
"443","2017-12-29",28.4
"444","2018-01-02",27.9
"445","2018-01-03",24.360001
"446","2018-01-04",24.27
"447","2018-01-05",24.43
"448","2018-01-08",23.42
"449","2018-01-09",24.02
"450","2018-01-10",22.940001
"451","2018-01-11",20.85
"452","2018-01-12",21.879999
"453","2018-01-16",18.280001
"454","2018-01-17",17.76
"455","2018-01-18",19.799999
"456","2018-01-19",19.91
"457","2018-01-22",19.48
"458","2018-01-23",19.6
"459","2018-01-24",19.24
"460","2018-01-25",17.91
"461","2018-01-26",17.129999
"462","2018-01-29",15.23
"463","2018-01-30",14.28
"464","2018-01-31",13.75
"465","2018-02-01",12.3
"466","2018-02-02",12.16
"467","2018-02-05",10.7
"468","2018-02-06",12.95
"469","2018-02-07",14.32
"470","2018-02-08",14.89
"471","2018-02-09",16.049999
"472","2018-02-12",17.540001
"473","2018-02-13",16.059999
"474","2018-02-14",16.59
"475","2018-02-15",17.200001
"476","2018-02-16",11.46
"477","2018-02-20",10.92
"478","2018-02-21",10.6
"479","2018-02-22",9.98
"480","2018-02-23",10.27
"481","2018-02-26",9.9
"482","2018-02-27",9.96
"483","2018-02-28",10.58
"484","2018-03-01",10.13
"485","2018-03-02",10.58
"486","2018-03-05",10.83
"487","2018-03-06",10.39
"488","2018-03-07",10.08
"489","2018-03-08",9.57
"490","2018-03-09",9.24
"491","2018-03-12",8.97
"492","2018-03-13",8.7
"493","2018-03-14",8.15
"494","2018-03-15",7.51
"495","2018-03-16",8.29
"496","2018-03-19",8.42
"497","2018-03-20",8.02
"498","2018-03-21",7.94
"499","2018-03-22",7.63
"500","2018-03-23",7.5
"501","2018-03-26",7.36
"502","2018-03-27",6.95
"503","2018-03-28",6.28
"504","2018-03-29",6.62
"505","2018-04-02",6.36
"506","2018-04-03",6.53
"507","2018-04-04",6.42
"508","2018-04-05",7.22
"509","2018-04-06",6.64
"510","2018-04-09",6.4
"511","2018-04-10",6.49
"512","2018-04-11",6.62
"513","2018-04-12",7.47
"514","2018-04-13",7.75
"515","2018-04-16",7.31
"516","2018-04-17",7.3
"517","2018-04-18",6.87
"518","2018-04-19",6.7
"519","2018-04-20",6.65
"520","2018-04-23",6.55
"521","2018-04-24",7.58
"522","2018-04-25",7.36
"523","2018-04-26",7.47
"524","2018-04-27",7.49
"525","2018-04-30",7.22
"526","2018-05-01",7.32
"527","2018-05-02",7.24
"528","2018-05-03",7.64
"529","2018-05-04",7.56
"530","2018-05-07",7.58
"531","2018-05-08",7.4
"532","2018-05-09",7.44
"533","2018-05-10",7.23
"534","2018-05-11",7.38
"535","2018-05-14",7.63
"536","2018-05-15",7.83
"537","2018-05-16",8.5
"538","2018-05-17",9.51
"539","2018-05-18",9
"540","2018-05-21",8.28
"541","2018-05-22",7.85
"542","2018-05-23",7.89
"543","2018-05-24",7.79
"544","2018-05-25",7.59
"545","2018-05-29",7.08
"546","2018-05-30",6.97
"547","2018-05-31",6.98
"548","2018-06-01",7.39
"549","2018-06-04",7.73
"550","2018-06-05",7.8
"551","2018-06-06",7.78
"552","2018-06-07",7.65
"553","2018-06-08",7.71
"554","2018-06-11",7.44
"555","2018-06-12",7.36
"556","2018-06-13",7.26
"557","2018-06-14",7.54
"558","2018-06-15",7.4
"559","2018-06-18",7.38
"560","2018-06-19",7.32
"561","2018-06-20",7.35
"562","2018-06-21",7.27
"563","2018-06-22",6.88
"564","2018-06-25",6.57
"565","2018-06-26",6.8
"566","2018-06-27",6.59
"567","2018-06-28",6.56
"568","2018-06-29",6.34
"569","2018-07-02",6.38
"570","2018-07-03",6.25
"571","2018-07-05",6.01
"572","2018-07-06",5.15
"573","2018-07-09",4.865
"574","2018-07-10",4.65
"575","2018-07-11",4.68
"576","2018-07-12",4.57
"577","2018-07-13",4.66
"578","2018-07-16",4.57
"579","2018-07-17",6.29
"580","2018-07-18",5.73
"581","2018-07-19",6.07
"582","2018-07-20",5.9
"583","2018-07-23",6.59
"584","2018-07-24",8.4
"585","2018-07-25",7.98
"586","2018-07-26",7.9
"587","2018-07-27",7.59
"588","2018-07-30",7.62
"589","2018-07-31",6.49
"590","2018-08-01",6.43
"591","2018-08-02",6.79
"592","2018-08-03",6.83
"593","2018-08-06",6.8
"594","2018-08-07",6.93
"595","2018-08-08",6.73
"596","2018-08-09",6.8
"597","2018-08-10",6.96
"598","2018-08-13",6.71
"599","2018-08-14",6.65
"600","2018-08-15",5.35
"601","2018-08-16",5.39
"602","2018-08-17",5.37
"603","2018-08-20",5.31
"604","2018-08-21",5.31
"605","2018-08-22",5.63
"606","2018-08-23",5.47
"607","2018-08-24",5.5
"608","2018-08-27",5.76
"609","2018-08-28",6.31
"610","2018-08-29",6.22
"611","2018-08-30",6.1
"612","2018-08-31",6.3
"613","2018-09-04",6.19
"614","2018-09-05",5.71
"615","2018-09-06",5.68
"616","2018-09-07",4.3
"617","2018-09-10",4.5
"618","2018-09-11",4.29
"619","2018-09-12",3.74
"620","2018-09-13",3.8
"621","2018-09-14",3.94
"622","2018-09-17",3.81
"623","2018-09-18",3.89
"624","2018-09-19",4.12
"625","2018-09-20",4.09
"626","2018-09-21",3.99
"627","2018-09-24",4.08
"628","2018-09-25",3.95
"629","2018-09-26",3.82
"630","2018-09-27",3.78
"631","2018-09-28",3.65
"632","2018-10-01",3.45
"633","2018-10-02",3.42
"634","2018-10-03",3.432
"635","2018-10-04",3.36
"636","2018-10-05",3.02
"637","2018-10-08",2.85
"638","2018-10-09",2.71
"639","2018-10-10",2.17
"640","2018-10-11",2.16
"641","2018-10-12",2.57
"642","2018-10-15",2.7
"643","2018-10-16",2.96
"644","2018-10-17",2.72
"645","2018-10-18",2.53
"646","2018-10-19",2.48
"647","2018-10-22",2.39
"648","2018-10-23",2.4
"649","2018-10-24",2.37
"650","2018-10-25",2.42
"651","2018-10-26",2.52
"652","2018-10-29",2.41
"653","2018-10-30",2.28
"654","2018-10-31",2.36
"655","2018-11-01",2.56
"656","2018-11-02",2.54
"657","2018-11-05",2.51
"658","2018-11-06",2.95
"659","2018-11-07",2.9
"660","2018-11-08",2.57
"661","2018-11-09",2.56
"662","2018-11-12",2.36
"663","2018-11-13",2.5
"664","2018-11-14",2.2
"665","2018-11-15",2.245
"666","2018-11-16",2.19
"667","2018-11-19",1.89
"668","2018-11-20",1.85
"669","2018-11-21",1.91
"670","2018-11-23",1.85
"671","2018-11-26",1.83
"672","2018-11-27",1.77
"673","2018-11-28",2.09
"674","2018-11-29",1.95
"675","2018-11-30",1.86
"676","2018-12-03",1.83
"677","2018-12-04",1.76
"678","2018-12-06",1.79
"679","2018-12-07",1.73
"680","2018-12-10",1.69
"681","2018-12-11",1.54
"682","2018-12-12",1.605
"683","2018-12-13",1.54
"684","2018-12-14",1.35
"685","2018-12-17",1.79
"686","2018-12-18",1.77
"687","2018-12-19",1.89
"688","2018-12-20",1.71
"689","2018-12-21",1.5
"690","2018-12-24",1.44
"691","2018-12-26",1.49
"692","2018-12-27",1.64
"693","2018-12-28",1.57
"694","2018-12-31",1.51
"695","2019-01-02",1.71
"696","2019-01-03",1.54
"697","2019-01-04",1.65
"698","2019-01-07",1.63
"699","2019-01-08",1.7
"700","2019-01-09",1.73
"701","2019-01-10",1.63
"702","2019-01-11",1.62
"703","2019-01-14",1.62
"704","2019-01-15",1.62
"705","2019-01-16",1.6
"706","2019-01-17",1.55
"707","2019-01-18",1.63
"708","2019-01-22",1.57
"709","2019-01-23",1.82
"710","2019-01-24",1.89
"711","2019-01-25",1.76
"712","2019-01-28",1.7
"713","2019-01-29",1.79
"714","2019-01-30",1.84
"715","2019-01-31",1.85
"716","2019-02-01",1.81
"717","2019-02-04",1.92
"718","2019-02-05",1.95
"719","2019-02-06",1.89
"720","2019-02-07",1.91
"721","2019-02-08",2.37
"722","2019-02-11",2.12
"723","2019-02-12",2.21
"724","2019-02-13",2.11
"725","2019-02-14",2.26
"726","2019-02-15",2.47
"727","2019-02-19",3.33
"728","2019-02-20",3.74
"729","2019-02-21",3.52
"730","2019-02-22",3.95
"731","2019-02-25",3.59
"732","2019-02-26",3.6
"733","2019-02-27",3.21
"734","2019-02-28",3.2
"735","2019-03-01",3.26
"736","2019-03-04",3
"737","2019-03-05",3.39
"738","2019-03-06",3.23
"739","2019-03-07",3.49
"740","2019-03-08",3.69
"741","2019-03-11",3.55
"742","2019-03-12",3.35
"743","2019-03-13",3.34
"744","2019-03-14",3.4
"745","2019-03-15",3.73
"746","2019-03-18",3.88
"747","2019-03-19",3.99
"748","2019-03-20",3.96
"749","2019-03-21",3.7
"750","2019-03-22",3.45
"751","2019-03-25",3.12
"752","2019-03-26",3.13
"753","2019-03-27",3.16
"754","2019-03-28",3.14
"755","2019-03-29",3.27
"756","2019-04-01",3.54
"757","2019-04-02",4.34
"758","2019-04-03",4.86
"759","2019-04-04",4.2
"760","2019-04-05",4.46
"761","2019-04-08",4.6
"762","2019-04-09",4.43
"763","2019-04-10",4.89
"764","2019-04-11",4.58
"765","2019-04-12",4.61
"766","2019-04-15",4.71
"767","2019-04-16",4.93
"768","2019-04-17",4.9
"769","2019-04-18",5.4
"770","2019-04-22",5.52
"771","2019-04-23",6.02
"772","2019-04-24",5.8
"773","2019-04-25",5.89
"774","2019-04-26",5.23
"775","2019-04-29",5.18
"776","2019-04-30",5.27
"777","2019-05-01",4.71
"778","2019-05-02",4.44
"779","2019-05-03",4.67
"780","2019-05-06",4.61
"781","2019-05-07",4.19
"782","2019-05-08",4.09
"783","2019-05-09",3.63
"784","2019-05-10",4.04
"785","2019-05-13",4.45
"786","2019-05-14",4.23
"787","2019-05-15",4.51
"788","2019-05-16",4.31
"789","2019-05-17",4.07
"790","2019-05-20",4.16
"791","2019-05-21",4.1
"792","2019-05-22",4.05
"793","2019-05-23",3.79
"794","2019-05-24",3.86
"795","2019-05-28",3.49
"796","2019-05-29",3.45
"797","2019-05-30",3.17
"798","2019-05-31",3.24
"799","2019-06-03",3.16
"800","2019-06-04",3.16
"801","2019-06-05",2.91
"802","2019-06-06",2.53
"803","2019-06-07",2.7
"804","2019-06-10",2.51
"805","2019-06-11",2.44
"806","2019-06-12",2.5
"807","2019-06-13",2.59
"808","2019-06-14",2.73
"809","2019-06-17",2.81
"810","2019-06-18",2.69
"811","2019-06-19",2.62
"812","2019-06-20",2.6
"813","2019-06-21",2.75
"814","2019-06-24",3.04
"815","2019-06-25",3.3
"816","2019-06-26",3.79
"817","2019-06-27",3.07
"818","2019-06-28",3.14
"819","2019-07-01",2.71
"820","2019-07-02",2.79
"821","2019-07-03",2.78
"822","2019-07-05",2.8
"823","2019-07-08",2.78
"824","2019-07-09",2.63
"825","2019-07-10",2.55
"826","2019-07-11",2.35
"827","2019-07-12",2.26
"828","2019-07-15",2.2
"829","2019-07-16",2.08
"830","2019-07-17",2
"831","2019-07-18",2.05
"832","2019-07-19",1.98
"833","2019-07-22",1.95
"834","2019-07-23",2.02
"835","2019-07-24",1.97
"836","2019-07-25",2.01
"837","2019-07-26",1.97
"838","2019-07-29",1.94
"839","2019-07-30",1.91
"840","2019-07-31",2.2
"841","2019-08-01",2.13
"842","2019-08-02",2.21
"843","2019-08-05",2.24
"844","2019-08-06",2.08
"845","2019-08-07",2.12
"846","2019-08-08",2.07
"847","2019-08-09",2.18
"848","2019-08-12",2.08
"849","2019-08-13",1.98
"850","2019-08-14",1.82
"851","2019-08-15",1.81
"852","2019-08-16",1.85
"853","2019-08-19",1.88
"854","2019-08-20",1.91
"855","2019-08-21",1.89
"856","2019-08-22",1.94
"857","2019-08-23",1.97
"858","2019-08-26",1.92
"859","2019-08-27",1.9
"860","2019-08-28",1.9
"861","2019-08-29",1.88
"862","2019-08-30",1.84
"863","2019-09-03",1.92
"864","2019-09-04",2.1
"865","2019-09-05",2.07
"866","2019-09-06",2.04
"867","2019-09-09",2.03
"868","2019-09-10",2
"869","2019-09-11",2.01
"870","2019-09-12",2.05
"871","2019-09-13",2.12
"872","2019-09-16",2.12
"873","2019-09-17",2.19
"874","2019-09-18",2.09
"875","2019-09-19",1.99
"876","2019-09-20",2.06
"877","2019-09-23",2.01
"878","2019-09-24",1.91
"879","2019-09-25",1.885
"880","2019-09-26",1.85
"881","2019-09-27",1.72
"882","2019-09-30",1.78
"883","2019-10-01",1.73
"884","2019-10-02",1.68
"885","2019-10-03",1.64
"886","2019-10-04",1.68
"887","2019-10-07",1.72
"888","2019-10-08",1.69
"889","2019-10-09",1.81
"890","2019-10-10",1.78
"891","2019-10-11",1.8
"892","2019-10-14",1.79
"893","2019-10-15",1.78
"894","2019-10-16",1.7
"895","2019-10-17",1.72
"896","2019-10-18",1.71
"897","2019-10-21",1.7
"898","2019-10-22",1.66
"899","2019-10-23",1.57
"900","2019-10-24",1.57
"901","2019-10-25",1.68
"902","2019-10-28",1.7
"903","2019-10-29",1.61
"904","2019-10-30",1.59
"905","2019-10-31",1.56
"906","2019-11-01",1.57
"907","2019-11-04",1.66
"908","2019-11-05",1.6
"909","2019-11-06",1.57
"910","2019-11-07",1.5
"911","2019-11-08",1.52
"912","2019-11-11",1.53
"913","2019-11-12",1.52
"914","2019-11-13",1.51
"915","2019-11-14",1.59
"916","2019-11-15",1.51
"917","2019-11-18",1.46
"918","2019-11-19",1.44
"919","2019-11-20",1.43
"920","2019-11-21",1.42
"921","2019-11-22",1.49
"922","2019-11-25",1.35
"923","2019-11-26",1.33
"924","2019-11-27",1.35
"925","2019-11-29",1.39
"926","2019-12-02",1.3
"927","2019-12-03",1.32
"928","2019-12-04",1.29
"929","2019-12-05",1.32
"930","2019-12-06",1.32
"931","2019-12-09",1.29
"932","2019-12-10",1.3
"933","2019-12-11",1.32
"934","2019-12-12",1.32
"935","2019-12-13",1.34
"936","2019-12-16",1.33
"937","2019-12-17",1.3
"938","2019-12-18",1.33
"939","2019-12-19",1.32
"940","2019-12-20",1.33
"941","2019-12-23",1.33
"942","2019-12-24",1.31
"943","2019-12-26",1.3
"944","2019-12-27",1.22
"945","2019-12-30",1.14
"946","2019-12-31",1.12
"947","2020-01-02",1.22
"948","2020-01-03",1.18
"949","2020-01-06",1.3
"950","2020-01-07",1.49
"951","2020-01-08",1.37
"952","2020-01-09",1.33
"953","2020-01-10",1.41
"954","2020-01-13",1.36
"955","2020-01-14",1.42
"956","2020-01-15",1.4
"957","2020-01-16",1.43
"958","2020-01-17",1.46
"959","2020-01-21",1.4
"960","2020-01-22",1.34
"961","2020-01-23",1.26
"962","2020-01-24",1.26
"963","2020-01-27",1.24
"964","2020-01-28",1.31
"965","2020-01-29",1.31
"966","2020-01-30",1.43
"967","2020-01-31",1.35
"968","2020-02-03",1.36
"969","2020-02-04",1.38
"970","2020-02-05",1.48
"971","2020-02-06",1.43
"972","2020-02-07",1.43
"973","2020-02-10",1.48
"974","2020-02-11",1.68
"975","2020-02-12",1.6
"976","2020-02-13",1.61
"977","2020-02-14",1.64
"978","2020-02-18",1.5
"979","2020-02-19",1.5
"980","2020-02-20",1.42
"981","2020-02-21",1.41
"982","2020-02-24",1.33
"983","2020-02-25",1.26
"984","2020-02-26",1.245
"985","2020-02-27",1.23
"986","2020-02-28",1.14
"987","2020-03-02",1.18
"988","2020-03-03",1.14
"989","2020-03-04",1.165
"990","2020-03-05",1.28
"991","2020-03-06",1.27
"992","2020-03-09",1.08
"993","2020-03-10",1.07
"994","2020-03-11",1.01
"995","2020-03-12",0.728
"996","2020-03-13",0.72
"997","2020-03-16",0.658
"998","2020-03-17",0.748
"999","2020-03-18",0.65
