"","date","ZTO"
"257","2017-11-02",16.709999
"258","2017-11-03",16.58
"259","2017-11-06",17.190001
"260","2017-11-07",17.110001
"261","2017-11-08",17.389999
"262","2017-11-09",17.469999
"263","2017-11-10",17.610001
"264","2017-11-13",16.92
"265","2017-11-14",16.559999
"266","2017-11-15",16.73
"267","2017-11-16",16.860001
"268","2017-11-17",16.83
"269","2017-11-20",17
"270","2017-11-21",17.040001
"271","2017-11-22",17.01
"272","2017-11-24",16.469999
"273","2017-11-27",16.200001
"274","2017-11-28",16
"275","2017-11-29",15.91
"276","2017-11-30",16.059999
"277","2017-12-01",16
"278","2017-12-04",15.83
"279","2017-12-05",15.61
"280","2017-12-06",15.77
"281","2017-12-07",16.02
"282","2017-12-08",15.28
"283","2017-12-11",15.52
"284","2017-12-12",14.91
"285","2017-12-13",14.98
"286","2017-12-14",15.1
"287","2017-12-15",14.95
"288","2017-12-18",14.7
"289","2017-12-19",14.99
"290","2017-12-20",15.65
"291","2017-12-21",15.88
"292","2017-12-22",15.92
"293","2017-12-26",15.93
"294","2017-12-27",15.92
"295","2017-12-28",15.91
"296","2017-12-29",15.85
"297","2018-01-02",16.42
"298","2018-01-03",16.309999
"299","2018-01-04",16.120001
"300","2018-01-05",16.049999
"301","2018-01-08",15.7
"302","2018-01-09",15.74
"303","2018-01-10",15.36
"304","2018-01-11",15.88
"305","2018-01-12",15.76
"306","2018-01-16",15.94
"307","2018-01-17",16.68
"308","2018-01-18",16.5
"309","2018-01-19",16.49
"310","2018-01-22",16.209999
"311","2018-01-23",16.49
"312","2018-01-24",16.74
"313","2018-01-25",16.1
"314","2018-01-26",15.84
"315","2018-01-29",15.92
"316","2018-01-30",15.83
"317","2018-01-31",15.81
"318","2018-02-01",16.040001
"319","2018-02-02",15.56
"320","2018-02-05",15.06
"321","2018-02-06",15.24
"322","2018-02-07",15.16
"323","2018-02-08",14.86
"324","2018-02-09",14.94
"325","2018-02-12",14.98
"326","2018-02-13",15.35
"327","2018-02-14",15.57
"328","2018-02-15",15.53
"329","2018-02-16",15.5
"330","2018-02-20",15.37
"331","2018-02-21",15.24
"332","2018-02-22",15.41
"333","2018-02-23",15.56
"334","2018-02-26",15.65
"335","2018-02-27",15.36
"336","2018-02-28",15.87
"337","2018-03-01",16.309999
"338","2018-03-02",15.93
"339","2018-03-05",15.96
"340","2018-03-06",16.92
"341","2018-03-07",16.99
"342","2018-03-08",17.389999
"343","2018-03-09",15.72
"344","2018-03-12",15.2
"345","2018-03-13",15.28
"346","2018-03-14",15.23
"347","2018-03-15",15.33
"348","2018-03-16",15.44
"349","2018-03-19",15.5
"350","2018-03-20",15.42
"351","2018-03-21",15.22
"352","2018-03-22",14.98
"353","2018-03-23",14.76
"354","2018-03-26",15.03
"355","2018-03-27",14.71
"356","2018-03-28",14.64
"357","2018-03-29",14.99
"358","2018-04-02",14.71
"359","2018-04-03",14.88
"360","2018-04-04",14.78
"361","2018-04-05",15.15
"362","2018-04-06",14.9
"363","2018-04-09",14.96
"364","2018-04-10",15.08
"365","2018-04-11",15.52
"366","2018-04-12",15.65
"367","2018-04-13",15.92
"368","2018-04-16",15.81
"369","2018-04-17",16.08
"370","2018-04-18",16.26
"371","2018-04-19",16.26
"372","2018-04-20",16.48
"373","2018-04-23",16.68
"374","2018-04-24",16.379999
"375","2018-04-25",16.01
"376","2018-04-26",16.16
"377","2018-04-27",16.34
"378","2018-04-30",16.5
"379","2018-05-01",16.610001
"380","2018-05-02",16.459999
"381","2018-05-03",16.68
"382","2018-05-04",16.700001
"383","2018-05-07",16.719999
"384","2018-05-08",17.059999
"385","2018-05-09",16.799999
"386","2018-05-10",16.9
"387","2018-05-11",16.950001
"388","2018-05-14",17.190001
"389","2018-05-15",17.32
"390","2018-05-16",17.4
"391","2018-05-17",17.459999
"392","2018-05-18",17.6
"393","2018-05-21",17.790001
"394","2018-05-22",17.889999
"395","2018-05-23",17.9
"396","2018-05-24",18.42
"397","2018-05-25",19.299999
"398","2018-05-29",20.82
"399","2018-05-30",20.530001
"400","2018-05-31",20.59
"401","2018-06-01",20.709999
"402","2018-06-04",20.620001
"403","2018-06-05",20.48
"404","2018-06-06",21.33
"405","2018-06-07",20.709999
"406","2018-06-08",21.040001
"407","2018-06-11",21.389999
"408","2018-06-12",21.49
"409","2018-06-13",21.49
"410","2018-06-14",21.4
"411","2018-06-15",21.15
"412","2018-06-18",21.299999
"413","2018-06-19",20.299999
"414","2018-06-20",20.35
"415","2018-06-21",19.620001
"416","2018-06-22",19.360001
"417","2018-06-25",19.24
"418","2018-06-26",19.99
"419","2018-06-27",19.799999
"420","2018-06-28",19.870001
"421","2018-06-29",20
"422","2018-07-02",20.42
"423","2018-07-03",20.219999
"424","2018-07-05",19.450001
"425","2018-07-06",19.66
"426","2018-07-09",20.110001
"427","2018-07-10",20.459999
"428","2018-07-11",20.059999
"429","2018-07-12",21.07
"430","2018-07-13",20.610001
"431","2018-07-16",22.43
"432","2018-07-17",22.01
"433","2018-07-18",21.969999
"434","2018-07-19",21
"435","2018-07-20",21.27
"436","2018-07-23",21.129999
"437","2018-07-24",20.940001
"438","2018-07-25",21.030001
"439","2018-07-26",20.67
"440","2018-07-27",20.09
"441","2018-07-30",19.16
"442","2018-07-31",19.83
"443","2018-08-01",19.82
"444","2018-08-02",19.639999
"445","2018-08-03",19.389999
"446","2018-08-06",18.959999
"447","2018-08-07",19.459999
"448","2018-08-08",19.65
"449","2018-08-09",20.92
"450","2018-08-10",21.129999
"451","2018-08-13",21.07
"452","2018-08-14",19.35
"453","2018-08-15",18.540001
"454","2018-08-16",19.209999
"455","2018-08-17",19.33
"456","2018-08-20",19.91
"457","2018-08-21",19.98
"458","2018-08-22",19.15
"459","2018-08-23",19.25
"460","2018-08-24",19.52
"461","2018-08-27",19.9
"462","2018-08-28",19.51
"463","2018-08-29",18.959999
"464","2018-08-30",18.1
"465","2018-08-31",18.459999
"466","2018-09-04",17.73
"467","2018-09-05",17.200001
"468","2018-09-06",17.459999
"469","2018-09-07",17.690001
"470","2018-09-10",17.5
"471","2018-09-11",17.41
"472","2018-09-12",17.32
"473","2018-09-13",17.91
"474","2018-09-14",17.76
"475","2018-09-17",17.139999
"476","2018-09-18",17.18
"477","2018-09-19",17.99
"478","2018-09-20",17.969999
"479","2018-09-21",17.969999
"480","2018-09-24",16.969999
"481","2018-09-25",16.959999
"482","2018-09-26",17.200001
"483","2018-09-27",16.75
"484","2018-09-28",16.57
"485","2018-10-01",16.5
"486","2018-10-02",16.209999
"487","2018-10-03",16.16
"488","2018-10-04",15.91
"489","2018-10-05",15.61
"490","2018-10-08",15.35
"491","2018-10-09",15.24
"492","2018-10-10",14.95
"493","2018-10-11",15.64
"494","2018-10-12",16.24
"495","2018-10-15",16.25
"496","2018-10-16",16.65
"497","2018-10-17",15.95
"498","2018-10-18",15.38
"499","2018-10-19",15.48
"500","2018-10-22",15.85
"501","2018-10-23",15.33
"502","2018-10-24",15.15
"503","2018-10-25",15.56
"504","2018-10-26",15.48
"505","2018-10-29",15.27
"506","2018-10-30",15.42
"507","2018-10-31",16.219999
"508","2018-11-01",16.799999
"509","2018-11-02",16.67
"510","2018-11-05",16.25
"511","2018-11-06",16.49
"512","2018-11-07",16.68
"513","2018-11-08",16.83
"514","2018-11-09",15.97
"515","2018-11-12",15.67
"516","2018-11-13",15.82
"517","2018-11-14",16.08
"518","2018-11-15",16.879999
"519","2018-11-16",16.969999
"520","2018-11-19",16.129999
"521","2018-11-20",16.09
"522","2018-11-21",16.290001
"523","2018-11-23",16.48
"524","2018-11-26",16.6
"525","2018-11-27",16.6
"526","2018-11-28",17.1
"527","2018-11-29",16.93
"528","2018-11-30",17.16
"529","2018-12-03",17.290001
"530","2018-12-04",16.75
"531","2018-12-06",16.059999
"532","2018-12-07",15.83
"533","2018-12-10",15.73
"534","2018-12-11",15.95
"535","2018-12-12",16.450001
"536","2018-12-13",16.48
"537","2018-12-14",16.440001
"538","2018-12-17",16.139999
"539","2018-12-18",16.030001
"540","2018-12-19",15.5
"541","2018-12-20",15.47
"542","2018-12-21",15.93
"543","2018-12-24",15.99
"544","2018-12-26",16.43
"545","2018-12-27",16
"546","2018-12-28",16
"547","2018-12-31",15.83
"548","2019-01-02",16.07
"549","2019-01-03",15.33
"550","2019-01-04",16.16
"551","2019-01-07",16.629999
"552","2019-01-08",16.540001
"553","2019-01-09",17.110001
"554","2019-01-10",17.280001
"555","2019-01-11",17.360001
"556","2019-01-14",17.290001
"557","2019-01-15",17.6
"558","2019-01-16",17.690001
"559","2019-01-17",17.91
"560","2019-01-18",17.99
"561","2019-01-22",17.139999
"562","2019-01-23",17.049999
"563","2019-01-24",17.290001
"564","2019-01-25",17.43
"565","2019-01-28",17.25
"566","2019-01-29",17.190001
"567","2019-01-30",17.27
"568","2019-01-31",17.120001
"569","2019-02-01",17.370001
"570","2019-02-04",17.450001
"571","2019-02-05",17.610001
"572","2019-02-06",17.84
"573","2019-02-07",17.790001
"574","2019-02-08",17.91
"575","2019-02-11",18.15
"576","2019-02-12",18.799999
"577","2019-02-13",19.25
"578","2019-02-14",19.18
"579","2019-02-15",18.809999
"580","2019-02-19",19.25
"581","2019-02-20",19.23
"582","2019-02-21",19.450001
"583","2019-02-22",19.610001
"584","2019-02-25",19.700001
"585","2019-02-26",19.49
"586","2019-02-27",19.540001
"587","2019-02-28",19.879999
"588","2019-03-01",19.59
"589","2019-03-04",21.15
"590","2019-03-05",20.940001
"591","2019-03-06",20.860001
"592","2019-03-07",20.459999
"593","2019-03-08",20.17
"594","2019-03-11",20.129999
"595","2019-03-12",20.01
"596","2019-03-13",19.290001
"597","2019-03-14",19.120001
"598","2019-03-15",19.059999
"599","2019-03-18",18.879999
"600","2019-03-19",18.639999
"601","2019-03-20",18.33
"602","2019-03-21",18.26
"603","2019-03-22",17.690001
"604","2019-03-25",17.84
"605","2019-03-26",17.9
"606","2019-03-27",17.83
"607","2019-03-28",17.98
"608","2019-03-29",18.280001
"609","2019-04-01",18.450001
"610","2019-04-02",18.25
"611","2019-04-03",18.370001
"612","2019-04-04",18.469999
"613","2019-04-05",18.9
"614","2019-04-08",18.940001
"615","2019-04-09",18.969999
"616","2019-04-10",19.110001
"617","2019-04-11",19.219999
"618","2019-04-12",19.52
"619","2019-04-15",19.309999
"620","2019-04-16",19.32
"621","2019-04-17",19.52
"622","2019-04-18",19.6
"623","2019-04-22",19.309999
"624","2019-04-23",19.799999
"625","2019-04-24",20
"626","2019-04-25",19.67
"627","2019-04-26",19.969999
"628","2019-04-29",19.92
"629","2019-04-30",19.93
"630","2019-05-01",19.790001
"631","2019-05-02",19.98
"632","2019-05-03",19.98
"633","2019-05-06",19.200001
"634","2019-05-07",18.799999
"635","2019-05-08",19.08
"636","2019-05-09",18.98
"637","2019-05-10",19.01
"638","2019-05-13",18.26
"639","2019-05-14",18.49
"640","2019-05-15",18.82
"641","2019-05-16",19.540001
"642","2019-05-17",17.93
"643","2019-05-20",18.02
"644","2019-05-21",18.309999
"645","2019-05-22",18.02
"646","2019-05-23",18.049999
"647","2019-05-24",17.950001
"648","2019-05-28",18.35
"649","2019-05-29",18.040001
"650","2019-05-30",18.049999
"651","2019-05-31",18.040001
"652","2019-06-03",18.040001
"653","2019-06-04",17.950001
"654","2019-06-05",17.4
"655","2019-06-06",17.27
"656","2019-06-07",17.559999
"657","2019-06-10",17.940001
"658","2019-06-11",18.25
"659","2019-06-12",18.309999
"660","2019-06-13",18.530001
"661","2019-06-14",18.610001
"662","2019-06-17",18.610001
"663","2019-06-18",18.83
"664","2019-06-19",18.969999
"665","2019-06-20",19.17
"666","2019-06-21",19.030001
"667","2019-06-24",19.040001
"668","2019-06-25",18.950001
"669","2019-06-26",18.950001
"670","2019-06-27",19.200001
"671","2019-06-28",19.120001
"672","2019-07-01",19.700001
"673","2019-07-02",19.57
"674","2019-07-03",19.68
"675","2019-07-05",19.870001
"676","2019-07-08",19.940001
"677","2019-07-09",19.76
"678","2019-07-10",19.719999
"679","2019-07-11",19.799999
"680","2019-07-12",19.82
"681","2019-07-15",19.860001
"682","2019-07-16",19.790001
"683","2019-07-17",19.559999
"684","2019-07-18",19.51
"685","2019-07-19",19.66
"686","2019-07-22",19.700001
"687","2019-07-23",19.639999
"688","2019-07-24",19.84
"689","2019-07-25",19.709999
"690","2019-07-26",19.700001
"691","2019-07-29",19.940001
"692","2019-07-30",19.98
"693","2019-07-31",19.65
"694","2019-08-01",19.309999
"695","2019-08-02",19.1
"696","2019-08-05",18.24
"697","2019-08-06",18.540001
"698","2019-08-07",18.719999
"699","2019-08-08",19.02
"700","2019-08-09",19.059999
"701","2019-08-12",18.940001
"702","2019-08-13",19.030001
"703","2019-08-14",19.02
"704","2019-08-15",19.1
"705","2019-08-16",19.379999
"706","2019-08-19",20.190001
"707","2019-08-20",19.780001
"708","2019-08-21",20.1
"709","2019-08-22",19.98
"710","2019-08-23",19.540001
"711","2019-08-26",20.34
"712","2019-08-27",20.379999
"713","2019-08-28",20.41
"714","2019-08-29",20.440001
"715","2019-08-30",20.51
"716","2019-09-03",20.68
"717","2019-09-04",20.889999
"718","2019-09-05",21.02
"719","2019-09-06",21.16
"720","2019-09-09",20.83
"721","2019-09-10",20.98
"722","2019-09-11",21.1
"723","2019-09-12",21.68
"724","2019-09-13",21.25
"725","2019-09-16",20.92
"726","2019-09-17",20.91
"727","2019-09-18",22.08
"728","2019-09-19",22.17
"729","2019-09-20",21.76
"730","2019-09-23",21.030001
"731","2019-09-24",21.049999
"732","2019-09-25",20.9
"733","2019-09-26",20.860001
"734","2019-09-27",20.58
"735","2019-09-30",21.33
"736","2019-10-01",21.030001
"737","2019-10-02",21
"738","2019-10-03",20.950001
"739","2019-10-04",20.719999
"740","2019-10-07",20.549999
"741","2019-10-08",20.01
"742","2019-10-09",19.99
"743","2019-10-10",20.209999
"744","2019-10-11",20.68
"745","2019-10-14",20.48
"746","2019-10-15",20.700001
"747","2019-10-16",20.82
"748","2019-10-17",20.83
"749","2019-10-18",20.84
"750","2019-10-21",21.41
"751","2019-10-22",21.450001
"752","2019-10-23",21.610001
"753","2019-10-24",21.959999
"754","2019-10-25",22.129999
"755","2019-10-28",22.23
"756","2019-10-29",21.84
"757","2019-10-30",21.99
"758","2019-10-31",22
"759","2019-11-01",21.74
"760","2019-11-04",22.459999
"761","2019-11-05",22.200001
"762","2019-11-06",22.17
"763","2019-11-07",22.51
"764","2019-11-08",22.450001
"765","2019-11-11",22.41
"766","2019-11-12",22.5
"767","2019-11-13",22.209999
"768","2019-11-14",22.15
"769","2019-11-15",22.370001
"770","2019-11-18",22.43
"771","2019-11-19",21.030001
"772","2019-11-20",20.57
"773","2019-11-21",20.9
"774","2019-11-22",20.74
"775","2019-11-25",20.98
"776","2019-11-26",21.25
"777","2019-11-27",21.52
"778","2019-11-29",21.280001
"779","2019-12-02",20.91
"780","2019-12-03",20.75
"781","2019-12-04",20.700001
"782","2019-12-05",20.809999
"783","2019-12-06",20.92
"784","2019-12-09",20.84
"785","2019-12-10",20.889999
"786","2019-12-11",21.1
"787","2019-12-12",21
"788","2019-12-13",21.57
"789","2019-12-16",22.120001
"790","2019-12-17",22.469999
"791","2019-12-18",22.68
"792","2019-12-19",22.73
"793","2019-12-20",22.91
"794","2019-12-23",23.08
"795","2019-12-24",22.99
"796","2019-12-26",23.200001
"797","2019-12-27",23.52
"798","2019-12-30",23.309999
"799","2019-12-31",23.35
"800","2020-01-02",23.719999
"801","2020-01-03",23.299999
"802","2020-01-06",23.360001
"803","2020-01-07",23
"804","2020-01-08",23.299999
"805","2020-01-09",23.209999
"806","2020-01-10",23
"807","2020-01-13",23.6
"808","2020-01-14",23.700001
"809","2020-01-15",23.58
"810","2020-01-16",23.65
"811","2020-01-17",24.18
"812","2020-01-21",23.91
"813","2020-01-22",23.6
"814","2020-01-23",23.110001
"815","2020-01-24",22.610001
"816","2020-01-27",22.209999
"817","2020-01-28",22.27
"818","2020-01-29",22.42
"819","2020-01-30",22
"820","2020-01-31",21.719999
"821","2020-02-03",22.18
"822","2020-02-04",23.23
"823","2020-02-05",22.799999
"824","2020-02-06",23.639999
"825","2020-02-07",23.76
"826","2020-02-10",23.5
"827","2020-02-11",23.93
"828","2020-02-12",24.65
"829","2020-02-13",24.360001
"830","2020-02-14",24.02
"831","2020-02-18",24.4
"832","2020-02-19",24.799999
"833","2020-02-20",25.17
"834","2020-02-21",24.719999
"835","2020-02-24",24.1
"836","2020-02-25",23.790001
"837","2020-02-26",23.76
"838","2020-02-27",23.33
"839","2020-02-28",23.459999
"840","2020-03-02",24.709999
"841","2020-03-03",24.51
"842","2020-03-04",25.98
"843","2020-03-05",26.389999
"844","2020-03-06",26.6
"845","2020-03-09",27.049999
"846","2020-03-10",27.700001
"847","2020-03-11",27.5
"848","2020-03-12",25.889999
"849","2020-03-13",25.6
"850","2020-03-16",25.120001
"851","2020-03-17",26
"852","2020-03-18",25.200001
"853","2020-03-19",24.469999
"854","2020-03-20",24.690001
"855","2020-03-23",23.620001
"856","2020-03-24",24.52
"857","2020-03-25",24.629999
"858","2020-03-26",25.82
"859","2020-03-27",25.51
"860","2020-03-30",25.780001
"861","2020-03-31",26.48
"862","2020-04-01",26.32
"863","2020-04-02",27.35
"864","2020-04-03",26.92
"865","2020-04-06",27.76
"866","2020-04-07",27.469999
"867","2020-04-08",27.540001
"868","2020-04-09",27.129999
"869","2020-04-13",27.200001
"870","2020-04-14",27.09
"871","2020-04-15",26.559999
"872","2020-04-16",29.02
"873","2020-04-17",28.790001
"874","2020-04-20",28.549999
"875","2020-04-21",27.9
"876","2020-04-22",28.969999
"877","2020-04-23",28.790001
"878","2020-04-24",28.889999
"879","2020-04-27",29.23
"880","2020-04-28",29.17
"881","2020-04-29",29.559999
"882","2020-04-30",29.76
"883","2020-05-01",28.41
"884","2020-05-04",27.58
"885","2020-05-05",28.57
"886","2020-05-06",28.92
"887","2020-05-07",29.889999
"888","2020-05-08",31.15
"889","2020-05-11",32.450001
"890","2020-05-12",32.25
"891","2020-05-13",32.75
"892","2020-05-14",33.099998
"893","2020-05-15",33.330002
"894","2020-05-18",34.369999
"895","2020-05-19",34.639999
"896","2020-05-20",34.279999
"897","2020-05-21",32.450001
"898","2020-05-22",30.690001
"899","2020-05-26",32.16
"900","2020-05-27",30.299999
"901","2020-05-28",31.16
"902","2020-05-29",32.619999
"903","2020-06-01",32.82
"904","2020-06-02",33.540001
"905","2020-06-03",34.5
"906","2020-06-04",33.110001
"907","2020-06-05",34.560001
"908","2020-06-08",34.450001
"909","2020-06-09",34.080002
"910","2020-06-10",35.23
"911","2020-06-11",34.490002
"912","2020-06-12",34.889999
"913","2020-06-15",36.740002
"914","2020-06-16",36.200001
"915","2020-06-17",37.299999
"916","2020-06-18",37.119999
"917","2020-06-19",38.639999
"918","2020-06-22",37.279999
"919","2020-06-23",37.450001
"920","2020-06-24",37.380001
"921","2020-06-25",37.060001
"922","2020-06-26",36.93
"923","2020-06-29",37.099998
"924","2020-06-30",36.709999
"925","2020-07-01",37
"926","2020-07-02",37.529999
"927","2020-07-06",36.34
"928","2020-07-07",37.509998
"929","2020-07-08",36.869999
"930","2020-07-09",37.880001
"931","2020-07-10",37.119999
"932","2020-07-13",37
"933","2020-07-14",36.580002
"934","2020-07-15",36.259998
"935","2020-07-16",36.360001
"936","2020-07-17",36.169998
"937","2020-07-20",36.490002
"938","2020-07-21",36.48
"939","2020-07-22",35.66
"940","2020-07-23",34.93
"941","2020-07-24",34.880001
"942","2020-07-27",35.610001
"943","2020-07-28",35.150002
"944","2020-07-29",36.369999
"945","2020-07-30",36.560001
"946","2020-07-31",37.049999
"947","2020-08-03",37.299999
"948","2020-08-04",37.34
"949","2020-08-05",37
"950","2020-08-06",37.529999
"951","2020-08-07",36.34
"952","2020-08-10",36
"953","2020-08-11",36.16
"954","2020-08-12",36.990002
"955","2020-08-13",34.75
"956","2020-08-14",33.669998
"957","2020-08-17",33.66
"958","2020-08-18",33.369999
"959","2020-08-19",32.419998
"960","2020-08-20",31.92
"961","2020-08-21",31.870001
"962","2020-08-24",32.040001
"963","2020-08-25",32.650002
"964","2020-08-26",32.810001
"965","2020-08-27",32.259998
"966","2020-08-28",32.720001
"967","2020-08-31",33.529999
"968","2020-09-01",35.27
"969","2020-09-02",34.59
"970","2020-09-03",33.27
"971","2020-09-04",33.27
"972","2020-09-08",31.74
"973","2020-09-09",32.599998
"974","2020-09-10",31.27
"975","2020-09-11",31.620001
"976","2020-09-14",31.719999
"977","2020-09-15",31.370001
"978","2020-09-16",31.01
"979","2020-09-17",30.83
