"","date","L"
"99","2007-05-24",50.490002
"100","2007-05-25",50.950001
"101","2007-05-29",51.02
"102","2007-05-30",51.099998
"103","2007-05-31",51.029999
"104","2007-06-01",51.02
"105","2007-06-04",52.349998
"106","2007-06-05",51.540001
"107","2007-06-06",51.5
"108","2007-06-07",50.009998
"109","2007-06-08",50.869999
"110","2007-06-11",51.610001
"111","2007-06-12",51
"112","2007-06-13",52.139999
"113","2007-06-14",52.93
"114","2007-06-15",52.849998
"115","2007-06-18",52.900002
"116","2007-06-19",53.009998
"117","2007-06-20",51.700001
"118","2007-06-21",52.43
"119","2007-06-22",52.07
"120","2007-06-25",52.150002
"121","2007-06-26",51.189999
"122","2007-06-27",51.450001
"123","2007-06-28",50.799999
"124","2007-06-29",50.98
"125","2007-07-02",52
"126","2007-07-03",52.389999
"127","2007-07-05",51.869999
"128","2007-07-06",52.060001
"129","2007-07-09",52.009998
"130","2007-07-10",50.810001
"131","2007-07-11",51.029999
"132","2007-07-12",51.669998
"133","2007-07-13",51.860001
"134","2007-07-16",51.09
"135","2007-07-17",50.709999
"136","2007-07-18",50.610001
"137","2007-07-19",51.139999
"138","2007-07-20",51.119999
"139","2007-07-23",51.630001
"140","2007-07-24",50.330002
"141","2007-07-25",50.709999
"142","2007-07-26",49.48
"143","2007-07-27",47.599998
"144","2007-07-30",46.75
"145","2007-07-31",47.400002
"146","2007-08-01",47.540001
"147","2007-08-02",47.360001
"148","2007-08-03",44.950001
"149","2007-08-06",46.209999
"150","2007-08-07",45.689999
"151","2007-08-08",45.970001
"152","2007-08-09",43.619999
"153","2007-08-10",44.299999
"154","2007-08-13",45.700001
"155","2007-08-14",44.200001
"156","2007-08-15",44.82
"157","2007-08-16",44.59
"158","2007-08-17",46.450001
"159","2007-08-20",45.779999
"160","2007-08-21",45.689999
"161","2007-08-22",47.380001
"162","2007-08-23",47.27
"163","2007-08-24",48.25
"164","2007-08-27",47.619999
"165","2007-08-28",46.02
"166","2007-08-29",47.049999
"167","2007-08-30",46.029999
"168","2007-08-31",47.009998
"169","2007-09-04",47.759998
"170","2007-09-05",47.200001
"171","2007-09-06",46.599998
"172","2007-09-07",46.02
"173","2007-09-10",45.630001
"174","2007-09-11",45.82
"175","2007-09-12",45.48
"176","2007-09-13",45.549999
"177","2007-09-14",45.57
"178","2007-09-17",45.529999
"179","2007-09-18",46.900002
"180","2007-09-19",47.34
"181","2007-09-20",46.84
"182","2007-09-21",47.619999
"183","2007-09-24",47.639999
"184","2007-09-25",47.439999
"185","2007-09-26",47.860001
"186","2007-09-27",48.25
"187","2007-09-28",48.349998
"188","2007-10-01",49.150002
"189","2007-10-02",49.130001
"190","2007-10-03",49.209999
"191","2007-10-04",49.59
"192","2007-10-05",49.669998
"193","2007-10-08",49.150002
"194","2007-10-09",49.610001
"195","2007-10-10",49.540001
"196","2007-10-11",50.049999
"197","2007-10-12",50.119999
"198","2007-10-15",49.459999
"199","2007-10-16",49.349998
"200","2007-10-17",49.599998
"201","2007-10-18",49.849998
"202","2007-10-19",48.84
"203","2007-10-22",49.759998
"204","2007-10-23",50.049999
"205","2007-10-24",50.299999
"206","2007-10-25",49.799999
"207","2007-10-26",50.029999
"208","2007-10-29",48.959999
"209","2007-10-30",47.970001
"210","2007-10-31",49.09
"211","2007-11-01",48.080002
"212","2007-11-02",47.610001
"213","2007-11-05",47.23
"214","2007-11-06",47.549999
"215","2007-11-07",46.580002
"216","2007-11-08",46.549999
"217","2007-11-09",45.900002
"218","2007-11-12",44.389999
"219","2007-11-13",45.669998
"220","2007-11-14",45.380001
"221","2007-11-15",44.970001
"222","2007-11-16",45.18
"223","2007-11-19",44.450001
"224","2007-11-20",45.330002
"225","2007-11-21",44.389999
"226","2007-11-23",45.310001
"227","2007-11-26",44.27
"228","2007-11-27",45.23
"229","2007-11-28",45.959999
"230","2007-11-29",46.560001
"231","2007-11-30",47.790001
"232","2007-12-03",47
"233","2007-12-04",47.549999
"234","2007-12-05",47.709999
"235","2007-12-06",48.610001
"236","2007-12-07",48.540001
"237","2007-12-10",49.139999
"238","2007-12-11",47.490002
"239","2007-12-12",48.07
"240","2007-12-13",47.84
"241","2007-12-14",46.799999
"242","2007-12-17",47.939999
"243","2007-12-18",47.900002
"244","2007-12-19",47.580002
"245","2007-12-20",47.82
"246","2007-12-21",49.490002
"247","2007-12-24",50.240002
"248","2007-12-26",49.950001
"249","2007-12-27",48.73
"250","2007-12-28",49.349998
"251","2007-12-31",50.34
"252","2008-01-02",50.619999
"253","2008-01-03",50
"254","2008-01-04",48.490002
"255","2008-01-07",49.509998
"256","2008-01-08",47.82
"257","2008-01-09",48.029999
"258","2008-01-10",48.919998
"259","2008-01-11",47.880001
"260","2008-01-14",49.009998
"261","2008-01-15",47.529999
"262","2008-01-16",47.610001
"263","2008-01-17",45.400002
"264","2008-01-18",44.919998
"265","2008-01-22",44.080002
"266","2008-01-23",44.799999
"267","2008-01-24",45.720001
"268","2008-01-25",44.75
"269","2008-01-28",46.060001
"270","2008-01-29",46.830002
"271","2008-01-30",45.900002
"272","2008-01-31",46.509998
"273","2008-02-01",47.279999
"274","2008-02-04",47.610001
"275","2008-02-05",45.580002
"276","2008-02-06",45.009998
"277","2008-02-07",44.860001
"278","2008-02-08",44.73
"279","2008-02-11",41
"280","2008-02-12",42.59
"281","2008-02-13",42.919998
"282","2008-02-14",42.869999
"283","2008-02-15",42.919998
"284","2008-02-19",43.099998
"285","2008-02-20",43.279999
"286","2008-02-21",42.810001
"287","2008-02-22",43.009998
"288","2008-02-25",43.68
"289","2008-02-26",44.369999
"290","2008-02-27",43.900002
"291","2008-02-28",43.029999
"292","2008-02-29",41.84
"293","2008-03-03",41.389999
"294","2008-03-04",41.5
"295","2008-03-05",41.880001
"296","2008-03-06",41.200001
"297","2008-03-07",40.959999
"298","2008-03-10",40.43
"299","2008-03-11",41.720001
"300","2008-03-12",41.029999
"301","2008-03-13",41.299999
"302","2008-03-14",40.240002
"303","2008-03-17",39.189999
"304","2008-03-18",40.970001
"305","2008-03-19",39.84
"306","2008-03-20",40.43
"307","2008-03-24",40.639999
"308","2008-03-25",41.330002
"309","2008-03-26",40.540001
"310","2008-03-27",40.169998
"311","2008-03-28",40.060001
"312","2008-03-31",40.220001
"313","2008-04-01",41.900002
"314","2008-04-02",42.330002
"315","2008-04-03",42.25
"316","2008-04-04",42.139999
"317","2008-04-07",42.18
"318","2008-04-08",41.490002
"319","2008-04-09",41.490002
"320","2008-04-10",41.540001
"321","2008-04-11",41.09
"322","2008-04-14",41.41
"323","2008-04-15",42.009998
"324","2008-04-16",43.02
"325","2008-04-17",43.259998
"326","2008-04-18",44.27
"327","2008-04-21",43.91
"328","2008-04-22",43.639999
"329","2008-04-23",43.810001
"330","2008-04-24",44.560001
"331","2008-04-25",44.630001
"332","2008-04-28",42.279999
"333","2008-04-29",42.27
"334","2008-04-30",42.110001
"335","2008-05-01",42.560001
"336","2008-05-02",43.32
"337","2008-05-05",43.52
"338","2008-05-06",44.900002
"339","2008-05-07",44.060001
"340","2008-05-08",44.099998
"341","2008-05-09",46.290001
"342","2008-05-12",47.939999
"343","2008-05-13",49.049999
"344","2008-05-14",49.34
"345","2008-05-15",49.259998
"346","2008-05-16",49.41
"347","2008-05-19",49.099998
"348","2008-05-20",48.59
"349","2008-05-21",47.689999
"350","2008-05-22",47.75
"351","2008-05-23",47.09
"352","2008-05-27",47.290001
"353","2008-05-28",48.400002
"354","2008-05-29",49.240002
"355","2008-05-30",49.57
"356","2008-06-02",49.450001
"357","2008-06-03",49.5
"358","2008-06-04",50.540001
"359","2008-06-05",50.639999
"360","2008-06-06",49.950001
"361","2008-06-09",49.740002
"362","2008-06-10",48.5
"363","2008-06-11",48.950001
"364","2008-06-12",49.369999
"365","2008-06-13",50.400002
"366","2008-06-16",50.720001
"367","2008-06-17",50.139999
"368","2008-06-18",50.119999
"369","2008-06-19",50.150002
"370","2008-06-20",49.490002
"371","2008-06-23",48.799999
"372","2008-06-24",49
"373","2008-06-25",48.650002
"374","2008-06-26",47.490002
"375","2008-06-27",47.52
"376","2008-06-30",46.900002
"377","2008-07-01",47.23
"378","2008-07-02",46.419998
"379","2008-07-03",45.959999
"380","2008-07-07",45.23
"381","2008-07-08",46.630001
"382","2008-07-09",45.630001
"383","2008-07-10",45.98
"384","2008-07-11",45.360001
"385","2008-07-14",44.779999
"386","2008-07-15",43.77
"387","2008-07-16",43.349998
"388","2008-07-17",43.02
"389","2008-07-18",42.939999
"390","2008-07-21",43.5
"391","2008-07-22",44.110001
"392","2008-07-23",43.419998
"393","2008-07-24",41.900002
"394","2008-07-25",41.919998
"395","2008-07-28",42.549999
"396","2008-07-29",44.450001
"397","2008-07-30",45.419998
"398","2008-07-31",44.560001
"399","2008-08-01",44.369999
"400","2008-08-04",43.200001
"401","2008-08-05",43.98
"402","2008-08-06",44.290001
"403","2008-08-07",42.689999
"404","2008-08-08",43.5
"405","2008-08-11",43.23
"406","2008-08-12",42.610001
"407","2008-08-13",42.259998
"408","2008-08-14",42.599998
"409","2008-08-15",42.380001
"410","2008-08-18",41.57
"411","2008-08-19",40.939999
"412","2008-08-20",41.209999
"413","2008-08-21",40.98
"414","2008-08-22",42.080002
"415","2008-08-25",41.349998
"416","2008-08-26",41.889999
"417","2008-08-27",43
"418","2008-08-28",43.73
"419","2008-08-29",43.43
"420","2008-09-02",43.02
"421","2008-09-03",42.68
"422","2008-09-04",41.700001
"423","2008-09-05",42.290001
"424","2008-09-08",43.389999
"425","2008-09-09",41.330002
"426","2008-09-10",41.549999
"427","2008-09-11",41.279999
"428","2008-09-12",41.849998
"429","2008-09-15",39.23
"430","2008-09-16",40.02
"431","2008-09-17",37.810001
"432","2008-09-18",40
"433","2008-09-19",40.98
"434","2008-09-22",40.049999
"435","2008-09-23",40.189999
"436","2008-09-24",40.66
"437","2008-09-25",42.240002
"438","2008-09-26",42.990002
"439","2008-09-29",36.869999
"440","2008-09-30",39.490002
"441","2008-10-01",38.450001
"442","2008-10-02",34.849998
"443","2008-10-03",35.82
"444","2008-10-06",34.48
"445","2008-10-07",33.07
"446","2008-10-08",27.27
"447","2008-10-09",26.57
"448","2008-10-10",26.1
"449","2008-10-13",32.27
"450","2008-10-14",33.869999
"451","2008-10-15",30.299999
"452","2008-10-16",32.59
"453","2008-10-17",31.41
"454","2008-10-20",34.59
"455","2008-10-21",33.009998
"456","2008-10-22",30.049999
"457","2008-10-23",31.84
"458","2008-10-24",31.309999
"459","2008-10-27",25.65
"460","2008-10-28",29.059999
"461","2008-10-29",28.75
"462","2008-10-30",32.23
"463","2008-10-31",33.200001
"464","2008-11-03",33.150002
"465","2008-11-04",33.5
"466","2008-11-05",32.049999
"467","2008-11-06",29.290001
"468","2008-11-07",30.190001
"469","2008-11-10",29.33
"470","2008-11-11",28.629999
"471","2008-11-12",26.540001
"472","2008-11-13",29.15
"473","2008-11-14",27.940001
"474","2008-11-17",25.98
"475","2008-11-18",26.18
"476","2008-11-19",23.700001
"477","2008-11-20",20.07
"478","2008-11-21",22.34
"479","2008-11-24",25.58
"480","2008-11-25",25.540001
"481","2008-11-26",27.35
"482","2008-11-28",27.389999
"483","2008-12-01",23.48
"484","2008-12-02",25.5
"485","2008-12-03",26.58
"486","2008-12-04",25.1
"487","2008-12-05",25.98
"488","2008-12-08",28.049999
"489","2008-12-09",26.83
"490","2008-12-10",28
"491","2008-12-11",27.049999
"492","2008-12-12",27.42
"493","2008-12-15",26.780001
"494","2008-12-16",29.120001
"495","2008-12-17",28.450001
"496","2008-12-18",27.389999
"497","2008-12-19",27.98
"498","2008-12-22",26.709999
"499","2008-12-23",26.85
"500","2008-12-24",26.35
"501","2008-12-26",26.76
"502","2008-12-29",26.309999
"503","2008-12-30",27.77
"504","2008-12-31",28.25
"505","2009-01-02",29.77
"506","2009-01-05",29.809999
"507","2009-01-06",29.92
"508","2009-01-07",28.200001
"509","2009-01-08",28.469999
"510","2009-01-09",27.5
"511","2009-01-12",26.559999
"512","2009-01-13",26.32
"513","2009-01-14",24.559999
"514","2009-01-15",24.950001
"515","2009-01-16",25.09
"516","2009-01-20",23.48
"517","2009-01-21",25.76
"518","2009-01-22",24.24
"519","2009-01-23",24.530001
"520","2009-01-26",24.469999
"521","2009-01-27",25.02
"522","2009-01-28",26.219999
"523","2009-01-29",24.530001
"524","2009-01-30",24.4
"525","2009-02-02",23.16
"526","2009-02-03",23.389999
"527","2009-02-04",23.5
"528","2009-02-05",24.25
"529","2009-02-06",24.98
"530","2009-02-09",25.07
"531","2009-02-10",23.059999
"532","2009-02-11",23.860001
"533","2009-02-12",23.27
"534","2009-02-13",22.82
"535","2009-02-17",21.16
"536","2009-02-18",21.280001
"537","2009-02-19",20.709999
"538","2009-02-20",20.15
"539","2009-02-23",19.639999
"540","2009-02-24",21.219999
"541","2009-02-25",20.5
"542","2009-02-26",20.530001
"543","2009-02-27",19.85
"544","2009-03-02",18.99
"545","2009-03-03",18.9
"546","2009-03-04",19.82
"547","2009-03-05",18.25
"548","2009-03-06",18.129999
"549","2009-03-09",18.02
"550","2009-03-10",19.280001
"551","2009-03-11",18.370001
"552","2009-03-12",19.719999
"553","2009-03-13",20.32
"554","2009-03-16",20.16
"555","2009-03-17",21.65
"556","2009-03-18",22.450001
"557","2009-03-19",22.870001
"558","2009-03-20",22.700001
"559","2009-03-23",23.51
"560","2009-03-24",22.5
"561","2009-03-25",23.120001
"562","2009-03-26",23.18
"563","2009-03-27",22.34
"564","2009-03-30",21.540001
"565","2009-03-31",22.1
"566","2009-04-01",22.59
"567","2009-04-02",23.049999
"568","2009-04-03",23.49
"569","2009-04-06",22.9
"570","2009-04-07",22.290001
"571","2009-04-08",22.73
"572","2009-04-09",24.549999
"573","2009-04-13",25.530001
"574","2009-04-14",24.219999
"575","2009-04-15",25.209999
"576","2009-04-16",25.15
"577","2009-04-17",25.18
"578","2009-04-20",23.610001
"579","2009-04-21",25.32
"580","2009-04-22",24.02
"581","2009-04-23",24.860001
"582","2009-04-24",25.02
"583","2009-04-27",24.52
"584","2009-04-28",24.290001
"585","2009-04-29",25.35
"586","2009-04-30",24.889999
"587","2009-05-01",25.190001
"588","2009-05-04",27.33
"589","2009-05-05",26.700001
"590","2009-05-06",27.889999
"591","2009-05-07",26.77
"592","2009-05-08",29.01
"593","2009-05-11",26.809999
"594","2009-05-12",26.82
"595","2009-05-13",25.65
"596","2009-05-14",26.219999
"597","2009-05-15",25.209999
"598","2009-05-18",26.879999
"599","2009-05-19",26.49
"600","2009-05-20",26.059999
"601","2009-05-21",25.74
"602","2009-05-22",25.76
"603","2009-05-26",26.530001
"604","2009-05-27",25.389999
"605","2009-05-28",26.309999
"606","2009-05-29",27.049999
"607","2009-06-01",28.43
"608","2009-06-02",28.4
"609","2009-06-03",27.52
"610","2009-06-04",28.15
"611","2009-06-05",27.690001
"612","2009-06-08",27.92
"613","2009-06-09",28.049999
"614","2009-06-10",28.09
"615","2009-06-11",28.200001
"616","2009-06-12",28.129999
"617","2009-06-15",27.48
"618","2009-06-16",27.219999
"619","2009-06-17",26.91
"620","2009-06-18",27.200001
"621","2009-06-19",27.43
"622","2009-06-22",26.540001
"623","2009-06-23",26.790001
"624","2009-06-24",26.66
"625","2009-06-25",27.559999
"626","2009-06-26",27.17
"627","2009-06-29",27.440001
"628","2009-06-30",27.4
"629","2009-07-01",27.42
"630","2009-07-02",26.049999
"631","2009-07-06",26.629999
"632","2009-07-07",25.950001
"633","2009-07-08",25.67
"634","2009-07-09",25.76
"635","2009-07-10",25.75
"636","2009-07-13",26.639999
"637","2009-07-14",26.370001
"638","2009-07-15",27.48
"639","2009-07-16",27.559999
"640","2009-07-17",27.389999
"641","2009-07-20",27.799999
"642","2009-07-21",27.889999
"643","2009-07-22",28.059999
"644","2009-07-23",29.040001
"645","2009-07-24",29.34
"646","2009-07-27",29.73
"647","2009-07-28",29.34
"648","2009-07-29",28.98
"649","2009-07-30",29.629999
"650","2009-07-31",30.02
"651","2009-08-03",32.080002
"652","2009-08-04",32.23
"653","2009-08-05",32.16
"654","2009-08-06",31.42
"655","2009-08-07",31.709999
"656","2009-08-10",31.969999
"657","2009-08-11",31.02
"658","2009-08-12",31.959999
"659","2009-08-13",32.48
"660","2009-08-14",32.009998
"661","2009-08-17",31.030001
"662","2009-08-18",31.32
"663","2009-08-19",31.57
"664","2009-08-20",31.860001
"665","2009-08-21",33.150002
"666","2009-08-24",33.470001
"667","2009-08-25",34.119999
"668","2009-08-26",33.93
"669","2009-08-27",34.09
"670","2009-08-28",34.130001
"671","2009-08-31",34.150002
"672","2009-09-01",32.889999
"673","2009-09-02",32.450001
"674","2009-09-03",32.880001
"675","2009-09-04",32.82
"676","2009-09-08",33.419998
"677","2009-09-09",33.779999
"678","2009-09-10",34.060001
"679","2009-09-11",33.779999
"680","2009-09-14",34.169998
"681","2009-09-15",34.380001
"682","2009-09-16",35.34
"683","2009-09-17",34.900002
"684","2009-09-18",34.790001
"685","2009-09-21",34.73
"686","2009-09-22",34.68
"687","2009-09-23",34.279999
"688","2009-09-24",33.59
"689","2009-09-25",33.52
"690","2009-09-28",34.529999
"691","2009-09-29",34.439999
"692","2009-09-30",34.25
"693","2009-10-01",33.439999
"694","2009-10-02",33.52
"695","2009-10-05",34.09
"696","2009-10-06",34.73
"697","2009-10-07",34.799999
"698","2009-10-08",34.919998
"699","2009-10-09",34.810001
"700","2009-10-12",35.09
"701","2009-10-13",34.77
"702","2009-10-14",35.810001
"703","2009-10-15",36.57
"704","2009-10-16",35.889999
"705","2009-10-19",36.25
"706","2009-10-20",35.619999
"707","2009-10-21",35.139999
"708","2009-10-22",36.5
"709","2009-10-23",35.880001
"710","2009-10-26",35.299999
"711","2009-10-27",34.650002
"712","2009-10-28",33.57
"713","2009-10-29",34.369999
"714","2009-10-30",33.099998
"715","2009-11-02",33.900002
"716","2009-11-03",34.189999
"717","2009-11-04",33.959999
"718","2009-11-05",34.599998
"719","2009-11-06",34.599998
"720","2009-11-09",35.48
"721","2009-11-10",35.540001
"722","2009-11-11",35.91
"723","2009-11-12",35.630001
"724","2009-11-13",35.48
"725","2009-11-16",36.200001
"726","2009-11-17",36.07
"727","2009-11-18",36.209999
"728","2009-11-19",35.889999
"729","2009-11-20",35.5
"730","2009-11-23",35.91
"731","2009-11-24",35.599998
"732","2009-11-25",36
"733","2009-11-27",35
"734","2009-11-30",35.419998
"735","2009-12-01",35.709999
"736","2009-12-02",35.580002
"737","2009-12-03",35.18
"738","2009-12-04",35.450001
"739","2009-12-07",35.380001
"740","2009-12-08",35.02
"741","2009-12-09",35.049999
"742","2009-12-10",35.43
"743","2009-12-11",35.580002
"744","2009-12-14",35.98
"745","2009-12-15",35.889999
"746","2009-12-16",35.93
"747","2009-12-17",35.84
"748","2009-12-18",36.119999
"749","2009-12-21",36.07
"750","2009-12-22",36.09
"751","2009-12-23",36.279999
"752","2009-12-24",36.599998
"753","2009-12-28",36.459999
"754","2009-12-29",36.650002
"755","2009-12-30",36.610001
"756","2009-12-31",36.349998
"757","2010-01-04",37.18
"758","2010-01-05",37.380001
"759","2010-01-06",37.639999
"760","2010-01-07",37.919998
"761","2010-01-08",37.889999
"762","2010-01-11",37.919998
"763","2010-01-12",37.619999
"764","2010-01-13",37.919998
"765","2010-01-14",37.91
"766","2010-01-15",37.209999
"767","2010-01-19",38.16
"768","2010-01-20",37.599998
"769","2010-01-21",37.189999
"770","2010-01-22",35.73
"771","2010-01-25",36.09
"772","2010-01-26",36.040001
"773","2010-01-27",36.380001
"774","2010-01-28",35.93
"775","2010-01-29",35.77
"776","2010-02-01",36.41
"777","2010-02-02",37.060001
"778","2010-02-03",36.630001
"779","2010-02-04",35.330002
"780","2010-02-05",35.369999
"781","2010-02-08",34.759998
"782","2010-02-09",35.220001
"783","2010-02-10",35.029999
"784","2010-02-11",35.209999
"785","2010-02-12",35.169998
"786","2010-02-16",36.119999
"787","2010-02-17",36.169998
"788","2010-02-18",36.439999
"789","2010-02-19",36.549999
"790","2010-02-22",36.700001
"791","2010-02-23",36.060001
"792","2010-02-24",36.619999
"793","2010-02-25",36.66
"794","2010-02-26",36.459999
"795","2010-03-01",37.02
"796","2010-03-02",37.189999
"797","2010-03-03",37.049999
"798","2010-03-04",37.139999
"799","2010-03-05",37.5
"800","2010-03-08",37.540001
"801","2010-03-09",37.439999
"802","2010-03-10",37.529999
"803","2010-03-11",37.700001
"804","2010-03-12",37.560001
"805","2010-03-15",37.400002
"806","2010-03-16",37.619999
"807","2010-03-17",37.599998
"808","2010-03-18",37.450001
"809","2010-03-19",37.169998
"810","2010-03-22",37.139999
"811","2010-03-23",37.470001
"812","2010-03-24",37.25
"813","2010-03-25",37.099998
"814","2010-03-26",37.240002
"815","2010-03-29",37.360001
"816","2010-03-30",37.23
"817","2010-03-31",37.279999
"818","2010-04-01",37.869999
"819","2010-04-05",38.439999
"820","2010-04-06",38.279999
"821","2010-04-07",38.060001
"822","2010-04-08",38.040001
"823","2010-04-09",38.439999
"824","2010-04-12",38.459999
"825","2010-04-13",38.5
"826","2010-04-14",38.93
"827","2010-04-15",38.810001
"828","2010-04-16",37.799999
"829","2010-04-19",38.200001
"830","2010-04-20",38.669998
"831","2010-04-21",38.57
"832","2010-04-22",38.029999
"833","2010-04-23",38.369999
"834","2010-04-26",38.5
"835","2010-04-27",37.380001
"836","2010-04-28",37.259998
"837","2010-04-29",37.82
"838","2010-04-30",37.240002
"839","2010-05-03",37.439999
"840","2010-05-04",36.060001
"841","2010-05-05",35.830002
"842","2010-05-06",33.919998
"843","2010-05-07",33.599998
"844","2010-05-10",34.98
"845","2010-05-11",34.919998
"846","2010-05-12",35.360001
"847","2010-05-13",34.889999
"848","2010-05-14",34.099998
"849","2010-05-17",33.939999
"850","2010-05-18",33.189999
"851","2010-05-19",33.119999
"852","2010-05-20",31.309999
"853","2010-05-21",31.969999
"854","2010-05-24",31.389999
"855","2010-05-25",31.49
"856","2010-05-26",31.48
"857","2010-05-27",32.970001
"858","2010-05-28",32.509998
"859","2010-06-01",31.870001
"860","2010-06-02",32.630001
"861","2010-06-03",32.549999
"862","2010-06-04",31.6
"863","2010-06-07",31.34
"864","2010-06-08",31.299999
"865","2010-06-09",31.120001
"866","2010-06-10",32.43
"867","2010-06-11",32.549999
"868","2010-06-14",32.740002
"869","2010-06-15",33.650002
"870","2010-06-16",33.689999
"871","2010-06-17",33.869999
"872","2010-06-18",33.900002
"873","2010-06-21",33.77
"874","2010-06-22",33.759998
"875","2010-06-23",33.68
"876","2010-06-24",33.349998
"877","2010-06-25",33.880001
"878","2010-06-28",33.689999
"879","2010-06-29",33.259998
"880","2010-06-30",33.310001
"881","2010-07-01",33.650002
"882","2010-07-02",33.57
"883","2010-07-06",33.860001
"884","2010-07-07",34.98
"885","2010-07-08",35.459999
"886","2010-07-09",35.700001
"887","2010-07-12",35.529999
"888","2010-07-13",36.07
"889","2010-07-14",36.18
"890","2010-07-15",36.439999
"891","2010-07-16",35.560001
"892","2010-07-19",35.630001
"893","2010-07-20",36.34
"894","2010-07-21",35.990002
"895","2010-07-22",36.880001
"896","2010-07-23",37.169998
"897","2010-07-26",37.130001
"898","2010-07-27",37.169998
"899","2010-07-28",36.98
"900","2010-07-29",37.189999
"901","2010-07-30",37.150002
"902","2010-08-02",37.580002
"903","2010-08-03",37.529999
"904","2010-08-04",38.049999
"905","2010-08-05",38.200001
"906","2010-08-06",37.98
"907","2010-08-09",38.549999
"908","2010-08-10",37.950001
"909","2010-08-11",37
"910","2010-08-12",36.900002
"911","2010-08-13",37.049999
"912","2010-08-16",36.880001
"913","2010-08-17",37.490002
"914","2010-08-18",37.09
"915","2010-08-19",36.540001
"916","2010-08-20",36.290001
"917","2010-08-23",35.860001
"918","2010-08-24",35.349998
"919","2010-08-25",35.25
"920","2010-08-26",34.93
"921","2010-08-27",35.959999
"922","2010-08-30",35.150002
"923","2010-08-31",35.139999
"924","2010-09-01",36.189999
"925","2010-09-02",36.25
"926","2010-09-03",36.900002
"927","2010-09-07",36.419998
"928","2010-09-08",36.389999
"929","2010-09-09",36.349998
"930","2010-09-10",36.509998
"931","2010-09-13",36.860001
"932","2010-09-14",36.630001
"933","2010-09-15",36.869999
"934","2010-09-16",37.02
"935","2010-09-17",37.23
"936","2010-09-20",37.869999
"937","2010-09-21",37.82
"938","2010-09-22",37.490002
"939","2010-09-23",36.869999
"940","2010-09-24",37.619999
"941","2010-09-27",37.32
"942","2010-09-28",37.73
"943","2010-09-29",37.959999
"944","2010-09-30",37.900002
"945","2010-10-01",38.02
"946","2010-10-04",37.66
"947","2010-10-05",38.48
"948","2010-10-06",38.759998
"949","2010-10-07",38.57
"950","2010-10-08",38.91
"951","2010-10-11",38.830002
"952","2010-10-12",39.48
"953","2010-10-13",39.869999
"954","2010-10-14",39.799999
"955","2010-10-15",39.66
"956","2010-10-18",39.830002
