"","date","BFAM"
"1","2013-01-25",28.32
"2","2013-01-28",28.25
"3","2013-01-29",28.75
"4","2013-01-30",28.629999
"5","2013-01-31",28
"6","2013-02-01",28.299999
"7","2013-02-04",28.040001
"8","2013-02-05",27.860001
"9","2013-02-06",27.5
"10","2013-02-07",28.5
"11","2013-02-08",29.5
"12","2013-02-11",30.16
"13","2013-02-12",29.25
"14","2013-02-13",29.01
"15","2013-02-14",28.700001
"16","2013-02-15",28.59
"17","2013-02-19",28.549999
"18","2013-02-20",29.09
"19","2013-02-21",28.35
"20","2013-02-22",28.18
"21","2013-02-25",28
"22","2013-02-26",27.98
"23","2013-02-27",27.969999
"24","2013-02-28",27.959999
"25","2013-03-01",27.99
"26","2013-03-04",28
"27","2013-03-05",28.35
"28","2013-03-06",28.030001
"29","2013-03-07",27.950001
"30","2013-03-08",28.08
"31","2013-03-11",28.99
"32","2013-03-12",30.559999
"33","2013-03-13",30
"34","2013-03-14",33.040001
"35","2013-03-15",32.150002
"36","2013-03-18",32.790001
"37","2013-03-19",33.669998
"38","2013-03-20",34.759998
"39","2013-03-21",35.509998
"40","2013-03-22",34.849998
"41","2013-03-25",34.5
"42","2013-03-26",34.380001
"43","2013-03-27",33.650002
"44","2013-03-28",33.790001
"45","2013-04-01",33.419998
"46","2013-04-02",33.060001
"47","2013-04-03",32.66
"48","2013-04-04",33.66
"49","2013-04-05",32.889999
"50","2013-04-08",33.57
"51","2013-04-09",32.98
"52","2013-04-10",33.240002
"53","2013-04-11",33.349998
"54","2013-04-12",33.810001
"55","2013-04-15",32.709999
"56","2013-04-16",33.400002
"57","2013-04-17",32.950001
"58","2013-04-18",32.950001
"59","2013-04-19",33.029999
"60","2013-04-22",32.299999
"61","2013-04-23",33.41
"62","2013-04-24",32.959999
"63","2013-04-25",33.02
"64","2013-04-26",32.5
"65","2013-04-29",32.540001
"66","2013-04-30",32.439999
"67","2013-05-01",31.66
"68","2013-05-02",32.43
"69","2013-05-03",33.09
"70","2013-05-06",33.07
"71","2013-05-07",33.849998
"72","2013-05-08",34.68
"73","2013-05-09",34.439999
"74","2013-05-10",33.93
"75","2013-05-13",33.610001
"76","2013-05-14",33.799999
"77","2013-05-15",33.709999
"78","2013-05-16",33.91
"79","2013-05-17",33.970001
"80","2013-05-20",34.310001
"81","2013-05-21",35.150002
"82","2013-05-22",34.959999
"83","2013-05-23",34.259998
"84","2013-05-24",34.57
"85","2013-05-28",35.48
"86","2013-05-29",35.369999
"87","2013-05-30",38.150002
"88","2013-05-31",36.049999
"89","2013-06-03",35.150002
"90","2013-06-04",34.91
"91","2013-06-05",34.799999
"92","2013-06-06",35.490002
"93","2013-06-07",36.099998
"94","2013-06-10",36.490002
"95","2013-06-11",34.43
"96","2013-06-12",33.049999
"97","2013-06-13",33.5
"98","2013-06-14",33.18
"99","2013-06-17",33.259998
"100","2013-06-18",34.009998
"101","2013-06-19",33.59
"102","2013-06-20",32.369999
"103","2013-06-21",31.639999
"104","2013-06-24",31.9
"105","2013-06-25",32.299999
"106","2013-06-26",33.689999
"107","2013-06-27",34.110001
"108","2013-06-28",34.709999
"109","2013-07-01",33.490002
"110","2013-07-02",33.200001
"111","2013-07-03",33.439999
"112","2013-07-05",34.040001
"113","2013-07-08",34.09
"114","2013-07-09",33.799999
"115","2013-07-10",34.77
"116","2013-07-11",34.77
"117","2013-07-12",34.869999
"118","2013-07-15",35.009998
"119","2013-07-16",34.93
"120","2013-07-17",35.009998
"121","2013-07-18",35.490002
"122","2013-07-19",35.189999
"123","2013-07-22",35.34
"124","2013-07-23",35.049999
"125","2013-07-24",35.349998
"126","2013-07-25",35.93
"127","2013-07-26",35.490002
"128","2013-07-29",35.490002
"129","2013-07-30",35.759998
"130","2013-07-31",35.41
"131","2013-08-01",35.939999
"132","2013-08-02",35.799999
"133","2013-08-05",36.630001
"134","2013-08-06",36.560001
"135","2013-08-07",36.720001
"136","2013-08-08",36.759998
"137","2013-08-09",36.549999
"138","2013-08-12",36.369999
"139","2013-08-13",37.060001
"140","2013-08-14",36.740002
"141","2013-08-15",35.900002
"142","2013-08-16",35.540001
"143","2013-08-19",35.700001
"144","2013-08-20",36.110001
"145","2013-08-21",36.509998
"146","2013-08-22",36.790001
"147","2013-08-23",36.790001
"148","2013-08-26",37
"149","2013-08-27",36.380001
"150","2013-08-28",36.259998
"151","2013-08-29",36.43
"152","2013-08-30",36.41
"153","2013-09-03",36.25
"154","2013-09-04",36.889999
"155","2013-09-05",36.709999
"156","2013-09-06",36.189999
"157","2013-09-09",36.220001
"158","2013-09-10",36.73
"159","2013-09-11",36.700001
"160","2013-09-12",37
"161","2013-09-13",36.779999
"162","2013-09-16",36.560001
"163","2013-09-17",36.68
"164","2013-09-18",36.810001
"165","2013-09-19",36.75
"166","2013-09-20",36.369999
"167","2013-09-23",36.709999
"168","2013-09-24",36.830002
"169","2013-09-25",37
"170","2013-09-26",36.639999
"171","2013-09-27",36.200001
"172","2013-09-30",35.830002
"173","2013-10-01",36.02
"174","2013-10-02",35.740002
"175","2013-10-03",35.330002
"176","2013-10-04",36.490002
"177","2013-10-07",35.349998
"178","2013-10-08",34.220001
"179","2013-10-09",34.610001
"180","2013-10-10",35.919998
"181","2013-10-11",36.389999
"182","2013-10-14",36.41
"183","2013-10-15",36.32
"184","2013-10-16",36.279999
"185","2013-10-17",36.689999
"186","2013-10-18",36.810001
"187","2013-10-21",36.68
"188","2013-10-22",36.48
"189","2013-10-23",36.450001
"190","2013-10-24",36.490002
"191","2013-10-25",37.75
"192","2013-10-28",37.75
"193","2013-10-29",37.080002
"194","2013-10-30",37.59
"195","2013-10-31",37.25
"196","2013-11-01",37.169998
"197","2013-11-04",37.75
"198","2013-11-05",37.75
"199","2013-11-06",37.68
"200","2013-11-07",37.619999
"201","2013-11-08",36.380001
"202","2013-11-11",35.360001
"203","2013-11-12",35.200001
"204","2013-11-13",35.34
"205","2013-11-14",36.279999
"206","2013-11-15",36.389999
"207","2013-11-18",35.779999
"208","2013-11-19",36.740002
"209","2013-11-20",35.98
"210","2013-11-21",36
"211","2013-11-22",36
"212","2013-11-25",35.880001
"213","2013-11-26",35.860001
"214","2013-11-27",35.419998
"215","2013-11-29",34.849998
"216","2013-12-02",34.360001
"217","2013-12-03",34.310001
"218","2013-12-04",34.299999
"219","2013-12-05",33.939999
"220","2013-12-06",34.380001
"221","2013-12-09",34.349998
"222","2013-12-10",34.110001
"223","2013-12-11",33.869999
"224","2013-12-12",34.259998
"225","2013-12-13",33.68
"226","2013-12-16",34.330002
"227","2013-12-17",34.799999
"228","2013-12-18",35.59
"229","2013-12-19",35.689999
"230","2013-12-20",36.869999
"231","2013-12-23",36.57
"232","2013-12-24",36.66
"233","2013-12-26",36.330002
"234","2013-12-27",36.75
"235","2013-12-30",36.360001
"236","2013-12-31",36.740002
"237","2014-01-02",35.939999
"238","2014-01-03",36.529999
"239","2014-01-06",36.290001
"240","2014-01-07",36.849998
"241","2014-01-08",37
"242","2014-01-09",37.290001
"243","2014-01-10",37.150002
"244","2014-01-13",37.290001
"245","2014-01-14",37.139999
"246","2014-01-15",37.150002
"247","2014-01-16",37.240002
"248","2014-01-17",37.349998
"249","2014-01-21",37.84
"250","2014-01-22",37.740002
"251","2014-01-23",37.240002
"252","2014-01-24",37.130001
"253","2014-01-27",36.41
"254","2014-01-28",37.099998
"255","2014-01-29",37.07
"256","2014-01-30",37.240002
"257","2014-01-31",36.75
"258","2014-02-03",36.52
"259","2014-02-04",37.240002
"260","2014-02-05",37.290001
"261","2014-02-06",37.630001
"262","2014-02-07",37.740002
"263","2014-02-10",37.93
"264","2014-02-11",37.900002
"265","2014-02-12",38.5
"266","2014-02-13",38.25
"267","2014-02-14",38.330002
"268","2014-02-18",38.349998
"269","2014-02-19",37.93
"270","2014-02-20",37.919998
"271","2014-02-21",38.75
"272","2014-02-24",38.669998
"273","2014-02-25",39.060001
"274","2014-02-26",39.189999
"275","2014-02-27",39.459999
"276","2014-02-28",39.470001
"277","2014-03-03",38.93
"278","2014-03-04",39.150002
"279","2014-03-05",39.259998
"280","2014-03-06",39.610001
"281","2014-03-07",39.779999
"282","2014-03-10",40
"283","2014-03-11",39.639999
"284","2014-03-12",39.84
"285","2014-03-13",39.57
"286","2014-03-14",39.48
"287","2014-03-17",39.279999
"288","2014-03-18",39.25
"289","2014-03-19",39.66
"290","2014-03-20",39.98
"291","2014-03-21",39.43
"292","2014-03-24",38.950001
"293","2014-03-25",39.099998
"294","2014-03-26",37
"295","2014-03-27",37.75
"296","2014-03-28",38.669998
"297","2014-03-31",39.110001
"298","2014-04-01",41.369999
"299","2014-04-02",41.810001
"300","2014-04-03",41.880001
"301","2014-04-04",41.119999
"302","2014-04-07",40.150002
"303","2014-04-08",39.84
"304","2014-04-09",40.669998
"305","2014-04-10",40
"306","2014-04-11",38.630001
"307","2014-04-14",38.779999
"308","2014-04-15",38.200001
"309","2014-04-16",38.689999
"310","2014-04-17",39.5
"311","2014-04-21",40.299999
"312","2014-04-22",40.459999
"313","2014-04-23",41.02
"314","2014-04-24",40.459999
"315","2014-04-25",40.59
"316","2014-04-28",40.009998
"317","2014-04-29",40.099998
"318","2014-04-30",40.779999
"319","2014-05-01",40.939999
"320","2014-05-02",40.93
"321","2014-05-05",39.970001
"322","2014-05-06",39.470001
"323","2014-05-07",39.540001
"324","2014-05-08",38.970001
"325","2014-05-09",39.130001
"326","2014-05-12",39.580002
"327","2014-05-13",39.400002
"328","2014-05-14",38.68
"329","2014-05-15",39.27
"330","2014-05-16",39.400002
"331","2014-05-19",39.59
"332","2014-05-20",39.32
"333","2014-05-21",39.459999
"334","2014-05-22",39.470001
"335","2014-05-23",39.369999
"336","2014-05-27",39.48
"337","2014-05-28",39.130001
"338","2014-05-29",39.060001
"339","2014-05-30",38.98
"340","2014-06-02",38.57
"341","2014-06-03",39.119999
"342","2014-06-04",39.740002
"343","2014-06-05",40.630001
"344","2014-06-06",41.16
"345","2014-06-09",41.279999
"346","2014-06-10",41.59
"347","2014-06-11",41.41
"348","2014-06-12",41.330002
"349","2014-06-13",41.139999
"350","2014-06-16",42.869999
"351","2014-06-17",42.720001
"352","2014-06-18",42.900002
"353","2014-06-19",42.52
"354","2014-06-20",42.700001
"355","2014-06-23",42.889999
"356","2014-06-24",42.959999
"357","2014-06-25",43.25
"358","2014-06-26",43.459999
"359","2014-06-27",43.490002
"360","2014-06-30",42.939999
"361","2014-07-01",43.18
"362","2014-07-02",42.16
"363","2014-07-03",42.380001
"364","2014-07-07",42.099998
"365","2014-07-08",41.650002
"366","2014-07-09",42.130001
"367","2014-07-10",42
"368","2014-07-11",42.110001
"369","2014-07-14",42.439999
"370","2014-07-15",42.009998
"371","2014-07-16",42.009998
"372","2014-07-17",41.240002
"373","2014-07-18",42.68
"374","2014-07-21",42.310001
"375","2014-07-22",43
"376","2014-07-23",42.349998
"377","2014-07-24",42.080002
"378","2014-07-25",42.740002
"379","2014-07-28",42.75
"380","2014-07-29",43.139999
"381","2014-07-30",42.560001
"382","2014-07-31",41.57
"383","2014-08-01",41.369999
"384","2014-08-04",41.68
"385","2014-08-05",41.790001
"386","2014-08-06",41.68
"387","2014-08-07",41.049999
"388","2014-08-08",40.75
"389","2014-08-11",40.990002
"390","2014-08-12",40.919998
"391","2014-08-13",41.959999
"392","2014-08-14",42.189999
"393","2014-08-15",42.080002
"394","2014-08-18",42.75
"395","2014-08-19",42.68
"396","2014-08-20",42.200001
"397","2014-08-21",42.169998
"398","2014-08-22",42.139999
"399","2014-08-25",41.630001
"400","2014-08-26",41.900002
"401","2014-08-27",41.09
"402","2014-08-28",40.560001
"403","2014-08-29",40.669998
"404","2014-09-02",40.490002
"405","2014-09-03",40.34
"406","2014-09-04",40.200001
"407","2014-09-05",40.189999
"408","2014-09-08",40.310001
"409","2014-09-09",40.66
"410","2014-09-10",41.029999
"411","2014-09-11",41.400002
"412","2014-09-12",41.220001
"413","2014-09-15",40.970001
"414","2014-09-16",41.200001
"415","2014-09-17",41.509998
"416","2014-09-18",42.150002
"417","2014-09-19",42.119999
"418","2014-09-22",41.82
"419","2014-09-23",41.700001
"420","2014-09-24",42.23
"421","2014-09-25",41.66
"422","2014-09-26",42.57
"423","2014-09-29",42.34
"424","2014-09-30",42.060001
"425","2014-10-01",41.240002
"426","2014-10-02",41.990002
"427","2014-10-03",42.189999
"428","2014-10-06",42.029999
"429","2014-10-07",41.810001
"430","2014-10-08",42.029999
"431","2014-10-09",41.880001
"432","2014-10-10",41.380001
"433","2014-10-13",41.060001
"434","2014-10-14",41.599998
"435","2014-10-15",41.970001
"436","2014-10-16",42.57
"437","2014-10-17",42.419998
"438","2014-10-20",42.459999
"439","2014-10-21",43.259998
"440","2014-10-22",42.849998
"441","2014-10-23",42.700001
"442","2014-10-24",43.279999
"443","2014-10-27",42.919998
"444","2014-10-28",44.169998
"445","2014-10-29",43.959999
"446","2014-10-30",44.400002
"447","2014-10-31",44.560001
"448","2014-11-03",44.25
"449","2014-11-04",44.779999
"450","2014-11-05",43.68
"451","2014-11-06",43.049999
"452","2014-11-07",43.43
"453","2014-11-10",44.41
"454","2014-11-11",43.919998
"455","2014-11-12",44.009998
"456","2014-11-13",43.48
"457","2014-11-14",43.59
"458","2014-11-17",43.599998
"459","2014-11-18",44.040001
"460","2014-11-19",43.93
"461","2014-11-20",44.189999
"462","2014-11-21",44.080002
"463","2014-11-24",44.470001
"464","2014-11-25",44.630001
"465","2014-11-26",44.919998
"466","2014-11-28",44.700001
"467","2014-12-01",44.23
"468","2014-12-02",44.810001
"469","2014-12-03",45.099998
"470","2014-12-04",44.860001
"471","2014-12-05",45.220001
"472","2014-12-08",44.889999
"473","2014-12-09",45.59
"474","2014-12-10",45.709999
"475","2014-12-11",45.09
"476","2014-12-12",44.900002
"477","2014-12-15",44.849998
"478","2014-12-16",45.009998
"479","2014-12-17",45.66
"480","2014-12-18",46.169998
"481","2014-12-19",46.52
"482","2014-12-22",46.630001
"483","2014-12-23",46.939999
"484","2014-12-24",47.139999
"485","2014-12-26",47.09
"486","2014-12-29",46.93
"487","2014-12-30",46.630001
"488","2014-12-31",47.009998
"489","2015-01-02",45.389999
"490","2015-01-05",44.220001
"491","2015-01-06",44.619999
"492","2015-01-07",46.619999
"493","2015-01-08",47.369999
"494","2015-01-09",46.740002
"495","2015-01-12",47.349998
"496","2015-01-13",47.490002
"497","2015-01-14",47.889999
"498","2015-01-15",48.200001
"499","2015-01-16",48.150002
"500","2015-01-20",48.5
"501","2015-01-21",47.93
"502","2015-01-22",48.77
"503","2015-01-23",48.52
"504","2015-01-26",49.700001
"505","2015-01-27",49.029999
"506","2015-01-28",48.57
"507","2015-01-29",49.16
"508","2015-01-30",48.549999
"509","2015-02-02",48.740002
"510","2015-02-03",49.860001
"511","2015-02-04",49.400002
"512","2015-02-05",50.009998
"513","2015-02-06",49.349998
"514","2015-02-09",48.919998
"515","2015-02-10",49.18
"516","2015-02-11",49.419998
"517","2015-02-12",49.040001
"518","2015-02-13",50.189999
"519","2015-02-17",49.240002
"520","2015-02-18",49.91
"521","2015-02-19",50.779999
"522","2015-02-20",50.5
"523","2015-02-23",50.650002
"524","2015-02-24",50.52
"525","2015-02-25",50.5
"526","2015-02-26",50.73
"527","2015-02-27",50.700001
