"","date","TJX"
"212","2007-11-02",6.9425
"213","2007-11-05",6.8575
"214","2007-11-06",6.8675
"215","2007-11-07",6.8225
"216","2007-11-08",7.13
"217","2007-11-09",7.115
"218","2007-11-12",7.33
"219","2007-11-13",7.605
"220","2007-11-14",7.3125
"221","2007-11-15",7.32
"222","2007-11-16",7.335
"223","2007-11-19",7.045
"224","2007-11-20",7.14
"225","2007-11-21",7.0725
"226","2007-11-23",7.13
"227","2007-11-26",6.8225
"228","2007-11-27",6.84
"229","2007-11-28",7.1475
"230","2007-11-29",7.02
"231","2007-11-30",7.335
"232","2007-12-03",7.1575
"233","2007-12-04",7.25
"234","2007-12-05",7.25
"235","2007-12-06",7.5025
"236","2007-12-07",7.71
"237","2007-12-10",7.7225
"238","2007-12-11",7.465
"239","2007-12-12",7.5525
"240","2007-12-13",7.4275
"241","2007-12-14",7.225
"242","2007-12-17",7.2275
"243","2007-12-18",7.355
"244","2007-12-19",7.135
"245","2007-12-20",7.2225
"246","2007-12-21",7.34
"247","2007-12-24",7.405
"248","2007-12-26",7.265
"249","2007-12-27",7.1775
"250","2007-12-28",7.135
"251","2007-12-31",7.1825
"252","2008-01-02",7.01
"253","2008-01-03",6.9725
"254","2008-01-04",6.815
"255","2008-01-07",6.8725
"256","2008-01-08",6.6475
"257","2008-01-09",6.655
"258","2008-01-10",7.1125
"259","2008-01-11",7.0675
"260","2008-01-14",7.16
"261","2008-01-15",7.085
"262","2008-01-16",7.155
"263","2008-01-17",7.26
"264","2008-01-18",7.22
"265","2008-01-22",7.4275
"266","2008-01-23",7.9375
"267","2008-01-24",7.76
"268","2008-01-25",7.555
"269","2008-01-28",7.8475
"270","2008-01-29",7.95
"271","2008-01-30",7.81
"272","2008-01-31",7.9025
"273","2008-02-01",8.025
"274","2008-02-04",7.86
"275","2008-02-05",7.78
"276","2008-02-06",7.72
"277","2008-02-07",7.8175
"278","2008-02-08",7.585
"279","2008-02-11",7.725
"280","2008-02-12",7.6675
"281","2008-02-13",7.75
"282","2008-02-14",7.4775
"283","2008-02-15",7.51
"284","2008-02-19",7.4325
"285","2008-02-20",7.795
"286","2008-02-21",7.79
"287","2008-02-22",8.1175
"288","2008-02-25",8.2075
"289","2008-02-26",8.3275
"290","2008-02-27",8.2175
"291","2008-02-28",8.155
"292","2008-02-29",8
"293","2008-03-03",8.17
"294","2008-03-04",8.31
"295","2008-03-05",8.265
"296","2008-03-06",7.865
"297","2008-03-07",7.8125
"298","2008-03-10",7.78
"299","2008-03-11",8.16
"300","2008-03-12",8.13
"301","2008-03-13",8.0975
"302","2008-03-14",8.065
"303","2008-03-17",7.9725
"304","2008-03-18",8.2575
"305","2008-03-19",8.0825
"306","2008-03-20",8.4825
"307","2008-03-24",8.5975
"308","2008-03-25",8.6125
"309","2008-03-26",8.39
"310","2008-03-27",8.3175
"311","2008-03-28",8.1675
"312","2008-03-31",8.2675
"313","2008-04-01",8.51
"314","2008-04-02",8.61
"315","2008-04-03",8.5175
"316","2008-04-04",8.29
"317","2008-04-07",8.035
"318","2008-04-08",8.0725
"319","2008-04-09",8.02
"320","2008-04-10",7.72
"321","2008-04-11",7.5175
"322","2008-04-14",7.7075
"323","2008-04-15",7.6725
"324","2008-04-16",7.81
"325","2008-04-17",7.7975
"326","2008-04-18",8.01
"327","2008-04-21",7.9625
"328","2008-04-22",7.8725
"329","2008-04-23",7.92
"330","2008-04-24",7.99
"331","2008-04-25",8.235
"332","2008-04-28",8.225
"333","2008-04-29",8.32
"334","2008-04-30",8.055
"335","2008-05-01",8.25
"336","2008-05-02",8.0325
"337","2008-05-05",7.8625
"338","2008-05-06",8.01
"339","2008-05-07",7.9375
"340","2008-05-08",7.75
"341","2008-05-09",7.76
"342","2008-05-12",8.035
"343","2008-05-13",7.6625
"344","2008-05-14",7.85
"345","2008-05-15",8.01
"346","2008-05-16",7.9575
"347","2008-05-19",7.9275
"348","2008-05-20",7.845
"349","2008-05-21",7.76
"350","2008-05-22",7.835
"351","2008-05-23",7.805
"352","2008-05-27",7.92
"353","2008-05-28",7.94
"354","2008-05-29",8.045
"355","2008-05-30",8.015
"356","2008-06-02",7.895
"357","2008-06-03",8.01
"358","2008-06-04",8.0575
"359","2008-06-05",8.2375
"360","2008-06-06",7.9025
"361","2008-06-09",7.855
"362","2008-06-10",8.0725
"363","2008-06-11",7.82
"364","2008-06-12",8.0875
"365","2008-06-13",8.2675
"366","2008-06-16",8.3525
"367","2008-06-17",8.135
"368","2008-06-18",8.06
"369","2008-06-19",8.275
"370","2008-06-20",8.1175
"371","2008-06-23",8.0025
"372","2008-06-24",7.9375
"373","2008-06-25",8.135
"374","2008-06-26",7.98
"375","2008-06-27",7.9625
"376","2008-06-30",7.8675
"377","2008-07-01",7.98
"378","2008-07-02",7.8075
"379","2008-07-03",7.8075
"380","2008-07-07",7.7825
"381","2008-07-08",8.115
"382","2008-07-09",7.9075
"383","2008-07-10",7.91
"384","2008-07-11",7.8375
"385","2008-07-14",8.0725
"386","2008-07-15",8.155
"387","2008-07-16",8.5375
"388","2008-07-17",8.8175
"389","2008-07-18",8.635
"390","2008-07-21",8.53
"391","2008-07-22",8.75
"392","2008-07-23",8.5
"393","2008-07-24",8.21
"394","2008-07-25",8.1175
"395","2008-07-28",8.145
"396","2008-07-29",8.5075
"397","2008-07-30",8.5375
"398","2008-07-31",8.4275
"399","2008-08-01",8.5175
"400","2008-08-04",8.3725
"401","2008-08-05",8.845
"402","2008-08-06",8.6175
"403","2008-08-07",8.755
"404","2008-08-08",9.2175
"405","2008-08-11",9.25
"406","2008-08-12",9.0425
"407","2008-08-13",8.9475
"408","2008-08-14",9.0125
"409","2008-08-15",8.99
"410","2008-08-18",8.8975
"411","2008-08-19",8.6925
"412","2008-08-20",8.7175
"413","2008-08-21",8.8
"414","2008-08-22",8.9975
"415","2008-08-25",8.8875
"416","2008-08-26",8.9075
"417","2008-08-27",8.9625
"418","2008-08-28",9.135
"419","2008-08-29",9.06
"420","2008-09-02",9.0825
"421","2008-09-03",9.1975
"422","2008-09-04",8.5175
"423","2008-09-05",8.5925
"424","2008-09-08",8.7575
"425","2008-09-09",8.5475
"426","2008-09-10",8.6325
"427","2008-09-11",8.7575
"428","2008-09-12",8.5
"429","2008-09-15",8.31
"430","2008-09-16",8.555
"431","2008-09-17",8.0725
"432","2008-09-18",8.2325
"433","2008-09-19",8.1375
"434","2008-09-22",7.85
"435","2008-09-23",7.96
"436","2008-09-24",7.795
"437","2008-09-25",7.935
"438","2008-09-26",7.99
"439","2008-09-29",7.5625
"440","2008-09-30",7.63
"441","2008-10-01",7.655
"442","2008-10-02",7.36
"443","2008-10-03",7.4675
"444","2008-10-06",7.35
"445","2008-10-07",6.9575
"446","2008-10-08",6.9025
"447","2008-10-09",6.2875
"448","2008-10-10",6.4125
"449","2008-10-13",6.75
"450","2008-10-14",6.78
"451","2008-10-15",6.4625
"452","2008-10-16",6.8975
"453","2008-10-17",6.745
"454","2008-10-20",6.8875
"455","2008-10-21",6.6975
"456","2008-10-22",6.2825
"457","2008-10-23",6.14
"458","2008-10-24",5.9075
"459","2008-10-27",5.7725
"460","2008-10-28",6.345
"461","2008-10-29",6.6475
"462","2008-10-30",6.675
"463","2008-10-31",6.69
"464","2008-11-03",6.5
"465","2008-11-04",6.595
"466","2008-11-05",6.4975
"467","2008-11-06",6.0025
"468","2008-11-07",6.0475
"469","2008-11-10",5.925
"470","2008-11-11",5.8625
"471","2008-11-12",5.4375
"472","2008-11-13",5.6525
"473","2008-11-14",5.33
"474","2008-11-17",5.155
"475","2008-11-18",5.0125
"476","2008-11-19",4.605
"477","2008-11-20",4.6175
"478","2008-11-21",4.985
"479","2008-11-24",5.2825
"480","2008-11-25",5.3125
"481","2008-11-26",5.675
"482","2008-11-28",5.705
"483","2008-12-01",5.0725
"484","2008-12-02",5.0775
"485","2008-12-03",5.235
"486","2008-12-04",4.8225
"487","2008-12-05",5.02
"488","2008-12-08",5.285
"489","2008-12-09",5.0175
"490","2008-12-10",5.12
"491","2008-12-11",4.94
"492","2008-12-12",4.95
"493","2008-12-15",4.93
"494","2008-12-16",5.1
"495","2008-12-17",5.235
"496","2008-12-18",5.1625
"497","2008-12-19",5.1625
"498","2008-12-22",4.9575
"499","2008-12-23",4.88
"500","2008-12-24",4.95
"501","2008-12-26",5.01
"502","2008-12-29",4.935
"503","2008-12-30",5.01
"504","2008-12-31",5.1425
"505","2009-01-02",5.3875
"506","2009-01-05",5.3475
"507","2009-01-06",5.4275
"508","2009-01-07",5.4275
"509","2009-01-08",5.3725
"510","2009-01-09",5.2
"511","2009-01-12",5.16
"512","2009-01-13",5.0825
"513","2009-01-14",4.895
"514","2009-01-15",5.05
"515","2009-01-16",5.1625
"516","2009-01-20",4.8825
"517","2009-01-21",4.99
"518","2009-01-22",5.0525
"519","2009-01-23",4.98
"520","2009-01-26",5.0575
"521","2009-01-27",5.065
"522","2009-01-28",5.2175
"523","2009-01-29",5.0125
"524","2009-01-30",4.855
"525","2009-02-02",4.8675
"526","2009-02-03",4.9525
"527","2009-02-04",4.98
"528","2009-02-05",5.515
"529","2009-02-06",5.705
"530","2009-02-09",5.625
"531","2009-02-10",5.4325
"532","2009-02-11",5.4575
"533","2009-02-12",5.485
"534","2009-02-13",5.41
"535","2009-02-17",5.3575
"536","2009-02-18",5.3425
"537","2009-02-19",5.3375
"538","2009-02-20",5.325
"539","2009-02-23",5.1975
"540","2009-02-24",5.385
"541","2009-02-25",5.78
"542","2009-02-26",5.62
"543","2009-02-27",5.5675
"544","2009-03-02",5.5
"545","2009-03-03",5.3575
"546","2009-03-04",5.4225
"547","2009-03-05",5.3775
"548","2009-03-06",5.3725
"549","2009-03-09",5.4275
"550","2009-03-10",5.795
"551","2009-03-11",5.9375
"552","2009-03-12",6.1475
"553","2009-03-13",6.21
"554","2009-03-16",5.995
"555","2009-03-17",6.1575
"556","2009-03-18",6.315
"557","2009-03-19",6.2775
"558","2009-03-20",6.1675
"559","2009-03-23",6.37
"560","2009-03-24",6.485
"561","2009-03-25",6.45
"562","2009-03-26",6.7425
"563","2009-03-27",6.635
"564","2009-03-30",6.435
"565","2009-03-31",6.41
"566","2009-04-01",6.405
"567","2009-04-02",6.535
"568","2009-04-03",6.67
"569","2009-04-06",6.485
"570","2009-04-07",6.4375
"571","2009-04-08",6.675
"572","2009-04-09",6.895
"573","2009-04-13",6.8225
"574","2009-04-14",6.73
"575","2009-04-15",6.7575
"576","2009-04-16",6.91
"577","2009-04-17",7.085
"578","2009-04-20",6.8275
"579","2009-04-21",7.03
"580","2009-04-22",6.9475
"581","2009-04-23",6.885
"582","2009-04-24",7.0325
"583","2009-04-27",6.75
"584","2009-04-28",6.9875
"585","2009-04-29",6.915
"586","2009-04-30",6.9925
"587","2009-05-01",6.9675
"588","2009-05-04",7.255
"589","2009-05-05",7.265
"590","2009-05-06",7.13
"591","2009-05-07",7.1625
"592","2009-05-08",7.015
"593","2009-05-11",6.9625
"594","2009-05-12",7.0575
"595","2009-05-13",6.9
"596","2009-05-14",6.7125
"597","2009-05-15",6.71
"598","2009-05-18",6.985
"599","2009-05-19",7.2575
"600","2009-05-20",7.0775
"601","2009-05-21",7.0525
"602","2009-05-22",7.07
"603","2009-05-26",7.35
"604","2009-05-27",7.3025
"605","2009-05-28",7.2075
"606","2009-05-29",7.3775
"607","2009-06-01",7.68
"608","2009-06-02",7.665
"609","2009-06-03",7.6825
"610","2009-06-04",7.6125
"611","2009-06-05",7.63
"612","2009-06-08",7.7
"613","2009-06-09",7.7475
"614","2009-06-10",7.625
"615","2009-06-11",7.4875
"616","2009-06-12",7.6825
"617","2009-06-15",7.595
"618","2009-06-16",7.4325
"619","2009-06-17",7.705
"620","2009-06-18",7.665
"621","2009-06-19",7.7125
"622","2009-06-22",7.695
"623","2009-06-23",7.57
"624","2009-06-24",7.5575
"625","2009-06-25",7.9525
"626","2009-06-26",7.835
"627","2009-06-29",7.8425
"628","2009-06-30",7.865
"629","2009-07-01",7.8175
"630","2009-07-02",7.45
"631","2009-07-06",7.725
"632","2009-07-07",7.57
"633","2009-07-08",7.775
"634","2009-07-09",8.025
"635","2009-07-10",7.97
"636","2009-07-13",8.25
"637","2009-07-14",8.445
"638","2009-07-15",8.585
"639","2009-07-16",8.85
"640","2009-07-17",8.8
"641","2009-07-20",8.9025
"642","2009-07-21",8.8425
"643","2009-07-22",8.8175
"644","2009-07-23",8.97
"645","2009-07-24",8.97
"646","2009-07-27",8.975
"647","2009-07-28",9.0625
"648","2009-07-29",9.0925
"649","2009-07-30",9.155
"650","2009-07-31",9.0575
"651","2009-08-03",9.135
"652","2009-08-04",8.94
"653","2009-08-05",9.0725
"654","2009-08-06",8.71
"655","2009-08-07",8.87
"656","2009-08-10",8.7925
"657","2009-08-11",8.7725
"658","2009-08-12",8.97
"659","2009-08-13",8.84
"660","2009-08-14",8.7725
"661","2009-08-17",8.845
"662","2009-08-18",8.5825
"663","2009-08-19",8.7525
"664","2009-08-20",8.9075
"665","2009-08-21",8.965
"666","2009-08-24",8.845
"667","2009-08-25",9.16
"668","2009-08-26",9.15
"669","2009-08-27",9.3
"670","2009-08-28",9.1325
"671","2009-08-31",8.9875
"672","2009-09-01",8.835
"673","2009-09-02",8.7075
"674","2009-09-03",8.9375
"675","2009-09-04",9.0475
"676","2009-09-08",9.025
"677","2009-09-09",9.11
"678","2009-09-10",9.065
"679","2009-09-11",9.1575
"680","2009-09-14",9.2425
"681","2009-09-15",9.3175
"682","2009-09-16",9.475
"683","2009-09-17",9.435
"684","2009-09-18",9.51
"685","2009-09-21",9.52
"686","2009-09-22",9.6025
"687","2009-09-23",9.405
"688","2009-09-24",9.38
"689","2009-09-25",9.2125
"690","2009-09-28",9.335
"691","2009-09-29",9.25
"692","2009-09-30",9.2875
"693","2009-10-01",9.1925
"694","2009-10-02",9.07
"695","2009-10-05",9.3075
"696","2009-10-06",9.6125
"697","2009-10-07",9.5175
"698","2009-10-08",9.3975
"699","2009-10-09",9.4525
"700","2009-10-12",9.465
"701","2009-10-13",9.42
"702","2009-10-14",9.4775
"703","2009-10-15",9.525
"704","2009-10-16",9.5775
"705","2009-10-19",9.765
"706","2009-10-20",9.69
"707","2009-10-21",9.835
"708","2009-10-22",10.055
"709","2009-10-23",9.945
"710","2009-10-26",10.04
"711","2009-10-27",9.75
"712","2009-10-28",9.46
"713","2009-10-29",9.615
"714","2009-10-30",9.3375
"715","2009-11-02",9.5825
"716","2009-11-03",9.615
"717","2009-11-04",9.575
"718","2009-11-05",9.565
"719","2009-11-06",9.5825
"720","2009-11-09",9.7925
"721","2009-11-10",9.795
"722","2009-11-11",9.785
"723","2009-11-12",9.6825
"724","2009-11-13",9.745
"725","2009-11-16",9.88
"726","2009-11-17",9.7275
"727","2009-11-18",9.785
"728","2009-11-19",9.775
"729","2009-11-20",9.7
"730","2009-11-23",9.6725
"731","2009-11-24",9.6925
"732","2009-11-25",9.7675
"733","2009-11-27",9.655
"734","2009-11-30",9.595
"735","2009-12-01",9.63
"736","2009-12-02",9.5975
"737","2009-12-03",9.3275
"738","2009-12-04",9.1075
"739","2009-12-07",9.24
"740","2009-12-08",9.2025
"741","2009-12-09",9.28
"742","2009-12-10",9.4675
"743","2009-12-11",9.3475
"744","2009-12-14",9.535
"745","2009-12-15",9.48
"746","2009-12-16",9.3025
"747","2009-12-17",9.1825
"748","2009-12-18",9.195
"749","2009-12-21",9.2925
"750","2009-12-22",9.2375
"751","2009-12-23",9.2725
"752","2009-12-24",9.2
"753","2009-12-28",9.2325
"754","2009-12-29",9.2
"755","2009-12-30",9.215
"756","2009-12-31",9.1375
"757","2010-01-04",9.01
"758","2010-01-05",9.2525
"759","2010-01-06",9.29
"760","2010-01-07",9.765
"761","2010-01-08",9.6375
"762","2010-01-11",9.6225
"763","2010-01-12",9.535
"764","2010-01-13",9.5675
"765","2010-01-14",9.45
"766","2010-01-15",9.3225
"767","2010-01-19",9.47
"768","2010-01-20",9.3525
"769","2010-01-21",9.2125
"770","2010-01-22",9.185
"771","2010-01-25",9.2525
"772","2010-01-26",9.52
"773","2010-01-27",9.5975
"774","2010-01-28",9.5575
"775","2010-01-29",9.5025
"776","2010-02-01",9.625
"777","2010-02-02",9.8075
"778","2010-02-03",9.69
"779","2010-02-04",9.5375
"780","2010-02-05",9.5775
"781","2010-02-08",9.4475
"782","2010-02-09",9.4775
"783","2010-02-10",9.4025
"784","2010-02-11",9.38
"785","2010-02-12",9.3975
"786","2010-02-16",9.6175
"787","2010-02-17",9.6975
"788","2010-02-18",9.7725
"789","2010-02-19",9.7875
"790","2010-02-22",9.8425
"791","2010-02-23",9.795
"792","2010-02-24",10.1275
"793","2010-02-25",10.435
"794","2010-02-26",10.4075
"795","2010-03-01",10.4175
"796","2010-03-02",10.27
"797","2010-03-03",10.29
"798","2010-03-04",10.26
"799","2010-03-05",10.3825
"800","2010-03-08",10.385
"801","2010-03-09",10.415
"802","2010-03-10",10.4675
"803","2010-03-11",10.4425
"804","2010-03-12",10.5325
"805","2010-03-15",10.7175
"806","2010-03-16",10.8075
"807","2010-03-17",10.775
"808","2010-03-18",10.79
"809","2010-03-19",10.745
"810","2010-03-22",10.905
"811","2010-03-23",10.8825
"812","2010-03-24",10.8075
"813","2010-03-25",10.88
"814","2010-03-26",10.8325
"815","2010-03-29",10.82
"816","2010-03-30",10.8
"817","2010-03-31",10.63
"818","2010-04-01",10.6775
"819","2010-04-05",11.0875
"820","2010-04-06",11.175
"821","2010-04-07",11.155
"822","2010-04-08",11.205
"823","2010-04-09",11.2075
"824","2010-04-12",11.4025
"825","2010-04-13",11.5375
"826","2010-04-14",11.585
"827","2010-04-15",11.5625
"828","2010-04-16",11.42
"829","2010-04-19",11.3725
"830","2010-04-20",11.4975
"831","2010-04-21",11.715
"832","2010-04-22",11.9225
"833","2010-04-23",12.0025
"834","2010-04-26",11.9725
"835","2010-04-27",11.75
"836","2010-04-28",11.675
"837","2010-04-29",11.8175
"838","2010-04-30",11.585
"839","2010-05-03",11.785
"840","2010-05-04",11.4175
"841","2010-05-05",11.58
"842","2010-05-06",11.1575
"843","2010-05-07",10.9175
"844","2010-05-10",11.44
"845","2010-05-11",11.435
"846","2010-05-12",11.625
"847","2010-05-13",11.34
"848","2010-05-14",11.3125
"849","2010-05-17",11.3125
"850","2010-05-18",10.92
"851","2010-05-19",10.7975
"852","2010-05-20",10.86
"853","2010-05-21",10.995
"854","2010-05-24",10.9875
"855","2010-05-25",11.3375
"856","2010-05-26",11.125
"857","2010-05-27",11.5025
"858","2010-05-28",11.365
"859","2010-06-01",11.3175
"860","2010-06-02",11.53
"861","2010-06-03",11.575
"862","2010-06-04",11.1225
"863","2010-06-07",10.9925
"864","2010-06-08",11.1925
"865","2010-06-09",11.255
"866","2010-06-10",11.555
"867","2010-06-11",11.5125
"868","2010-06-14",11.52
"869","2010-06-15",11.655
"870","2010-06-16",11.575
"871","2010-06-17",11.475
"872","2010-06-18",11.49
"873","2010-06-21",11.27
"874","2010-06-22",11.12
"875","2010-06-23",11.1775
"876","2010-06-24",11.035
"877","2010-06-25",10.785
"878","2010-06-28",10.805
"879","2010-06-29",10.5075
"880","2010-06-30",10.4875
"881","2010-07-01",10.7275
"882","2010-07-02",10.5925
"883","2010-07-06",10.605
"884","2010-07-07",10.8775
"885","2010-07-08",10.3825
"886","2010-07-09",10.43
"887","2010-07-12",10.4975
"888","2010-07-13",10.6925
"889","2010-07-14",10.6175
"890","2010-07-15",10.72
"891","2010-07-16",10.31
"892","2010-07-19",10.35
"893","2010-07-20",10.51
"894","2010-07-21",10.4275
"895","2010-07-22",10.5625
"896","2010-07-23",10.72
"897","2010-07-26",10.74
"898","2010-07-27",10.565
"899","2010-07-28",10.4075
"900","2010-07-29",10.2325
"901","2010-07-30",10.38
"902","2010-08-02",10.4975
"903","2010-08-03",10.255
"904","2010-08-04",10.285
"905","2010-08-05",10.5
"906","2010-08-06",10.42
"907","2010-08-09",10.745
"908","2010-08-10",10.67
"909","2010-08-11",10.45
"910","2010-08-12",10.435
"911","2010-08-13",10.225
"912","2010-08-16",10.3425
"913","2010-08-17",10.445
"914","2010-08-18",10.5225
"915","2010-08-19",10.4825
"916","2010-08-20",10.445
"917","2010-08-23",10.355
"918","2010-08-24",10.185
"919","2010-08-25",10.2725
"920","2010-08-26",10.14
"921","2010-08-27",10.2825
"922","2010-08-30",10.1
"923","2010-08-31",9.9225
"924","2010-09-01",10.2225
"925","2010-09-02",10.3625
"926","2010-09-03",10.4725
"927","2010-09-07",10.235
"928","2010-09-08",10.315
"929","2010-09-09",10.2825
"930","2010-09-10",10.2775
"931","2010-09-13",10.3075
"932","2010-09-14",10.555
"933","2010-09-15",10.6325
"934","2010-09-16",10.6975
"935","2010-09-17",10.7025
"936","2010-09-20",10.785
"937","2010-09-21",10.7325
"938","2010-09-22",10.8775
"939","2010-09-23",11.04
"940","2010-09-24",11.2625
"941","2010-09-27",11.2075
"942","2010-09-28",11.305
"943","2010-09-29",11.2375
"944","2010-09-30",11.1575
"945","2010-10-01",11.135
"946","2010-10-04",11.1375
"947","2010-10-05",11.1775
"948","2010-10-06",11.14
"949","2010-10-07",11.0375
"950","2010-10-08",11.1675
"951","2010-10-11",11.2475
"952","2010-10-12",11.205
"953","2010-10-13",11.11
"954","2010-10-14",11.1325
"955","2010-10-15",11.2575
"956","2010-10-18",11.3
"957","2010-10-19",11.14
"958","2010-10-20",11.24
"959","2010-10-21",11.215
"960","2010-10-22",11.215
"961","2010-10-25",11.4225
"962","2010-10-26",11.5275
"963","2010-10-27",11.57
"964","2010-10-28",11.61
"965","2010-10-29",11.4725
