"","date","HTBI"
"113","2012-12-20",13.21
"114","2012-12-21",13.25
"115","2012-12-24",13.19
"116","2012-12-26",13.24
"117","2012-12-27",13.39
"118","2012-12-28",13.31
"119","2012-12-31",13.51
"120","2013-01-02",13.69
"121","2013-01-03",13.66
"122","2013-01-04",13.67
"123","2013-01-07",13.64
"124","2013-01-08",13.79
"125","2013-01-09",13.9
"126","2013-01-10",14.12
"127","2013-01-11",13.78
"128","2013-01-14",13.83
"129","2013-01-15",14.25
"130","2013-01-16",13.81
"131","2013-01-17",13.95
"132","2013-01-18",13.88
"133","2013-01-22",13.9
"134","2013-01-23",13.89
"135","2013-01-24",13.9
"136","2013-01-25",13.95
"137","2013-01-28",14
"138","2013-01-29",14.09
"139","2013-01-30",14
"140","2013-01-31",14.45
"141","2013-02-01",14.41
"142","2013-02-04",14.21
"143","2013-02-05",14.29
"144","2013-02-06",14.31
"145","2013-02-07",14.36
"146","2013-02-08",14.39
"147","2013-02-11",14.37
"148","2013-02-12",14.44
"149","2013-02-13",14.46
"150","2013-02-14",14.52
"151","2013-02-15",15
"152","2013-02-19",14.97
"153","2013-02-20",15.13
"154","2013-02-21",15.21
"155","2013-02-22",15.38
"156","2013-02-25",15.4
"157","2013-02-26",15.47
"158","2013-02-27",15.5
"159","2013-02-28",15.45
"160","2013-03-01",15.52
"161","2013-03-04",15.73
"162","2013-03-05",15.74
"163","2013-03-06",15.69
"164","2013-03-07",15.77
"165","2013-03-08",15.99
"166","2013-03-11",15.9
"167","2013-03-12",15.66
"168","2013-03-13",15.53
"169","2013-03-14",15.66
"170","2013-03-15",15.69
"171","2013-03-18",15.66
"172","2013-03-19",15.67
"173","2013-03-20",15.82
"174","2013-03-21",15.8
"175","2013-03-22",15.88
"176","2013-03-25",15.9
"177","2013-03-26",15.92
"178","2013-03-27",15.88
"179","2013-03-28",15.8
"180","2013-04-01",15.81
"181","2013-04-02",15.81
"182","2013-04-03",15.8
"183","2013-04-04",15.93
"184","2013-04-05",15.97
"185","2013-04-08",15.89
"186","2013-04-09",15.8
"187","2013-04-10",15.96
"188","2013-04-11",15.86
"189","2013-04-12",15.93
"190","2013-04-15",15.8
"191","2013-04-16",15.85
"192","2013-04-17",15.56
"193","2013-04-18",15.48
"194","2013-04-19",15.48
"195","2013-04-22",15.46
"196","2013-04-23",15.71
"197","2013-04-24",15.76
"198","2013-04-25",15.85
"199","2013-04-26",15.77
"200","2013-04-29",15.77
"201","2013-04-30",15.95
"202","2013-05-01",15.71
"203","2013-05-02",15.92
"204","2013-05-03",15.99
"205","2013-05-06",16.200001
"206","2013-05-07",16.18
"207","2013-05-08",16.389999
"208","2013-05-09",16.299999
"209","2013-05-10",16.16
"210","2013-05-13",16.030001
"211","2013-05-14",16.02
"212","2013-05-15",16.07
"213","2013-05-16",16.190001
"214","2013-05-17",16.219999
"215","2013-05-20",16.27
"216","2013-05-21",16.209999
"217","2013-05-22",16.16
"218","2013-05-23",16.27
"219","2013-05-24",16.4
"220","2013-05-28",16.280001
"221","2013-05-29",16.24
"222","2013-05-30",16.5
"223","2013-05-31",16.25
"224","2013-06-03",16.92
"225","2013-06-04",16.290001
"226","2013-06-05",16.120001
"227","2013-06-06",16.549999
"228","2013-06-07",16.34
"229","2013-06-10",16.360001
"230","2013-06-11",16.15
"231","2013-06-12",16.24
"232","2013-06-13",16.5
"233","2013-06-14",16.139999
"234","2013-06-17",16.17
"235","2013-06-18",16.450001
"236","2013-06-19",16.059999
"237","2013-06-20",15.91
"238","2013-06-21",16.02
"239","2013-06-24",15.85
"240","2013-06-25",15.89
"241","2013-06-26",15.97
"242","2013-06-27",16.200001
"243","2013-06-28",16.959999
"244","2013-07-01",16.700001
"245","2013-07-02",16.65
"246","2013-07-03",16.780001
"247","2013-07-05",17
"248","2013-07-08",16.92
"249","2013-07-09",16.91
"250","2013-07-10",16.82
"251","2013-07-11",16.92
"252","2013-07-12",16.6
"253","2013-07-15",16.6
"254","2013-07-16",16.629999
"255","2013-07-17",16.639999
"256","2013-07-18",16.57
"257","2013-07-19",16.549999
"258","2013-07-22",16.559999
"259","2013-07-23",16.530001
"260","2013-07-24",16.700001
"261","2013-07-25",16.91
"262","2013-07-26",16.780001
"263","2013-07-29",16.280001
"264","2013-07-30",16.219999
"265","2013-07-31",16.23
"266","2013-08-01",16.32
"267","2013-08-02",16.209999
"268","2013-08-05",16.23
"269","2013-08-06",16.290001
"270","2013-08-07",16.24
"271","2013-08-08",16.309999
"272","2013-08-09",16.15
"273","2013-08-12",16.09
"274","2013-08-13",16.18
"275","2013-08-14",16.209999
"276","2013-08-15",16
"277","2013-08-16",16
"278","2013-08-19",16.040001
"279","2013-08-20",16.299999
"280","2013-08-21",16.16
"281","2013-08-22",16.290001
"282","2013-08-23",16.48
"283","2013-08-26",16.6
"284","2013-08-27",16.17
"285","2013-08-28",16.290001
"286","2013-08-29",16.35
"287","2013-08-30",16.35
"288","2013-09-03",16.370001
"289","2013-09-04",16.35
"290","2013-09-05",16.360001
"291","2013-09-06",16.389999
"292","2013-09-09",16.389999
"293","2013-09-10",16.389999
"294","2013-09-11",16.360001
"295","2013-09-12",16.35
"296","2013-09-13",16.389999
"297","2013-09-16",16.440001
"298","2013-09-17",16.540001
"299","2013-09-18",16.51
"300","2013-09-19",16.450001
"301","2013-09-20",16.379999
"302","2013-09-23",16.469999
"303","2013-09-24",16.540001
"304","2013-09-25",16.52
"305","2013-09-26",16.49
"306","2013-09-27",16.379999
"307","2013-09-30",16.5
"308","2013-10-01",16.450001
"309","2013-10-02",16.370001
"310","2013-10-03",16.25
"311","2013-10-04",16.440001
"312","2013-10-07",16.299999
"313","2013-10-08",16.35
"314","2013-10-09",16.139999
"315","2013-10-10",16.219999
"316","2013-10-11",16.24
"317","2013-10-14",16.200001
"318","2013-10-15",16.200001
"319","2013-10-16",16.18
"320","2013-10-17",16.15
"321","2013-10-18",16.200001
"322","2013-10-21",16.02
"323","2013-10-22",16.16
"324","2013-10-23",16.190001
"325","2013-10-24",16.309999
"326","2013-10-25",16.18
"327","2013-10-28",16.15
"328","2013-10-29",16.190001
"329","2013-10-30",16.110001
"330","2013-10-31",16.15
"331","2013-11-01",16.18
"332","2013-11-04",16.120001
"333","2013-11-05",16.1
"334","2013-11-06",16.08
"335","2013-11-07",16.1
"336","2013-11-08",16.25
"337","2013-11-11",16.1
"338","2013-11-12",16.030001
"339","2013-11-13",16.18
"340","2013-11-14",16.049999
"341","2013-11-15",16.08
"342","2013-11-18",16.040001
"343","2013-11-19",16.15
"344","2013-11-20",16.15
"345","2013-11-21",16.290001
"346","2013-11-22",16.379999
"347","2013-11-25",16.370001
"348","2013-11-26",16.450001
"349","2013-11-27",16.549999
"350","2013-11-29",16.52
"351","2013-12-02",16.5
"352","2013-12-03",16.42
"353","2013-12-04",16.27
"354","2013-12-05",16.469999
"355","2013-12-06",16.17
"356","2013-12-09",16.02
"357","2013-12-10",16.01
"358","2013-12-11",15.97
"359","2013-12-12",15.89
"360","2013-12-13",16.110001
"361","2013-12-16",16.110001
"362","2013-12-17",15.98
"363","2013-12-18",16.129999
"364","2013-12-19",15.9
"365","2013-12-20",15.98
"366","2013-12-23",16.299999
"367","2013-12-24",16.309999
"368","2013-12-26",16.17
"369","2013-12-27",16.15
"370","2013-12-30",16.040001
"371","2013-12-31",15.99
"372","2014-01-02",16.110001
"373","2014-01-03",16.02
"374","2014-01-06",15.9
"375","2014-01-07",16.030001
"376","2014-01-08",15.98
"377","2014-01-09",15.9
"378","2014-01-10",15.85
"379","2014-01-13",15.8
"380","2014-01-14",15.78
"381","2014-01-15",15.83
"382","2014-01-16",15.76
"383","2014-01-17",15.85
"384","2014-01-21",15.75
"385","2014-01-22",15.85
"386","2014-01-23",16.030001
"387","2014-01-24",16
"388","2014-01-27",15.85
"389","2014-01-28",16
"390","2014-01-29",15.84
"391","2014-01-30",15.66
"392","2014-01-31",15.81
"393","2014-02-03",15.74
"394","2014-02-04",15.68
"395","2014-02-05",15.48
"396","2014-02-06",15.44
"397","2014-02-07",15.34
"398","2014-02-10",15.26
"399","2014-02-11",15.51
"400","2014-02-12",15.5
"401","2014-02-13",15.47
"402","2014-02-14",15.55
"403","2014-02-18",15.64
"404","2014-02-19",15.55
"405","2014-02-20",15.68
"406","2014-02-21",15.67
"407","2014-02-24",15.66
"408","2014-02-25",15.68
"409","2014-02-26",15.69
"410","2014-02-27",15.61
"411","2014-02-28",15.67
"412","2014-03-03",15.67
"413","2014-03-04",15.8
"414","2014-03-05",15.74
"415","2014-03-06",15.75
"416","2014-03-07",15.78
"417","2014-03-10",15.88
"418","2014-03-11",15.82
"419","2014-03-12",15.82
"420","2014-03-13",15.76
"421","2014-03-14",15.65
"422","2014-03-17",15.73
"423","2014-03-18",15.8
"424","2014-03-19",15.77
"425","2014-03-20",15.82
"426","2014-03-21",15.86
"427","2014-03-24",15.84
"428","2014-03-25",15.89
"429","2014-03-26",15.67
"430","2014-03-27",15.6
"431","2014-03-28",15.68
"432","2014-03-31",15.78
"433","2014-04-01",15.76
"434","2014-04-02",15.81
"435","2014-04-03",15.78
"436","2014-04-04",15.76
"437","2014-04-07",15.77
"438","2014-04-08",15.87
"439","2014-04-09",16
"440","2014-04-10",16
"441","2014-04-11",15.86
"442","2014-04-14",15.76
"443","2014-04-15",15.93
"444","2014-04-16",15.86
"445","2014-04-17",15.8
"446","2014-04-21",15.76
"447","2014-04-22",15.89
"448","2014-04-23",15.72
"449","2014-04-24",15.61
"450","2014-04-25",15.32
"451","2014-04-28",15.47
"452","2014-04-29",15.3
"453","2014-04-30",15.27
"454","2014-05-01",15.26
"455","2014-05-02",15.26
"456","2014-05-05",15.15
"457","2014-05-06",15.13
"458","2014-05-07",15.26
"459","2014-05-08",15.15
"460","2014-05-09",15.31
"461","2014-05-12",15.42
"462","2014-05-13",15.31
"463","2014-05-14",15.08
"464","2014-05-15",15.14
"465","2014-05-16",15.1
"466","2014-05-19",14.87
"467","2014-05-20",15.05
"468","2014-05-21",14.94
"469","2014-05-22",15
"470","2014-05-23",15.18
"471","2014-05-27",15.4
"472","2014-05-28",15.04
"473","2014-05-29",15.22
"474","2014-05-30",15.14
"475","2014-06-02",15.3
"476","2014-06-03",15.3
"477","2014-06-04",15.3
"478","2014-06-05",15.4
"479","2014-06-06",15.38
"480","2014-06-09",15.4
"481","2014-06-10",15.4
"482","2014-06-11",15.37
"483","2014-06-12",15.33
"484","2014-06-13",15.26
"485","2014-06-16",15.4
"486","2014-06-17",15.4
"487","2014-06-18",15.47
"488","2014-06-19",15.66
"489","2014-06-20",15.67
"490","2014-06-23",15.57
"491","2014-06-24",15.42
"492","2014-06-25",15.65
"493","2014-06-26",15.59
"494","2014-06-27",15.81
"495","2014-06-30",15.77
"496","2014-07-01",15.79
"497","2014-07-02",15.74
"498","2014-07-03",15.79
"499","2014-07-07",15.74
"500","2014-07-08",15.74
"501","2014-07-09",15.72
"502","2014-07-10",15.61
"503","2014-07-11",15.59
"504","2014-07-14",15.66
"505","2014-07-15",15.7
"506","2014-07-16",15.52
"507","2014-07-17",15.49
"508","2014-07-18",15.61
"509","2014-07-21",15.49
"510","2014-07-22",15.45
"511","2014-07-23",15.45
"512","2014-07-24",15.42
"513","2014-07-25",15.4
"514","2014-07-28",15.31
"515","2014-07-29",15.24
"516","2014-07-30",15.31
"517","2014-07-31",15.21
"518","2014-08-01",15.16
"519","2014-08-04",15.05
"520","2014-08-05",15.15
"521","2014-08-06",15.18
"522","2014-08-07",15.2
"523","2014-08-08",15.16
"524","2014-08-11",15.12
"525","2014-08-12",15.05
"526","2014-08-13",15.16
"527","2014-08-14",15.06
"528","2014-08-15",15.11
"529","2014-08-18",15.2
"530","2014-08-19",15.14
"531","2014-08-20",15.06
"532","2014-08-21",15.09
"533","2014-08-22",15.2
"534","2014-08-25",15.2
"535","2014-08-26",15.22
"536","2014-08-27",15.12
"537","2014-08-28",15.03
"538","2014-08-29",15.08
"539","2014-09-02",15.15
"540","2014-09-03",15.03
"541","2014-09-04",15.1
"542","2014-09-05",15.04
"543","2014-09-08",15.1
"544","2014-09-09",15.04
"545","2014-09-10",15.01
"546","2014-09-11",14.93
"547","2014-09-12",14.88
"548","2014-09-15",14.84
"549","2014-09-16",14.82
"550","2014-09-17",14.77
"551","2014-09-18",14.8
"552","2014-09-19",14.8
"553","2014-09-22",14.72
"554","2014-09-23",14.7
"555","2014-09-24",14.62
"556","2014-09-25",14.64
"557","2014-09-26",14.68
"558","2014-09-29",14.68
"559","2014-09-30",14.61
"560","2014-10-01",14.66
"561","2014-10-02",14.7
"562","2014-10-03",14.86
"563","2014-10-06",14.86
"564","2014-10-07",14.93
"565","2014-10-08",15.13
"566","2014-10-09",14.96
"567","2014-10-10",14.95
"568","2014-10-13",15
"569","2014-10-14",15.14
"570","2014-10-15",14.95
"571","2014-10-16",14.99
"572","2014-10-17",14.94
"573","2014-10-20",15.01
"574","2014-10-21",15.06
"575","2014-10-22",15.08
"576","2014-10-23",15.02
"577","2014-10-24",15.09
"578","2014-10-27",15.13
"579","2014-10-28",15.23
"580","2014-10-29",15.45
"581","2014-10-30",15.39
"582","2014-10-31",15.45
"583","2014-11-03",15.44
"584","2014-11-04",15.43
"585","2014-11-05",15.49
"586","2014-11-06",15.49
"587","2014-11-07",15.5
"588","2014-11-10",15.5
"589","2014-11-11",15.54
"590","2014-11-12",15.58
"591","2014-11-13",15.58
"592","2014-11-14",15.57
"593","2014-11-17",15.55
"594","2014-11-18",15.46
"595","2014-11-19",15.38
"596","2014-11-20",15.47
"597","2014-11-21",15.45
"598","2014-11-24",15.67
"599","2014-11-25",15.71
"600","2014-11-26",15.8
"601","2014-11-28",15.65
"602","2014-12-01",15.48
"603","2014-12-02",15.77
"604","2014-12-03",15.78
"605","2014-12-04",15.79
"606","2014-12-05",15.88
"607","2014-12-08",15.74
"608","2014-12-09",15.97
"609","2014-12-10",15.53
"610","2014-12-11",15.53
"611","2014-12-12",15.45
"612","2014-12-15",15.59
"613","2014-12-16",15.51
"614","2014-12-17",15.9
"615","2014-12-18",16.110001
"616","2014-12-19",16.15
"617","2014-12-22",16.309999
"618","2014-12-23",16.27
"619","2014-12-24",16.209999
"620","2014-12-26",16.290001
"621","2014-12-29",16.52
"622","2014-12-30",16.5
"623","2014-12-31",16.66
"624","2015-01-02",16.25
"625","2015-01-05",16.110001
"626","2015-01-06",15.78
"627","2015-01-07",15.78
"628","2015-01-08",16.02
"629","2015-01-09",15.84
"630","2015-01-12",15.76
"631","2015-01-13",16.01
"632","2015-01-14",15.96
"633","2015-01-15",15.74
"634","2015-01-16",15.75
"635","2015-01-20",15.56
"636","2015-01-21",15.62
"637","2015-01-22",15.9
"638","2015-01-23",15.91
"639","2015-01-26",15.82
"640","2015-01-27",15.72
"641","2015-01-28",15.55
"642","2015-01-29",15.76
"643","2015-01-30",15.45
"644","2015-02-02",15.54
"645","2015-02-03",15.65
"646","2015-02-04",15.7
"647","2015-02-05",15.9
"648","2015-02-06",15.95
"649","2015-02-09",15.51
"650","2015-02-10",15.75
"651","2015-02-11",15.61
"652","2015-02-12",15.73
"653","2015-02-13",15.86
"654","2015-02-17",15.82
"655","2015-02-18",16.120001
"656","2015-02-19",16
"657","2015-02-20",16.01
"658","2015-02-23",15.9
"659","2015-02-24",15.92
"660","2015-02-25",15.82
"661","2015-02-26",15.83
"662","2015-02-27",15.78
"663","2015-03-02",15.8
"664","2015-03-03",16
"665","2015-03-04",16
"666","2015-03-05",16.02
"667","2015-03-06",15.87
"668","2015-03-09",15.82
"669","2015-03-10",15.74
"670","2015-03-11",15.56
"671","2015-03-12",16.01
"672","2015-03-13",15.86
"673","2015-03-16",15.88
"674","2015-03-17",15.99
"675","2015-03-18",15.99
"676","2015-03-19",16.01
"677","2015-03-20",16.08
"678","2015-03-23",16.08
"679","2015-03-24",16.040001
"680","2015-03-25",15.86
"681","2015-03-26",15.83
"682","2015-03-27",15.74
"683","2015-03-30",15.88
"684","2015-03-31",15.97
"685","2015-04-01",16
"686","2015-04-02",15.87
"687","2015-04-06",15.97
"688","2015-04-07",15.94
"689","2015-04-08",16.09
"690","2015-04-09",15.97
"691","2015-04-10",15.96
"692","2015-04-13",15.92
"693","2015-04-14",15.89
"694","2015-04-15",16
"695","2015-04-16",15.97
"696","2015-04-17",15.76
"697","2015-04-20",15.89
"698","2015-04-21",15.81
"699","2015-04-22",15.9
"700","2015-04-23",15.9
"701","2015-04-24",15.93
"702","2015-04-27",15.92
"703","2015-04-28",16
"704","2015-04-29",15.98
"705","2015-04-30",15.64
"706","2015-05-01",15.62
"707","2015-05-04",15.66
"708","2015-05-05",15.67
"709","2015-05-06",15.67
"710","2015-05-07",15.78
"711","2015-05-08",15.86
"712","2015-05-11",15.73
"713","2015-05-12",15.65
"714","2015-05-13",15.66
"715","2015-05-14",15.8
"716","2015-05-15",15.75
"717","2015-05-18",15.85
"718","2015-05-19",15.84
"719","2015-05-20",15.7
"720","2015-05-21",15.65
"721","2015-05-22",15.67
"722","2015-05-26",15.47
"723","2015-05-27",15.49
"724","2015-05-28",15.5
"725","2015-05-29",15.48
"726","2015-06-01",15.45
"727","2015-06-02",15.54
"728","2015-06-03",15.75
"729","2015-06-04",15.59
"730","2015-06-05",15.9
"731","2015-06-08",15.73
"732","2015-06-09",15.81
"733","2015-06-10",15.92
"734","2015-06-11",15.99
"735","2015-06-12",16.139999
"736","2015-06-15",16.1
"737","2015-06-16",16.26
"738","2015-06-17",16.32
"739","2015-06-18",16.41
"740","2015-06-19",16.85
"741","2015-06-22",16.58
"742","2015-06-23",16.709999
"743","2015-06-24",16.77
"744","2015-06-25",16.77
"745","2015-06-26",16.91
"746","2015-06-29",16.75
"747","2015-06-30",16.76
"748","2015-07-01",16.75
"749","2015-07-02",17.27
"750","2015-07-06",17.190001
"751","2015-07-07",16.98
"752","2015-07-08",16.83
"753","2015-07-09",16.85
"754","2015-07-10",17.030001
"755","2015-07-13",17.17
"756","2015-07-14",17.110001
"757","2015-07-15",17.1
"758","2015-07-16",17.110001
"759","2015-07-17",16.99
"760","2015-07-20",16.889999
"761","2015-07-21",16.799999
"762","2015-07-22",17.030001
"763","2015-07-23",16.76
"764","2015-07-24",16.84
"765","2015-07-27",16.77
"766","2015-07-28",16.75
"767","2015-07-29",16.92
"768","2015-07-30",17.01
"769","2015-07-31",17.139999
"770","2015-08-03",17.25
"771","2015-08-04",17.73
"772","2015-08-05",18.35
"773","2015-08-06",18.33
"774","2015-08-07",18.18
"775","2015-08-10",18.4
"776","2015-08-11",18.48
"777","2015-08-12",18.42
"778","2015-08-13",18.370001
"779","2015-08-14",18.5
"780","2015-08-17",18.610001
"781","2015-08-18",18.49
"782","2015-08-19",18.530001
"783","2015-08-20",18.379999
"784","2015-08-21",18.389999
"785","2015-08-24",17.85
"786","2015-08-25",17.780001
"787","2015-08-26",18.01
"788","2015-08-27",18.1
"789","2015-08-28",18.18
"790","2015-08-31",18.190001
"791","2015-09-01",17.92
"792","2015-09-02",18.08
"793","2015-09-03",18.059999
"794","2015-09-04",17.98
"795","2015-09-08",18.1
"796","2015-09-09",18.01
"797","2015-09-10",17.99
"798","2015-09-11",18.25
"799","2015-09-14",18.190001
"800","2015-09-15",18.200001
"801","2015-09-16",18.15
"802","2015-09-17",18.110001
"803","2015-09-18",18.43
"804","2015-09-21",18.440001
"805","2015-09-22",18.32
"806","2015-09-23",18.370001
"807","2015-09-24",18.549999
"808","2015-09-25",18.43
"809","2015-09-28",18.51
"810","2015-09-29",18.67
"811","2015-09-30",18.549999
"812","2015-10-01",18.610001
"813","2015-10-02",18.629999
"814","2015-10-05",18.75
"815","2015-10-06",18.74
"816","2015-10-07",18.9
"817","2015-10-08",18.889999
"818","2015-10-09",18.82
"819","2015-10-12",19.059999
"820","2015-10-13",19.09
"821","2015-10-14",18.950001
"822","2015-10-15",19.32
"823","2015-10-16",19.290001
"824","2015-10-19",19.450001
"825","2015-10-20",19.75
"826","2015-10-21",19.440001
"827","2015-10-22",19.809999
"828","2015-10-23",20.01
"829","2015-10-26",19.969999
"830","2015-10-27",19.6
"831","2015-10-28",19.99
"832","2015-10-29",19.940001
"833","2015-10-30",18.940001
"834","2015-11-02",18.709999
"835","2015-11-03",18.92
"836","2015-11-04",19.1
"837","2015-11-05",19.32
"838","2015-11-06",19.99
"839","2015-11-09",19.709999
"840","2015-11-10",19.99
"841","2015-11-11",19.85
"842","2015-11-12",19.16
"843","2015-11-13",19.190001
"844","2015-11-16",19.32
"845","2015-11-17",19.26
"846","2015-11-18",19.440001
"847","2015-11-19",19.360001
"848","2015-11-20",19.780001
"849","2015-11-23",19.98
"850","2015-11-24",19.969999
"851","2015-11-25",19.959999
"852","2015-11-27",19.98
"853","2015-11-30",19.99
"854","2015-12-01",19.99
"855","2015-12-02",19.66
"856","2015-12-03",19.5
"857","2015-12-04",19.93
"858","2015-12-07",19.530001
"859","2015-12-08",19.299999
"860","2015-12-09",19.379999
"861","2015-12-10",19.26
"862","2015-12-11",19.26
"863","2015-12-14",19.32
"864","2015-12-15",19.629999
"865","2015-12-16",19.98
"866","2015-12-17",19.959999
"867","2015-12-18",20.24
"868","2015-12-21",20.110001
"869","2015-12-22",20.17
"870","2015-12-23",20.139999
"871","2015-12-24",20.17
"872","2015-12-28",20.24
"873","2015-12-29",20.549999
"874","2015-12-30",20.309999
"875","2015-12-31",20.25
"876","2016-01-04",19.42
"877","2016-01-05",19.4
"878","2016-01-06",19.360001
"879","2016-01-07",19.299999
"880","2016-01-08",19.35
"881","2016-01-11",19.59
"882","2016-01-12",19.49
"883","2016-01-13",19.309999
"884","2016-01-14",19.290001
"885","2016-01-15",19.450001
"886","2016-01-19",19.32
"887","2016-01-20",19.219999
"888","2016-01-21",18.92
"889","2016-01-22",18.83
"890","2016-01-25",18.639999
"891","2016-01-26",18.450001
"892","2016-01-27",18.15
"893","2016-01-28",18.24
"894","2016-01-29",18.5
"895","2016-02-01",18.09
"896","2016-02-02",17.68
"897","2016-02-03",17.559999
"898","2016-02-04",17.629999
"899","2016-02-05",17.23
"900","2016-02-08",17.51
"901","2016-02-09",17.450001
"902","2016-02-10",17.49
"903","2016-02-11",17.35
"904","2016-02-12",17.52
"905","2016-02-16",17.530001
"906","2016-02-17",17.51
"907","2016-02-18",17.49
"908","2016-02-19",17.530001
"909","2016-02-22",17.6
"910","2016-02-23",17.4
"911","2016-02-24",17.379999
"912","2016-02-25",17.58
"913","2016-02-26",17.66
"914","2016-02-29",17.610001
"915","2016-03-01",17.82
"916","2016-03-02",17.780001
"917","2016-03-03",18.15
"918","2016-03-04",18.120001
"919","2016-03-07",18.17
"920","2016-03-08",18.309999
"921","2016-03-09",18.049999
"922","2016-03-10",18.33
"923","2016-03-11",18.459999
"924","2016-03-14",18.18
"925","2016-03-15",18.23
"926","2016-03-16",18.190001
"927","2016-03-17",18.469999
"928","2016-03-18",18.75
"929","2016-03-21",18.49
"930","2016-03-22",18.389999
"931","2016-03-23",18.4
"932","2016-03-24",18.360001
"933","2016-03-28",18.24
"934","2016-03-29",18.84
"935","2016-03-30",18.59
"936","2016-03-31",18.33
"937","2016-04-01",18.4
"938","2016-04-04",18.32
"939","2016-04-05",18.17
"940","2016-04-06",18.17
"941","2016-04-07",18.129999
"942","2016-04-08",18.01
"943","2016-04-11",18.48
"944","2016-04-12",18.34
"945","2016-04-13",18.93
"946","2016-04-14",18.9
"947","2016-04-15",18.92
"948","2016-04-18",18.790001
"949","2016-04-19",19.030001
"950","2016-04-20",19.030001
"951","2016-04-21",18.85
"952","2016-04-22",18.940001
"953","2016-04-25",18.719999
"954","2016-04-26",18.98
"955","2016-04-27",18.809999
"956","2016-04-28",18.59
"957","2016-04-29",18.549999
"958","2016-05-02",19.030001
"959","2016-05-03",18.41
"960","2016-05-04",18.549999
"961","2016-05-05",18.09
"962","2016-05-06",18.26
"963","2016-05-09",18.26
"964","2016-05-10",18.33
"965","2016-05-11",18.34
"966","2016-05-12",18.18
"967","2016-05-13",18.049999
"968","2016-05-16",18.18
"969","2016-05-17",18.01
"970","2016-05-18",18.360001
"971","2016-05-19",18.190001
"972","2016-05-20",18.35
"973","2016-05-23",18.190001
"974","2016-05-24",18.6
"975","2016-05-25",18.5
"976","2016-05-26",18.620001
"977","2016-05-27",18.77
"978","2016-05-31",19.059999
"979","2016-06-01",19.23
"980","2016-06-02",19.08
"981","2016-06-03",19.040001
"982","2016-06-06",19.389999
"983","2016-06-07",19.290001
"984","2016-06-08",19.67
"985","2016-06-09",19.41
"986","2016-06-10",19.190001
"987","2016-06-13",19.040001
"988","2016-06-14",19.049999
