"","date","SLDB"
"108","2018-06-29",35.630001
"109","2018-07-02",36.349998
"110","2018-07-03",39.209999
"111","2018-07-05",38.950001
"112","2018-07-06",42.259998
"113","2018-07-09",42.41
"114","2018-07-10",41.040001
"115","2018-07-11",42.200001
"116","2018-07-12",40.990002
"117","2018-07-13",42.349998
"118","2018-07-16",41.869999
"119","2018-07-17",42.990002
"120","2018-07-18",43.93
"121","2018-07-19",44.110001
"122","2018-07-20",43.110001
"123","2018-07-23",40.169998
"124","2018-07-24",39.240002
"125","2018-07-25",37.889999
"126","2018-07-26",38.75
"127","2018-07-27",38.16
"128","2018-07-30",38.400002
"129","2018-07-31",40.200001
"130","2018-08-01",40.549999
"131","2018-08-02",40.16
"132","2018-08-03",38.470001
"133","2018-08-06",37.619999
"134","2018-08-07",37.950001
"135","2018-08-08",38.990002
"136","2018-08-09",38.919998
"137","2018-08-10",38.110001
"138","2018-08-13",38.470001
"139","2018-08-14",39.02
"140","2018-08-15",38.48
"141","2018-08-16",38.810001
"142","2018-08-17",39.59
"143","2018-08-20",38.23
"144","2018-08-21",38.41
"145","2018-08-22",38.48
"146","2018-08-23",37.439999
"147","2018-08-24",38.34
"148","2018-08-27",38.970001
"149","2018-08-28",38.27
"150","2018-08-29",38.119999
"151","2018-08-30",40.049999
"152","2018-08-31",42.669998
"153","2018-09-04",44.82
"154","2018-09-05",43.970001
"155","2018-09-06",39.650002
"156","2018-09-07",39.900002
"157","2018-09-10",40.919998
"158","2018-09-11",43.419998
"159","2018-09-12",50.650002
"160","2018-09-13",47.950001
"161","2018-09-14",49.419998
"162","2018-09-17",44.75
"163","2018-09-18",49.470001
"164","2018-09-19",49.060001
"165","2018-09-20",51.700001
"166","2018-09-21",51.220001
"167","2018-09-24",49.619999
"168","2018-09-25",48.009998
"169","2018-09-26",49.209999
"170","2018-09-27",49.060001
"171","2018-09-28",47.18
"172","2018-10-01",46.34
"173","2018-10-02",42.57
"174","2018-10-03",42.560001
"175","2018-10-04",38.959999
"176","2018-10-05",38.150002
"177","2018-10-08",37.349998
"178","2018-10-09",35.310001
"179","2018-10-10",34.599998
"180","2018-10-11",34.209999
"181","2018-10-12",34.27
"182","2018-10-15",32.419998
"183","2018-10-16",35.73
"184","2018-10-17",35.419998
"185","2018-10-18",35.5
"186","2018-10-19",34.549999
"187","2018-10-22",35.25
"188","2018-10-23",34.240002
"189","2018-10-24",31.309999
"190","2018-10-25",32.759998
"191","2018-10-26",33.110001
"192","2018-10-29",30.530001
"193","2018-10-30",31.85
"194","2018-10-31",32
"195","2018-11-01",35.099998
"196","2018-11-02",36.400002
"197","2018-11-05",34.439999
"198","2018-11-06",33.209999
"199","2018-11-07",31.440001
"200","2018-11-08",32.41
"201","2018-11-09",30.34
"202","2018-11-12",28.91
"203","2018-11-13",31.940001
"204","2018-11-14",29.82
"205","2018-11-15",31.01
"206","2018-11-16",33.830002
"207","2018-11-19",33.380001
"208","2018-11-20",33.009998
"209","2018-11-21",31.809999
"210","2018-11-23",31.65
"211","2018-11-26",33.759998
"212","2018-11-27",32.169998
"213","2018-11-28",33.349998
"214","2018-11-29",31.75
"215","2018-11-30",31.18
"216","2018-12-03",30.35
"217","2018-12-04",28.49
"218","2018-12-06",28.68
"219","2018-12-07",25.690001
"220","2018-12-10",25.379999
"221","2018-12-11",23.709999
"222","2018-12-12",23.360001
"223","2018-12-13",23.58
"224","2018-12-14",23.450001
"225","2018-12-17",22.459999
"226","2018-12-18",21.32
"227","2018-12-19",22.32
"228","2018-12-20",22.98
"229","2018-12-21",23.110001
"230","2018-12-24",23.5
"231","2018-12-26",27.120001
"232","2018-12-27",26.219999
"233","2018-12-28",26.01
"234","2018-12-31",26.799999
"235","2019-01-02",28.92
"236","2019-01-03",28.450001
"237","2019-01-04",29.77
"238","2019-01-07",31.34
"239","2019-01-08",31.6
"240","2019-01-09",32.09
"241","2019-01-10",30.73
"242","2019-01-11",32.369999
"243","2019-01-14",31.07
"244","2019-01-15",29.780001
"245","2019-01-16",26.709999
"246","2019-01-17",26.610001
"247","2019-01-18",25.709999
"248","2019-01-22",25.59
"249","2019-01-23",22.93
"250","2019-01-24",23.92
"251","2019-01-25",24.809999
"252","2019-01-28",23.33
"253","2019-01-29",24.120001
"254","2019-01-30",25.440001
"255","2019-01-31",25.17
"256","2019-02-01",24.219999
"257","2019-02-04",23.59
"258","2019-02-05",23.040001
"259","2019-02-06",22.34
"260","2019-02-07",7.19
"261","2019-02-08",7.42
"262","2019-02-11",7.47
"263","2019-02-12",7.59
"264","2019-02-13",8.33
"265","2019-02-14",7.77
"266","2019-02-15",7.98
"267","2019-02-19",8.2
"268","2019-02-20",8.72
"269","2019-02-21",8.5
"270","2019-02-22",8.96
"271","2019-02-25",9.82
"272","2019-02-26",10.11
"273","2019-02-27",10.3
"274","2019-02-28",10.69
"275","2019-03-01",11.35
"276","2019-03-04",11.92
"277","2019-03-05",10.87
"278","2019-03-06",9.89
"279","2019-03-07",10.41
"280","2019-03-08",10.27
"281","2019-03-11",10.43
"282","2019-03-12",9.61
"283","2019-03-13",10.01
"284","2019-03-14",10.15
"285","2019-03-15",10.04
"286","2019-03-18",10.43
"287","2019-03-19",10.48
"288","2019-03-20",10.68
"289","2019-03-21",10.55
"290","2019-03-22",10.24
"291","2019-03-25",10.39
"292","2019-03-26",10.14
"293","2019-03-27",9.52
"294","2019-03-28",9.59
"295","2019-03-29",9.2
"296","2019-04-01",9.3
"297","2019-04-02",9.61
"298","2019-04-03",9.56
"299","2019-04-04",9.46
"300","2019-04-05",9.55
"301","2019-04-08",9.6
"302","2019-04-09",9.16
"303","2019-04-10",9.26
"304","2019-04-11",9.05
"305","2019-04-12",9.02
"306","2019-04-15",8.82
"307","2019-04-16",8.91
"308","2019-04-17",8.8
"309","2019-04-18",9.21
"310","2019-04-22",9.01
"311","2019-04-23",9.26
"312","2019-04-24",9.36
"313","2019-04-25",9.45
"314","2019-04-26",9.54
"315","2019-04-29",9.3
"316","2019-04-30",9.08
"317","2019-05-01",9.51
"318","2019-05-02",9.54
"319","2019-05-03",9.84
"320","2019-05-06",9.76
"321","2019-05-07",9.7
"322","2019-05-08",10.13
"323","2019-05-09",9.72
"324","2019-05-10",9.18
"325","2019-05-13",8.85
"326","2019-05-14",6.32
"327","2019-05-15",5.91
"328","2019-05-16",6.18
"329","2019-05-17",6.04
"330","2019-05-20",5.81
"331","2019-05-21",6.09
"332","2019-05-22",5.93
"333","2019-05-23",5.73
"334","2019-05-24",5.52
"335","2019-05-28",5.51
"336","2019-05-29",5.37
"337","2019-05-30",5.21
"338","2019-05-31",5.53
"339","2019-06-03",5.35
"340","2019-06-04",5.47
"341","2019-06-05",5.07
"342","2019-06-06",4.95
"343","2019-06-07",5.25
"344","2019-06-10",5.28
"345","2019-06-11",4.95
"346","2019-06-12",5.21
"347","2019-06-13",5.26
"348","2019-06-14",4.99
"349","2019-06-17",5.01
"350","2019-06-18",5.13
"351","2019-06-19",5.19
"352","2019-06-20",5.03
"353","2019-06-21",5.01
"354","2019-06-24",4.95
"355","2019-06-25",4.84
"356","2019-06-26",4.6
"357","2019-06-27",5.05
"358","2019-06-28",5.75
"359","2019-07-01",5.23
"360","2019-07-02",5.36
"361","2019-07-03",5.25
"362","2019-07-05",5.19
"363","2019-07-08",5.1
"364","2019-07-09",5.4
"365","2019-07-10",5.6
"366","2019-07-11",5.24
"367","2019-07-12",5.31
"368","2019-07-15",5.25
"369","2019-07-16",5.14
"370","2019-07-17",4.99
"371","2019-07-18",4.88
"372","2019-07-19",4.76
"373","2019-07-22",4.67
"374","2019-07-23",4.6
"375","2019-07-24",4.65
"376","2019-07-25",4.33
"377","2019-07-26",5.82
"378","2019-07-29",5.45
"379","2019-07-30",5.94
"380","2019-07-31",5.73
"381","2019-08-01",5.47
"382","2019-08-02",5.98
"383","2019-08-05",5.86
"384","2019-08-06",6
"385","2019-08-07",6
"386","2019-08-08",6.45
"387","2019-08-09",5.86
"388","2019-08-12",5.81
"389","2019-08-13",5.17
"390","2019-08-14",6.4
"391","2019-08-15",6.15
"392","2019-08-16",8.81
"393","2019-08-19",9.3
"394","2019-08-20",9.32
"395","2019-08-21",9.08
"396","2019-08-22",9.03
"397","2019-08-23",8.71
"398","2019-08-26",8.55
"399","2019-08-27",8.36
"400","2019-08-28",9.09
"401","2019-08-29",8.42
"402","2019-08-30",8.08
"403","2019-09-03",8.3
"404","2019-09-04",8.99
"405","2019-09-05",9.35
"406","2019-09-06",10.02
"407","2019-09-09",9.87
"408","2019-09-10",10.52
"409","2019-09-11",10.6
"410","2019-09-12",10.14
"411","2019-09-13",10.14
"412","2019-09-16",10.5
"413","2019-09-17",10.4
"414","2019-09-18",10.31
"415","2019-09-19",10.47
"416","2019-09-20",11.64
"417","2019-09-23",11.59
"418","2019-09-24",11.27
"419","2019-09-25",11.38
"420","2019-09-26",10.38
"421","2019-09-27",10.72
"422","2019-09-30",10.34
"423","2019-10-01",9.86
"424","2019-10-02",9.92
"425","2019-10-03",10.37
"426","2019-10-04",10.03
"427","2019-10-07",10.17
"428","2019-10-08",9.32
"429","2019-10-09",9.26
"430","2019-10-10",9.35
"431","2019-10-11",10.4
"432","2019-10-14",10.99
"433","2019-10-15",10.84
"434","2019-10-16",12
"435","2019-10-17",12.28
"436","2019-10-18",11.8
"437","2019-10-21",12.15
"438","2019-10-22",12.9
"439","2019-10-23",12.31
"440","2019-10-24",12.53
"441","2019-10-25",12.02
"442","2019-10-28",11.415
"443","2019-10-29",11.65
"444","2019-10-30",11.27
"445","2019-10-31",11.05
"446","2019-11-01",11.53
"447","2019-11-04",11.36
"448","2019-11-05",11.06
"449","2019-11-06",10.66
"450","2019-11-07",11.02
"451","2019-11-08",11.03
"452","2019-11-11",11
"453","2019-11-12",2.82
"454","2019-11-13",3.06
"455","2019-11-14",3.16
"456","2019-11-15",3.51
"457","2019-11-18",3.49
"458","2019-11-19",3.68
"459","2019-11-20",3.85
"460","2019-11-21",4.21
"461","2019-11-22",4.3
"462","2019-11-25",4.09
"463","2019-11-26",4.05
"464","2019-11-27",4.04
"465","2019-11-29",3.93
"466","2019-12-02",4.32
"467","2019-12-03",4.33
"468","2019-12-04",4.47
"469","2019-12-05",4.33
"470","2019-12-06",4.66
"471","2019-12-09",4.58
"472","2019-12-10",4.325
"473","2019-12-11",4.12
"474","2019-12-12",4.26
"475","2019-12-13",4.11
"476","2019-12-16",4.445
"477","2019-12-17",4.8
"478","2019-12-18",3.965
"479","2019-12-19",4.16
"480","2019-12-20",4.1
"481","2019-12-23",4.27
"482","2019-12-24",4.55
"483","2019-12-26",4.305
"484","2019-12-27",4.28
"485","2019-12-30",4.26
"486","2019-12-31",4.45
"487","2020-01-02",4.43
"488","2020-01-03",4.25
"489","2020-01-06",4.36
"490","2020-01-07",4.32
"491","2020-01-08",4.43
"492","2020-01-09",3.79
"493","2020-01-10",3.595
"494","2020-01-13",3.65
"495","2020-01-14",3.76
"496","2020-01-15",3.8
"497","2020-01-16",3.92
"498","2020-01-17",3.86
"499","2020-01-21",3.75
"500","2020-01-22",3.746
"501","2020-01-23",3.66
"502","2020-01-24",3.6
"503","2020-01-27",3.47
"504","2020-01-28",3.43
"505","2020-01-29",3.52
"506","2020-01-30",3.38
"507","2020-01-31",3.35
"508","2020-02-03",3.3
"509","2020-02-04",3.45
"510","2020-02-05",3.5
"511","2020-02-06",3.46
"512","2020-02-07",3.27
"513","2020-02-10",3.24
"514","2020-02-11",3.08
"515","2020-02-12",3.22
"516","2020-02-13",3.2
"517","2020-02-14",3.17
"518","2020-02-18",3.31
"519","2020-02-19",3.32
"520","2020-02-20",3.35
"521","2020-02-21",3.29
"522","2020-02-24",3.18
"523","2020-02-25",2.93
"524","2020-02-26",2.92
"525","2020-02-27",2.955
"526","2020-02-28",3.3
"527","2020-03-02",3.16
"528","2020-03-03",3.18
"529","2020-03-04",3.21
"530","2020-03-05",3.11
"531","2020-03-06",3.18
"532","2020-03-09",3.32
"533","2020-03-10",3.26
"534","2020-03-11",3.14
"535","2020-03-12",2.92
"536","2020-03-13",3.72
"537","2020-03-16",2.92
"538","2020-03-17",3
"539","2020-03-18",2.42
"540","2020-03-19",2.73
"541","2020-03-20",2.56
"542","2020-03-23",2.33
"543","2020-03-24",2.49
"544","2020-03-25",2.6
"545","2020-03-26",2.65
"546","2020-03-27",2.44
"547","2020-03-30",2.31
"548","2020-03-31",2.39
"549","2020-04-01",2.24
"550","2020-04-02",2.22
"551","2020-04-03",2.1
"552","2020-04-06",2.27
"553","2020-04-07",2.21
"554","2020-04-08",2.39
"555","2020-04-09",2.45
"556","2020-04-13",2.43
"557","2020-04-14",2.68
"558","2020-04-15",2.49
"559","2020-04-16",2.39
"560","2020-04-17",2.53
"561","2020-04-20",2.485
"562","2020-04-21",2.32
"563","2020-04-22",2.25
"564","2020-04-23",2.27
"565","2020-04-24",2.25
"566","2020-04-27",2.53
"567","2020-04-28",2.51
"568","2020-04-29",2.49
"569","2020-04-30",2.32
"570","2020-05-01",2.33
"571","2020-05-04",2.73
"572","2020-05-05",2.71
"573","2020-05-06",2.86
"574","2020-05-07",2.45
"575","2020-05-08",2.51
"576","2020-05-11",2.61
"577","2020-05-12",2.65
"578","2020-05-13",2.64
"579","2020-05-14",2.64
"580","2020-05-15",2.85
"581","2020-05-18",2.91
"582","2020-05-19",2.755
"583","2020-05-20",3.16
"584","2020-05-21",3.14
"585","2020-05-22",3.09
"586","2020-05-26",3.07
"587","2020-05-27",3.14
"588","2020-05-28",3.03
"589","2020-05-29",2.95
"590","2020-06-01",3.02
"591","2020-06-02",3.09
"592","2020-06-03",3.07
"593","2020-06-04",2.94
"594","2020-06-05",2.92
"595","2020-06-08",2.96
"596","2020-06-09",3.24
"597","2020-06-10",3.17
"598","2020-06-11",2.98
"599","2020-06-12",2.99
"600","2020-06-15",3.01
"601","2020-06-16",3.03
"602","2020-06-17",3.04
"603","2020-06-18",2.97
"604","2020-06-19",3.19
"605","2020-06-22",3.4
"606","2020-06-23",3.32
"607","2020-06-24",3.34
"608","2020-06-25",3.42
"609","2020-06-26",3.19
"610","2020-06-29",3.11
"611","2020-06-30",2.93
"612","2020-07-01",2.92
"613","2020-07-02",3
"614","2020-07-06",2.99
"615","2020-07-07",2.99
"616","2020-07-08",3.08
"617","2020-07-09",2.96
"618","2020-07-10",2.94
"619","2020-07-13",2.7
"620","2020-07-14",2.86
"621","2020-07-15",2.96
"622","2020-07-16",2.95
"623","2020-07-17",3.01
"624","2020-07-20",2.92
"625","2020-07-21",2.97
"626","2020-07-22",2.85
"627","2020-07-23",2.92
"628","2020-07-24",2.85
"629","2020-07-27",2.55
"630","2020-07-28",2.39
"631","2020-07-29",2.45
"632","2020-07-30",2.6
"633","2020-07-31",2.63
"634","2020-08-03",2.63
"635","2020-08-04",2.5
"636","2020-08-05",2.53
"637","2020-08-06",2.5
"638","2020-08-07",2.63
"639","2020-08-10",2.7
"640","2020-08-11",2.55
"641","2020-08-12",2.52
"642","2020-08-13",2.51
"643","2020-08-14",2.74
"644","2020-08-17",2.68
"645","2020-08-18",3.05
"646","2020-08-19",2.65
"647","2020-08-20",2.59
"648","2020-08-21",2.57
"649","2020-08-24",2.34
"650","2020-08-25",2.41
"651","2020-08-26",2.4
"652","2020-08-27",2.36
"653","2020-08-28",2.37
"654","2020-08-31",2.39
"655","2020-09-01",2.32
"656","2020-09-02",2.27
"657","2020-09-03",2.18
"658","2020-09-04",2.16
"659","2020-09-08",2.2
"660","2020-09-09",2.25
"661","2020-09-10",2.27
"662","2020-09-11",2.25
"663","2020-09-14",2.47
"664","2020-09-15",2.48
"665","2020-09-16",2.51
"666","2020-09-17",2.57
"667","2020-09-18",2.44
"668","2020-09-21",2.3
"669","2020-09-22",2.23
"670","2020-09-23",2.15
"671","2020-09-24",2.02
"672","2020-09-25",2.11
"673","2020-09-28",2.04
"674","2020-09-29",2.06
"675","2020-09-30",2.03
"676","2020-10-01",3.46
"677","2020-10-02",4.18
"678","2020-10-05",4.75
"679","2020-10-06",4.37
"680","2020-10-07",4.1
"681","2020-10-08",3.97
"682","2020-10-09",3.96
"683","2020-10-12",3.86
"684","2020-10-13",3.74
"685","2020-10-14",3.95
"686","2020-10-15",3.89
"687","2020-10-16",3.78
"688","2020-10-19",3.72
"689","2020-10-20",3.55
"690","2020-10-21",3.52
"691","2020-10-22",3.43
"692","2020-10-23",3.795
"693","2020-10-26",3.44
"694","2020-10-27",3.39
"695","2020-10-28",3.38
"696","2020-10-29",3.41
"697","2020-10-30",3.27
"698","2020-11-02",3.19
"699","2020-11-03",3.31
"700","2020-11-04",3.24
"701","2020-11-05",3.24
"702","2020-11-06",3.22
"703","2020-11-09",3.16
"704","2020-11-10",3.18
"705","2020-11-11",3.26
"706","2020-11-12",3.18
"707","2020-11-13",3.17
"708","2020-11-16",3.23
"709","2020-11-17",3.29
"710","2020-11-18",3.26
"711","2020-11-19",3.29
"712","2020-11-20",3.21
"713","2020-11-23",3.15
"714","2020-11-24",3.08
"715","2020-11-25",3.14
"716","2020-11-27",3.18
