"","date","AUPH"
"347","2016-01-19",1.74
"348","2016-01-20",1.86
"349","2016-01-21",1.89
"350","2016-01-22",2.1
"351","2016-01-25",2.09
"352","2016-01-26",2.22
"353","2016-01-27",2.1
"354","2016-01-28",2.09
"355","2016-01-29",2
"356","2016-02-01",2.124
"357","2016-02-02",2.23
"358","2016-02-03",2.14
"359","2016-02-04",2.19
"360","2016-02-05",2.19
"361","2016-02-08",2.59
"362","2016-02-09",2.48
"363","2016-02-10",2.5
"364","2016-02-11",2.24
"365","2016-02-12",2.26
"366","2016-02-16",2.25
"367","2016-02-17",2.39
"368","2016-02-18",2.18
"369","2016-02-19",2.15
"370","2016-02-22",2.27
"371","2016-02-23",2.2
"372","2016-02-24",2.16
"373","2016-02-25",2.11
"374","2016-02-26",2.11
"375","2016-02-29",2.37
"376","2016-03-01",2.09
"377","2016-03-02",2.6
"378","2016-03-03",2.55
"379","2016-03-04",2.49
"380","2016-03-07",2.49
"381","2016-03-08",2.39
"382","2016-03-09",2.46
"383","2016-03-10",2.63
"384","2016-03-11",2.63
"385","2016-03-14",2.86
"386","2016-03-15",3.08
"387","2016-03-16",3.01
"388","2016-03-17",3
"389","2016-03-18",3.04
"390","2016-03-21",3.1
"391","2016-03-22",3
"392","2016-03-23",3
"393","2016-03-24",3
"394","2016-03-28",3.03
"395","2016-03-29",2.99
"396","2016-03-30",2.95
"397","2016-03-31",2.91
"398","2016-04-01",2.95
"399","2016-04-04",3
"400","2016-04-05",2.72
"401","2016-04-06",2.96
"402","2016-04-07",2.88
"403","2016-04-08",2.85
"404","2016-04-11",2.94
"405","2016-04-12",3
"406","2016-04-13",2.95
"407","2016-04-14",2.95
"408","2016-04-15",2.94
"409","2016-04-18",2.99
"410","2016-04-19",3
"411","2016-04-20",2.96
"412","2016-04-21",3
"413","2016-04-22",2.99
"414","2016-04-25",2.87
"415","2016-04-26",2.88
"416","2016-04-27",2.89
"417","2016-04-28",2.92
"418","2016-04-29",2.92
"419","2016-05-02",3
"420","2016-05-03",2.89
"421","2016-05-04",2.7
"422","2016-05-05",2.73
"423","2016-05-06",2.49
"424","2016-05-09",2.49
"425","2016-05-10",2.4
"426","2016-05-11",2.38
"427","2016-05-12",2.26
"428","2016-05-13",2.17
"429","2016-05-16",2.29
"430","2016-05-17",2.39
"431","2016-05-18",2.32
"432","2016-05-19",2.39
"433","2016-05-20",2.48
"434","2016-05-23",2.48
"435","2016-05-24",2.53
"436","2016-05-25",2.57
"437","2016-05-26",2.53
"438","2016-05-27",2.515
"439","2016-05-31",2.97
"440","2016-06-01",2.91
"441","2016-06-02",2.9
"442","2016-06-03",3
"443","2016-06-06",2.87
"444","2016-06-07",2.84
"445","2016-06-08",2.88
"446","2016-06-09",2.88
"447","2016-06-10",2.69
"448","2016-06-13",2.64
"449","2016-06-14",2.9
"450","2016-06-15",2.56
"451","2016-06-16",2.71
"452","2016-06-17",2.59
"453","2016-06-20",2.655
"454","2016-06-21",2.44
"455","2016-06-22",2.647
"456","2016-06-23",2.66
"457","2016-06-24",2.6
"458","2016-06-27",2.6
"459","2016-06-28",2.7
"460","2016-06-29",2.87
"461","2016-06-30",2.77
"462","2016-07-01",3
"463","2016-07-05",2.93
"464","2016-07-06",3.27
"465","2016-07-07",3.09
"466","2016-07-08",3.1
"467","2016-07-11",3.07
"468","2016-07-12",3.08
"469","2016-07-13",3.085
"470","2016-07-14",3.09
"471","2016-07-15",3.04
"472","2016-07-18",3.02
"473","2016-07-19",3.04
"474","2016-07-20",3.02
"475","2016-07-21",3.03
"476","2016-07-22",3.03
"477","2016-07-25",3.03
"478","2016-07-26",2.99
"479","2016-07-27",3.02
"480","2016-07-28",3.05
"481","2016-07-29",3.401
"482","2016-08-01",3.6
"483","2016-08-02",3.46
"484","2016-08-03",3.45
"485","2016-08-04",3.5
"486","2016-08-05",3.6
"487","2016-08-08",3.67
"488","2016-08-09",3.66
"489","2016-08-10",4.12
"490","2016-08-11",4.26
"491","2016-08-12",4.09
"492","2016-08-15",1.81
"493","2016-08-16",2.31
"494","2016-08-17",2.44
"495","2016-08-18",2.26
"496","2016-08-19",2.15
"497","2016-08-22",2.17
"498","2016-08-23",2.17
"499","2016-08-24",2.03
"500","2016-08-25",1.98
"501","2016-08-26",1.95
"502","2016-08-29",1.94
"503","2016-08-30",1.95
"504","2016-08-31",1.94
"505","2016-09-01",1.95
"506","2016-09-02",2.05
"507","2016-09-06",2.06
"508","2016-09-07",2.1
"509","2016-09-08",2.15
"510","2016-09-09",2.15
"511","2016-09-12",2.15
"512","2016-09-13",2.09
"513","2016-09-14",2.04
"514","2016-09-15",2.05
"515","2016-09-16",2.06
"516","2016-09-19",2.07
"517","2016-09-20",2.12
"518","2016-09-21",2.13
"519","2016-09-22",2.283
"520","2016-09-23",2.4
"521","2016-09-26",2.39
"522","2016-09-27",2.4
"523","2016-09-28",2.42
"524","2016-09-29",2.64
"525","2016-09-30",3.01
"526","2016-10-03",3.24
"527","2016-10-04",3.5
"528","2016-10-05",4.05
"529","2016-10-06",5.1
"530","2016-10-07",4.7
"531","2016-10-10",4.75
"532","2016-10-11",4.47
"533","2016-10-12",4.28
"534","2016-10-13",4.29
"535","2016-10-14",4.16
"536","2016-10-17",4.36
"537","2016-10-18",4.13
"538","2016-10-19",4.1
"539","2016-10-20",3.83
"540","2016-10-21",3.68
"541","2016-10-24",3.67
"542","2016-10-25",3.44
"543","2016-10-26",3.34
"544","2016-10-27",3.17
"545","2016-10-28",3.23
"546","2016-10-31",3.03
"547","2016-11-01",2.94
"548","2016-11-02",2.77
"549","2016-11-03",2.55
"550","2016-11-04",2.7
"551","2016-11-07",2.58
"552","2016-11-08",2.55
"553","2016-11-09",2.53
"554","2016-11-10",2.95
"555","2016-11-11",3.13
"556","2016-11-14",3.35
"557","2016-11-15",3.86
"558","2016-11-16",4.05
"559","2016-11-17",3.43
"560","2016-11-18",3.64
"561","2016-11-21",3.5
"562","2016-11-22",3.24
"563","2016-11-23",3.13
"564","2016-11-25",3.17
"565","2016-11-28",3
"566","2016-11-29",2.97
"567","2016-11-30",3.04
"568","2016-12-01",2.96
"569","2016-12-02",2.89
"570","2016-12-05",3.04
"571","2016-12-06",3.04
"572","2016-12-07",2.9
"573","2016-12-08",2.85
"574","2016-12-09",2.81
"575","2016-12-12",2.73
"576","2016-12-13",2.79
"577","2016-12-14",2.66
"578","2016-12-15",2.65
"579","2016-12-16",2.78
"580","2016-12-19",2.81
"581","2016-12-20",2.7
"582","2016-12-21",2.72
"583","2016-12-22",2.15
"584","2016-12-23",2.18
"585","2016-12-27",2.14
"586","2016-12-28",2.06
"587","2016-12-29",2.15
"588","2016-12-30",2.1
"589","2017-01-03",2.15
"590","2017-01-04",2.14
"591","2017-01-05",2.14
"592","2017-01-06",2.36
"593","2017-01-09",2.3
"594","2017-01-10",2.34
"595","2017-01-11",2.41
"596","2017-01-12",2.35
"597","2017-01-13",2.36
"598","2017-01-17",2.36
"599","2017-01-18",2.38
"600","2017-01-19",2.48
"601","2017-01-20",2.53
"602","2017-01-23",2.63
"603","2017-01-24",3.13
"604","2017-01-25",2.97
"605","2017-01-26",3.05
"606","2017-01-27",3.22
"607","2017-01-30",3.2
"608","2017-01-31",3.08
"609","2017-02-01",3.16
"610","2017-02-02",3.17
"611","2017-02-03",3.24
"612","2017-02-06",3.34
"613","2017-02-07",3.25
"614","2017-02-08",3.21
"615","2017-02-09",3.29
"616","2017-02-10",3.22
"617","2017-02-13",3.62
"618","2017-02-14",3.66
"619","2017-02-15",3.63
"620","2017-02-16",3.73
"621","2017-02-17",3.73
"622","2017-02-21",3.68
"623","2017-02-22",3.4
"624","2017-02-23",3.28
"625","2017-02-24",3.72
"626","2017-02-27",3.7
"627","2017-02-28",3.56
"628","2017-03-01",3.71
"629","2017-03-02",4.53
"630","2017-03-03",4.81
"631","2017-03-06",5.36
"632","2017-03-07",7.1
"633","2017-03-08",7.16
"634","2017-03-09",7.78
"635","2017-03-10",8.5
"636","2017-03-13",10.54
"637","2017-03-14",7.9
"638","2017-03-15",7.77
"639","2017-03-16",7.72
"640","2017-03-17",7.7
"641","2017-03-20",8.78
"642","2017-03-21",8.37
"643","2017-03-22",8.53
"644","2017-03-23",8.39
"645","2017-03-24",8.02
"646","2017-03-27",7.74
"647","2017-03-28",7.16
"648","2017-03-29",7.3
"649","2017-03-30",7.01
"650","2017-03-31",7.34
"651","2017-04-03",6.97
"652","2017-04-04",6.92
"653","2017-04-05",6.75
"654","2017-04-06",6.59
"655","2017-04-07",7.05
"656","2017-04-10",7
"657","2017-04-11",7.1
"658","2017-04-12",6.94
"659","2017-04-13",6.83
"660","2017-04-17",6.69
"661","2017-04-18",6.8
"662","2017-04-19",6.92
"663","2017-04-20",7
"664","2017-04-21",7.11
"665","2017-04-24",6.99
"666","2017-04-25",6.98
"667","2017-04-26",7.36
"668","2017-04-27",7.1
"669","2017-04-28",7.01
"670","2017-05-01",7.38
"671","2017-05-02",7.37
"672","2017-05-03",7.26
"673","2017-05-04",7.2
"674","2017-05-05",7.02
"675","2017-05-08",7.07
"676","2017-05-09",7.15
"677","2017-05-10",7.35
"678","2017-05-11",7.53
"679","2017-05-12",7.68
"680","2017-05-15",7.24
"681","2017-05-16",7.33
"682","2017-05-17",7.06
"683","2017-05-18",7.19
"684","2017-05-19",7.17
"685","2017-05-22",7.09
"686","2017-05-23",6.97
"687","2017-05-24",6.92
"688","2017-05-25",6.59
"689","2017-05-26",6.36
"690","2017-05-30",5.99
"691","2017-05-31",6.24
"692","2017-06-01",6.25
"693","2017-06-02",6.46
"694","2017-06-05",6.28
"695","2017-06-06",6.36
"696","2017-06-07",6.2
"697","2017-06-08",6.21
"698","2017-06-09",6.03
"699","2017-06-12",5.99
"700","2017-06-13",6.06
"701","2017-06-14",5.97
"702","2017-06-15",5.94
"703","2017-06-16",6.03
"704","2017-06-19",6.12
"705","2017-06-20",6.73
"706","2017-06-21",6.5
"707","2017-06-22",6.39
"708","2017-06-23",6.63
"709","2017-06-26",6.48
"710","2017-06-27",6.1
"711","2017-06-28",6.25
"712","2017-06-29",6.16
"713","2017-06-30",6.13
"714","2017-07-03",6.33
"715","2017-07-05",6.35
"716","2017-07-06",6.28
"717","2017-07-07",6.36
"718","2017-07-10",6.24
"719","2017-07-11",6.24
"720","2017-07-12",6.24
"721","2017-07-13",6.39
"722","2017-07-14",6.72
"723","2017-07-17",7.45
"724","2017-07-18",6.78
"725","2017-07-19",6.78
"726","2017-07-20",6.6
"727","2017-07-21",6.55
"728","2017-07-24",6.51
"729","2017-07-25",6.42
"730","2017-07-26",6.55
"731","2017-07-27",6.31
"732","2017-07-28",6.31
"733","2017-07-31",6.31
"734","2017-08-01",6.12
"735","2017-08-02",6.26
"736","2017-08-03",6.09
"737","2017-08-04",6.15
"738","2017-08-07",6.04
"739","2017-08-08",5.95
"740","2017-08-09",5.95
"741","2017-08-10",5.71
"742","2017-08-11",6.05
"743","2017-08-14",6.17
"744","2017-08-15",6.21
"745","2017-08-16",6.23
"746","2017-08-17",6.11
"747","2017-08-18",6.1
"748","2017-08-21",6.1
"749","2017-08-22",6.1
"750","2017-08-23",6.06
"751","2017-08-24",6.07
"752","2017-08-25",6.02
"753","2017-08-28",6.04
"754","2017-08-29",6.06
"755","2017-08-30",6.08
"756","2017-08-31",6.49
"757","2017-09-01",6.37
"758","2017-09-05",6.3
"759","2017-09-06",6.59
"760","2017-09-07",6.9
"761","2017-09-08",6.74
"762","2017-09-11",6.82
"763","2017-09-12",6.38
"764","2017-09-13",6.2
"765","2017-09-14",6.32
"766","2017-09-15",6.27
"767","2017-09-18",6.27
"768","2017-09-19",6.21
"769","2017-09-20",6.41
"770","2017-09-21",6.25
"771","2017-09-22",6.22
"772","2017-09-25",6.18
"773","2017-09-26",6.11
"774","2017-09-27",6.26
"775","2017-09-28",6.2
"776","2017-09-29",6.27
"777","2017-10-02",6.71
"778","2017-10-03",6.33
"779","2017-10-04",6.45
"780","2017-10-05",6.5
"781","2017-10-06",6.56
"782","2017-10-09",6.42
"783","2017-10-10",6.43
"784","2017-10-11",6.49
"785","2017-10-12",6.58
"786","2017-10-13",7.09
"787","2017-10-16",6.77
"788","2017-10-17",6.7
"789","2017-10-18",6.51
"790","2017-10-19",6.46
"791","2017-10-20",6.15
"792","2017-10-23",6.04
"793","2017-10-24",5.75
"794","2017-10-25",5.82
"795","2017-10-26",5.61
"796","2017-10-27",5.71
"797","2017-10-30",5.92
"798","2017-10-31",5.88
"799","2017-11-01",5.74
"800","2017-11-02",5.76
"801","2017-11-03",5.82
"802","2017-11-06",5.76
"803","2017-11-07",5.65
"804","2017-11-08",5.75
"805","2017-11-09",5.72
"806","2017-11-10",5.77
"807","2017-11-13",5.62
"808","2017-11-14",5.34
"809","2017-11-15",5
"810","2017-11-16",5.19
"811","2017-11-17",5.14
"812","2017-11-20",5.13
"813","2017-11-21",5.11
"814","2017-11-22",5.27
"815","2017-11-24",5.26
"816","2017-11-27",5.36
"817","2017-11-28",5.26
"818","2017-11-29",5.12
"819","2017-11-30",5.28
"820","2017-12-01",5.3
"821","2017-12-04",5.17
"822","2017-12-05",5
"823","2017-12-06",4.7
"824","2017-12-07",4.92
"825","2017-12-08",5.06
"826","2017-12-11",5.01
"827","2017-12-12",4.95
"828","2017-12-13",4.91
"829","2017-12-14",4.76
"830","2017-12-15",4.64
"831","2017-12-18",4.63
"832","2017-12-19",4.84
"833","2017-12-20",4.85
"834","2017-12-21",4.63
"835","2017-12-22",4.81
"836","2017-12-26",4.67
"837","2017-12-27",4.78
"838","2017-12-28",4.65
"839","2017-12-29",4.53
"840","2018-01-02",4.85
"841","2018-01-03",4.98
"842","2018-01-04",5.25
"843","2018-01-05",5.21
"844","2018-01-08",5.02
"845","2018-01-09",5.13
"846","2018-01-10",5.19
"847","2018-01-11",5.26
"848","2018-01-12",5.35
"849","2018-01-16",5.37
"850","2018-01-17",5.66
"851","2018-01-18",5.49
"852","2018-01-19",5.57
"853","2018-01-22",5.8
"854","2018-01-23",5.99
"855","2018-01-24",5.96
"856","2018-01-25",5.69
"857","2018-01-26",5.62
"858","2018-01-29",5.42
"859","2018-01-30",5.51
"860","2018-01-31",5.3
"861","2018-02-01",5.175
"862","2018-02-02",5.04
"863","2018-02-05",4.85
"864","2018-02-06",5.16
"865","2018-02-07",5.17
"866","2018-02-08",5.06
"867","2018-02-09",5.1
"868","2018-02-12",5.21
"869","2018-02-13",5.25
"870","2018-02-14",5.32
"871","2018-02-15",5.29
"872","2018-02-16",5.22
"873","2018-02-20",5.43
"874","2018-02-21",5.46
"875","2018-02-22",5.46
"876","2018-02-23",5.6
"877","2018-02-26",5.53
"878","2018-02-27",5.34
"879","2018-02-28",5.21
"880","2018-03-01",5.09
"881","2018-03-02",5.28
"882","2018-03-05",5.32
"883","2018-03-06",5.3
"884","2018-03-07",5.34
"885","2018-03-08",5.4
"886","2018-03-09",5.54
"887","2018-03-12",5.54
"888","2018-03-13",5.35
"889","2018-03-14",5.36
"890","2018-03-15",5.36
"891","2018-03-16",5.71
"892","2018-03-19",5.76
"893","2018-03-20",5.405
"894","2018-03-21",5.52
"895","2018-03-22",5.42
"896","2018-03-23",5.25
"897","2018-03-26",5.38
"898","2018-03-27",5.17
"899","2018-03-28",5.19
"900","2018-03-29",5.19
"901","2018-04-02",5.06
"902","2018-04-03",5.21
"903","2018-04-04",5.29
"904","2018-04-05",5.2
"905","2018-04-06",5.15
"906","2018-04-09",5.16
"907","2018-04-10",5.39
"908","2018-04-11",5.38
"909","2018-04-12",5.44
"910","2018-04-13",5.44
"911","2018-04-16",5.43
"912","2018-04-17",5.45
"913","2018-04-18",5.59
"914","2018-04-19",5.45
"915","2018-04-20",5.435
"916","2018-04-23",5.45
"917","2018-04-24",5.42
"918","2018-04-25",5.38
"919","2018-04-26",5.37
"920","2018-04-27",5.35
"921","2018-04-30",5.25
"922","2018-05-01",5.27
"923","2018-05-02",5.28
"924","2018-05-03",5.19
"925","2018-05-04",5.22
"926","2018-05-07",5.21
"927","2018-05-08",5.2
"928","2018-05-09",5.22
"929","2018-05-10",5.26
"930","2018-05-11",5.6
"931","2018-05-14",6.23
"932","2018-05-15",6.28
"933","2018-05-16",6.36
"934","2018-05-17",6.11
"935","2018-05-18",6.06
"936","2018-05-21",5.77
"937","2018-05-22",5.83
"938","2018-05-23",5.84
"939","2018-05-24",5.84
"940","2018-05-25",5.84
"941","2018-05-29",5.76
"942","2018-05-30",5.81
"943","2018-05-31",5.83
"944","2018-06-01",5.83
"945","2018-06-04",5.7
"946","2018-06-05",5.69
"947","2018-06-06",5.72
"948","2018-06-07",5.58
"949","2018-06-08",5.52
"950","2018-06-11",5.48
"951","2018-06-12",5.57
"952","2018-06-13",5.59
"953","2018-06-14",5.65
"954","2018-06-15",5.9
"955","2018-06-18",5.87
"956","2018-06-19",5.98
"957","2018-06-20",6.04
"958","2018-06-21",5.84
"959","2018-06-22",5.73
"960","2018-06-25",5.65
"961","2018-06-26",5.68
"962","2018-06-27",5.47
"963","2018-06-28",5.58
"964","2018-06-29",5.63
"965","2018-07-02",5.55
"966","2018-07-03",5.62
"967","2018-07-05",5.65
"968","2018-07-06",5.74
"969","2018-07-09",5.71
"970","2018-07-10",5.68
"971","2018-07-11",5.71
"972","2018-07-12",5.77
"973","2018-07-13",5.95
"974","2018-07-16",5.72
"975","2018-07-17",5.67
"976","2018-07-18",5.7
"977","2018-07-19",5.72
"978","2018-07-20",5.81
"979","2018-07-23",5.93
"980","2018-07-24",5.8
"981","2018-07-25",5.87
"982","2018-07-26",5.76
"983","2018-07-27",5.59
"984","2018-07-30",5.31
"985","2018-07-31",5.41
"986","2018-08-01",5.41
"987","2018-08-02",5.47
"988","2018-08-03",5.33
"989","2018-08-06",5.27
"990","2018-08-07",5.36
"991","2018-08-08",5.35
"992","2018-08-09",5.45
"993","2018-08-10",5.37
"994","2018-08-13",5.28
"995","2018-08-14",5.3
"996","2018-08-15",5.44
"997","2018-08-16",5.43
"998","2018-08-17",5.32
"999","2018-08-20",5.27
"1000","2018-08-21",5.34
"1001","2018-08-22",5.495
"1002","2018-08-23",5.35
