"","date","CRTO"
"1","2013-10-30",35.389999
"2","2013-10-31",35.310001
"3","2013-11-01",34.099998
"4","2013-11-04",34.459999
"5","2013-11-05",33.98
"6","2013-11-06",33.619999
"7","2013-11-07",34.380001
"8","2013-11-08",29.75
"9","2013-11-11",29.16
"10","2013-11-12",30.690001
"11","2013-11-13",31.92
"12","2013-11-14",34.290001
"13","2013-11-15",36.580002
"14","2013-11-18",36.080002
"15","2013-11-19",35.400002
"16","2013-11-20",34.290001
"17","2013-11-21",33.310001
"18","2013-11-22",34.200001
"19","2013-11-25",35.41
"20","2013-11-26",35.779999
"21","2013-11-27",35.959999
"22","2013-11-29",36.099998
"23","2013-12-02",35.540001
"24","2013-12-03",34.59
"25","2013-12-04",35.220001
"26","2013-12-05",33.950001
"27","2013-12-06",33.860001
"28","2013-12-09",33.84
"29","2013-12-10",33.759998
"30","2013-12-11",32.970001
"31","2013-12-12",31.98
"32","2013-12-13",32.639999
"33","2013-12-16",33.02
"34","2013-12-17",33.139999
"35","2013-12-18",32.259998
"36","2013-12-19",33.16
"37","2013-12-20",34.349998
"38","2013-12-23",33.59
"39","2013-12-24",33.84
"40","2013-12-26",34.07
"41","2013-12-27",34
"42","2013-12-30",33.939999
"43","2013-12-31",34.200001
"44","2014-01-02",32.950001
"45","2014-01-03",32.419998
"46","2014-01-06",32.709999
"47","2014-01-07",32.23
"48","2014-01-08",31.9
"49","2014-01-09",31.15
"50","2014-01-10",31.879999
"51","2014-01-13",33.75
"52","2014-01-14",33.919998
"53","2014-01-15",34.23
"54","2014-01-16",36.529999
"55","2014-01-17",36.5
"56","2014-01-21",36.98
"57","2014-01-22",37.119999
"58","2014-01-23",37.810001
"59","2014-01-24",36.139999
"60","2014-01-27",34.32
"61","2014-01-28",35.369999
"62","2014-01-29",34.490002
"63","2014-01-30",36.09
"64","2014-01-31",35.189999
"65","2014-02-03",35.380001
"66","2014-02-04",34.849998
"67","2014-02-05",33.689999
"68","2014-02-06",33.599998
"69","2014-02-07",35.139999
"70","2014-02-10",36.68
"71","2014-02-11",37.119999
"72","2014-02-12",38.759998
"73","2014-02-13",38.950001
"74","2014-02-14",39.330002
"75","2014-02-18",39.150002
"76","2014-02-19",40.27
"77","2014-02-20",42.790001
"78","2014-02-21",45.029999
"79","2014-02-24",46.84
"80","2014-02-25",47.150002
"81","2014-02-26",48.369999
"82","2014-02-27",51.09
"83","2014-02-28",53.470001
"84","2014-03-03",53.439999
"85","2014-03-04",57.32
"86","2014-03-05",58.900002
"87","2014-03-06",57.380001
"88","2014-03-07",52.41
"89","2014-03-10",49.73
"90","2014-03-11",50.91
"91","2014-03-12",49.5
"92","2014-03-13",50.310001
"93","2014-03-14",52
"94","2014-03-17",52.32
"95","2014-03-18",49.91
"96","2014-03-19",49.130001
"97","2014-03-20",45.5
"98","2014-03-21",43.889999
"99","2014-03-24",44.389999
"100","2014-03-25",46.02
"101","2014-03-26",40.34
"102","2014-03-27",39.900002
"103","2014-03-28",39.959999
"104","2014-03-31",40.549999
"105","2014-04-01",41.09
"106","2014-04-02",37.959999
"107","2014-04-03",38.27
"108","2014-04-04",39.240002
"109","2014-04-07",36.18
"110","2014-04-08",37.259998
"111","2014-04-09",38.23
"112","2014-04-10",36.919998
"113","2014-04-11",35.849998
"114","2014-04-14",33.849998
"115","2014-04-15",33.360001
"116","2014-04-16",35.470001
"117","2014-04-17",37.77
"118","2014-04-21",36.5
"119","2014-04-22",37.209999
"120","2014-04-23",37.34
"121","2014-04-24",33.540001
"122","2014-04-25",28.940001
"123","2014-04-28",27.110001
"124","2014-04-29",29.35
"125","2014-04-30",31.98
"126","2014-05-01",32.970001
"127","2014-05-02",32.060001
"128","2014-05-05",31.209999
"129","2014-05-06",28.450001
"130","2014-05-07",27.26
"131","2014-05-08",29.02
"132","2014-05-09",26.889999
"133","2014-05-12",29.43
"134","2014-05-13",29.52
"135","2014-05-14",33.5
"136","2014-05-15",33.610001
"137","2014-05-16",33.59
"138","2014-05-19",33.650002
"139","2014-05-20",33.889999
"140","2014-05-21",33.939999
"141","2014-05-22",32.099998
"142","2014-05-23",33
"143","2014-05-27",32.650002
"144","2014-05-28",31.889999
"145","2014-05-29",31.66
"146","2014-05-30",28.75
"147","2014-06-02",28.85
"148","2014-06-03",30.25
"149","2014-06-04",30
"150","2014-06-05",30.110001
"151","2014-06-06",31.74
"152","2014-06-09",32.970001
"153","2014-06-10",33.299999
"154","2014-06-11",34.09
"155","2014-06-12",35.099998
"156","2014-06-13",36.57
"157","2014-06-16",35.639999
"158","2014-06-17",35.689999
"159","2014-06-18",34.810001
"160","2014-06-19",34.57
"161","2014-06-20",34.09
"162","2014-06-23",34.439999
"163","2014-06-24",33.509998
"164","2014-06-25",33.869999
"165","2014-06-26",33.450001
"166","2014-06-27",33.209999
"167","2014-06-30",33.77
"168","2014-07-01",34.25
"169","2014-07-02",36.439999
"170","2014-07-03",37.099998
"171","2014-07-07",37.18
"172","2014-07-08",33.619999
"173","2014-07-09",32.540001
"174","2014-07-10",31.52
"175","2014-07-11",32.150002
"176","2014-07-14",32.040001
"177","2014-07-15",30.690001
"178","2014-07-16",31.790001
"179","2014-07-17",30.68
"180","2014-07-18",32.110001
"181","2014-07-21",31.83
"182","2014-07-22",32.169998
"183","2014-07-23",30.77
"184","2014-07-24",31.184999
"185","2014-07-25",30.9
"186","2014-07-28",29.58
"187","2014-07-29",30.219999
"188","2014-07-30",30.040001
"189","2014-07-31",29.76
"190","2014-08-01",30.1
"191","2014-08-04",30.1
"192","2014-08-05",29.6
"193","2014-08-06",31.41
"194","2014-08-07",28.985001
"195","2014-08-08",29.190001
"196","2014-08-11",29.85
"197","2014-08-12",29.315001
"198","2014-08-13",28.59
"199","2014-08-14",28.879999
"200","2014-08-15",29.91
"201","2014-08-18",31.75
"202","2014-08-19",31.1
"203","2014-08-20",31.1
"204","2014-08-21",31.5
"205","2014-08-22",31.32
"206","2014-08-25",30.98
"207","2014-08-26",30.610001
"208","2014-08-27",30.129999
"209","2014-08-28",30.65
"210","2014-08-29",37.549999
"211","2014-09-02",36.68
"212","2014-09-03",38.84
"213","2014-09-04",36.439999
"214","2014-09-05",35.27
"215","2014-09-08",35.779999
"216","2014-09-09",35.990002
"217","2014-09-10",33.98
"218","2014-09-11",35.189999
"219","2014-09-12",37.029999
"220","2014-09-15",34.66
"221","2014-09-16",34.799999
"222","2014-09-17",34.66
"223","2014-09-18",33.610001
"224","2014-09-19",34.07
"225","2014-09-22",34.299999
"226","2014-09-23",34.5
"227","2014-09-24",34.630001
