"","date","CNMD"
"1","2007-01-03",23.139999
"2","2007-01-04",23.15
"3","2007-01-05",22.84
"4","2007-01-08",22.940001
"5","2007-01-09",22.959999
"6","2007-01-10",22.879999
"7","2007-01-11",23.27
"8","2007-01-12",23.549999
"9","2007-01-16",23.66
"10","2007-01-17",23.790001
"11","2007-01-18",23.780001
"12","2007-01-19",23.719999
"13","2007-01-22",23.51
"14","2007-01-23",23.610001
"15","2007-01-24",23.67
"16","2007-01-25",23.469999
"17","2007-01-26",23.469999
"18","2007-01-29",23.690001
"19","2007-01-30",23.99
"20","2007-01-31",24.200001
"21","2007-02-01",24.700001
"22","2007-02-02",24.82
"23","2007-02-05",24.530001
"24","2007-02-06",24.790001
"25","2007-02-07",24.85
"26","2007-02-08",26.200001
"27","2007-02-09",26.469999
"28","2007-02-12",27.25
"29","2007-02-13",28.93
"30","2007-02-14",28.58
"31","2007-02-15",28.389999
"32","2007-02-16",28.6
"33","2007-02-20",28.59
"34","2007-02-21",28.870001
"35","2007-02-22",28.9
"36","2007-02-23",28.610001
"37","2007-02-26",28.82
"38","2007-02-27",27.389999
"39","2007-02-28",27.360001
"40","2007-03-01",27.4
"41","2007-03-02",27.059999
"42","2007-03-05",26.75
"43","2007-03-06",26.940001
"44","2007-03-07",26.74
"45","2007-03-08",27
"46","2007-03-09",27.190001
"47","2007-03-12",27.51
"48","2007-03-13",26.950001
"49","2007-03-14",27.690001
"50","2007-03-15",27.85
"51","2007-03-16",27.799999
"52","2007-03-19",28.1
"53","2007-03-20",28.290001
"54","2007-03-21",28.709999
"55","2007-03-22",28.75
"56","2007-03-23",28.799999
"57","2007-03-26",28.860001
"58","2007-03-27",28.940001
"59","2007-03-28",28.870001
"60","2007-03-29",28.950001
"61","2007-03-30",29.23
"62","2007-04-02",29.35
"63","2007-04-03",29.389999
"64","2007-04-04",29.98
"65","2007-04-05",30.41
"66","2007-04-09",30.6
"67","2007-04-10",30.84
"68","2007-04-11",30.719999
"69","2007-04-12",30.85
"70","2007-04-13",30.92
"71","2007-04-16",31.059999
"72","2007-04-17",31.07
"73","2007-04-18",31.059999
"74","2007-04-19",30.52
"75","2007-04-20",31
"76","2007-04-23",31.059999
"77","2007-04-24",31.01
"78","2007-04-25",30.92
"79","2007-04-26",31.030001
"80","2007-04-27",30.700001
"81","2007-04-30",30.32
"82","2007-05-01",30.85
"83","2007-05-02",31
"84","2007-05-03",30.879999
"85","2007-05-04",31
"86","2007-05-07",31
"87","2007-05-08",30.959999
"88","2007-05-09",30.77
"89","2007-05-10",30.389999
"90","2007-05-11",30.43
"91","2007-05-14",30.370001
"92","2007-05-15",30.01
"93","2007-05-16",30.09
"94","2007-05-17",29.92
"95","2007-05-18",30.040001
"96","2007-05-21",30.83
"97","2007-05-22",31
"98","2007-05-23",31.139999
"99","2007-05-24",31.07
"100","2007-05-25",31.299999
"101","2007-05-29",31.379999
"102","2007-05-30",31.58
"103","2007-05-31",31.309999
"104","2007-06-01",31.85
"105","2007-06-04",31.74
"106","2007-06-05",31.51
"107","2007-06-06",31.219999
"108","2007-06-07",31.01
"109","2007-06-08",30.700001
"110","2007-06-11",30.940001
"111","2007-06-12",29.92
"112","2007-06-13",30.59
"113","2007-06-14",30.870001
"114","2007-06-15",30.91
"115","2007-06-18",30.26
"116","2007-06-19",30.280001
"117","2007-06-20",29.629999
"118","2007-06-21",29.34
"119","2007-06-22",29.049999
"120","2007-06-25",28.73
"121","2007-06-26",29.01
"122","2007-06-27",29.5
"123","2007-06-28",29.6
"124","2007-06-29",29.280001
"125","2007-07-02",29.440001
"126","2007-07-03",29.59
"127","2007-07-05",29.549999
"128","2007-07-06",29.73
"129","2007-07-09",29.85
"130","2007-07-10",29.41
"131","2007-07-11",29.690001
"132","2007-07-12",29.809999
"133","2007-07-13",29.799999
"134","2007-07-16",29.129999
"135","2007-07-17",29.15
"136","2007-07-18",29.459999
"137","2007-07-19",29.370001
"138","2007-07-20",28.959999
"139","2007-07-23",29.26
"140","2007-07-24",28.82
"141","2007-07-25",29.27
"142","2007-07-26",29.59
"143","2007-07-27",28.6
"144","2007-07-30",28.549999
"145","2007-07-31",27.9
"146","2007-08-01",28.719999
"147","2007-08-02",29.57
"148","2007-08-03",28.35
"149","2007-08-06",28.969999
"150","2007-08-07",28.43
"151","2007-08-08",27.34
"152","2007-08-09",26.610001
"153","2007-08-10",28.799999
"154","2007-08-13",29.219999
"155","2007-08-14",28.620001
"156","2007-08-15",28.5
"157","2007-08-16",28.65
"158","2007-08-17",28.879999
"159","2007-08-20",29.040001
"160","2007-08-21",28.9
"161","2007-08-22",29.68
"162","2007-08-23",29.120001
"163","2007-08-24",30
"164","2007-08-27",29.35
"165","2007-08-28",28.42
"166","2007-08-29",28.610001
"167","2007-08-30",28.870001
"168","2007-08-31",29.049999
"169","2007-09-04",28.6
"170","2007-09-05",28.629999
"171","2007-09-06",28.139999
"172","2007-09-07",27.870001
"173","2007-09-10",27.959999
"174","2007-09-11",28.559999
"175","2007-09-12",27.83
"176","2007-09-13",28.17
"177","2007-09-14",27.809999
"178","2007-09-17",27.34
"179","2007-09-18",28.889999
"180","2007-09-19",29.360001
"181","2007-09-20",29.26
"182","2007-09-21",29.450001
"183","2007-09-24",29.26
"184","2007-09-25",28.4
"185","2007-09-26",28.700001
"186","2007-09-27",28.15
"187","2007-09-28",27.99
"188","2007-10-01",28.98
"189","2007-10-02",29.1
"190","2007-10-03",28.780001
"191","2007-10-04",28.290001
"192","2007-10-05",29.440001
"193","2007-10-08",28.790001
"194","2007-10-09",28.9
"195","2007-10-10",29.18
"196","2007-10-11",29.1
"197","2007-10-12",29.32
"198","2007-10-15",28.530001
"199","2007-10-16",29.08
"200","2007-10-17",29.68
"201","2007-10-18",29.24
"202","2007-10-19",28.610001
"203","2007-10-22",28.790001
"204","2007-10-23",29.110001
"205","2007-10-24",28.43
"206","2007-10-25",28.34
"207","2007-10-26",28.190001
"208","2007-10-29",28.370001
"209","2007-10-30",28.299999
"210","2007-10-31",28.440001
"211","2007-11-01",27.23
"212","2007-11-02",27.58
"213","2007-11-05",27.440001
"214","2007-11-06",27.5
"215","2007-11-07",26.120001
"216","2007-11-08",26.370001
"217","2007-11-09",26.219999
"218","2007-11-12",26.4
"219","2007-11-13",26.41
"220","2007-11-14",25.65
"221","2007-11-15",25.129999
"222","2007-11-16",24.68
"223","2007-11-19",24.75
"224","2007-11-20",24.99
"225","2007-11-21",24.530001
"226","2007-11-23",24.780001
"227","2007-11-26",24.58
"228","2007-11-27",24.709999
"229","2007-11-28",25.040001
"230","2007-11-29",24.91
"231","2007-11-30",24.879999
"232","2007-12-03",24.700001
"233","2007-12-04",24.700001
"234","2007-12-05",24.92
"235","2007-12-06",24.9
"236","2007-12-07",24.73
"237","2007-12-10",24.690001
"238","2007-12-11",24.01
"239","2007-12-12",24.190001
"240","2007-12-13",24.059999
"241","2007-12-14",23.48
"242","2007-12-17",23.280001
"243","2007-12-18",23.73
"244","2007-12-19",23.68
"245","2007-12-20",22.889999
"246","2007-12-21",23.860001
"247","2007-12-24",23.370001
"248","2007-12-26",24.110001
"249","2007-12-27",23.870001
"250","2007-12-28",23.32
"251","2007-12-31",23.110001
"252","2008-01-02",23.110001
"253","2008-01-03",22.639999
"254","2008-01-04",22.610001
"255","2008-01-07",23.120001
"256","2008-01-08",22.549999
"257","2008-01-09",23.219999
"258","2008-01-10",23.549999
"259","2008-01-11",23.389999
"260","2008-01-14",23.34
"261","2008-01-15",22.99
"262","2008-01-16",23.35
"263","2008-01-17",23
"264","2008-01-18",21.59
"265","2008-01-22",22.07
"266","2008-01-23",23.059999
"267","2008-01-24",23.309999
"268","2008-01-25",22.83
"269","2008-01-28",23.540001
"270","2008-01-29",23.93
"271","2008-01-30",23.93
"272","2008-01-31",24.299999
"273","2008-02-01",24.610001
"274","2008-02-04",24.48
"275","2008-02-05",24
"276","2008-02-06",24.24
"277","2008-02-07",27.129999
"278","2008-02-08",26.4
"279","2008-02-11",27.219999
"280","2008-02-12",27.469999
"281","2008-02-13",28.07
"282","2008-02-14",28.030001
"283","2008-02-15",27.58
"284","2008-02-19",27.58
"285","2008-02-20",27.41
"286","2008-02-21",27.66
"287","2008-02-22",27.440001
"288","2008-02-25",27.540001
"289","2008-02-26",27.77
"290","2008-02-27",28.219999
"291","2008-02-28",27.530001
"292","2008-02-29",26.959999
"293","2008-03-03",27.26
"294","2008-03-04",27.299999
"295","2008-03-05",26.9
"296","2008-03-06",26.190001
"297","2008-03-07",25.9
"298","2008-03-10",25.15
"299","2008-03-11",25.48
"300","2008-03-12",24.879999
"301","2008-03-13",24.959999
"302","2008-03-14",24.51
"303","2008-03-17",24.23
"304","2008-03-18",25.51
"305","2008-03-19",24.790001
"306","2008-03-20",25.42
"307","2008-03-24",25.559999
"308","2008-03-25",25.74
"309","2008-03-26",26.690001
"310","2008-03-27",26.02
"311","2008-03-28",25.209999
"312","2008-03-31",25.639999
"313","2008-04-01",25.790001
"314","2008-04-02",25.610001
"315","2008-04-03",25.459999
"316","2008-04-04",25.48
"317","2008-04-07",25.459999
"318","2008-04-08",25.799999
"319","2008-04-09",25.17
"320","2008-04-10",25.57
"321","2008-04-11",23.93
"322","2008-04-14",23.9
"323","2008-04-15",24.17
"324","2008-04-16",24.690001
"325","2008-04-17",24.25
"326","2008-04-18",25.120001
"327","2008-04-21",25.299999
"328","2008-04-22",24.77
"329","2008-04-23",24.76
"330","2008-04-24",25.4
"331","2008-04-25",25.280001
"332","2008-04-28",25.5
"333","2008-04-29",25.18
"334","2008-04-30",25.52
"335","2008-05-01",25.65
"336","2008-05-02",25.73
"337","2008-05-05",25.74
"338","2008-05-06",25.59
"339","2008-05-07",24.99
"340","2008-05-08",24.82
"341","2008-05-09",25.610001
"342","2008-05-12",25.75
"343","2008-05-13",25.639999
"344","2008-05-14",25.700001
"345","2008-05-15",25.57
"346","2008-05-16",25.700001
"347","2008-05-19",25.58
"348","2008-05-20",25.799999
"349","2008-05-21",26.049999
"350","2008-05-22",26.18
"351","2008-05-23",25.68
"352","2008-05-27",26.34
"353","2008-05-28",26.530001
"354","2008-05-29",26.84
"355","2008-05-30",26.690001
"356","2008-06-02",26.290001
"357","2008-06-03",26.41
"358","2008-06-04",26.959999
"359","2008-06-05",27.219999
"360","2008-06-06",26.879999
"361","2008-06-09",26.290001
"362","2008-06-10",26
"363","2008-06-11",25.719999
"364","2008-06-12",26.129999
"365","2008-06-13",26.379999
"366","2008-06-16",27.200001
"367","2008-06-17",27.059999
"368","2008-06-18",26.889999
"369","2008-06-19",27.049999
"370","2008-06-20",26.780001
"371","2008-06-23",26.700001
"372","2008-06-24",26.85
"373","2008-06-25",26.940001
"374","2008-06-26",27.059999
"375","2008-06-27",26.75
"376","2008-06-30",26.549999
"377","2008-07-01",25.6
"378","2008-07-02",25.360001
"379","2008-07-03",25.02
"380","2008-07-07",25.27
"381","2008-07-08",25.48
"382","2008-07-09",25.68
"383","2008-07-10",26.440001
"384","2008-07-11",27.73
"385","2008-07-14",27.75
"386","2008-07-15",27.610001
"387","2008-07-16",28.58
"388","2008-07-17",28.01
"389","2008-07-18",28.059999
"390","2008-07-21",28.1
"391","2008-07-22",28.34
"392","2008-07-23",28.139999
"393","2008-07-24",29.57
"394","2008-07-25",30.42
"395","2008-07-28",30.450001
"396","2008-07-29",31
"397","2008-07-30",30.98
"398","2008-07-31",30.389999
"399","2008-08-01",30.809999
"400","2008-08-04",30.84
"401","2008-08-05",31.08
"402","2008-08-06",31.299999
"403","2008-08-07",31.08
"404","2008-08-08",31.9
"405","2008-08-11",32.049999
"406","2008-08-12",31.9
"407","2008-08-13",32.18
"408","2008-08-14",31.959999
"409","2008-08-15",31.9
"410","2008-08-18",31.459999
"411","2008-08-19",31.09
"412","2008-08-20",31.049999
"413","2008-08-21",30.66
"414","2008-08-22",31
"415","2008-08-25",30.299999
"416","2008-08-26",30.950001
"417","2008-08-27",31.809999
"418","2008-08-28",32
"419","2008-08-29",31.959999
"420","2008-09-02",32.029999
"421","2008-09-03",32.220001
"422","2008-09-04",31.93
"423","2008-09-05",31.790001
"424","2008-09-08",32.200001
"425","2008-09-09",31.58
"426","2008-09-10",32.369999
"427","2008-09-11",32.279999
"428","2008-09-12",31.700001
"429","2008-09-15",30.65
"430","2008-09-16",31.74
"431","2008-09-17",31
"432","2008-09-18",30.99
"433","2008-09-19",32.990002
"434","2008-09-22",32.5
"435","2008-09-23",32.150002
"436","2008-09-24",32.32
"437","2008-09-25",32.060001
"438","2008-09-26",32.34
"439","2008-09-29",31.459999
"440","2008-09-30",32
"441","2008-10-01",31.74
"442","2008-10-02",30.209999
"443","2008-10-03",30.049999
"444","2008-10-06",28.24
"445","2008-10-07",27.4
"446","2008-10-08",26.969999
"447","2008-10-09",24.93
"448","2008-10-10",26.92
"449","2008-10-13",26.190001
"450","2008-10-14",26.049999
"451","2008-10-15",23.49
"452","2008-10-16",25.02
"453","2008-10-17",24.889999
"454","2008-10-20",25.959999
"455","2008-10-21",25.02
"456","2008-10-22",23.33
"457","2008-10-23",23.870001
"458","2008-10-24",23.540001
"459","2008-10-27",23.059999
"460","2008-10-28",23.280001
"461","2008-10-29",23.9
"462","2008-10-30",25.030001
"463","2008-10-31",26.200001
"464","2008-11-03",26.34
"465","2008-11-04",25.73
"466","2008-11-05",25.68
"467","2008-11-06",24.959999
"468","2008-11-07",25.459999
"469","2008-11-10",25.719999
"470","2008-11-11",25.190001
"471","2008-11-12",24.85
"472","2008-11-13",26.639999
"473","2008-11-14",25.690001
"474","2008-11-17",25.01
"475","2008-11-18",24.75
"476","2008-11-19",23.549999
"477","2008-11-20",21.129999
"478","2008-11-21",22.049999
"479","2008-11-24",23.049999
"480","2008-11-25",22.870001
"481","2008-11-26",23.879999
"482","2008-11-28",23.51
"483","2008-12-01",21.629999
"484","2008-12-02",23.379999
"485","2008-12-03",23.84
"486","2008-12-04",23.16
"487","2008-12-05",24.4
"488","2008-12-08",24.700001
"489","2008-12-09",23.530001
"490","2008-12-10",23.139999
"491","2008-12-11",22.790001
"492","2008-12-12",23.49
"493","2008-12-15",23.16
"494","2008-12-16",24.43
"495","2008-12-17",24.58
"496","2008-12-18",24.610001
"497","2008-12-19",23.879999
"498","2008-12-22",22.860001
"499","2008-12-23",22.370001
"500","2008-12-24",22.209999
"501","2008-12-26",22.6
"502","2008-12-29",22.530001
"503","2008-12-30",23.08
"504","2008-12-31",23.940001
"505","2009-01-02",23.99
"506","2009-01-05",17.059999
"507","2009-01-06",17.02
"508","2009-01-07",16.68
"509","2009-01-08",17.049999
"510","2009-01-09",16.540001
"511","2009-01-12",16.58
"512","2009-01-13",16.67
"513","2009-01-14",16.49
"514","2009-01-15",16.700001
"515","2009-01-16",17.209999
"516","2009-01-20",16.34
"517","2009-01-21",16.540001
"518","2009-01-22",16.07
"519","2009-01-23",15.69
"520","2009-01-26",15.17
"521","2009-01-27",15.33
"522","2009-01-28",15.71
"523","2009-01-29",15.48
"524","2009-01-30",15.65
"525","2009-02-02",15.84
"526","2009-02-03",15.83
"527","2009-02-04",15.83
"528","2009-02-05",17.110001
"529","2009-02-06",17.68
