"","date","ISBC"
"1","2007-01-03",6.07297
"2","2007-01-04",6.178894
"3","2007-01-05",6.155355
"4","2007-01-08",6.143586
"5","2007-01-09",6.127893
"6","2007-01-10",6.139663
"7","2007-01-11",6.18674
"8","2007-01-12",6.202432
"9","2007-01-16",6.167124
"10","2007-01-17",6.092586
"11","2007-01-18",6.076893
"12","2007-01-19",6.112201
"13","2007-01-22",6.100431
"14","2007-01-23",6.12397
"15","2007-01-24",6.171048
"16","2007-01-25",6.057277
"17","2007-01-26",6.080816
"18","2007-01-29",6.076893
"19","2007-01-30",6.088662
"20","2007-01-31",6.049431
"21","2007-02-01",6.069046
"22","2007-02-02",6.135739
"23","2007-02-05",6.135739
"24","2007-02-06",6.151432
"25","2007-02-07",6.139663
"26","2007-02-08",6.104355
"27","2007-02-09",6.12397
"28","2007-02-12",6.116124
"29","2007-02-13",6.120047
"30","2007-02-14",6.108278
"31","2007-02-15",6.127893
"32","2007-02-16",6.159278
"33","2007-02-20",6.174971
"34","2007-02-21",6.151432
"35","2007-02-22",6.167124
"36","2007-02-23",6.147509
"37","2007-02-26",6.155355
"38","2007-02-27",5.990584
"39","2007-02-28",5.923892
"40","2007-03-01",5.89643
"41","2007-03-02",5.908199
"42","2007-03-05",5.774814
"43","2007-03-06",5.71989
"44","2007-03-07",5.71989
"45","2007-03-08",5.766967
"46","2007-03-09",5.821891
"47","2007-03-12",5.802275
"48","2007-03-13",5.712044
"49","2007-03-14",5.731659
"50","2007-03-15",5.770891
"51","2007-03-16",5.672813
"52","2007-03-19",5.790506
"53","2007-03-20",5.763044
"54","2007-03-21",5.78266
"55","2007-03-22",5.739506
"56","2007-03-23",5.727736
"57","2007-03-26",5.65712
"58","2007-03-27",5.610043
"59","2007-03-28",5.586504
"60","2007-03-29",5.625736
"61","2007-03-30",5.664967
"62","2007-04-02",5.602197
"63","2007-04-03",5.598274
"64","2007-04-04",5.590427
"65","2007-04-05",5.515889
"66","2007-04-09",5.453119
"67","2007-04-10",5.500196
"68","2007-04-11",5.488427
"69","2007-04-12",5.42958
"70","2007-04-13",5.445272
"71","2007-04-16",5.508042
"72","2007-04-17",5.500196
"73","2007-04-18",5.566889
"74","2007-04-19",5.551197
"75","2007-04-20",5.60612
"76","2007-04-23",5.55512
"77","2007-04-24",5.472734
"78","2007-04-25",5.480581
"79","2007-04-26",5.55512
"80","2007-04-27",5.65712
"81","2007-04-30",5.610043
"82","2007-05-01",5.598274
"83","2007-05-02",5.676736
"84","2007-05-03",5.645351
"85","2007-05-04",5.688505
"86","2007-05-07",5.664967
"87","2007-05-08",5.664967
"88","2007-05-09",5.653197
"89","2007-05-10",5.527658
"90","2007-05-11",5.547274
"91","2007-05-14",5.527658
"92","2007-05-15",5.535504
"93","2007-05-16",5.531581
"94","2007-05-17",5.527658
"95","2007-05-18",5.531581
"96","2007-05-21",5.559043
"97","2007-05-22",5.562966
"98","2007-05-23",5.488427
"99","2007-05-24",5.476657
"100","2007-05-25",5.44135
"101","2007-05-29",5.484504
"102","2007-05-30",5.445272
"103","2007-05-31",5.464888
"104","2007-06-01",5.504119
"105","2007-06-04",5.539427
"106","2007-06-05",5.437427
"107","2007-06-06",5.437427
"108","2007-06-07",5.36681
"109","2007-06-08",5.433503
"110","2007-06-11",5.433503
"111","2007-06-12",5.355041
"112","2007-06-13",5.355041
"113","2007-06-14",5.37858
"114","2007-06-15",5.511965
"115","2007-06-18",5.453119
"116","2007-06-19",5.464888
"117","2007-06-20",5.343272
"118","2007-06-21",5.398195
"119","2007-06-22",5.417811
"120","2007-06-25",5.237348
"121","2007-06-26",5.229502
"122","2007-06-27",5.343272
"123","2007-06-28",5.343272
"124","2007-06-29",5.268733
"125","2007-07-02",5.256964
"126","2007-07-03",5.284425
"127","2007-07-05",5.268733
"128","2007-07-06",5.276579
"129","2007-07-09",5.272656
"130","2007-07-10",5.256964
"131","2007-07-11",5.158886
"132","2007-07-12",5.256964
"133","2007-07-13",5.288348
"134","2007-07-16",5.237348
"135","2007-07-17",5.198117
"136","2007-07-18",5.100039
"137","2007-07-19",5.096116
"138","2007-07-20",5.013731
"139","2007-07-23",4.96273
"140","2007-07-24",4.805806
"141","2007-07-25",4.825422
"142","2007-07-26",4.829345
"143","2007-07-27",4.841114
"144","2007-07-30",4.790114
"145","2007-07-31",4.719498
"146","2007-08-01",4.743036
"147","2007-08-02",4.754806
"148","2007-08-03",4.527266
"149","2007-08-06",4.750883
"150","2007-08-07",4.935269
"151","2007-08-08",5.26481
"152","2007-08-09",5.245194
"153","2007-08-10",5.209886
"154","2007-08-13",5.052962
"155","2007-08-14",4.935269
"156","2007-08-15",4.954884
"157","2007-08-16",5.186347
"158","2007-08-17",5.272656
"159","2007-08-20",5.276579
"160","2007-08-21",5.515889
"161","2007-08-22",5.508042
"162","2007-08-23",5.460965
"163","2007-08-24",5.398195
"164","2007-08-27",5.390349
"165","2007-08-28",5.307964
"166","2007-08-29",5.496273
"167","2007-08-30",5.54335
"168","2007-08-31",5.570812
"169","2007-09-04",5.594351
"170","2007-09-05",5.54335
"171","2007-09-06",5.590427
"172","2007-09-07",5.531581
"173","2007-09-10",5.551197
"174","2007-09-11",5.637505
"175","2007-09-12",5.54335
"176","2007-09-13",5.570812
"177","2007-09-14",5.621812
"178","2007-09-17",5.54335
"179","2007-09-18",5.723813
"180","2007-09-19",5.71989
"181","2007-09-20",5.708121
"182","2007-09-21",5.727736
"183","2007-09-24",5.684582
"184","2007-09-25",5.578658
"185","2007-09-26",5.590427
"186","2007-09-27",5.629659
"187","2007-09-28",5.55512
"188","2007-10-01",5.739506
"189","2007-10-02",5.857199
"190","2007-10-03",5.802275
"191","2007-10-04",5.857199
"192","2007-10-05",5.841506
"193","2007-10-08",5.829737
"194","2007-10-09",5.857199
"195","2007-10-10",5.868968
"196","2007-10-11",5.78266
"197","2007-10-12",5.794429
"198","2007-10-15",5.798352
"199","2007-10-16",5.763044
"200","2007-10-17",5.712044
"201","2007-10-18",5.78266
"202","2007-10-19",5.519812
"203","2007-10-22",5.755198
"204","2007-10-23",5.829737
"205","2007-10-24",5.778737
"206","2007-10-25",5.770891
"207","2007-10-26",5.794429
"208","2007-10-29",5.817968
"209","2007-10-30",5.806199
"210","2007-10-31",5.884661
"211","2007-11-01",5.496273
"212","2007-11-02",5.508042
"213","2007-11-05",5.402119
"214","2007-11-06",5.578658
"215","2007-11-07",5.472734
"216","2007-11-08",5.637505
"217","2007-11-09",5.625736
"218","2007-11-12",5.806199
"219","2007-11-13",5.880738
"220","2007-11-14",5.802275
"221","2007-11-15",5.704198
"222","2007-11-16",5.763044
"223","2007-11-19",5.649274
"224","2007-11-20",5.559043
"225","2007-11-21",5.49235
"226","2007-11-23",5.594351
"227","2007-11-26",5.472734
"228","2007-11-27",5.621812
"229","2007-11-28",5.763044
"230","2007-11-29",5.739506
"231","2007-11-30",5.755198
"232","2007-12-03",5.723813
"233","2007-12-04",5.817968
"234","2007-12-05",5.841506
"235","2007-12-06",5.865045
"236","2007-12-07",5.821891
"237","2007-12-10",5.845429
"238","2007-12-11",5.653197
"239","2007-12-12",5.637505
"240","2007-12-13",5.610043
"241","2007-12-14",5.508042
"242","2007-12-17",5.425657
"243","2007-12-18",5.60612
"244","2007-12-19",5.633582
"245","2007-12-20",5.621812
"246","2007-12-21",5.778737
"247","2007-12-24",5.829737
"248","2007-12-26",5.853276
"249","2007-12-27",5.692429
"250","2007-12-28",5.566889
