"","date","SCHN"
"1","2007-01-03",38.5
"2","2007-01-04",38.75
"3","2007-01-05",37.720001
"4","2007-01-08",34.93
"5","2007-01-09",33.990002
"6","2007-01-10",34.439999
"7","2007-01-11",34.639999
"8","2007-01-12",34.66
"9","2007-01-16",33.959999
"10","2007-01-17",34.139999
"11","2007-01-18",33.849998
"12","2007-01-19",34.34
"13","2007-01-22",34
"14","2007-01-23",35.18
"15","2007-01-24",36.939999
"16","2007-01-25",37.560001
"17","2007-01-26",37.66
"18","2007-01-29",37.66
"19","2007-01-30",38.310001
"20","2007-01-31",38.5
"21","2007-02-01",38.549999
"22","2007-02-02",38.32
"23","2007-02-05",37.599998
"24","2007-02-06",38.549999
"25","2007-02-07",38.290001
"26","2007-02-08",38.669998
"27","2007-02-09",37.299999
"28","2007-02-12",37.450001
"29","2007-02-13",37.610001
"30","2007-02-14",37.450001
"31","2007-02-15",38.669998
"32","2007-02-16",38.919998
"33","2007-02-20",38.41
"34","2007-02-21",39.389999
"35","2007-02-22",38.950001
"36","2007-02-23",38.619999
"37","2007-02-26",38.73
"38","2007-02-27",36.5
"39","2007-02-28",37.529999
"40","2007-03-01",37.290001
"41","2007-03-02",36.52
"42","2007-03-05",35.560001
"43","2007-03-06",36.810001
"44","2007-03-07",37.220001
"45","2007-03-08",38.119999
"46","2007-03-09",38.93
"47","2007-03-12",38.75
"48","2007-03-13",37.040001
"49","2007-03-14",37.650002
"50","2007-03-15",38.259998
"51","2007-03-16",37.869999
"52","2007-03-19",38.77
"53","2007-03-20",39.41
"54","2007-03-21",39.93
"55","2007-03-22",39.630001
"56","2007-03-23",39.970001
"57","2007-03-26",39.970001
"58","2007-03-27",39.790001
"59","2007-03-28",39.060001
"60","2007-03-29",40.119999
"61","2007-03-30",40.169998
"62","2007-04-02",40.200001
"63","2007-04-03",40.860001
"64","2007-04-04",40.5
"65","2007-04-05",40.73
"66","2007-04-09",45.919998
"67","2007-04-10",45.77
"68","2007-04-11",45.41
"69","2007-04-12",46.150002
"70","2007-04-13",46.25
"71","2007-04-16",48.290001
"72","2007-04-17",48.200001
"73","2007-04-18",48.389999
"74","2007-04-19",48.799999
"75","2007-04-20",48.900002
"76","2007-04-23",50.380001
"77","2007-04-24",49.299999
"78","2007-04-25",52.619999
"79","2007-04-26",52.330002
"80","2007-04-27",52.259998
"81","2007-04-30",51.91
"82","2007-05-01",51.259998
"83","2007-05-02",52.029999
"84","2007-05-03",51.900002
"85","2007-05-04",52.450001
"86","2007-05-07",54.139999
"87","2007-05-08",54.439999
"88","2007-05-09",55.439999
"89","2007-05-10",53.880001
"90","2007-05-11",55.540001
"91","2007-05-14",55.09
"92","2007-05-15",53.060001
"93","2007-05-16",53.48
"94","2007-05-17",52.990002
"95","2007-05-18",54
"96","2007-05-21",54.509998
"97","2007-05-22",53.560001
"98","2007-05-23",54.099998
"99","2007-05-24",51.990002
"100","2007-05-25",52.23
"101","2007-05-29",52.25
"102","2007-05-30",53.200001
"103","2007-05-31",54.200001
"104","2007-06-01",55.450001
"105","2007-06-04",55.25
"106","2007-06-05",53.990002
"107","2007-06-06",52.610001
"108","2007-06-07",50.990002
"109","2007-06-08",51.619999
"110","2007-06-11",50.119999
"111","2007-06-12",48.099998
"112","2007-06-13",49.150002
"113","2007-06-14",49.16
"114","2007-06-15",50.299999
"115","2007-06-18",49.939999
"116","2007-06-19",50.490002
"117","2007-06-20",49.490002
"118","2007-06-21",50.380001
"119","2007-06-22",49.639999
"120","2007-06-25",48.470001
"121","2007-06-26",48.43
"122","2007-06-27",47.25
"123","2007-06-28",47.84
"124","2007-06-29",47.939999
"125","2007-07-02",49.09
"126","2007-07-03",50.189999
"127","2007-07-05",50.82
"128","2007-07-06",52.32
"129","2007-07-09",61.360001
"130","2007-07-10",59.790001
"131","2007-07-11",60.900002
"132","2007-07-12",61.919998
"133","2007-07-13",62.799999
"134","2007-07-16",61.799999
"135","2007-07-17",62.619999
"136","2007-07-18",63.98
"137","2007-07-19",61.400002
"138","2007-07-20",61.23
"139","2007-07-23",62.009998
"140","2007-07-24",59.310001
"141","2007-07-25",58.099998
"142","2007-07-26",55.18
"143","2007-07-27",55.02
"144","2007-07-30",56.200001
"145","2007-07-31",54.189999
"146","2007-08-01",55.709999
"147","2007-08-02",56.599998
"148","2007-08-03",54.639999
"149","2007-08-06",54.470001
"150","2007-08-07",54.630001
"151","2007-08-08",55.610001
"152","2007-08-09",51.34
"153","2007-08-10",53.5
"154","2007-08-13",54.009998
"155","2007-08-14",52.5
"156","2007-08-15",49.860001
"157","2007-08-16",49.470001
"158","2007-08-17",50.330002
"159","2007-08-20",50.32
"160","2007-08-21",50.919998
"161","2007-08-22",53.299999
"162","2007-08-23",52.080002
"163","2007-08-24",53.84
"164","2007-08-27",52.41
"165","2007-08-28",50.25
"166","2007-08-29",53.98
"167","2007-08-30",55.560001
"168","2007-08-31",58.43
"169","2007-09-04",59.450001
"170","2007-09-05",60.380001
"171","2007-09-06",61.860001
"172","2007-09-07",59.5
"173","2007-09-10",57.259998
"174","2007-09-11",58.75
"175","2007-09-12",57.419998
"176","2007-09-13",58.349998
"177","2007-09-14",60.810001
"178","2007-09-17",61.040001
"179","2007-09-18",64.370003
"180","2007-09-19",65.309998
"181","2007-09-20",64.550003
"182","2007-09-21",66.440002
"183","2007-09-24",69.739998
"184","2007-09-25",69.629997
"185","2007-09-26",71.300003
"186","2007-09-27",72.510002
"187","2007-09-28",73.290001
"188","2007-10-01",75.839996
"189","2007-10-02",74.019997
"190","2007-10-03",74.889999
"191","2007-10-04",70.889999
"192","2007-10-05",72.440002
"193","2007-10-08",73.419998
"194","2007-10-09",74.199997
"195","2007-10-10",72.699997
"196","2007-10-11",71.010002
"197","2007-10-12",71.120003
"198","2007-10-15",73.519997
"199","2007-10-16",72.760002
"200","2007-10-17",72.660004
"201","2007-10-18",74.599998
"202","2007-10-19",71.82
"203","2007-10-22",73.639999
"204","2007-10-23",75
"205","2007-10-24",73.919998
"206","2007-10-25",74.610001
"207","2007-10-26",77.769997
"208","2007-10-29",65.760002
"209","2007-10-30",66.540001
"210","2007-10-31",66.07
"211","2007-11-01",64.07
"212","2007-11-02",65
"213","2007-11-05",64.510002
"214","2007-11-06",63.389999
"215","2007-11-07",61.23
"216","2007-11-08",62
"217","2007-11-09",61.880001
"218","2007-11-12",59.59
"219","2007-11-13",61.59
"220","2007-11-14",64.519997
"221","2007-11-15",62.939999
"222","2007-11-16",63.599998
"223","2007-11-19",60.66
"224","2007-11-20",62.310001
"225","2007-11-21",60.91
"226","2007-11-23",61.75
"227","2007-11-26",59.099998
"228","2007-11-27",58.029999
"229","2007-11-28",63.5
"230","2007-11-29",62.779999
"231","2007-11-30",62.419998
"232","2007-12-03",62.07
"233","2007-12-04",61.09
"234","2007-12-05",64
"235","2007-12-06",66.980003
"236","2007-12-07",68.440002
"237","2007-12-10",69.449997
"238","2007-12-11",65.470001
"239","2007-12-12",67.400002
"240","2007-12-13",66.720001
"241","2007-12-14",63.82
"242","2007-12-17",62.25
"243","2007-12-18",63.27
"244","2007-12-19",63.48
"245","2007-12-20",65.629997
"246","2007-12-21",67.610001
"247","2007-12-24",68.919998
"248","2007-12-26",68.889999
"249","2007-12-27",68.830002
"250","2007-12-28",67.099998
"251","2007-12-31",69.129997
"252","2008-01-02",65.919998
"253","2008-01-03",66.870003
"254","2008-01-04",63.650002
"255","2008-01-07",61.799999
"256","2008-01-08",55.5
"257","2008-01-09",56.73
"258","2008-01-10",58.68
"259","2008-01-11",58.189999
"260","2008-01-14",59.41
"261","2008-01-15",55.490002
"262","2008-01-16",51.779999
"263","2008-01-17",47.93
"264","2008-01-18",49.389999
"265","2008-01-22",49.630001
"266","2008-01-23",49.939999
"267","2008-01-24",53.119999
"268","2008-01-25",55.290001
"269","2008-01-28",54.27
"270","2008-01-29",54.970001
"271","2008-01-30",56
"272","2008-01-31",56.66
"273","2008-02-01",58
"274","2008-02-04",57.470001
"275","2008-02-05",57.060001
"276","2008-02-06",56.720001
"277","2008-02-07",57.259998
"278","2008-02-08",60.09
"279","2008-02-11",60.84
"280","2008-02-12",60.84
"281","2008-02-13",63.029999
"282","2008-02-14",61.860001
"283","2008-02-15",60.889999
"284","2008-02-19",63.639999
"285","2008-02-20",65.620003
"286","2008-02-21",64.779999
"287","2008-02-22",64.730003
"288","2008-02-25",66.629997
"289","2008-02-26",67.860001
"290","2008-02-27",66.959999
"291","2008-02-28",67.580002
"292","2008-02-29",65.470001
"293","2008-03-03",67.290001
"294","2008-03-04",65.519997
"295","2008-03-05",68.169998
"296","2008-03-06",62.91
"297","2008-03-07",60.830002
"298","2008-03-10",57.790001
"299","2008-03-11",62.720001
"300","2008-03-12",62.75
"301","2008-03-13",64.589996
"302","2008-03-14",63.040001
"303","2008-03-17",61.610001
"304","2008-03-18",65.910004
"305","2008-03-19",63.389999
"306","2008-03-20",66.730003
"307","2008-03-24",71.419998
"308","2008-03-25",71.43
"309","2008-03-26",72.239998
"310","2008-03-27",71.230003
"311","2008-03-28",70.949997
"312","2008-03-31",71.019997
"313","2008-04-01",73.18
"314","2008-04-02",72.040001
"315","2008-04-03",75
"316","2008-04-04",80.389999
"317","2008-04-07",80.260002
"318","2008-04-08",82.040001
"319","2008-04-09",79.540001
"320","2008-04-10",81.669998
"321","2008-04-11",80.32
"322","2008-04-14",80.660004
"323","2008-04-15",81.800003
"324","2008-04-16",86.709999
"325","2008-04-17",84.589996
"326","2008-04-18",84.25
"327","2008-04-21",84.760002
"328","2008-04-22",86.75
"329","2008-04-23",86.809998
"330","2008-04-24",84.910004
"331","2008-04-25",87.610001
"332","2008-04-28",89.589996
"333","2008-04-29",86.400002
"334","2008-04-30",88
"335","2008-05-01",86.400002
"336","2008-05-02",87.849998
"337","2008-05-05",89.849998
"338","2008-05-06",93.550003
"339","2008-05-07",93.300003
"340","2008-05-08",94.370003
"341","2008-05-09",93.099998
"342","2008-05-12",94.599998
"343","2008-05-13",97.029999
"344","2008-05-14",95.330002
"345","2008-05-15",96.449997
"346","2008-05-16",98.190002
"347","2008-05-19",97.580002
"348","2008-05-20",99.830002
"349","2008-05-21",98.099998
"350","2008-05-22",99.629997
"351","2008-05-23",95.93
"352","2008-05-27",95.099998
"353","2008-05-28",95.690002
"354","2008-05-29",95.440002
"355","2008-05-30",100.139999
"356","2008-06-02",100.919998
"357","2008-06-03",98.660004
"358","2008-06-04",98.040001
"359","2008-06-05",103.629997
"360","2008-06-06",102.830002
"361","2008-06-09",103.849998
"362","2008-06-10",99.400002
"363","2008-06-11",96.5
"364","2008-06-12",95.050003
"365","2008-06-13",100.779999
"366","2008-06-16",100.919998
"367","2008-06-17",101.080002
"368","2008-06-18",105.709999
"369","2008-06-19",107.550003
"370","2008-06-20",106.239998
"371","2008-06-23",110.870003
"372","2008-06-24",108.800003
"373","2008-06-25",109.82
"374","2008-06-26",106.440002
"375","2008-06-27",111.349998
"376","2008-06-30",114.599998
"377","2008-07-01",114.559998
"378","2008-07-02",95.309998
"379","2008-07-03",93.25
"380","2008-07-07",92.970001
"381","2008-07-08",95.190002
"382","2008-07-09",96.080002
"383","2008-07-10",97.18
"384","2008-07-11",98.529999
"385","2008-07-14",98.239998
"386","2008-07-15",96.129997
"387","2008-07-16",94.300003
"388","2008-07-17",85.650002
"389","2008-07-18",88.870003
"390","2008-07-21",93
"391","2008-07-22",87.18
"392","2008-07-23",85.029999
"393","2008-07-24",79.57
"394","2008-07-25",83.669998
"395","2008-07-28",83.849998
"396","2008-07-29",87.519997
"397","2008-07-30",91.510002
"398","2008-07-31",90.239998
"399","2008-08-01",83.449997
"400","2008-08-04",73.080002
"401","2008-08-05",75.449997
"402","2008-08-06",76.879997
"403","2008-08-07",75.690002
"404","2008-08-08",71.129997
"405","2008-08-11",67.730003
"406","2008-08-12",68.400002
"407","2008-08-13",70.459999
"408","2008-08-14",69.940002
"409","2008-08-15",66.629997
"410","2008-08-18",66.489998
"411","2008-08-19",66.949997
"412","2008-08-20",69.599998
"413","2008-08-21",68.559998
"414","2008-08-22",68.760002
"415","2008-08-25",67.07
"416","2008-08-26",67.82
"417","2008-08-27",68
"418","2008-08-28",68.379997
"419","2008-08-29",68.410004
"420","2008-09-02",64.150002
"421","2008-09-03",62.220001
"422","2008-09-04",57.470001
"423","2008-09-05",58.299999
"424","2008-09-08",57.450001
"425","2008-09-09",52.720001
"426","2008-09-10",54.279999
"427","2008-09-11",55.720001
"428","2008-09-12",58.189999
"429","2008-09-15",52.48
"430","2008-09-16",55.41
"431","2008-09-17",50.84
"432","2008-09-18",52.880001
"433","2008-09-19",55.23
"434","2008-09-22",53.98
