"","date","MDRX"
"1","2007-01-03",26.82
"2","2007-01-04",27.620001
"3","2007-01-05",27.299999
"4","2007-01-08",27.389999
"5","2007-01-09",26.440001
"6","2007-01-10",27.1
"7","2007-01-11",27.969999
"8","2007-01-12",28.99
"9","2007-01-16",29.049999
"10","2007-01-17",28.549999
"11","2007-01-18",27.870001
"12","2007-01-19",27.950001
"13","2007-01-22",27.66
"14","2007-01-23",29.08
"15","2007-01-24",29.84
"16","2007-01-25",29.42
"17","2007-01-26",29.34
"18","2007-01-29",29.719999
"19","2007-01-30",29.75
"20","2007-01-31",30.6
"21","2007-02-01",30.99
"22","2007-02-02",30.1
"23","2007-02-05",29.959999
"24","2007-02-06",29.65
"25","2007-02-07",29.700001
"26","2007-02-08",30.049999
"27","2007-02-09",29.959999
"28","2007-02-12",29.65
"29","2007-02-13",29.07
"30","2007-02-14",29
"31","2007-02-15",28.040001
"32","2007-02-16",28.059999
"33","2007-02-20",28.25
"34","2007-02-21",28.24
"35","2007-02-22",28.34
"36","2007-02-23",28.17
"37","2007-02-26",27.42
"38","2007-02-27",26.66
"39","2007-02-28",27.08
"40","2007-03-01",26.41
"41","2007-03-02",25.5
"42","2007-03-05",25.139999
"43","2007-03-06",25.15
"44","2007-03-07",25.469999
"45","2007-03-08",25.66
"46","2007-03-09",25.459999
"47","2007-03-12",24.67
"48","2007-03-13",24.809999
"49","2007-03-14",24.620001
"50","2007-03-15",25.92
"51","2007-03-16",26.07
"52","2007-03-19",26.299999
"53","2007-03-20",26.620001
"54","2007-03-21",26.93
"55","2007-03-22",27.110001
"56","2007-03-23",26.719999
"57","2007-03-26",26.6
"58","2007-03-27",26.83
"59","2007-03-28",26.540001
"60","2007-03-29",26.709999
"61","2007-03-30",26.809999
"62","2007-04-02",26.15
"63","2007-04-03",26.91
"64","2007-04-04",26.57
"65","2007-04-05",26.68
"66","2007-04-09",25.75
"67","2007-04-10",25.469999
"68","2007-04-11",24.870001
"69","2007-04-12",26.98
"70","2007-04-13",26.870001
"71","2007-04-16",27.48
"72","2007-04-17",27.32
"73","2007-04-18",27.25
"74","2007-04-19",27.059999
"75","2007-04-20",27.34
"76","2007-04-23",27.370001
"77","2007-04-24",27.440001
"78","2007-04-25",27.49
"79","2007-04-26",27.33
"80","2007-04-27",27.08
"81","2007-04-30",26.450001
"82","2007-05-01",25.950001
"83","2007-05-02",26.52
"84","2007-05-03",26.67
"85","2007-05-04",26.85
"86","2007-05-07",26.690001
"87","2007-05-08",27.059999
"88","2007-05-09",23.92
"89","2007-05-10",22.610001
"90","2007-05-11",23.66
"91","2007-05-14",23.24
"92","2007-05-15",22.77
"93","2007-05-16",22.879999
"94","2007-05-17",23.450001
"95","2007-05-18",24.23
"96","2007-05-21",24.73
"97","2007-05-22",25.030001
"98","2007-05-23",24.879999
"99","2007-05-24",24.290001
"100","2007-05-25",24.09
"101","2007-05-29",24.25
"102","2007-05-30",24.32
"103","2007-05-31",24.559999
"104","2007-06-01",24.809999
"105","2007-06-04",25.299999
"106","2007-06-05",24.790001
"107","2007-06-06",24.889999
"108","2007-06-07",24.709999
"109","2007-06-08",24.74
"110","2007-06-11",24.98
"111","2007-06-12",24.77
"112","2007-06-13",26.030001
"113","2007-06-14",26.68
"114","2007-06-15",26.440001
"115","2007-06-18",26.110001
"116","2007-06-19",26.129999
"117","2007-06-20",25.309999
"118","2007-06-21",25.93
"119","2007-06-22",25.040001
"120","2007-06-25",25.08
"121","2007-06-26",25.299999
"122","2007-06-27",26.27
"123","2007-06-28",25.709999
"124","2007-06-29",25.48
"125","2007-07-02",24.940001
"126","2007-07-03",25.15
"127","2007-07-05",25.049999
"128","2007-07-06",24.84
"129","2007-07-09",24.99
"130","2007-07-10",23.799999
"131","2007-07-11",24.34
"132","2007-07-12",24.709999
"133","2007-07-13",24.99
"134","2007-07-16",24.76
"135","2007-07-17",24.49
"136","2007-07-18",23.799999
"137","2007-07-19",24.219999
"138","2007-07-20",23.5
"139","2007-07-23",22.85
"140","2007-07-24",22.790001
"141","2007-07-25",23.65
"142","2007-07-26",23.110001
"143","2007-07-27",22.82
"144","2007-07-30",22.85
"145","2007-07-31",22.75
"146","2007-08-01",22.860001
"147","2007-08-02",23.09
"148","2007-08-03",22.610001
"149","2007-08-06",23.66
"150","2007-08-07",24.41
"151","2007-08-08",24.98
"152","2007-08-09",25.98
"153","2007-08-10",24.299999
"154","2007-08-13",23.16
"155","2007-08-14",23.48
"156","2007-08-15",23.15
"157","2007-08-16",23.59
"158","2007-08-17",23.76
"159","2007-08-20",24.33
"160","2007-08-21",23.41
"161","2007-08-22",23.92
"162","2007-08-23",23.200001
"163","2007-08-24",23.139999
"164","2007-08-27",23.129999
"165","2007-08-28",22.440001
"166","2007-08-29",22.76
"167","2007-08-30",22.540001
"168","2007-08-31",22.610001
"169","2007-09-04",22.790001
"170","2007-09-05",24.26
"171","2007-09-06",24.530001
"172","2007-09-07",24.360001
"173","2007-09-10",24.190001
"174","2007-09-11",24.959999
"175","2007-09-12",24.65
"176","2007-09-13",25.049999
"177","2007-09-14",25.389999
"178","2007-09-17",26.110001
"179","2007-09-18",27.15
"180","2007-09-19",27.15
"181","2007-09-20",26.68
"182","2007-09-21",27.799999
"183","2007-09-24",27.540001
"184","2007-09-25",27.51
"185","2007-09-26",27.65
"186","2007-09-27",27.469999
"187","2007-09-28",27.030001
"188","2007-10-01",27.4
"189","2007-10-02",27.35
"190","2007-10-03",26.16
"191","2007-10-04",26.16
"192","2007-10-05",25.940001
"193","2007-10-08",26.17
"194","2007-10-09",26.68
"195","2007-10-10",27.23
"196","2007-10-11",26.290001
"197","2007-10-12",26.02
"198","2007-10-15",24.940001
"199","2007-10-16",25.049999
"200","2007-10-17",25.219999
"201","2007-10-18",24.709999
"202","2007-10-19",24.5
"203","2007-10-22",25.1
"204","2007-10-23",25.459999
"205","2007-10-24",25.74
"206","2007-10-25",25.889999
"207","2007-10-26",27.24
"208","2007-10-29",27.76
"209","2007-10-30",27.799999
"210","2007-10-31",27.700001
"211","2007-11-01",25.629999
"212","2007-11-02",25.040001
"213","2007-11-05",24.77
"214","2007-11-06",23.969999
"215","2007-11-07",23.559999
"216","2007-11-08",23
"217","2007-11-09",18.68
"218","2007-11-12",18.65
"219","2007-11-13",18.219999
"220","2007-11-14",17.68
"221","2007-11-15",17.18
"222","2007-11-16",18.01
"223","2007-11-19",17.299999
"224","2007-11-20",17.309999
"225","2007-11-21",17.129999
"226","2007-11-23",17.190001
"227","2007-11-26",17.15
"228","2007-11-27",17.35
"229","2007-11-28",17.48
"230","2007-11-29",17.35
"231","2007-11-30",17.690001
"232","2007-12-03",17.940001
"233","2007-12-04",17.92
"234","2007-12-05",18.459999
"235","2007-12-06",19.209999
"236","2007-12-07",19.33
"237","2007-12-10",19.469999
"238","2007-12-11",18.99
"239","2007-12-12",18.809999
"240","2007-12-13",19.639999
"241","2007-12-14",19.41
"242","2007-12-17",19.4
"243","2007-12-18",19.709999
"244","2007-12-19",19.860001
"245","2007-12-20",20.15
"246","2007-12-21",20.040001
"247","2007-12-24",20
"248","2007-12-26",20.030001
"249","2007-12-27",19.49
"250","2007-12-28",19.450001
"251","2007-12-31",19.42
"252","2008-01-02",18.809999
"253","2008-01-03",18.17
"254","2008-01-04",17.59
"255","2008-01-07",17.440001
"256","2008-01-08",16.82
"257","2008-01-09",16.1
"258","2008-01-10",16.309999
"259","2008-01-11",16.139999
"260","2008-01-14",16.4
"261","2008-01-15",16.09
"262","2008-01-16",16.610001
"263","2008-01-17",15.64
"264","2008-01-18",15.74
"265","2008-01-22",15.38
"266","2008-01-23",15.42
"267","2008-01-24",15.11
"268","2008-01-25",15.03
"269","2008-01-28",15.63
"270","2008-01-29",15.73
"271","2008-01-30",15.05
"272","2008-01-31",14.83
"273","2008-02-01",15.62
"274","2008-02-04",15.78
"275","2008-02-05",14.95
"276","2008-02-06",15
"277","2008-02-07",15.16
"278","2008-02-08",15.43
"279","2008-02-11",14.78
"280","2008-02-12",15.24
"281","2008-02-13",15.39
"282","2008-02-14",11.27
"283","2008-02-15",11.52
"284","2008-02-19",11.01
"285","2008-02-20",11.55
"286","2008-02-21",11.82
"287","2008-02-22",11.62
"288","2008-02-25",11.83
"289","2008-02-26",11.82
"290","2008-02-27",11.53
"291","2008-02-28",11.12
"292","2008-02-29",10.67
"293","2008-03-03",10.49
"294","2008-03-04",10.15
"295","2008-03-05",9.98
"296","2008-03-06",9.82
"297","2008-03-07",9.86
"298","2008-03-10",9.47
"299","2008-03-11",9.47
"300","2008-03-12",9.72
"301","2008-03-13",9.34
"302","2008-03-14",9.1
"303","2008-03-17",8.76
"304","2008-03-18",9.75
"305","2008-03-19",9.06
"306","2008-03-20",9.21
"307","2008-03-24",9.45
"308","2008-03-25",9.2
"309","2008-03-26",8.81
"310","2008-03-27",9.06
"311","2008-03-28",9.78
"312","2008-03-31",10.32
"313","2008-04-01",10.4
"314","2008-04-02",10.75
"315","2008-04-03",10.67
"316","2008-04-04",10.84
"317","2008-04-07",11.01
"318","2008-04-08",10.93
"319","2008-04-09",10.6
"320","2008-04-10",10.81
"321","2008-04-11",10.35
"322","2008-04-14",10.52
"323","2008-04-15",10.55
"324","2008-04-16",11.21
"325","2008-04-17",11.02
"326","2008-04-18",11.09
"327","2008-04-21",11.18
"328","2008-04-22",11.18
"329","2008-04-23",11.1
"330","2008-04-24",11.34
"331","2008-04-25",11.25
"332","2008-04-28",11.2
"333","2008-04-29",11.3
"334","2008-04-30",11.16
"335","2008-05-01",11.58
"336","2008-05-02",11.36
"337","2008-05-05",11.85
"338","2008-05-06",11.94
"339","2008-05-07",11.71
"340","2008-05-08",11.97
"341","2008-05-09",11.97
"342","2008-05-12",12.3
"343","2008-05-13",12.42
"344","2008-05-14",12.22
"345","2008-05-15",12.41
"346","2008-05-16",12.39
"347","2008-05-19",12.59
"348","2008-05-20",12.57
"349","2008-05-21",12.56
"350","2008-05-22",11.96
"351","2008-05-23",12.16
"352","2008-05-27",12.58
"353","2008-05-28",12.39
"354","2008-05-29",12.48
"355","2008-05-30",12.43
"356","2008-06-02",12.23
"357","2008-06-03",12.71
"358","2008-06-04",12.67
"359","2008-06-05",13.08
"360","2008-06-06",12.7
"361","2008-06-09",12.56
"362","2008-06-10",12.61
"363","2008-06-11",12.41
"364","2008-06-12",12.56
"365","2008-06-13",12.75
"366","2008-06-16",13.07
"367","2008-06-17",13.06
"368","2008-06-18",13.3
"369","2008-06-19",13.33
"370","2008-06-20",13.18
"371","2008-06-23",13.1
"372","2008-06-24",13.1
"373","2008-06-25",13.5
"374","2008-06-26",13.09
"375","2008-06-27",12.76
"376","2008-06-30",12.41
"377","2008-07-01",12.16
"378","2008-07-02",12.59
"379","2008-07-03",13.27
"380","2008-07-07",13.62
"381","2008-07-08",13.7
"382","2008-07-09",13.52
"383","2008-07-10",13.7
"384","2008-07-11",13.34
"385","2008-07-14",13.17
"386","2008-07-15",12.85
"387","2008-07-16",13.17
"388","2008-07-17",13.02
"389","2008-07-18",12.92
"390","2008-07-21",12.97
"391","2008-07-22",13
"392","2008-07-23",12.98
"393","2008-07-24",13.02
"394","2008-07-25",13.08
"395","2008-07-28",13.05
"396","2008-07-29",13
"397","2008-07-30",12.29
"398","2008-07-31",12.05
"399","2008-08-01",12.13
"400","2008-08-04",12.09
"401","2008-08-05",12.4
"402","2008-08-06",13.97
"403","2008-08-07",14.18
"404","2008-08-08",15.17
"405","2008-08-11",15.69
"406","2008-08-12",15.71
"407","2008-08-13",15.17
"408","2008-08-14",15.33
"409","2008-08-15",15.64
"410","2008-08-18",15.52
"411","2008-08-19",15.49
"412","2008-08-20",15.22
"413","2008-08-21",15.02
"414","2008-08-22",15.12
"415","2008-08-25",14.4
"416","2008-08-26",14.4
"417","2008-08-27",14.58
"418","2008-08-28",14.78
"419","2008-08-29",14.34
"420","2008-09-02",14.9
"421","2008-09-03",13.97
"422","2008-09-04",13.33
"423","2008-09-05",12.8
"424","2008-09-08",13.09
"425","2008-09-09",12.75
"426","2008-09-10",12.97
"427","2008-09-11",13.33
"428","2008-09-12",13.39
"429","2008-09-15",12.67
"430","2008-09-16",12.56
"431","2008-09-17",11.8
"432","2008-09-18",11.78
"433","2008-09-19",13
"434","2008-09-22",12.52
"435","2008-09-23",12.34
"436","2008-09-24",12.37
"437","2008-09-25",12.76
"438","2008-09-26",12.47
"439","2008-09-29",12.2
"440","2008-09-30",12.44
"441","2008-10-01",12.2
"442","2008-10-02",11.85
"443","2008-10-03",11.67
"444","2008-10-06",11.4
"445","2008-10-07",11.16
"446","2008-10-08",11.1
"447","2008-10-09",10.08
"448","2008-10-10",8.77
"449","2008-10-13",5.44
"450","2008-10-14",5.45
"451","2008-10-15",5.14
"452","2008-10-16",5.34
"453","2008-10-17",5.33
"454","2008-10-20",6.14
"455","2008-10-21",5.96
"456","2008-10-22",5.65
"457","2008-10-23",5.17
"458","2008-10-24",4.87
"459","2008-10-27",5.06
"460","2008-10-28",5.72
"461","2008-10-29",5.52
"462","2008-10-30",6.29
"463","2008-10-31",6.5
"464","2008-11-03",6.43
"465","2008-11-04",6.66
"466","2008-11-05",7
"467","2008-11-06",7.13
"468","2008-11-07",7.07
"469","2008-11-10",7.18
"470","2008-11-11",7.13
"471","2008-11-12",7.2
"472","2008-11-13",7.81
"473","2008-11-14",7.7
"474","2008-11-17",7.36
"475","2008-11-18",7.57
"476","2008-11-19",6.6
"477","2008-11-20",6.39
"478","2008-11-21",6.12
"479","2008-11-24",7.14
"480","2008-11-25",7.25
"481","2008-11-26",7.39
"482","2008-11-28",7.7
"483","2008-12-01",6.25
"484","2008-12-02",6.58
"485","2008-12-03",6.9
"486","2008-12-04",6.68
"487","2008-12-05",6.92
"488","2008-12-08",7.24
"489","2008-12-09",7.38
"490","2008-12-10",7.55
"491","2008-12-11",7.86
"492","2008-12-12",8.07
"493","2008-12-15",8.02
"494","2008-12-16",8.28
"495","2008-12-17",8.33
"496","2008-12-18",8.88
"497","2008-12-19",9.49
"498","2008-12-22",9.8
"499","2008-12-23",9.61
"500","2008-12-24",9.64
"501","2008-12-26",9.98
"502","2008-12-29",9.58
"503","2008-12-30",9.84
"504","2008-12-31",9.92
"505","2009-01-02",9.97
"506","2009-01-05",9.99
"507","2009-01-06",9.16
"508","2009-01-07",8.68
"509","2009-01-08",8.64
"510","2009-01-09",9.32
"511","2009-01-12",9.14
"512","2009-01-13",9.13
"513","2009-01-14",8.21
"514","2009-01-15",8.45
"515","2009-01-16",8.71
"516","2009-01-20",8.18
"517","2009-01-21",8.18
"518","2009-01-22",8.04
"519","2009-01-23",7.99
"520","2009-01-26",8.4
"521","2009-01-27",8.63
"522","2009-01-28",9.04
"523","2009-01-29",8.9
"524","2009-01-30",8.42
"525","2009-02-02",8.4
"526","2009-02-03",8.44
"527","2009-02-04",8.22
"528","2009-02-05",7.92
"529","2009-02-06",8.23
"530","2009-02-09",8.21
"531","2009-02-10",8.06
"532","2009-02-11",8.31
"533","2009-02-12",8.56
"534","2009-02-13",9.23
"535","2009-02-17",9.61
"536","2009-02-18",9.46
"537","2009-02-19",9.63
"538","2009-02-20",9.8
"539","2009-02-23",10
"540","2009-02-24",9.87
"541","2009-02-25",9.43
"542","2009-02-26",8.99
"543","2009-02-27",8.7
"544","2009-03-02",8.3
"545","2009-03-03",7.95
"546","2009-03-04",8.08
"547","2009-03-05",7.85
"548","2009-03-06",7.93
"549","2009-03-09",8.43
"550","2009-03-10",8.74
"551","2009-03-11",8.31
"552","2009-03-12",8.58
"553","2009-03-13",8.53
"554","2009-03-16",8.65
"555","2009-03-17",8.94
"556","2009-03-18",9.27
"557","2009-03-19",8.99
"558","2009-03-20",8.99
"559","2009-03-23",9.4
"560","2009-03-24",10.01
"561","2009-03-25",10.4
"562","2009-03-26",10.72
"563","2009-03-27",10.34
"564","2009-03-30",9.97
"565","2009-03-31",10.29
"566","2009-04-01",9.9
"567","2009-04-02",10.28
"568","2009-04-03",10.84
"569","2009-04-06",10.53
"570","2009-04-07",10.38
"571","2009-04-08",10.6
"572","2009-04-09",11.28
"573","2009-04-13",11.33
"574","2009-04-14",10.88
"575","2009-04-15",10.69
"576","2009-04-16",11.16
"577","2009-04-17",11.51
"578","2009-04-20",11.57
"579","2009-04-21",11.29
"580","2009-04-22",11.29
"581","2009-04-23",11.03
"582","2009-04-24",11.3
"583","2009-04-27",11.38
"584","2009-04-28",11.31
"585","2009-04-29",12.89
"586","2009-04-30",12.42
"587","2009-05-01",12.07
"588","2009-05-04",12.06
"589","2009-05-05",12.37
"590","2009-05-06",12.67
"591","2009-05-07",12.25
"592","2009-05-08",12.28
"593","2009-05-11",11.98
"594","2009-05-12",12.34
"595","2009-05-13",11.98
"596","2009-05-14",12.12
"597","2009-05-15",11.81
"598","2009-05-18",12.26
"599","2009-05-19",12.94
"600","2009-05-20",12.57
"601","2009-05-21",12.25
"602","2009-05-22",12.23
"603","2009-05-26",12.66
"604","2009-05-27",12.4
"605","2009-05-28",13.23
"606","2009-05-29",12.91
"607","2009-06-01",13.44
"608","2009-06-02",13.71
"609","2009-06-03",13.37
"610","2009-06-04",13.64
"611","2009-06-05",13.4
"612","2009-06-08",13.09
"613","2009-06-09",13.36
"614","2009-06-10",13.6
"615","2009-06-11",13.83
"616","2009-06-12",14.09
"617","2009-06-15",13.97
"618","2009-06-16",13.91
"619","2009-06-17",14.8
"620","2009-06-18",14.86
"621","2009-06-19",14.69
"622","2009-06-22",13.8
"623","2009-06-23",13.82
"624","2009-06-24",14.38
"625","2009-06-25",16.08
"626","2009-06-26",14.74
"627","2009-06-29",16.27
"628","2009-06-30",15.86
"629","2009-07-01",16.030001
"630","2009-07-02",15.65
"631","2009-07-06",15.33
"632","2009-07-07",14.9
"633","2009-07-08",14.63
"634","2009-07-09",15.11
"635","2009-07-10",14.8
"636","2009-07-13",15.28
"637","2009-07-14",15.1
"638","2009-07-15",15.7
"639","2009-07-16",16.33
"640","2009-07-17",16
"641","2009-07-20",16.290001
"642","2009-07-21",15.98
"643","2009-07-22",15.85
"644","2009-07-23",16.110001
"645","2009-07-24",16.440001
"646","2009-07-27",16.15
"647","2009-07-28",16.57
"648","2009-07-29",17.030001
"649","2009-07-30",16.940001
"650","2009-07-31",17.23
"651","2009-08-03",17.129999
"652","2009-08-04",17.42
"653","2009-08-05",16.860001
"654","2009-08-06",16.059999
"655","2009-08-07",16.48
"656","2009-08-10",16.57
"657","2009-08-11",16.34
"658","2009-08-12",15.86
"659","2009-08-13",16.139999
"660","2009-08-14",15.8
"661","2009-08-17",15.42
"662","2009-08-18",15.65
"663","2009-08-19",15.6
"664","2009-08-20",16.01
"665","2009-08-21",16.16
"666","2009-08-24",16.23
"667","2009-08-25",16.15
"668","2009-08-26",16.01
"669","2009-08-27",15.77
"670","2009-08-28",15.46
"671","2009-08-31",14.85
"672","2009-09-01",14.4
"673","2009-09-02",14.55
"674","2009-09-03",14.54
"675","2009-09-04",14.8
"676","2009-09-08",14.77
"677","2009-09-09",16.370001
"678","2009-09-10",16.860001
"679","2009-09-11",16.639999
"680","2009-09-14",17.129999
"681","2009-09-15",17.1
"682","2009-09-16",17.110001
"683","2009-09-17",17.299999
"684","2009-09-18",18.93
"685","2009-09-21",19.879999
"686","2009-09-22",20.01
"687","2009-09-23",19.059999
"688","2009-09-24",18.57
"689","2009-09-25",18.35
"690","2009-09-28",18.959999
"691","2009-09-29",19.389999
"692","2009-09-30",20.27
"693","2009-10-01",19.59
"694","2009-10-02",19.280001
"695","2009-10-05",19.459999
"696","2009-10-06",20.07
"697","2009-10-07",20.4
"698","2009-10-08",20.74
"699","2009-10-09",20.9
"700","2009-10-12",21.030001
"701","2009-10-13",21.360001
"702","2009-10-14",21.77
"703","2009-10-15",21.93
"704","2009-10-16",21.83
"705","2009-10-19",22.129999
"706","2009-10-20",21.75
"707","2009-10-21",21.02
"708","2009-10-22",21.4
"709","2009-10-23",21.25
"710","2009-10-26",21.02
"711","2009-10-27",20.309999
"712","2009-10-28",19.809999
"713","2009-10-29",20.16
"714","2009-10-30",19.5
"715","2009-11-02",19.690001
"716","2009-11-03",19.84
"717","2009-11-04",20.139999
"718","2009-11-05",20.870001
"719","2009-11-06",20.83
"720","2009-11-09",21.379999
"721","2009-11-10",21.200001
"722","2009-11-11",21.190001
"723","2009-11-12",20.99
"724","2009-11-13",21.700001
"725","2009-11-16",21.719999
"726","2009-11-17",21.27
"727","2009-11-18",20.940001
"728","2009-11-19",20.360001
"729","2009-11-20",20.07
"730","2009-11-23",20.450001
"731","2009-11-24",20.17
"732","2009-11-25",20.1
"733","2009-11-27",19.4
"734","2009-11-30",19.200001
"735","2009-12-01",19.530001
"736","2009-12-02",20.4
"737","2009-12-03",20.379999
"738","2009-12-04",20.200001
"739","2009-12-07",19.75
"740","2009-12-08",19.58
"741","2009-12-09",19.629999
"742","2009-12-10",18.93
"743","2009-12-11",18.76
"744","2009-12-14",18.379999
"745","2009-12-15",18.98
"746","2009-12-16",19.219999
"747","2009-12-17",18.700001
"748","2009-12-18",19.129999
"749","2009-12-21",19.59
"750","2009-12-22",19.99
"751","2009-12-23",20.33
"752","2009-12-24",20.41
"753","2009-12-28",20.58
"754","2009-12-29",20.43
"755","2009-12-30",20.360001
"756","2009-12-31",20.23
"757","2010-01-04",20.379999
"758","2010-01-05",19.93
"759","2010-01-06",19.68
"760","2010-01-07",19.67
"761","2010-01-08",19.790001
"762","2010-01-11",18.98
"763","2010-01-12",19.559999
"764","2010-01-13",19.950001
"765","2010-01-14",19.299999
