"","date","OCC"
"113","2007-06-14",5.09
"114","2007-06-15",5.15
"115","2007-06-18",5.17
"116","2007-06-19",5.15
"117","2007-06-20",5.14
"118","2007-06-21",5.15
"119","2007-06-22",5.04
"120","2007-06-25",5.11
"121","2007-06-26",4.94
"122","2007-06-27",4.87
"123","2007-06-28",5.02
"124","2007-06-29",5.14
"125","2007-07-02",5.15
"126","2007-07-03",5.17
"127","2007-07-05",5.19
"128","2007-07-06",5.15
"129","2007-07-09",5.22
"130","2007-07-10",5.2
"131","2007-07-11",5.2
"132","2007-07-12",5.19
"133","2007-07-13",5.23
"134","2007-07-16",5.18
"135","2007-07-17",5.2
"136","2007-07-18",5.25
"137","2007-07-19",5.1
"138","2007-07-20",5.26
"139","2007-07-23",5.18
"140","2007-07-24",5.2
"141","2007-07-25",5.3
"142","2007-07-26",5.23
"143","2007-07-27",5.17
"144","2007-07-30",5.18
"145","2007-07-31",5.06
"146","2007-08-01",4.99
"147","2007-08-02",5.1
"148","2007-08-03",5.02
"149","2007-08-06",5.02
"150","2007-08-07",4.72
"151","2007-08-08",4.85
"152","2007-08-09",4.92
"153","2007-08-10",4.9
"154","2007-08-13",4.9
"155","2007-08-14",4.72
"156","2007-08-15",4.4
"157","2007-08-16",4.51
"158","2007-08-17",4.69
"159","2007-08-20",4.99
"160","2007-08-21",4.84
"161","2007-08-22",4.79
"162","2007-08-23",4.7
"163","2007-08-24",4.76
"164","2007-08-27",4.71
"165","2007-08-28",4.82
"166","2007-08-29",4.82
"167","2007-08-30",4.66
"168","2007-08-31",4.68
"169","2007-09-04",4.77
"170","2007-09-05",4.75
"171","2007-09-06",4.75
"172","2007-09-07",4.78
"173","2007-09-10",4.69
"174","2007-09-11",4.67
"175","2007-09-12",4.6
"176","2007-09-13",4.63
"177","2007-09-14",4.55
"178","2007-09-17",4.77
"179","2007-09-18",4.88
"180","2007-09-19",4.88
"181","2007-09-20",4.84
"182","2007-09-21",4.82
"183","2007-09-24",4.82
"184","2007-09-25",4.85
"185","2007-09-26",4.87
"186","2007-09-27",4.71
"187","2007-09-28",4.72
"188","2007-10-01",4.75
"189","2007-10-02",4.78
"190","2007-10-03",4.63
"191","2007-10-04",4.74
"192","2007-10-05",4.71
"193","2007-10-08",4.79
"194","2007-10-09",4.84
"195","2007-10-10",4.89
"196","2007-10-11",4.86
"197","2007-10-12",4.88
"198","2007-10-15",4.85
"199","2007-10-16",4.8
"200","2007-10-17",4.83
"201","2007-10-18",4.7
"202","2007-10-19",4.66
"203","2007-10-22",4.75
"204","2007-10-23",4.71
"205","2007-10-24",4.62
"206","2007-10-25",4.68
"207","2007-10-26",4.63
"208","2007-10-29",4.64
"209","2007-10-30",4.54
"210","2007-10-31",4.55
"211","2007-11-01",4.55
"212","2007-11-02",4.54
"213","2007-11-05",4.54
"214","2007-11-06",4.48
"215","2007-11-07",4.4
"216","2007-11-08",4.37
"217","2007-11-09",4.28
"218","2007-11-12",4.27
"219","2007-11-13",4.18
"220","2007-11-14",4.12
"221","2007-11-15",4.2
"222","2007-11-16",4.02
"223","2007-11-19",4.06
"224","2007-11-20",4.02
"225","2007-11-21",4.08
"226","2007-11-23",4.16
"227","2007-11-26",4
"228","2007-11-27",4.1
"229","2007-11-28",4.08
"230","2007-11-29",4.08
"231","2007-11-30",4.05
"232","2007-12-03",4.05
"233","2007-12-04",4.01
"234","2007-12-05",3.91
"235","2007-12-06",3.91
"236","2007-12-07",4.06
"237","2007-12-10",4.09
"238","2007-12-11",4.1
"239","2007-12-12",3.81
"240","2007-12-13",3.76
"241","2007-12-14",3.88
"242","2007-12-17",3.87
"243","2007-12-18",3.75
"244","2007-12-19",3.68
"245","2007-12-20",3.67
"246","2007-12-21",3.61
"247","2007-12-24",3.86
"248","2007-12-26",3.93
"249","2007-12-27",3.71
"250","2007-12-28",3.88
"251","2007-12-31",3.99
"252","2008-01-02",3.94
"253","2008-01-03",3.81
"254","2008-01-04",3.7
"255","2008-01-07",3.61
"256","2008-01-08",3.8
"257","2008-01-09",3.66
"258","2008-01-10",3.58
"259","2008-01-11",3.51
"260","2008-01-14",3.72
"261","2008-01-15",3.71
"262","2008-01-16",3.73
"263","2008-01-17",3.52
"264","2008-01-18",3.58
"265","2008-01-22",3.65
"266","2008-01-23",3.7
"267","2008-01-24",3.75
"268","2008-01-25",3.86
"269","2008-01-28",3.83
"270","2008-01-29",4
"271","2008-01-30",4.01
"272","2008-01-31",4.09
"273","2008-02-01",4.14
"274","2008-02-04",4.13
"275","2008-02-05",4.09
"276","2008-02-06",4.17
"277","2008-02-07",4.11
"278","2008-02-08",4.11
"279","2008-02-11",4.1
"280","2008-02-12",4.15
"281","2008-02-13",4.21
"282","2008-02-14",4.32
"283","2008-02-15",4.13
"284","2008-02-19",4.01
"285","2008-02-20",4.02
"286","2008-02-21",4.18
"287","2008-02-22",4.1
"288","2008-02-25",4.04
"289","2008-02-26",4.21
"290","2008-02-27",4.15
"291","2008-02-28",4.07
"292","2008-02-29",4.11
"293","2008-03-03",4.07
"294","2008-03-04",4
"295","2008-03-05",4.02
"296","2008-03-06",4.02
"297","2008-03-07",3.9
"298","2008-03-10",4.08
"299","2008-03-11",4.09
"300","2008-03-12",3.99
"301","2008-03-13",4.11
"302","2008-03-14",4.84
"303","2008-03-17",4.68
"304","2008-03-18",4.68
"305","2008-03-19",4.61
"306","2008-03-20",4.55
"307","2008-03-24",4.7
"308","2008-03-25",4.75
"309","2008-03-26",4.77
"310","2008-03-27",4.78
"311","2008-03-28",4.85
"312","2008-03-31",5
"313","2008-04-01",4.88
"314","2008-04-02",4.99
"315","2008-04-03",4.94
"316","2008-04-04",4.78
"317","2008-04-07",4.93
"318","2008-04-08",4.8
"319","2008-04-09",4.77
"320","2008-04-10",4.76
"321","2008-04-11",4.75
"322","2008-04-14",4.74
"323","2008-04-15",4.75
"324","2008-04-16",4.8
"325","2008-04-17",4.75
"326","2008-04-18",4.76
"327","2008-04-21",4.8
"328","2008-04-22",4.83
"329","2008-04-23",4.66
"330","2008-04-24",4.69
"331","2008-04-25",4.69
"332","2008-04-28",4.76
"333","2008-04-29",4.8
"334","2008-04-30",4.79
"335","2008-05-01",4.88
"336","2008-05-02",4.87
"337","2008-05-05",4.88
"338","2008-05-06",4.98
"339","2008-05-07",4.9
"340","2008-05-08",4.94
"341","2008-05-09",5.04
"342","2008-05-12",5.11
"343","2008-05-13",5.14
"344","2008-05-14",5.4
"345","2008-05-15",5.5
"346","2008-05-16",5.44
"347","2008-05-19",5.59
"348","2008-05-20",5.69
"349","2008-05-21",5.58
"350","2008-05-22",5.75
"351","2008-05-23",5.66
"352","2008-05-27",5.95
"353","2008-05-28",6.19
"354","2008-05-29",6.62
"355","2008-05-30",6.31
"356","2008-06-02",6.26
"357","2008-06-03",6.09
"358","2008-06-04",6.19
"359","2008-06-05",6.4
"360","2008-06-06",6.26
"361","2008-06-09",6.2
"362","2008-06-10",6.01
"363","2008-06-11",6.1
"364","2008-06-12",7.16
"365","2008-06-13",6.87
"366","2008-06-16",6.68
"367","2008-06-17",6.95
"368","2008-06-18",7.01
"369","2008-06-19",7.04
"370","2008-06-20",7.13
"371","2008-06-23",7.2
"372","2008-06-24",6.99
"373","2008-06-25",7.01
"374","2008-06-26",6.9
"375","2008-06-27",6.84
"376","2008-06-30",6.96
"377","2008-07-01",6.41
"378","2008-07-02",6.42
"379","2008-07-03",6
"380","2008-07-07",5.7
"381","2008-07-08",6
"382","2008-07-09",6.07
"383","2008-07-10",6.05
"384","2008-07-11",6.17
"385","2008-07-14",6.12
"386","2008-07-15",6.27
"387","2008-07-16",6.39
"388","2008-07-17",6.62
"389","2008-07-18",6.68
"390","2008-07-21",6.81
"391","2008-07-22",6.3
"392","2008-07-23",6.14
"393","2008-07-24",6.19
"394","2008-07-25",6.42
"395","2008-07-28",6.61
"396","2008-07-29",6.32
"397","2008-07-30",6.33
"398","2008-07-31",6.63
"399","2008-08-01",6.49
"400","2008-08-04",6.5
"401","2008-08-05",6.5
"402","2008-08-06",6.45
"403","2008-08-07",6.35
"404","2008-08-08",6.3
"405","2008-08-11",6.54
"406","2008-08-12",6.49
"407","2008-08-13",6.54
"408","2008-08-14",6.45
"409","2008-08-15",6.62
"410","2008-08-18",6.8
"411","2008-08-19",6.77
"412","2008-08-20",6.75
"413","2008-08-21",6.71
"414","2008-08-22",6.99
"415","2008-08-25",6.95
"416","2008-08-26",6.69
"417","2008-08-27",6.89
"418","2008-08-28",6.94
"419","2008-08-29",6.95
"420","2008-09-02",7.1
"421","2008-09-03",7.38
"422","2008-09-04",7.18
"423","2008-09-05",7.02
"424","2008-09-08",6.51
"425","2008-09-09",5.54
"426","2008-09-10",5.86
"427","2008-09-11",5.41
"428","2008-09-12",6
"429","2008-09-15",5.8
"430","2008-09-16",4.99
"431","2008-09-17",4.47
"432","2008-09-18",4.75
"433","2008-09-19",5.49
"434","2008-09-22",5.12
"435","2008-09-23",5.01
"436","2008-09-24",5
"437","2008-09-25",5.04
"438","2008-09-26",4.6
"439","2008-09-29",4.27
"440","2008-09-30",4.15
"441","2008-10-01",4.4
"442","2008-10-02",4.33
"443","2008-10-03",4.35
"444","2008-10-06",4.22
"445","2008-10-07",4.41
"446","2008-10-08",4.07
"447","2008-10-09",3.81
"448","2008-10-10",3.76
"449","2008-10-13",4.34
"450","2008-10-14",4.19
"451","2008-10-15",3.85
"452","2008-10-16",4.11
"453","2008-10-17",4.32
"454","2008-10-20",4.32
"455","2008-10-21",4.35
"456","2008-10-22",4.2
"457","2008-10-23",4.2
"458","2008-10-24",3.99
"459","2008-10-27",4.1
"460","2008-10-28",4.08
"461","2008-10-29",4.35
"462","2008-10-30",4.3
"463","2008-10-31",4.59
"464","2008-11-03",4.6
"465","2008-11-04",4.61
"466","2008-11-05",4.6
"467","2008-11-06",4.56
"468","2008-11-07",4.6
"469","2008-11-10",4.62
"470","2008-11-11",4.43
"471","2008-11-12",4
"472","2008-11-13",3.85
"473","2008-11-14",3.83
"474","2008-11-17",3.72
"475","2008-11-18",3.4
"476","2008-11-19",3.2
"477","2008-11-20",3
"478","2008-11-21",2.75
"479","2008-11-24",2.53
"480","2008-11-25",2.67
"481","2008-11-26",2.89
"482","2008-11-28",2.98
"483","2008-12-01",2.68
"484","2008-12-02",2.6
"485","2008-12-03",2.65
"486","2008-12-04",2.51
"487","2008-12-05",2.58
"488","2008-12-08",2.62
"489","2008-12-09",2.65
"490","2008-12-10",2.69
"491","2008-12-11",2.8
"492","2008-12-12",2.71
"493","2008-12-15",2.71
"494","2008-12-16",2.65
"495","2008-12-17",2.7
"496","2008-12-18",2.96
"497","2008-12-19",2.82
"498","2008-12-22",2.72
"499","2008-12-23",2.6
"500","2008-12-24",2.66
"501","2008-12-26",2.75
"502","2008-12-29",2.6
"503","2008-12-30",2.65
"504","2008-12-31",2.71
"505","2009-01-02",3.15
"506","2009-01-05",3.27
"507","2009-01-06",3.39
"508","2009-01-07",3.48
"509","2009-01-08",3.6
"510","2009-01-09",3.51
"511","2009-01-12",3.2
"512","2009-01-13",3.2
"513","2009-01-14",3.2
"514","2009-01-15",3.25
"515","2009-01-16",3.14
"516","2009-01-20",3
"517","2009-01-21",2.98
"518","2009-01-22",2.92
"519","2009-01-23",2.92
"520","2009-01-26",2.92
"521","2009-01-27",3
"522","2009-01-28",3.02
"523","2009-01-29",3.06
"524","2009-01-30",2.85
"525","2009-02-02",2.71
"526","2009-02-03",2.21
"527","2009-02-04",2.46
"528","2009-02-05",2.5
"529","2009-02-06",2.59
"530","2009-02-09",2.6
"531","2009-02-10",2.5
"532","2009-02-11",2.3
"533","2009-02-12",2.57
"534","2009-02-13",2.57
"535","2009-02-17",2.35
"536","2009-02-18",2.3
"537","2009-02-19",2.3
"538","2009-02-20",2.29
"539","2009-02-23",2.23
"540","2009-02-24",2.22
"541","2009-02-25",2.2
"542","2009-02-26",2.21
"543","2009-02-27",2.17
"544","2009-03-02",2.09
"545","2009-03-03",2.02
"546","2009-03-04",2.02
"547","2009-03-05",1.98
"548","2009-03-06",1.78
"549","2009-03-09",1.79
"550","2009-03-10",1.86
"551","2009-03-11",1.81
"552","2009-03-12",1.85
"553","2009-03-13",1.99
"554","2009-03-16",2.02
"555","2009-03-17",1.95
"556","2009-03-18",2
"557","2009-03-19",2.15
"558","2009-03-20",2.15
"559","2009-03-23",2.2
"560","2009-03-24",2.1
"561","2009-03-25",2.1
"562","2009-03-26",2.47
"563","2009-03-27",2.1
"564","2009-03-30",2.12
"565","2009-03-31",2.39
"566","2009-04-01",2.4
"567","2009-04-02",2.45
"568","2009-04-03",2.47
"569","2009-04-06",2.35
"570","2009-04-07",2.28
"571","2009-04-08",2.38
"572","2009-04-09",2.4
"573","2009-04-13",2.45
"574","2009-04-14",2.41
"575","2009-04-15",2.59
"576","2009-04-16",2.76
"577","2009-04-17",2.8
"578","2009-04-20",2.78
"579","2009-04-21",2.79
"580","2009-04-22",2.77
"581","2009-04-23",2.8
"582","2009-04-24",2.8
"583","2009-04-27",2.85
"584","2009-04-28",2.95
"585","2009-04-29",2.64
"586","2009-04-30",2.95
"587","2009-05-01",2.95
"588","2009-05-04",2.8
"589","2009-05-05",2.68
"590","2009-05-06",2.91
"591","2009-05-07",2.73
"592","2009-05-08",2.85
"593","2009-05-11",2.75
"594","2009-05-12",2.72
"595","2009-05-13",2.6
"596","2009-05-14",2.61
"597","2009-05-15",2.6
"598","2009-05-18",2.77
"599","2009-05-19",2.78
"600","2009-05-20",2.66
"601","2009-05-21",2.66
"602","2009-05-22",2.72
"603","2009-05-26",2.72
"604","2009-05-27",2.69
"605","2009-05-28",2.69
"606","2009-05-29",2.6
"607","2009-06-01",2.68
"608","2009-06-02",2.69
"609","2009-06-03",2.69
"610","2009-06-04",2.6
"611","2009-06-05",2.69
"612","2009-06-08",2.69
"613","2009-06-09",2.65
"614","2009-06-10",2.75
"615","2009-06-11",2.87
"616","2009-06-12",2.99
"617","2009-06-15",3.03
"618","2009-06-16",3.03
"619","2009-06-17",2.71
"620","2009-06-18",3.03
"621","2009-06-19",3.09
"622","2009-06-22",3
"623","2009-06-23",2.81
"624","2009-06-24",2.55
"625","2009-06-25",2.95
"626","2009-06-26",2.85
"627","2009-06-29",2.95
"628","2009-06-30",3.01
"629","2009-07-01",3.04
"630","2009-07-02",3
"631","2009-07-06",3.01
"632","2009-07-07",3.12
"633","2009-07-08",3.05
"634","2009-07-09",3.01
"635","2009-07-10",3.05
"636","2009-07-13",3.1
"637","2009-07-14",3.08
"638","2009-07-15",3.06
"639","2009-07-16",3.11
"640","2009-07-17",3.2
"641","2009-07-20",3.3
"642","2009-07-21",3.25
"643","2009-07-22",3.42
"644","2009-07-23",3.59
"645","2009-07-24",3.69
"646","2009-07-27",3.46
"647","2009-07-28",3.5
"648","2009-07-29",3.5
"649","2009-07-30",3.5
"650","2009-07-31",3.45
"651","2009-08-03",3.39
"652","2009-08-04",3.57
"653","2009-08-05",3.4
"654","2009-08-06",3.45
"655","2009-08-07",3.27
"656","2009-08-10",3.6
"657","2009-08-11",3.8
"658","2009-08-12",3.8
"659","2009-08-13",3.32
"660","2009-08-14",3.12
"661","2009-08-17",3.21
"662","2009-08-18",3.33
"663","2009-08-19",3.39
"664","2009-08-20",3.4
"665","2009-08-21",3.35
"666","2009-08-24",3.35
"667","2009-08-25",3.31
"668","2009-08-26",3.31
"669","2009-08-27",3.35
"670","2009-08-28",3.55
"671","2009-08-31",3.55
"672","2009-09-01",3.57
"673","2009-09-02",3.6
"674","2009-09-03",3.6
"675","2009-09-04",3.43
"676","2009-09-08",3.74
"677","2009-09-09",3.45
"678","2009-09-10",3.62
"679","2009-09-11",3.59
"680","2009-09-14",3.22
"681","2009-09-15",3.25
"682","2009-09-16",3.22
"683","2009-09-17",3.26
"684","2009-09-18",3.12
"685","2009-09-21",3.1
"686","2009-09-22",3.14
"687","2009-09-23",3.1
"688","2009-09-24",3.02
"689","2009-09-25",3.08
"690","2009-09-28",3.08
"691","2009-09-29",2.97
"692","2009-09-30",3.03
"693","2009-10-01",3.09
"694","2009-10-02",3.15
"695","2009-10-05",3.13
"696","2009-10-06",3.06
"697","2009-10-07",3.03
"698","2009-10-08",2.96
"699","2009-10-09",3.02
"700","2009-10-12",3.21
"701","2009-10-13",3.17
"702","2009-10-14",3.25
"703","2009-10-15",3.25
"704","2009-10-16",3.16
"705","2009-10-19",3.26
"706","2009-10-20",3.05
"707","2009-10-21",3.06
"708","2009-10-22",3
"709","2009-10-23",3
"710","2009-10-26",3
"711","2009-10-27",3
"712","2009-10-28",3.03
"713","2009-10-29",3.03
"714","2009-10-30",3
"715","2009-11-02",3
"716","2009-11-03",3
"717","2009-11-04",2.95
"718","2009-11-05",2.95
"719","2009-11-06",2.7
"720","2009-11-09",2.65
"721","2009-11-10",2.7
"722","2009-11-11",2.76
"723","2009-11-12",2.97
"724","2009-11-13",2.9
"725","2009-11-16",2.95
"726","2009-11-17",3.02
"727","2009-11-18",3
"728","2009-11-19",3
"729","2009-11-20",3
"730","2009-11-23",3.05
"731","2009-11-24",3.07
"732","2009-11-25",3.07
"733","2009-11-27",3.07
"734","2009-11-30",3.26
"735","2009-12-01",3.2
"736","2009-12-02",3.2
"737","2009-12-03",3.34
"738","2009-12-04",3.25
"739","2009-12-07",3.16
"740","2009-12-08",3.13
"741","2009-12-09",3.09
"742","2009-12-10",3.01
"743","2009-12-11",3.02
"744","2009-12-14",3
"745","2009-12-15",3.38
"746","2009-12-16",3.1
"747","2009-12-17",3
"748","2009-12-18",3.4
"749","2009-12-21",3.25
"750","2009-12-22",3.34
"751","2009-12-23",3.38
"752","2009-12-24",3.2
"753","2009-12-28",3.15
"754","2009-12-29",3.11
"755","2009-12-30",3.05
"756","2009-12-31",3.3
"757","2010-01-04",3.25
"758","2010-01-05",3.31
"759","2010-01-06",3.25
"760","2010-01-07",3.19
"761","2010-01-08",3.11
"762","2010-01-11",3.23
"763","2010-01-12",3.13
"764","2010-01-13",3.17
"765","2010-01-14",3.17
"766","2010-01-15",3.18
"767","2010-01-19",3.14
"768","2010-01-20",3.5
"769","2010-01-21",3.62
"770","2010-01-22",3.62
"771","2010-01-25",3.55
"772","2010-01-26",3.65
"773","2010-01-27",3.72
"774","2010-01-28",4
"775","2010-01-29",3.51
"776","2010-02-01",3.37
"777","2010-02-02",3.22
"778","2010-02-03",3.25
"779","2010-02-04",3.24
"780","2010-02-05",3.37
"781","2010-02-08",3.24
"782","2010-02-09",3.25
"783","2010-02-10",3.25
"784","2010-02-11",3.25
"785","2010-02-12",3.25
"786","2010-02-16",3.15
"787","2010-02-17",3.16
"788","2010-02-18",3.11
"789","2010-02-19",3.01
"790","2010-02-22",3.01
"791","2010-02-23",3.04
"792","2010-02-24",3
"793","2010-02-25",3
"794","2010-02-26",3.05
"795","2010-03-01",3.14
"796","2010-03-02",3.16
"797","2010-03-03",3.12
"798","2010-03-04",3.08
"799","2010-03-05",3.03
"800","2010-03-08",2.98
"801","2010-03-09",3.06
"802","2010-03-10",3.06
"803","2010-03-11",3.05
"804","2010-03-12",3.1
"805","2010-03-15",3.1
"806","2010-03-16",3.15
"807","2010-03-17",3.16
"808","2010-03-18",3.06
"809","2010-03-19",3.25
"810","2010-03-22",3.18
"811","2010-03-23",3.18
"812","2010-03-24",3.13
"813","2010-03-25",3.15
"814","2010-03-26",3.24
"815","2010-03-29",3.24
"816","2010-03-30",3.39
"817","2010-03-31",3.4
"818","2010-04-01",3.36
"819","2010-04-05",3.17
"820","2010-04-06",3.17
"821","2010-04-07",3.32
"822","2010-04-08",3.18
"823","2010-04-09",3.15
"824","2010-04-12",3.15
"825","2010-04-13",3.18
"826","2010-04-14",3.23
"827","2010-04-15",3.29
"828","2010-04-16",3.3
"829","2010-04-19",3.19
"830","2010-04-20",3.2
"831","2010-04-21",3.2
"832","2010-04-22",3.16
"833","2010-04-23",3.19
"834","2010-04-26",3.21
"835","2010-04-27",3.15
"836","2010-04-28",3.15
"837","2010-04-29",3.16
"838","2010-04-30",3.16
"839","2010-05-03",3.13
"840","2010-05-04",3.19
"841","2010-05-05",3.14
"842","2010-05-06",3.13
"843","2010-05-07",3.11
"844","2010-05-10",3.08
"845","2010-05-11",3.28
"846","2010-05-12",3.11
"847","2010-05-13",3.29
"848","2010-05-14",3.14
"849","2010-05-17",3.1
"850","2010-05-18",3.11
"851","2010-05-19",3.08
"852","2010-05-20",3.06
"853","2010-05-21",3.06
"854","2010-05-24",3.09
"855","2010-05-25",3.1
"856","2010-05-26",3.09
"857","2010-05-27",3.15
"858","2010-05-28",3.15
"859","2010-06-01",3.1
"860","2010-06-02",3.13
"861","2010-06-03",3.1
"862","2010-06-04",3.29
"863","2010-06-07",3.2
"864","2010-06-08",3.16
"865","2010-06-09",3.15
"866","2010-06-10",3.15
"867","2010-06-11",3.16
"868","2010-06-14",3.17
"869","2010-06-15",2.91
"870","2010-06-16",2.89
"871","2010-06-17",3
"872","2010-06-18",2.98
"873","2010-06-21",2.95
"874","2010-06-22",2.97
"875","2010-06-23",2.94
"876","2010-06-24",3
"877","2010-06-25",2.99
"878","2010-06-28",3
"879","2010-06-29",2.95
"880","2010-06-30",2.95
"881","2010-07-01",2.95
"882","2010-07-02",2.95
"883","2010-07-06",2.85
"884","2010-07-07",2.95
"885","2010-07-08",2.98
"886","2010-07-09",3
"887","2010-07-12",2.95
"888","2010-07-13",3.09
"889","2010-07-14",3.15
"890","2010-07-15",2.9
"891","2010-07-16",2.95
"892","2010-07-19",2.9
"893","2010-07-20",2.95
"894","2010-07-21",2.94
"895","2010-07-22",2.97
"896","2010-07-23",3.16
"897","2010-07-26",3
"898","2010-07-27",3
"899","2010-07-28",3
"900","2010-07-29",3
"901","2010-07-30",2.99
"902","2010-08-02",2.92
"903","2010-08-03",2.99
"904","2010-08-04",2.72
"905","2010-08-05",2.6
"906","2010-08-06",2.64
"907","2010-08-09",2.67
"908","2010-08-10",2.65
"909","2010-08-11",2.65
"910","2010-08-12",2.6
"911","2010-08-13",2.4
"912","2010-08-16",2.4
"913","2010-08-17",2.4
"914","2010-08-18",2.4
"915","2010-08-19",2.31
"916","2010-08-20",2.48
"917","2010-08-23",2.5
"918","2010-08-24",2.46
"919","2010-08-25",2.35
"920","2010-08-26",2.25
"921","2010-08-27",2.34
"922","2010-08-30",2.34
"923","2010-08-31",2.26
"924","2010-09-01",2.21
"925","2010-09-02",2.27
"926","2010-09-03",2.26
"927","2010-09-07",2.35
"928","2010-09-08",2.25
"929","2010-09-09",2.28
"930","2010-09-10",2.2
"931","2010-09-13",2.78
"932","2010-09-14",2.9
"933","2010-09-15",2.81
"934","2010-09-16",2.92
"935","2010-09-17",2.9
"936","2010-09-20",2.89
"937","2010-09-21",2.96
"938","2010-09-22",2.97
"939","2010-09-23",2.92
"940","2010-09-24",2.84
"941","2010-09-27",2.91
"942","2010-09-28",2.82
"943","2010-09-29",2.8
"944","2010-09-30",2.84
"945","2010-10-01",2.88
"946","2010-10-04",2.72
"947","2010-10-05",2.79
"948","2010-10-06",2.89
"949","2010-10-07",2.85
"950","2010-10-08",2.82
"951","2010-10-11",2.8
"952","2010-10-12",2.8
"953","2010-10-13",2.82
"954","2010-10-14",2.79
"955","2010-10-15",2.8
"956","2010-10-18",2.8
"957","2010-10-19",2.75
"958","2010-10-20",2.7
"959","2010-10-21",3.1
"960","2010-10-22",3.2
"961","2010-10-25",3.28
"962","2010-10-26",3.25
"963","2010-10-27",3.19
"964","2010-10-28",3.21
"965","2010-10-29",3.22
"966","2010-11-01",3.18
"967","2010-11-02",3.18
"968","2010-11-03",3.31
"969","2010-11-04",3.2
"970","2010-11-05",3.18
"971","2010-11-08",3.13
"972","2010-11-09",3.13
"973","2010-11-10",3.13
"974","2010-11-11",3.1
"975","2010-11-12",3.06
"976","2010-11-15",2.98
"977","2010-11-16",3.03
"978","2010-11-17",3.03
"979","2010-11-18",3.02
"980","2010-11-19",2.95
"981","2010-11-22",3.03
"982","2010-11-23",3.06
"983","2010-11-24",3.01
"984","2010-11-26",3.05
"985","2010-11-29",3.05
"986","2010-11-30",2.91
"987","2010-12-01",2.96
"988","2010-12-02",2.94
"989","2010-12-03",2.98
"990","2010-12-06",2.96
"991","2010-12-07",2.95
"992","2010-12-08",2.9
"993","2010-12-09",2.8
"994","2010-12-10",2.75
"995","2010-12-13",2.78
"996","2010-12-14",2.9
"997","2010-12-15",2.96
"998","2010-12-16",3
"999","2010-12-17",3.09
"1000","2010-12-20",3.02
"1001","2010-12-21",3.16
"1002","2010-12-22",3.18
"1003","2010-12-23",3.17
"1004","2010-12-27",3.16
