"","date","BDTX"
"1","2020-01-31",37.5
"2","2020-02-03",38
"3","2020-02-04",39.299999
"4","2020-02-05",37.880001
"5","2020-02-06",38.740002
"6","2020-02-07",39.119999
"7","2020-02-10",37.529999
"8","2020-02-11",38.900002
"9","2020-02-12",38.029999
"10","2020-02-13",36.860001
"11","2020-02-14",36.139999
"12","2020-02-18",35.259998
"13","2020-02-19",37.259998
"14","2020-02-20",37.029999
"15","2020-02-21",37.919998
"16","2020-02-24",33.27
"17","2020-02-25",32.720001
"18","2020-02-26",32
"19","2020-02-27",28.9
"20","2020-02-28",26.99
"21","2020-03-02",30.190001
"22","2020-03-03",30
"23","2020-03-04",30.290001
"24","2020-03-05",32.169998
"25","2020-03-06",29
"26","2020-03-09",24.77
"27","2020-03-10",23.629999
"28","2020-03-11",22.65
"29","2020-03-12",20.540001
"30","2020-03-13",23.950001
"31","2020-03-16",19.809999
"32","2020-03-17",19.360001
"33","2020-03-18",18.18
"34","2020-03-19",19.700001
"35","2020-03-20",22.18
"36","2020-03-23",24.01
"37","2020-03-24",26.32
"38","2020-03-25",27.75
"39","2020-03-26",30.84
"40","2020-03-27",24.110001
"41","2020-03-30",25.4
"42","2020-03-31",24.950001
"43","2020-04-01",22.299999
"44","2020-04-02",23.59
"45","2020-04-03",23.799999
"46","2020-04-06",24.1
"47","2020-04-07",25.18
"48","2020-04-08",25.110001
"49","2020-04-09",25.959999
"50","2020-04-13",24.700001
"51","2020-04-14",24.42
"52","2020-04-15",27.73
"53","2020-04-16",27.77
"54","2020-04-17",29.85
"55","2020-04-20",32.259998
"56","2020-04-21",35.02
"57","2020-04-22",35.450001
"58","2020-04-23",36.43
"59","2020-04-24",41.23
"60","2020-04-27",41.959999
"61","2020-04-28",41.93
"62","2020-04-29",41.040001
"63","2020-04-30",37.040001
"64","2020-05-01",34.490002
"65","2020-05-04",37.23
"66","2020-05-05",37.91
"67","2020-05-06",38.490002
"68","2020-05-07",40.240002
"69","2020-05-08",42.27
"70","2020-05-11",43.049999
"71","2020-05-12",43.139999
"72","2020-05-13",42.59
"73","2020-05-14",41.389999
"74","2020-05-15",40.720001
"75","2020-05-18",40.869999
"76","2020-05-19",36.709999
"77","2020-05-20",40.389999
"78","2020-05-21",39.939999
"79","2020-05-22",40.959999
"80","2020-05-26",39.560001
"81","2020-05-27",39.549999
"82","2020-05-28",41
"83","2020-05-29",39.049999
"84","2020-06-01",39.75
"85","2020-06-02",40.869999
"86","2020-06-03",40.09
"87","2020-06-04",38.669998
"88","2020-06-05",35.529999
"89","2020-06-08",37.900002
"90","2020-06-09",38.240002
"91","2020-06-10",37.91
"92","2020-06-11",34.66
"93","2020-06-12",34.580002
"94","2020-06-15",38.02
"95","2020-06-16",37.509998
"96","2020-06-17",38.389999
"97","2020-06-18",41.700001
"98","2020-06-19",41.369999
"99","2020-06-22",44.799999
"100","2020-06-23",42.75
"101","2020-06-24",41.450001
"102","2020-06-25",44.130001
"103","2020-06-26",41.970001
"104","2020-06-29",39.790001
"105","2020-06-30",42.16
"106","2020-07-01",43.07
"107","2020-07-02",41.02
"108","2020-07-06",41
"109","2020-07-07",37.029999
"110","2020-07-08",38.029999
"111","2020-07-09",36.07
"112","2020-07-10",33.73
"113","2020-07-13",30.719999
"114","2020-07-14",30.440001
"115","2020-07-15",30.110001
"116","2020-07-16",29.700001
"117","2020-07-17",29.35
"118","2020-07-20",31.57
"119","2020-07-21",29.059999
"120","2020-07-22",28.4
"121","2020-07-23",26.99
"122","2020-07-24",27.280001
"123","2020-07-27",29.709999
"124","2020-07-28",28.790001
"125","2020-07-29",28.440001
"126","2020-07-30",28.85
"127","2020-07-31",27.82
"128","2020-08-03",29.08
"129","2020-08-04",29.120001
"130","2020-08-05",29.25
"131","2020-08-06",30.1
"132","2020-08-07",30.25
"133","2020-08-10",32.900002
"134","2020-08-11",32.560001
"135","2020-08-12",29.870001
"136","2020-08-13",28.99
"137","2020-08-14",29.15
"138","2020-08-17",29.92
"139","2020-08-18",30.58
"140","2020-08-19",30.209999
"141","2020-08-20",29.5
"142","2020-08-21",30.07
"143","2020-08-24",30
"144","2020-08-25",30.34
"145","2020-08-26",28.9
"146","2020-08-27",28.280001
"147","2020-08-28",29.110001
"148","2020-08-31",28.77
"149","2020-09-01",29.860001
"150","2020-09-02",30.02
"151","2020-09-03",29.65
"152","2020-09-04",28.32
"153","2020-09-08",28.139999
"154","2020-09-09",29.870001
"155","2020-09-10",29.07
"156","2020-09-11",29.5
"157","2020-09-14",30.52
"158","2020-09-15",29.139999
"159","2020-09-16",29.93
"160","2020-09-17",31.33
"161","2020-09-18",30.09
"162","2020-09-21",28.82
"163","2020-09-22",27.43
"164","2020-09-23",26.17
"165","2020-09-24",26.92
"166","2020-09-25",29.65
"167","2020-09-28",28.700001
"168","2020-09-29",30.41
"169","2020-09-30",30.23
"170","2020-10-01",30.6
"171","2020-10-02",30.67
"172","2020-10-05",32.490002
"173","2020-10-06",32.970001
"174","2020-10-07",33.700001
"175","2020-10-08",33.27
"176","2020-10-09",33.779999
"177","2020-10-12",32.790001
"178","2020-10-13",33.5
"179","2020-10-14",32.919998
"180","2020-10-15",32.84
"181","2020-10-16",33.700001
"182","2020-10-19",32.619999
"183","2020-10-20",29.469999
"184","2020-10-21",29.52
"185","2020-10-22",30.639999
"186","2020-10-23",31.860001
"187","2020-10-26",32.279999
"188","2020-10-27",32.720001
"189","2020-10-28",30.77
"190","2020-10-29",31.040001
"191","2020-10-30",31.51
"192","2020-11-02",31.57
"193","2020-11-03",32.669998
"194","2020-11-04",31.73
"195","2020-11-05",33.18
"196","2020-11-06",32.349998
"197","2020-11-09",32.060001
"198","2020-11-10",34.009998
"199","2020-11-11",35
"200","2020-11-12",34.299999
"201","2020-11-13",33.07
"202","2020-11-16",32.439999
"203","2020-11-17",32.900002
"204","2020-11-18",32.549999
"205","2020-11-19",33.02
"206","2020-11-20",33.34
"207","2020-11-23",33.540001
"208","2020-11-24",33.959999
"209","2020-11-25",33.43
"210","2020-11-27",34.41
