"","date","NLS"
"96","2007-05-21",12.8
"97","2007-05-22",12.96
"98","2007-05-23",12.95
"99","2007-05-24",12.85
"100","2007-05-25",12.97
"101","2007-05-29",12.9
"102","2007-05-30",13.1
"103","2007-05-31",12.88
"104","2007-06-01",13.18
"105","2007-06-04",13.17
"106","2007-06-05",12.73
"107","2007-06-06",12.72
"108","2007-06-07",12.46
"109","2007-06-08",12.42
"110","2007-06-11",12.33
"111","2007-06-12",12.35
"112","2007-06-13",12.68
"113","2007-06-14",12.8
"114","2007-06-15",12.61
"115","2007-06-18",12.58
"116","2007-06-19",12.72
"117","2007-06-20",12.66
"118","2007-06-21",12.65
"119","2007-06-22",12.46
"120","2007-06-25",12.66
"121","2007-06-26",12.47
"122","2007-06-27",12.25
"123","2007-06-28",12.22
"124","2007-06-29",12.04
"125","2007-07-02",12.63
"126","2007-07-03",11.9
"127","2007-07-05",12.2
"128","2007-07-06",12.05
"129","2007-07-09",12.17
"130","2007-07-10",11.93
"131","2007-07-11",11.54
"132","2007-07-12",11.83
"133","2007-07-13",12
"134","2007-07-16",11.94
"135","2007-07-17",9.9
"136","2007-07-18",9.62
"137","2007-07-19",9.25
"138","2007-07-20",9.14
"139","2007-07-23",9.14
"140","2007-07-24",9.19
"141","2007-07-25",9
"142","2007-07-26",9.83
"143","2007-07-27",9.83
"144","2007-07-30",9.91
"145","2007-07-31",9.84
"146","2007-08-01",9.5
"147","2007-08-02",9.54
"148","2007-08-03",8.7
"149","2007-08-06",9.11
"150","2007-08-07",9.3
"151","2007-08-08",9.66
"152","2007-08-09",10.29
"153","2007-08-10",9.72
"154","2007-08-13",9.23
"155","2007-08-14",9.24
"156","2007-08-15",9.25
"157","2007-08-16",9.03
"158","2007-08-17",9.53
"159","2007-08-20",9.58
"160","2007-08-21",9.4
"161","2007-08-22",9.3
"162","2007-08-23",9.03
"163","2007-08-24",9.25
"164","2007-08-27",8.92
"165","2007-08-28",8.69
"166","2007-08-29",9
"167","2007-08-30",9.36
"168","2007-08-31",9.52
"169","2007-09-04",9.65
"170","2007-09-05",9.81
"171","2007-09-06",9.89
"172","2007-09-07",9.35
"173","2007-09-10",9.09
"174","2007-09-11",8.87
"175","2007-09-12",8.56
"176","2007-09-13",8.55
"177","2007-09-14",8.28
"178","2007-09-17",8.16
"179","2007-09-18",8.25
"180","2007-09-19",8.12
"181","2007-09-20",7.95
"182","2007-09-21",8.03
"183","2007-09-24",7.7
"184","2007-09-25",7.73
"185","2007-09-26",7.71
"186","2007-09-27",7.78
"187","2007-09-28",7.97
"188","2007-10-01",8.18
"189","2007-10-02",8.08
"190","2007-10-03",8.15
"191","2007-10-04",8.15
"192","2007-10-05",8.17
"193","2007-10-08",8.02
"194","2007-10-09",8.22
"195","2007-10-10",8.13
"196","2007-10-11",8
"197","2007-10-12",7.78
"198","2007-10-15",7.03
"199","2007-10-16",6.26
"200","2007-10-17",6.27
"201","2007-10-18",6.3
"202","2007-10-19",6.25
"203","2007-10-22",7.04
"204","2007-10-23",6.66
"205","2007-10-24",6.65
"206","2007-10-25",6.45
"207","2007-10-26",6.29
"208","2007-10-29",6.7
"209","2007-10-30",6.27
"210","2007-10-31",6.43
"211","2007-11-01",6.01
"212","2007-11-02",6.05
"213","2007-11-05",5.94
"214","2007-11-06",6.03
"215","2007-11-07",5.54
"216","2007-11-08",5.64
"217","2007-11-09",5.48
"218","2007-11-12",5.49
"219","2007-11-13",5.55
"220","2007-11-14",5.31
"221","2007-11-15",5.17
"222","2007-11-16",5.03
"223","2007-11-19",4.62
"224","2007-11-20",4.47
"225","2007-11-21",4.62
"226","2007-11-23",5.02
"227","2007-11-26",4.94
"228","2007-11-27",5.12
"229","2007-11-28",5.65
"230","2007-11-29",5.78
"231","2007-11-30",5.75
"232","2007-12-03",5.7
"233","2007-12-04",5.57
"234","2007-12-05",5.68
"235","2007-12-06",6.07
"236","2007-12-07",7
"237","2007-12-10",6.74
"238","2007-12-11",5.93
"239","2007-12-12",6.16
"240","2007-12-13",5.85
"241","2007-12-14",5.51
"242","2007-12-17",5.6
"243","2007-12-18",6.57
"244","2007-12-19",5.76
"245","2007-12-20",6.06
"246","2007-12-21",5.5
"247","2007-12-24",5.42
"248","2007-12-26",5.72
"249","2007-12-27",5.16
"250","2007-12-28",5.09
"251","2007-12-31",4.85
"252","2008-01-02",4.92
"253","2008-01-03",4.59
"254","2008-01-04",4.34
"255","2008-01-07",4.16
"256","2008-01-08",3.86
"257","2008-01-09",4.01
"258","2008-01-10",3.66
"259","2008-01-11",3.55
"260","2008-01-14",3.7
"261","2008-01-15",3.72
"262","2008-01-16",4.26
"263","2008-01-17",4.01
"264","2008-01-18",4.2
"265","2008-01-22",4.44
"266","2008-01-23",4.9
"267","2008-01-24",4.98
"268","2008-01-25",4.69
"269","2008-01-28",4.63
"270","2008-01-29",4.53
"271","2008-01-30",4.38
"272","2008-01-31",4.65
"273","2008-02-01",4.68
"274","2008-02-04",4.56
"275","2008-02-05",4.58
"276","2008-02-06",4.59
"277","2008-02-07",4.47
"278","2008-02-08",4.57
"279","2008-02-11",4.41
"280","2008-02-12",4.81
"281","2008-02-13",4.41
"282","2008-02-14",4.03
"283","2008-02-15",3.79
"284","2008-02-19",4.04
"285","2008-02-20",3.96
"286","2008-02-21",3.99
"287","2008-02-22",4.15
"288","2008-02-25",4.33
"289","2008-02-26",4.31
"290","2008-02-27",4.55
"291","2008-02-28",4.56
"292","2008-02-29",4.19
"293","2008-03-03",4.04
"294","2008-03-04",4.24
"295","2008-03-05",4.05
"296","2008-03-06",3.73
"297","2008-03-07",3.5
"298","2008-03-10",3.22
"299","2008-03-11",3.42
"300","2008-03-12",3.35
"301","2008-03-13",3.22
"302","2008-03-14",3.08
"303","2008-03-17",3.06
"304","2008-03-18",3.25
"305","2008-03-19",3.31
"306","2008-03-20",3.15
"307","2008-03-24",3.59
"308","2008-03-25",3.5
"309","2008-03-26",3.53
"310","2008-03-27",3.4
"311","2008-03-28",3.34
"312","2008-03-31",3.29
"313","2008-04-01",3.48
"314","2008-04-02",3.58
"315","2008-04-03",3.59
"316","2008-04-04",3.43
"317","2008-04-07",3.3
"318","2008-04-08",3.36
"319","2008-04-09",3.16
"320","2008-04-10",3.26
"321","2008-04-11",3.23
"322","2008-04-14",3.19
"323","2008-04-15",3.4
"324","2008-04-16",3.5
"325","2008-04-17",3.33
"326","2008-04-18",3.55
"327","2008-04-21",3.42
"328","2008-04-22",3.23
"329","2008-04-23",3.28
"330","2008-04-24",3.25
"331","2008-04-25",3.25
"332","2008-04-28",3.42
"333","2008-04-29",3.52
"334","2008-04-30",3.61
"335","2008-05-01",3.74
"336","2008-05-02",3.97
"337","2008-05-05",4.57
"338","2008-05-06",5.33
"339","2008-05-07",5.24
"340","2008-05-08",5.3
"341","2008-05-09",5.17
"342","2008-05-12",6.65
"343","2008-05-13",6.61
"344","2008-05-14",6.55
"345","2008-05-15",6.51
"346","2008-05-16",6.46
"347","2008-05-19",6.39
"348","2008-05-20",6.07
"349","2008-05-21",5.89
"350","2008-05-22",6.3
"351","2008-05-23",6.33
"352","2008-05-27",6.48
"353","2008-05-28",6.51
"354","2008-05-29",6.64
"355","2008-05-30",6.73
"356","2008-06-02",6.61
"357","2008-06-03",6.55
"358","2008-06-04",6.04
"359","2008-06-05",6.22
"360","2008-06-06",6.12
"361","2008-06-09",5.88
"362","2008-06-10",6.17
"363","2008-06-11",5.92
"364","2008-06-12",5.73
"365","2008-06-13",6.15
"366","2008-06-16",6.32
"367","2008-06-17",6.26
"368","2008-06-18",5.8
"369","2008-06-19",6.07
"370","2008-06-20",5.84
"371","2008-06-23",5.07
"372","2008-06-24",5.06
"373","2008-06-25",5.34
"374","2008-06-26",5.29
"375","2008-06-27",5.46
"376","2008-06-30",5.08
"377","2008-07-01",5.47
"378","2008-07-02",5.34
"379","2008-07-03",5.54
"380","2008-07-07",5.24
"381","2008-07-08",5.54
"382","2008-07-09",5.34
"383","2008-07-10",5.17
"384","2008-07-11",5.24
"385","2008-07-14",5.04
"386","2008-07-15",5.27
"387","2008-07-16",5.63
"388","2008-07-17",5.96
"389","2008-07-18",6.07
"390","2008-07-21",5.11
"391","2008-07-22",5.36
"392","2008-07-23",5.5
"393","2008-07-24",5.15
"394","2008-07-25",4.63
"395","2008-07-28",4.62
"396","2008-07-29",5.09
"397","2008-07-30",5.1
"398","2008-07-31",4.88
"399","2008-08-01",5.8
"400","2008-08-04",5.52
"401","2008-08-05",5.63
"402","2008-08-06",5.6
"403","2008-08-07",5.79
"404","2008-08-08",6
"405","2008-08-11",5.9
"406","2008-08-12",5.8
"407","2008-08-13",5.55
"408","2008-08-14",5.59
"409","2008-08-15",5.47
"410","2008-08-18",5.45
"411","2008-08-19",5.42
"412","2008-08-20",5.01
"413","2008-08-21",4.97
"414","2008-08-22",5.2
"415","2008-08-25",4.88
"416","2008-08-26",4.87
"417","2008-08-27",4.97
"418","2008-08-28",5.08
"419","2008-08-29",5.32
"420","2008-09-02",5.4
"421","2008-09-03",5.6
"422","2008-09-04",5.63
"423","2008-09-05",5.68
"424","2008-09-08",5.77
"425","2008-09-09",5.56
"426","2008-09-10",5.44
"427","2008-09-11",5.57
"428","2008-09-12",5.53
"429","2008-09-15",4.94
"430","2008-09-16",4.76
"431","2008-09-17",4.19
"432","2008-09-18",4.74
"433","2008-09-19",5.06
"434","2008-09-22",4.69
"435","2008-09-23",4.77
"436","2008-09-24",4.7
"437","2008-09-25",4.73
"438","2008-09-26",4.82
"439","2008-09-29",4.32
"440","2008-09-30",4.57
"441","2008-10-01",4.5
"442","2008-10-02",4.22
"443","2008-10-03",4.02
"444","2008-10-06",3.63
"445","2008-10-07",2.95
"446","2008-10-08",3.36
"447","2008-10-09",2.93
"448","2008-10-10",3.29
"449","2008-10-13",3.27
"450","2008-10-14",3.25
"451","2008-10-15",2.85
"452","2008-10-16",3.17
"453","2008-10-17",3.44
"454","2008-10-20",3.41
"455","2008-10-21",3.2
"456","2008-10-22",3.03
"457","2008-10-23",2.75
"458","2008-10-24",2.65
"459","2008-10-27",2.3
"460","2008-10-28",2.07
"461","2008-10-29",2.33
"462","2008-10-30",2.49
"463","2008-10-31",2.44
"464","2008-11-03",2.47
"465","2008-11-04",2.31
"466","2008-11-05",2.06
"467","2008-11-06",2.22
"468","2008-11-07",2.36
"469","2008-11-10",2.41
"470","2008-11-11",2.3
"471","2008-11-12",1.98
"472","2008-11-13",1.84
"473","2008-11-14",1.68
"474","2008-11-17",1.75
"475","2008-11-18",1.9
"476","2008-11-19",1.9
"477","2008-11-20",2.06
"478","2008-11-21",2.37
"479","2008-11-24",2.7
"480","2008-11-25",2.44
"481","2008-11-26",2.75
"482","2008-11-28",2.94
"483","2008-12-01",1.94
"484","2008-12-02",2.08
"485","2008-12-03",2.28
"486","2008-12-04",2.25
"487","2008-12-05",2.23
"488","2008-12-08",2.39
"489","2008-12-09",2.24
"490","2008-12-10",2.33
"491","2008-12-11",2.24
"492","2008-12-12",2.14
"493","2008-12-15",1.84
"494","2008-12-16",2.12
"495","2008-12-17",1.86
"496","2008-12-18",2
"497","2008-12-19",2
"498","2008-12-22",1.94
"499","2008-12-23",1.72
"500","2008-12-24",1.85
"501","2008-12-26",1.8
"502","2008-12-29",1.99
"503","2008-12-30",2.1
"504","2008-12-31",2.21
"505","2009-01-02",2.18
"506","2009-01-05",2
"507","2009-01-06",2.23
"508","2009-01-07",2.34
"509","2009-01-08",2.31
"510","2009-01-09",1.96
"511","2009-01-12",1.88
"512","2009-01-13",1.79
"513","2009-01-14",1.49
"514","2009-01-15",1.68
"515","2009-01-16",1.61
"516","2009-01-20",1.49
"517","2009-01-21",1.54
"518","2009-01-22",1.43
"519","2009-01-23",1.45
"520","2009-01-26",1.55
"521","2009-01-27",1.48
"522","2009-01-28",1.65
"523","2009-01-29",1.44
"524","2009-01-30",1.39
"525","2009-02-02",1.34
"526","2009-02-03",1.3
"527","2009-02-04",1.13
"528","2009-02-05",1.11
"529","2009-02-06",1.25
"530","2009-02-09",1.22
"531","2009-02-10",1.15
"532","2009-02-11",1.08
"533","2009-02-12",0.99
"534","2009-02-13",0.91
"535","2009-02-17",0.67
"536","2009-02-18",0.57
"537","2009-02-19",0.47
"538","2009-02-20",0.51
"539","2009-02-23",0.75
"540","2009-02-24",0.81
"541","2009-02-25",0.76
"542","2009-02-26",0.78
"543","2009-02-27",0.65
"544","2009-03-02",0.66
"545","2009-03-03",0.58
"546","2009-03-04",0.56
"547","2009-03-05",0.52
"548","2009-03-06",0.5
"549","2009-03-09",0.5
"550","2009-03-10",0.68
"551","2009-03-11",0.58
"552","2009-03-12",0.56
"553","2009-03-13",0.57
"554","2009-03-16",0.64
"555","2009-03-17",0.64
"556","2009-03-18",0.65
"557","2009-03-19",0.62
"558","2009-03-20",0.65
"559","2009-03-23",0.69
"560","2009-03-24",0.67
"561","2009-03-25",0.68
"562","2009-03-26",0.75
"563","2009-03-27",0.7
"564","2009-03-30",0.62
"565","2009-03-31",0.63
"566","2009-04-01",0.66
"567","2009-04-02",0.78
"568","2009-04-03",1
"569","2009-04-06",1.17
"570","2009-04-07",1.12
"571","2009-04-08",1.07
"572","2009-04-09",1.24
"573","2009-04-13",1.2
"574","2009-04-14",1.07
"575","2009-04-15",1.09
"576","2009-04-16",1.1
"577","2009-04-17",1.09
"578","2009-04-20",0.95
"579","2009-04-21",1
"580","2009-04-22",0.98
"581","2009-04-23",0.93
"582","2009-04-24",0.97
"583","2009-04-27",0.93
"584","2009-04-28",0.91
"585","2009-04-29",1
"586","2009-04-30",1
"587","2009-05-01",0.95
"588","2009-05-04",1.01
"589","2009-05-05",0.99
"590","2009-05-06",0.99
"591","2009-05-07",0.99
"592","2009-05-08",1.09
"593","2009-05-11",0.97
"594","2009-05-12",1.05
"595","2009-05-13",0.98
"596","2009-05-14",1.02
"597","2009-05-15",1.02
"598","2009-05-18",1.37
"599","2009-05-19",1.45
"600","2009-05-20",1.9
"601","2009-05-21",1.68
"602","2009-05-22",1.55
"603","2009-05-26",1.44
"604","2009-05-27",1.31
"605","2009-05-28",1.16
"606","2009-05-29",1.39
"607","2009-06-01",1.34
"608","2009-06-02",1.27
"609","2009-06-03",1.17
"610","2009-06-04",1.29
"611","2009-06-05",1.39
"612","2009-06-08",1.36
"613","2009-06-09",1.24
"614","2009-06-10",1.22
"615","2009-06-11",1.25
"616","2009-06-12",1.33
"617","2009-06-15",1.28
"618","2009-06-16",1.28
"619","2009-06-17",1.24
"620","2009-06-18",1.26
"621","2009-06-19",1.44
"622","2009-06-22",1.21
"623","2009-06-23",1.21
"624","2009-06-24",1.24
"625","2009-06-25",1.28
"626","2009-06-26",1
"627","2009-06-29",1.14
"628","2009-06-30",1.13
"629","2009-07-01",1.15
"630","2009-07-02",1.1
"631","2009-07-06",1.08
"632","2009-07-07",1.04
"633","2009-07-08",1.14
"634","2009-07-09",1.15
"635","2009-07-10",1.12
"636","2009-07-13",1.14
"637","2009-07-14",1.11
"638","2009-07-15",1.15
"639","2009-07-16",1.13
"640","2009-07-17",1.07
"641","2009-07-20",1.13
"642","2009-07-21",1.14
"643","2009-07-22",1.14
"644","2009-07-23",1.18
"645","2009-07-24",1.24
"646","2009-07-27",1.41
"647","2009-07-28",1.71
"648","2009-07-29",1.82
"649","2009-07-30",1.88
"650","2009-07-31",2.13
"651","2009-08-03",2.89
"652","2009-08-04",2.52
"653","2009-08-05",2.33
"654","2009-08-06",2.24
"655","2009-08-07",2.43
"656","2009-08-10",2.38
"657","2009-08-11",2
"658","2009-08-12",2.06
"659","2009-08-13",1.99
"660","2009-08-14",1.95
"661","2009-08-17",1.7
"662","2009-08-18",1.86
"663","2009-08-19",1.86
"664","2009-08-20",1.76
"665","2009-08-21",1.76
"666","2009-08-24",1.76
"667","2009-08-25",1.79
"668","2009-08-26",1.83
"669","2009-08-27",1.81
"670","2009-08-28",1.79
"671","2009-08-31",1.72
"672","2009-09-01",1.62
"673","2009-09-02",1.66
"674","2009-09-03",1.63
"675","2009-09-04",1.78
"676","2009-09-08",1.76
"677","2009-09-09",1.74
"678","2009-09-10",1.77
"679","2009-09-11",1.74
"680","2009-09-14",1.72
"681","2009-09-15",1.71
"682","2009-09-16",1.72
"683","2009-09-17",1.7
"684","2009-09-18",1.7
"685","2009-09-21",1.67
"686","2009-09-22",1.7
"687","2009-09-23",1.69
"688","2009-09-24",1.63
"689","2009-09-25",1.7
"690","2009-09-28",1.7
"691","2009-09-29",1.7
"692","2009-09-30",1.7
"693","2009-10-01",1.7
"694","2009-10-02",1.69
"695","2009-10-05",1.62
"696","2009-10-06",1.66
"697","2009-10-07",1.7
"698","2009-10-08",1.66
"699","2009-10-09",2.26
"700","2009-10-12",2.09
"701","2009-10-13",2.13
"702","2009-10-14",2.2
"703","2009-10-15",2.19
"704","2009-10-16",2.09
"705","2009-10-19",2.1
"706","2009-10-20",2.12
"707","2009-10-21",2.04
"708","2009-10-22",2.02
"709","2009-10-23",2.08
"710","2009-10-26",2.01
"711","2009-10-27",1.82
"712","2009-10-28",1.67
"713","2009-10-29",1.9
"714","2009-10-30",1.79
"715","2009-11-02",1.76
"716","2009-11-03",1.89
"717","2009-11-04",1.84
"718","2009-11-05",2.1
"719","2009-11-06",1.9
"720","2009-11-09",2.14
"721","2009-11-10",1.93
"722","2009-11-11",1.91
"723","2009-11-12",1.96
"724","2009-11-13",1.97
"725","2009-11-16",1.99
"726","2009-11-17",1.98
"727","2009-11-18",1.95
"728","2009-11-19",1.95
"729","2009-11-20",1.9
"730","2009-11-23",1.9
"731","2009-11-24",1.96
"732","2009-11-25",1.95
"733","2009-11-27",1.94
"734","2009-11-30",1.93
"735","2009-12-01",2.03
"736","2009-12-02",2.11
"737","2009-12-03",2.06
"738","2009-12-04",2.07
"739","2009-12-07",2.04
"740","2009-12-08",2.01
"741","2009-12-09",2.05
"742","2009-12-10",1.97
"743","2009-12-11",2
"744","2009-12-14",1.88
"745","2009-12-15",1.82
"746","2009-12-16",1.85
"747","2009-12-17",1.85
"748","2009-12-18",2.18
"749","2009-12-21",2.03
"750","2009-12-22",1.97
"751","2009-12-23",1.93
"752","2009-12-24",1.92
"753","2009-12-28",1.91
"754","2009-12-29",1.9
"755","2009-12-30",1.94
"756","2009-12-31",2.03
"757","2010-01-04",2.09
"758","2010-01-05",2.03
"759","2010-01-06",2.01
"760","2010-01-07",1.96
"761","2010-01-08",2
"762","2010-01-11",2.01
"763","2010-01-12",2.01
"764","2010-01-13",2.18
"765","2010-01-14",2.09
"766","2010-01-15",2.54
"767","2010-01-19",2.39
"768","2010-01-20",2.4
"769","2010-01-21",2.59
"770","2010-01-22",2.68
"771","2010-01-25",2.43
"772","2010-01-26",2.41
"773","2010-01-27",2.47
"774","2010-01-28",2.5
"775","2010-01-29",2.51
"776","2010-02-01",2.35
"777","2010-02-02",2.45
"778","2010-02-03",2.37
"779","2010-02-04",2.19
"780","2010-02-05",2.31
"781","2010-02-08",2.27
"782","2010-02-09",2.4
"783","2010-02-10",2.43
"784","2010-02-11",2.71
"785","2010-02-12",2.95
"786","2010-02-16",3.12
"787","2010-02-17",3.18
"788","2010-02-18",3.03
"789","2010-02-19",3.08
"790","2010-02-22",2.99
"791","2010-02-23",3.49
"792","2010-02-24",3.43
"793","2010-02-25",3.41
"794","2010-02-26",3.4
"795","2010-03-01",3.34
"796","2010-03-02",3.09
"797","2010-03-03",3.21
"798","2010-03-04",3.32
"799","2010-03-05",3.63
"800","2010-03-08",3.81
"801","2010-03-09",4.01
"802","2010-03-10",4.35
"803","2010-03-11",4.2
"804","2010-03-12",3.87
"805","2010-03-15",3.88
"806","2010-03-16",3.87
"807","2010-03-17",3.97
"808","2010-03-18",3.81
"809","2010-03-19",3.13
"810","2010-03-22",3.16
"811","2010-03-23",3.17
"812","2010-03-24",3.2
"813","2010-03-25",3.37
"814","2010-03-26",3.44
"815","2010-03-29",3.29
"816","2010-03-30",3.22
"817","2010-03-31",3.02
"818","2010-04-01",2.99
"819","2010-04-05",2.98
"820","2010-04-06",3.17
"821","2010-04-07",3.16
"822","2010-04-08",3.41
"823","2010-04-09",3.35
"824","2010-04-12",3.45
"825","2010-04-13",3.42
"826","2010-04-14",3.36
"827","2010-04-15",3.41
"828","2010-04-16",3.37
"829","2010-04-19",3.44
"830","2010-04-20",3.4
"831","2010-04-21",3.41
"832","2010-04-22",3.39
"833","2010-04-23",3.52
"834","2010-04-26",3.59
"835","2010-04-27",3.46
"836","2010-04-28",3.52
"837","2010-04-29",3.62
"838","2010-04-30",3.42
"839","2010-05-03",3.63
"840","2010-05-04",3.33
"841","2010-05-05",3.11
"842","2010-05-06",2.86
"843","2010-05-07",2.61
"844","2010-05-10",2.86
"845","2010-05-11",2.99
"846","2010-05-12",3.03
"847","2010-05-13",2.9
"848","2010-05-14",2.63
"849","2010-05-17",2.63
"850","2010-05-18",2.43
"851","2010-05-19",2.58
"852","2010-05-20",2.37
"853","2010-05-21",2.32
"854","2010-05-24",2.3
"855","2010-05-25",2.27
"856","2010-05-26",2.2
"857","2010-05-27",2.25
"858","2010-05-28",2.29
"859","2010-06-01",2.18
"860","2010-06-02",2.42
"861","2010-06-03",2.32
"862","2010-06-04",2.25
"863","2010-06-07",2.09
"864","2010-06-08",1.88
"865","2010-06-09",1.94
"866","2010-06-10",2.03
"867","2010-06-11",2.08
"868","2010-06-14",2.28
"869","2010-06-15",2.34
"870","2010-06-16",2.48
"871","2010-06-17",2.3
"872","2010-06-18",2.18
"873","2010-06-21",2.2
"874","2010-06-22",2.06
"875","2010-06-23",2.03
"876","2010-06-24",1.93
"877","2010-06-25",1.96
"878","2010-06-28",1.84
"879","2010-06-29",1.61
"880","2010-06-30",1.52
"881","2010-07-01",1.45
"882","2010-07-02",1.46
"883","2010-07-06",1.52
"884","2010-07-07",1.52
"885","2010-07-08",1.53
"886","2010-07-09",1.55
"887","2010-07-12",1.76
"888","2010-07-13",1.92
"889","2010-07-14",2
"890","2010-07-15",1.84
"891","2010-07-16",1.72
"892","2010-07-19",1.61
"893","2010-07-20",1.6
"894","2010-07-21",1.67
"895","2010-07-22",1.65
"896","2010-07-23",1.71
"897","2010-07-26",1.77
"898","2010-07-27",1.91
"899","2010-07-28",1.9
"900","2010-07-29",1.97
"901","2010-07-30",1.98
"902","2010-08-02",2.01
"903","2010-08-03",1.9
"904","2010-08-04",2.02
"905","2010-08-05",1.93
"906","2010-08-06",1.93
"907","2010-08-09",1.93
"908","2010-08-10",1.95
"909","2010-08-11",1.89
"910","2010-08-12",1.84
"911","2010-08-13",1.8
"912","2010-08-16",1.69
"913","2010-08-17",1.65
"914","2010-08-18",1.63
"915","2010-08-19",1.61
"916","2010-08-20",1.55
"917","2010-08-23",1.41
"918","2010-08-24",1.38
"919","2010-08-25",1.37
"920","2010-08-26",1.33
"921","2010-08-27",1.33
"922","2010-08-30",1.29
"923","2010-08-31",1.27
"924","2010-09-01",1.28
"925","2010-09-02",1.32
"926","2010-09-03",1.3
"927","2010-09-07",1.44
"928","2010-09-08",1.4
"929","2010-09-09",1.42
"930","2010-09-10",1.34
"931","2010-09-13",1.4
"932","2010-09-14",1.4
"933","2010-09-15",1.41
"934","2010-09-16",1.36
"935","2010-09-17",1.33
"936","2010-09-20",1.39
"937","2010-09-21",1.36
"938","2010-09-22",1.33
"939","2010-09-23",1.32
"940","2010-09-24",1.34
"941","2010-09-27",1.4
"942","2010-09-28",1.29
"943","2010-09-29",1.27
"944","2010-09-30",1.33
"945","2010-10-01",1.36
"946","2010-10-04",1.36
"947","2010-10-05",1.39
"948","2010-10-06",1.36
"949","2010-10-07",1.37
"950","2010-10-08",1.3
"951","2010-10-11",1.3
"952","2010-10-12",1.37
"953","2010-10-13",1.32
"954","2010-10-14",1.33
"955","2010-10-15",1.42
"956","2010-10-18",1.5
"957","2010-10-19",1.46
"958","2010-10-20",1.38
"959","2010-10-21",1.38
"960","2010-10-22",1.42
"961","2010-10-25",1.35
"962","2010-10-26",1.47
"963","2010-10-27",1.51
"964","2010-10-28",1.43
"965","2010-10-29",1.48
"966","2010-11-01",1.53
"967","2010-11-02",1.53
"968","2010-11-03",1.48
"969","2010-11-04",1.53
"970","2010-11-05",1.52
"971","2010-11-08",1.55
"972","2010-11-09",1.6
"973","2010-11-10",1.8
"974","2010-11-11",1.78
"975","2010-11-12",1.72
"976","2010-11-15",1.83
"977","2010-11-16",1.75
"978","2010-11-17",1.67
"979","2010-11-18",1.69
"980","2010-11-19",1.55
"981","2010-11-22",1.56
"982","2010-11-23",1.52
"983","2010-11-24",1.48
"984","2010-11-26",1.52
"985","2010-11-29",1.53
"986","2010-11-30",1.45
"987","2010-12-01",1.41
"988","2010-12-02",1.49
"989","2010-12-03",1.45
"990","2010-12-06",1.48
"991","2010-12-07",1.49
"992","2010-12-08",1.54
"993","2010-12-09",1.51
"994","2010-12-10",1.5
"995","2010-12-13",1.56
"996","2010-12-14",1.46
"997","2010-12-15",1.47
"998","2010-12-16",1.53
"999","2010-12-17",1.59
