"","date","HEP"
"1","2007-01-03",20.360001
"2","2007-01-04",20.504999
"3","2007-01-05",20.559999
"4","2007-01-08",21.18
"5","2007-01-09",21.049999
"6","2007-01-10",21.055
"7","2007-01-11",21.15
"8","2007-01-12",20.959999
"9","2007-01-16",21.094999
"10","2007-01-17",21.184999
"11","2007-01-18",21.459999
"12","2007-01-19",21.049999
"13","2007-01-22",21.219999
"14","2007-01-23",21.245001
"15","2007-01-24",21.235001
"16","2007-01-25",21.25
"17","2007-01-26",21.055
"18","2007-01-29",21.07
"19","2007-01-30",21.105
"20","2007-01-31",21.360001
"21","2007-02-01",21.780001
"22","2007-02-02",21.469999
"23","2007-02-05",22.01
"24","2007-02-06",22.9
"25","2007-02-07",22.58
"26","2007-02-08",22.584999
"27","2007-02-09",22.690001
"28","2007-02-12",22.870001
"29","2007-02-13",22.705
"30","2007-02-14",22.51
"31","2007-02-15",22.549999
"32","2007-02-16",22.754999
"33","2007-02-20",22.93
"34","2007-02-21",22.945
"35","2007-02-22",23.219999
"36","2007-02-23",23
"37","2007-02-26",22.870001
"38","2007-02-27",22.75
"39","2007-02-28",23.059999
"40","2007-03-01",23
"41","2007-03-02",23.875
"42","2007-03-05",24.155001
"43","2007-03-06",24.5
"44","2007-03-07",23.91
"45","2007-03-08",24.25
"46","2007-03-09",23.875
"47","2007-03-12",24.215
"48","2007-03-13",24.375
"49","2007-03-14",23.549999
"50","2007-03-15",23.5
"51","2007-03-16",23.275
"52","2007-03-19",23.379999
"53","2007-03-20",23.67
"54","2007-03-21",24.200001
"55","2007-03-22",23.9
"56","2007-03-23",24.125
"57","2007-03-26",24.075001
"58","2007-03-27",23.610001
"59","2007-03-28",23.504999
"60","2007-03-29",23.25
"61","2007-03-30",23.305
"62","2007-04-02",23.625
"63","2007-04-03",23.995001
"64","2007-04-04",23.965
"65","2007-04-05",23.950001
"66","2007-04-09",23.77
"67","2007-04-10",23.665001
"68","2007-04-11",23.875
"69","2007-04-12",23.795
"70","2007-04-13",24.125
"71","2007-04-16",24.915001
"72","2007-04-17",24.844999
"73","2007-04-18",24.934999
"74","2007-04-19",24.995001
"75","2007-04-20",25.275
"76","2007-04-23",25.66
"77","2007-04-24",25.805
"78","2007-04-25",25.860001
"79","2007-04-26",26.475
"80","2007-04-27",26.959999
"81","2007-04-30",27.25
"82","2007-05-01",26.42
"83","2007-05-02",26.27
"84","2007-05-03",25.355
"85","2007-05-04",25.33
"86","2007-05-07",25.684999
"87","2007-05-08",25.110001
"88","2007-05-09",25.315001
"89","2007-05-10",25.055
"90","2007-05-11",24.969999
"91","2007-05-14",25.065001
"92","2007-05-15",24.605
"93","2007-05-16",24.745001
"94","2007-05-17",24.705
"95","2007-05-18",24.74
"96","2007-05-21",25.5
"97","2007-05-22",25.084999
"98","2007-05-23",25.264999
"99","2007-05-24",24.48
"100","2007-05-25",24.68
"101","2007-05-29",25.049999
"102","2007-05-30",24.93
"103","2007-05-31",25.075001
"104","2007-06-01",25.254999
"105","2007-06-04",25.465
"106","2007-06-05",25.555
"107","2007-06-06",25.25
"108","2007-06-07",24.705
"109","2007-06-08",24.594999
"110","2007-06-11",24.76
"111","2007-06-12",24.26
"112","2007-06-13",24.405001
"113","2007-06-14",24.700001
"114","2007-06-15",25.174999
"115","2007-06-18",25.27
"116","2007-06-19",25.16
"117","2007-06-20",24.83
"118","2007-06-21",24.83
"119","2007-06-22",24.77
"120","2007-06-25",24.75
"121","2007-06-26",24.465
"122","2007-06-27",24.49
"123","2007-06-28",24.469999
"124","2007-06-29",25.450001
"125","2007-07-02",25.705
"126","2007-07-03",25.68
"127","2007-07-05",25.434999
"128","2007-07-06",25.684999
"129","2007-07-09",25.959999
"130","2007-07-10",25.795
"131","2007-07-11",25.940001
"132","2007-07-12",26.200001
"133","2007-07-13",26.705
"134","2007-07-16",26.59
"135","2007-07-17",27.125
"136","2007-07-18",27.799999
"137","2007-07-19",28.4
"138","2007-07-20",27.9
"139","2007-07-23",28.375
"140","2007-07-24",28.49
"141","2007-07-25",27.995001
"142","2007-07-26",26.879999
"143","2007-07-27",26.969999
"144","2007-07-30",26.725
"145","2007-07-31",26.125
"146","2007-08-01",26.07
"147","2007-08-02",25.299999
"148","2007-08-03",24.629999
"149","2007-08-06",23.870001
"150","2007-08-07",23.955
"151","2007-08-08",23.575001
"152","2007-08-09",22.775
"153","2007-08-10",22.809999
"154","2007-08-13",23.75
"155","2007-08-14",22.924999
"156","2007-08-15",23.424999
"157","2007-08-16",22.43
"158","2007-08-17",22.275
"159","2007-08-20",22.33
"160","2007-08-21",21.934999
"161","2007-08-22",22.934999
"162","2007-08-23",24.025
"163","2007-08-24",23.254999
"164","2007-08-27",23.1
"165","2007-08-28",22.625
"166","2007-08-29",22.299999
"167","2007-08-30",22.174999
"168","2007-08-31",22.865
"169","2007-09-04",23.299999
"170","2007-09-05",23.264999
"171","2007-09-06",23.5
"172","2007-09-07",23.02
"173","2007-09-10",22.940001
"174","2007-09-11",22.790001
"175","2007-09-12",22.934999
"176","2007-09-13",22.795
"177","2007-09-14",22.525
"178","2007-09-17",22.549999
"179","2007-09-18",22.85
"180","2007-09-19",23.525
"181","2007-09-20",23.379999
"182","2007-09-21",23.475
"183","2007-09-24",23.275
"184","2007-09-25",22.809999
"185","2007-09-26",22.9
"186","2007-09-27",22.65
"187","2007-09-28",23.025
"188","2007-10-01",22.780001
"189","2007-10-02",22.645
"190","2007-10-03",22.59
"191","2007-10-04",22.530001
"192","2007-10-05",22.66
"193","2007-10-08",22.700001
"194","2007-10-09",22.799999
"195","2007-10-10",23.110001
"196","2007-10-11",23.344999
"197","2007-10-12",23.5
"198","2007-10-15",23.75
"199","2007-10-16",23.5
"200","2007-10-17",23.549999
"201","2007-10-18",23.594999
"202","2007-10-19",23.375
"203","2007-10-22",23.325001
"204","2007-10-23",23.07
"205","2007-10-24",23.205
"206","2007-10-25",23.174999
"207","2007-10-26",23.135
"208","2007-10-29",23.834999
"209","2007-10-30",23.5
"210","2007-10-31",23.6
"211","2007-11-01",23.620001
"212","2007-11-02",23.83
"213","2007-11-05",23.18
"214","2007-11-06",23
"215","2007-11-07",22.905001
"216","2007-11-08",22.77
"217","2007-11-09",22.85
"218","2007-11-12",22.625
"219","2007-11-13",22.504999
"220","2007-11-14",22.295
"221","2007-11-15",22.290001
"222","2007-11-16",21.950001
"223","2007-11-19",22.094999
"224","2007-11-20",22.025
"225","2007-11-21",21.725
"226","2007-11-23",22.469999
"227","2007-11-26",22.200001
"228","2007-11-27",22.525
"229","2007-11-28",22.275
"230","2007-11-29",22.049999
"231","2007-11-30",21.75
"232","2007-12-03",21.875
"233","2007-12-04",21.950001
"234","2007-12-05",22.125
"235","2007-12-06",22
"236","2007-12-07",22.125
"237","2007-12-10",22.1
"238","2007-12-11",22.125
"239","2007-12-12",21.93
"240","2007-12-13",21.870001
"241","2007-12-14",21.125
"242","2007-12-17",21.049999
"243","2007-12-18",21.23
"244","2007-12-19",21.165001
"245","2007-12-20",21.125
"246","2007-12-21",21.375
"247","2007-12-24",21.434999
"248","2007-12-26",21.360001
"249","2007-12-27",21.24
"250","2007-12-28",22.094999
"251","2007-12-31",21.875
"252","2008-01-02",21.23
"253","2008-01-03",21.325001
"254","2008-01-04",21.025
"255","2008-01-07",21.415001
"256","2008-01-08",21.584999
"257","2008-01-09",21.93
"258","2008-01-10",22
"259","2008-01-11",21.389999
"260","2008-01-14",21.225
"261","2008-01-15",21.225
"262","2008-01-16",20.665001
"263","2008-01-17",20.375
"264","2008-01-18",20.305
"265","2008-01-22",19.775
"266","2008-01-23",19.43
"267","2008-01-24",19.5
"268","2008-01-25",20
"269","2008-01-28",20.02
"270","2008-01-29",19.875
"271","2008-01-30",19.76
"272","2008-01-31",20.424999
"273","2008-02-01",20.469999
"274","2008-02-04",20.995001
"275","2008-02-05",20.745001
"276","2008-02-06",20.655001
"277","2008-02-07",21.049999
"278","2008-02-08",21.375
"279","2008-02-11",21.440001
"280","2008-02-12",21.184999
"281","2008-02-13",21.059999
"282","2008-02-14",21.360001
"283","2008-02-15",21.264999
"284","2008-02-19",20.325001
"285","2008-02-20",20.530001
"286","2008-02-21",20.375
"287","2008-02-22",20.6
"288","2008-02-25",20.9
"289","2008-02-26",20.865
"290","2008-02-27",20.76
"291","2008-02-28",20.690001
"292","2008-02-29",20.540001
"293","2008-03-03",20.584999
"294","2008-03-04",20.51
"295","2008-03-05",20.525
"296","2008-03-06",20.315001
"297","2008-03-07",20.27
"298","2008-03-10",20.415001
"299","2008-03-11",20.184999
"300","2008-03-12",20.25
"301","2008-03-13",20.275
"302","2008-03-14",19.905001
"303","2008-03-17",19.805
"304","2008-03-18",19.59
"305","2008-03-19",19.23
"306","2008-03-20",19.24
"307","2008-03-24",19.15
"308","2008-03-25",19.375
"309","2008-03-26",19.34
"310","2008-03-27",18.815001
"311","2008-03-28",18.950001
"312","2008-03-31",19.195
"313","2008-04-01",19.27
"314","2008-04-02",19.235001
"315","2008-04-03",19.280001
"316","2008-04-04",19.344999
"317","2008-04-07",19.125
"318","2008-04-08",19.450001
"319","2008-04-09",19.605
"320","2008-04-10",19.695
"321","2008-04-11",19.094999
"322","2008-04-14",19.299999
"323","2008-04-15",19.014999
"324","2008-04-16",19.635
"325","2008-04-17",19.93
"326","2008-04-18",20
"327","2008-04-21",19.98
"328","2008-04-22",19.865
"329","2008-04-23",19.540001
"330","2008-04-24",19.51
"331","2008-04-25",19.35
"332","2008-04-28",19.684999
"333","2008-04-29",19.635
"334","2008-04-30",20.235001
"335","2008-05-01",21.035
"336","2008-05-02",21.5
"337","2008-05-05",21.995001
"338","2008-05-06",21.875
"339","2008-05-07",21.764999
"340","2008-05-08",21.995001
"341","2008-05-09",22.08
"342","2008-05-12",22.84
"343","2008-05-13",22.809999
"344","2008-05-14",22.75
"345","2008-05-15",22
"346","2008-05-16",22.25
"347","2008-05-19",22.504999
"348","2008-05-20",22.635
