"","date","TBBK"
"1","2007-01-03",29.530001
"2","2007-01-04",29.93
"3","2007-01-05",28.84
"4","2007-01-08",28.52
"5","2007-01-09",29.219999
"6","2007-01-10",28
"7","2007-01-11",29.15
"8","2007-01-12",29.07
"9","2007-01-16",28.92
"10","2007-01-17",27.43
"11","2007-01-18",26.9
"12","2007-01-19",27.67
"13","2007-01-22",27.700001
"14","2007-01-23",27.74
"15","2007-01-24",27.9
"16","2007-01-25",26.530001
"17","2007-01-26",27.58
"18","2007-01-29",27.959999
"19","2007-01-30",28.07
"20","2007-01-31",26.27
"21","2007-02-01",26.969999
"22","2007-02-02",26.969999
"23","2007-02-05",26.52
"24","2007-02-06",26.16
"25","2007-02-07",26.48
"26","2007-02-08",25.93
"27","2007-02-09",25.299999
"28","2007-02-12",25.940001
"29","2007-02-13",26.1
"30","2007-02-14",26.209999
"31","2007-02-15",26.18
"32","2007-02-16",26.1
"33","2007-02-20",26.299999
"34","2007-02-21",26.790001
"35","2007-02-22",26.25
"36","2007-02-23",26.040001
"37","2007-02-26",25.969999
"38","2007-02-27",24.5
"39","2007-02-28",24.629999
"40","2007-03-01",25.4
"41","2007-03-02",24.92
"42","2007-03-05",24.18
"43","2007-03-06",25.5
"44","2007-03-07",24.959999
"45","2007-03-08",24.82
"46","2007-03-09",25.110001
"47","2007-03-12",25.24
"48","2007-03-13",23.41
"49","2007-03-14",24.379999
"50","2007-03-15",24.9
"51","2007-03-16",24.690001
"52","2007-03-19",24.77
"53","2007-03-20",24.99
"54","2007-03-21",25.41
"55","2007-03-22",25.77
"56","2007-03-23",25.58
"57","2007-03-26",25.43
"58","2007-03-27",24.450001
"59","2007-03-28",24.85
"60","2007-03-29",25.299999
"61","2007-03-30",26
"62","2007-04-02",26.42
"63","2007-04-03",27
"64","2007-04-04",26.52
"65","2007-04-05",26.280001
"66","2007-04-09",25.610001
"67","2007-04-10",25.52
"68","2007-04-11",26
"69","2007-04-12",26.17
"70","2007-04-13",26.24
"71","2007-04-16",26.780001
"72","2007-04-17",26.549999
"73","2007-04-18",26.5
"74","2007-04-19",26.540001
"75","2007-04-20",26.809999
"76","2007-04-23",26.6
"77","2007-04-24",26
"78","2007-04-25",25.629999
"79","2007-04-26",25.190001
"80","2007-04-27",25
"81","2007-04-30",24.129999
"82","2007-05-01",24.280001
"83","2007-05-02",24.469999
"84","2007-05-03",24.530001
"85","2007-05-04",24.530001
"86","2007-05-07",24.360001
"87","2007-05-08",24.48
"88","2007-05-09",24.35
"89","2007-05-10",24.049999
"90","2007-05-11",24.209999
"91","2007-05-14",24.139999
"92","2007-05-15",23.09
"93","2007-05-16",22.85
"94","2007-05-17",22.360001
"95","2007-05-18",22.92
"96","2007-05-21",23.34
"97","2007-05-22",23.360001
"98","2007-05-23",23.129999
"99","2007-05-24",22.51
"100","2007-05-25",21.84
"101","2007-05-29",21.9
"102","2007-05-30",21.65
"103","2007-05-31",21.459999
"104","2007-06-01",22
"105","2007-06-04",22.41
"106","2007-06-05",22
"107","2007-06-06",21.620001
"108","2007-06-07",22.030001
"109","2007-06-08",23.190001
"110","2007-06-11",22.889999
"111","2007-06-12",22.969999
"112","2007-06-13",23.08
"113","2007-06-14",23.34
"114","2007-06-15",23.26
"115","2007-06-18",23.6
"116","2007-06-19",24.23
"117","2007-06-20",23.91
"118","2007-06-21",23.5
"119","2007-06-22",23.309999
"120","2007-06-25",23.469999
"121","2007-06-26",23.66
"122","2007-06-27",23.280001
"123","2007-06-28",23.26
"124","2007-06-29",22.360001
"125","2007-07-02",23.09
"126","2007-07-03",22.33
"127","2007-07-05",22.049999
"128","2007-07-06",22.34
"129","2007-07-09",22.120001
"130","2007-07-10",21.549999
"131","2007-07-11",21.48
"132","2007-07-12",21.98
"133","2007-07-13",21.4
"134","2007-07-16",21.120001
"135","2007-07-17",21.02
"136","2007-07-18",21.049999
"137","2007-07-19",22.129999
"138","2007-07-20",21.91
"139","2007-07-23",22.530001
"140","2007-07-24",22.040001
"141","2007-07-25",22.18
"142","2007-07-26",20.76
"143","2007-07-27",20.09
"144","2007-07-30",20.190001
"145","2007-07-31",18.48
"146","2007-08-01",17.9
"147","2007-08-02",18.77
"148","2007-08-03",17.57
"149","2007-08-06",18.200001
"150","2007-08-07",18.92
"151","2007-08-08",19.07
"152","2007-08-09",19.530001
"153","2007-08-10",19
"154","2007-08-13",18.98
"155","2007-08-14",19.209999
"156","2007-08-15",19.5
"157","2007-08-16",20.049999
"158","2007-08-17",20.139999
"159","2007-08-20",19.99
"160","2007-08-21",20.139999
"161","2007-08-22",20.68
"162","2007-08-23",20.540001
"163","2007-08-24",20.379999
"164","2007-08-27",20.27
"165","2007-08-28",19.360001
"166","2007-08-29",20.25
"167","2007-08-30",20.35
"168","2007-08-31",20.280001
"169","2007-09-04",20.52
"170","2007-09-05",20.18
"171","2007-09-06",20.75
"172","2007-09-07",20.27
"173","2007-09-10",20.41
"174","2007-09-11",20.48
"175","2007-09-12",20.23
"176","2007-09-13",20.15
"177","2007-09-14",20.040001
"178","2007-09-17",19.690001
"179","2007-09-18",21.52
"180","2007-09-19",21.709999
"181","2007-09-20",21.77
"182","2007-09-21",21.73
"183","2007-09-24",20.75
"184","2007-09-25",20.43
"185","2007-09-26",20
"186","2007-09-27",19.6
"187","2007-09-28",18.459999
"188","2007-10-01",19.4
"189","2007-10-02",19.959999
"190","2007-10-03",19.25
"191","2007-10-04",18.940001
"192","2007-10-05",19.59
"193","2007-10-08",19.16
"194","2007-10-09",19.209999
"195","2007-10-10",19.120001
"196","2007-10-11",18.66
"197","2007-10-12",18.42
"198","2007-10-15",17.98
"199","2007-10-16",18.280001
"200","2007-10-17",17.9
"201","2007-10-18",17.4
"202","2007-10-19",16.32
"203","2007-10-22",17.469999
"204","2007-10-23",17.65
"205","2007-10-24",17.780001
"206","2007-10-25",17.5
"207","2007-10-26",18.389999
"208","2007-10-29",17.92
"209","2007-10-30",18.370001
"210","2007-10-31",17.950001
"211","2007-11-01",16.15
"212","2007-11-02",16.219999
"213","2007-11-05",15.6
"214","2007-11-06",16.01
"215","2007-11-07",15.5
"216","2007-11-08",15.78
"217","2007-11-09",16.379999
"218","2007-11-12",16.15
"219","2007-11-13",17.299999
"220","2007-11-14",17.75
"221","2007-11-15",17.959999
"222","2007-11-16",17
"223","2007-11-19",16.280001
"224","2007-11-20",16.4
"225","2007-11-21",16.49
"226","2007-11-23",16.48
"227","2007-11-26",15.09
"228","2007-11-27",15.2
"229","2007-11-28",15.51
"230","2007-11-29",15.4
"231","2007-11-30",16.16
"232","2007-12-03",15.88
"233","2007-12-04",15.02
"234","2007-12-05",15.69
"235","2007-12-06",15.85
"236","2007-12-07",15.58
"237","2007-12-10",15.63
"238","2007-12-11",14.88
"239","2007-12-12",14.42
"240","2007-12-13",14.06
"241","2007-12-14",12.98
"242","2007-12-17",12.28
"243","2007-12-18",12.95
"244","2007-12-19",13
"245","2007-12-20",12.99
"246","2007-12-21",13.55
"247","2007-12-24",13.94
"248","2007-12-26",13.91
"249","2007-12-27",13.4
"250","2007-12-28",13.27
"251","2007-12-31",13.46
"252","2008-01-02",13.05
"253","2008-01-03",12.93
"254","2008-01-04",12.76
"255","2008-01-07",12.37
"256","2008-01-08",12.01
"257","2008-01-09",11.44
"258","2008-01-10",11.37
"259","2008-01-11",11.11
"260","2008-01-14",11.35
"261","2008-01-15",11.39
"262","2008-01-16",11.7
"263","2008-01-17",11.67
"264","2008-01-18",11.96
"265","2008-01-22",11.85
"266","2008-01-23",13.24
"267","2008-01-24",13.65
"268","2008-01-25",12.39
"269","2008-01-28",12.49
"270","2008-01-29",13.75
"271","2008-01-30",13.46
"272","2008-01-31",14.53
"273","2008-02-01",14.32
"274","2008-02-04",14.61
"275","2008-02-05",13.57
"276","2008-02-06",12.77
"277","2008-02-07",12.79
"278","2008-02-08",11.81
"279","2008-02-11",10.94
"280","2008-02-12",10.65
"281","2008-02-13",11.35
"282","2008-02-14",11.55
"283","2008-02-15",11.29
"284","2008-02-19",11.25
"285","2008-02-20",11.44
"286","2008-02-21",11.15
"287","2008-02-22",11.29
"288","2008-02-25",11.92
"289","2008-02-26",12.32
"290","2008-02-27",11.68
"291","2008-02-28",10.93
"292","2008-02-29",11.44
"293","2008-03-03",11.14
"294","2008-03-04",11.41
"295","2008-03-05",11.23
"296","2008-03-06",10.8
"297","2008-03-07",11.35
"298","2008-03-10",10.6
"299","2008-03-11",11.01
"300","2008-03-12",11.27
"301","2008-03-13",11.84
"302","2008-03-14",11.09
"303","2008-03-17",12.16
"304","2008-03-18",12.46
"305","2008-03-19",11.93
"306","2008-03-20",12.59
"307","2008-03-24",12.24
"308","2008-03-25",12.78
"309","2008-03-26",12.65
"310","2008-03-27",12.29
"311","2008-03-28",12.18
"312","2008-03-31",12.08
"313","2008-04-01",12.95
"314","2008-04-02",13.07
"315","2008-04-03",12.97
"316","2008-04-04",11.82
"317","2008-04-07",12.06
"318","2008-04-08",11.49
"319","2008-04-09",10.79
"320","2008-04-10",11.24
"321","2008-04-11",10.77
"322","2008-04-14",10.61
"323","2008-04-15",11.19
"324","2008-04-16",11.98
"325","2008-04-17",11.23
"326","2008-04-18",11.96
"327","2008-04-21",11.33
"328","2008-04-22",11.33
"329","2008-04-23",11.36
"330","2008-04-24",12.09
"331","2008-04-25",12.4
"332","2008-04-28",12.02
"333","2008-04-29",11.38
"334","2008-04-30",11.06
"335","2008-05-01",11.81
"336","2008-05-02",11.83
"337","2008-05-05",11.64
"338","2008-05-06",11.99
"339","2008-05-07",11.15
"340","2008-05-08",11.68
"341","2008-05-09",12.04
"342","2008-05-12",12.59
"343","2008-05-13",12.62
"344","2008-05-14",11.62
"345","2008-05-15",11.64
"346","2008-05-16",11.29
"347","2008-05-19",11.29
"348","2008-05-20",11.19
"349","2008-05-21",11.04
"350","2008-05-22",11.37
"351","2008-05-23",11.21
"352","2008-05-27",11.21
"353","2008-05-28",10.83
"354","2008-05-29",11.04
"355","2008-05-30",10.65
"356","2008-06-02",10.26
"357","2008-06-03",10.13
"358","2008-06-04",10.28
"359","2008-06-05",10.72
"360","2008-06-06",9.91
"361","2008-06-09",9.88
"362","2008-06-10",10.15
"363","2008-06-11",9.48
"364","2008-06-12",9.23
"365","2008-06-13",9.28
"366","2008-06-16",8.81
"367","2008-06-17",8.7
"368","2008-06-18",8.13
"369","2008-06-19",8.43
"370","2008-06-20",8.92
"371","2008-06-23",8.44
"372","2008-06-24",8.55
"373","2008-06-25",8.79
"374","2008-06-26",8.5
"375","2008-06-27",8.02
"376","2008-06-30",7.62
"377","2008-07-01",8.1
"378","2008-07-02",7.7
"379","2008-07-03",7.53
"380","2008-07-07",7.5
"381","2008-07-08",7.69
"382","2008-07-09",7.55
"383","2008-07-10",7.46
"384","2008-07-11",7.32
"385","2008-07-14",6.56
"386","2008-07-15",6.14
"387","2008-07-16",6.56
"388","2008-07-17",6.8
"389","2008-07-18",6.5
"390","2008-07-21",6.5
"391","2008-07-22",6.61
"392","2008-07-23",8
"393","2008-07-24",6.58
"394","2008-07-25",6.34
"395","2008-07-28",5.24
"396","2008-07-29",5.36
"397","2008-07-30",5.75
"398","2008-07-31",5.81
"399","2008-08-01",5.8
"400","2008-08-04",5.67
"401","2008-08-05",5.7
"402","2008-08-06",5.55
"403","2008-08-07",5.53
"404","2008-08-08",5.45
"405","2008-08-11",5.67
"406","2008-08-12",5.63
"407","2008-08-13",5.6
"408","2008-08-14",5.61
"409","2008-08-15",5.4
"410","2008-08-18",5.52
"411","2008-08-19",5.26
"412","2008-08-20",5.16
"413","2008-08-21",5
"414","2008-08-22",4.98
"415","2008-08-25",4.78
"416","2008-08-26",4.87
"417","2008-08-27",4.72
"418","2008-08-28",4.76
"419","2008-08-29",4.6
"420","2008-09-02",4.89
"421","2008-09-03",5.81
"422","2008-09-04",6.14
"423","2008-09-05",5.9
"424","2008-09-08",6.32
"425","2008-09-09",6.05
"426","2008-09-10",5.78
"427","2008-09-11",5.76
"428","2008-09-12",5.81
"429","2008-09-15",5.38
"430","2008-09-16",5.5
"431","2008-09-17",5.07
"432","2008-09-18",5.47
"433","2008-09-19",6.37
"434","2008-09-22",5.23
"435","2008-09-23",5.18
"436","2008-09-24",5
"437","2008-09-25",5.27
"438","2008-09-26",5.18
"439","2008-09-29",5.26
"440","2008-09-30",5
"441","2008-10-01",5.5
"442","2008-10-02",4.93
"443","2008-10-03",4.75
"444","2008-10-06",4.51
"445","2008-10-07",4.26
"446","2008-10-08",4.12
"447","2008-10-09",4.08
"448","2008-10-10",3.5
"449","2008-10-13",3.91
"450","2008-10-14",4.5
"451","2008-10-15",4.02
"452","2008-10-16",3.76
"453","2008-10-17",4.01
"454","2008-10-20",4.26
"455","2008-10-21",4.03
"456","2008-10-22",3.74
"457","2008-10-23",3.38
"458","2008-10-24",3.08
"459","2008-10-27",3.45
"460","2008-10-28",4.29
"461","2008-10-29",3.95
"462","2008-10-30",3.91
"463","2008-10-31",3.74
"464","2008-11-03",4.08
"465","2008-11-04",3.96
"466","2008-11-05",3.63
"467","2008-11-06",3.61
"468","2008-11-07",3.49
"469","2008-11-10",3.37
"470","2008-11-11",3.33
"471","2008-11-12",3.17
"472","2008-11-13",3.41
"473","2008-11-14",3.17
"474","2008-11-17",3.11
"475","2008-11-18",2.91
"476","2008-11-19",2.83
"477","2008-11-20",2.73
"478","2008-11-21",2.7
"479","2008-11-24",2.43
"480","2008-11-25",2.22
"481","2008-11-26",3
"482","2008-11-28",3.12
"483","2008-12-01",3.01
"484","2008-12-02",2.98
"485","2008-12-03",2.8
"486","2008-12-04",3.83
"487","2008-12-05",3.68
"488","2008-12-08",3.59
"489","2008-12-09",3.7
"490","2008-12-10",3.86
"491","2008-12-11",3.6
"492","2008-12-12",4.06
"493","2008-12-15",3.32
"494","2008-12-16",3.47
"495","2008-12-17",3.1
"496","2008-12-18",3.15
"497","2008-12-19",3.18
"498","2008-12-22",3.04
"499","2008-12-23",2.61
"500","2008-12-24",2.79
"501","2008-12-26",2.67
"502","2008-12-29",2.5
"503","2008-12-30",2.85
"504","2008-12-31",3.75
"505","2009-01-02",3.81
"506","2009-01-05",3.79
"507","2009-01-06",3.99
"508","2009-01-07",3.85
"509","2009-01-08",3.65
"510","2009-01-09",3.5
"511","2009-01-12",3.36
"512","2009-01-13",3.48
"513","2009-01-14",3.34
"514","2009-01-15",3.42
"515","2009-01-16",3.36
"516","2009-01-20",3.25
"517","2009-01-21",3.41
"518","2009-01-22",3.21
"519","2009-01-23",3.18
"520","2009-01-26",3.15
"521","2009-01-27",3.18
"522","2009-01-28",3.25
"523","2009-01-29",3.11
"524","2009-01-30",3.09
"525","2009-02-02",3.13
"526","2009-02-03",3.11
"527","2009-02-04",3.15
"528","2009-02-05",3.24
"529","2009-02-06",3.32
"530","2009-02-09",3.45
"531","2009-02-10",3.35
"532","2009-02-11",3.38
"533","2009-02-12",3.19
"534","2009-02-13",3.15
"535","2009-02-17",3.1
"536","2009-02-18",3.27
"537","2009-02-19",3.21
"538","2009-02-20",3.05
"539","2009-02-23",2.95
"540","2009-02-24",3.01
"541","2009-02-25",2.8
"542","2009-02-26",3
"543","2009-02-27",2.87
"544","2009-03-02",2.82
"545","2009-03-03",3.04
"546","2009-03-04",3
"547","2009-03-05",2.78
"548","2009-03-06",2.68
"549","2009-03-09",2.58
"550","2009-03-10",3
"551","2009-03-11",3
"552","2009-03-12",2.98
"553","2009-03-13",3
"554","2009-03-16",2.99
"555","2009-03-17",3
"556","2009-03-18",3
"557","2009-03-19",3.1
"558","2009-03-20",3.15
"559","2009-03-23",3.53
"560","2009-03-24",3.43
"561","2009-03-25",4.3
"562","2009-03-26",4.3
"563","2009-03-27",4.25
"564","2009-03-30",4.08
"565","2009-03-31",4.24
"566","2009-04-01",4.1
"567","2009-04-02",4.3
"568","2009-04-03",4.15
"569","2009-04-06",4.18
"570","2009-04-07",4
"571","2009-04-08",3.94
"572","2009-04-09",4.8
"573","2009-04-13",4.86
"574","2009-04-14",4.89
"575","2009-04-15",5.15
"576","2009-04-16",5.04
"577","2009-04-17",5.21
"578","2009-04-20",4.83
"579","2009-04-21",4.96
"580","2009-04-22",4.98
"581","2009-04-23",4.87
"582","2009-04-24",4.91
"583","2009-04-27",4.86
"584","2009-04-28",5.35
"585","2009-04-29",5.41
"586","2009-04-30",5.31
"587","2009-05-01",5
"588","2009-05-04",5.1
"589","2009-05-05",5.16
"590","2009-05-06",5.3
"591","2009-05-07",5.2
"592","2009-05-08",5.56
"593","2009-05-11",5.57
"594","2009-05-12",5.98
"595","2009-05-13",5.58
"596","2009-05-14",5.62
"597","2009-05-15",6.02
"598","2009-05-18",6.2
"599","2009-05-19",6.66
"600","2009-05-20",6.64
"601","2009-05-21",6.58
"602","2009-05-22",6.33
"603","2009-05-26",6.78
"604","2009-05-27",6.47
"605","2009-05-28",6.65
"606","2009-05-29",6.17
"607","2009-06-01",6.28
"608","2009-06-02",6.39
"609","2009-06-03",6.35
"610","2009-06-04",6.58
"611","2009-06-05",6.65
"612","2009-06-08",6.59
"613","2009-06-09",6.68
"614","2009-06-10",7.22
"615","2009-06-11",7.74
"616","2009-06-12",7.9
"617","2009-06-15",6.96
"618","2009-06-16",6.67
"619","2009-06-17",6.59
"620","2009-06-18",7
"621","2009-06-19",6.55
"622","2009-06-22",5.99
"623","2009-06-23",6.39
"624","2009-06-24",5.99
"625","2009-06-25",6.48
"626","2009-06-26",6.62
"627","2009-06-29",6.18
"628","2009-06-30",6
"629","2009-07-01",5.96
"630","2009-07-02",5.71
"631","2009-07-06",5.89
"632","2009-07-07",5.99
"633","2009-07-08",5.9
"634","2009-07-09",5.53
"635","2009-07-10",5.47
"636","2009-07-13",5.83
"637","2009-07-14",5.62
"638","2009-07-15",6.05
"639","2009-07-16",5.71
"640","2009-07-17",5.72
"641","2009-07-20",5.97
"642","2009-07-21",5.91
"643","2009-07-22",5.94
"644","2009-07-23",6.15
"645","2009-07-24",6.21
"646","2009-07-27",6.72
"647","2009-07-28",6.85
"648","2009-07-29",6.59
"649","2009-07-30",6.73
"650","2009-07-31",7.19
"651","2009-08-03",7.55
"652","2009-08-04",7.73
"653","2009-08-05",7.63
"654","2009-08-06",7.66
"655","2009-08-07",7.93
"656","2009-08-10",7.43
"657","2009-08-11",6.34
"658","2009-08-12",6.61
"659","2009-08-13",6.05
"660","2009-08-14",5.76
"661","2009-08-17",5.9
"662","2009-08-18",5.81
"663","2009-08-19",5.84
"664","2009-08-20",5.96
"665","2009-08-21",6.1
"666","2009-08-24",6.16
"667","2009-08-25",6.41
"668","2009-08-26",6.42
"669","2009-08-27",6.45
"670","2009-08-28",6.73
"671","2009-08-31",6.61
"672","2009-09-01",6.27
"673","2009-09-02",6.26
"674","2009-09-03",6.35
"675","2009-09-04",6.31
"676","2009-09-08",6.49
"677","2009-09-09",6.41
"678","2009-09-10",6.41
"679","2009-09-11",5.94
"680","2009-09-14",5.93
"681","2009-09-15",5.96
"682","2009-09-16",6.12
"683","2009-09-17",6.16
"684","2009-09-18",6.25
"685","2009-09-21",6.15
"686","2009-09-22",6
"687","2009-09-23",5.93
"688","2009-09-24",5.82
"689","2009-09-25",5.85
"690","2009-09-28",5.85
"691","2009-09-29",5.89
"692","2009-09-30",5.72
"693","2009-10-01",5.65
"694","2009-10-02",5.84
"695","2009-10-05",5.75
"696","2009-10-06",5.78
"697","2009-10-07",5.8
"698","2009-10-08",5.76
"699","2009-10-09",5.7
"700","2009-10-12",5.71
"701","2009-10-13",5.46
"702","2009-10-14",5.55
"703","2009-10-15",5.33
"704","2009-10-16",5.27
"705","2009-10-19",5.28
"706","2009-10-20",5.35
"707","2009-10-21",5.19
"708","2009-10-22",5.34
"709","2009-10-23",5.15
"710","2009-10-26",5.25
"711","2009-10-27",5.31
"712","2009-10-28",5.11
"713","2009-10-29",5.22
"714","2009-10-30",5.1
"715","2009-11-02",5.18
"716","2009-11-03",5.13
"717","2009-11-04",5.03
"718","2009-11-05",5.16
"719","2009-11-06",5.16
"720","2009-11-09",5.23
"721","2009-11-10",5.11
"722","2009-11-11",5.18
"723","2009-11-12",5.12
"724","2009-11-13",5.27
"725","2009-11-16",5.45
"726","2009-11-17",5.52
"727","2009-11-18",5.85
"728","2009-11-19",5.72
"729","2009-11-20",5.79
"730","2009-11-23",5.88
"731","2009-11-24",6
"732","2009-11-25",5.83
"733","2009-11-27",5.64
"734","2009-11-30",5.81
"735","2009-12-01",5.99
"736","2009-12-02",6.1
"737","2009-12-03",6.13
"738","2009-12-04",6.6
"739","2009-12-07",6.69
"740","2009-12-08",6.55
"741","2009-12-09",6.43
"742","2009-12-10",6.72
"743","2009-12-11",6.94
"744","2009-12-14",7.16
"745","2009-12-15",6.89
"746","2009-12-16",6.51
"747","2009-12-17",6.6
"748","2009-12-18",7
"749","2009-12-21",6.92
"750","2009-12-22",6.83
"751","2009-12-23",6.87
"752","2009-12-24",6.86
"753","2009-12-28",6.92
"754","2009-12-29",6.88
"755","2009-12-30",6.67
"756","2009-12-31",6.86
"757","2010-01-04",7.43
"758","2010-01-05",7.14
"759","2010-01-06",7.15
"760","2010-01-07",7.28
"761","2010-01-08",7.2
"762","2010-01-11",7.17
"763","2010-01-12",7.16
"764","2010-01-13",7.22
"765","2010-01-14",7.24
"766","2010-01-15",7.21
"767","2010-01-19",7.45
"768","2010-01-20",7.44
"769","2010-01-21",7.35
"770","2010-01-22",7.08
"771","2010-01-25",7.14
"772","2010-01-26",7.04
"773","2010-01-27",7.25
"774","2010-01-28",7.32
"775","2010-01-29",7.31
"776","2010-02-01",6.97
"777","2010-02-02",6.62
"778","2010-02-03",6.88
"779","2010-02-04",6.73
"780","2010-02-05",6.81
"781","2010-02-08",6.31
"782","2010-02-09",6.17
"783","2010-02-10",6.2
"784","2010-02-11",6.64
"785","2010-02-12",6.44
"786","2010-02-16",7.03
"787","2010-02-17",7.3
"788","2010-02-18",7.29
"789","2010-02-19",7.48
"790","2010-02-22",7.67
"791","2010-02-23",7.41
"792","2010-02-24",7.58
"793","2010-02-25",7.16
"794","2010-02-26",7.03
"795","2010-03-01",7.35
"796","2010-03-02",7.55
"797","2010-03-03",7.53
"798","2010-03-04",7.39
"799","2010-03-05",7.62
"800","2010-03-08",7.81
"801","2010-03-09",7.97
"802","2010-03-10",7.96
"803","2010-03-11",8.02
"804","2010-03-12",8.14
"805","2010-03-15",8.28
"806","2010-03-16",8.4
"807","2010-03-17",8.49
"808","2010-03-18",8.64
"809","2010-03-19",8.75
"810","2010-03-22",8.8
"811","2010-03-23",8.8
"812","2010-03-24",8.7
"813","2010-03-25",8.79
"814","2010-03-26",8.93
"815","2010-03-29",8.95
"816","2010-03-30",8.88
"817","2010-03-31",8.9
"818","2010-04-01",8.78
"819","2010-04-05",8.98
"820","2010-04-06",9.08
"821","2010-04-07",9.05
"822","2010-04-08",9.11
"823","2010-04-09",9.12
"824","2010-04-12",9.03
"825","2010-04-13",9.09
"826","2010-04-14",9.2
"827","2010-04-15",9.2
"828","2010-04-16",8.88
"829","2010-04-19",8.88
"830","2010-04-20",9.05
"831","2010-04-21",9.27
"832","2010-04-22",9.21
"833","2010-04-23",9.15
"834","2010-04-26",9.41
"835","2010-04-27",9.38
"836","2010-04-28",9.31
"837","2010-04-29",9.45
"838","2010-04-30",8.87
"839","2010-05-03",9
"840","2010-05-04",8.77
"841","2010-05-05",8.64
"842","2010-05-06",8.34
"843","2010-05-07",7.81
"844","2010-05-10",8.57
"845","2010-05-11",8.83
"846","2010-05-12",9
"847","2010-05-13",8.99
"848","2010-05-14",8.79
"849","2010-05-17",8.86
"850","2010-05-18",8.5
"851","2010-05-19",8.35
"852","2010-05-20",7.97
"853","2010-05-21",7.93
"854","2010-05-24",7.66
"855","2010-05-25",7.58
"856","2010-05-26",7.75
"857","2010-05-27",8.25
"858","2010-05-28",7.97
"859","2010-06-01",7.65
"860","2010-06-02",7.89
"861","2010-06-03",8.06
"862","2010-06-04",7.58
"863","2010-06-07",7.36
"864","2010-06-08",7.43
"865","2010-06-09",7.53
"866","2010-06-10",7.85
"867","2010-06-11",7.52
"868","2010-06-14",7.56
"869","2010-06-15",7.99
"870","2010-06-16",8.04
"871","2010-06-17",8.17
"872","2010-06-18",8.2
"873","2010-06-21",7.85
"874","2010-06-22",7.81
"875","2010-06-23",7.73
"876","2010-06-24",7.68
"877","2010-06-25",8.57
"878","2010-06-28",8.24
"879","2010-06-29",7.86
"880","2010-06-30",7.83
"881","2010-07-01",7.52
"882","2010-07-02",7.61
"883","2010-07-06",7.5
