"","date","AIV"
"1","2007-01-03",55.799999
"2","2007-01-04",56
"3","2007-01-05",54.66
"4","2007-01-08",55.330002
"5","2007-01-09",56.349998
"6","2007-01-10",57.860001
"7","2007-01-11",58.509998
"8","2007-01-12",58.470001
"9","2007-01-16",60.09
"10","2007-01-17",60.209999
"11","2007-01-18",60.189999
"12","2007-01-19",60.73
"13","2007-01-22",59.91
"14","2007-01-23",60.139999
"15","2007-01-24",60.950001
"16","2007-01-25",61.5
"17","2007-01-26",61.630001
"18","2007-01-29",62.09
"19","2007-01-30",62.080002
"20","2007-01-31",62.630001
"21","2007-02-01",62.59
"22","2007-02-02",62.630001
"23","2007-02-05",62.599998
"24","2007-02-06",63.009998
"25","2007-02-07",63.82
"26","2007-02-08",64.349998
"27","2007-02-09",64.349998
"28","2007-02-12",62.389999
"29","2007-02-13",62.209999
"30","2007-02-14",61.080002
"31","2007-02-15",60.740002
"32","2007-02-16",61.599998
"33","2007-02-20",61.990002
"34","2007-02-21",61.669998
"35","2007-02-22",61.560001
"36","2007-02-23",60.529999
"37","2007-02-26",60.290001
"38","2007-02-27",58.459999
"39","2007-02-28",58.860001
"40","2007-03-01",58.41
"41","2007-03-02",57.110001
"42","2007-03-05",54.880001
"43","2007-03-06",56.779999
"44","2007-03-07",55.860001
"45","2007-03-08",56.66
"46","2007-03-09",57.41
"47","2007-03-12",57.360001
"48","2007-03-13",54.790001
"49","2007-03-14",55.279999
"50","2007-03-15",55.639999
"51","2007-03-16",55.040001
"52","2007-03-19",56
"53","2007-03-20",56.82
"54","2007-03-21",58.200001
"55","2007-03-22",58.68
"56","2007-03-23",59.400002
"57","2007-03-26",58.48
"58","2007-03-27",57.529999
"59","2007-03-28",56.82
"60","2007-03-29",57.060001
"61","2007-03-30",57.689999
"62","2007-04-02",58.419998
"63","2007-04-03",58.849998
"64","2007-04-04",58.779999
"65","2007-04-05",58.880001
"66","2007-04-09",58.48
"67","2007-04-10",58.5
"68","2007-04-11",57.389999
"69","2007-04-12",56.639999
"70","2007-04-13",57.509998
"71","2007-04-16",57.330002
"72","2007-04-17",58.110001
"73","2007-04-18",57.599998
"74","2007-04-19",57.040001
"75","2007-04-20",57.130001
"76","2007-04-23",58.09
"77","2007-04-24",57.669998
"78","2007-04-25",57.150002
"79","2007-04-26",56.849998
"80","2007-04-27",56.529999
"81","2007-04-30",55.299999
"82","2007-05-01",55.060001
"83","2007-05-02",55
"84","2007-05-03",55.560001
"85","2007-05-04",55.400002
"86","2007-05-07",55.049999
"87","2007-05-08",54.509998
"88","2007-05-09",54.650002
"89","2007-05-10",53.34
"90","2007-05-11",55.889999
"91","2007-05-14",56.490002
"92","2007-05-15",55.099998
"93","2007-05-16",54.080002
"94","2007-05-17",52.990002
"95","2007-05-18",51.959999
"96","2007-05-21",51.810001
"97","2007-05-22",53.049999
"98","2007-05-23",53.18
"99","2007-05-24",51.709999
"100","2007-05-25",52.040001
"101","2007-05-29",54.66
"102","2007-05-30",56.439999
"103","2007-05-31",54.869999
"104","2007-06-01",54.959999
"105","2007-06-04",55.759998
"106","2007-06-05",54.32
"107","2007-06-06",54.080002
"108","2007-06-07",51.98
"109","2007-06-08",52.669998
"110","2007-06-11",52.25
"111","2007-06-12",51.439999
"112","2007-06-13",52.599998
"113","2007-06-14",51.43
"114","2007-06-15",51.5
"115","2007-06-18",51.099998
"116","2007-06-19",51.560001
