"","date","FFBW"
"1","2017-10-11",9.837884
"2","2017-10-12",9.940273
"3","2017-10-13",9.897611
"4","2017-10-16",9.854949
"5","2017-10-17",9.65017
"6","2017-10-18",9.513652
"7","2017-10-19",9.47099
"8","2017-10-20",9.398464
"9","2017-10-23",9.598976
"10","2017-10-24",9.552048
"11","2017-10-25",9.412116
"12","2017-10-26",9.43686
"13","2017-10-27",9.513652
"14","2017-10-30",9.569966
"15","2017-10-31",9.675768
"16","2017-11-01",9.697099
"17","2017-11-02",9.641638
"18","2017-11-03",9.573379
"19","2017-11-06",9.539249
"20","2017-11-07",9.547782
"21","2017-11-08",9.556314
"22","2017-11-09",9.598976
"23","2017-11-10",9.512798
"24","2017-11-13",9.43686
"25","2017-11-14",9.504266
"26","2017-11-15",9.47099
"27","2017-11-16",9.424062
"28","2017-11-17",9.462458
"29","2017-11-20",9.458191
"30","2017-11-21",9.513652
"31","2017-11-22",9.513652
"32","2017-11-24",9.513652
"33","2017-11-27",9.547782
"34","2017-11-28",9.556314
"35","2017-11-29",9.513652
"36","2017-11-30",9.641638
"37","2017-12-01",9.641638
"38","2017-12-04",9.641638
"39","2017-12-05",9.547782
"40","2017-12-06",9.556314
"41","2017-12-07",9.598976
"42","2017-12-08",9.598976
"43","2017-12-11",9.569113
"44","2017-12-12",9.564846
"45","2017-12-13",9.462458
"46","2017-12-14",9.43686
"47","2017-12-15",9.385666
"48","2017-12-18",9.385666
"49","2017-12-19",9.385666
"50","2017-12-20",9.40273
"51","2017-12-21",9.43686
"52","2017-12-22",9.43686
"53","2017-12-26",9.43686
"54","2017-12-27",9.43686
"55","2017-12-28",9.394198
"56","2017-12-29",9.40273
"57","2018-01-02",9.394198
"58","2018-01-03",9.428328
"59","2018-01-04",9.394198
"60","2018-01-05",9.419795
"61","2018-01-08",9.419795
"62","2018-01-09",9.419795
"63","2018-01-10",9.40273
"64","2018-01-11",9.385666
"65","2018-01-12",9.391638
"66","2018-01-16",9.40273
"67","2018-01-17",9.40273
"68","2018-01-18",9.428328
"69","2018-01-19",9.428328
"70","2018-01-22",9.419795
"71","2018-01-23",9.428328
"72","2018-01-24",9.428328
"73","2018-01-25",9.415529
"74","2018-01-26",9.411263
"75","2018-01-29",9.411263
"76","2018-01-30",9.411263
"77","2018-01-31",9.387372
"78","2018-02-01",9.43686
"79","2018-02-02",9.513652
"80","2018-02-05",9.40017
"81","2018-02-06",9.385666
"82","2018-02-07",9.300342
"83","2018-02-08",9.308874
"84","2018-02-09",9.317406
"85","2018-02-12",9.308874
"86","2018-02-13",9.360068
"87","2018-02-14",9.300342
"88","2018-02-15",9.206485
"89","2018-02-16",9.308874
"90","2018-02-20",9.172355
"91","2018-02-21",9.172355
"92","2018-02-22",9.172355
"93","2018-02-23",9.172355
"94","2018-02-26",9.172355
"95","2018-02-27",9.172355
"96","2018-02-28",9.08703
"97","2018-03-01",9.078498
"98","2018-03-02",8.848123
"99","2018-03-05",8.967577
"100","2018-03-06",8.924914
"101","2018-03-07",8.916382
"102","2018-03-08",8.916382
"103","2018-03-09",8.924914
"104","2018-03-12",9.018771
"105","2018-03-13",9.027304
"106","2018-03-14",9.360068
"107","2018-03-15",9.6843
"108","2018-03-16",9.675768
"109","2018-03-19",9.385666
"110","2018-03-20",9.47099
"111","2018-03-21",9.462458
"112","2018-03-22",9.564846
"113","2018-03-23",9.385666
"114","2018-03-26",9.385666
"115","2018-03-27",9.496587
"116","2018-03-28",9.496587
"117","2018-03-29",9.496587
"118","2018-04-02",9.47099
"119","2018-04-03",9.394198
"120","2018-04-04",9.385666
"121","2018-04-05",9.47099
"122","2018-04-06",9.399318
"123","2018-04-09",9.385666
"124","2018-04-10",9.385666
"125","2018-04-11",9.385666
"126","2018-04-12",9.334471
"127","2018-04-13",9.173208
"128","2018-04-16",9.172355
"129","2018-04-17",9.291809
"130","2018-04-18",9.172355
"131","2018-04-19",9.172355
"132","2018-04-20",9.539249
"133","2018-04-23",9.462458
"134","2018-04-24",9.385666
"135","2018-04-25",9.385666
"136","2018-04-26",9.368601
"137","2018-04-27",9.368601
"138","2018-04-30",9.377133
"139","2018-05-01",9.377133
"140","2018-05-02",9.513652
"141","2018-05-03",9.257679
"142","2018-05-04",9.257679
"143","2018-05-07",9.428328
"144","2018-05-08",9.385666
"145","2018-05-09",9.428328
"146","2018-05-10",9.325938
"147","2018-05-11",9.325938
"148","2018-05-14",9.317406
"149","2018-05-15",9.317406
"150","2018-05-16",9.325938
"151","2018-05-17",9.300342
"152","2018-05-18",9.343003
"153","2018-05-21",9.343003
"154","2018-05-22",9.424062
"155","2018-05-23",9.419795
"156","2018-05-24",9.419795
"157","2018-05-25",9.385666
"158","2018-05-29",9.385666
"159","2018-05-30",9.394198
"160","2018-05-31",9.360068
"161","2018-06-01",9.394198
"162","2018-06-04",9.394198
"163","2018-06-05",9.394198
"164","2018-06-06",9.385666
"165","2018-06-07",9.385666
"166","2018-06-08",9.385666
"167","2018-06-11",9.368601
"168","2018-06-12",9.394198
"169","2018-06-13",9.385666
"170","2018-06-14",9.394198
"171","2018-06-15",9.394198
"172","2018-06-18",9.360068
"173","2018-06-19",9.360068
"174","2018-06-20",9.411263
"175","2018-06-21",9.385666
"176","2018-06-22",9.411263
"177","2018-06-25",9.428328
"178","2018-06-26",9.383106
"179","2018-06-27",9.383106
"180","2018-06-28",9.383106
"181","2018-06-29",9.462458
"182","2018-07-02",9.462458
"183","2018-07-03",9.462458
"184","2018-07-05",9.462458
"185","2018-07-06",9.513652
"186","2018-07-09",9.496587
"187","2018-07-10",9.47099
"188","2018-07-11",9.462458
"189","2018-07-12",9.47099
"190","2018-07-13",9.513652
"191","2018-07-16",9.522184
"192","2018-07-17",9.573379
"193","2018-07-18",9.573379
"194","2018-07-19",9.556314
"195","2018-07-20",9.564846
"196","2018-07-23",9.564846
"197","2018-07-24",9.513652
"198","2018-07-25",9.513652
"199","2018-07-26",9.513652
"200","2018-07-27",9.569113
"201","2018-07-30",9.56314
"202","2018-07-31",9.517918
"203","2018-08-01",9.569113
"204","2018-08-02",9.575086
"205","2018-08-03",9.598976
"206","2018-08-06",9.598976
"207","2018-08-07",9.616041
"208","2018-08-08",9.616041
"209","2018-08-09",9.59727
"210","2018-08-10",9.641638
"211","2018-08-13",9.622014
"212","2018-08-14",9.622014
"213","2018-08-15",9.622014
"214","2018-08-16",9.59727
"215","2018-08-17",9.568259
"216","2018-08-20",9.59727
"217","2018-08-21",9.607509
"218","2018-08-22",9.607509
"219","2018-08-23",9.641638
"220","2018-08-24",9.603242
"221","2018-08-27",9.598976
"222","2018-08-28",9.598976
"223","2018-08-29",9.620307
"224","2018-08-30",9.620307
"225","2018-08-31",9.607509
"226","2018-09-04",9.52645
"227","2018-09-05",9.52645
"228","2018-09-06",9.598976
"229","2018-09-07",9.598976
"230","2018-09-10",9.633106
"231","2018-09-11",9.641638
"232","2018-09-12",9.658703
"233","2018-09-13",9.78669
"234","2018-09-14",9.71843
"235","2018-09-17",9.726962
"236","2018-09-18",9.726962
"237","2018-09-19",9.795222
"238","2018-09-20",9.914676
"239","2018-09-21",10.059727
"240","2018-09-24",10.059727
"241","2018-09-25",10.059727
"242","2018-09-26",10.059727
"243","2018-09-27",9.756826
"244","2018-09-28",9.6843
"245","2018-10-01",9.6843
"246","2018-10-02",9.6843
"247","2018-10-03",9.894198
"248","2018-10-04",9.846416
"249","2018-10-05",9.6843
"250","2018-10-08",9.6843
"251","2018-10-09",9.6843
"252","2018-10-10",9.6843
"253","2018-10-11",9.564846
"254","2018-10-12",9.692833
"255","2018-10-15",9.667235
"256","2018-10-16",9.6843
"257","2018-10-17",9.675768
"258","2018-10-18",9.675768
"259","2018-10-19",9.598976
"260","2018-10-22",9.598976
"261","2018-10-23",9.53669
"262","2018-10-24",9.53669
"263","2018-10-25",9.22355
"264","2018-10-26",9.428328
"265","2018-10-29",9.385666
"266","2018-10-30",9.43686
"267","2018-10-31",9.385666
"268","2018-11-01",9.343003
"269","2018-11-02",9.385666
"270","2018-11-05",9.317406
"271","2018-11-06",9.428328
"272","2018-11-07",9.455631
"273","2018-11-08",9.300342
"274","2018-11-09",9.300342
"275","2018-11-12",9.300342
"276","2018-11-13",9.300342
"277","2018-11-14",9.317406
"278","2018-11-15",9.300342
"279","2018-11-16",9.300342
"280","2018-11-19",9.33959
"281","2018-11-20",9.308874
"282","2018-11-21",9.300342
"283","2018-11-23",9.300342
"284","2018-11-26",9.300342
"285","2018-11-27",9.300342
"286","2018-11-28",9.317406
"287","2018-11-29",9.419795
"288","2018-11-30",9.300342
"289","2018-12-03",9.385666
"290","2018-12-04",9.374574
"291","2018-12-06",9.300342
"292","2018-12-07",9.428328
"293","2018-12-10",9.428328
"294","2018-12-11",9.300342
"295","2018-12-12",9.283277
"296","2018-12-13",9.249146
"297","2018-12-14",9.249146
"298","2018-12-17",9.172355
"299","2018-12-18",9.15529
"300","2018-12-19",9.15529
"301","2018-12-20",8.668942
"302","2018-12-21",8.66041
"303","2018-12-24",8.703072
"304","2018-12-26",8.532423
"305","2018-12-27",8.540956
"306","2018-12-28",8.532423
"307","2018-12-31",8.558021
"308","2019-01-02",8.686007
"309","2019-01-03",8.506826
"310","2019-01-04",8.532423
"311","2019-01-07",8.634812
"312","2019-01-08",8.634812
"313","2019-01-09",8.643345
"314","2019-01-10",8.959044
"315","2019-01-11",8.617747
"316","2019-01-14",8.617747
"317","2019-01-15",8.617747
"318","2019-01-16",8.788396
"319","2019-01-17",8.643345
"320","2019-01-18",8.643345
"321","2019-01-22",8.771331
"322","2019-01-23",8.617747
"323","2019-01-24",8.617747
"324","2019-01-25",8.617747
"325","2019-01-28",8.62628
"326","2019-01-29",8.959044
"327","2019-01-30",8.967577
"328","2019-01-31",9.050342
"329","2019-02-01",9.08703
"330","2019-02-04",9.488054
"331","2019-02-05",9.215017
"332","2019-02-06",9.47099
"333","2019-02-07",9.518771
"334","2019-02-08",9.569966
"335","2019-02-11",9.556314
"336","2019-02-12",9.556314
"337","2019-02-13",9.47099
"338","2019-02-14",9.22355
"339","2019-02-15",9.257679
"340","2019-02-19",9.257679
"341","2019-02-20",9.129693
"342","2019-02-21",9.360068
"343","2019-02-22",9.175768
"344","2019-02-25",9.129693
"345","2019-02-26",9.172355
"346","2019-02-27",9.052901
"347","2019-02-28",9.377133
"348","2019-03-01",9.377133
"349","2019-03-04",9.112628
"350","2019-03-05",9.351536
"351","2019-03-06",9.326792
"352","2019-03-07",9.343003
"353","2019-03-08",9.343003
"354","2019-03-11",9.343003
"355","2019-03-12",9.172355
"356","2019-03-13",9.22611
"357","2019-03-14",9.291809
"358","2019-03-15",9.249146
"359","2019-03-18",9.249146
"360","2019-03-19",9.31058
"361","2019-03-20",9.197952
"362","2019-03-21",9.172355
"363","2019-03-22",9.21843
"364","2019-03-25",9.21843
"365","2019-03-26",9.21843
"366","2019-03-27",9.215017
"367","2019-03-28",9.215017
"368","2019-03-29",9.172355
"369","2019-04-01",9.138226
"370","2019-04-02",9.300342
"371","2019-04-03",9.156997
"372","2019-04-04",9.239761
"373","2019-04-05",9.145905
"374","2019-04-08",9.087884
"375","2019-04-09",9.093857
"376","2019-04-10",9.069966
"377","2019-04-11",9.069966
"378","2019-04-12",9.215017
"379","2019-04-15",9.215017
"380","2019-04-16",9.215017
"381","2019-04-17",9.172355
"382","2019-04-18",9.180887
"383","2019-04-22",9.163822
"384","2019-04-23",9.095563
"385","2019-04-24",9.095563
"386","2019-04-25",9.078498
"387","2019-04-26",9.078498
"388","2019-04-29",9.078498
"389","2019-04-30",9.078498
"390","2019-05-01",9.078498
"391","2019-05-02",9.055461
"392","2019-05-03",9.08703
"393","2019-05-06",9.044369
"394","2019-05-07",8.831058
"395","2019-05-08",8.831058
"396","2019-05-09",9.012798
"397","2019-05-10",9.012798
"398","2019-05-13",8.959044
"399","2019-05-14",8.959044
"400","2019-05-15",8.959044
"401","2019-05-16",8.831058
"402","2019-05-17",8.831058
"403","2019-05-20",9.078498
"404","2019-05-21",9.078498
"405","2019-05-22",9.078498
"406","2019-05-23",9.078498
"407","2019-05-24",9.078498
"408","2019-05-28",9.078498
"409","2019-05-29",8.831058
"410","2019-05-30",8.831058
"411","2019-05-31",8.831058
"412","2019-06-03",8.746587
"413","2019-06-04",8.66041
"414","2019-06-05",8.929181
"415","2019-06-06",8.677474
"416","2019-06-07",8.711604
"417","2019-06-10",8.694539
"418","2019-06-11",8.694539
"419","2019-06-12",8.686007
"420","2019-06-13",8.677474
"421","2019-06-14",8.677474
"422","2019-06-17",8.66041
"423","2019-06-18",8.66041
"424","2019-06-19",8.993174
"425","2019-06-20",8.959044
"426","2019-06-21",8.865188
"427","2019-06-24",8.959044
"428","2019-06-25",8.805461
"429","2019-06-26",8.686007
"430","2019-06-27",7.986348
"431","2019-06-28",8.916382
"432","2019-07-01",8.703072
"433","2019-07-02",8.745734
"434","2019-07-03",8.728669
"435","2019-07-05",8.703072
"436","2019-07-08",8.68942
"437","2019-07-09",8.68942
"438","2019-07-10",8.68942
"439","2019-07-11",8.686007
"440","2019-07-12",8.703072
"441","2019-07-15",8.66041
"442","2019-07-16",8.634812
"443","2019-07-17",8.66041
"444","2019-07-18",8.634812
"445","2019-07-19",8.617747
"446","2019-07-22",8.532423
"447","2019-07-23",8.62628
"448","2019-07-24",8.62628
"449","2019-07-25",8.617747
"450","2019-07-26",8.617747
"451","2019-07-29",8.62628
"452","2019-07-30",8.62628
"453","2019-07-31",8.540956
"454","2019-08-01",8.558021
"455","2019-08-02",8.558021
"456","2019-08-05",8.558021
"457","2019-08-06",8.558021
"458","2019-08-07",8.530717
"459","2019-08-08",8.498294
"460","2019-08-09",8.575086
"461","2019-08-12",8.575086
"462","2019-08-13",8.532423
"463","2019-08-14",8.472696
"464","2019-08-15",8.323379
"465","2019-08-16",8.323379
"466","2019-08-19",8.020478
"467","2019-08-20",8.522184
"468","2019-08-21",8.071672
"469","2019-08-22",8.447099
"470","2019-08-23",8.148464
"471","2019-08-26",8.148464
"472","2019-08-27",8.417235
"473","2019-08-28",8.448806
"474","2019-08-29",8.447099
"475","2019-08-30",8.447099
"476","2019-09-03",8.532423
"477","2019-09-04",8.532423
"478","2019-09-05",9.044369
"479","2019-09-06",9.044369
"480","2019-09-09",9.078498
"481","2019-09-10",9.095563
"482","2019-09-11",9.09215
"483","2019-09-12",9.09983
"484","2019-09-13",9.411263
"485","2019-09-16",9.18942
"486","2019-09-17",9.308874
"487","2019-09-18",9.343003
"488","2019-09-19",9.449658
"489","2019-09-20",9.556314
"490","2019-09-23",9.556314
"491","2019-09-24",9.419795
"492","2019-09-25",9.385666
"493","2019-09-26",9.430887
"494","2019-09-27",9.430887
"495","2019-09-30",9.367747
"496","2019-10-01",9.367747
"497","2019-10-02",9.351536
"498","2019-10-03",9.351536
"499","2019-10-04",9.343003
"500","2019-10-07",9.22355
"501","2019-10-08",9.232082
"502","2019-10-09",9.206485
"503","2019-10-10",9.172355
"504","2019-10-11",9.172355
"505","2019-10-14",9.178328
"506","2019-10-15",9.178328
"507","2019-10-16",9.112628
"508","2019-10-17",9.185154
"509","2019-10-18",9.201365
"510","2019-10-21",9.201365
"511","2019-10-22",9.201365
"512","2019-10-23",9.201365
"513","2019-10-24",9.201365
"514","2019-10-25",9.201365
"515","2019-10-28",9.305461
"516","2019-10-29",9.146758
"517","2019-10-30",9.215017
"518","2019-10-31",9.215017
"519","2019-11-01",9.172355
"520","2019-11-04",9.283277
"521","2019-11-05",9.258533
"522","2019-11-06",9.291809
"523","2019-11-07",9.377133
"524","2019-11-08",9.28157
"525","2019-11-11",9.300342
"526","2019-11-12",9.300342
