"","date","WWW"
"464","2008-11-03",11.07
"465","2008-11-04",10.565
"466","2008-11-05",10.275
"467","2008-11-06",10.2
"468","2008-11-07",10.07
"469","2008-11-10",10.055
"470","2008-11-11",9.865
"471","2008-11-12",9.585
"472","2008-11-13",10.205
"473","2008-11-14",9.46
"474","2008-11-17",9.23
"475","2008-11-18",9.13
"476","2008-11-19",8.505
"477","2008-11-20",8.32
"478","2008-11-21",8.9
"479","2008-11-24",9.4
"480","2008-11-25",9.505
"481","2008-11-26",9.9
"482","2008-11-28",9.635
"483","2008-12-01",9.2
"484","2008-12-02",9.42
"485","2008-12-03",9.65
"486","2008-12-04",9.725
"487","2008-12-05",9.995
"488","2008-12-08",10.305
"489","2008-12-09",9.985
"490","2008-12-10",10.275
"491","2008-12-11",9.835
"492","2008-12-12",9.975
"493","2008-12-15",9.645
"494","2008-12-16",10.255
"495","2008-12-17",10.315
"496","2008-12-18",10.71
"497","2008-12-19",10.73
"498","2008-12-22",10.36
"499","2008-12-23",10.07
"500","2008-12-24",10.07
"501","2008-12-26",10.365
"502","2008-12-29",10.1
"503","2008-12-30",10.34
"504","2008-12-31",10.52
"505","2009-01-02",10.76
"506","2009-01-05",10.645
"507","2009-01-06",10.7
"508","2009-01-07",10.46
"509","2009-01-08",10.675
"510","2009-01-09",9.825
"511","2009-01-12",9.745
"512","2009-01-13",9.845
"513","2009-01-14",9.475
"514","2009-01-15",9.68
"515","2009-01-16",9.775
"516","2009-01-20",9.265
"517","2009-01-21",9.5
"518","2009-01-22",9.365
"519","2009-01-23",9.325
"520","2009-01-26",9.36
"521","2009-01-27",9.505
"522","2009-01-28",9.565
"523","2009-01-29",9.08
"524","2009-01-30",9.07
"525","2009-02-02",8.945
"526","2009-02-03",9.15
"527","2009-02-04",9.03
"528","2009-02-05",8.59
"529","2009-02-06",8.87
"530","2009-02-09",8.735
"531","2009-02-10",8.555
"532","2009-02-11",8.49
"533","2009-02-12",8.535
"534","2009-02-13",8.435
"535","2009-02-17",8.275
"536","2009-02-18",8.105
"537","2009-02-19",8.105
"538","2009-02-20",8.105
"539","2009-02-23",7.995
"540","2009-02-24",8.02
"541","2009-02-25",8.015
"542","2009-02-26",7.675
"543","2009-02-27",7.58
"544","2009-03-02",7.385
"545","2009-03-03",7.13
"546","2009-03-04",7.245
"547","2009-03-05",6.825
"548","2009-03-06",6.685
"549","2009-03-09",6.61
"550","2009-03-10",6.97
"551","2009-03-11",6.805
"552","2009-03-12",6.9
"553","2009-03-13",7.05
"554","2009-03-16",6.96
"555","2009-03-17",7.28
"556","2009-03-18",7.455
"557","2009-03-19",7.5
"558","2009-03-20",7.275
"559","2009-03-23",7.73
"560","2009-03-24",7.49
"561","2009-03-25",7.45
"562","2009-03-26",7.935
"563","2009-03-27",7.795
"564","2009-03-30",7.7
"565","2009-03-31",7.79
"566","2009-04-01",7.835
"567","2009-04-02",8.35
"568","2009-04-03",8.52
"569","2009-04-06",8.55
"570","2009-04-07",8.14
"571","2009-04-08",8.41
"572","2009-04-09",8.985
"573","2009-04-13",9.025
"574","2009-04-14",9.005
"575","2009-04-15",9.035
"576","2009-04-16",9.365
"577","2009-04-17",9.515
"578","2009-04-20",9.115
"579","2009-04-21",9.45
"580","2009-04-22",10.895
"581","2009-04-23",10.64
"582","2009-04-24",10.685
"583","2009-04-27",10.58
"584","2009-04-28",10.685
"585","2009-04-29",10.56
"586","2009-04-30",10.415
"587","2009-05-01",10.075
"588","2009-05-04",10.38
"589","2009-05-05",10.32
"590","2009-05-06",10.235
"591","2009-05-07",9.945
"592","2009-05-08",10.055
"593","2009-05-11",9.745
"594","2009-05-12",9.44
"595","2009-05-13",9.275
"596","2009-05-14",9.55
"597","2009-05-15",9.57
"598","2009-05-18",9.745
"599","2009-05-19",9.715
"600","2009-05-20",9.855
"601","2009-05-21",9.485
"602","2009-05-22",9.285
"603","2009-05-26",9.785
"604","2009-05-27",9.75
"605","2009-05-28",9.73
"606","2009-05-29",9.905
"607","2009-06-01",10.26
"608","2009-06-02",10.48
"609","2009-06-03",10.485
"610","2009-06-04",10.585
"611","2009-06-05",10.5
"612","2009-06-08",10.52
"613","2009-06-09",10.565
"614","2009-06-10",10.595
"615","2009-06-11",11.605
"616","2009-06-12",11.52
"617","2009-06-15",11.455
"618","2009-06-16",11.27
"619","2009-06-17",11.295
"620","2009-06-18",11.12
"621","2009-06-19",11.09
"622","2009-06-22",10.8
"623","2009-06-23",10.8
"624","2009-06-24",10.78
"625","2009-06-25",10.995
"626","2009-06-26",10.97
"627","2009-06-29",11.015
"628","2009-06-30",11.03
"629","2009-07-01",11.075
"630","2009-07-02",10.76
"631","2009-07-06",10.79
"632","2009-07-07",10.66
"633","2009-07-08",10.775
"634","2009-07-09",10.58
"635","2009-07-10",10.625
"636","2009-07-13",11.04
"637","2009-07-14",11.005
"638","2009-07-15",11.245
"639","2009-07-16",11.33
"640","2009-07-17",11.325
"641","2009-07-20",11.475
"642","2009-07-21",11.425
"643","2009-07-22",11.655
"644","2009-07-23",11.84
"645","2009-07-24",11.77
"646","2009-07-27",11.66
"647","2009-07-28",11.83
"648","2009-07-29",11.775
"649","2009-07-30",11.905
"650","2009-07-31",12.05
"651","2009-08-03",12.03
"652","2009-08-04",12.15
"653","2009-08-05",11.85
"654","2009-08-06",11.83
"655","2009-08-07",12.115
"656","2009-08-10",11.965
"657","2009-08-11",11.79
"658","2009-08-12",11.875
"659","2009-08-13",11.735
"660","2009-08-14",11.625
"661","2009-08-17",11.375
"662","2009-08-18",11.525
"663","2009-08-19",11.665
"664","2009-08-20",11.71
"665","2009-08-21",11.875
"666","2009-08-24",11.655
"667","2009-08-25",11.75
"668","2009-08-26",11.775
"669","2009-08-27",11.96
"670","2009-08-28",12.15
"671","2009-08-31",12.455
"672","2009-09-01",12.305
"673","2009-09-02",12.385
"674","2009-09-03",12.585
"675","2009-09-04",12.525
"676","2009-09-08",12.86
"677","2009-09-09",12.97
"678","2009-09-10",13
"679","2009-09-11",13.11
"680","2009-09-14",12.925
"681","2009-09-15",12.91
"682","2009-09-16",13.49
"683","2009-09-17",13.365
"684","2009-09-18",12.42
"685","2009-09-21",13.04
"686","2009-09-22",12.785
"687","2009-09-23",12.575
"688","2009-09-24",12.435
"689","2009-09-25",12.26
"690","2009-09-28",12.46
"691","2009-09-29",12.45
"692","2009-09-30",12.42
"693","2009-10-01",12.105
"694","2009-10-02",12.07
"695","2009-10-05",12.28
"696","2009-10-06",12.6
"697","2009-10-07",13.205
"698","2009-10-08",13.91
"699","2009-10-09",13.93
"700","2009-10-12",13.655
"701","2009-10-13",13.58
"702","2009-10-14",13.68
"703","2009-10-15",13.595
"704","2009-10-16",13.565
"705","2009-10-19",13.765
"706","2009-10-20",13.53
"707","2009-10-21",13.155
"708","2009-10-22",13.495
"709","2009-10-23",13.14
"710","2009-10-26",13.14
"711","2009-10-27",13.145
"712","2009-10-28",12.785
"713","2009-10-29",12.905
"714","2009-10-30",12.79
"715","2009-11-02",12.795
"716","2009-11-03",12.97
"717","2009-11-04",12.595
"718","2009-11-05",13.605
"719","2009-11-06",13.465
"720","2009-11-09",13.89
"721","2009-11-10",13.695
"722","2009-11-11",13.53
"723","2009-11-12",13.075
"724","2009-11-13",13.31
"725","2009-11-16",13.845
"726","2009-11-17",13.545
"727","2009-11-18",13.475
"728","2009-11-19",13.045
"729","2009-11-20",13.2
"730","2009-11-23",13.2
"731","2009-11-24",13.035
"732","2009-11-25",13.05
"733","2009-11-27",12.775
"734","2009-11-30",12.785
"735","2009-12-01",13.145
"736","2009-12-02",13.285
"737","2009-12-03",13.24
"738","2009-12-04",13.47
"739","2009-12-07",13.44
"740","2009-12-08",13.27
"741","2009-12-09",13.29
"742","2009-12-10",13.315
"743","2009-12-11",13.45
"744","2009-12-14",13.52
"745","2009-12-15",13.46
"746","2009-12-16",13.87
"747","2009-12-17",13.635
"748","2009-12-18",13.435
"749","2009-12-21",13.58
"750","2009-12-22",13.545
"751","2009-12-23",13.59
"752","2009-12-24",13.65
"753","2009-12-28",13.52
"754","2009-12-29",13.645
"755","2009-12-30",13.77
"756","2009-12-31",13.61
"757","2010-01-04",13.8
"758","2010-01-05",13.61
"759","2010-01-06",13.665
"760","2010-01-07",13.845
"761","2010-01-08",13.965
"762","2010-01-11",13.805
"763","2010-01-12",13.67
"764","2010-01-13",13.695
"765","2010-01-14",13.73
"766","2010-01-15",13.72
"767","2010-01-19",13.825
"768","2010-01-20",13.54
"769","2010-01-21",13.07
"770","2010-01-22",13.1
"771","2010-01-25",13.13
"772","2010-01-26",13.29
"773","2010-01-27",13.545
"774","2010-01-28",13.27
"775","2010-01-29",13.225
"776","2010-02-01",13.275
"777","2010-02-02",13.575
"778","2010-02-03",12.52
"779","2010-02-04",12.005
"780","2010-02-05",12.07
"781","2010-02-08",12.445
"782","2010-02-09",12.51
"783","2010-02-10",12.5
"784","2010-02-11",12.68
"785","2010-02-12",12.95
"786","2010-02-16",13.155
"787","2010-02-17",13.28
"788","2010-02-18",13.485
"789","2010-02-19",13.5
"790","2010-02-22",13.625
"791","2010-02-23",13.7
"792","2010-02-24",13.77
"793","2010-02-25",13.84
"794","2010-02-26",13.785
"795","2010-03-01",14.025
"796","2010-03-02",14.205
"797","2010-03-03",14.24
"798","2010-03-04",14.04
"799","2010-03-05",14.35
"800","2010-03-08",14.25
"801","2010-03-09",14.305
"802","2010-03-10",14.42
"803","2010-03-11",14.49
"804","2010-03-12",14.465
"805","2010-03-15",14.395
"806","2010-03-16",14.485
"807","2010-03-17",14.475
"808","2010-03-18",14.49
"809","2010-03-19",14.475
"810","2010-03-22",14.69
"811","2010-03-23",14.75
"812","2010-03-24",14.675
"813","2010-03-25",14.56
"814","2010-03-26",14.7
"815","2010-03-29",14.725
"816","2010-03-30",14.69
"817","2010-03-31",14.58
"818","2010-04-01",14.63
"819","2010-04-05",14.89
"820","2010-04-06",14.95
"821","2010-04-07",14.995
"822","2010-04-08",14.985
"823","2010-04-09",15.2
"824","2010-04-12",15.425
"825","2010-04-13",15.29
"826","2010-04-14",15.64
"827","2010-04-15",15.695
"828","2010-04-16",15.45
"829","2010-04-19",15.635
"830","2010-04-20",15.315
"831","2010-04-21",15.55
"832","2010-04-22",15.75
"833","2010-04-23",16.16
"834","2010-04-26",15.81
"835","2010-04-27",15.5
"836","2010-04-28",15.57
"837","2010-04-29",15.87
"838","2010-04-30",15.305
"839","2010-05-03",15.755
"840","2010-05-04",15.375
"841","2010-05-05",15.01
"842","2010-05-06",14.59
"843","2010-05-07",14.23
"844","2010-05-10",14.86
"845","2010-05-11",15.07
"846","2010-05-12",15.15
"847","2010-05-13",14.995
"848","2010-05-14",14.74
"849","2010-05-17",14.725
"850","2010-05-18",14.46
"851","2010-05-19",14.065
"852","2010-05-20",13.81
"853","2010-05-21",14.03
"854","2010-05-24",13.78
"855","2010-05-25",13.97
"856","2010-05-26",14.125
"857","2010-05-27",14.675
"858","2010-05-28",14.35
"859","2010-06-01",14.16
"860","2010-06-02",14.56
"861","2010-06-03",14.545
"862","2010-06-04",13.905
"863","2010-06-07",13.51
"864","2010-06-08",13.515
"865","2010-06-09",13.775
"866","2010-06-10",14.185
"867","2010-06-11",14.33
"868","2010-06-14",14.445
"869","2010-06-15",14.67
"870","2010-06-16",14.665
"871","2010-06-17",14.74
"872","2010-06-18",14.805
"873","2010-06-21",14.595
"874","2010-06-22",13.895
"875","2010-06-23",13.685
"876","2010-06-24",13.025
"877","2010-06-25",13.205
"878","2010-06-28",13.205
"879","2010-06-29",12.665
"880","2010-06-30",12.61
"881","2010-07-01",12.68
"882","2010-07-02",12.575
"883","2010-07-06",12.345
"884","2010-07-07",12.785
"885","2010-07-08",13.085
"886","2010-07-09",13.255
"887","2010-07-12",13.115
"888","2010-07-13",13.525
"889","2010-07-14",13.535
"890","2010-07-15",13.46
"891","2010-07-16",12.96
"892","2010-07-19",12.855
"893","2010-07-20",13.67
"894","2010-07-21",13.48
"895","2010-07-22",13.94
"896","2010-07-23",14.295
"897","2010-07-26",14.545
"898","2010-07-27",14.445
"899","2010-07-28",14.22
"900","2010-07-29",14.33
"901","2010-07-30",14.295
"902","2010-08-02",14.73
"903","2010-08-03",14.175
"904","2010-08-04",14.39
"905","2010-08-05",14.36
"906","2010-08-06",14.29
"907","2010-08-09",14.49
"908","2010-08-10",14.18
"909","2010-08-11",13.555
"910","2010-08-12",13.41
"911","2010-08-13",13.06
"912","2010-08-16",13.13
"913","2010-08-17",13.31
"914","2010-08-18",13.535
"915","2010-08-19",13.165
"916","2010-08-20",13.23
"917","2010-08-23",13.015
"918","2010-08-24",12.795
"919","2010-08-25",12.975
"920","2010-08-26",12.855
"921","2010-08-27",13.11
"922","2010-08-30",12.665
"923","2010-08-31",12.635
"924","2010-09-01",13.205
"925","2010-09-02",13.54
"926","2010-09-03",13.8
"927","2010-09-07",13.52
"928","2010-09-08",13.535
"929","2010-09-09",13.4
"930","2010-09-10",13.305
"931","2010-09-13",13.595
"932","2010-09-14",13.7
"933","2010-09-15",13.965
"934","2010-09-16",13.88
"935","2010-09-17",13.95
"936","2010-09-20",14.355
"937","2010-09-21",14.315
"938","2010-09-22",14.075
"939","2010-09-23",13.915
"940","2010-09-24",14.235
"941","2010-09-27",14.23
"942","2010-09-28",14.67
"943","2010-09-29",14.625
"944","2010-09-30",14.505
"945","2010-10-01",14.56
"946","2010-10-04",14.405
"947","2010-10-05",14.91
"948","2010-10-06",15.095
"949","2010-10-07",14.855
"950","2010-10-08",15.225
"951","2010-10-11",14.745
"952","2010-10-12",14.83
"953","2010-10-13",15.13
"954","2010-10-14",15.07
"955","2010-10-15",14.975
"956","2010-10-18",15.045
"957","2010-10-19",14.745
"958","2010-10-20",14.93
"959","2010-10-21",14.795
"960","2010-10-22",14.565
"961","2010-10-25",14.765
"962","2010-10-26",15.01
"963","2010-10-27",14.62
"964","2010-10-28",14.515
"965","2010-10-29",14.56
"966","2010-11-01",14.36
"967","2010-11-02",14.66
"968","2010-11-03",14.585
"969","2010-11-04",15.265
"970","2010-11-05",15.295
"971","2010-11-08",15.145
"972","2010-11-09",14.955
"973","2010-11-10",15
"974","2010-11-11",14.89
"975","2010-11-12",14.615
"976","2010-11-15",14.65
"977","2010-11-16",14.5
"978","2010-11-17",14.475
"979","2010-11-18",14.9
"980","2010-11-19",14.75
"981","2010-11-22",14.905
"982","2010-11-23",15.05
"983","2010-11-24",15.6
"984","2010-11-26",15.56
"985","2010-11-29",15.515
"986","2010-11-30",15.625
"987","2010-12-01",15.95
"988","2010-12-02",15.88
"989","2010-12-03",15.785
"990","2010-12-06",15.7
"991","2010-12-07",15.71
"992","2010-12-08",15.475
"993","2010-12-09",15.49
"994","2010-12-10",15.775
"995","2010-12-13",15.72
"996","2010-12-14",15.87
"997","2010-12-15",15.87
"998","2010-12-16",16.059999
"999","2010-12-17",16.145
