"","date","WWW"
"1","2007-01-03",14.335
"2","2007-01-04",14.32
"3","2007-01-05",13.89
"4","2007-01-08",13.92
"5","2007-01-09",13.825
"6","2007-01-10",13.68
"7","2007-01-11",13.83
"8","2007-01-12",14
"9","2007-01-16",13.96
"10","2007-01-17",13.985
"11","2007-01-18",13.745
"12","2007-01-19",13.905
"13","2007-01-22",13.7
"14","2007-01-23",13.735
"15","2007-01-24",13.945
"16","2007-01-25",13.67
"17","2007-01-26",13.85
"18","2007-01-29",14.485
"19","2007-01-30",14.535
"20","2007-01-31",15.385
"21","2007-02-01",14.795
"22","2007-02-02",14.84
"23","2007-02-05",14.655
"24","2007-02-06",14.97
"25","2007-02-07",15.13
"26","2007-02-08",15.155
"27","2007-02-09",14.835
"28","2007-02-12",14.74
"29","2007-02-13",14.835
"30","2007-02-14",14.785
"31","2007-02-15",14.6
"32","2007-02-16",14.615
"33","2007-02-20",14.71
"34","2007-02-21",14.65
"35","2007-02-22",14.61
"36","2007-02-23",14.5
"37","2007-02-26",14.325
"38","2007-02-27",13.84
"39","2007-02-28",13.875
"40","2007-03-01",14.08
"41","2007-03-02",13.84
"42","2007-03-05",13.4
"43","2007-03-06",13.9
"44","2007-03-07",13.88
"45","2007-03-08",13.96
"46","2007-03-09",14.02
"47","2007-03-12",14.095
"48","2007-03-13",13.6
"49","2007-03-14",14.26
"50","2007-03-15",14.355
"51","2007-03-16",14.14
"52","2007-03-19",14.38
"53","2007-03-20",14.47
"54","2007-03-21",14.635
"55","2007-03-22",14.545
"56","2007-03-23",14.535
"57","2007-03-26",14.465
"58","2007-03-27",14.285
"59","2007-03-28",14.205
"60","2007-03-29",14.245
"61","2007-03-30",14.285
"62","2007-04-02",14.32
"63","2007-04-03",14.535
"64","2007-04-04",14.695
"65","2007-04-05",14.62
"66","2007-04-09",14.655
"67","2007-04-10",14.815
"68","2007-04-11",14.69
"69","2007-04-12",14.745
"70","2007-04-13",14.6
"71","2007-04-16",14.955
"72","2007-04-17",14.97
"73","2007-04-18",15.1
"74","2007-04-19",14.735
"75","2007-04-20",15.17
"76","2007-04-23",14.92
"77","2007-04-24",14.67
"78","2007-04-25",14.83
"79","2007-04-26",14.72
"80","2007-04-27",14.615
"81","2007-04-30",14.29
"82","2007-05-01",14.275
"83","2007-05-02",14.325
"84","2007-05-03",14.375
"85","2007-05-04",14.36
"86","2007-05-07",14.53
"87","2007-05-08",14.27
"88","2007-05-09",14.375
"89","2007-05-10",13.93
"90","2007-05-11",14.34
"91","2007-05-14",14.095
"92","2007-05-15",13.895
"93","2007-05-16",14.2
"94","2007-05-17",14.205
"95","2007-05-18",14.435
"96","2007-05-21",14.75
"97","2007-05-22",14.765
"98","2007-05-23",14.535
"99","2007-05-24",14.585
"100","2007-05-25",14.66
"101","2007-05-29",14.51
"102","2007-05-30",14.455
"103","2007-05-31",14.515
"104","2007-06-01",14.65
"105","2007-06-04",14.675
"106","2007-06-05",14.355
"107","2007-06-06",14.03
"108","2007-06-07",13.715
"109","2007-06-08",13.885
"110","2007-06-11",13.895
"111","2007-06-12",13.85
"112","2007-06-13",13.96
"113","2007-06-14",14.105
"114","2007-06-15",14.165
"115","2007-06-18",14.12
"116","2007-06-19",14.155
"117","2007-06-20",14.16
"118","2007-06-21",14.07
"119","2007-06-22",14.045
"120","2007-06-25",13.955
"121","2007-06-26",13.95
"122","2007-06-27",14.14
"123","2007-06-28",14.07
"124","2007-06-29",13.855
"125","2007-07-02",13.875
"126","2007-07-03",14.08
"127","2007-07-05",14.23
"128","2007-07-06",14.255
"129","2007-07-09",14.075
"130","2007-07-10",13.865
"131","2007-07-11",13.985
"132","2007-07-12",14.45
"133","2007-07-13",14.505
"134","2007-07-16",14.4
"135","2007-07-17",14.32
"136","2007-07-18",14.32
"137","2007-07-19",14.36
"138","2007-07-20",14
"139","2007-07-23",14.065
"140","2007-07-24",13.81
"141","2007-07-25",13.905
"142","2007-07-26",13.745
"143","2007-07-27",13.585
"144","2007-07-30",13.73
"145","2007-07-31",13.53
"146","2007-08-01",13.45
"147","2007-08-02",13.325
"148","2007-08-03",12.84
"149","2007-08-06",13.48
"150","2007-08-07",13.605
"151","2007-08-08",13.475
"152","2007-08-09",12.6
"153","2007-08-10",13.87
"154","2007-08-13",13.23
"155","2007-08-14",12.77
"156","2007-08-15",12.53
"157","2007-08-16",13.515
"158","2007-08-17",13.72
"159","2007-08-20",13.79
"160","2007-08-21",13.655
"161","2007-08-22",13.84
"162","2007-08-23",13.645
"163","2007-08-24",13.795
"164","2007-08-27",13.495
"165","2007-08-28",12.895
"166","2007-08-29",13.18
"167","2007-08-30",12.985
"168","2007-08-31",13.145
"169","2007-09-04",13.28
"170","2007-09-05",13.005
"171","2007-09-06",13.03
"172","2007-09-07",12.7
"173","2007-09-10",12.465
"174","2007-09-11",12.67
"175","2007-09-12",12.625
"176","2007-09-13",12.825
"177","2007-09-14",13.105
"178","2007-09-17",12.645
"179","2007-09-18",13.575
"180","2007-09-19",13.905
"181","2007-09-20",13.415
"182","2007-09-21",13.705
"183","2007-09-24",13.755
"184","2007-09-25",13.28
"185","2007-09-26",13.49
"186","2007-09-27",13.97
"187","2007-09-28",13.7
"188","2007-10-01",13.98
"189","2007-10-02",14.225
"190","2007-10-03",14.145
"191","2007-10-04",13.81
"192","2007-10-05",14.325
"193","2007-10-08",13.87
"194","2007-10-09",13.63
"195","2007-10-10",13.525
"196","2007-10-11",13.135
"197","2007-10-12",13.4
"198","2007-10-15",13.07
"199","2007-10-16",13.02
"200","2007-10-17",12.98
"201","2007-10-18",12.84
"202","2007-10-19",12.28
"203","2007-10-22",12.71
"204","2007-10-23",12.4
"205","2007-10-24",12.555
"206","2007-10-25",12.34
"207","2007-10-26",12.625
"208","2007-10-29",12.63
"209","2007-10-30",12.64
"210","2007-10-31",12.82
"211","2007-11-01",11.935
"212","2007-11-02",12.22
"213","2007-11-05",11.885
"214","2007-11-06",12.375
"215","2007-11-07",11.945
"216","2007-11-08",12.23
"217","2007-11-09",12.195
"218","2007-11-12",12.34
"219","2007-11-13",12.93
"220","2007-11-14",12.825
"221","2007-11-15",12.605
"222","2007-11-16",12.505
"223","2007-11-19",12.105
"224","2007-11-20",12.04
"225","2007-11-21",11.945
"226","2007-11-23",12.39
"227","2007-11-26",11.86
"228","2007-11-27",12.38
"229","2007-11-28",12.595
"230","2007-11-29",12.375
"231","2007-11-30",12.385
"232","2007-12-03",12.525
"233","2007-12-04",12.31
"234","2007-12-05",12.7
"235","2007-12-06",13
"236","2007-12-07",12.825
"237","2007-12-10",12.9
"238","2007-12-11",13.01
"239","2007-12-12",13.075
"240","2007-12-13",12.975
"241","2007-12-14",12.815
"242","2007-12-17",12.43
"243","2007-12-18",12.475
"244","2007-12-19",12.41
"245","2007-12-20",12.565
"246","2007-12-21",12.975
"247","2007-12-24",13.005
"248","2007-12-26",12.755
"249","2007-12-27",12.38
"250","2007-12-28",12.25
"251","2007-12-31",12.26
"252","2008-01-02",11.9
"253","2008-01-03",11.415
"254","2008-01-04",10.995
"255","2008-01-07",10.955
"256","2008-01-08",10.655
"257","2008-01-09",11.015
"258","2008-01-10",10.905
"259","2008-01-11",10.555
"260","2008-01-14",10.47
"261","2008-01-15",10.235
"262","2008-01-16",10.105
"263","2008-01-17",10.32
"264","2008-01-18",10.37
"265","2008-01-22",10.86
"266","2008-01-23",11.635
"267","2008-01-24",10.775
"268","2008-01-25",10.595
"269","2008-01-28",10.76
"270","2008-01-29",10.91
"271","2008-01-30",11.65
"272","2008-01-31",12.655
"273","2008-02-01",13.04
"274","2008-02-04",12.93
"275","2008-02-05",12.545
"276","2008-02-06",12.525
"277","2008-02-07",13.06
"278","2008-02-08",12.9
"279","2008-02-11",13.185
"280","2008-02-12",13.315
"281","2008-02-13",13.42
"282","2008-02-14",13.17
"283","2008-02-15",12.835
"284","2008-02-19",13.305
"285","2008-02-20",13.495
"286","2008-02-21",13.235
"287","2008-02-22",13.015
"288","2008-02-25",13.255
"289","2008-02-26",13.185
"290","2008-02-27",13.36
"291","2008-02-28",13.355
"292","2008-02-29",13.25
"293","2008-03-03",13.5
"294","2008-03-04",13.46
"295","2008-03-05",13.435
"296","2008-03-06",13.03
"297","2008-03-07",13.265
"298","2008-03-10",12.985
"299","2008-03-11",13.66
"300","2008-03-12",13.745
"301","2008-03-13",13.905
"302","2008-03-14",13.44
"303","2008-03-17",13.505
"304","2008-03-18",13.96
"305","2008-03-19",13.65
"306","2008-03-20",14.435
"307","2008-03-24",14.965
"308","2008-03-25",14.725
"309","2008-03-26",14.605
"310","2008-03-27",14.5
"311","2008-03-28",14.14
"312","2008-03-31",14.505
"313","2008-04-01",15.135
"314","2008-04-02",15.38
"315","2008-04-03",15.22
"316","2008-04-04",15
"317","2008-04-07",14.555
"318","2008-04-08",14.545
"319","2008-04-09",14.52
"320","2008-04-10",15.13
"321","2008-04-11",14.44
"322","2008-04-14",14.665
"323","2008-04-15",15.055
"324","2008-04-16",13.85
"325","2008-04-17",14.265
"326","2008-04-18",14.2
"327","2008-04-21",13.94
"328","2008-04-22",13.54
"329","2008-04-23",13.605
"330","2008-04-24",13.765
"331","2008-04-25",13.865
"332","2008-04-28",14.1
"333","2008-04-29",14.485
"334","2008-04-30",14.37
"335","2008-05-01",14.75
"336","2008-05-02",14.8
"337","2008-05-05",14.715
"338","2008-05-06",14.625
"339","2008-05-07",14.73
"340","2008-05-08",14.77
"341","2008-05-09",14.48
"342","2008-05-12",14.75
"343","2008-05-13",14.645
"344","2008-05-14",14.72
"345","2008-05-15",14.6
"346","2008-05-16",14.395
"347","2008-05-19",14.355
"348","2008-05-20",14.185
"349","2008-05-21",13.735
"350","2008-05-22",13.975
"351","2008-05-23",13.885
"352","2008-05-27",14.14
"353","2008-05-28",14.3
"354","2008-05-29",14.435
"355","2008-05-30",14.355
"356","2008-06-02",14.14
"357","2008-06-03",14.11
"358","2008-06-04",14.035
"359","2008-06-05",14.44
"360","2008-06-06",14.11
"361","2008-06-09",13.895
"362","2008-06-10",14.02
"363","2008-06-11",13.47
"364","2008-06-12",13.53
"365","2008-06-13",13.78
"366","2008-06-16",14.155
"367","2008-06-17",13.97
"368","2008-06-18",13.775
"369","2008-06-19",13.965
"370","2008-06-20",13.925
"371","2008-06-23",13.68
"372","2008-06-24",13.49
"373","2008-06-25",13.775
"374","2008-06-26",13.67
"375","2008-06-27",13.525
"376","2008-06-30",13.335
"377","2008-07-01",13.43
"378","2008-07-02",12.995
"379","2008-07-03",13.22
"380","2008-07-07",12.745
"381","2008-07-08",13.285
"382","2008-07-09",11.52
"383","2008-07-10",11.665
"384","2008-07-11",11.635
"385","2008-07-14",11.63
"386","2008-07-15",12.075
"387","2008-07-16",12.67
"388","2008-07-17",13
"389","2008-07-18",13.065
"390","2008-07-21",12.89
"391","2008-07-22",13.38
"392","2008-07-23",13.72
"393","2008-07-24",13.275
"394","2008-07-25",12.96
"395","2008-07-28",12.89
"396","2008-07-29",13.565
"397","2008-07-30",13.495
"398","2008-07-31",13.365
"399","2008-08-01",13.335
"400","2008-08-04",13.275
"401","2008-08-05",13.615
"402","2008-08-06",13.65
"403","2008-08-07",13.45
"404","2008-08-08",13.84
"405","2008-08-11",13.8
"406","2008-08-12",13.575
"407","2008-08-13",13.23
"408","2008-08-14",13.385
"409","2008-08-15",13.49
"410","2008-08-18",13.365
"411","2008-08-19",13.16
"412","2008-08-20",12.99
"413","2008-08-21",12.95
"414","2008-08-22",13.02
"415","2008-08-25",12.77
"416","2008-08-26",12.86
"417","2008-08-27",13.035
"418","2008-08-28",13.35
"419","2008-08-29",13.165
"420","2008-09-02",13.325
"421","2008-09-03",13.415
"422","2008-09-04",13.175
"423","2008-09-05",13.105
"424","2008-09-08",13.315
"425","2008-09-09",13.05
"426","2008-09-10",13.38
"427","2008-09-11",13.645
"428","2008-09-12",13.25
"429","2008-09-15",13
"430","2008-09-16",12.765
"431","2008-09-17",13.04
"432","2008-09-18",13.36
"433","2008-09-19",13.63
"434","2008-09-22",13.495
"435","2008-09-23",13.805
"436","2008-09-24",13
"437","2008-09-25",12.975
"438","2008-09-26",13.335
"439","2008-09-29",12.975
"440","2008-09-30",13.23
"441","2008-10-01",13.225
"442","2008-10-02",13.135
"443","2008-10-03",12.965
"444","2008-10-06",12.7
"445","2008-10-07",12.205
"446","2008-10-08",11.975
"447","2008-10-09",11.9
"448","2008-10-10",13.05
"449","2008-10-13",12.36
"450","2008-10-14",12.045
"451","2008-10-15",11.26
"452","2008-10-16",12.04
"453","2008-10-17",11.79
"454","2008-10-20",11.885
"455","2008-10-21",11.68
"456","2008-10-22",11.29
"457","2008-10-23",11.235
"458","2008-10-24",10.85
"459","2008-10-27",10.84
"460","2008-10-28",11.085
"461","2008-10-29",11.25
"462","2008-10-30",11.345
"463","2008-10-31",11.75
