"","date","YRD"
"1","2015-12-18",9.1
"2","2015-12-21",9.31
"3","2015-12-22",9.6
"4","2015-12-23",9.45
"5","2015-12-24",9.5
"6","2015-12-28",9.95
"7","2015-12-29",9.85
"8","2015-12-30",9.53
"9","2015-12-31",9.45
"10","2016-01-04",8.96
"11","2016-01-05",8.43
"12","2016-01-06",8.44
"13","2016-01-07",7.64
"14","2016-01-08",7.38
"15","2016-01-11",6.6
"16","2016-01-12",7.09
"17","2016-01-13",6.98
"18","2016-01-14",7.41
"19","2016-01-15",7.48
"20","2016-01-19",7.39
"21","2016-01-20",7.06
"22","2016-01-21",7
"23","2016-01-22",7.07
"24","2016-01-25",7
"25","2016-01-26",6.86
"26","2016-01-27",6.93
"27","2016-01-28",6.78
"28","2016-01-29",6.82
"29","2016-02-01",6.15
"30","2016-02-02",4.88
"31","2016-02-03",4.84
"32","2016-02-04",4.7
"33","2016-02-05",4.36
"34","2016-02-08",4.11
"35","2016-02-09",3.83
"36","2016-02-10",3.76
"37","2016-02-11",3.56
"38","2016-02-12",3.68
"39","2016-02-16",4.32
"40","2016-02-17",4.26
"41","2016-02-18",4.42
"42","2016-02-19",4.8
"43","2016-02-22",5.53
"44","2016-02-23",5.72
"45","2016-02-24",5.5
"46","2016-02-25",5.84
"47","2016-02-26",6.18
"48","2016-02-29",5.95
"49","2016-03-01",5.9
"50","2016-03-02",5.99
"51","2016-03-03",5.98
"52","2016-03-04",5.37
"53","2016-03-07",5.5
"54","2016-03-08",5.83
"55","2016-03-09",6.24
"56","2016-03-10",7.95
"57","2016-03-11",8.09
"58","2016-03-14",7.7
"59","2016-03-15",7.5
"60","2016-03-16",7.38
"61","2016-03-17",7.7
"62","2016-03-18",8.65
"63","2016-03-21",9.3
"64","2016-03-22",9.57
"65","2016-03-23",9.16
"66","2016-03-24",9.59
"67","2016-03-28",9.96
"68","2016-03-29",9.99
"69","2016-03-30",11.85
"70","2016-03-31",11.64
"71","2016-04-01",12.81
"72","2016-04-04",14.12
"73","2016-04-05",12.41
"74","2016-04-06",12.62
"75","2016-04-07",11.05
"76","2016-04-08",11
"77","2016-04-11",11.17
"78","2016-04-12",11.56
"79","2016-04-13",12.07
"80","2016-04-14",12.25
"81","2016-04-15",12.09
"82","2016-04-18",10.81
"83","2016-04-19",10.81
"84","2016-04-20",10.37
"85","2016-04-21",10.65
"86","2016-04-22",11.63
"87","2016-04-25",12.47
"88","2016-04-26",12.31
"89","2016-04-27",11.77
"90","2016-04-28",12.11
"91","2016-04-29",12.34
"92","2016-05-02",11.51
"93","2016-05-03",11.56
"94","2016-05-04",11.71
"95","2016-05-05",11.84
"96","2016-05-06",11.95
"97","2016-05-09",10.69
"98","2016-05-10",10.63
"99","2016-05-11",11.25
"100","2016-05-12",11.18
"101","2016-05-13",10.37
"102","2016-05-16",10.4
"103","2016-05-17",10.21
"104","2016-05-18",10.62
"105","2016-05-19",11.05
"106","2016-05-20",11.8
"107","2016-05-23",12.42
"108","2016-05-24",12.75
"109","2016-05-25",13.54
"110","2016-05-26",13.6
"111","2016-05-27",14.34
"112","2016-05-31",14.5
"113","2016-06-01",15.35
"114","2016-06-02",16.5
"115","2016-06-03",15.93
"116","2016-06-06",15.07
"117","2016-06-07",14.86
"118","2016-06-08",16.700001
"119","2016-06-09",15.77
"120","2016-06-10",15.17
"121","2016-06-13",13.38
"122","2016-06-14",13.19
"123","2016-06-15",14.39
"124","2016-06-16",13.85
"125","2016-06-17",14.02
"126","2016-06-20",14.48
"127","2016-06-21",15.09
"128","2016-06-22",14.56
"129","2016-06-23",14.82
"130","2016-06-24",13.35
"131","2016-06-27",13.34
"132","2016-06-28",13.98
"133","2016-06-29",13.64
"134","2016-06-30",13.9
"135","2016-07-01",14.5
"136","2016-07-05",15.81
"137","2016-07-06",16.4
"138","2016-07-07",15.14
"139","2016-07-08",15.79
"140","2016-07-11",15.77
"141","2016-07-12",17.860001
"142","2016-07-13",19.059999
"143","2016-07-14",18.23
"144","2016-07-15",20.370001
"145","2016-07-18",18.889999
"146","2016-07-19",20.139999
"147","2016-07-20",21.809999
"148","2016-07-21",21.620001
"149","2016-07-22",21.450001
"150","2016-07-25",20.98
"151","2016-07-26",22.09
"152","2016-07-27",21.889999
"153","2016-07-28",23.34
"154","2016-07-29",25.639999
"155","2016-08-01",28.299999
"156","2016-08-02",25.219999
"157","2016-08-03",23.860001
"158","2016-08-04",25.07
"159","2016-08-05",24.299999
"160","2016-08-08",23.48
"161","2016-08-09",27
"162","2016-08-10",30.629999
"163","2016-08-11",28.59
"164","2016-08-12",27.950001
"165","2016-08-15",35.25
"166","2016-08-16",33.400002
"167","2016-08-17",35.619999
"168","2016-08-18",37.5
"169","2016-08-19",36.650002
"170","2016-08-22",33.799999
"171","2016-08-23",31.440001
"172","2016-08-24",24.52
"173","2016-08-25",24.530001
"174","2016-08-26",25.84
"175","2016-08-29",27.440001
"176","2016-08-30",26.9
"177","2016-08-31",24.09
"178","2016-09-01",20.4
"179","2016-09-02",21.860001
"180","2016-09-06",23.059999
"181","2016-09-07",22.66
"182","2016-09-08",21.25
"183","2016-09-09",20.51
"184","2016-09-12",21.879999
"185","2016-09-13",20.98
"186","2016-09-14",20.84
"187","2016-09-15",20.940001
"188","2016-09-16",22.23
"189","2016-09-19",21.17
"190","2016-09-20",21.440001
"191","2016-09-21",20.709999
"192","2016-09-22",20.799999
"193","2016-09-23",20.74
"194","2016-09-26",21.17
"195","2016-09-27",25
"196","2016-09-28",24.07
"197","2016-09-29",24.049999
"198","2016-09-30",23.68
"199","2016-10-03",24.969999
"200","2016-10-04",24.09
"201","2016-10-05",25.889999
"202","2016-10-06",27.299999
"203","2016-10-07",26.389999
"204","2016-10-10",28.040001
"205","2016-10-11",27.09
"206","2016-10-12",26.370001
"207","2016-10-13",26.75
"208","2016-10-14",28.9
"209","2016-10-17",28.870001
"210","2016-10-18",28.040001
"211","2016-10-19",29.27
"212","2016-10-20",29.82
"213","2016-10-21",30.27
"214","2016-10-24",30.940001
"215","2016-10-25",30.85
"216","2016-10-26",29.459999
"217","2016-10-27",28.129999
"218","2016-10-28",28.23
"219","2016-10-31",29
"220","2016-11-01",26.040001
"221","2016-11-02",26
"222","2016-11-03",26.809999
"223","2016-11-04",27.530001
"224","2016-11-07",29.6
"225","2016-11-08",28.6
"226","2016-11-09",29.18
"227","2016-11-10",29.219999
"228","2016-11-11",29.43
"229","2016-11-14",30.549999
"230","2016-11-15",30.299999
"231","2016-11-16",29
"232","2016-11-17",28.27
"233","2016-11-18",29.389999
"234","2016-11-21",29.379999
"235","2016-11-22",28
"236","2016-11-23",28.190001
"237","2016-11-25",27.84
"238","2016-11-28",27.860001
"239","2016-11-29",29.17
"240","2016-11-30",28.370001
"241","2016-12-01",27.360001
"242","2016-12-02",26.549999
"243","2016-12-05",27.34
"244","2016-12-06",26.98
"245","2016-12-07",27.18
"246","2016-12-08",28.77
"247","2016-12-09",28.1
"248","2016-12-12",28.139999
"249","2016-12-13",26.940001
"250","2016-12-14",26.879999
"251","2016-12-15",26.780001
"252","2016-12-16",25.469999
"253","2016-12-19",23.120001
"254","2016-12-20",21.5
"255","2016-12-21",22.799999
"256","2016-12-22",22.719999
"257","2016-12-23",22.190001
"258","2016-12-27",22.299999
"259","2016-12-28",22.450001
"260","2016-12-29",21.5
"261","2016-12-30",20.719999
"262","2017-01-03",21.34
"263","2017-01-04",21.860001
"264","2017-01-05",22.700001
"265","2017-01-06",22.379999
"266","2017-01-09",22.32
"267","2017-01-10",22.65
"268","2017-01-11",22.68
"269","2017-01-12",22.09
"270","2017-01-13",21.940001
"271","2017-01-17",21.76
"272","2017-01-18",20.92
"273","2017-01-19",20.98
"274","2017-01-20",20.879999
"275","2017-01-23",21.66
"276","2017-01-24",21.299999
"277","2017-01-25",21.23
"278","2017-01-26",21.280001
"279","2017-01-27",21.23
"280","2017-01-30",20.129999
"281","2017-01-31",21.129999
"282","2017-02-01",23.15
"283","2017-02-02",24.469999
"284","2017-02-03",23.379999
"285","2017-02-06",21.65
"286","2017-02-07",22.040001
"287","2017-02-08",22.67
"288","2017-02-09",22.48
"289","2017-02-10",22.9
"290","2017-02-13",23.389999
"291","2017-02-14",23.870001
"292","2017-02-15",23.65
"293","2017-02-16",24.389999
"294","2017-02-17",24.84
"295","2017-02-21",24.77
"296","2017-02-22",25.709999
"297","2017-02-23",23.889999
"298","2017-02-24",24.58
"299","2017-02-27",24
"300","2017-02-28",23.799999
"301","2017-03-01",24.450001
"302","2017-03-02",25.4
"303","2017-03-03",26.780001
"304","2017-03-06",27.860001
"305","2017-03-07",29.32
"306","2017-03-08",30.389999
"307","2017-03-09",27.83
"308","2017-03-10",28.26
"309","2017-03-13",28.139999
"310","2017-03-14",28.65
"311","2017-03-15",29.290001
"312","2017-03-16",25.65
