"","date","ADC"
"1","2007-01-03",34.470001
"2","2007-01-04",34.110001
"3","2007-01-05",33.529999
"4","2007-01-08",33.52
"5","2007-01-09",33.610001
"6","2007-01-10",33.220001
"7","2007-01-11",33.82
"8","2007-01-12",33.900002
"9","2007-01-16",34.119999
"10","2007-01-17",33.650002
"11","2007-01-18",33.349998
"12","2007-01-19",34.150002
"13","2007-01-22",34.060001
"14","2007-01-23",34.240002
"15","2007-01-24",34.470001
"16","2007-01-25",34.709999
"17","2007-01-26",35.09
"18","2007-01-29",34.419998
"19","2007-01-30",34.950001
"20","2007-01-31",35.950001
"21","2007-02-01",35.009998
"22","2007-02-02",34.790001
"23","2007-02-05",34.119999
"24","2007-02-06",34.939999
"25","2007-02-07",35.34
"26","2007-02-08",35.049999
"27","2007-02-09",35.110001
"28","2007-02-12",34.490002
"29","2007-02-13",34.939999
"30","2007-02-14",34.549999
"31","2007-02-15",34.959999
"32","2007-02-16",34.360001
"33","2007-02-20",34.98
"34","2007-02-21",34.389999
"35","2007-02-22",35.029999
"36","2007-02-23",34.619999
"37","2007-02-26",33.860001
"38","2007-02-27",33.470001
"39","2007-02-28",33.84
"40","2007-03-01",34.110001
"41","2007-03-02",33.16
"42","2007-03-05",32.540001
"43","2007-03-06",33.990002
"44","2007-03-07",33.189999
"45","2007-03-08",33.130001
"46","2007-03-09",34.099998
"47","2007-03-12",34.16
"48","2007-03-13",33.400002
"49","2007-03-14",33.200001
"50","2007-03-15",33.869999
"51","2007-03-16",33.66
"52","2007-03-19",33.93
"53","2007-03-20",34.080002
"54","2007-03-21",34.5
"55","2007-03-22",34.470001
"56","2007-03-23",34.610001
"57","2007-03-26",34.389999
"58","2007-03-27",33.889999
"59","2007-03-28",32.790001
"60","2007-03-29",32.700001
"61","2007-03-30",34.139999
"62","2007-04-02",33.700001
"63","2007-04-03",34.450001
"64","2007-04-04",33.380001
"65","2007-04-05",34.130001
"66","2007-04-09",34.060001
"67","2007-04-10",34.349998
"68","2007-04-11",34.200001
"69","2007-04-12",34.209999
"70","2007-04-13",34.209999
"71","2007-04-16",34.299999
"72","2007-04-17",34.200001
"73","2007-04-18",34.080002
"74","2007-04-19",34.200001
"75","2007-04-20",34.080002
"76","2007-04-23",34.220001
"77","2007-04-24",33.939999
"78","2007-04-25",34.189999
"79","2007-04-26",34.220001
"80","2007-04-27",34.099998
"81","2007-04-30",33.900002
"82","2007-05-01",33.650002
"83","2007-05-02",33.880001
"84","2007-05-03",34.099998
"85","2007-05-04",33.860001
"86","2007-05-07",34.259998
"87","2007-05-08",34.299999
"88","2007-05-09",34.419998
"89","2007-05-10",33.259998
"90","2007-05-11",34.549999
"91","2007-05-14",34.040001
"92","2007-05-15",33.779999
"93","2007-05-16",33.75
"94","2007-05-17",33.509998
"95","2007-05-18",33.290001
"96","2007-05-21",33.709999
"97","2007-05-22",33.759998
"98","2007-05-23",33.310001
"99","2007-05-24",33.369999
"100","2007-05-25",33.16
"101","2007-05-29",34.23
"102","2007-05-30",34.549999
"103","2007-05-31",35
"104","2007-06-01",34.669998
"105","2007-06-04",34.380001
"106","2007-06-05",33.549999
"107","2007-06-06",33.400002
"108","2007-06-07",33.509998
"109","2007-06-08",33.650002
"110","2007-06-11",33.779999
"111","2007-06-12",32.900002
"112","2007-06-13",32.849998
"113","2007-06-14",32.759998
"114","2007-06-15",32.700001
"115","2007-06-18",32.990002
"116","2007-06-19",33.830002
"117","2007-06-20",32.740002
"118","2007-06-21",32.32
"119","2007-06-22",32.23
"120","2007-06-25",31.66
"121","2007-06-26",31.27
"122","2007-06-27",31.76
"123","2007-06-28",31.32
"124","2007-06-29",31.25
"125","2007-07-02",31.799999
"126","2007-07-03",32.32
"127","2007-07-05",32.049999
"128","2007-07-06",31.530001
"129","2007-07-09",31.780001
"130","2007-07-10",30.51
"131","2007-07-11",31.4
"132","2007-07-12",31.6
"133","2007-07-13",31.549999
"134","2007-07-16",30.879999
"135","2007-07-17",31.290001
"136","2007-07-18",31.940001
"137","2007-07-19",32.470001
"138","2007-07-20",32.110001
"139","2007-07-23",31.540001
"140","2007-07-24",30.370001
"141","2007-07-25",29.540001
"142","2007-07-26",28.780001
"143","2007-07-27",27.77
"144","2007-07-30",28.26
"145","2007-07-31",29.110001
"146","2007-08-01",30.530001
"147","2007-08-02",30.33
"148","2007-08-03",29.129999
"149","2007-08-06",30.6
"150","2007-08-07",30.200001
"151","2007-08-08",31.75
"152","2007-08-09",30.65
"153","2007-08-10",31.200001
"154","2007-08-13",30.82
"155","2007-08-14",29.860001
"156","2007-08-15",29.4
"157","2007-08-16",32.34
"158","2007-08-17",32.34
"159","2007-08-20",32.66
"160","2007-08-21",32.580002
"161","2007-08-22",32.5
"162","2007-08-23",31.629999
"163","2007-08-24",31.65
"164","2007-08-27",31.09
"165","2007-08-28",30.25
"166","2007-08-29",31.08
"167","2007-08-30",30.200001
"168","2007-08-31",30.5
"169","2007-09-04",30.23
"170","2007-09-05",30.32
"171","2007-09-06",31.360001
"172","2007-09-07",30.18
"173","2007-09-10",29.66
"174","2007-09-11",31.16
"175","2007-09-12",30.620001
"176","2007-09-13",31.15
"177","2007-09-14",31.469999
"178","2007-09-17",30.74
"179","2007-09-18",31.889999
"180","2007-09-19",33.200001
"181","2007-09-20",32.880001
"182","2007-09-21",32.25
"183","2007-09-24",31.809999
"184","2007-09-25",32.599998
