"","date","FUNC"
"1","2007-01-03",21.91
"2","2007-01-04",21.91
"3","2007-01-05",22.049999
"4","2007-01-08",22.02
"5","2007-01-09",22.1
"6","2007-01-10",22
"7","2007-01-11",22.219999
"8","2007-01-12",22.280001
"9","2007-01-16",22.200001
"10","2007-01-17",22.389999
"11","2007-01-18",22.280001
"12","2007-01-19",22.26
"13","2007-01-22",22
"14","2007-01-23",22.040001
"15","2007-01-24",22.24
"16","2007-01-25",21.99
"17","2007-01-26",22
"18","2007-01-29",22.190001
"19","2007-01-30",22.33
"20","2007-01-31",22.379999
"21","2007-02-01",23.049999
"22","2007-02-02",22.889999
"23","2007-02-05",22.99
"24","2007-02-06",22.92
"25","2007-02-07",22.940001
"26","2007-02-08",23
"27","2007-02-09",22.92
"28","2007-02-12",22.969999
"29","2007-02-13",22.9
"30","2007-02-14",22.870001
"31","2007-02-15",22.690001
"32","2007-02-16",22.440001
"33","2007-02-20",22.110001
"34","2007-02-21",22.120001
"35","2007-02-22",22.42
"36","2007-02-23",22.25
"37","2007-02-26",22.299999
"38","2007-02-27",22.17
"39","2007-02-28",22.389999
"40","2007-03-01",22.52
"41","2007-03-02",22.49
"42","2007-03-05",22.52
"43","2007-03-06",22.5
"44","2007-03-07",22.799999
"45","2007-03-08",22.92
"46","2007-03-09",22.99
"47","2007-03-12",23.08
"48","2007-03-13",23.450001
"49","2007-03-14",22.969999
"50","2007-03-15",22.620001
"51","2007-03-16",22.620001
"52","2007-03-19",22.91
"53","2007-03-20",22.700001
"54","2007-03-21",22.610001
"55","2007-03-22",22.709999
"56","2007-03-23",22.65
"57","2007-03-26",22.809999
"58","2007-03-27",22.85
"59","2007-03-28",22.700001
"60","2007-03-29",22.559999
"61","2007-03-30",22.5
"62","2007-04-02",22.42
"63","2007-04-03",22.370001
"64","2007-04-04",22.35
"65","2007-04-05",22.35
"66","2007-04-09",22.59
"67","2007-04-10",22.5
"68","2007-04-11",22.6
"69","2007-04-12",22.73
"70","2007-04-13",22.99
"71","2007-04-16",22.77
"72","2007-04-17",22.52
"73","2007-04-18",22.950001
"74","2007-04-19",22.809999
"75","2007-04-20",23.49
"76","2007-04-23",23.059999
"77","2007-04-24",23
"78","2007-04-25",23.5
"79","2007-04-26",23.25
"80","2007-04-27",23.41
"81","2007-04-30",23.41
"82","2007-05-01",23.75
"83","2007-05-02",24
"84","2007-05-03",23.15
"85","2007-05-04",22.9
"86","2007-05-07",23.18
"87","2007-05-08",23.1
"88","2007-05-09",23.459999
"89","2007-05-10",23.129999
"90","2007-05-11",23.049999
"91","2007-05-14",23.1
"92","2007-05-15",22.299999
"93","2007-05-16",21.9
"94","2007-05-17",21.82
"95","2007-05-18",21.65
"96","2007-05-21",22.25
"97","2007-05-22",22.379999
"98","2007-05-23",21.950001
"99","2007-05-24",21.950001
"100","2007-05-25",21.49
"101","2007-05-29",21.49
"102","2007-05-30",21.73
"103","2007-05-31",21.52
"104","2007-06-01",20.82
"105","2007-06-04",20.99
"106","2007-06-05",20.6
"107","2007-06-06",20.709999
"108","2007-06-07",20.52
"109","2007-06-08",20.450001
"110","2007-06-11",20.280001
"111","2007-06-12",20.01
"112","2007-06-13",19.66
"113","2007-06-14",19.969999
"114","2007-06-15",19.799999
"115","2007-06-18",19.700001
"116","2007-06-19",19.74
"117","2007-06-20",20.120001
"118","2007-06-21",19.75
"119","2007-06-22",19.75
"120","2007-06-25",19.559999
"121","2007-06-26",19.75
"122","2007-06-27",19.9
"123","2007-06-28",19.870001
"124","2007-06-29",19.85
"125","2007-07-02",19.98
"126","2007-07-03",20.139999
"127","2007-07-05",19.700001
"128","2007-07-06",19.790001
"129","2007-07-09",19.5
"130","2007-07-10",19.370001
"131","2007-07-11",19.559999
"132","2007-07-12",20.24
"133","2007-07-13",20.219999
"134","2007-07-16",20.209999
"135","2007-07-17",19.58
"136","2007-07-18",20.200001
"137","2007-07-19",19.9
"138","2007-07-20",19.1
"139","2007-07-23",18.83
"140","2007-07-24",18.129999
"141","2007-07-25",18.120001
"142","2007-07-26",18.66
"143","2007-07-27",18.66
"144","2007-07-30",18.48
"145","2007-07-31",18.620001
"146","2007-08-01",18.809999
"147","2007-08-02",19
"148","2007-08-03",18.299999
"149","2007-08-06",18.559999
"150","2007-08-07",17.950001
"151","2007-08-08",18.440001
"152","2007-08-09",18.219999
"153","2007-08-10",18.200001
"154","2007-08-13",18.059999
"155","2007-08-14",19
"156","2007-08-15",19.01
"157","2007-08-16",19.1
"158","2007-08-17",18.92
"159","2007-08-20",19.459999
"160","2007-08-21",19.26
"161","2007-08-22",20.209999
"162","2007-08-23",20.52
"163","2007-08-24",21.120001
"164","2007-08-27",21.1
"165","2007-08-28",20.459999
"166","2007-08-29",20.360001
"167","2007-08-30",20.35
"168","2007-08-31",20.59
"169","2007-09-04",20.299999
"170","2007-09-05",19.91
"171","2007-09-06",20.309999
"172","2007-09-07",20.309999
"173","2007-09-10",20.120001
"174","2007-09-11",20
"175","2007-09-12",20.15
"176","2007-09-13",20.33
"177","2007-09-14",20.299999
"178","2007-09-17",20.440001
"179","2007-09-18",20.370001
"180","2007-09-19",20.26
"181","2007-09-20",20.26
"182","2007-09-21",20.77
"183","2007-09-24",20.709999
"184","2007-09-25",20.75
"185","2007-09-26",20.610001
"186","2007-09-27",21.209999
"187","2007-09-28",21.16
"188","2007-10-01",20.879999
"189","2007-10-02",20.629999
"190","2007-10-03",20.709999
"191","2007-10-04",20.709999
"192","2007-10-05",20.299999
"193","2007-10-08",20.040001
"194","2007-10-09",20.030001
"195","2007-10-10",19.969999
"196","2007-10-11",20.629999
"197","2007-10-12",20.700001
"198","2007-10-15",20.299999
"199","2007-10-16",19.950001
"200","2007-10-17",19.5
"201","2007-10-18",19.5
"202","2007-10-19",19.030001
"203","2007-10-22",19.23
"204","2007-10-23",19.299999
"205","2007-10-24",19.629999
"206","2007-10-25",19.360001
"207","2007-10-26",19.209999
"208","2007-10-29",19.02
"209","2007-10-30",19.49
"210","2007-10-31",19.49
"211","2007-11-01",19.049999
"212","2007-11-02",18.93
"213","2007-11-05",19
"214","2007-11-06",19.15
"215","2007-11-07",19.5
"216","2007-11-08",18.940001
"217","2007-11-09",19.4
"218","2007-11-12",19.52
"219","2007-11-13",19.559999
"220","2007-11-14",20.200001
"221","2007-11-15",20.639999
"222","2007-11-16",20.940001
"223","2007-11-19",21.030001
"224","2007-11-20",20.01
"225","2007-11-21",19.5
"226","2007-11-23",19.75
"227","2007-11-26",20.15
"228","2007-11-27",19.24
"229","2007-11-28",20.15
"230","2007-11-29",20.200001
"231","2007-11-30",20.190001
"232","2007-12-03",20.85
"233","2007-12-04",21.33
"234","2007-12-05",21.219999
"235","2007-12-06",21.719999
"236","2007-12-07",21.41
"237","2007-12-10",21.469999
"238","2007-12-11",21.379999
"239","2007-12-12",21.620001
"240","2007-12-13",21
"241","2007-12-14",21
"242","2007-12-17",21.25
"243","2007-12-18",20.620001
"244","2007-12-19",20.370001
"245","2007-12-20",19.860001
"246","2007-12-21",20.49
"247","2007-12-24",20.33
"248","2007-12-26",20.66
"249","2007-12-27",20.139999
"250","2007-12-28",20.530001
"251","2007-12-31",20.02
"252","2008-01-02",19.65
"253","2008-01-03",19.959999
"254","2008-01-04",19.799999
"255","2008-01-07",20.120001
