"","date","DNOW"
"1","2014-05-20",30.4
"2","2014-05-21",33.150002
"3","2014-05-22",31.25
"4","2014-05-23",32
"5","2014-05-27",31.98
"6","2014-05-28",31.75
"7","2014-05-29",31.4
"8","2014-05-30",32.349998
"9","2014-06-02",35.5
"10","2014-06-03",34.939999
"11","2014-06-04",34.290001
"12","2014-06-05",34.279999
"13","2014-06-06",32.799999
"14","2014-06-09",32.240002
"15","2014-06-10",32.720001
"16","2014-06-11",33.560001
"17","2014-06-12",33.209999
"18","2014-06-13",33.549999
"19","2014-06-16",33
"20","2014-06-17",33.66
"21","2014-06-18",34.029999
"22","2014-06-19",34.009998
"23","2014-06-20",34.110001
"24","2014-06-23",35.68
"25","2014-06-24",35.5
"26","2014-06-25",35.700001
"27","2014-06-26",37.189999
"28","2014-06-27",36.830002
"29","2014-06-30",36.209999
"30","2014-07-01",35.98
"31","2014-07-02",35.779999
"32","2014-07-03",35.650002
"33","2014-07-07",35.119999
"34","2014-07-08",34.810001
"35","2014-07-09",35
"36","2014-07-10",34.57
"37","2014-07-11",34.709999
"38","2014-07-14",34.84
"39","2014-07-15",34.59
"40","2014-07-16",34.110001
"41","2014-07-17",33.91
"42","2014-07-18",33.950001
"43","2014-07-21",33.540001
"44","2014-07-22",33.470001
"45","2014-07-23",33.360001
"46","2014-07-24",33.439999
"47","2014-07-25",33.259998
"48","2014-07-28",33.32
"49","2014-07-29",33.150002
"50","2014-07-30",33.080002
"51","2014-07-31",32.189999
"52","2014-08-01",32.310001
"53","2014-08-04",32.75
"54","2014-08-05",32.75
"55","2014-08-06",31.459999
"56","2014-08-07",30.110001
"57","2014-08-08",31.01
"58","2014-08-11",30.780001
"59","2014-08-12",31.16
"60","2014-08-13",32.240002
"61","2014-08-14",31.809999
"62","2014-08-15",32.040001
"63","2014-08-18",32.009998
"64","2014-08-19",32.619999
"65","2014-08-20",32.48
"66","2014-08-21",32.959999
"67","2014-08-22",33.18
"68","2014-08-25",33.02
"69","2014-08-26",32.93
"70","2014-08-27",32.950001
"71","2014-08-28",32.82
"72","2014-08-29",33.029999
"73","2014-09-02",32.799999
"74","2014-09-03",32.82
"75","2014-09-04",32.470001
"76","2014-09-05",32.290001
"77","2014-09-08",32.110001
"78","2014-09-09",32.07
"79","2014-09-10",31.940001
"80","2014-09-11",32.330002
"81","2014-09-12",32.330002
"82","2014-09-15",32.02
"83","2014-09-16",32.27
"84","2014-09-17",31.709999
"85","2014-09-18",31.66
"86","2014-09-19",32.029999
"87","2014-09-22",31.27
"88","2014-09-23",31.16
"89","2014-09-24",30.959999
"90","2014-09-25",30.68
"91","2014-09-26",31
"92","2014-09-29",31.030001
"93","2014-09-30",30.41
"94","2014-10-01",29.59
"95","2014-10-02",29.1
"96","2014-10-03",29.190001
"97","2014-10-06",28.969999
"98","2014-10-07",28.67
"99","2014-10-08",28.49
"100","2014-10-09",27.52
"101","2014-10-10",27.620001
"102","2014-10-13",27.41
"103","2014-10-14",27.360001
"104","2014-10-15",27.950001
"105","2014-10-16",28.209999
"106","2014-10-17",27.51
"107","2014-10-20",27.809999
"108","2014-10-21",28.709999
"109","2014-10-22",28.43
"110","2014-10-23",29.09
"111","2014-10-24",28.969999
"112","2014-10-27",28.41
"113","2014-10-28",29.51
"114","2014-10-29",30.16
"115","2014-10-30",29.91
"116","2014-10-31",30.059999
"117","2014-11-03",29.540001
"118","2014-11-04",28.25
"119","2014-11-05",28.540001
"120","2014-11-06",27.530001
"121","2014-11-07",28
"122","2014-11-10",27.450001
"123","2014-11-11",28.27
"124","2014-11-12",28.82
"125","2014-11-13",27.969999
"126","2014-11-14",28.34
"127","2014-11-17",28.51
"128","2014-11-18",28
"129","2014-11-19",27.530001
"130","2014-11-20",28.200001
"131","2014-11-21",28.73
"132","2014-11-24",28.889999
"133","2014-11-25",28.85
"134","2014-11-26",28.59
"135","2014-11-28",26.780001
"136","2014-12-01",25.780001
"137","2014-12-02",24.92
"138","2014-12-03",24.51
"139","2014-12-04",24.23
"140","2014-12-05",23.92
"141","2014-12-08",22.5
"142","2014-12-09",23.49
"143","2014-12-10",23.719999
"144","2014-12-11",24.01
"145","2014-12-12",23.709999
"146","2014-12-15",23.700001
"147","2014-12-16",24.700001
"148","2014-12-17",25.139999
"149","2014-12-18",24.950001
"150","2014-12-19",26.77
