"","date","CSSEP"
"1","2018-06-27",24.9
"2","2018-06-28",24.721001
"3","2018-06-29",25
"4","2018-07-02",24.6
"5","2018-07-03",25
"6","2018-07-05",24.9
"7","2018-07-06",24.747
"8","2018-07-09",24.950001
"9","2018-07-10",24.85
"10","2018-07-11",25
"11","2018-07-12",25
"12","2018-07-13",25
"13","2018-07-16",25.049999
"14","2018-07-17",25.049999
"15","2018-07-18",24.993
"16","2018-07-19",25.176001
"17","2018-07-20",25.15
"18","2018-07-23",25.055
"19","2018-07-24",24.91
"20","2018-07-25",24.92
"21","2018-07-26",24.972
"22","2018-07-27",25.049999
"23","2018-07-30",25.239
"24","2018-07-31",25.450001
"25","2018-08-01",25.416
"26","2018-08-02",25.25
"27","2018-08-03",25.200001
"28","2018-08-06",24.950001
"29","2018-08-07",25.25
"30","2018-08-08",25.049999
"31","2018-08-09",25.219999
"32","2018-08-10",24.9
"33","2018-08-13",25
"34","2018-08-14",24.92
"35","2018-08-15",24.9
"36","2018-08-16",24.9
"37","2018-08-17",24.9
"38","2018-08-20",24.959999
"39","2018-08-21",25.631001
"40","2018-08-22",25.631001
"41","2018-08-23",25.631001
"42","2018-08-24",25.6
"43","2018-08-27",25.15
"44","2018-08-28",25.139999
"45","2018-08-29",25.120001
"46","2018-08-30",25.15
"47","2018-08-31",25.02
"48","2018-09-04",25.190001
"49","2018-09-05",25.499001
"50","2018-09-06",25.360001
"51","2018-09-07",25.583
"52","2018-09-10",25.4
"53","2018-09-11",25.299
"54","2018-09-12",25.299999
"55","2018-09-13",25.666
"56","2018-09-14",25.666
"57","2018-09-17",25.579
"58","2018-09-18",25.728001
"59","2018-09-19",25.865
"60","2018-09-20",26
"61","2018-09-21",25.309999
"62","2018-09-24",26.4
"63","2018-09-25",26.094999
"64","2018-09-26",26.49
"65","2018-09-27",26.405001
"66","2018-09-28",25.851999
"67","2018-10-01",25.948999
"68","2018-10-02",25.700001
"69","2018-10-03",25.200001
"70","2018-10-04",25.200001
"71","2018-10-05",25.200001
"72","2018-10-08",25.200001
"73","2018-10-09",25.200001
"74","2018-10-10",26.08
"75","2018-10-11",25.416
"76","2018-10-12",25.447001
"77","2018-10-15",25.447001
"78","2018-10-16",25.563999
"79","2018-10-17",25.6
"80","2018-10-18",25.698
"81","2018-10-19",25.698
"82","2018-10-22",26.072001
"83","2018-10-23",25.938999
"84","2018-10-24",25.938999
"85","2018-10-25",25.938999
"86","2018-10-26",25.906
"87","2018-10-29",25.049999
"88","2018-10-30",25.139999
"89","2018-10-31",25.639999
"90","2018-11-01",25.59
"91","2018-11-02",25.42
"92","2018-11-05",25.271
"93","2018-11-06",25.271
"94","2018-11-07",25.25
"95","2018-11-08",25.120001
"96","2018-11-09",25.375999
"97","2018-11-12",25.370001
"98","2018-11-13",25.120001
"99","2018-11-14",25.07
"100","2018-11-15",24.799999
"101","2018-11-16",24.822001
"102","2018-11-19",24.775
"103","2018-11-20",24.700001
"104","2018-11-21",24.732
"105","2018-11-23",24.73
"106","2018-11-26",24.85
"107","2018-11-27",24.950001
"108","2018-11-28",24.979
"109","2018-11-29",24.75
"110","2018-11-30",24.993999
"111","2018-12-03",25
"112","2018-12-04",25.016001
"113","2018-12-06",24.9
"114","2018-12-07",24.843
"115","2018-12-10",24.940001
"116","2018-12-11",24.867001
"117","2018-12-12",25
"118","2018-12-13",24.778
"119","2018-12-14",24.941
"120","2018-12-17",24.829
"121","2018-12-18",24.969999
"122","2018-12-19",24.787001
"123","2018-12-20",24.573999
"124","2018-12-21",24.75
"125","2018-12-24",24.948999
"126","2018-12-26",24.959
"127","2018-12-27",24.999001
"128","2018-12-28",24.879999
"129","2018-12-31",24.5
"130","2019-01-02",24.101
"131","2019-01-03",24.02
"132","2019-01-04",24.83
"133","2019-01-07",24.41
"134","2019-01-08",24.75
"135","2019-01-09",24.76
"136","2019-01-10",24.872999
"137","2019-01-11",24.950001
"138","2019-01-14",24.877001
"139","2019-01-15",24.816
"140","2019-01-16",24.809999
"141","2019-01-17",24.950001
"142","2019-01-18",24.99
"143","2019-01-22",24.9
"144","2019-01-23",24.903
"145","2019-01-24",24.766001
"146","2019-01-25",24.950001
"147","2019-01-28",24.879999
"148","2019-01-29",25
"149","2019-01-30",24.75
"150","2019-01-31",24.98
"151","2019-02-01",24.91
"152","2019-02-04",24.864
"153","2019-02-05",24.860001
"154","2019-02-06",25
"155","2019-02-07",25
"156","2019-02-08",25.068001
"157","2019-02-11",24.83
"158","2019-02-12",24.780001
"159","2019-02-13",24.790001
"160","2019-02-14",24.82
"161","2019-02-15",25.799999
"162","2019-02-19",25.091999
"163","2019-02-20",24.99
"164","2019-02-21",24.955
"165","2019-02-22",24.979
"166","2019-02-25",24.950001
"167","2019-02-26",25.549999
"168","2019-02-27",24.76
"169","2019-02-28",24.716
"170","2019-03-01",24.950001
"171","2019-03-04",24.75
"172","2019-03-05",24.5
"173","2019-03-06",24.450001
"174","2019-03-07",24.09
"175","2019-03-08",24.159
"176","2019-03-11",24.521999
"177","2019-03-12",24.75
"178","2019-03-13",24.642
"179","2019-03-14",24.65
"180","2019-03-15",24.65
"181","2019-03-18",24.74
"182","2019-03-19",25.049999
"183","2019-03-20",24.802999
"184","2019-03-21",24.895
"185","2019-03-22",24.603001
"186","2019-03-25",25.200001
"187","2019-03-26",25.106001
"188","2019-03-27",24.92
"189","2019-03-28",24.99
"190","2019-03-29",25.299999
"191","2019-04-01",25.190001
"192","2019-04-02",25.35
"193","2019-04-03",25.15
"194","2019-04-04",25.249001
"195","2019-04-05",25.35
"196","2019-04-08",25.579
"197","2019-04-09",25.57
"198","2019-04-10",25.120001
"199","2019-04-11",25.09
"200","2019-04-12",25.030001
"201","2019-04-15",25.209999
"202","2019-04-16",25.200001
"203","2019-04-17",24.940001
"204","2019-04-18",25.02
"205","2019-04-22",25.09
"206","2019-04-23",25.122
"207","2019-04-24",25.399
"208","2019-04-25",25.399
"209","2019-04-26",25.499001
"210","2019-04-29",25.392
"211","2019-04-30",25.316999
"212","2019-05-01",25.277
"213","2019-05-02",25.322001
"214","2019-05-03",25.25
"215","2019-05-06",25.354
"216","2019-05-07",25.299999
"217","2019-05-08",25.25
"218","2019-05-09",25.148001
"219","2019-05-10",25.224001
"220","2019-05-13",25.145
"221","2019-05-14",25.200001
"222","2019-05-15",25.450001
"223","2019-05-16",25.334999
"224","2019-05-17",25.448999
"225","2019-05-20",25.41
"226","2019-05-21",25.450001
"227","2019-05-22",25.552
"228","2019-05-23",25.549999
"229","2019-05-24",25.370001
"230","2019-05-28",25.219999
"231","2019-05-29",25.299999
"232","2019-05-30",25.15
"233","2019-05-31",25.1
"234","2019-06-03",25.25
"235","2019-06-04",25.059999
"236","2019-06-05",25.190001
"237","2019-06-06",25.15
"238","2019-06-07",25.200001
"239","2019-06-10",25.17
"240","2019-06-11",25.134001
"241","2019-06-12",25.129
"242","2019-06-13",25.106001
"243","2019-06-14",24.966
"244","2019-06-17",24.93
"245","2019-06-18",25
"246","2019-06-19",25.035
"247","2019-06-20",25.069
"248","2019-06-21",25.1
"249","2019-06-24",25.16
"250","2019-06-25",25.16
"251","2019-06-26",25.153999
"252","2019-06-27",24.950001
"253","2019-06-28",24.93
"254","2019-07-01",24.780001
"255","2019-07-02",24.75
