"","date","ODFL"
"1","2007-01-03",7.644444
"2","2007-01-04",7.961482
"3","2007-01-05",7.68
"4","2007-01-08",7.682963
"5","2007-01-09",7.700741
"6","2007-01-10",7.76
"7","2007-01-11",7.881482
"8","2007-01-12",8.091852
"9","2007-01-16",8.154074
"10","2007-01-17",8.017777
"11","2007-01-18",8.032593
"12","2007-01-19",7.985185
"13","2007-01-22",7.801481
"14","2007-01-23",7.837037
"15","2007-01-24",7.887407
"16","2007-01-25",7.798519
"17","2007-01-26",7.801481
"18","2007-01-29",7.946667
"19","2007-01-30",8.254815
"20","2007-01-31",8.231112
"21","2007-02-01",9.555555
"22","2007-02-02",9.392592
"23","2007-02-05",9.226666
"24","2007-02-06",9.475555
"25","2007-02-07",9.52
"26","2007-02-08",9.354074
"27","2007-02-09",9.277037
"28","2007-02-12",9.182222
"29","2007-02-13",9.345185
"30","2007-02-14",9.742222
"31","2007-02-15",9.748148
"32","2007-02-16",9.597037
"33","2007-02-20",9.792593
"34","2007-02-21",9.928889
"35","2007-02-22",9.81037
"36","2007-02-23",9.875556
"37","2007-02-26",9.602962
"38","2007-02-27",9.235556
"39","2007-02-28",9.217778
"40","2007-03-01",9.128889
"41","2007-03-02",8.906667
"42","2007-03-05",8.622222
"43","2007-03-06",8.610371
"44","2007-03-07",8.565926
"45","2007-03-08",8.660741
"46","2007-03-09",8.696297
"47","2007-03-12",8.714074
"48","2007-03-13",8.37037
"49","2007-03-14",8.497778
"50","2007-03-15",8.568889
"51","2007-03-16",8.352592
"52","2007-03-19",8.204445
"53","2007-03-20",8.521482
"54","2007-03-21",8.64
"55","2007-03-22",8.622222
"56","2007-03-23",8.82963
"57","2007-03-26",8.755555
"58","2007-03-27",8.660741
"59","2007-03-28",8.515555
"60","2007-03-29",8.488889
"61","2007-03-30",8.536296
"62","2007-04-02",8.568889
"63","2007-04-03",8.678518
"64","2007-04-04",8.429629
"65","2007-04-05",8.562963
"66","2007-04-09",8.571852
"67","2007-04-10",8.562963
"68","2007-04-11",8.349629
"69","2007-04-12",8.619259
"70","2007-04-13",8.533334
"71","2007-04-16",8.814815
"72","2007-04-17",8.933333
"73","2007-04-18",8.900741
"74","2007-04-19",9.063704
"75","2007-04-20",9.448889
"76","2007-04-23",9.478518
"77","2007-04-24",9.576296
"78","2007-04-25",9.84
"79","2007-04-26",9.247407
"80","2007-04-27",9.063704
"81","2007-04-30",8.758518
"82","2007-05-01",8.503704
"83","2007-05-02",8.788148
"84","2007-05-03",8.954074
"85","2007-05-04",8.974814
"86","2007-05-07",8.900741
"87","2007-05-08",9.054814
"88","2007-05-09",9.01037
"89","2007-05-10",8.8
"90","2007-05-11",8.85926
"91","2007-05-14",8.684444
"92","2007-05-15",8.761481
"93","2007-05-16",8.98963
"94","2007-05-17",8.980741
"95","2007-05-18",9.173333
"96","2007-05-21",9.256296
"97","2007-05-22",9.324445
"98","2007-05-23",9.315556
"99","2007-05-24",9.054814
"100","2007-05-25",8.992593
"101","2007-05-29",8.983704
"102","2007-05-30",9.217778
"103","2007-05-31",9.253333
"104","2007-06-01",9.253333
"105","2007-06-04",9.17037
"106","2007-06-05",9.131852
"107","2007-06-06",8.962963
"108","2007-06-07",8.657778
"109","2007-06-08",8.874074
"110","2007-06-11",8.835556
"111","2007-06-12",8.672592
"112","2007-06-13",8.814815
"113","2007-06-14",9.016296
"114","2007-06-15",9.176296
"115","2007-06-18",8.918518
"116","2007-06-19",8.906667
"117","2007-06-20",8.788148
"118","2007-06-21",8.891851
"119","2007-06-22",8.776297
"120","2007-06-25",8.962963
"121","2007-06-26",8.85037
"122","2007-06-27",9.179259
"123","2007-06-28",8.995556
"124","2007-06-29",8.933333
"125","2007-07-02",9.114074
"126","2007-07-03",9.205926
"127","2007-07-05",9.134815
"128","2007-07-06",9.238519
"129","2007-07-09",9.256296
"130","2007-07-10",9.001481
"131","2007-07-11",9.185185
"132","2007-07-12",9.348148
"133","2007-07-13",9.336296
"134","2007-07-16",9.448889
"135","2007-07-17",9.354074
"136","2007-07-18",9.327408
"137","2007-07-19",9.336296
"138","2007-07-20",9.084444
"139","2007-07-23",8.474074
"140","2007-07-24",8.038519
"141","2007-07-25",8.148149
"142","2007-07-26",8.311111
"143","2007-07-27",8.429629
"144","2007-07-30",8.545185
"145","2007-07-31",8.551111
"146","2007-08-01",8.595555
"147","2007-08-02",8.72
"148","2007-08-03",8.349629
"149","2007-08-06",8.589629
"150","2007-08-07",8.631111
"151","2007-08-08",8.98963
"152","2007-08-09",8.755555
"153","2007-08-10",8.764444
"154","2007-08-13",8.444445
"155","2007-08-14",8.10074
"156","2007-08-15",7.943704
"157","2007-08-16",8.204445
"158","2007-08-17",8.471111
"159","2007-08-20",8.678518
"160","2007-08-21",8.536296
"161","2007-08-22",8.708148
"162","2007-08-23",8.462222
"163","2007-08-24",8.586667
"164","2007-08-27",8.438519
"165","2007-08-28",8.296296
"166","2007-08-29",8.527408
"167","2007-08-30",8.358519
"168","2007-08-31",8.533334
"169","2007-09-04",8.488889
"170","2007-09-05",8.219259
"171","2007-09-06",8.204445
"172","2007-09-07",8.011852
"173","2007-09-10",7.733333
"174","2007-09-11",7.828148
"175","2007-09-12",7.611852
"176","2007-09-13",7.617778
"177","2007-09-14",7.816296
"178","2007-09-17",8.002963
"179","2007-09-18",8.115556
"180","2007-09-19",7.908148
"181","2007-09-20",7.398519
"182","2007-09-21",7.354074
"183","2007-09-24",7.312593
"184","2007-09-25",7.211852
"185","2007-09-26",7.244444
"186","2007-09-27",7.173333
"187","2007-09-28",7.102222
"188","2007-10-01",7.309629
"189","2007-10-02",7.348148
"190","2007-10-03",7.244444
"191","2007-10-04",7.217778
"192","2007-10-05",7.472593
"193","2007-10-08",7.371852
"194","2007-10-09",7.28
"195","2007-10-10",7.253334
"196","2007-10-11",7.152593
"197","2007-10-12",7.188148
"198","2007-10-15",7.078518
"199","2007-10-16",7.134815
"200","2007-10-17",6.995555
"201","2007-10-18",6.654815
"202","2007-10-19",6.598518
"203","2007-10-22",6.820741
"204","2007-10-23",6.903704
"205","2007-10-24",6.731852
"206","2007-10-25",6.471111
"207","2007-10-26",6.690371
"208","2007-10-29",6.586667
"209","2007-10-30",6.56
"210","2007-10-31",6.693333
"211","2007-11-01",6.533333
"212","2007-11-02",6.725926
"213","2007-11-05",6.663704
"214","2007-11-06",6.717037
"215","2007-11-07",6.592593
"216","2007-11-08",6.995555
"217","2007-11-09",6.820741
"218","2007-11-12",6.96
"219","2007-11-13",7.442963
"220","2007-11-14",7.300741
"221","2007-11-15",7.102222
"222","2007-11-16",6.66963
"223","2007-11-19",6.411852
"224","2007-11-20",6.382222
"225","2007-11-21",6.373333
"226","2007-11-23",6.37037
"227","2007-11-26",6.162963
"228","2007-11-27",6.13037
"229","2007-11-28",6.548148
"230","2007-11-29",6.37037
"231","2007-11-30",6.675556
"232","2007-12-03",6.779259
"233","2007-12-04",6.518518
"234","2007-12-05",6.687407
"235","2007-12-06",7.194074
"236","2007-12-07",7.392592
"237","2007-12-10",7.49037
"238","2007-12-11",7.161481
"239","2007-12-12",7.084445
"240","2007-12-13",7.306667
"241","2007-12-14",6.951111
"242","2007-12-17",7.048889
"243","2007-12-18",7.01037
"244","2007-12-19",6.814815
"245","2007-12-20",6.921482
"246","2007-12-21",7.072593
"247","2007-12-24",7.191111
"248","2007-12-26",7.14963
"249","2007-12-27",6.954074
"250","2007-12-28",7.013333
"251","2007-12-31",6.847407
"252","2008-01-02",6.580741
"253","2008-01-03",6.444445
"254","2008-01-04",6.459259
"255","2008-01-07",6.50963
"256","2008-01-08",6.180741
"257","2008-01-09",6.325926
"258","2008-01-10",6.548148
"259","2008-01-11",6.177778
"260","2008-01-14",6.56
"261","2008-01-15",6.417778
"262","2008-01-16",6.702222
"263","2008-01-17",6.622222
"264","2008-01-18",6.388148
"265","2008-01-22",6.474074
"266","2008-01-23",7.354074
"267","2008-01-24",7.380741
"268","2008-01-25",7.591111
"269","2008-01-28",7.620741
"270","2008-01-29",7.866667
"271","2008-01-30",7.911111
"272","2008-01-31",8.637037
"273","2008-02-01",8.705185
"274","2008-02-04",8.743704
"275","2008-02-05",8.542222
"276","2008-02-06",8.634074
"277","2008-02-07",8.942223
"278","2008-02-08",9.066667
"279","2008-02-11",8.785185
"280","2008-02-12",8.877037
"281","2008-02-13",9.22074
"282","2008-02-14",9.01037
"283","2008-02-15",8.797037
"284","2008-02-19",8.610371
"285","2008-02-20",8.841481
"286","2008-02-21",8.814815
"287","2008-02-22",8.595555
"288","2008-02-25",8.651852
"289","2008-02-26",8.773334
"290","2008-02-27",8.625185
"291","2008-02-28",8.394074
"292","2008-02-29",8.074074
"293","2008-03-03",8.287408
"294","2008-03-04",8.672592
"295","2008-03-05",8.651852
"296","2008-03-06",8.358519
"297","2008-03-07",8.405926
"298","2008-03-10",8.355556
"299","2008-03-11",9.081482
"300","2008-03-12",8.797037
"301","2008-03-13",9.208889
"302","2008-03-14",9.031111
"303","2008-03-17",8.90963
"304","2008-03-18",9.176296
"305","2008-03-19",8.444445
"306","2008-03-20",8.90963
"307","2008-03-24",9.641481
"308","2008-03-25",9.751111
"309","2008-03-26",9.448889
"310","2008-03-27",9.466666
"311","2008-03-28",9.481482
"312","2008-03-31",9.431111
"313","2008-04-01",9.931851
"314","2008-04-02",9.822222
"315","2008-04-03",9.730371
"316","2008-04-04",9.291852
"317","2008-04-07",9.475555
"318","2008-04-08",9.247407
"319","2008-04-09",8.977777
"320","2008-04-10",9.173333
"321","2008-04-11",9.051852
"322","2008-04-14",9.031111
"323","2008-04-15",9.158519
"324","2008-04-16",9.558518
