"","date","FTCH"
"1","2018-09-21",28.450001
"2","2018-09-24",30.25
"3","2018-09-25",28.65
"4","2018-09-26",28
"5","2018-09-27",27.26
"6","2018-09-28",27.23
"7","2018-10-01",26.07
"8","2018-10-02",27.01
"9","2018-10-03",26.5
"10","2018-10-04",26.24
"11","2018-10-05",24.84
"12","2018-10-08",23.16
"13","2018-10-09",21.32
"14","2018-10-10",20.76
"15","2018-10-11",20.309999
"16","2018-10-12",23.299999
"17","2018-10-15",23.01
"18","2018-10-16",24.99
"19","2018-10-17",24.18
"20","2018-10-18",22.98
"21","2018-10-19",21
"22","2018-10-22",22
"23","2018-10-23",20.370001
"24","2018-10-24",18.75
"25","2018-10-25",20.190001
"26","2018-10-26",19.9
"27","2018-10-29",19.549999
"28","2018-10-30",20.940001
"29","2018-10-31",20.540001
"30","2018-11-01",22
"31","2018-11-02",21.309999
"32","2018-11-05",20.809999
"33","2018-11-06",21.709999
"34","2018-11-07",22.17
"35","2018-11-08",22.049999
"36","2018-11-09",23.27
"37","2018-11-12",21.120001
"38","2018-11-13",21.75
"39","2018-11-14",22.32
"40","2018-11-15",23.610001
"41","2018-11-16",22.540001
"42","2018-11-19",20.27
"43","2018-11-20",19.469999
"44","2018-11-21",21.040001
"45","2018-11-23",21.17
"46","2018-11-26",21.610001
"47","2018-11-27",21.309999
"48","2018-11-28",22.43
"49","2018-11-29",22.84
"50","2018-11-30",22.75
"51","2018-12-03",22.450001
"52","2018-12-04",22.190001
"53","2018-12-06",22.33
"54","2018-12-07",22.110001
"55","2018-12-10",22.280001
"56","2018-12-11",22.549999
"57","2018-12-12",23.15
"58","2018-12-13",23.26
"59","2018-12-14",23.879999
"60","2018-12-17",21.01
"61","2018-12-18",21.120001
"62","2018-12-19",19.209999
"63","2018-12-20",18.620001
"64","2018-12-21",17.6
"65","2018-12-24",17.01
"66","2018-12-26",17.34
"67","2018-12-27",17.799999
"68","2018-12-28",17.950001
"69","2018-12-31",17.709999
"70","2019-01-02",17.360001
"71","2019-01-03",16.4
"72","2019-01-04",17.379999
"73","2019-01-07",18.75
"74","2019-01-08",19.52
"75","2019-01-09",19.540001
"76","2019-01-10",19.139999
"77","2019-01-11",18.469999
"78","2019-01-14",18.549999
"79","2019-01-15",18.98
"80","2019-01-16",19.629999
"81","2019-01-17",20.02
"82","2019-01-18",20.870001
"83","2019-01-22",20.209999
"84","2019-01-23",19.610001
"85","2019-01-24",19.85
"86","2019-01-25",20.629999
"87","2019-01-28",20.620001
"88","2019-01-29",19.790001
"89","2019-01-30",19.66
"90","2019-01-31",20.15
"91","2019-02-01",20.09
"92","2019-02-04",19.75
"93","2019-02-05",19.360001
"94","2019-02-06",19.41
"95","2019-02-07",19.65
"96","2019-02-08",19.49
"97","2019-02-11",19.139999
"98","2019-02-12",19.280001
"99","2019-02-13",19.040001
"100","2019-02-14",19
"101","2019-02-15",19.6
"102","2019-02-19",19.559999
"103","2019-02-20",19.799999
"104","2019-02-21",19.790001
"105","2019-02-22",20.200001
"106","2019-02-25",21.85
"107","2019-02-26",24.200001
"108","2019-02-27",24.9
"109","2019-02-28",24.5
"110","2019-03-01",28.82
"111","2019-03-04",29.690001
"112","2019-03-05",28.469999
"113","2019-03-06",27.959999
"114","2019-03-07",27.049999
"115","2019-03-08",27.73
"116","2019-03-11",26.950001
"117","2019-03-12",26.969999
"118","2019-03-13",26.709999
"119","2019-03-14",27.26
"120","2019-03-15",27.09
"121","2019-03-18",27.129999
"122","2019-03-19",26.65
"123","2019-03-20",26.620001
"124","2019-03-21",26.52
"125","2019-03-22",26.370001
"126","2019-03-25",26.190001
"127","2019-03-26",27.9
"128","2019-03-27",27.26
"129","2019-03-28",27.17
"130","2019-03-29",26.91
"131","2019-04-01",26.950001
"132","2019-04-02",26.530001
"133","2019-04-03",26.75
"134","2019-04-04",26.01
"135","2019-04-05",26.309999
"136","2019-04-08",25.25
"137","2019-04-09",25.5
"138","2019-04-10",24.93
"139","2019-04-11",24.84
"140","2019-04-12",25.76
"141","2019-04-15",25.02
"142","2019-04-16",24
"143","2019-04-17",24.190001
"144","2019-04-18",23.790001
"145","2019-04-22",23.5
"146","2019-04-23",24.68
"147","2019-04-24",24.559999
"148","2019-04-25",25.059999
"149","2019-04-26",25.030001
"150","2019-04-29",25.049999
"151","2019-04-30",24.780001
"152","2019-05-01",24.799999
"153","2019-05-02",25.290001
"154","2019-05-03",25.559999
"155","2019-05-06",25.57
"156","2019-05-07",25.34
"157","2019-05-08",24.1
"158","2019-05-09",24.57
"159","2019-05-10",23.940001
"160","2019-05-13",23.01
"161","2019-05-14",23.59
"162","2019-05-15",25.33
"163","2019-05-16",22.65
"164","2019-05-17",22.690001
"165","2019-05-20",21.190001
"166","2019-05-21",22.01
"167","2019-05-22",22.200001
"168","2019-05-23",21.540001
"169","2019-05-24",21.84
"170","2019-05-28",22.190001
"171","2019-05-29",21.799999
"172","2019-05-30",21.440001
"173","2019-05-31",20.049999
"174","2019-06-03",19.4
"175","2019-06-04",19.299999
"176","2019-06-05",19
"177","2019-06-06",19.780001
"178","2019-06-07",19.76
"179","2019-06-10",19.65
"180","2019-06-11",21
"181","2019-06-12",21.08
"182","2019-06-13",21.950001
"183","2019-06-14",21.99
"184","2019-06-17",22.5
"185","2019-06-18",22.860001
"186","2019-06-19",22.870001
"187","2019-06-20",22.059999
"188","2019-06-21",21.969999
"189","2019-06-24",20.99
"190","2019-06-25",19.709999
"191","2019-06-26",20.299999
"192","2019-06-27",20.76
"193","2019-06-28",20.799999
"194","2019-07-01",20.25
"195","2019-07-02",20.1
"196","2019-07-03",20.25
"197","2019-07-05",19.93
"198","2019-07-08",19.51
"199","2019-07-09",19.77
"200","2019-07-10",19.83
"201","2019-07-11",19.790001
"202","2019-07-12",19.959999
"203","2019-07-15",20.5
"204","2019-07-16",20.4
"205","2019-07-17",21.290001
"206","2019-07-18",21.299999
"207","2019-07-19",21.200001
"208","2019-07-22",21.389999
"209","2019-07-23",21.719999
"210","2019-07-24",21.93
"211","2019-07-25",21.700001
"212","2019-07-26",22
"213","2019-07-29",22
"214","2019-07-30",20.969999
"215","2019-07-31",20.1
"216","2019-08-01",20.01
"217","2019-08-02",19.49
"218","2019-08-05",18.09
"219","2019-08-06",17.360001
"220","2019-08-07",17.370001
"221","2019-08-08",18.25
"222","2019-08-09",10.13
"223","2019-08-12",11.4
"224","2019-08-13",12
"225","2019-08-14",11.51
"226","2019-08-15",11.25
"227","2019-08-16",11.25
"228","2019-08-19",10.83
"229","2019-08-20",10.58
"230","2019-08-21",10.46
"231","2019-08-22",10.23
"232","2019-08-23",9.92
"233","2019-08-26",9.76
"234","2019-08-27",9.63
"235","2019-08-28",9.43
"236","2019-08-29",9.66
"237","2019-08-30",9.78
"238","2019-09-03",8.96
"239","2019-09-04",9.21
"240","2019-09-05",9.34
"241","2019-09-06",9.05
"242","2019-09-09",9.17
"243","2019-09-10",9.27
"244","2019-09-11",9.95
"245","2019-09-12",9.98
"246","2019-09-13",9.87
"247","2019-09-16",10.27
"248","2019-09-17",10.2
