"","date","FMS"
"1","2007-01-03",22.65
"2","2007-01-04",22.625
"3","2007-01-05",22.290001
"4","2007-01-08",22.375
"5","2007-01-09",22.41
"6","2007-01-10",22
"7","2007-01-11",22.275
"8","2007-01-12",22.58
"9","2007-01-16",22.575001
"10","2007-01-17",22.379999
"11","2007-01-18",22.059999
"12","2007-01-19",22.375
"13","2007-01-22",21.844999
"14","2007-01-23",22.17
"15","2007-01-24",22.309999
"16","2007-01-25",22
"17","2007-01-26",22.135
"18","2007-01-29",22.264999
"19","2007-01-30",22.155001
"20","2007-01-31",22.365
"21","2007-02-01",22.655001
"22","2007-02-02",22.549999
"23","2007-02-05",22.450001
"24","2007-02-06",23.889999
"25","2007-02-07",23.68
"26","2007-02-08",23.67
"27","2007-02-09",23.620001
"28","2007-02-12",23.565001
"29","2007-02-13",23.775
"30","2007-02-14",23.795
"31","2007-02-15",23.93
"32","2007-02-16",23.9
"33","2007-02-20",24.545
"34","2007-02-21",24.775
"35","2007-02-22",24.34
"36","2007-02-23",24.875
"37","2007-02-26",24.77
"38","2007-02-27",23.709999
"39","2007-02-28",23.775
"40","2007-03-01",23.370001
"41","2007-03-02",23.290001
"42","2007-03-05",23.014999
"43","2007-03-06",23.424999
"44","2007-03-07",23.275
"45","2007-03-08",23.485001
"46","2007-03-09",23.655001
"47","2007-03-12",23.82
"48","2007-03-13",23.049999
"49","2007-03-14",22.885
"50","2007-03-15",23.125
"51","2007-03-16",23.200001
"52","2007-03-19",23.665001
"53","2007-03-20",24.125
"54","2007-03-21",24.525
"55","2007-03-22",24.35
"56","2007-03-23",24.125
"57","2007-03-26",24.434999
"58","2007-03-27",24.135
"59","2007-03-28",24.1
"60","2007-03-29",24.254999
"61","2007-03-30",24.334999
"62","2007-04-02",24.424999
"63","2007-04-03",24.825001
"64","2007-04-04",25.075001
"65","2007-04-05",25.004999
"66","2007-04-09",24.924999
"67","2007-04-10",25.205
"68","2007-04-11",24.934999
"69","2007-04-12",25.014999
"70","2007-04-13",25.309999
"71","2007-04-16",25.389999
"72","2007-04-17",25.26
"73","2007-04-18",25.205
"74","2007-04-19",25.049999
"75","2007-04-20",24.870001
"76","2007-04-23",24.950001
"77","2007-04-24",24.815001
"78","2007-04-25",25.110001
"79","2007-04-26",25.02
"80","2007-04-27",25.125
"81","2007-04-30",25.045
"82","2007-05-01",25.025
"83","2007-05-02",25.295
"84","2007-05-03",25.455
"85","2007-05-04",25.389999
"86","2007-05-07",25.625
"87","2007-05-08",25.780001
"88","2007-05-09",25.565001
"89","2007-05-10",25.02
"90","2007-05-11",25.155001
"91","2007-05-14",25.115
"92","2007-05-15",25.42
"93","2007-05-16",25.315001
"94","2007-05-17",25.1
"95","2007-05-18",25.035
"96","2007-05-21",24.57
"97","2007-05-22",24.309999
"98","2007-05-23",23.969999
"99","2007-05-24",23.584999
"100","2007-05-25",23.875
"101","2007-05-29",24.225
"102","2007-05-30",24.27
"103","2007-05-31",24.545
"104","2007-06-01",24.6
"105","2007-06-04",24.5
"106","2007-06-05",24.315001
"107","2007-06-06",24.025
"108","2007-06-07",23.514999
"109","2007-06-08",23.545
"110","2007-06-11",23.535
"111","2007-06-12",23.66
"112","2007-06-13",23.610001
"113","2007-06-14",23.74
"114","2007-06-15",23.99
"115","2007-06-18",23.620001
"116","2007-06-19",23.68
"117","2007-06-20",23.305
"118","2007-06-21",22.959999
"119","2007-06-22",22.684999
"120","2007-06-25",22.77
"121","2007-06-26",22.52
"122","2007-06-27",22.754999
"123","2007-06-28",22.945
"124","2007-06-29",22.969999
"125","2007-07-02",23.370001
"126","2007-07-03",23.084999
"127","2007-07-05",23.049999
"128","2007-07-06",23.469999
"129","2007-07-09",23.135
"130","2007-07-10",22.93
"131","2007-07-11",22.889999
"132","2007-07-12",23.51
"133","2007-07-13",22.92
"134","2007-07-16",23.165001
"135","2007-07-17",22.84
"136","2007-07-18",23.01
"137","2007-07-19",23.245001
"138","2007-07-20",23.155001
"139","2007-07-23",23.4
"140","2007-07-24",22.975
"141","2007-07-25",24.09
"142","2007-07-26",23.945
"143","2007-07-27",23.635
"144","2007-07-30",23.5
"145","2007-07-31",23.549999
"146","2007-08-01",23.780001
"147","2007-08-02",24.65
"148","2007-08-03",24.135
"149","2007-08-06",25.15
"150","2007-08-07",25.120001
"151","2007-08-08",24.959999
"152","2007-08-09",24.719999
