"","date","CX"
"1","2007-01-03",25.852404
"2","2007-01-04",25.616829
"3","2007-01-05",25.183676
"4","2007-01-08",25.305264
"5","2007-01-09",24.621338
"6","2007-01-10",24.925304
"7","2007-01-11",25.198875
"8","2007-01-12",25.32806
"9","2007-01-16",25.791611
"10","2007-01-17",26.460339
"11","2007-01-18",26.445141
"12","2007-01-19",26.597124
"13","2007-01-22",26.673115
"14","2007-01-23",27.121468
"15","2007-01-24",27.296247
"16","2007-01-25",26.148771
"17","2007-01-26",26.141172
"18","2007-01-29",25.723219
"19","2007-01-30",26.521132
"20","2007-01-31",26.885893
"21","2007-02-01",27.296247
"22","2007-02-02",27.691404
"23","2007-02-05",27.258251
"24","2007-02-06",27.630611
"25","2007-02-07",27.866186
"26","2007-02-08",27.737
"27","2007-02-09",27.220257
"28","2007-02-12",26.863094
"29","2007-02-13",27.113867
"30","2007-02-14",28.078962
"31","2007-02-15",27.972574
"32","2007-02-16",27.737
"33","2007-02-20",27.972574
"34","2007-02-21",28.557711
"35","2007-02-22",28.443724
"36","2007-02-23",27.812992
"37","2007-02-26",27.767397
"38","2007-02-27",26.011988
"39","2007-02-28",25.844805
"40","2007-03-01",25.274866
"41","2007-03-02",24.530148
"42","2007-03-05",24.340168
"43","2007-03-06",25.092485
"44","2007-03-07",24.925304
"45","2007-03-08",25.495243
"46","2007-03-09",25.951193
"47","2007-03-12",25.867603
"48","2007-03-13",24.887308
"49","2007-03-14",24.963301
"50","2007-03-15",25.176077
"51","2007-03-16",24.621338
"52","2007-03-19",24.834114
"53","2007-03-20",25.115284
"54","2007-03-21",26.17157
"55","2007-03-22",26.536329
"56","2007-03-23",26.072781
"57","2007-03-26",25.935995
"58","2007-03-27",25.34326
"59","2007-03-28",24.963301
"60","2007-03-29",24.925304
"61","2007-03-30",24.887308
"62","2007-04-02",24.963301
"63","2007-04-03",25.259668
"64","2007-04-04",24.811317
"65","2007-04-05",25.069689
"66","2007-04-09",25.32806
"67","2007-04-10",26.840298
"68","2007-04-11",26.384346
"69","2007-04-12",26.597124
"70","2007-04-13",26.43754
"71","2007-04-16",26.536329
"72","2007-04-17",26.331152
"73","2007-04-18",25.98159
"74","2007-04-19",26.019587
"75","2007-04-20",26.308355
"76","2007-04-23",26.217165
"77","2007-04-24",25.41925
"78","2007-04-25",25.297665
"79","2007-04-26",25.122883
"80","2007-04-27",24.887308
"81","2007-04-30",24.697329
"82","2007-05-01",24.537746
"83","2007-05-02",24.78092
"84","2007-05-03",25.738417
"85","2007-05-04",26.475536
"86","2007-05-07",26.521132
"87","2007-05-08",25.905598
"88","2007-05-09",26.315954
"89","2007-05-10",25.852404
"90","2007-05-11",26.209566
"91","2007-05-14",25.860003
"92","2007-05-15",25.761213
"93","2007-05-16",26.353951
"94","2007-05-17",26.422342
"95","2007-05-18",26.688314
"96","2007-05-21",26.855495
"97","2007-05-22",27.030277
"98","2007-05-23",26.847897
"99","2007-05-24",26.490734
"100","2007-05-25",26.931488
"101","2007-05-29",27.812992
"102","2007-05-30",29.348026
"103","2007-05-31",29.545605
"104","2007-06-01",30.183935
"105","2007-06-04",30.320721
"106","2007-06-05",30.457506
"107","2007-06-06",29.788778
"108","2007-06-07",28.975666
"109","2007-06-08",29.697588
"110","2007-06-11",30.04715
"111","2007-06-12",29.469612
"112","2007-06-13",29.971159
"113","2007-06-14",29.986357
"114","2007-06-15",31.019846
"115","2007-06-18",30.943853
"116","2007-06-19",29.545605
"117","2007-06-20",29.059258
"118","2007-06-21",29.598799
"119","2007-06-22",29.386023
"120","2007-06-25",29.021261
"121","2007-06-26",28.177753
"122","2007-06-27",28.025768
"123","2007-06-28",28.306938
"124","2007-06-29",28.040968
"125","2007-07-02",28.398129
"126","2007-07-03",28.489319
"127","2007-07-05",28.405727
"128","2007-07-06",28.398129
"129","2007-07-09",28.116959
"130","2007-07-10",27.866186
"131","2007-07-11",27.904182
"132","2007-07-12",28.094162
"133","2007-07-13",28.337336
"134","2007-07-16",27.395037
"135","2007-07-17",27.037876
"136","2007-07-18",27.205057
"137","2007-07-19",27.303846
"138","2007-07-20",26.505934
"139","2007-07-23",26.498335
"140","2007-07-24",26.087978
"141","2007-07-25",25.882801
"142","2007-07-26",25.024094
"143","2007-07-27",24.606138
"144","2007-07-30",24.87211
"145","2007-07-31",24.575743
"146","2007-08-01",23.899416
"147","2007-08-02",24.507349
"148","2007-08-03",24.0438
"149","2007-08-06",23.732233
"150","2007-08-07",24.530148
"151","2007-08-08",25.198875
"152","2007-08-09",25.024094
"153","2007-08-10",24.49975
"154","2007-08-13",24.773321
"155","2007-08-14",24.14259
"156","2007-08-15",22.759539
"157","2007-08-16",22.371981
"158","2007-08-17",22.820332
"159","2007-08-20",22.744341
"160","2007-08-21",22.501167
"161","2007-08-22",23.504257
"162","2007-08-23",23.481461
"163","2007-08-24",24.226179
"164","2007-08-27",24.0438
