"","date","AGFS"
"1","2014-11-20",9.64
"2","2014-11-21",9.64
"3","2014-11-24",9.64
"4","2014-11-25",9.7
"5","2014-11-26",9.7
"6","2014-11-28",9.7
"7","2014-12-01",9.654
"8","2014-12-02",9.654
"9","2014-12-03",9.654
"10","2014-12-04",9.55
"11","2014-12-05",9.55
"12","2014-12-08",9.61
"13","2014-12-09",9.57
"14","2014-12-10",9.58
"15","2014-12-11",9.62
"16","2014-12-12",9.59
"17","2014-12-15",9.62
"18","2014-12-16",9.62
"19","2014-12-17",9.65
"20","2014-12-18",9.63
"21","2014-12-19",9.64
"22","2014-12-22",9.64
"23","2014-12-23",9.64
"24","2014-12-24",9.6
"25","2014-12-26",9.64
"26","2014-12-29",9.6
"27","2014-12-30",9.6
"28","2014-12-31",9.6
"29","2015-01-02",9.6
"30","2015-01-05",9.65
"31","2015-01-06",9.66
"32","2015-01-07",9.73
"33","2015-01-08",9.75
"34","2015-01-09",9.75
"35","2015-01-12",9.75
"36","2015-01-13",9.8
"37","2015-01-14",9.73
"38","2015-01-15",9.69
"39","2015-01-16",9.7
"40","2015-01-20",9.72
"41","2015-01-21",9.75
"42","2015-01-22",9.69
"43","2015-01-23",9.75
"44","2015-01-26",9.74
"45","2015-01-27",9.78
"46","2015-01-28",9.74
"47","2015-01-29",9.75
"48","2015-01-30",9.76
"49","2015-02-02",9.71
"50","2015-02-03",9.72
"51","2015-02-04",9.7
"52","2015-02-05",9.68
"53","2015-02-06",9.68
"54","2015-02-09",9.68
"55","2015-02-10",9.69
"56","2015-02-11",9.69
"57","2015-02-12",9.73
"58","2015-02-13",9.73
"59","2015-02-17",9.73
"60","2015-02-18",9.75
"61","2015-02-19",9.75
"62","2015-02-20",9.75
"63","2015-02-23",9.68
"64","2015-02-24",9.68
"65","2015-02-25",9.68
"66","2015-02-26",9.68
"67","2015-02-27",9.68
"68","2015-03-02",9.75
"69","2015-03-03",9.75
"70","2015-03-04",9.75
"71","2015-03-05",9.75
"72","2015-03-06",9.7
"73","2015-03-09",9.7
"74","2015-03-10",9.7
"75","2015-03-11",9.7
"76","2015-03-12",9.7
"77","2015-03-13",9.7
"78","2015-03-16",9.7
"79","2015-03-17",9.7
"80","2015-03-18",9.71
"81","2015-03-19",9.71
"82","2015-03-20",9.71
"83","2015-03-23",9.75
"84","2015-03-24",9.75
"85","2015-03-25",9.77
"86","2015-03-26",9.77
"87","2015-03-27",9.78
"88","2015-03-30",9.799
"89","2015-03-31",9.8
"90","2015-04-01",9.8
"91","2015-04-02",9.93
"92","2015-04-06",9.93
"93","2015-04-07",9.93
"94","2015-04-08",10.44
"95","2015-04-09",10.18
"96","2015-04-10",10.39
"97","2015-04-13",10.39
"98","2015-04-14",10.24
"99","2015-04-15",10.12
"100","2015-04-16",10.12
"101","2015-04-17",10.05
"102","2015-04-20",10.05
"103","2015-04-21",10.02
"104","2015-04-22",10.02
"105","2015-04-23",10.02
"106","2015-04-24",10.04
"107","2015-04-27",10.04
"108","2015-04-28",10.1
"109","2015-04-29",10.1
"110","2015-04-30",11.59
"111","2015-05-01",11.96
"112","2015-05-04",11.87
"113","2015-05-05",11.63
"114","2015-05-06",11.35
"115","2015-05-07",11.15
"116","2015-05-08",11.25
"117","2015-05-11",11.23
"118","2015-05-12",11.19
"119","2015-05-13",11.2
"120","2015-05-14",11.56
"121","2015-05-15",11.57
"122","2015-05-18",11.58
"123","2015-05-19",11.41
"124","2015-05-20",11.5
"125","2015-05-21",11.77
"126","2015-05-22",11.88
"127","2015-05-26",11.68
"128","2015-05-27",11.6
"129","2015-05-28",11.29
"130","2015-05-29",11.26
"131","2015-06-01",11.34
"132","2015-06-02",11.14
"133","2015-06-03",11.13
"134","2015-06-04",10.95
"135","2015-06-05",10.98
"136","2015-06-08",10.85
"137","2015-06-09",10.76
"138","2015-06-10",11.25
"139","2015-06-11",11.21
"140","2015-06-12",11.29
"141","2015-06-15",11.32
"142","2015-06-16",11.4
"143","2015-06-17",11.47
"144","2015-06-18",11.36
"145","2015-06-19",11.35
"146","2015-06-22",11.66
"147","2015-06-23",11.57
"148","2015-06-24",11.62
"149","2015-06-25",11.78
"150","2015-06-26",11.77
"151","2015-06-29",11.8
"152","2015-06-30",12.5
"153","2015-07-01",12.62
"154","2015-07-02",12.6
"155","2015-07-06",12.8
"156","2015-07-07",12.99
"157","2015-07-08",12.97
"158","2015-07-09",12.81
"159","2015-07-10",12.67
"160","2015-07-13",12.75
"161","2015-07-14",12.75
"162","2015-07-15",12.8
"163","2015-07-16",12.7
"164","2015-07-17",12.61
"165","2015-07-20",12.605
"166","2015-07-21",12.52
"167","2015-07-22",12.46
"168","2015-07-23",12.37
"169","2015-07-24",12.2
"170","2015-07-27",11.85
"171","2015-07-28",11.87
"172","2015-07-29",11.83
"173","2015-07-30",11.87
"174","2015-07-31",12
"175","2015-08-03",12
"176","2015-08-04",12
"177","2015-08-05",11.9
"178","2015-08-06",11.7
"179","2015-08-07",11.55
"180","2015-08-10",11.33
"181","2015-08-11",11.06
"182","2015-08-12",10.96
"183","2015-08-13",10.84
"184","2015-08-14",10.85
"185","2015-08-17",10.99
"186","2015-08-18",10.1
"187","2015-08-19",9.86
"188","2015-08-20",9.65
"189","2015-08-21",9.74
"190","2015-08-24",9.87
"191","2015-08-25",9.77
"192","2015-08-26",10.05
"193","2015-08-27",10.24
"194","2015-08-28",9.99
"195","2015-08-31",9.76
"196","2015-09-01",9.75
"197","2015-09-02",9.65
"198","2015-09-03",9.78
"199","2015-09-04",9.91
"200","2015-09-08",10.3
"201","2015-09-09",9.85
"202","2015-09-10",9.93
"203","2015-09-11",10
"204","2015-09-14",9.89
"205","2015-09-15",10.12
"206","2015-09-16",9.99
"207","2015-09-17",10.13
"208","2015-09-18",10
"209","2015-09-21",10.22
"210","2015-09-22",10.26
"211","2015-09-23",10.1
"212","2015-09-24",9.65
"213","2015-09-25",9.33
"214","2015-09-28",7.96
"215","2015-09-29",7.64
"216","2015-09-30",7.94
"217","2015-10-01",8.23
"218","2015-10-02",8.37
"219","2015-10-05",8.77
"220","2015-10-06",8.5
"221","2015-10-07",8.39
"222","2015-10-08",8.36
"223","2015-10-09",8.32
"224","2015-10-12",8.3
"225","2015-10-13",8.15
"226","2015-10-14",8.11
"227","2015-10-15",8.07
"228","2015-10-16",7.91
"229","2015-10-19",8.03
"230","2015-10-20",8.01
"231","2015-10-21",7.99
"232","2015-10-22",7.79
"233","2015-10-23",7.95
"234","2015-10-26",7.79
"235","2015-10-27",7.4
"236","2015-10-28",6.97
"237","2015-10-29",6.82
"238","2015-10-30",7.07
"239","2015-11-02",7.05
"240","2015-11-03",7.15
"241","2015-11-04",7.27
"242","2015-11-05",7.22
"243","2015-11-06",7.18
"244","2015-11-09",7.32
"245","2015-11-10",7.28
"246","2015-11-11",7.4
"247","2015-11-12",7.24
"248","2015-11-13",7.01
"249","2015-11-16",7.16
"250","2015-11-17",5.15
"251","2015-11-18",5.64
"252","2015-11-19",5.39
"253","2015-11-20",5.72
"254","2015-11-23",5.71
"255","2015-11-24",5.72
"256","2015-11-25",5.86
"257","2015-11-27",6.06
"258","2015-11-30",6.45
"259","2015-12-01",6.39
"260","2015-12-02",6.35
"261","2015-12-03",6.08
"262","2015-12-04",6.02
"263","2015-12-07",5.87
"264","2015-12-08",5.92
"265","2015-12-09",6
"266","2015-12-10",6.07
"267","2015-12-11",5.91
"268","2015-12-14",5.53
"269","2015-12-15",5.51
"270","2015-12-16",5.5
"271","2015-12-17",5.55
"272","2015-12-18",5.4
"273","2015-12-21",5.5
"274","2015-12-22",5.89
"275","2015-12-23",6.15
"276","2015-12-24",6.43
"277","2015-12-28",6.36
"278","2015-12-29",6.38
"279","2015-12-30",6.34
"280","2015-12-31",6.33
"281","2016-01-04",6.28
"282","2016-01-05",6.3
"283","2016-01-06",6.01
"284","2016-01-07",5.92
"285","2016-01-08",6.06
"286","2016-01-11",5.82
"287","2016-01-12",5.76
"288","2016-01-13",5.99
"289","2016-01-14",6
"290","2016-01-15",6
"291","2016-01-19",5.94
"292","2016-01-20",5.73
"293","2016-01-21",5.71
"294","2016-01-22",5.75
"295","2016-01-25",5.65
"296","2016-01-26",5.72
"297","2016-01-27",5.65
"298","2016-01-28",5.3
"299","2016-01-29",5.49
"300","2016-02-01",5.36
"301","2016-02-02",5.39
"302","2016-02-03",5.23
"303","2016-02-04",5.5
"304","2016-02-05",5.18
"305","2016-02-08",5.05
"306","2016-02-09",4.41
"307","2016-02-10",4.32
"308","2016-02-11",4.54
"309","2016-02-12",4.59
"310","2016-02-16",4.6
"311","2016-02-17",4.61
"312","2016-02-18",4.6
"313","2016-02-19",4.52
"314","2016-02-22",4.57
"315","2016-02-23",4.51
"316","2016-02-24",4.31
"317","2016-02-25",4.36
"318","2016-02-26",4.51
"319","2016-02-29",4.89
"320","2016-03-01",4.88
"321","2016-03-02",4.79
"322","2016-03-03",5
"323","2016-03-04",5
"324","2016-03-07",5.07
"325","2016-03-08",5
"326","2016-03-09",5.24
"327","2016-03-10",5.17
"328","2016-03-11",5.17
"329","2016-03-14",5.32
"330","2016-03-15",5.67
"331","2016-03-16",5.69
"332","2016-03-17",5.82
"333","2016-03-18",6
"334","2016-03-21",6.05
"335","2016-03-22",6.3
"336","2016-03-23",6.76
"337","2016-03-24",6.5
"338","2016-03-28",6.56
"339","2016-03-29",6.49
"340","2016-03-30",6.5
"341","2016-03-31",6.4
"342","2016-04-01",6.1
"343","2016-04-04",6.02
"344","2016-04-05",6.2
"345","2016-04-06",6.4
"346","2016-04-07",6.15
"347","2016-04-08",6.27
"348","2016-04-11",6.29
"349","2016-04-12",6.5
"350","2016-04-13",6.5
"351","2016-04-14",6.53
"352","2016-04-15",6.46
"353","2016-04-18",6.48
"354","2016-04-19",6.66
"355","2016-04-20",6.5
"356","2016-04-21",6.5
"357","2016-04-22",6.39
"358","2016-04-25",6.39
"359","2016-04-26",6.29
"360","2016-04-27",6.29
"361","2016-04-28",6.28
"362","2016-04-29",6.23
"363","2016-05-02",6.06
"364","2016-05-03",5.91
"365","2016-05-04",5.93
"366","2016-05-05",5.84
"367","2016-05-06",5.87
"368","2016-05-09",5.53
"369","2016-05-10",5.51
"370","2016-05-11",5.51
"371","2016-05-12",5.34
"372","2016-05-13",5.08
"373","2016-05-16",5.03
"374","2016-05-17",4.79
"375","2016-05-18",4.63
"376","2016-05-19",4.5
"377","2016-05-20",4.85
"378","2016-05-23",5.13
"379","2016-05-24",5
"380","2016-05-25",4.98
"381","2016-05-26",4.94
"382","2016-05-27",4.95
"383","2016-05-31",5.02
"384","2016-06-01",5
"385","2016-06-02",5.06
"386","2016-06-03",5.04
"387","2016-06-06",5.27
"388","2016-06-07",5.37
"389","2016-06-08",5.43
"390","2016-06-09",5.46
"391","2016-06-10",5.41
