"","date","TRNO"
"1","2010-02-10",18.65
"2","2010-02-11",18.889999
"3","2010-02-12",18.85
"4","2010-02-16",18.879999
"5","2010-02-17",18.790001
"6","2010-02-18",18.73
"7","2010-02-19",18.75
"8","2010-02-22",18.75
"9","2010-02-23",18.799999
"10","2010-02-24",18.549999
"11","2010-02-25",18.52
"12","2010-02-26",18.809999
"13","2010-03-01",18.68
"14","2010-03-02",18.889999
"15","2010-03-03",18.799999
"16","2010-03-04",18.959999
"17","2010-03-05",18.799999
"18","2010-03-08",19.440001
"19","2010-03-09",19.459999
"20","2010-03-10",19.01
"21","2010-03-11",19.43
"22","2010-03-12",19.4
"23","2010-03-15",18.99
"24","2010-03-16",19.200001
"25","2010-03-17",19.290001
"26","2010-03-18",19.440001
"27","2010-03-19",19.65
"28","2010-03-22",19.25
"29","2010-03-23",19.15
"30","2010-03-24",19.440001
"31","2010-03-25",19.459999
"32","2010-03-26",19.41
"33","2010-03-29",19.5
"34","2010-03-30",19.700001
"35","2010-03-31",19.73
"36","2010-04-01",19.209999
"37","2010-04-05",19.379999
"38","2010-04-06",19.66
"39","2010-04-07",19.9
"40","2010-04-08",19.629999
"41","2010-04-09",19.65
"42","2010-04-12",19.469999
"43","2010-04-13",19.65
"44","2010-04-14",19.59
"45","2010-04-15",19.5
"46","2010-04-16",19.389999
"47","2010-04-19",19.57
"48","2010-04-20",19.52
"49","2010-04-21",19.5
"50","2010-04-22",19.5
"51","2010-04-23",19.35
"52","2010-04-26",19.209999
"53","2010-04-27",19.1
"54","2010-04-28",19.16
"55","2010-04-29",19.059999
"56","2010-04-30",18.809999
"57","2010-05-03",18.870001
"58","2010-05-04",18.450001
"59","2010-05-05",18.49
"60","2010-05-06",18.33
"61","2010-05-07",17.34
"62","2010-05-10",18.120001
"63","2010-05-11",18.17
"64","2010-05-12",18.790001
"65","2010-05-13",18.290001
"66","2010-05-14",18.290001
"67","2010-05-17",18.450001
"68","2010-05-18",18.33
"69","2010-05-19",18.08
"70","2010-05-20",18.1
"71","2010-05-21",18.02
"72","2010-05-24",18
"73","2010-05-25",17.92
"74","2010-05-26",17.91
"75","2010-05-27",18.41
"76","2010-05-28",18.049999
"77","2010-06-01",17.77
"78","2010-06-02",18.51
"79","2010-06-03",18.42
"80","2010-06-04",17.83
"81","2010-06-07",17.9
"82","2010-06-08",17.76
"83","2010-06-09",17.780001
"84","2010-06-10",17.969999
"85","2010-06-11",18
"86","2010-06-14",17.84
"87","2010-06-15",18
"88","2010-06-16",18.16
"89","2010-06-17",18.110001
"90","2010-06-18",18.219999
"91","2010-06-21",17.83
"92","2010-06-22",17.85
"93","2010-06-23",17.870001
"94","2010-06-24",17.59
"95","2010-06-25",18.23
"96","2010-06-28",17.940001
"97","2010-06-29",17.68
"98","2010-06-30",17.709999
"99","2010-07-01",17.77
"100","2010-07-02",17.67
"101","2010-07-06",17.77
"102","2010-07-07",17.84
"103","2010-07-08",17.93
"104","2010-07-09",18.02
"105","2010-07-12",17.860001
"106","2010-07-13",18.02
"107","2010-07-14",17.940001
"108","2010-07-15",17.73
"109","2010-07-16",17.700001
"110","2010-07-19",17.700001
"111","2010-07-20",17.620001
"112","2010-07-21",17.559999
"113","2010-07-22",18.08
"114","2010-07-23",18.15
"115","2010-07-26",18.049999
"116","2010-07-27",18.129999
"117","2010-07-28",18.129999
"118","2010-07-29",18.059999
"119","2010-07-30",18
"120","2010-08-02",18.08
"121","2010-08-03",17.790001
"122","2010-08-04",17.99
"123","2010-08-05",17.969999
"124","2010-08-06",17.83
"125","2010-08-09",17.98
"126","2010-08-10",17.83
"127","2010-08-11",17.690001
"128","2010-08-12",17.73
"129","2010-08-13",17.65
"130","2010-08-16",17.639999
"131","2010-08-17",17.76
"132","2010-08-18",17.940001
"133","2010-08-19",17.57
"134","2010-08-20",17.57
"135","2010-08-23",17.540001
"136","2010-08-24",17.41
"137","2010-08-25",17.799999
"138","2010-08-26",17.34
"139","2010-08-27",17.73
"140","2010-08-30",17.440001
"141","2010-08-31",17.33
"142","2010-09-01",17.6
"143","2010-09-02",17.540001
"144","2010-09-03",17.629999
"145","2010-09-07",17.43
"146","2010-09-08",17.4
"147","2010-09-09",17.34
"148","2010-09-10",17.389999
"149","2010-09-13",17.49
"150","2010-09-14",17.58
"151","2010-09-15",17.549999
"152","2010-09-16",17.49
"153","2010-09-17",17.75
"154","2010-09-20",18.24
"155","2010-09-21",18.1
"156","2010-09-22",17.799999
"157","2010-09-23",17.93
"158","2010-09-24",18.1
"159","2010-09-27",18.129999
"160","2010-09-28",18.110001
"161","2010-09-29",18.209999
"162","2010-09-30",18.219999
"163","2010-10-01",18.139999
"164","2010-10-04",17.809999
"165","2010-10-05",18
"166","2010-10-06",17.98
"167","2010-10-07",17.870001
"168","2010-10-08",18.08
"169","2010-10-11",17.969999
"170","2010-10-12",17.76
"171","2010-10-13",18
"172","2010-10-14",18.07
"173","2010-10-15",17.889999
"174","2010-10-18",17.85
"175","2010-10-19",17.940001
"176","2010-10-20",18.139999
"177","2010-10-21",18
"178","2010-10-22",18.139999
"179","2010-10-25",18.1
"180","2010-10-26",18.01
"181","2010-10-27",17.799999
"182","2010-10-28",17.75
"183","2010-10-29",18.120001
"184","2010-11-01",17.91
"185","2010-11-02",18.08
"186","2010-11-03",18.07
"187","2010-11-04",18.200001
"188","2010-11-05",18.389999
"189","2010-11-08",18.389999
"190","2010-11-09",18.18
"191","2010-11-10",18.379999
"192","2010-11-11",18.4
"193","2010-11-12",18.360001
"194","2010-11-15",18.5
"195","2010-11-16",18.07
"196","2010-11-17",18
"197","2010-11-18",18.01
"198","2010-11-19",17.93
"199","2010-11-22",17.950001
"200","2010-11-23",18.07
"201","2010-11-24",18.290001
"202","2010-11-26",18.299999
"203","2010-11-29",18.32
"204","2010-11-30",17.75
"205","2010-12-01",18.139999
"206","2010-12-02",18.18
"207","2010-12-03",18.08
"208","2010-12-06",17.93
"209","2010-12-07",18.25
"210","2010-12-08",18.42
"211","2010-12-09",18.389999
"212","2010-12-10",18.389999
"213","2010-12-13",18.360001
"214","2010-12-14",18.200001
"215","2010-12-15",18.200001
"216","2010-12-16",18.389999
"217","2010-12-17",18.35
"218","2010-12-20",18.309999
"219","2010-12-21",18.459999
"220","2010-12-22",18.450001
"221","2010-12-23",18.4
"222","2010-12-27",18.299999
"223","2010-12-28",17.950001
"224","2010-12-29",17.98
"225","2010-12-30",18
"226","2010-12-31",17.93
"227","2011-01-03",17.93
"228","2011-01-04",18.4
"229","2011-01-05",18.51
"230","2011-01-06",18.18
"231","2011-01-07",18.6
"232","2011-01-10",18.389999
"233","2011-01-11",18.450001
"234","2011-01-12",18.370001
"235","2011-01-13",18.309999
"236","2011-01-14",18.469999
"237","2011-01-18",18.440001
"238","2011-01-19",17.92
"239","2011-01-20",17.799999
"240","2011-01-21",17.790001
"241","2011-01-24",17.83
"242","2011-01-25",17.82
"243","2011-01-26",18.15
"244","2011-01-27",18.17
"245","2011-01-28",17.709999
"246","2011-01-31",17.83
"247","2011-02-01",18.34
"248","2011-02-02",18.120001
"249","2011-02-03",17.9
"250","2011-02-04",17.82
"251","2011-02-07",18.24
"252","2011-02-08",18.040001
"253","2011-02-09",17.950001
"254","2011-02-10",18.049999
"255","2011-02-11",18.030001
"256","2011-02-14",17.9
"257","2011-02-15",17.9
"258","2011-02-16",17.84
"259","2011-02-17",17.82
"260","2011-02-18",17.530001
"261","2011-02-22",17.450001
"262","2011-02-23",17.07
"263","2011-02-24",17.709999
"264","2011-02-25",17.98
"265","2011-02-28",18.33
