"","date","CYTK"
"1","2007-01-03",50.040001
"2","2007-01-04",47.759998
"3","2007-01-05",47.16
"4","2007-01-08",47.639999
"5","2007-01-09",49.860001
"6","2007-01-10",50.220001
"7","2007-01-11",50.400002
"8","2007-01-12",50.099998
"9","2007-01-16",50.040001
"10","2007-01-17",49.619999
"11","2007-01-18",48.720001
"12","2007-01-19",49.380001
"13","2007-01-22",48.419998
"14","2007-01-23",48.299999
"15","2007-01-24",48.779999
"16","2007-01-25",47.580002
"17","2007-01-26",48.48
"18","2007-01-29",48.360001
"19","2007-01-30",50.16
"20","2007-01-31",47.459999
"21","2007-02-01",47.220001
"22","2007-02-02",48.240002
"23","2007-02-05",48
"24","2007-02-06",48.540001
"25","2007-02-07",48.84
"26","2007-02-08",48
"27","2007-02-09",48
"28","2007-02-12",49.02
"29","2007-02-13",47.939999
"30","2007-02-14",47.400002
"31","2007-02-15",47.099998
"32","2007-02-16",47.82
"33","2007-02-20",48.900002
"34","2007-02-21",48.66
"35","2007-02-22",51.599998
"36","2007-02-23",50.52
"37","2007-02-26",50.880001
"38","2007-02-27",48.48
"39","2007-02-28",46.619999
"40","2007-03-01",46.080002
"41","2007-03-02",42.540001
"42","2007-03-05",41.82
"43","2007-03-06",43.919998
"44","2007-03-07",42.779999
"45","2007-03-08",42.360001
"46","2007-03-09",42.48
"47","2007-03-12",45.060001
"48","2007-03-13",41.16
"49","2007-03-14",40.860001
"50","2007-03-15",41.34
"51","2007-03-16",39.360001
"52","2007-03-19",40.919998
"53","2007-03-20",41.580002
"54","2007-03-21",41.040001
"55","2007-03-22",42.720001
"56","2007-03-23",42.419998
"57","2007-03-26",42.119999
"58","2007-03-27",39.720001
"59","2007-03-28",43.919998
"60","2007-03-29",41.759998
"61","2007-03-30",41.759998
"62","2007-04-02",41.52
"63","2007-04-03",44.279999
"64","2007-04-04",42.119999
"65","2007-04-05",43.5
"66","2007-04-09",41.52
"67","2007-04-10",41.099998
"68","2007-04-11",39.900002
"69","2007-04-12",40.919998
"70","2007-04-13",41.700001
"71","2007-04-16",40.740002
"72","2007-04-17",39.959999
"73","2007-04-18",40.5
"74","2007-04-19",40.5
"75","2007-04-20",40.68
"76","2007-04-23",40.439999
"77","2007-04-24",40.32
"78","2007-04-25",40.02
"79","2007-04-26",40.5
"80","2007-04-27",42.540001
"81","2007-04-30",39.66
"82","2007-05-01",40.619999
"83","2007-05-02",42.299999
"84","2007-05-03",42.66
"85","2007-05-04",43.259998
"86","2007-05-07",44.220001
"87","2007-05-08",41.580002
"88","2007-05-09",42.540001
"89","2007-05-10",39.66
"90","2007-05-11",39.599998
"91","2007-05-14",39.18
"92","2007-05-15",39.119999
"93","2007-05-16",39.419998
"94","2007-05-17",39.360001
"95","2007-05-18",40.560001
"96","2007-05-21",39.779999
"97","2007-05-22",40.439999
"98","2007-05-23",40.200001
"99","2007-05-24",39.299999
"100","2007-05-25",39.18
"101","2007-05-29",39
"102","2007-05-30",40.02
"103","2007-05-31",40.02
"104","2007-06-01",39.599998
"105","2007-06-04",39.060001
"106","2007-06-05",39.599998
"107","2007-06-06",39
"108","2007-06-07",39.419998
"109","2007-06-08",39
"110","2007-06-11",39.240002
"111","2007-06-12",38.880001
"112","2007-06-13",38.16
"113","2007-06-14",38.040001
"114","2007-06-15",38.939999
"115","2007-06-18",39.060001
"116","2007-06-19",38.82
"117","2007-06-20",36.360001
"118","2007-06-21",36.540001
"119","2007-06-22",35.880001
"120","2007-06-25",36.360001
"121","2007-06-26",37.380001
"122","2007-06-27",38.34
"123","2007-06-28",37.68
"124","2007-06-29",33.900002
"125","2007-07-02",34.32
"126","2007-07-03",34.259998
"127","2007-07-05",34.619999
"128","2007-07-06",34.200001
"129","2007-07-09",34.439999
"130","2007-07-10",33.66
"131","2007-07-11",32.82
"132","2007-07-12",32.759998
"133","2007-07-13",32.700001
"134","2007-07-16",32.279999
"135","2007-07-17",33.060001
"136","2007-07-18",32.939999
"137","2007-07-19",32.639999
"138","2007-07-20",31.02
"139","2007-07-23",31.799999
"140","2007-07-24",31.74
"141","2007-07-25",32.459999
"142","2007-07-26",31.379999
"143","2007-07-27",30.540001
"144","2007-07-30",28.799999
"145","2007-07-31",30
"146","2007-08-01",31.139999
"147","2007-08-02",30.360001
"148","2007-08-03",29.82
"149","2007-08-06",29.940001
"150","2007-08-07",31.139999
"151","2007-08-08",30.18
"152","2007-08-09",29.280001
"153","2007-08-10",30.780001
"154","2007-08-13",30.360001
"155","2007-08-14",30.780001
"156","2007-08-15",27.48
"157","2007-08-16",28.440001
"158","2007-08-17",28.08
"159","2007-08-20",28.379999
"160","2007-08-21",29.700001
"161","2007-08-22",30.84
"162","2007-08-23",31.799999
"163","2007-08-24",31.26
"164","2007-08-27",31.32
"165","2007-08-28",30.18
"166","2007-08-29",31.200001
"167","2007-08-30",30.360001
"168","2007-08-31",29.280001
"169","2007-09-04",29.52
"170","2007-09-05",29.16
"171","2007-09-06",30.48
"172","2007-09-07",30.360001
"173","2007-09-10",27.66
"174","2007-09-11",29.82
"175","2007-09-12",28.860001
"176","2007-09-13",28.98
"177","2007-09-14",29.1
"178","2007-09-17",28.379999
"179","2007-09-18",29.040001
"180","2007-09-19",30.48
"181","2007-09-20",30.719999
"182","2007-09-21",30.6
"183","2007-09-24",32.459999
"184","2007-09-25",32.040001
"185","2007-09-26",31.5
"186","2007-09-27",31.200001
"187","2007-09-28",30.719999
"188","2007-10-01",31.5
"189","2007-10-02",32.759998
"190","2007-10-03",31.799999
"191","2007-10-04",32.040001
"192","2007-10-05",34.68
"193","2007-10-08",37.380001
"194","2007-10-09",37.259998
"195","2007-10-10",37.5
"196","2007-10-11",36.240002
"197","2007-10-12",36
"198","2007-10-15",36
"199","2007-10-16",34.560001
"200","2007-10-17",34.799999
"201","2007-10-18",34.259998
"202","2007-10-19",32.400002
"203","2007-10-22",34.080002
"204","2007-10-23",33.299999
"205","2007-10-24",31.74
"206","2007-10-25",31.860001
"207","2007-10-26",31.440001
"208","2007-10-29",30.6
"209","2007-10-30",30.48
"210","2007-10-31",29.700001
"211","2007-11-01",31.139999
"212","2007-11-02",31.08
"213","2007-11-05",30.48
"214","2007-11-06",31.200001
"215","2007-11-07",29.34
"216","2007-11-08",30.42
"217","2007-11-09",29.639999
"218","2007-11-12",31.559999
"219","2007-11-13",33.240002
"220","2007-11-14",30.719999
"221","2007-11-15",30.719999
"222","2007-11-16",28.440001
"223","2007-11-19",27.120001
"224","2007-11-20",26.4
"225","2007-11-21",26.700001
"226","2007-11-23",28.559999
"227","2007-11-26",27
"228","2007-11-27",27.299999
"229","2007-11-28",31.02
"230","2007-11-29",30.959999
"231","2007-11-30",29.16
"232","2007-12-03",31.02
"233","2007-12-04",32.099998
"234","2007-12-05",33.48
"235","2007-12-06",34.200001
"236","2007-12-07",33.959999
"237","2007-12-10",32.939999
"238","2007-12-11",29.4
"239","2007-12-12",31.26
"240","2007-12-13",33.299999
"241","2007-12-14",29.879999
"242","2007-12-17",28.68
"243","2007-12-18",29.280001
"244","2007-12-19",30.719999
"245","2007-12-20",30.780001
"246","2007-12-21",32.939999
"247","2007-12-24",32.939999
"248","2007-12-26",33.66
"249","2007-12-27",30.6
"250","2007-12-28",29.16
"251","2007-12-31",28.379999
"252","2008-01-02",27.299999
"253","2008-01-03",26.76
"254","2008-01-04",26.4
"255","2008-01-07",28.08
"256","2008-01-08",26.16
"257","2008-01-09",26.940001
"258","2008-01-10",27.059999
"259","2008-01-11",26.1
"260","2008-01-14",26.219999
"261","2008-01-15",24.299999
"262","2008-01-16",25.200001
"263","2008-01-17",24.719999
"264","2008-01-18",23.940001
"265","2008-01-22",22.379999
"266","2008-01-23",21.42
"267","2008-01-24",19.92
"268","2008-01-25",21.540001
"269","2008-01-28",20.700001
"270","2008-01-29",21.42
"271","2008-01-30",20.639999
"272","2008-01-31",19.98
"273","2008-02-01",21.959999
"274","2008-02-04",23.58
"275","2008-02-05",21.299999
"276","2008-02-06",20.940001
"277","2008-02-07",19.26
"278","2008-02-08",18.299999
"279","2008-02-11",18.299999
"280","2008-02-12",19.620001
"281","2008-02-13",21.299999
"282","2008-02-14",20.940001
"283","2008-02-15",19.02
"284","2008-02-19",18.66
"285","2008-02-20",19.559999
"286","2008-02-21",20.1
"287","2008-02-22",20.219999
"288","2008-02-25",22.139999
"289","2008-02-26",21.6
"290","2008-02-27",20.700001
"291","2008-02-28",20.52
"292","2008-02-29",20.219999
"293","2008-03-03",20.58
"294","2008-03-04",20.459999
"295","2008-03-05",20.76
"296","2008-03-06",20.82
"297","2008-03-07",20.34
"298","2008-03-10",18.360001
"299","2008-03-11",19.799999
"300","2008-03-12",18.540001
"301","2008-03-13",19.139999
"302","2008-03-14",18.18
"303","2008-03-17",18
"304","2008-03-18",18.48
"305","2008-03-19",20.280001
"306","2008-03-20",20.4
"307","2008-03-24",21
"308","2008-03-25",21.059999
"309","2008-03-26",22.200001
"310","2008-03-27",22.02
"311","2008-03-28",20.34
"312","2008-03-31",19.92
