"","date","CAL"
"1","2007-01-03",32.566666
"2","2007-01-04",32.786667
"3","2007-01-05",32.133335
"4","2007-01-08",32.599998
"5","2007-01-09",32.913334
"6","2007-01-10",33.099998
"7","2007-01-11",34.353333
"8","2007-01-12",34.186668
"9","2007-01-16",34.126667
"10","2007-01-17",34.200001
"11","2007-01-18",34.299999
"12","2007-01-19",34.846668
"13","2007-01-22",33.48
"14","2007-01-23",33.906666
"15","2007-01-24",34.546665
"16","2007-01-25",33.493332
"17","2007-01-26",33.5
"18","2007-01-29",34.166668
"19","2007-01-30",34.266666
"20","2007-01-31",36.233334
"21","2007-02-01",36.066666
"22","2007-02-02",36.046665
"23","2007-02-05",35.973331
"24","2007-02-06",36.34
"25","2007-02-07",37
"26","2007-02-08",37.240002
"27","2007-02-09",37.393333
"28","2007-02-12",36.866665
"29","2007-02-13",36.653332
"30","2007-02-14",36.186668
"31","2007-02-15",36.253334
"32","2007-02-16",35.98
"33","2007-02-20",36.686668
"34","2007-02-21",36.400002
"35","2007-02-22",36.619999
"36","2007-02-23",36.613335
"37","2007-02-26",36.053333
"38","2007-02-27",34.586666
"39","2007-02-28",34.200001
"40","2007-03-01",34.099998
"41","2007-03-02",32.900002
"42","2007-03-05",32.126667
"43","2007-03-06",33.806667
"44","2007-03-07",33.666668
"45","2007-03-08",34.433334
"46","2007-03-09",33.98
"47","2007-03-12",31.793333
"48","2007-03-13",30.626667
"49","2007-03-14",30.52
"50","2007-03-15",30.473333
"51","2007-03-16",30.32
"52","2007-03-19",29.4
"53","2007-03-20",29.84
"54","2007-03-21",29.646667
"55","2007-03-22",29.333334
"56","2007-03-23",29.633333
"57","2007-03-26",29.440001
"58","2007-03-27",28.639999
"59","2007-03-28",28.459999
"60","2007-03-29",28.066668
"61","2007-03-30",28
"62","2007-04-02",28.806667
"63","2007-04-03",29.309999
"64","2007-04-04",29.139999
"65","2007-04-05",29.17
"66","2007-04-09",29.59
"67","2007-04-10",29.41
"68","2007-04-11",28.93
"69","2007-04-12",28.6
"70","2007-04-13",28.66
"71","2007-04-16",28.83
"72","2007-04-17",28.99
"73","2007-04-18",28.360001
"74","2007-04-19",28.299999
"75","2007-04-20",29.120001
"76","2007-04-23",29.049999
"77","2007-04-24",28.219999
"78","2007-04-25",28.76
"79","2007-04-26",28.08
"80","2007-04-27",27.450001
"81","2007-04-30",26.98
"82","2007-05-01",26.75
"83","2007-05-02",27.82
"84","2007-05-03",28.16
"85","2007-05-04",27.969999
"86","2007-05-07",27.65
"87","2007-05-08",28
"88","2007-05-09",28.209999
"89","2007-05-10",26.780001
"90","2007-05-11",27.200001
"91","2007-05-14",27.209999
"92","2007-05-15",26.48
"93","2007-05-16",26.5
"94","2007-05-17",26.43
"95","2007-05-18",26.540001
"96","2007-05-21",26.290001
"97","2007-05-22",27.25
"98","2007-05-23",27.4
"99","2007-05-24",32.150002
"100","2007-05-25",27.76
"101","2007-05-29",28.629999
"102","2007-05-30",28.48
"103","2007-05-31",29.639999
"104","2007-06-01",29.92
"105","2007-06-04",29.23
"106","2007-06-05",28.9
"107","2007-06-06",28.09
"108","2007-06-07",27.200001
"109","2007-06-08",27.299999
"110","2007-06-11",26.82
"111","2007-06-12",26.02
"112","2007-06-13",26.08
"113","2007-06-14",25.93
"114","2007-06-15",25.610001
"115","2007-06-18",26.030001
"116","2007-06-19",26.16
"117","2007-06-20",25.51
"118","2007-06-21",25.09
"119","2007-06-22",24.65
"120","2007-06-25",24.41
"121","2007-06-26",24.27
"122","2007-06-27",24.309999
"123","2007-06-28",24.82
"124","2007-06-29",24.32
"125","2007-07-02",24.719999
"126","2007-07-03",25.27
"127","2007-07-05",24.969999
"128","2007-07-06",25.139999
"129","2007-07-09",25.290001
"130","2007-07-10",24.950001
"131","2007-07-11",25.049999
"132","2007-07-12",25.32
"133","2007-07-13",25.32
"134","2007-07-16",25.01
"135","2007-07-17",25.34
"136","2007-07-18",24.75
"137","2007-07-19",24.82
"138","2007-07-20",24.49
"139","2007-07-23",24.15
"140","2007-07-24",23.389999
"141","2007-07-25",22.889999
"142","2007-07-26",21.709999
"143","2007-07-27",21.42
"144","2007-07-30",21.799999
"145","2007-07-31",20.940001
"146","2007-08-01",20.969999
"147","2007-08-02",21.25
"148","2007-08-03",19.99
"149","2007-08-06",20.530001
"150","2007-08-07",20.07
"151","2007-08-08",20.51
"152","2007-08-09",19.51
"153","2007-08-10",21.18
"154","2007-08-13",20.9
"155","2007-08-14",19.639999
"156","2007-08-15",19.290001
"157","2007-08-16",20.32
"158","2007-08-17",21.110001
"159","2007-08-20",21.219999
"160","2007-08-21",21.549999
"161","2007-08-22",21.809999
"162","2007-08-23",22.440001
"163","2007-08-24",22.91
"164","2007-08-27",22.43
"165","2007-08-28",21.58
"166","2007-08-29",22.290001
"167","2007-08-30",21.99
"168","2007-08-31",22.84
"169","2007-09-04",22.43
"170","2007-09-05",22.190001
"171","2007-09-06",21.6
"172","2007-09-07",20.690001
"173","2007-09-10",19.799999
"174","2007-09-11",19.99
"175","2007-09-12",19.700001
"176","2007-09-13",20.030001
"177","2007-09-14",20.08
"178","2007-09-17",19.559999
"179","2007-09-18",21
"180","2007-09-19",22.65
"181","2007-09-20",21.780001
"182","2007-09-21",21.57
"183","2007-09-24",20.82
"184","2007-09-25",19.780001
"185","2007-09-26",20.33
"186","2007-09-27",19.639999
"187","2007-09-28",19.4
"188","2007-10-01",20.17
"189","2007-10-02",20.309999
"190","2007-10-03",20.83
"191","2007-10-04",20.860001
"192","2007-10-05",22.4
"193","2007-10-08",21.34
"194","2007-10-09",21.219999
"195","2007-10-10",20.549999
"196","2007-10-11",20.809999
"197","2007-10-12",20.48
"198","2007-10-15",20.18
"199","2007-10-16",20.120001
"200","2007-10-17",20.25
