"","date","PEG"
"1","2007-01-03",33.334999
"2","2007-01-04",33.23
"3","2007-01-05",32.48
"4","2007-01-08",32.494999
"5","2007-01-09",33.185001
"6","2007-01-10",33
"7","2007-01-11",32.830002
"8","2007-01-12",32.73
"9","2007-01-16",32.924999
"10","2007-01-17",32.855
"11","2007-01-18",32.955002
"12","2007-01-19",33
"13","2007-01-22",33.009998
"14","2007-01-23",33.224998
"15","2007-01-24",33.610001
"16","2007-01-25",33.654999
"17","2007-01-26",33.700001
"18","2007-01-29",33.564999
"19","2007-01-30",33.834999
"20","2007-01-31",33.514999
"21","2007-02-01",33.605
"22","2007-02-02",34.064999
"23","2007-02-05",34.455002
"24","2007-02-06",34.779999
"25","2007-02-07",34.845001
"26","2007-02-08",35.215
"27","2007-02-09",35.544998
"28","2007-02-12",35.75
"29","2007-02-13",36.009998
"30","2007-02-14",36.77
"31","2007-02-15",36.549999
"32","2007-02-16",36.845001
"33","2007-02-20",37.23
"34","2007-02-21",37.305
"35","2007-02-22",37.470001
"36","2007-02-23",37.575001
"37","2007-02-26",38.349998
"38","2007-02-27",37.044998
"39","2007-02-28",37.450001
"40","2007-03-01",37.470001
"41","2007-03-02",36.935001
"42","2007-03-05",36.599998
"43","2007-03-06",36.970001
"44","2007-03-07",36.669998
"45","2007-03-08",36.810001
"46","2007-03-09",37.5
"47","2007-03-12",38.224998
"48","2007-03-13",38.02
"49","2007-03-14",38.505001
"50","2007-03-15",39.125
"51","2007-03-16",38.779999
"52","2007-03-19",38.959999
"53","2007-03-20",39.150002
"54","2007-03-21",39.865002
"55","2007-03-22",40.02
"56","2007-03-23",40.669998
"57","2007-03-26",41.279999
"58","2007-03-27",41.400002
"59","2007-03-28",41.419998
"60","2007-03-29",41.685001
"61","2007-03-30",41.52
"62","2007-04-02",42.865002
"63","2007-04-03",42.875
"64","2007-04-04",42.599998
"65","2007-04-05",42.575001
"66","2007-04-09",43.400002
"67","2007-04-10",43.674999
"68","2007-04-11",43.605
"69","2007-04-12",43.595001
"70","2007-04-13",43.380001
"71","2007-04-16",43.32
"72","2007-04-17",44.41
"73","2007-04-18",44.235001
"74","2007-04-19",44.200001
"75","2007-04-20",44.490002
"76","2007-04-23",44.884998
"77","2007-04-24",45.240002
"78","2007-04-25",45.255001
"79","2007-04-26",44.279999
"80","2007-04-27",43.715
"81","2007-04-30",43.224998
"82","2007-05-01",43.375
"83","2007-05-02",43.875
"84","2007-05-03",43.875
"85","2007-05-04",44.875
"86","2007-05-07",45.615002
"87","2007-05-08",45.080002
"88","2007-05-09",45.355
"89","2007-05-10",44.705002
"90","2007-05-11",44.985001
"91","2007-05-14",45.154999
"92","2007-05-15",45.900002
"93","2007-05-16",46.439999
"94","2007-05-17",45.564999
"95","2007-05-18",46.084999
"96","2007-05-21",45.919998
"97","2007-05-22",45.595001
"98","2007-05-23",44.205002
"99","2007-05-24",42.849998
"100","2007-05-25",43.195
"101","2007-05-29",43.465
"102","2007-05-30",44.134998
"103","2007-05-31",44.470001
"104","2007-06-01",44.404999
"105","2007-06-04",44.244999
"106","2007-06-05",43.544998
"107","2007-06-06",43.150002
"108","2007-06-07",41.215
"109","2007-06-08",41.645
"110","2007-06-11",42.490002
"111","2007-06-12",42.16
"112","2007-06-13",43.470001
"113","2007-06-14",43.869999
"114","2007-06-15",44.415001
"115","2007-06-18",44.165001
"116","2007-06-19",44.435001
"117","2007-06-20",43.174999
"118","2007-06-21",43.68
"119","2007-06-22",42.294998
"120","2007-06-25",42.625
"121","2007-06-26",42.794998
"122","2007-06-27",44.055
"123","2007-06-28",44
"124","2007-06-29",43.889999
"125","2007-07-02",45.630001
"126","2007-07-03",45.599998
"127","2007-07-05",45.240002
"128","2007-07-06",45.189999
"129","2007-07-09",45.98
"130","2007-07-10",44.845001
"131","2007-07-11",44.98
"132","2007-07-12",46.049999
"133","2007-07-13",46.25
"134","2007-07-16",44.599998
"135","2007-07-17",44.465
"136","2007-07-18",45.400002
"137","2007-07-19",46.279999
"138","2007-07-20",45.205002
"139","2007-07-23",45.59
"140","2007-07-24",43.599998
"141","2007-07-25",43.465
"142","2007-07-26",41.259998
"143","2007-07-27",40.709999
"144","2007-07-30",41.665001
"145","2007-07-31",43.075001
"146","2007-08-01",41.25
"147","2007-08-02",43.299999
"148","2007-08-03",41.195
"149","2007-08-06",43.240002
"150","2007-08-07",44.634998
"151","2007-08-08",44.400002
"152","2007-08-09",42.555
"153","2007-08-10",41.294998
"154","2007-08-13",42.950001
"155","2007-08-14",41.264999
"156","2007-08-15",40.535
"157","2007-08-16",40.25
"158","2007-08-17",42
"159","2007-08-20",42.665001
"160","2007-08-21",43.485001
"161","2007-08-22",43.209999
"162","2007-08-23",43.549999
"163","2007-08-24",43.825001
"164","2007-08-27",41.759998
"165","2007-08-28",40.875
"166","2007-08-29",42.935001
"167","2007-08-30",42.325001
"168","2007-08-31",42.494999
"169","2007-09-04",43.549999
"170","2007-09-05",42.564999
"171","2007-09-06",43.244999
"172","2007-09-07",41.654999
"173","2007-09-10",41.935001
"174","2007-09-11",42.82
"175","2007-09-12",42.549999
"176","2007-09-13",42.895
"177","2007-09-14",42.965
"178","2007-09-17",43.23
"179","2007-09-18",44.764999
"180","2007-09-19",44.880001
"181","2007-09-20",43.985001
"182","2007-09-21",44.514999
"183","2007-09-24",44.98
"184","2007-09-25",44.415001
"185","2007-09-26",44.775002
"186","2007-09-27",44.380001
"187","2007-09-28",43.994999
"188","2007-10-01",44.790001
"189","2007-10-02",44.5
"190","2007-10-03",44.139999
"191","2007-10-04",44.625
"192","2007-10-05",44.845001
"193","2007-10-08",44.744999
"194","2007-10-09",45.630001
"195","2007-10-10",45.355
"196","2007-10-11",45.345001
"197","2007-10-12",45.514999
"198","2007-10-15",45.080002
"199","2007-10-16",44.75
"200","2007-10-17",45.084999
"201","2007-10-18",45.044998
"202","2007-10-19",44.189999
"203","2007-10-22",44.185001
"204","2007-10-23",44.174999
"205","2007-10-24",44.650002
"206","2007-10-25",45.34
"207","2007-10-26",46.400002
"208","2007-10-29",46.709999
"209","2007-10-30",46.639999
"210","2007-10-31",47.799999
"211","2007-11-01",47.035
"212","2007-11-02",47.200001
"213","2007-11-05",47.060001
"214","2007-11-06",46.674999
