"","date","TLC"
"1","2018-11-21",5.8
"2","2018-11-23",6.1
"3","2018-11-26",6.13
"4","2018-11-27",6.38
"5","2018-11-28",6.5
"6","2018-11-29",6.31
"7","2018-11-30",5.97
"8","2018-12-03",6.17
"9","2018-12-04",6.17
"10","2018-12-06",6.17
"11","2018-12-07",6.22
"12","2018-12-10",6.01
"13","2018-12-11",6.1
"14","2018-12-12",5.92
"15","2018-12-13",5.9
"16","2018-12-14",5.9
"17","2018-12-17",5.9
"18","2018-12-18",5.87
"19","2018-12-19",5.85
"20","2018-12-20",6.01
"21","2018-12-21",6
"22","2018-12-24",5.02
"23","2018-12-26",5.49
"24","2018-12-27",5.5
"25","2018-12-28",5.5
"26","2018-12-31",5.5
"27","2019-01-02",6.1
"28","2019-01-03",5.9
"29","2019-01-04",5.95
"30","2019-01-07",7.29
"31","2019-01-08",7
"32","2019-01-09",7
"33","2019-01-10",7
"34","2019-01-11",6.4
"35","2019-01-14",6.3
"36","2019-01-15",6.6
"37","2019-01-16",6.31
"38","2019-01-17",7.14
"39","2019-01-18",7.23
"40","2019-01-22",6.6
"41","2019-01-23",6.92
"42","2019-01-24",6.42
"43","2019-01-25",6.4
"44","2019-01-28",6.61
"45","2019-01-29",6.35
"46","2019-01-30",6.6
"47","2019-01-31",6.08
"48","2019-02-01",5.96
"49","2019-02-04",5.84
"50","2019-02-05",5.8
"51","2019-02-06",5.9
"52","2019-02-07",6.47
"53","2019-02-08",6.24
"54","2019-02-11",6.24
"55","2019-02-12",6.04
"56","2019-02-13",6
"57","2019-02-14",5.93
"58","2019-02-15",6.21
"59","2019-02-19",5.98
"60","2019-02-20",5.94
"61","2019-02-21",5.91
"62","2019-02-22",6.01
"63","2019-02-25",5.98
"64","2019-02-26",5.95
"65","2019-02-27",6.23
"66","2019-02-28",6
"67","2019-03-01",6.05
"68","2019-03-04",5.95
"69","2019-03-05",5.88
"70","2019-03-06",5.84
"71","2019-03-07",5.83
"72","2019-03-08",5.82
"73","2019-03-11",5.97
"74","2019-03-12",5.83
"75","2019-03-13",5.82
"76","2019-03-14",5.93
"77","2019-03-15",5.85
"78","2019-03-18",5.82
"79","2019-03-19",5.78
"80","2019-03-20",6.03
"81","2019-03-21",5.9
"82","2019-03-22",5.83
"83","2019-03-25",5.8
"84","2019-03-26",5.83
"85","2019-03-27",5.8
"86","2019-03-28",5.83
"87","2019-03-29",5.83
"88","2019-04-01",5.85
"89","2019-04-02",5.8
"90","2019-04-03",5.83
"91","2019-04-04",5.8
"92","2019-04-05",5.82
"93","2019-04-08",5.85
"94","2019-04-09",5.8
"95","2019-04-10",5.81
"96","2019-04-11",5.83
"97","2019-04-12",5.83
"98","2019-04-15",5.83
"99","2019-04-16",5.83
"100","2019-04-17",5.93
"101","2019-04-18",5.83
"102","2019-04-22",6
"103","2019-04-23",5.81
"104","2019-04-24",5.85
"105","2019-04-25",5.76
"106","2019-04-26",5.76
"107","2019-04-29",5.82
"108","2019-04-30",5.81
"109","2019-05-01",5.8
"110","2019-05-02",5.88
"111","2019-05-03",5.8
"112","2019-05-06",5.8
"113","2019-05-07",5.72
"114","2019-05-08",5.8
"115","2019-05-09",5.7
"116","2019-05-10",5.61
"117","2019-05-13",5.28
"118","2019-05-14",5.31
"119","2019-05-15",5.31
"120","2019-05-16",5.33
"121","2019-05-17",5.31
"122","2019-05-20",5.3
"123","2019-05-21",5.45
"124","2019-05-22",5.4
"125","2019-05-23",5.43
"126","2019-05-24",5.36
"127","2019-05-28",5.62
"128","2019-05-29",5.55
"129","2019-05-30",5.46
"130","2019-05-31",5.4
"131","2019-06-03",5.4
"132","2019-06-04",5.4
"133","2019-06-05",5.8
"134","2019-06-06",5.35
"135","2019-06-07",5.45
"136","2019-06-10",5.5
"137","2019-06-11",5.55
"138","2019-06-12",5.36
"139","2019-06-13",5.65
"140","2019-06-14",5.5
"141","2019-06-17",5.47
"142","2019-06-18",5.5
"143","2019-06-19",5.4
"144","2019-06-20",5.3
"145","2019-06-21",5.25
"146","2019-06-24",5.3
"147","2019-06-25",5.4
"148","2019-06-26",5.4
"149","2019-06-27",5.3
"150","2019-06-28",5.3
"151","2019-07-01",5.36
"152","2019-07-02",5.46
"153","2019-07-03",5.05
"154","2019-07-05",5.07
"155","2019-07-08",5.07
"156","2019-07-09",5.3
"157","2019-07-10",5.1
"158","2019-07-11",5.27
"159","2019-07-12",5.06
"160","2019-07-15",5.15
"161","2019-07-16",5.2
"162","2019-07-17",5.2
"163","2019-07-18",5.06
"164","2019-07-19",5.1
"165","2019-07-22",5.21
"166","2019-07-23",5.28
"167","2019-07-24",5.1
"168","2019-07-25",5.1
"169","2019-07-26",5.21
"170","2019-07-29",5.2
"171","2019-07-30",5.16
"172","2019-07-31",5.15
"173","2019-08-01",5.15
"174","2019-08-02",5.15
"175","2019-08-05",5.22
"176","2019-08-06",5.22
"177","2019-08-07",5.15
"178","2019-08-08",5.15
"179","2019-08-09",5.06
"180","2019-08-12",5.06
"181","2019-08-13",5.02
"182","2019-08-14",5.02
"183","2019-08-15",5.48
"184","2019-08-16",5.18
"185","2019-08-19",5.37
"186","2019-08-20",5.37
"187","2019-08-21",5.46
"188","2019-08-22",5.46
"189","2019-08-23",5.39
"190","2019-08-26",5.25
"191","2019-08-27",5.3
"192","2019-08-28",5.15
"193","2019-08-29",5.08
"194","2019-08-30",5.1
"195","2019-09-03",5.06
"196","2019-09-04",5.06
"197","2019-09-05",5.06
"198","2019-09-06",5.32
"199","2019-09-09",5.17
"200","2019-09-10",5
"201","2019-09-11",5
"202","2019-09-12",5
"203","2019-09-13",5
"204","2019-09-16",5.06
"205","2019-09-17",5.01
"206","2019-09-18",5.01
"207","2019-09-19",5.01
"208","2019-09-20",5.01
"209","2019-09-23",5.01
"210","2019-09-24",5.27
"211","2019-09-25",5.1
"212","2019-09-26",5.1
"213","2019-09-27",5.32
"214","2019-09-30",5.2
"215","2019-10-01",5.32
"216","2019-10-02",5.32
"217","2019-10-03",5.17
"218","2019-10-04",5.2
"219","2019-10-07",5.16
"220","2019-10-08",4.99
"221","2019-10-09",5.45
"222","2019-10-10",5
"223","2019-10-11",5.01
"224","2019-10-14",5.27
"225","2019-10-15",5.25
"226","2019-10-16",5
"227","2019-10-17",4.96
"228","2019-10-18",5.25
"229","2019-10-21",5.25
"230","2019-10-22",5.25
"231","2019-10-23",5.25
"232","2019-10-24",5.1
"233","2019-10-25",5
"234","2019-10-28",5
"235","2019-10-29",5
"236","2019-10-30",5.08
"237","2019-10-31",5.03
"238","2019-11-01",4.61
"239","2019-11-04",4.94
"240","2019-11-05",4.72
"241","2019-11-06",5
"242","2019-11-07",5.29
"243","2019-11-08",5.19
"244","2019-11-11",4.99
"245","2019-11-12",5.1
"246","2019-11-13",5
"247","2019-11-14",5.07
"248","2019-11-15",5.08
"249","2019-11-18",5.08
"250","2019-11-19",5.05
"251","2019-11-20",5
"252","2019-11-21",5.08
"253","2019-11-22",5.08
"254","2019-11-25",5.04
"255","2019-11-26",5.03
"256","2019-11-27",5.08
"257","2019-11-29",5.08
"258","2019-12-02",4.99
"259","2019-12-03",4.99
"260","2019-12-04",5
"261","2019-12-05",4.99
"262","2019-12-06",5.04
"263","2019-12-09",5.21
"264","2019-12-10",5.3
"265","2019-12-11",5.55
"266","2019-12-12",5.45
"267","2019-12-13",5.46
"268","2019-12-16",6.41
"269","2019-12-17",5.52
"270","2019-12-18",5.23
"271","2019-12-19",5.3
"272","2019-12-20",5.7
"273","2019-12-23",5.6
"274","2019-12-24",5.45
"275","2019-12-26",5.51
"276","2019-12-27",5.45
"277","2019-12-30",5.42
"278","2019-12-31",5.38
"279","2020-01-02",5.49
"280","2020-01-03",5.49
"281","2020-01-06",5.49
"282","2020-01-07",5.4
"283","2020-01-08",5.25
"284","2020-01-09",5.25
"285","2020-01-10",5.4
"286","2020-01-13",5.71
"287","2020-01-14",5.44
"288","2020-01-15",5.3
"289","2020-01-16",5.3
"290","2020-01-17",5.3
"291","2020-01-21",5.69
"292","2020-01-22",5.66
"293","2020-01-23",5.33
"294","2020-01-24",5.5
"295","2020-01-27",5.3
"296","2020-01-28",5.3
"297","2020-01-29",5.1
"298","2020-01-30",5.02
"299","2020-01-31",5.02
"300","2020-02-03",5.06
"301","2020-02-04",5.11
"302","2020-02-05",5.11
"303","2020-02-06",5.11
"304","2020-02-07",5.59
"305","2020-02-10",5.59
"306","2020-02-11",5.59
"307","2020-02-12",5.59
"308","2020-02-13",5.23
"309","2020-02-14",5.4
"310","2020-02-18",5.15
"311","2020-02-19",5.18
"312","2020-02-20",5.19
"313","2020-02-21",5.25
"314","2020-02-24",5.22
"315","2020-02-25",5.13
"316","2020-02-26",5.02
"317","2020-02-27",5
"318","2020-02-28",5.12
"319","2020-03-02",4.72
"320","2020-03-03",4.7
"321","2020-03-04",4.71
"322","2020-03-05",4.71
"323","2020-03-06",4.71
"324","2020-03-09",4.65
"325","2020-03-10",4.45
"326","2020-03-11",3.85
"327","2020-03-12",3.3
"328","2020-03-13",3.03
"329","2020-03-16",3
"330","2020-03-17",3.57
"331","2020-03-18",3.25
"332","2020-03-19",3.5
"333","2020-03-20",3.97
"334","2020-03-23",3.77
"335","2020-03-24",3.89
"336","2020-03-25",3.95
"337","2020-03-26",3.45
"338","2020-03-27",3.74
"339","2020-03-30",3.7
"340","2020-03-31",3.7
"341","2020-04-01",3.4
"342","2020-04-02",3.58
"343","2020-04-03",3.68
"344","2020-04-06",3.66
"345","2020-04-07",3.69
"346","2020-04-08",3.7
"347","2020-04-09",3.7
"348","2020-04-13",4.01
"349","2020-04-14",3.9
"350","2020-04-15",4.01
"351","2020-04-16",4.2
"352","2020-04-17",4.09
"353","2020-04-20",4.1
"354","2020-04-21",4.1
"355","2020-04-22",4.1
"356","2020-04-23",4.03
"357","2020-04-24",4.25
"358","2020-04-27",5.5
"359","2020-04-28",5.02
"360","2020-04-29",5.05
"361","2020-04-30",5
"362","2020-05-01",4.41
"363","2020-05-04",4.35
"364","2020-05-05",5.2
"365","2020-05-06",5.18
"366","2020-05-07",5.21
"367","2020-05-08",5.15
"368","2020-05-11",4.99
"369","2020-05-12",5.2
"370","2020-05-13",4.92
"371","2020-05-14",5.05
"372","2020-05-15",4.99
"373","2020-05-18",4.88
"374","2020-05-19",4.93
"375","2020-05-20",5.11
"376","2020-05-21",4.97
"377","2020-05-22",5.24
"378","2020-05-26",4.85
"379","2020-05-27",4.9
"380","2020-05-28",5.08
"381","2020-05-29",4.91
"382","2020-06-01",5.39
"383","2020-06-02",5.04
"384","2020-06-03",4.79
"385","2020-06-04",5
"386","2020-06-05",4.86
"387","2020-06-08",4.89
"388","2020-06-09",4.9
"389","2020-06-10",4.8
"390","2020-06-11",4.9
"391","2020-06-12",4.97
"392","2020-06-15",4.94
"393","2020-06-16",5.1
"394","2020-06-17",5
"395","2020-06-18",5.5
"396","2020-06-19",5.41
"397","2020-06-22",5.65
"398","2020-06-23",5.85
"399","2020-06-24",6.47
"400","2020-06-25",6.2
"401","2020-06-26",6.18
"402","2020-06-29",6
"403","2020-06-30",6.06
"404","2020-07-01",5.85
"405","2020-07-02",5.8
"406","2020-07-06",6.13
"407","2020-07-07",5.92
"408","2020-07-08",6.31
"409","2020-07-09",6.89
"410","2020-07-10",6.5
"411","2020-07-13",6.4
"412","2020-07-14",6.23
"413","2020-07-15",8.5
"414","2020-07-16",7.13
"415","2020-07-17",6.09
"416","2020-07-20",5.99
"417","2020-07-21",5.9
"418","2020-07-22",5.75
"419","2020-07-23",5.52
"420","2020-07-24",5.52
"421","2020-07-27",5.4
"422","2020-07-28",5.45
"423","2020-07-29",5.47
"424","2020-07-30",5.45
"425","2020-07-31",5.31
"426","2020-08-03",5.35
"427","2020-08-04",5.32
"428","2020-08-05",5.25
"429","2020-08-06",5.23
"430","2020-08-07",5.25
"431","2020-08-10",5.24
"432","2020-08-11",5.22
"433","2020-08-12",5.17
"434","2020-08-13",5.11
"435","2020-08-14",7.12
"436","2020-08-17",6.7
"437","2020-08-18",6
"438","2020-08-19",5.9
"439","2020-08-20",5.34
"440","2020-08-21",5.11
"441","2020-08-24",4.79
"442","2020-08-25",4.85
"443","2020-08-26",4.82
"444","2020-08-27",4.83
"445","2020-08-28",4.86
"446","2020-08-31",4.78
"447","2020-09-01",4.66
"448","2020-09-02",4.55
"449","2020-09-03",4.59
"450","2020-09-04",4.5
"451","2020-09-08",4.49
"452","2020-09-09",4.44
"453","2020-09-10",4.44
"454","2020-09-11",4.43
"455","2020-09-14",4.46
"456","2020-09-15",4.43
"457","2020-09-16",4.35
"458","2020-09-17",4.33
"459","2020-09-18",4.44
"460","2020-09-21",4.73
"461","2020-09-22",5.19
"462","2020-09-23",4.72
"463","2020-09-24",4.7
"464","2020-09-25",4.57
"465","2020-09-28",4.55
"466","2020-09-29",4.55
"467","2020-09-30",4.45
"468","2020-10-01",4.48
"469","2020-10-02",4.39
"470","2020-10-05",4.45
"471","2020-10-06",4.4
"472","2020-10-07",5.94
"473","2020-10-08",4.83
"474","2020-10-09",4.74
"475","2020-10-12",4.66
"476","2020-10-13",4.61
"477","2020-10-14",4.85
"478","2020-10-15",4.74
"479","2020-10-16",4.79
"480","2020-10-19",4.76
"481","2020-10-20",4.8
"482","2020-10-21",4.77
"483","2020-10-22",4.74
"484","2020-10-23",4.69
"485","2020-10-26",4.67
"486","2020-10-27",4.69
"487","2020-10-28",4.63
"488","2020-10-29",4.59
"489","2020-10-30",4.42
"490","2020-11-02",4.63
"491","2020-11-03",4.7
"492","2020-11-04",4.64
"493","2020-11-05",4.58
"494","2020-11-06",4.56
"495","2020-11-09",4.46
"496","2020-11-10",4.43
"497","2020-11-11",4.49
"498","2020-11-12",4.4
"499","2020-11-13",4.41
"500","2020-11-16",4.36
"501","2020-11-17",4.33
"502","2020-11-18",4.33
"503","2020-11-19",4.38
"504","2020-11-20",4.34
"505","2020-11-23",4.3
"506","2020-11-24",4.29
"507","2020-11-25",4.35
"508","2020-11-27",4.43
