"","date","LMRK"
"113","2015-04-29",17.9
"114","2015-04-30",18.24
"115","2015-05-01",17.860001
"116","2015-05-04",18.129999
"117","2015-05-05",17.790001
"118","2015-05-06",17.860001
"119","2015-05-07",18.24
"120","2015-05-08",17.860001
"121","2015-05-11",17.65
"122","2015-05-12",17.049999
"123","2015-05-13",17.07
"124","2015-05-14",16.75
"125","2015-05-15",16.309999
"126","2015-05-18",16.75
"127","2015-05-19",16.709999
"128","2015-05-20",16.75
"129","2015-05-21",16.790001
"130","2015-05-22",16.780001
"131","2015-05-26",16.780001
"132","2015-05-27",16.66
"133","2015-05-28",16.98
"134","2015-05-29",16.65
"135","2015-06-01",16.65
"136","2015-06-02",16.549999
"137","2015-06-03",16.549999
"138","2015-06-04",16.549999
"139","2015-06-05",16.5
"140","2015-06-08",16.73
"141","2015-06-09",16.59
"142","2015-06-10",16.65
"143","2015-06-11",16.700001
"144","2015-06-12",16.35
"145","2015-06-15",16.26
"146","2015-06-16",16.24
"147","2015-06-17",16.51
"148","2015-06-18",16.5
"149","2015-06-19",16.58
"150","2015-06-22",16.559999
"151","2015-06-23",16.5
"152","2015-06-24",16.450001
"153","2015-06-25",16.629999
"154","2015-06-26",16.52
"155","2015-06-29",15.8
"156","2015-06-30",16.139999
"157","2015-07-01",15.89
"158","2015-07-02",15.66
"159","2015-07-06",15.4
"160","2015-07-07",14
"161","2015-07-08",15.1
"162","2015-07-09",15.08
"163","2015-07-10",14.92
"164","2015-07-13",15.18
"165","2015-07-14",14.86
"166","2015-07-15",15.48
"167","2015-07-16",14.68
"168","2015-07-17",15
"169","2015-07-20",14.7
"170","2015-07-21",14.62
"171","2015-07-22",15.02
"172","2015-07-23",15.34
"173","2015-07-24",15.02
"174","2015-07-27",15.24
"175","2015-07-28",14.88
"176","2015-07-29",15.95
"177","2015-07-30",15.19
"178","2015-07-31",15.03
"179","2015-08-03",15.02
"180","2015-08-04",15.7
"181","2015-08-05",15.44
"182","2015-08-06",15.69
"183","2015-08-07",15.53
"184","2015-08-10",15.86
"185","2015-08-11",15.92
"186","2015-08-12",15.51
"187","2015-08-13",15.83
"188","2015-08-14",15.6
"189","2015-08-17",15.61
"190","2015-08-18",15.4
"191","2015-08-19",15.525
"192","2015-08-20",15.55
"193","2015-08-21",15.21
"194","2015-08-24",15.2
"195","2015-08-25",15.13
"196","2015-08-26",14.75
"197","2015-08-27",15.51
"198","2015-08-28",15.24
"199","2015-08-31",15.52
"200","2015-09-01",15.59
"201","2015-09-02",15.53
"202","2015-09-03",15.43
"203","2015-09-04",15.45
"204","2015-09-08",15.51
"205","2015-09-09",15.5
"206","2015-09-10",14.75
"207","2015-09-11",15.2
"208","2015-09-14",15.05
"209","2015-09-15",14.86
"210","2015-09-16",14.77
"211","2015-09-17",14.98
"212","2015-09-18",14.84
"213","2015-09-21",15.46
"214","2015-09-22",15.82
"215","2015-09-23",15.8
"216","2015-09-24",15.72
"217","2015-09-25",15.54
"218","2015-09-28",15.4
"219","2015-09-29",15.17
"220","2015-09-30",14.88
"221","2015-10-01",15.18
"222","2015-10-02",15.88
"223","2015-10-05",15.74
"224","2015-10-06",15.12
"225","2015-10-07",14.76
"226","2015-10-08",16.07
"227","2015-10-09",15.69
"228","2015-10-12",15.99
"229","2015-10-13",15.67
"230","2015-10-14",15.4
"231","2015-10-15",15.68
"232","2015-10-16",16.049999
"233","2015-10-19",15.75
"234","2015-10-20",15.9
"235","2015-10-21",15.65
"236","2015-10-22",15.86
"237","2015-10-23",15.83
"238","2015-10-26",15.8
"239","2015-10-27",16
"240","2015-10-28",15.86
"241","2015-10-29",15.37
"242","2015-10-30",15.21
"243","2015-11-02",15.3
"244","2015-11-03",15.26
"245","2015-11-04",14.88
"246","2015-11-05",15.32
"247","2015-11-06",14.96
"248","2015-11-09",15.14
"249","2015-11-10",15
"250","2015-11-11",14.91
"251","2015-11-12",14.76
"252","2015-11-13",14.68
"253","2015-11-16",14.95
"254","2015-11-17",14.86
"255","2015-11-18",15.266
"256","2015-11-19",15.75
"257","2015-11-20",15.75
"258","2015-11-23",15.78
"259","2015-11-24",15.585
"260","2015-11-25",15.175
"261","2015-11-27",14.87
"262","2015-11-30",14.6
"263","2015-12-01",14.82
"264","2015-12-02",14.7
"265","2015-12-03",14.35
"266","2015-12-04",14.1
"267","2015-12-07",14.12
"268","2015-12-08",13.94
"269","2015-12-09",13.86
"270","2015-12-10",13.76
"271","2015-12-11",13.4
"272","2015-12-14",13.14
"273","2015-12-15",13.28
"274","2015-12-16",13.4
"275","2015-12-17",13.3
"276","2015-12-18",13.67
"277","2015-12-21",13.68
"278","2015-12-22",14.06
"279","2015-12-23",14.47
"280","2015-12-24",14.33
"281","2015-12-28",14.81
"282","2015-12-29",14.44
"283","2015-12-30",13.74
"284","2015-12-31",14.64
"285","2016-01-04",14.23
"286","2016-01-05",14.78
"287","2016-01-06",14.68
"288","2016-01-07",14.3
"289","2016-01-08",14.01
"290","2016-01-11",13.99
"291","2016-01-12",13.45
"292","2016-01-13",13.72
"293","2016-01-14",13.23
"294","2016-01-15",13.21
"295","2016-01-19",13.15
"296","2016-01-20",13.27
"297","2016-01-21",12.2
"298","2016-01-22",12.95
"299","2016-01-25",12.93
"300","2016-01-26",13.01
"301","2016-01-27",13.35
"302","2016-01-28",13.59
"303","2016-01-29",13.42
"304","2016-02-01",13.39
"305","2016-02-02",13.66
"306","2016-02-03",13.74
"307","2016-02-04",14.77
"308","2016-02-05",14.02
"309","2016-02-08",13.78
"310","2016-02-09",13.76
"311","2016-02-10",13.44
"312","2016-02-11",14.95
"313","2016-02-12",13.93
"314","2016-02-16",14.85
"315","2016-02-17",14.7
"316","2016-02-18",15.03
"317","2016-02-19",14.78
"318","2016-02-22",14.76
"319","2016-02-23",14.75
"320","2016-02-24",14.45
"321","2016-02-25",14.43
"322","2016-02-26",14.15
"323","2016-02-29",14.23
"324","2016-03-01",14.2
"325","2016-03-02",14.34
"326","2016-03-03",14.96
"327","2016-03-04",14.81
"328","2016-03-07",14.99
"329","2016-03-08",14.86
"330","2016-03-09",14.95
"331","2016-03-10",14.82
"332","2016-03-11",15.23
"333","2016-03-14",15.1
"334","2016-03-15",14.92
"335","2016-03-16",14.88
"336","2016-03-17",14.909
"337","2016-03-18",14.66
"338","2016-03-21",14.65
"339","2016-03-22",14.62
"340","2016-03-23",14.46
"341","2016-03-24",14.54
"342","2016-03-28",14.64
"343","2016-03-29",14.61
"344","2016-03-30",14.74
"345","2016-03-31",15.04
"346","2016-04-01",15.16
"347","2016-04-04",15.09
"348","2016-04-05",15.21
"349","2016-04-06",15.58
"350","2016-04-07",15.5
"351","2016-04-08",15.54
"352","2016-04-11",15.5
"353","2016-04-12",15.33
"354","2016-04-13",15.456
"355","2016-04-14",15.5
"356","2016-04-15",15.15
"357","2016-04-18",15.11
"358","2016-04-19",15.21
"359","2016-04-20",14.88
"360","2016-04-21",14.88
"361","2016-04-22",15.2
"362","2016-04-25",15.33
"363","2016-04-26",15.26
"364","2016-04-27",15.83
"365","2016-04-28",15.9
"366","2016-04-29",15.17
"367","2016-05-02",15.1
"368","2016-05-03",15.11
"369","2016-05-04",14.9
"370","2016-05-05",14.83
"371","2016-05-06",14.92
"372","2016-05-09",15.14
"373","2016-05-10",15.255
"374","2016-05-11",15.26
"375","2016-05-12",15.35
"376","2016-05-13",15.38
"377","2016-05-16",15.74
"378","2016-05-17",15.39
"379","2016-05-18",15.76
"380","2016-05-19",15.53
"381","2016-05-20",15.71
"382","2016-05-23",15.76
"383","2016-05-24",15.82
"384","2016-05-25",15.88
"385","2016-05-26",15.31
"386","2016-05-27",15.29
"387","2016-05-31",15.2
"388","2016-06-01",15.25
"389","2016-06-02",15.36
"390","2016-06-03",15.06
"391","2016-06-06",15.28
"392","2016-06-07",15.48
"393","2016-06-08",15.52
"394","2016-06-09",15.79
"395","2016-06-10",16
"396","2016-06-13",16.42
"397","2016-06-14",16.200001
"398","2016-06-15",16.110001
"399","2016-06-16",16.049999
"400","2016-06-17",16.049999
"401","2016-06-20",16.200001
"402","2016-06-21",16.309999
"403","2016-06-22",16.33
"404","2016-06-23",16.120001
"405","2016-06-24",15.95
"406","2016-06-27",15.85
"407","2016-06-28",15.85
"408","2016-06-29",16.24
"409","2016-06-30",16.459999
"410","2016-07-01",16.299999
"411","2016-07-05",16.23
"412","2016-07-06",16.25
"413","2016-07-07",16.309999
"414","2016-07-08",16.280001
"415","2016-07-11",16.309999
"416","2016-07-12",16.34
"417","2016-07-13",16.34
"418","2016-07-14",16.370001
"419","2016-07-15",16.98
"420","2016-07-18",16.83
"421","2016-07-19",16.879999
"422","2016-07-20",16.889999
"423","2016-07-21",16.51
"424","2016-07-22",16.58
"425","2016-07-25",16.799999
"426","2016-07-26",17.030001
"427","2016-07-27",16.950001
"428","2016-07-28",17.129999
"429","2016-07-29",17.889999
"430","2016-08-01",17.625
"431","2016-08-02",17.51
"432","2016-08-03",18.200001
"433","2016-08-04",17.809999
"434","2016-08-05",17.469999
"435","2016-08-08",17.15
"436","2016-08-09",17.450001
"437","2016-08-10",17.209999
"438","2016-08-11",17.209999
"439","2016-08-12",17.57
"440","2016-08-15",17.67
"441","2016-08-16",18
"442","2016-08-17",17.85
"443","2016-08-18",17.9
"444","2016-08-19",18
"445","2016-08-22",18.02
"446","2016-08-23",18.1
"447","2016-08-24",18
"448","2016-08-25",18.09
"449","2016-08-26",18.055
"450","2016-08-29",18
"451","2016-08-30",17.950001
"452","2016-08-31",18.200001
"453","2016-09-01",18.190001
"454","2016-09-02",18.18
"455","2016-09-06",18.299999
"456","2016-09-07",18.32
"457","2016-09-08",18.42
"458","2016-09-09",18.440001
"459","2016-09-12",18.389999
"460","2016-09-13",18.1
"461","2016-09-14",18.1
"462","2016-09-15",18.01
"463","2016-09-16",18.09
"464","2016-09-19",18.1
"465","2016-09-20",18.07
"466","2016-09-21",17.66
"467","2016-09-22",17.870001
"468","2016-09-23",17.75
"469","2016-09-26",17.950001
"470","2016-09-27",17.629999
"471","2016-09-28",17.698
"472","2016-09-29",17.700001
"473","2016-09-30",17.559999
"474","2016-10-03",17.405001
"475","2016-10-04",17.299999
"476","2016-10-05",17.200001
"477","2016-10-06",17.110001
"478","2016-10-07",17.120001
"479","2016-10-10",17.23
"480","2016-10-11",17.24
"481","2016-10-12",17.35
"482","2016-10-13",17.15
"483","2016-10-14",16.4
"484","2016-10-17",16.75
"485","2016-10-18",17.049999
"486","2016-10-19",17.08
"487","2016-10-20",17
"488","2016-10-21",17
"489","2016-10-24",17.09
"490","2016-10-25",16.959999
"491","2016-10-26",16.799999
"492","2016-10-27",17.02
"493","2016-10-28",16.92
"494","2016-10-31",16.549999
"495","2016-11-01",16.15
"496","2016-11-02",15.65
"497","2016-11-03",14.8
"498","2016-11-04",15.05
"499","2016-11-07",15
"500","2016-11-08",14.8
"501","2016-11-09",15.3
"502","2016-11-10",14.6
"503","2016-11-11",14.5
"504","2016-11-14",14.85
"505","2016-11-15",14.65
"506","2016-11-16",14.8
"507","2016-11-17",14.7
"508","2016-11-18",15
"509","2016-11-21",14.9
"510","2016-11-22",15.15
"511","2016-11-23",14.9
"512","2016-11-25",15.1
"513","2016-11-28",15.1
"514","2016-11-29",15.2
"515","2016-11-30",14.65
"516","2016-12-01",14
"517","2016-12-02",14.2
"518","2016-12-05",14.2
"519","2016-12-06",14.4
"520","2016-12-07",14.069
"521","2016-12-08",13.5
"522","2016-12-09",13.85
"523","2016-12-12",13.95
"524","2016-12-13",14.9
"525","2016-12-14",14.9
"526","2016-12-15",14.95
"527","2016-12-16",14.4
"528","2016-12-19",14.55
"529","2016-12-20",14.75
"530","2016-12-21",14.8
"531","2016-12-22",14.9
"532","2016-12-23",15.15
"533","2016-12-27",15.475
"534","2016-12-28",15.6
"535","2016-12-29",15.5
"536","2016-12-30",15.25
"537","2017-01-03",15.45
"538","2017-01-04",15.85
"539","2017-01-05",15.75
"540","2017-01-06",15.8
"541","2017-01-09",15.69
"542","2017-01-10",15.6
"543","2017-01-11",15.65
"544","2017-01-12",15.55
"545","2017-01-13",15.45
"546","2017-01-17",15.1
"547","2017-01-18",15.3
"548","2017-01-19",15.25
"549","2017-01-20",15.6
"550","2017-01-23",15.6
"551","2017-01-24",15.55
"552","2017-01-25",15.4
"553","2017-01-26",15.85
"554","2017-01-27",15.75
"555","2017-01-30",15.55
"556","2017-01-31",15.45
"557","2017-02-01",15.7
"558","2017-02-02",15.85
"559","2017-02-03",15.8
"560","2017-02-06",16
"561","2017-02-07",15.7
"562","2017-02-08",15.6
"563","2017-02-09",15.7
"564","2017-02-10",15.65
"565","2017-02-13",15.7
"566","2017-02-14",15.85
"567","2017-02-15",15.75
"568","2017-02-16",15.6
"569","2017-02-17",15.5
"570","2017-02-21",15.4
"571","2017-02-22",15.4
"572","2017-02-23",15.5
"573","2017-02-24",15.4
"574","2017-02-27",15.4
"575","2017-02-28",15.3
"576","2017-03-01",15.1
"577","2017-03-02",15.15
"578","2017-03-03",14.75
"579","2017-03-06",14.65
"580","2017-03-07",14.6
"581","2017-03-08",14.6
"582","2017-03-09",14.5
"583","2017-03-10",15
"584","2017-03-13",15.1
"585","2017-03-14",15.2
"586","2017-03-15",15.1
"587","2017-03-16",15.35
"588","2017-03-17",15.15
"589","2017-03-20",15
"590","2017-03-21",14.95
"591","2017-03-22",14.75
"592","2017-03-23",14.85
"593","2017-03-24",15.05
"594","2017-03-27",15.2
"595","2017-03-28",15.2
"596","2017-03-29",15
"597","2017-03-30",15
"598","2017-03-31",14.95
"599","2017-04-03",15.25
"600","2017-04-04",15.2
"601","2017-04-05",15.05
"602","2017-04-06",15.35
"603","2017-04-07",15.4
"604","2017-04-10",15.4
"605","2017-04-11",15.45
"606","2017-04-12",15.45
"607","2017-04-13",15.5
"608","2017-04-17",15.55
"609","2017-04-18",15.5
"610","2017-04-19",15.65
"611","2017-04-20",15.55
"612","2017-04-21",15.85
"613","2017-04-24",15.95
"614","2017-04-25",15.925
"615","2017-04-26",16
"616","2017-04-27",15.75
"617","2017-04-28",15.6
"618","2017-05-01",15.65
"619","2017-05-02",15.85
"620","2017-05-03",15.6
"621","2017-05-04",15.6
"622","2017-05-05",15.6
"623","2017-05-08",15.7
"624","2017-05-09",15.5
"625","2017-05-10",15.55
"626","2017-05-11",15.35
"627","2017-05-12",15.65
"628","2017-05-15",15.55
"629","2017-05-16",15.45
"630","2017-05-17",15.5
"631","2017-05-18",15.35
"632","2017-05-19",15.6
"633","2017-05-22",15.8
"634","2017-05-23",15.9
"635","2017-05-24",15.7
"636","2017-05-25",15.65
"637","2017-05-26",15.7
"638","2017-05-30",15.8
"639","2017-05-31",15.75
"640","2017-06-01",15.9
"641","2017-06-02",15.65
"642","2017-06-05",15.8
"643","2017-06-06",15.7
"644","2017-06-07",15.95
"645","2017-06-08",16.049999
"646","2017-06-09",16.200001
"647","2017-06-12",16.15
"648","2017-06-13",16
"649","2017-06-14",15.85
"650","2017-06-15",15.95
"651","2017-06-16",15.85
"652","2017-06-19",15.95
"653","2017-06-20",15.9
"654","2017-06-21",16
"655","2017-06-22",15.9
"656","2017-06-23",16.25
"657","2017-06-26",16
"658","2017-06-27",16.049999
"659","2017-06-28",16
"660","2017-06-29",15.95
"661","2017-06-30",16
"662","2017-07-03",16.299999
"663","2017-07-05",16.200001
"664","2017-07-06",16.200001
"665","2017-07-07",16.200001
"666","2017-07-10",16.25
"667","2017-07-11",16.15
"668","2017-07-12",16.450001
"669","2017-07-13",16.450001
"670","2017-07-14",16.6
"671","2017-07-17",16.450001
"672","2017-07-18",16.950001
"673","2017-07-19",17.15
"674","2017-07-20",17.549999
"675","2017-07-21",17.75
"676","2017-07-24",17.6
"677","2017-07-25",17.25
"678","2017-07-26",17.450001
"679","2017-07-27",17.6
"680","2017-07-28",16.799999
"681","2017-07-31",16.799999
"682","2017-08-01",17.049999
"683","2017-08-02",16.950001
"684","2017-08-03",17.049999
"685","2017-08-04",17
"686","2017-08-07",17.15
"687","2017-08-08",16.85
"688","2017-08-09",16.799999
"689","2017-08-10",16.4
"690","2017-08-11",16.450001
"691","2017-08-14",16.85
"692","2017-08-15",16.799999
"693","2017-08-16",16.65
"694","2017-08-17",16.549999
"695","2017-08-18",16.5
"696","2017-08-21",16.700001
"697","2017-08-22",16.700001
"698","2017-08-23",16.75
"699","2017-08-24",16.5
"700","2017-08-25",16.9
"701","2017-08-28",16.700001
"702","2017-08-29",16.549999
"703","2017-08-30",16.6
"704","2017-08-31",16.549999
"705","2017-09-01",16.85
"706","2017-09-05",16.65
"707","2017-09-06",16.65
"708","2017-09-07",16.65
"709","2017-09-08",16.6
"710","2017-09-11",16.9
"711","2017-09-12",16.799999
"712","2017-09-13",16.75
"713","2017-09-14",16.6
"714","2017-09-15",16.6
"715","2017-09-18",16.65
"716","2017-09-19",16.700001
"717","2017-09-20",16.75
"718","2017-09-21",16.700001
"719","2017-09-22",16.799999
"720","2017-09-25",17.040001
"721","2017-09-26",17
"722","2017-09-27",17
"723","2017-09-28",16.950001
"724","2017-09-29",16.950001
"725","2017-10-02",17
"726","2017-10-03",16.950001
"727","2017-10-04",16.85
"728","2017-10-05",16.9
"729","2017-10-06",16.924999
"730","2017-10-09",17.200001
"731","2017-10-10",17.5
"732","2017-10-11",17.549999
"733","2017-10-12",17.700001
"734","2017-10-13",17.65
"735","2017-10-16",17.6
"736","2017-10-17",17.65
"737","2017-10-18",17.65
"738","2017-10-19",17.6
"739","2017-10-20",17.4
"740","2017-10-23",17.5
"741","2017-10-24",17.450001
"742","2017-10-25",17.450001
"743","2017-10-26",17.25
"744","2017-10-27",17.299999
"745","2017-10-30",17.65
"746","2017-10-31",17.575001
"747","2017-11-01",17.950001
"748","2017-11-02",17.700001
"749","2017-11-03",17.450001
"750","2017-11-06",17.35
"751","2017-11-07",17.6
"752","2017-11-08",17.35
"753","2017-11-09",17.35
"754","2017-11-10",17.1
"755","2017-11-13",17.1
"756","2017-11-14",17.049999
"757","2017-11-15",16.950001
"758","2017-11-16",16.85
"759","2017-11-17",17.1
"760","2017-11-20",17.049999
"761","2017-11-21",16.9
"762","2017-11-22",17
"763","2017-11-24",17.049999
"764","2017-11-27",17.1
"765","2017-11-28",17.049999
"766","2017-11-29",17.049999
"767","2017-11-30",16.799999
"768","2017-12-01",16.85
"769","2017-12-04",16.799999
"770","2017-12-05",16.950001
"771","2017-12-06",16.85
"772","2017-12-07",17.25
"773","2017-12-08",17.35
"774","2017-12-11",17.6
"775","2017-12-12",17.6
"776","2017-12-13",17.6
"777","2017-12-14",18.049999
"778","2017-12-15",18.4
"779","2017-12-18",18.1
"780","2017-12-19",17.5
"781","2017-12-20",17.75
"782","2017-12-21",17.700001
"783","2017-12-22",18.1
"784","2017-12-26",18.15
"785","2017-12-27",18.1
"786","2017-12-28",18.450001
"787","2017-12-29",18.1
"788","2018-01-02",18.299999
"789","2018-01-03",18.15
"790","2018-01-04",18.4
"791","2018-01-05",18.75
"792","2018-01-08",18.299999
"793","2018-01-09",18
"794","2018-01-10",18.049999
"795","2018-01-11",18
"796","2018-01-12",18.200001
"797","2018-01-16",18
"798","2018-01-17",18.049999
"799","2018-01-18",18.15
"800","2018-01-19",18.049999
"801","2018-01-22",17.950001
"802","2018-01-23",18.200001
"803","2018-01-24",18.15
"804","2018-01-25",18
"805","2018-01-26",18.25
"806","2018-01-29",18.1
"807","2018-01-30",18
"808","2018-01-31",18.1
"809","2018-02-01",17.950001
"810","2018-02-02",17.75
"811","2018-02-05",17.5
"812","2018-02-06",17.25
"813","2018-02-07",17.200001
"814","2018-02-08",17.15
"815","2018-02-09",17
"816","2018-02-12",17.549999
"817","2018-02-13",17.85
"818","2018-02-14",17.4
"819","2018-02-15",17.75
"820","2018-02-16",17.65
"821","2018-02-20",17.35
"822","2018-02-21",17.299999
"823","2018-02-22",17.5
"824","2018-02-23",17.65
"825","2018-02-26",17.25
"826","2018-02-27",16.799999
"827","2018-02-28",16.75
"828","2018-03-01",16.9
"829","2018-03-02",16.700001
"830","2018-03-05",16.5
"831","2018-03-06",16.5
"832","2018-03-07",16.5
"833","2018-03-08",16.450001
"834","2018-03-09",16.9
"835","2018-03-12",17.1
"836","2018-03-13",17.25
"837","2018-03-14",17.049999
"838","2018-03-15",16.75
"839","2018-03-16",16.700001
"840","2018-03-19",16.65
"841","2018-03-20",16.65
"842","2018-03-21",16.4
"843","2018-03-22",16.549999
"844","2018-03-23",16.549999
"845","2018-03-26",16.65
"846","2018-03-27",16.700001
"847","2018-03-28",16.549999
"848","2018-03-29",16.65
"849","2018-04-02",16.6
"850","2018-04-03",16.6
"851","2018-04-04",16.450001
"852","2018-04-05",16.4
"853","2018-04-06",16.1
"854","2018-04-09",16.299999
"855","2018-04-10",16.35
"856","2018-04-11",16.5
"857","2018-04-12",16.200001
"858","2018-04-13",16.25
"859","2018-04-16",16.200001
"860","2018-04-17",16.825001
"861","2018-04-18",17.1
"862","2018-04-19",17.200001
"863","2018-04-20",17.25
"864","2018-04-23",14.8
"865","2018-04-24",15.1
"866","2018-04-25",14.55
"867","2018-04-26",15.625
"868","2018-04-27",15.25
"869","2018-04-30",14.75
"870","2018-05-01",14.6
"871","2018-05-02",14.35
"872","2018-05-03",14.45
"873","2018-05-04",14.55
"874","2018-05-07",14.6
"875","2018-05-08",14.4
"876","2018-05-09",14.45
"877","2018-05-10",14
"878","2018-05-11",14.25
"879","2018-05-14",14.8
"880","2018-05-15",14.5
"881","2018-05-16",14.35
"882","2018-05-17",14.25
"883","2018-05-18",14.35
"884","2018-05-21",14.3
"885","2018-05-22",14.25
"886","2018-05-23",14.15
"887","2018-05-24",14.1
"888","2018-05-25",13.9
"889","2018-05-29",14
"890","2018-05-30",13.8
"891","2018-05-31",13.35
"892","2018-06-01",13.45
"893","2018-06-04",13.1
"894","2018-06-05",13.45
"895","2018-06-06",13.4
"896","2018-06-07",13.55
"897","2018-06-08",13.4
"898","2018-06-11",13.5
"899","2018-06-12",13.4
"900","2018-06-13",13.5
"901","2018-06-14",13.6
"902","2018-06-15",13.55
"903","2018-06-18",13.72
"904","2018-06-19",13.8
"905","2018-06-20",13.75
"906","2018-06-21",13.9
"907","2018-06-22",14
"908","2018-06-25",13.95
"909","2018-06-26",13.8
"910","2018-06-27",13.95
"911","2018-06-28",13.6
"912","2018-06-29",13.85
"913","2018-07-02",13.85
"914","2018-07-03",13.99
"915","2018-07-05",14
"916","2018-07-06",13.95
"917","2018-07-09",13.8
"918","2018-07-10",13.7
"919","2018-07-11",13.9
"920","2018-07-12",13.7
"921","2018-07-13",13.75
"922","2018-07-16",13.75
"923","2018-07-17",13.75
"924","2018-07-18",13.8
"925","2018-07-19",13.9
"926","2018-07-20",13.9
"927","2018-07-23",13.7
"928","2018-07-24",13.75
"929","2018-07-25",13.925
"930","2018-07-26",14
"931","2018-07-27",13.9
"932","2018-07-30",13.75
"933","2018-07-31",13.4
"934","2018-08-01",13.3
"935","2018-08-02",13.15
"936","2018-08-03",13.25
"937","2018-08-06",13.225
"938","2018-08-07",13.15
"939","2018-08-08",13.03
"940","2018-08-09",12.7
"941","2018-08-10",13
"942","2018-08-13",12.95
"943","2018-08-14",12.95
"944","2018-08-15",13
"945","2018-08-16",12.95
"946","2018-08-17",13.1
"947","2018-08-20",13.35
"948","2018-08-21",13.3
"949","2018-08-22",13.45
"950","2018-08-23",13.1
"951","2018-08-24",13.3
"952","2018-08-27",13.05
"953","2018-08-28",13.1
"954","2018-08-29",13.1
"955","2018-08-30",13.05
"956","2018-08-31",12.95
"957","2018-09-04",13.15
"958","2018-09-05",13.1
"959","2018-09-06",12.95
"960","2018-09-07",12.9
"961","2018-09-10",13
"962","2018-09-11",13
"963","2018-09-12",13.45
"964","2018-09-13",13.3
"965","2018-09-14",13.25
"966","2018-09-17",13.2
"967","2018-09-18",13.3
"968","2018-09-19",13.25
"969","2018-09-20",13.3
"970","2018-09-21",13
"971","2018-09-24",13.2
"972","2018-09-25",13.55
"973","2018-09-26",13.6
"974","2018-09-27",13.95
"975","2018-09-28",13.85
"976","2018-10-01",13.79
"977","2018-10-02",14.2
"978","2018-10-03",14.09
"979","2018-10-04",14
"980","2018-10-05",14.1
"981","2018-10-08",14.28
"982","2018-10-09",14.44
"983","2018-10-10",14.45
"984","2018-10-11",14.22
"985","2018-10-12",13.95
"986","2018-10-15",14.3
"987","2018-10-16",14.59
"988","2018-10-17",14.4
"989","2018-10-18",14.4
"990","2018-10-19",14.41
"991","2018-10-22",14.36
