"","date","BKSC"
"1","2007-01-03",13
"2","2007-01-04",13.214876
"3","2007-01-05",13.140496
"4","2007-01-08",13.223141
"5","2007-01-09",14.049587
"6","2007-01-10",13.884297
"7","2007-01-11",13.636364
"8","2007-01-12",13.636364
"9","2007-01-16",14.049587
"10","2007-01-17",14.049587
"11","2007-01-18",13.942149
"12","2007-01-19",13.958677
"13","2007-01-22",13.553719
"14","2007-01-23",13.644629
"15","2007-01-24",13.842976
"16","2007-01-25",13.842976
"17","2007-01-26",13.942149
"18","2007-01-29",13.842976
"19","2007-01-30",13.834711
"20","2007-01-31",13.305785
"21","2007-02-01",13.429752
"22","2007-02-02",13.371901
"23","2007-02-05",13.371901
"24","2007-02-06",13.561983
"25","2007-02-07",13.561983
"26","2007-02-08",13.545455
"27","2007-02-09",13.561983
"28","2007-02-12",13.545455
"29","2007-02-13",13.809917
"30","2007-02-14",13.809917
"31","2007-02-15",13.272727
"32","2007-02-16",13.38843
"33","2007-02-20",13.057851
"34","2007-02-21",12.842976
"35","2007-02-22",12.842976
"36","2007-02-23",13.181818
"37","2007-02-26",13.223141
"38","2007-02-27",13.016529
"39","2007-02-28",13.214876
"40","2007-03-01",13.223141
"41","2007-03-02",13.429752
"42","2007-03-05",12.966942
"43","2007-03-06",12.975206
"44","2007-03-07",13.115703
"45","2007-03-08",13.132232
"46","2007-03-09",13.016529
"47","2007-03-12",12.966942
"48","2007-03-13",12.966942
"49","2007-03-14",13.140496
"50","2007-03-15",13.140496
"51","2007-03-16",13.140496
"52","2007-03-19",13.636364
"53","2007-03-20",13.487603
"54","2007-03-21",13.487603
"55","2007-03-22",13.429752
"56","2007-03-23",13.512397
"57","2007-03-26",13.586777
"58","2007-03-27",13.429752
"59","2007-03-28",12.851239
"60","2007-03-29",13.289256
"61","2007-03-30",13.289256
"62","2007-04-02",13.016529
"63","2007-04-03",13.057851
"64","2007-04-04",13.057851
"65","2007-04-05",13.057851
"66","2007-04-09",13.214876
"67","2007-04-10",13.198347
"68","2007-04-11",13.223141
"69","2007-04-12",13.223141
"70","2007-04-13",13.223141
"71","2007-04-16",13.223141
"72","2007-04-17",12.933885
"73","2007-04-18",13.082644
"74","2007-04-19",12.917356
"75","2007-04-20",12.92562
"76","2007-04-23",13.082644
"77","2007-04-24",13.082644
"78","2007-04-25",13.132232
"79","2007-04-26",13.132232
"80","2007-04-27",13.132232
"81","2007-04-30",13.057851
"82","2007-05-01",13
"83","2007-05-02",13.223141
"84","2007-05-03",13.223141
"85","2007-05-04",13.223141
"86","2007-05-07",13.223141
"87","2007-05-08",12.933885
"88","2007-05-09",13.347108
"89","2007-05-10",12.636364
"90","2007-05-11",12.834711
"91","2007-05-14",12.677686
"92","2007-05-15",12.859504
"93","2007-05-16",13.099174
"94","2007-05-17",12.892562
"95","2007-05-18",12.892562
"96","2007-05-21",13.173553
"97","2007-05-22",13.173553
"98","2007-05-23",12.809917
"99","2007-05-24",13.322314
"100","2007-05-25",13.322314
"101","2007-05-29",13.305785
"102","2007-05-30",13.223141
"103","2007-05-31",13.429752
"104","2007-06-01",13.471074
"105","2007-06-04",13.471074
"106","2007-06-05",13.338843
"107","2007-06-06",12.61157
"108","2007-06-07",12.479339
"109","2007-06-08",12.636364
"110","2007-06-11",12.719008
"111","2007-06-12",12.603306
"112","2007-06-13",12.603306
"113","2007-06-14",12.561983
"114","2007-06-15",12.809917
"115","2007-06-18",12.644629
"116","2007-06-19",12.595041
"117","2007-06-20",12.479339
"118","2007-06-21",12.603306
"119","2007-06-22",13.016529
"120","2007-06-25",13.223141
"121","2007-06-26",13.31405
"122","2007-06-27",13.479339
"123","2007-06-28",13.528926
"124","2007-06-29",13.165289
"125","2007-07-02",13.223141
"126","2007-07-03",13.008265
"127","2007-07-05",13.479339
"128","2007-07-06",13.38843
"129","2007-07-09",13.223141
"130","2007-07-10",13.223141
"131","2007-07-11",13.148761
"132","2007-07-12",13.016529
"133","2007-07-13",12.892562
"134","2007-07-16",13.223141
"135","2007-07-17",13.223141
"136","2007-07-18",13.181818
"137","2007-07-19",13.223141
"138","2007-07-20",13.07438
