"","date","MGI"
"1","2007-01-03",250.639999
"2","2007-01-04",249.440002
"3","2007-01-05",237.919998
"4","2007-01-08",237.679993
"5","2007-01-09",235.440002
"6","2007-01-10",240
"7","2007-01-11",235.360001
"8","2007-01-12",233.279999
"9","2007-01-16",235.839996
"10","2007-01-17",235.199997
"11","2007-01-18",230.320007
"12","2007-01-19",231.039993
"13","2007-01-22",233.279999
"14","2007-01-23",236.800003
"15","2007-01-24",235.199997
"16","2007-01-25",227.679993
"17","2007-01-26",229.520004
"18","2007-01-29",229.360001
"19","2007-01-30",242
"20","2007-01-31",239.919998
"21","2007-02-01",244.639999
"22","2007-02-02",241.360001
"23","2007-02-05",237.039993
"24","2007-02-06",234.639999
"25","2007-02-07",237.839996
"26","2007-02-08",234.320007
"27","2007-02-09",235.119995
"28","2007-02-12",233.679993
"29","2007-02-13",234.720001
"30","2007-02-14",234.399994
"31","2007-02-15",234.160004
"32","2007-02-16",229.759995
"33","2007-02-20",235.360001
"34","2007-02-21",238
"35","2007-02-22",245.440002
"36","2007-02-23",244.240005
"37","2007-02-26",243.520004
"38","2007-02-27",236.800003
"39","2007-02-28",240.479996
"40","2007-03-01",240.320007
"41","2007-03-02",236
"42","2007-03-05",233.199997
"43","2007-03-06",237.600006
"44","2007-03-07",236.080002
"45","2007-03-08",233.600006
"46","2007-03-09",231.919998
"47","2007-03-12",227.919998
"48","2007-03-13",220.960007
"49","2007-03-14",220.720001
"50","2007-03-15",223.039993
"51","2007-03-16",221.759995
"52","2007-03-19",224.080002
"53","2007-03-20",225.199997
"54","2007-03-21",230.160004
"55","2007-03-22",229.440002
"56","2007-03-23",228.639999
"57","2007-03-26",226.479996
"58","2007-03-27",227.119995
"59","2007-03-28",223.520004
"60","2007-03-29",223.679993
"61","2007-03-30",222.080002
"62","2007-04-02",225.600006
"63","2007-04-03",226.160004
"64","2007-04-04",223.679993
"65","2007-04-05",225.440002
"66","2007-04-09",223.839996
"67","2007-04-10",222.479996
"68","2007-04-11",217.199997
"69","2007-04-12",217.360001
"70","2007-04-13",219.119995
"71","2007-04-16",225.679993
"72","2007-04-17",224.720001
"73","2007-04-18",221.119995
"74","2007-04-19",234.800003
"75","2007-04-20",234.720001
"76","2007-04-23",234
"77","2007-04-24",230.399994
"78","2007-04-25",231.759995
"79","2007-04-26",232.639999
"80","2007-04-27",231.839996
"81","2007-04-30",227.440002
"82","2007-05-01",228.320007
"83","2007-05-02",230.160004
"84","2007-05-03",232.559998
"85","2007-05-04",232.399994
"86","2007-05-07",230.080002
"87","2007-05-08",232.639999
"88","2007-05-09",229.119995
"89","2007-05-10",235.440002
"90","2007-05-11",236.240005
"91","2007-05-14",234.960007
"92","2007-05-15",228.800003
"93","2007-05-16",229.199997
"94","2007-05-17",230.240005
"95","2007-05-18",232.080002
"96","2007-05-21",234.160004
"97","2007-05-22",234
"98","2007-05-23",232.880005
"99","2007-05-24",228.559998
"100","2007-05-25",228.080002
"101","2007-05-29",229.199997
"102","2007-05-30",229.839996
"103","2007-05-31",233.119995
"104","2007-06-01",234.800003
"105","2007-06-04",236.479996
"106","2007-06-05",233.360001
"107","2007-06-06",229.440002
"108","2007-06-07",225.839996
"109","2007-06-08",226.880005
"110","2007-06-11",226.880005
"111","2007-06-12",226.320007
"112","2007-06-13",226.479996
"113","2007-06-14",228.960007
"114","2007-06-15",232
"115","2007-06-18",232.240005
"116","2007-06-19",230.240005
"117","2007-06-20",228.960007
"118","2007-06-21",225.279999
"119","2007-06-22",224.399994
"120","2007-06-25",222.960007
"121","2007-06-26",221.360001
"122","2007-06-27",221.839996
"123","2007-06-28",224
"124","2007-06-29",223.600006
"125","2007-07-02",234.160004
"126","2007-07-03",238.960007
"127","2007-07-05",240.080002
"128","2007-07-06",240.800003
"129","2007-07-09",239.759995
"130","2007-07-10",232
"131","2007-07-11",234.559998
"132","2007-07-12",239.520004
"133","2007-07-13",237.919998
"134","2007-07-16",240.880005
"135","2007-07-17",240.800003
"136","2007-07-18",239.440002
"137","2007-07-19",231.199997
"138","2007-07-20",231.919998
"139","2007-07-23",234
"140","2007-07-24",229.039993
"141","2007-07-25",228.800003
"142","2007-07-26",223.839996
"143","2007-07-27",215.119995
"144","2007-07-30",214.720001
"145","2007-07-31",204.720001
"146","2007-08-01",191.679993
"147","2007-08-02",190.399994
"148","2007-08-03",182.559998
"149","2007-08-06",184
"150","2007-08-07",188.559998
"151","2007-08-08",194.720001
"152","2007-08-09",199.600006
"153","2007-08-10",194.559998
"154","2007-08-13",195.679993
"155","2007-08-14",182
"156","2007-08-15",178
"157","2007-08-16",169.039993
"158","2007-08-17",173.600006
"159","2007-08-20",173.279999
"160","2007-08-21",173.440002
"161","2007-08-22",175.279999
"162","2007-08-23",180.960007
"163","2007-08-24",176.880005
"164","2007-08-27",173.360001
"165","2007-08-28",169.199997
"166","2007-08-29",173.119995
"167","2007-08-30",168.160004
"168","2007-08-31",170.160004
"169","2007-09-04",176.960007
"170","2007-09-05",175.679993
"171","2007-09-06",172.399994
"172","2007-09-07",166.160004
"173","2007-09-10",165.360001
"174","2007-09-11",166
"175","2007-09-12",164.720001
"176","2007-09-13",162.639999
"177","2007-09-14",162.479996
"178","2007-09-17",159.759995
"179","2007-09-18",165.839996
"180","2007-09-19",170
"181","2007-09-20",171.600006
"182","2007-09-21",169.839996
"183","2007-09-24",168.880005
"184","2007-09-25",168.960007
"185","2007-09-26",172.960007
"186","2007-09-27",178.559998
"187","2007-09-28",180.720001
"188","2007-10-01",184.320007
"189","2007-10-02",185.360001
"190","2007-10-03",186.639999
"191","2007-10-04",184.240005
"192","2007-10-05",188.479996
"193","2007-10-08",187.119995
"194","2007-10-09",193.759995
"195","2007-10-10",192.960007
"196","2007-10-11",193.839996
"197","2007-10-12",194.320007
"198","2007-10-15",189.119995
"199","2007-10-16",181.839996
"200","2007-10-17",180.479996
"201","2007-10-18",159.839996
"202","2007-10-19",149.839996
"203","2007-10-22",144.479996
"204","2007-10-23",152.479996
"205","2007-10-24",149.440002
"206","2007-10-25",139.279999
"207","2007-10-26",124.239998
"208","2007-10-29",126.480003
"209","2007-10-30",128.080002
"210","2007-10-31",127.599998
"211","2007-11-01",120.959999
"212","2007-11-02",128.960007
"213","2007-11-05",125.919998
"214","2007-11-06",126.080002
"215","2007-11-07",118.559998
"216","2007-11-08",129.039993
"217","2007-11-09",130.720001
"218","2007-11-12",124.080002
"219","2007-11-13",129.279999
"220","2007-11-14",129.119995
"221","2007-11-15",128.320007
"222","2007-11-16",118.879997
"223","2007-11-19",115.199997
"224","2007-11-20",115.519997
"225","2007-11-21",111.199997
"226","2007-11-23",114.160004
"227","2007-11-26",109.68
"228","2007-11-27",119.760002
"229","2007-11-28",126.959999
"230","2007-11-29",117.919998
"231","2007-11-30",123.519997
"232","2007-12-03",118.239998
"233","2007-12-04",112.080002
"234","2007-12-05",120.32
"235","2007-12-06",118
"236","2007-12-07",116.480003
"237","2007-12-10",124.959999
"238","2007-12-11",119.040001
"239","2007-12-12",119.199997
"240","2007-12-13",138.160004
"241","2007-12-14",126.239998
"242","2007-12-17",124.959999
"243","2007-12-18",125.040001
"244","2007-12-19",125.839996
"245","2007-12-20",115.760002
"246","2007-12-21",124.559998
"247","2007-12-24",127.120003
"248","2007-12-26",127.360001
"249","2007-12-27",122.480003
"250","2007-12-28",121.760002
"251","2007-12-31",122.959999
"252","2008-01-02",114.160004
"253","2008-01-03",108.32
"254","2008-01-04",101.68
"255","2008-01-07",106.160004
"256","2008-01-08",99.68
"257","2008-01-09",112.160004
"258","2008-01-10",113.839996
"259","2008-01-11",102.800003
"260","2008-01-14",97.360001
"261","2008-01-15",49.200001
"262","2008-01-16",44.560001
"263","2008-01-17",38.720001
"264","2008-01-18",34.32
"265","2008-01-22",32.959999
"266","2008-01-23",37.279999
"267","2008-01-24",39.68
"268","2008-01-25",41.68
"269","2008-01-28",42.959999
"270","2008-01-29",45.360001
"271","2008-01-30",39.360001
"272","2008-01-31",42.720001
"273","2008-02-01",50.560001
"274","2008-02-04",47.68
"275","2008-02-05",44.720001
"276","2008-02-06",44.400002
"277","2008-02-07",45.52
"278","2008-02-08",44.16
"279","2008-02-11",42.48
"280","2008-02-12",39.279999
"281","2008-02-13",39.279999
"282","2008-02-14",38.639999
"283","2008-02-15",36.639999
"284","2008-02-19",36.639999
"285","2008-02-20",39.119999
"286","2008-02-21",37.759998
"287","2008-02-22",36.240002
"288","2008-02-25",38.959999
"289","2008-02-26",38
"290","2008-02-27",36.720001
"291","2008-02-28",29.6
"292","2008-02-29",29.280001
"293","2008-03-03",26.08
"294","2008-03-04",26.32
"295","2008-03-05",19.92
"296","2008-03-06",20.24
"297","2008-03-07",20.639999
"298","2008-03-10",22.559999
"299","2008-03-11",19.92
"300","2008-03-12",17.68
"301","2008-03-13",18.879999
"302","2008-03-14",16
"303","2008-03-17",15.52
"304","2008-03-18",12.8
"305","2008-03-19",12.56
"306","2008-03-20",13.68
"307","2008-03-24",14.24
"308","2008-03-25",18.639999
"309","2008-03-26",18.4
"310","2008-03-27",15.92
"311","2008-03-28",15.92
"312","2008-03-31",14.88
"313","2008-04-01",13.36
"314","2008-04-02",13.44
"315","2008-04-03",12.32
"316","2008-04-04",12.96
"317","2008-04-07",13.04
"318","2008-04-08",14.56
"319","2008-04-09",14.48
"320","2008-04-10",13.36
"321","2008-04-11",12.72
"322","2008-04-14",12
"323","2008-04-15",12.24
"324","2008-04-16",12.16
"325","2008-04-17",12.56
"326","2008-04-18",12.56
"327","2008-04-21",12.48
"328","2008-04-22",12
"329","2008-04-23",11.84
"330","2008-04-24",13.04
"331","2008-04-25",12.8
"332","2008-04-28",12.4
"333","2008-04-29",12.16
"334","2008-04-30",12.4
"335","2008-05-01",12
"336","2008-05-02",12.64
"337","2008-05-05",13.6
"338","2008-05-06",15.44
"339","2008-05-07",14.08
"340","2008-05-08",16.24
"341","2008-05-09",14.72
"342","2008-05-12",15.04
"343","2008-05-13",14.16
"344","2008-05-14",13.04
"345","2008-05-15",14
"346","2008-05-16",14.08
"347","2008-05-19",13.68
"348","2008-05-20",13.6
"349","2008-05-21",12.88
"350","2008-05-22",13.28
"351","2008-05-23",12.64
"352","2008-05-27",12.8
"353","2008-05-28",13.04
"354","2008-05-29",12.8
"355","2008-05-30",10.88
"356","2008-06-02",11.28
"357","2008-06-03",12.08
"358","2008-06-04",12.08
"359","2008-06-05",12.8
"360","2008-06-06",11.76
"361","2008-06-09",11.52
"362","2008-06-10",12
"363","2008-06-11",11.28
"364","2008-06-12",11.52
"365","2008-06-13",11.12
"366","2008-06-16",10.8
"367","2008-06-17",10.24
"368","2008-06-18",9.44
"369","2008-06-19",9.2
"370","2008-06-20",8.24
"371","2008-06-23",9.84
"372","2008-06-24",9.04
"373","2008-06-25",8.56
"374","2008-06-26",8.08
"375","2008-06-27",7.36
"376","2008-06-30",7.2
"377","2008-07-01",8.96
"378","2008-07-02",7.84
"379","2008-07-03",8
"380","2008-07-07",7.92
"381","2008-07-08",8.48
"382","2008-07-09",8.72
"383","2008-07-10",10.24
"384","2008-07-11",9.12
"385","2008-07-14",8.96
"386","2008-07-15",9.44
"387","2008-07-16",8.96
"388","2008-07-17",9.44
"389","2008-07-18",9.12
"390","2008-07-21",9.12
"391","2008-07-22",10
"392","2008-07-23",10.64
"393","2008-07-24",11.04
"394","2008-07-25",10.48
"395","2008-07-28",10.16
"396","2008-07-29",10.56
"397","2008-07-30",11.92
"398","2008-07-31",11.04
"399","2008-08-01",11.76
"400","2008-08-04",11.6
"401","2008-08-05",11.44
"402","2008-08-06",11.52
"403","2008-08-07",11.2
